Date,MSCI World ex USA with Minimum Economic Exposure to USA Top 50 Select Index
2015-03-02,999.4764454978296
2015-03-03,1001.1600286551482
2015-03-04,993.7775601085268
2015-03-05,994.0654766221388
2015-03-06,985.1558004113211
2015-03-09,977.0550888876766
2015-03-10,963.7537229087374
2015-03-11,961.2454482821696
2015-03-12,967.8949615898956
2015-03-13,965.5031260283504
2015-03-16,971.2426125816585
2015-03-17,973.21015198552
2015-03-18,979.1819828044497
2015-03-19,984.353164883808
2015-03-20,996.9152072045941
2015-03-23,1001.9254311590009
2015-03-24,1002.1008744209968
2015-03-25,1005.6293386748729
2015-03-26,998.4436855036884
2015-03-27,998.8810217120623
2015-03-30,996.3426424425929
2015-03-31,985.1345523172673
2015-04-01,988.778986826494
2015-04-02,998.273603737822
2015-04-03,999.7972650739775
2015-04-06,1007.0295809785065
2015-04-07,1007.3034885949637
2015-04-08,1015.5528228607039
2015-04-09,1024.1120173740094
2015-04-10,1028.8481762113904
2015-04-13,1032.9999066081043
2015-04-14,1038.2682600075568
2015-04-15,1035.933377895119
2015-04-16,1039.1030450597568
2015-04-17,1035.6090581592932
2015-04-20,1028.605187734207
2015-04-21,1035.5354860255286
2015-04-22,1035.3467657991678
2015-04-23,1041.6537024448435
2015-04-24,1047.5153299313583
2015-04-27,1050.5809816097044
2015-04-28,1055.1649289096206
2015-04-29,1052.922735685713
2015-04-30,1038.1229333280867
2015-05-01,1035.2308592099039
2015-05-04,1036.2476836451137
2015-05-05,1031.9131015835821
2015-05-06,1035.4556236590847
2015-05-07,1026.9680222147892
2015-05-08,1043.3365240008343
2015-05-11,1047.6078988716076
2015-05-12,1046.0974042166572
2015-05-13,1052.4692482798423
2015-05-14,1049.8730624994212
2015-05-15,1063.559328096461
2015-05-18,1061.072713562232
2015-05-19,1053.5852840475245
2015-05-20,1057.7473970039755
2015-05-21,1062.4347467277696
2015-05-22,1063.778896707022
2015-05-25,1064.3349090542292
2015-05-26,1053.1063865145077
2015-05-27,1049.3816910265346
2015-05-28,1044.1780992721774
2015-05-29,1041.1545738922032
2015-06-01,1038.9877479839963
2015-06-02,1042.5097993023592
2015-06-03,1050.4939576605825
2015-06-04,1044.3982262507852
