Date,EUROPE EQUAL WEIGHTED
1997-04-16,744.13790451
1997-04-17,746.69694096
1997-04-18,747.26320889
1997-04-21,751.12866578
1997-04-22,749.27289835
1997-04-23,751.89397001
1997-04-24,751.41303334
1997-04-25,745.2700672
1997-04-28,744.89003982
1997-04-29,750.9983627
1997-04-30,750.46976445
1997-05-01,755.44267697
1997-05-02,755.41302484
1997-05-05,759.07138729
1997-05-06,767.53268735
1997-05-07,768.62353674
1997-05-08,770.96859408
1997-05-09,777.5625926
1997-05-12,781.49892568
1997-05-13,786.18122075
1997-05-14,788.97247444
1997-05-15,789.73830472
1997-05-16,793.46264584
1997-05-19,788.45821141
1997-05-20,790.39524762
1997-05-21,798.49539727
1997-05-22,794.68035289
1997-05-23,797.64824201
1997-05-26,797.86902922
1997-05-27,793.98481175
1997-05-28,789.70901541
1997-05-29,788.5759295
1997-05-30,777.86183178
1997-06-02,775.46201016
1997-06-03,779.30976658
1997-06-04,779.7614797
1997-06-05,784.2699715
1997-06-06,788.57858774
1997-06-09,795.77838072
1997-06-10,794.63029955
1997-06-11,796.99219827
1997-06-12,803.59723451
1997-06-13,805.6504732
1997-06-16,807.52889148
1997-06-17,800.22443068
1997-06-18,802.65678022
1997-06-19,808.00019706
1997-06-20,807.81870093
1997-06-23,812.62208371
1997-06-24,812.58609117
1997-06-25,819.49225964
1997-06-26,817.75541572
1997-06-27,814.38380774
1997-06-30,808.96514711
1997-07-01,819.49632944
1997-07-02,820.01007459
1997-07-03,832.63156604
1997-07-04,831.7657777
1997-07-07,837.60719741
1997-07-08,832.03712785
1997-07-09,833.69435657
1997-07-10,833.79871087
1997-07-11,834.35656818
1997-07-14,830.93190543
1997-07-15,826.96988661
1997-07-16,837.86914834
1997-07-17,841.12971282
1997-07-18,832.38369006
1997-07-21,823.32867534
1997-07-22,829.14347145
1997-07-23,835.97000192
1997-07-24,828.39113077
1997-07-25,826.37981694
1997-07-28,822.30185838
1997-07-29,823.12251347
1997-07-30,827.88006471
1997-07-31,830.34135176
1997-08-01,821.07922923
1997-08-04,810.69550648
1997-08-05,806.10291073
1997-08-06,811.20632757
1997-08-07,821.10897872
1997-08-08,822.53760391
1997-08-11,821.19352117
1997-08-12,821.59287959
1997-08-13,819.84144509
1997-08-14,815.1901559
1997-08-15,820.77892076
1997-08-18,808.80951575
1997-08-19,815.38498329
1997-08-20,814.54117491
1997-08-21,817.4857811
1997-08-22,812.99779233
1997-08-25,812.67675315
1997-08-26,812.42630241
1997-08-27,810.86381865
1997-08-28,808.35314399
1997-08-29,803.72410794
1997-09-01,805.85518266
1997-09-02,808.57470414
1997-09-03,812.5512761
1997-09-04,812.88004267
1997-09-05,819.49374196
1997-09-08,818.89320895
1997-09-09,818.82834834
1997-09-10,815.20472029
1997-09-11,810.10548711
1997-09-12,818.04585304
1997-09-15,825.35662704
1997-09-16,829.5444335
1997-09-17,837.73265362
1997-09-18,844.91419327
1997-09-19,845.04900512
1997-09-22,846.34748361
1997-09-23,845.63512932
1997-09-24,856.99119291
1997-09-25,859.42234916
1997-09-26,864.5161903
1997-09-29,868.68001211
1997-09-30,871.91136492
1997-10-01,872.61115064
1997-10-02,878.0435658
1997-10-03,886.62743519
1997-10-06,884.17625397
1997-10-07,888.28257865
1997-10-08,884.97716983
1997-10-09,877.14294167
1997-10-10,871.60374516
1997-10-13,884.52955197
1997-10-14,885.59956568
1997-10-15,886.01477581
1997-10-16,888.00580745
1997-10-17,871.4339484
1997-10-20,870.61268955
1997-10-21,873.91374885
1997-10-22,870.84500811
1997-10-23,851.43083868
1997-10-24,853.27822774
1997-10-27,839.59366849
1997-10-28,812.74163371
1997-10-29,839.84463763
1997-10-30,832.12655375
1997-10-31,838.95338319
1997-11-03,846.53024666
1997-11-04,848.79037677
1997-11-05,852.59760984
1997-11-06,851.55196734
1997-11-07,842.18552821
1997-11-10,842.00321214
1997-11-11,842.88768974
1997-11-12,830.03422678
1997-11-13,829.34878921
1997-11-14,829.27711103
1997-11-17,840.27573754
1997-11-18,844.77366794
1997-11-19,840.35215204
1997-11-20,850.89510021
1997-11-21,851.37936801
1997-11-24,843.93502992
1997-11-25,838.96785101
1997-11-26,839.01390789
1997-11-27,840.52358033
1997-11-28,841.27005421
1997-12-01,848.90595355
1997-12-02,853.05593473
1997-12-03,855.84859738
1997-12-04,862.44082991
1997-12-05,858.06528991
1997-12-08,858.90153214
1997-12-09,856.66461198
1997-12-10,855.1845974
1997-12-11,845.61147768
1997-12-12,847.75553726
1997-12-15,845.65024548
1997-12-16,848.08102104
1997-12-17,856.11439501
1997-12-18,856.60183252
1997-12-19,844.91463684
1997-12-22,842.39506387
1997-12-23,847.93935752
1997-12-24,848.27186926
1997-12-25,848.27186926
1997-12-26,848.32377838
1997-12-29,857.96477313
1997-12-30,858.13484403
1997-12-31,857.09925816
1998-01-01,857.09925816
1998-01-02,863.94274873
1998-01-05,871.57261079
1998-01-06,868.76026092
1998-01-07,864.94720285
1998-01-08,861.4223217
1998-01-09,851.3118681
1998-01-12,835.3846712
1998-01-13,845.76296214
1998-01-14,850.32259691
1998-01-15,850.00590914
1998-01-16,858.66071268
1998-01-19,859.72096224
1998-01-20,859.85508453
1998-01-21,863.28475152
1998-01-22,871.86582093
1998-01-23,879.05976784
1998-01-26,878.69599127
1998-01-27,882.10511815
1998-01-28,882.89015385
1998-01-29,878.89479162
1998-01-30,883.2289963
1998-02-02,893.51014413
1998-02-03,898.23792943
1998-02-04,901.90081829
1998-02-05,913.94304231
1998-02-06,915.03031347
1998-02-09,905.85878084
1998-02-10,907.58496865
1998-02-11,908.64161872
1998-02-12,908.39802026
1998-02-13,904.2840754
1998-02-16,910.18768379
1998-02-17,917.35224586
1998-02-18,921.97596946
1998-02-19,916.95798602
1998-02-20,918.30061862
1998-02-23,932.6989775
1998-02-24,932.14403163
1998-02-25,937.92495961
1998-02-26,944.85302807
1998-02-27,950.44928409
1998-03-02,965.67352846
1998-03-03,968.5933184
1998-03-04,959.58750396
1998-03-05,949.78586326
1998-03-06,962.40627033
1998-03-09,971.97292507
1998-03-10,977.02763222
1998-03-11,981.34059593
1998-03-12,987.75754076
1998-03-13,1002.10325379
1998-03-16,1005.2583979
1998-03-17,1016.46968382
1998-03-18,1011.69152492
1998-03-19,1018.17913312
1998-03-20,1021.63795224
1998-03-23,1028.88529166
1998-03-24,1036.79910174
1998-03-25,1048.17750372
1998-03-26,1043.18513106
1998-03-27,1047.06577173
1998-03-30,1039.20940542
1998-03-31,1040.10295898
1998-04-01,1046.6795146
1998-04-02,1052.52042395
1998-04-03,1057.10127452
1998-04-06,1066.74138096
1998-04-07,1063.59217274
1998-04-08,1060.74754712
1998-04-09,1067.80137621
1998-04-10,1069.49621555
1998-04-13,1066.44864584
1998-04-14,1083.75563241
1998-04-15,1090.97008011
1998-04-16,1080.07641896
1998-04-17,1077.24572533
1998-04-20,1086.84416518
1998-04-21,1093.34245004
1998-04-22,1090.73917609
1998-04-23,1077.35318617
1998-04-24,1072.00570844
1998-04-27,1047.91789487
1998-04-28,1057.06834682
1998-04-29,1056.32792133
1998-04-30,1072.54958432
1998-05-01,1083.23176994
1998-05-04,1101.26341612
1998-05-05,1098.13376589
1998-05-06,1103.7140554
1998-05-07,1093.09158316
1998-05-08,1095.18782506
1998-05-11,1105.48342527
1998-05-12,1100.20515227
1998-05-13,1099.02081483
1998-05-14,1096.7349775
1998-05-15,1095.34965408
1998-05-18,1081.0666773
1998-05-19,1091.50412739
1998-05-20,1107.05231189
1998-05-21,1115.56917926
1998-05-22,1120.62591621
1998-05-25,1122.60768087
1998-05-26,1123.89268869
1998-05-27,1098.63314737
1998-05-28,1100.54451275
1998-05-29,1100.62619402
1998-06-01,1100.50968011
1998-06-02,1101.92122677
1998-06-03,1108.70468002
1998-06-04,1109.73233825
1998-06-05,1115.70935603
1998-06-08,1123.56122214
1998-06-09,1119.94432895
1998-06-10,1105.94830619
1998-06-11,1094.48542863
1998-06-12,1079.13859036
1998-06-15,1056.24530257
1998-06-16,1067.29089755
1998-06-17,1083.7310453
1998-06-18,1080.00890773
1998-06-19,1077.29829752
1998-06-22,1065.60994841
1998-06-23,1064.57253817
1998-06-24,1064.49495632
1998-06-25,1077.5586624
1998-06-26,1068.17060583
1998-06-29,1072.49221419
1998-06-30,1071.52646605
1998-07-01,1077.01329259
1998-07-02,1079.05238193
1998-07-03,1085.95081566
1998-07-06,1091.752222
1998-07-07,1092.94160011
1998-07-08,1093.60258489
1998-07-09,1086.20589912
1998-07-10,1086.44563422
1998-07-13,1098.01001392
1998-07-14,1106.09749462
1998-07-15,1107.86389098
1998-07-16,1110.29246026
1998-07-17,1119.52833956
1998-07-20,1127.63371565
1998-07-21,1116.17453144
1998-07-22,1100.43038441
1998-07-23,1092.44082645
1998-07-24,1092.27867273
1998-07-27,1078.23908317
1998-07-28,1077.60807952
1998-07-29,1069.83996092
1998-07-30,1077.15268522
1998-07-31,1070.43189299
1998-08-03,1056.03548755
1998-08-04,1053.57295845
1998-08-05,1040.00601576
1998-08-06,1032.31936362
1998-08-07,1042.76994659
1998-08-10,1027.84579995
1998-08-11,998.51781701
1998-08-12,1009.68059783
1998-08-13,993.74669165
1998-08-14,994.21771256
1998-08-17,991.86787938
1998-08-18,1008.04582375
1998-08-19,1010.89336881
1998-08-20,1004.51533924
1998-08-21,972.10880471
1998-08-24,973.51147632
1998-08-25,986.56127511
1998-08-26,961.42260184
1998-08-27,927.70042986
1998-08-28,928.09660579
1998-08-31,930.69239985
1998-09-01,919.70937995
1998-09-02,936.5945461
1998-09-03,927.22579343
1998-09-04,927.66817371
1998-09-07,943.18717655
1998-09-08,955.98806076
1998-09-09,951.21796532
1998-09-10,931.98534265
1998-09-11,927.89991615
1998-09-14,942.38001878
1998-09-15,939.32691215
1998-09-16,942.18177256
1998-09-17,917.51497343
1998-09-18,900.42496591
1998-09-21,875.81611066
1998-09-22,886.79591878
1998-09-23,898.53937227
1998-09-24,902.57482269
1998-09-25,894.40057537
1998-09-28,901.34499291
1998-09-29,901.22657748
1998-09-30,885.51013967
1998-10-01,861.46445083
1998-10-02,848.51492256
1998-10-05,836.8551131
1998-10-06,855.86808681
1998-10-07,861.21085327
1998-10-08,839.0129703
1998-10-09,842.98454338
1998-10-12,866.75199666
1998-10-13,877.96476045
1998-10-14,888.45126039
1998-10-15,905.40719888
1998-10-16,923.92669644
1998-10-19,922.96424721
1998-10-20,938.43261071
1998-10-21,929.15280326
1998-10-22,929.53094592
1998-10-23,929.34203585
1998-10-26,931.77362062
1998-10-27,943.38262918
1998-10-28,930.47576065
1998-10-29,938.96884348
1998-10-30,950.58905129
1998-11-02,971.09550852
1998-11-03,962.05509366
1998-11-04,975.06464661
1998-11-05,967.96758441
1998-11-06,968.95260786
1998-11-09,953.21618638
1998-11-10,944.91278763
1998-11-11,951.74751039
1998-11-12,937.87297378
1998-11-13,940.21089684
1998-11-16,959.41298679
1998-11-17,952.69319349
1998-11-18,951.8743684
1998-11-19,957.06931919
1998-11-20,965.94616097
1998-11-23,971.91502186
1998-11-24,968.95953698
1998-11-25,967.51266682
1998-11-26,978.77139505
1998-11-27,979.69096877
1998-11-30,971.65970569
1998-12-01,953.86264073
1998-12-02,951.92889193
1998-12-03,957.04328288
1998-12-04,959.03800039
1998-12-07,957.12038302
1998-12-08,959.35466422
1998-12-09,962.77509045
1998-12-10,964.47802982
1998-12-11,957.74334706
1998-12-14,951.69669466
1998-12-15,949.11699694
1998-12-16,953.54941176
1998-12-17,958.69917953
1998-12-18,961.62972726
1998-12-21,973.45975015
1998-12-22,974.0994466
1998-12-23,988.22232428
1998-12-24,985.43736396
1998-12-25,985.43736396
1998-12-28,994.01969143
1998-12-29,999.4659259
1998-12-30,999.09523625
1998-12-31,1000.0
1999-01-01,1000.0002438144628
1999-01-04,1026.6222577238166
1999-01-05,1030.0426435064744
1999-01-06,1042.1505585565114
1999-01-07,1028.0454350257169
1999-01-08,1023.5983089300894
1999-01-11,1017.5014674413844
1999-01-12,1005.2410231976896
1999-01-13,984.2454632058327
1999-01-14,984.866058328708
1999-01-15,981.9135893937096
1999-01-18,995.0597670329777
1999-01-19,992.0343901191588
1999-01-20,991.2962095551759
1999-01-21,986.6084459835589
1999-01-22,970.6822751340667
1999-01-25,970.8941382682161
1999-01-26,974.2811412256364
1999-01-27,977.0712823435708
1999-01-28,979.4281427937531
1999-01-29,980.9770241557343
1999-02-01,987.1005404549688
1999-02-02,993.7281355495827
1999-02-03,989.1519574271504
1999-02-04,986.2070090416389
1999-02-05,987.9092832884826
1999-02-08,984.2167336250974
1999-02-09,977.0131266020344
1999-02-10,969.9179083592682
1999-02-11,975.9541331891331
1999-02-12,979.7334131668304
1999-02-15,976.9762472419618
1999-02-16,977.5517349682679
1999-02-17,974.7966320071071
1999-02-18,972.7087225023297
1999-02-19,967.4208933473188
1999-02-22,967.7849907694232
1999-02-23,968.0848999301473
1999-02-24,969.5249709307532
1999-02-25,971.22687834023
1999-02-26,965.1315364956671
1999-03-01,957.9699282633923
1999-03-02,960.6694134751655
1999-03-03,958.3338127304314
1999-03-04,954.5681031323934
1999-03-05,969.959684645457
1999-03-08,970.1836597099128
1999-03-09,970.293319172459
1999-03-10,974.7110939396111
1999-03-11,976.0585399039973
1999-03-12,988.6621951449264
1999-03-15,985.5888242111156
1999-03-16,984.9426630188458
1999-03-17,989.1061296217904
1999-03-18,986.1267356707141
1999-03-19,990.4220071997912
1999-03-22,984.2564241980775
1999-03-23,974.4965161580747
1999-03-24,970.2371470708724
1999-03-25,978.3531731086832
1999-03-26,965.5422247826871
1999-03-29,971.6475495223434
1999-03-30,973.4231197317501
1999-03-31,982.2234033111243
1999-04-01,981.1429214934315
1999-04-02,979.3421547119849
1999-04-05,974.4827797699165
1999-04-06,983.3136553467095
1999-04-07,991.3771437773954
1999-04-08,998.3889517007183
1999-04-09,999.9176982222106
1999-04-12,1002.2319011444145
1999-04-13,1007.6137833332974
1999-04-14,1013.2814831435928
1999-04-15,1012.9918400652409
1999-04-16,1016.8094762168786
1999-04-19,1026.206639414041
1999-04-20,1014.2502232584386
1999-04-21,1013.1405133494623
1999-04-22,1017.635128922183
1999-04-23,1022.0017052629803
1999-04-26,1023.3845019069742
1999-04-27,1038.683330030748
1999-04-28,1035.2088006265699
1999-04-29,1032.6330275347623
1999-04-30,1036.3365318818435
1999-05-03,1040.489254104426
1999-05-04,1048.524617836745
1999-05-05,1046.1034760569678
1999-05-06,1054.658638074489
1999-05-07,1053.6057281354326
1999-05-10,1054.7798676008274
1999-05-11,1050.345427028183
1999-05-12,1040.4115145858962
1999-05-13,1040.9503875097096
1999-05-14,1035.4761738255368
1999-05-17,1018.7700710180991
1999-05-18,1022.66635942223
1999-05-19,1030.4680850875707
1999-05-20,1035.4841047262064
1999-05-21,1027.3619415531762
1999-05-24,1026.6284423415602
1999-05-25,1020.4432514094714
1999-05-26,1008.7410865809634
1999-05-27,1001.5226953330802
1999-05-28,1000.2384393702504
1999-05-31,1000.8625835837173
1999-06-01,1006.2102531975302
1999-06-02,1000.7641838693274
1999-06-03,1005.0376486806581
1999-06-04,1006.1751590284294
1999-06-07,1012.0212925728085
1999-06-08,1024.1240526593979
1999-06-09,1026.8312568095012
1999-06-10,1026.8591652332418
1999-06-11,1034.9454341364035
1999-06-14,1025.6798088601
1999-06-15,1024.9040733339973
1999-06-16,1021.3235027489395
1999-06-17,1024.1109219582095
1999-06-18,1034.2725723844853
1999-06-21,1035.9662353006395
1999-06-22,1030.2799565028556
1999-06-23,1021.380302109406
1999-06-24,1019.9274665616757
1999-06-25,1026.2335435821237
1999-06-28,1020.2490447073761
1999-06-29,1018.0056691585821
1999-06-30,1014.0367496446753
1999-07-01,1020.7037969207889
1999-07-02,1021.0200358160004
1999-07-05,1033.8085238037077
1999-07-06,1032.9777370509885
1999-07-07,1028.468396060833
1999-07-08,1024.056114874565
1999-07-09,1027.2444951081607
1999-07-12,1025.053249016834
1999-07-13,1017.4945386236282
1999-07-14,1022.8824330167888
1999-07-15,1035.2759569796335
1999-07-16,1030.5340991042697
1999-07-19,1026.05937366497
1999-07-20,1034.7198545067572
1999-07-21,1031.9182941641004
1999-07-22,1027.85493804669
1999-07-23,1018.7629136009716
1999-07-26,1027.0492738854082
1999-07-27,1026.376490135647
1999-07-28,1026.1207348374692
1999-07-29,1024.0950592422437
1999-07-30,1036.6747746828337
1999-08-02,1029.5947792829213
1999-08-03,1030.3861499063723
1999-08-04,1039.757857710731
1999-08-05,1029.9952971577263
1999-08-06,1029.2063205980742
1999-08-09,1028.5746168722926
1999-08-10,1023.2012419223464
1999-08-11,1024.4666824135077
1999-08-12,1037.4340652867536
1999-08-13,1041.105758333213
1999-08-16,1044.6540388580922
1999-08-17,1040.24665956079
1999-08-18,1041.0953554772868
1999-08-19,1042.7566055570446
1999-08-20,1052.2361264295187
1999-08-23,1054.0458542340468
1999-08-24,1047.293099025864
1999-08-25,1048.6101290612112
1999-08-26,1046.985185983329
1999-08-27,1050.6305562786592
1999-08-30,1049.5500271728777
1999-08-31,1046.3344582580146
1999-09-01,1056.7390381018115
1999-09-02,1057.4453500731397
1999-09-03,1062.6395925192462
1999-09-06,1066.5259132720628
1999-09-07,1067.9088394485461
1999-09-08,1067.2460533267763
1999-09-09,1069.5286610954277
1999-09-10,1062.7447018523512
1999-09-13,1049.3564728391593
1999-09-14,1045.7974835278847
1999-09-15,1037.451031085853
1999-09-16,1033.2985678411821
1999-09-17,1034.0758630239125
1999-09-20,1038.959435757718
1999-09-21,1034.5885951223713
1999-09-22,1029.0883902761432
1999-09-23,1027.9673586502975
1999-09-24,1020.0030696664746
1999-09-27,1026.57076502907
1999-09-28,1025.0895427897492
1999-09-29,1027.359127669136
1999-09-30,1034.0544772806497
1999-10-01,1035.9190320351704
1999-10-04,1043.7269805378198
1999-10-05,1043.8551289433117
1999-10-06,1047.3396897187722
1999-10-07,1054.5556455093597
1999-10-08,1044.4654885231685
1999-10-11,1043.7130393616262
1999-10-12,1042.8045556167522
1999-10-13,1036.5129008807924
1999-10-14,1036.021632449168
1999-10-15,1030.0695801193815
1999-10-18,1016.4239553953249
1999-10-19,1024.2012916485285
1999-10-20,1021.5404011674149
1999-10-21,1016.4896113334479
1999-10-22,1014.0144667506568
1999-10-25,1011.1405146506758
1999-10-26,1010.5350416642275
1999-10-27,1002.573071207553
1999-10-28,1008.8423127272944
1999-10-29,1020.9311368922583
1999-11-01,1021.3918307971218
1999-11-02,1023.3690069670583
1999-11-03,1025.1517930755156
1999-11-04,1027.0658194950747
1999-11-05,1024.943311468618
1999-11-08,1018.6275186413412
1999-11-09,1021.754811311157
1999-11-10,1026.9973938073545
1999-11-11,1029.1144675684252
1999-11-12,1022.7072157105682
1999-11-15,1028.276160668274
1999-11-16,1031.4107675102853
1999-11-17,1039.839033086326
1999-11-18,1037.4796396208064
1999-11-19,1031.9067758848125
1999-11-22,1028.2050676071015
1999-11-23,1028.452240733362
1999-11-24,1016.046971656877
1999-11-25,1028.4681533676567
1999-11-26,1021.6214911815125
1999-11-29,1017.2266794642951
1999-11-30,1009.3567200470343
1999-12-01,1013.8605445374005
1999-12-02,1018.3145226656026
1999-12-03,1030.9781794463859
1999-12-06,1046.5272331781844
1999-12-07,1047.2632621907699
1999-12-08,1047.0772500288485
1999-12-09,1043.4296266907465
1999-12-10,1043.6000947755579
1999-12-13,1043.3812487757916
1999-12-14,1039.9374241667629
1999-12-15,1033.7290586565284
1999-12-16,1052.5955281996157
1999-12-17,1051.2259476917573
1999-12-20,1054.1580118546315
1999-12-21,1051.2377062248063
1999-12-22,1061.5666484616825
1999-12-23,1077.9517987301494
1999-12-24,1082.6021843179758
1999-12-27,1082.2367848240199
1999-12-28,1077.8488386817103
1999-12-29,1079.5977630194345
1999-12-30,1086.8660909956395
1999-12-31,1086.8660909956395
2000-01-03,1101.143861745019
2000-01-04,1087.1839195468237
2000-01-05,1072.9442790176474
2000-01-06,1079.6704037960117
2000-01-07,1092.3015652172721
2000-01-10,1105.1292594276647
2000-01-11,1106.5978019484544
2000-01-12,1097.5509576686873
2000-01-13,1101.7783543386377
2000-01-14,1097.8388186182813
2000-01-17,1096.1847082941526
2000-01-18,1084.5953845838828
2000-01-19,1077.9557699068457
2000-01-20,1076.0929846258746
2000-01-21,1069.9982746266792
2000-01-24,1068.954600505084
2000-01-25,1056.6218221771178
2000-01-26,1056.3788333560763
2000-01-27,1048.0165735477194
2000-01-28,1038.829480848781
2000-01-31,1022.8464641227372
2000-02-01,1022.4485607324159
2000-02-02,1028.0084643471832
2000-02-03,1049.6356018606864
2000-02-04,1045.0240041273123
2000-02-07,1041.1178624609847
2000-02-08,1062.9021573625064
2000-02-09,1066.2316406928298
2000-02-10,1057.4224071976182
2000-02-11,1056.8658965619054
2000-02-14,1047.7591272062978
2000-02-15,1044.7731282018938
2000-02-16,1054.420054352111
2000-02-17,1062.498364205385
2000-02-18,1059.8219949872216
2000-02-21,1053.9168585720786
2000-02-22,1068.0668210281085
2000-02-23,1078.7860891487162
2000-02-24,1071.7678474661805
2000-02-25,1066.3825781909372
2000-02-28,1048.6189388691205
2000-02-29,1053.309464730993
2000-03-01,1074.5690759043043
2000-03-02,1081.7975078232432
2000-03-03,1081.398975686973
2000-03-06,1085.3333937376283
2000-03-07,1075.3522569463735
2000-03-08,1066.145930233543
2000-03-09,1079.4550864691146
2000-03-10,1075.9937757322182
2000-03-13,1064.570515026974
2000-03-14,1067.2025769410036
2000-03-15,1065.0907635814574
2000-03-16,1092.0405940592943
2000-03-17,1088.165134868094
2000-03-20,1092.4396591817833
2000-03-21,1095.1563986226504
2000-03-22,1090.106688482336
2000-03-23,1094.9141263168945
2000-03-24,1110.1791463245104
2000-03-27,1110.219166581974
2000-03-28,1111.4854142415768
2000-03-29,1097.541200044993
2000-03-30,1088.186491763473
2000-03-31,1094.9382396337498
2000-04-03,1090.0000405508185
2000-04-04,1094.0743498490747
2000-04-05,1085.7333883694882
2000-04-06,1091.9739966698028
2000-04-07,1094.4007936455032
2000-04-10,1096.5109170432293
2000-04-11,1089.495058333789
2000-04-12,1089.6133914577724
2000-04-13,1087.6909123670534
2000-04-14,1072.9311985866225
2000-04-17,1050.61378176262
2000-04-18,1053.9150293999264
2000-04-19,1053.1927344235175
2000-04-20,1060.9842207134043
2000-04-21,1060.9842207134043
2000-04-24,1061.2084475428603
2000-04-25,1060.4576230206267
2000-04-26,1064.780630392978
2000-04-27,1044.733383554086
2000-04-28,1053.3153631095995
2000-05-01,1050.3447124767831
2000-05-02,1063.8144158513717
2000-05-03,1043.474814323435
2000-05-04,1042.925536619495
2000-05-05,1044.7194491081273
2000-05-08,1045.2682558674026
2000-05-09,1050.3962757410284
2000-05-10,1049.205407040092
2000-05-11,1047.5200294995213
2000-05-12,1061.0712492110117
2000-05-15,1068.1669863646648
2000-05-16,1067.5539583959387
2000-05-17,1045.0135813299705
2000-05-18,1050.598072249907
2000-05-19,1033.5932503430206
2000-05-22,1036.3775790102584
2000-05-23,1042.2435025566908
2000-05-24,1034.053477532332
2000-05-25,1044.2670204949218
2000-05-26,1054.8413576231724
2000-05-29,1061.0229201216077
2000-05-30,1073.1270964414764
2000-05-31,1068.166796309863
2000-06-01,1080.5477462717108
2000-06-02,1107.6618762230262
2000-06-05,1107.7112782355887
2000-06-06,1121.4444494367965
2000-06-07,1117.475016811757
2000-06-08,1114.2211888118702
2000-06-09,1109.9004727298168
2000-06-12,1112.0350516965148
2000-06-13,1114.5174579075322
2000-06-14,1116.2848819401518
2000-06-15,1105.540121663324
2000-06-16,1114.748237514887
2000-06-19,1111.4384236196001
2000-06-20,1110.663509728202
2000-06-21,1092.268130715255
2000-06-22,1084.3974538853133
2000-06-23,1080.9811085108809
2000-06-26,1081.9010209377145
2000-06-27,1085.2808430259406
2000-06-28,1091.0081256206954
2000-06-29,1087.0357830321434
2000-06-30,1102.513127941633
2000-07-03,1105.5696890386096
2000-07-04,1107.283151788405
2000-07-05,1110.1458130053823
2000-07-06,1110.2423053282628
2000-07-07,1111.4268909624705
2000-07-10,1112.4729760836794
2000-07-11,1111.3379991281868
2000-07-12,1113.2387871454578
2000-07-13,1105.1135683227128
2000-07-14,1113.7005710548224
2000-07-17,1112.883193538587
2000-07-18,1106.861516444564
2000-07-19,1098.959874535906
2000-07-20,1105.8660856909094
2000-07-21,1110.2382726335895
2000-07-24,1111.449852085403
2000-07-25,1119.195523005945
2000-07-26,1118.4206203634167
2000-07-27,1108.5284718469868
2000-07-28,1093.4350588007921
2000-07-31,1097.4730135708699
2000-08-01,1097.511262674239
2000-08-02,1086.9110878848446
2000-08-03,1070.920050574271
2000-08-04,1082.7213207443842
2000-08-07,1091.4592814901805
2000-08-08,1081.0470674440003
2000-08-09,1087.5735453358934
2000-08-10,1098.8553678709693
2000-08-11,1097.488905326306
2000-08-14,1104.373096396343
2000-08-15,1114.4308609051602
2000-08-16,1114.9888473554079
2000-08-17,1114.2202383868096
