Date,KOKUSAI EQUAL WEIGHTED
2000-01-19,1133.4235326792486
2000-01-20,1128.9707178500328
2000-01-21,1122.9343333111904
2000-01-24,1110.6271146199897
2000-01-25,1101.796204950921
2000-01-26,1103.9641781177131
2000-01-27,1099.8712249293635
2000-01-28,1083.6522500126216
2000-01-31,1076.9874425757907
2000-02-01,1081.3732688942264
2000-02-02,1085.1262861019293
2000-02-03,1099.8618662791423
2000-02-04,1095.880805998953
2000-02-07,1093.0310453570978
2000-02-08,1103.6800254967343
2000-02-09,1098.4342367864535
2000-02-10,1093.2104915358573
2000-02-11,1085.89483196372
2000-02-14,1081.3538596009485
2000-02-15,1083.163287389438
2000-02-16,1087.3659685316034
2000-02-17,1092.9807820271992
2000-02-18,1080.3803031387063
2000-02-21,1076.0025936232612
2000-02-22,1081.169544550797
2000-02-23,1087.2544546958397
2000-02-24,1081.4210957042424
2000-02-25,1076.9098116083842
2000-02-28,1067.4958633723247
2000-02-29,1073.6255005781786
2000-03-01,1087.6384064029162
2000-03-02,1089.2823855379083
2000-03-03,1093.9769583137684
2000-03-06,1088.0676288279403
2000-03-07,1074.8327314311323
2000-03-08,1071.1460008874099
2000-03-09,1083.394055935817
2000-03-10,1081.126561250541
2000-03-13,1074.6785037750965
2000-03-14,1070.9120053813479
2000-03-15,1082.659225627482
2000-03-16,1119.2075996564377
2000-03-17,1115.173409587894
2000-03-20,1115.4163355199955
2000-03-21,1124.1053413488396
2000-03-22,1121.531938563132
2000-03-23,1129.3552995224316
2000-03-24,1138.1311738406418
2000-03-27,1136.8695696871944
2000-03-28,1136.0752107717
2000-03-29,1129.0125350215571
2000-03-30,1125.1987614220955
2000-03-31,1131.6628646948604
2000-04-03,1135.509892289551
2000-04-04,1135.0908789983778
2000-04-05,1132.335748974796
2000-04-06,1140.484556901532
2000-04-07,1138.651131537705
2000-04-10,1140.0937337820735
2000-04-11,1139.3973698666207
2000-04-12,1142.333910126028
2000-04-13,1136.962697974563
2000-04-14,1107.6128498510889
2000-04-17,1094.4447831407876
2000-04-18,1104.5298097506118
2000-04-19,1106.3187205861238
2000-04-20,1114.5741305486995
2000-04-21,1114.5741305486995
2000-04-24,1117.33632621572
2000-04-25,1128.9628671446192
2000-04-26,1128.0970394397325
2000-04-27,1115.6363344928748
2000-04-28,1118.6796341777913
2000-05-01,1119.959722515507
2000-05-02,1124.5124802879022
2000-05-03,1108.205310238027
2000-05-04,1108.4677644877793
2000-05-05,1115.3312421794749
2000-05-08,1113.4430220571164
2000-05-09,1115.1848492202614
2000-05-10,1110.4150913459935
2000-05-11,1116.1127920569172
2000-05-12,1126.145924248125
2000-05-15,1134.968631515254
2000-05-16,1139.7713442531206
2000-05-17,1121.2919295343738
2000-05-18,1123.0224203772916
2000-05-19,1109.2180165294305
2000-05-22,1108.2544839318969
2000-05-23,1108.6012496811186
2000-05-24,1106.1660115931666
2000-05-25,1103.780280042706
2000-05-26,1106.184518486084
2000-05-29,1110.4535751187432
2000-05-30,1123.366843219681
2000-05-31,1118.208692757349
2000-06-01,1134.358384991714
2000-06-02,1157.5065950898515
2000-06-05,1157.3930328164101
2000-06-06,1163.5172821473207
2000-06-07,1163.2211342178164
2000-06-08,1160.4724662843287
2000-06-09,1159.224863763421
2000-06-12,1159.3786521364973
2000-06-13,1160.9196561179247
2000-06-14,1164.4057058053625
2000-06-15,1156.8772685771908
2000-06-16,1159.5601933669802
2000-06-19,1157.2819973919268
2000-06-20,1154.4891793420145
2000-06-21,1145.451006717198
2000-06-22,1136.7977942690702
2000-06-23,1133.5513239448558
2000-06-26,1134.2970393155172
2000-06-27,1138.8313512691475
2000-06-28,1143.4753255269752
2000-06-29,1140.726308935628
2000-06-30,1146.5605805653045
2000-07-03,1154.7415456771844
2000-07-04,1155.39793269222
2000-07-05,1152.581652612795
2000-07-06,1154.0710995111547
2000-07-07,1159.7610204234672
2000-07-10,1163.6508856242895
2000-07-11,1166.9213103855564
2000-07-12,1172.4189762249325
2000-07-13,1165.7515883320493
2000-07-14,1171.6339668816365
2000-07-17,1171.244430559503
2000-07-18,1164.9487382946256
2000-07-19,1159.3123998950575
2000-07-20,1165.6462614821105
2000-07-21,1166.234788861096
2000-07-24,1162.8798835714495
2000-07-25,1166.3602707311659
2000-07-26,1161.889473041401
2000-07-27,1158.3045071474364
2000-07-28,1143.3794721894105
2000-07-31,1145.0213355502276
2000-08-01,1150.4972022237464
2000-08-02,1147.748306315453
2000-08-03,1140.849402013825
2000-08-04,1151.2197634984075
2000-08-07,1160.5597774537644
2000-08-08,1157.8245922143426
2000-08-09,1158.151046609684
2000-08-10,1163.3229409337193
2000-08-11,1167.5458825587866
2000-08-14,1176.4674355849907
2000-08-15,1180.0352218409262
2000-08-16,1182.8998416174504
