Date,KOKUSAI EQUAL WEIGHTED
1994-06-30,578.60469866
1994-07-29,605.90357438
1994-08-31,630.90133637
1994-09-30,618.91801734
1994-10-31,627.66788789
1994-11-30,595.82659561
1994-12-30,598.90557088
1995-01-31,587.06345941
1995-02-28,610.33530589
1995-03-31,623.99288157
1995-04-28,640.45191045
1995-05-31,665.32209569
1995-06-30,672.06623821
1995-07-31,702.47805567
1995-08-31,686.7286315
1995-09-29,698.0212292
1995-10-31,681.31589403
1995-11-30,693.83219954
1995-12-29,710.83150999
1996-01-31,734.92524253
1996-02-29,751.43698556
1996-03-29,763.80692025
1996-04-30,786.0223759
1996-05-31,791.53351448
1996-06-28,788.42384728
1996-07-31,759.8720445
1996-08-30,786.00282773
1996-09-30,805.23883217
1996-10-31,821.55319026
1996-11-29,863.58865237
1996-12-31,868.52769796
1997-01-01,868.52684174
1997-01-02,860.66738186
1997-01-03,864.9996616
1997-01-06,866.76880371
1997-01-07,870.60121708
1997-01-08,871.19578966
1997-01-09,874.74390481
1997-01-10,875.27508477
1997-01-13,879.35968681
1997-01-14,883.77324849
1997-01-15,886.21570835
1997-01-16,889.34863713
1997-01-17,891.16750069
1997-01-20,889.57595405
1997-01-21,887.47444523
1997-01-22,888.35210527
1997-01-23,886.51998315
1997-01-24,882.5813904
1997-01-27,878.57919811
1997-01-28,877.24479131
1997-01-29,878.48696864
1997-01-30,883.07049329
1997-01-31,887.50809305
1997-02-03,887.91803688
1997-02-04,888.79894214
1997-02-05,889.05608113
1997-02-06,889.53283321
1997-02-07,891.80815016
1997-02-10,894.60254247
1997-02-11,893.28825639
1997-02-12,898.26870205
1997-02-13,903.12509044
1997-02-14,903.69783361
1997-02-17,901.84356721
1997-02-18,903.14568321
1997-02-19,902.65016046
1997-02-20,901.66557271
1997-02-21,902.79509448
1997-02-24,908.44037122
1997-02-25,912.17037629
1997-02-26,905.43253441
1997-02-27,901.73277345
1997-02-28,899.41619566
1997-03-03,899.01469826
1997-03-04,899.77702052
1997-03-05,904.32067792
1997-03-06,906.47292331
1997-03-07,909.55088551
1997-03-10,915.64036438
1997-03-11,917.50226536
1997-03-12,911.52221005
1997-03-13,904.06010873
1997-03-14,906.50588554
1997-03-17,902.88868323
1997-03-18,897.46120219
1997-03-19,895.97238131
1997-03-20,886.75207952
1997-03-21,890.23080995
1997-03-24,891.76123854
1997-03-25,894.44431015
1997-03-26,897.66677578
1997-03-27,895.11313743
1997-03-28,895.06752481
1997-03-31,888.96297498
1997-04-01,878.92478622
1997-04-02,874.51833033
1997-04-03,869.54726383
1997-04-04,871.59602842
1997-04-07,872.87707295
1997-04-08,875.36252204
1997-04-09,875.80314581
1997-04-10,874.02514414
1997-04-11,863.43363226
1997-04-14,859.97190289
1997-04-15,865.5484923
1997-04-16,869.66890957
1997-04-17,872.50874942
1997-04-18,874.40725122
1997-04-21,875.13571898
1997-04-22,877.26380813
1997-04-23,879.37135235
1997-04-24,877.24199014
1997-04-25,871.06808879
1997-04-28,871.52673979
1997-04-29,880.82018888
1997-04-30,885.94028627
1997-05-01,889.36362744
1997-05-02,896.82227912
1997-05-05,904.92179438
1997-05-06,910.0192382
1997-05-07,907.95832338
1997-05-08,911.07159205
1997-05-09,916.7965923
1997-05-12,922.58222314
1997-05-13,922.79069441
1997-05-14,924.4411028
1997-05-15,925.46374652
1997-05-16,925.90921539
1997-05-19,923.90619107
1997-05-20,927.1615544
1997-05-21,931.95193587
1997-05-22,930.69870422
1997-05-23,936.14681097
1997-05-26,937.51552552
1997-05-27,934.78353883
1997-05-28,932.2040533
1997-05-29,932.29044725
1997-05-30,929.44087694
1997-06-02,929.07808354
1997-06-03,931.31180289
1997-06-04,930.40825309
1997-06-05,933.97501246
1997-06-06,939.63040756
1997-06-09,944.11170817
1997-06-10,944.5775747
1997-06-11,947.10116216
1997-06-12,954.07021559
1997-06-13,957.82339338
1997-06-16,958.61477106
1997-06-17,955.65788018
1997-06-18,955.24926146
1997-06-19,961.13953316
1997-06-20,961.72549979
1997-06-23,956.92482861
1997-06-24,960.32510101
1997-06-25,962.26566752
1997-06-26,959.88235114
1997-06-27,958.79509011
1997-06-30,957.06032252
1997-07-01,965.00604186
1997-07-02,971.006615
1997-07-03,980.10054931
1997-07-04,978.08084002
1997-07-07,978.08407043
1997-07-08,977.79006562
1997-07-09,974.05057571
1997-07-10,975.38373147
1997-07-11,978.48538957
1997-07-14,974.80876563
1997-07-15,974.04558243
1997-07-16,982.77032884
1997-07-17,983.24888917
1997-07-18,974.14930178
1997-07-21,968.13502604
1997-07-22,976.59085823
1997-07-23,982.78040756
1997-07-24,980.95735756
1997-07-25,979.20364864
1997-07-28,977.11289211
1997-07-29,981.59153153
1997-07-30,987.93362848
1997-07-31,990.7645801
1997-08-01,982.55526429
1997-08-04,976.73024317
1997-08-05,974.39501612
1997-08-06,980.83694523
1997-08-07,982.33766625
1997-08-08,974.61062029
1997-08-11,971.45741767
1997-08-12,967.51660493
1997-08-13,966.08879808
1997-08-14,964.40441154
1997-08-15,960.24054342
1997-08-18,952.9161278
1997-08-19,960.03879957
1997-08-20,967.61715516
1997-08-21,964.67960301
1997-08-22,960.20299461
1997-08-25,960.21569084
1997-08-26,956.77793134
1997-08-27,953.90521658
1997-08-28,943.19982454
1997-08-29,936.90225007
1997-09-01,934.91316588
1997-09-02,943.85695938
1997-09-03,946.10045622
1997-09-04,945.5238559
1997-09-05,959.04227787
1997-09-08,968.81530489
1997-09-09,971.70055049
1997-09-10,963.34536311
1997-09-11,954.82783541
1997-09-12,962.91211034
1997-09-15,966.32153934
1997-09-16,972.12317077
1997-09-17,975.03981915
1997-09-18,979.26687407
1997-09-19,980.24186815
1997-09-22,977.75439882
1997-09-23,978.8787389
1997-09-24,982.05938348
1997-09-25,981.65031594
1997-09-26,985.74793769
1997-09-29,989.77608764
1997-09-30,991.94484841
1997-10-01,991.27332353
1997-10-02,995.67665736
1997-10-03,1000.2983977
1997-10-06,1000.18314367
1997-10-07,1006.1278428
1997-10-08,1005.91588506
1997-10-09,1001.14668394
1997-10-10,998.74932525
1997-10-13,1002.44643441
1997-10-14,1003.49186033
1997-10-15,999.23971336
1997-10-16,996.02938669
1997-10-17,982.05755633
1997-10-20,980.2801984
1997-10-21,985.06633816
1997-10-22,977.20504302
1997-10-23,955.39280514
1997-10-24,952.05169561
1997-10-27,915.28777312
1997-10-28,900.42159253
1997-10-29,924.21187799
1997-10-30,912.66910608
1997-10-31,923.24216036
1997-11-03,944.45662149
1997-11-04,945.20266706
1997-11-05,947.78299827
1997-11-06,945.67893829
1997-11-07,931.85443491
1997-11-10,928.07040033
1997-11-11,928.53683571
1997-11-12,914.1633838
1997-11-13,915.15419304
1997-11-14,918.56695954
1997-11-17,929.04113144
1997-11-18,924.5290323
1997-11-19,918.69894919
1997-11-20,923.5299651
1997-11-21,929.24291703
1997-11-24,920.07612787
1997-11-25,913.78428359
1997-11-26,912.44399321
1997-11-27,913.46957763
1997-11-28,916.17785775
1997-12-01,923.77984986
1997-12-02,927.74336364
1997-12-03,930.0191272
1997-12-04,933.1672895
1997-12-05,934.69559638
1997-12-08,943.37381638
1997-12-09,936.09149268
1997-12-10,930.71000045
1997-12-11,912.7627864
1997-12-12,909.30845587
1997-12-15,906.19184879
1997-12-16,903.79734331
1997-12-17,910.81375884
1997-12-18,909.66028774
1997-12-19,898.2974264
1997-12-22,896.11683506
1997-12-23,895.32790571
1997-12-24,893.14360224
1997-12-25,893.14360224
1997-12-26,894.32003822
1997-12-29,903.91014022
1997-12-30,912.23709572
1997-12-31,914.61295145
1998-01-01,914.61295145
1998-01-02,915.15313731
1998-01-05,913.73125908
1998-01-06,902.02229406
1998-01-07,894.99104585
1998-01-08,884.1593067
1998-01-09,866.17157699
1998-01-12,852.47899813
1998-01-13,866.5201722
1998-01-14,878.24252182
1998-01-15,874.57637357
1998-01-16,886.49701888
1998-01-19,897.69950273
1998-01-20,899.30932853
1998-01-21,895.95379583
1998-01-22,892.49303301
1998-01-23,893.184477
1998-01-26,896.7378457
1998-01-27,903.16402999
1998-01-28,908.56273123
1998-01-29,909.18269451
1998-01-30,912.89551034
1998-02-02,931.65724062
1998-02-03,947.33405923
1998-02-04,950.02983403
1998-02-05,963.3700374
1998-02-06,973.34159372
1998-02-09,971.38194245
1998-02-10,982.11319752
1998-02-11,983.92333487
1998-02-12,974.78275541
1998-02-13,967.2947944
1998-02-16,962.19955597
1998-02-17,971.2496777
1998-02-18,979.5628771
1998-02-19,980.63384966
1998-02-20,981.34048205
1998-02-23,986.88231223
1998-02-24,988.65239822
1998-02-25,994.44314812
1998-02-26,1006.6211372
1998-02-27,1012.41069429
1998-03-02,1020.34928307
1998-03-03,1018.08964013
1998-03-04,1009.97988941
1998-03-05,996.43341946
1998-03-06,1007.49907063
1998-03-09,1008.43009846
1998-03-10,1020.20892202
1998-03-11,1024.0898888
1998-03-12,1028.13851715
1998-03-13,1038.93002648
1998-03-16,1041.35478035
1998-03-17,1047.13113616
1998-03-18,1048.77253864
1998-03-19,1058.13174747
1998-03-20,1061.24757688
1998-03-23,1068.37305614
1998-03-24,1071.7060977
1998-03-25,1079.89789408
1998-03-26,1076.77334871
1998-03-27,1078.35736969
1998-03-30,1068.04214255
1998-03-31,1070.4238393
1998-04-01,1072.14249896
1998-04-02,1073.90431616
1998-04-03,1074.38653323
1998-04-06,1078.42083278
1998-04-07,1072.77620778
1998-04-08,1071.91828578
1998-04-09,1080.17441162
1998-04-10,1080.29667647
1998-04-13,1077.89495507
1998-04-14,1088.59610645
1998-04-15,1092.05505072
1998-04-16,1081.69909962
1998-04-17,1083.32086032
1998-04-20,1087.0444423
1998-04-21,1090.49244995
1998-04-22,1089.41780095
1998-04-23,1079.82768409
1998-04-24,1072.61822052
1998-04-27,1048.70908934
1998-04-28,1053.51828984
1998-04-29,1057.20459021
1998-04-30,1071.56153275
1998-05-01,1080.63311677
1998-05-04,1088.7659764
1998-05-05,1082.34057478
1998-05-06,1075.42234922
1998-05-07,1066.57298509
1998-05-08,1072.3151664
1998-05-11,1076.25039907
1998-05-12,1072.09391016
1998-05-13,1067.45822591
1998-05-14,1066.99547381
1998-05-15,1065.02612348
1998-05-18,1051.64820288
1998-05-19,1056.43309499
1998-05-20,1067.36266343
1998-05-21,1075.60490033
1998-05-22,1074.1404754
1998-05-25,1073.623278
1998-05-26,1065.92402037
1998-05-27,1047.69151452
1998-05-28,1049.57635607
1998-05-29,1048.22112516
1998-06-01,1040.01808047
1998-06-02,1041.52070905
1998-06-03,1043.98250271
1998-06-04,1043.3407813
1998-06-05,1046.28600757
1998-06-08,1048.18590454
1998-06-09,1046.64192562
1998-06-10,1029.62869192
1998-06-11,1016.88846464
1998-06-12,1008.99420259
1998-06-15,985.22724556
1998-06-16,990.66234605
1998-06-17,1011.51830739
1998-06-18,1012.31567471
1998-06-19,1010.83652082
1998-06-22,1001.33584143
1998-06-23,1003.63734997
1998-06-24,1006.80512944
1998-06-25,1011.14325711
1998-06-26,1006.64848468
1998-06-29,1008.98517809
1998-06-30,1011.81501126
1998-07-01,1021.41633275
1998-07-02,1023.83993204
1998-07-03,1026.52496885
1998-07-06,1030.8364491
1998-07-07,1030.48432249
1998-07-08,1031.34584658
1998-07-09,1022.0348162
1998-07-10,1017.46086703
1998-07-13,1018.32582208
1998-07-14,1027.87121192
1998-07-15,1030.37754721
1998-07-16,1036.34258091
1998-07-17,1042.28100469
1998-07-20,1044.54002574
1998-07-21,1032.93558511
1998-07-22,1021.40670591
1998-07-23,1007.85165757
1998-07-24,1006.66394939
1998-07-27,997.17639288
1998-07-28,991.53619919
1998-07-29,982.37971925
1998-07-30,990.46553175
1998-07-31,983.23701696
1998-08-03,971.09813519
1998-08-04,958.56413347
1998-08-05,951.57192328
1998-08-06,946.01616538
1998-08-07,949.68781157
1998-08-10,939.80520821
1998-08-11,914.73903125
1998-08-12,927.0796171
1998-08-13,912.82075402
1998-08-14,911.54273794
1998-08-17,912.28372638
1998-08-18,924.84842389
1998-08-19,930.79267187
1998-08-20,927.82324894
1998-08-21,905.65275332
1998-08-24,905.11993371
1998-08-25,911.47837602
1998-08-26,894.44433609
1998-08-27,860.67820505
1998-08-28,854.4844702
1998-08-31,835.12398596
1998-09-01,838.72479559
1998-09-02,854.32534529
1998-09-03,854.77256671
1998-09-04,873.0511396
1998-09-07,910.31748192
1998-09-08,903.37698266
1998-09-09,904.10370461
1998-09-10,886.22675553
1998-09-11,885.70764186
1998-09-14,907.02089918
1998-09-15,909.66425872
1998-09-16,920.53176491
1998-09-17,900.50997506
1998-09-18,894.36751922
1998-09-21,877.61506286
1998-09-22,885.29858724
1998-09-23,896.45064061
1998-09-24,898.19478398
1998-09-25,893.78510158
1998-09-28,899.27160524
1998-09-29,897.62503863
1998-09-30,856.67387121
1998-10-01,835.36407378
1998-10-02,834.41220139
1998-10-05,821.53232121
1998-10-06,828.2366691
1998-10-07,834.75304418
1998-10-08,820.33685608
1998-10-09,830.20789026
1998-10-12,849.29281451
1998-10-13,853.38864059
1998-10-14,859.69971092
1998-10-15,881.85692828
1998-10-16,901.8609805
1998-10-19,904.79585519
1998-10-20,915.50734198
1998-10-21,912.85045464
1998-10-22,913.41363201
1998-10-23,909.29198542
1998-10-26,911.38041776
1998-10-27,918.6733634
1998-10-28,915.58030629
1998-10-29,926.14112239
1998-10-30,939.47838816
1998-11-02,959.50391565
1998-11-03,957.73898017
1998-11-04,971.83977151
1998-11-05,976.4517317
1998-11-06,977.04124212
1998-11-09,961.50500758
1998-11-10,950.12867064
1998-11-11,955.4843866
1998-11-12,946.78635334
1998-11-13,951.62543847
1998-11-16,964.08359367
1998-11-17,959.91378063
1998-11-18,962.93834355
1998-11-19,971.97024344
1998-11-20,979.40922651
1998-11-23,989.70568312
1998-11-24,989.77093833
1998-11-25,988.0205836
1998-11-26,993.79891582
1998-11-27,992.91871991
1998-11-30,979.12916776
1998-12-01,968.86405158
1998-12-02,967.33202897
1998-12-03,962.88132535
1998-12-04,968.56696075
1998-12-07,972.40792288
1998-12-08,971.00174083
1998-12-09,972.43598877
1998-12-10,968.7590388
1998-12-11,961.47017945
1998-12-14,951.0068944
1998-12-15,952.93131886
1998-12-16,955.72875115
1998-12-17,963.66028957
1998-12-18,966.87143728
1998-12-21,974.25015065
1998-12-22,974.67345728
1998-12-23,985.60062766
1998-12-24,985.31751232
1998-12-25,985.31751232
1998-12-28,988.42013621
1998-12-29,995.77810093
1998-12-30,994.87875457
1998-12-31,1000.0
1999-01-01,1000.0001179463467
1999-01-04,1015.2642043249766
1999-01-05,1021.5339748564388
1999-01-06,1040.349179721833
1999-01-07,1035.636090044507
1999-01-08,1038.4317742721853
1999-01-11,1034.6549892583114
1999-01-12,1021.4886684789972
1999-01-13,1003.4740064498679
1999-01-14,996.3678733485232
1999-01-15,1004.9359983185011
1999-01-18,1012.1228887188299
1999-01-19,1009.9388964894601
1999-01-20,1008.256061685791
1999-01-21,1000.4703254095162
1999-01-22,985.8976401541246
1999-01-25,984.3750600481801
1999-01-26,987.7727411872743
1999-01-27,986.3270582586396
1999-01-28,988.2941958272114
1999-01-29,993.7325362094892
1999-02-01,996.5226233312547
1999-02-02,995.7915306803027
1999-02-03,996.6643336899189
1999-02-04,994.5757868235102
1999-02-05,995.0209185784196
1999-02-08,993.5731619756814
1999-02-09,981.4905127665866
1999-02-10,976.1601743281368
1999-02-11,987.0160905661493
1999-02-12,984.1353028149438
1999-02-15,982.7762846814517
1999-02-16,982.434414702252
1999-02-17,976.1427715334121
1999-02-18,978.0270466309347
1999-02-19,978.2386427567625
1999-02-22,985.9801162443473
1999-02-23,984.8598536234681
1999-02-24,981.3902728992346
1999-02-25,979.7635471735841
1999-02-26,975.8264896329996
1999-03-01,972.244681952994
1999-03-02,971.2350255824643
1999-03-03,969.7034927584191
1999-03-04,972.261698921434
1999-03-05,988.1072085248544
1999-03-08,990.2286943386652
1999-03-09,989.4965926652184
1999-03-10,995.9244899268997
1999-03-11,998.6858881341168
1999-03-12,1006.1283175231285
1999-03-15,1006.8276515010544
1999-03-16,1005.2971401608362
1999-03-17,1006.4284651335303
1999-03-18,1008.7068225283696
1999-03-19,1010.1298080836608
1999-03-22,1007.1573059135181
1999-03-23,994.2411152359902
1999-03-24,993.57035619136
1999-03-25,1002.942636304268
1999-03-26,995.5523063648035
1999-03-29,1002.6858137047018
1999-03-30,999.6017194402029
1999-03-31,1002.559026774144
1999-04-01,1004.6687352222443
1999-04-02,1003.7542462613952
1999-04-05,1006.7213359190619
1999-04-06,1008.2188522031036
1999-04-07,1013.7679890877478
1999-04-08,1021.4564581145861
1999-04-09,1025.7639674574912
1999-04-12,1030.8201141007926
1999-04-13,1036.1803588158295
1999-04-14,1044.3535409909484
1999-04-15,1052.500459780303
1999-04-16,1064.0680522361893
1999-04-19,1073.8960698621504
1999-04-20,1063.6419245302707
1999-04-21,1070.5685474852135
1999-04-22,1077.2798342488268
1999-04-23,1079.6927593466821
1999-04-26,1079.2910737362834
1999-04-27,1091.9045837086205
1999-04-28,1093.0087720398642
1999-04-29,1094.9570906724769
1999-04-30,1097.4858746052253
1999-05-03,1109.4125905683354
1999-05-04,1111.5487349751493
1999-05-05,1113.3101452610717
1999-05-06,1118.3446602222125
1999-05-07,1115.4826304912076
1999-05-10,1113.9030974452332
1999-05-11,1114.134394042987
1999-05-12,1109.2291416203188
1999-05-13,1110.7805655864954
1999-05-14,1101.203536873616
1999-05-17,1090.1650730733638
1999-05-18,1091.0927964319135
1999-05-19,1096.2506733254115
1999-05-20,1098.0989944145983
1999-05-21,1094.6486492733025
1999-05-24,1091.1170470358886
1999-05-25,1079.3007175254525
1999-05-26,1074.6034103227175
1999-05-27,1064.2594288504383
1999-05-28,1067.4650504554293
1999-05-31,1067.184592116813
1999-06-01,1070.4572594573517
1999-06-02,1069.3045389396284
1999-06-03,1074.2859294416724
1999-06-04,1081.0487194533418
1999-06-07,1088.1829975511946
1999-06-08,1091.5935788101801
1999-06-09,1092.3628795599168
1999-06-10,1091.1903315745483
1999-06-11,1095.6493471989763
1999-06-14,1091.9136213900656
1999-06-15,1091.7779675691347
1999-06-16,1095.0140288286907
1999-06-17,1098.887866786465
1999-06-18,1105.4165337592997
1999-06-21,1107.2832978165588
1999-06-22,1102.3812447012356
1999-06-23,1097.9874742467339
1999-06-24,1091.1066675592624
1999-06-25,1095.8355547403535
1999-06-28,1096.4703050626163
1999-06-29,1099.0237409176405
1999-06-30,1099.3375258310787
1999-07-01,1107.3295171763295
1999-07-02,1114.067198476654
1999-07-05,1122.681466824295
1999-07-06,1120.3991930707045
1999-07-07,1115.2513254573705
1999-07-08,1113.5551287624355
1999-07-09,1118.2442077997878
1999-07-12,1114.5401235877669
1999-07-13,1106.8264124021402
1999-07-14,1110.8687755481076
1999-07-15,1119.4067804382928
1999-07-16,1116.4455015547023
1999-07-19,1111.0685744644961
1999-07-20,1110.618968683893
1999-07-21,1107.62502619054
1999-07-22,1102.9100448500747
1999-07-23,1095.3345647926076
1999-07-26,1095.1042581777442
1999-07-27,1098.0063585202013
1999-07-28,1100.437906990989
1999-07-29,1094.5203446668913
1999-07-30,1100.0791870561272
1999-08-02,1095.533980654067
1999-08-03,1095.7720021924197
1999-08-04,1098.130436239071
1999-08-05,1091.569839876687
1999-08-06,1087.5301882821148
1999-08-09,1086.2317591193566
1999-08-10,1076.4891372054383
1999-08-11,1081.7664850916826
1999-08-12,1089.3286045777093
1999-08-13,1096.4007045011285
1999-08-16,1100.8337427322704
1999-08-17,1099.3501194865678
1999-08-18,1098.9465746195194
1999-08-19,1099.6461060369343
1999-08-20,1108.9790672878344
1999-08-23,1115.3285432205487
1999-08-24,1109.8347559387248
1999-08-25,1110.5389357047645
1999-08-26,1105.362031851365
1999-08-27,1103.839511191404
1999-08-30,1097.8309350233349
1999-08-31,1092.700725508789
1999-09-01,1100.9707281698888
1999-09-02,1097.6910058516728
1999-09-03,1107.7855076186124
1999-09-06,1110.878829922081
1999-09-07,1110.6237474073557
1999-09-08,1108.4753999360971
1999-09-09,1113.3469842822146
1999-09-10,1111.2966515286066
1999-09-13,1102.9948292122122
1999-09-14,1099.1208842402964
1999-09-15,1088.6165192199417
1999-09-16,1082.941827097795
1999-09-17,1087.8287311064778
1999-09-20,1087.8426685310083
1999-09-21,1077.6623535394974
1999-09-22,1073.3921956686363
1999-09-23,1066.2922885152934
1999-09-24,1059.3031461033856
1999-09-27,1066.7617728117289
1999-09-28,1065.3163368751548
1999-09-29,1065.5592108914714
1999-09-30,1072.0371482691862
1999-10-01,1072.769014853318
1999-10-04,1082.1977788545187
1999-10-05,1081.6141478192617
1999-10-06,1087.0973702250608
1999-10-07,1090.254665989939
1999-10-08,1085.9658534352316
1999-10-11,1085.4082097429912
1999-10-12,1078.7378346265027
1999-10-13,1067.2593797264817
1999-10-14,1067.6956539989808
1999-10-15,1053.184621239012
1999-10-18,1044.2706496540268
1999-10-19,1048.0420636289068
1999-10-20,1053.4380074196174
1999-10-21,1050.0156140267816
1999-10-22,1055.6593236023205
1999-10-25,1053.8598058952136
1999-10-26,1048.5257775122273
1999-10-27,1045.3803307351095
1999-10-28,1060.803745512053
1999-10-29,1076.0014149023361
1999-11-01,1074.16042304717
1999-11-02,1074.5037347652815
1999-11-03,1075.8704225094552
1999-11-04,1077.596744633879
1999-11-05,1077.870237582263
1999-11-08,1074.465466751564
1999-11-09,1073.5315586468967
1999-11-10,1079.1646935769481
1999-11-11,1082.6770700240909
1999-11-12,1085.6598562632623
1999-11-15,1090.99944351113
1999-11-16,1097.5965225061366
1999-11-17,1100.6485040087632
1999-11-18,1101.0614892014694
1999-11-19,1097.3457031272867
1999-11-22,1093.0602909258544
1999-11-23,1089.40702550727
1999-11-24,1084.0147172535565
1999-11-25,1091.0022213526324
1999-11-26,1088.3205442695314
1999-11-29,1083.354918716768
1999-11-30,1074.9163326882801
1999-12-01,1078.7157605589518
1999-12-02,1084.1895631814448
1999-12-03,1097.1305849625237
1999-12-06,1103.9204161362536
1999-12-07,1101.6775262787874
1999-12-08,1101.0288848711946
1999-12-09,1100.3018906431453
1999-12-10,1099.886122057827
1999-12-13,1098.0597828298307
1999-12-14,1094.0012751506445
1999-12-15,1091.8749552959368
1999-12-16,1103.94669196309
1999-12-17,1105.9528770925203
1999-12-20,1106.4345341075866
1999-12-21,1105.412827998941
1999-12-22,1112.643727124863
1999-12-23,1128.5649769815323
1999-12-24,1133.061660931214
1999-12-27,1133.626786967322
1999-12-28,1133.5241135884844
1999-12-29,1138.1177257986458
1999-12-30,1143.515564509959
1999-12-31,1145.2476449854898
2000-01-03,1149.9377833465335
2000-01-04,1130.579711517814
2000-01-05,1119.9858263670508
2000-01-06,1125.002531713877
2000-01-07,1143.3581257963137
2000-01-10,1156.9863050441286
2000-01-11,1152.0512637974357
2000-01-12,1143.4332296998798
2000-01-13,1149.682780697766
2000-01-14,1148.7626770649936
2000-01-17,1148.6338618288405
2000-01-18,1139.292441959622
