Date,WORLD ex EMU EQUAL WEIGHTED
1999-08-05,1175.837060552271
1999-08-06,1166.7532205731768
1999-08-09,1162.9129714879298
1999-08-10,1158.166308897046
1999-08-11,1161.9372625589963
1999-08-12,1168.3658301068126
1999-08-13,1173.4557811881502
1999-08-16,1187.4077744456351
1999-08-17,1188.2394057050226
1999-08-18,1189.9102011930725
1999-08-19,1191.545261194347
1999-08-20,1204.3268275726052
1999-08-23,1215.7815466266638
1999-08-24,1209.2044946761732
1999-08-25,1205.670638777949
1999-08-26,1194.9041715093992
1999-08-27,1190.7994265073864
1999-08-30,1190.787397288197
1999-08-31,1181.428052098924
1999-09-01,1196.6665659042383
1999-09-02,1192.1771855562474
1999-09-03,1199.4969623933039
1999-09-06,1204.0071889805777
1999-09-07,1196.1683362075787
1999-09-08,1192.1955337072338
1999-09-09,1206.0886568972483
1999-09-10,1204.6950434566595
1999-09-13,1210.1302559785431
1999-09-14,1204.9594369118731
1999-09-15,1199.815059480429
1999-09-16,1186.7903931052133
1999-09-17,1185.5284310384766
1999-09-20,1187.1502445021247
1999-09-21,1188.3488347755754
1999-09-22,1176.7093378921606
1999-09-23,1169.4095680432831
1999-09-24,1154.115801122207
1999-09-27,1154.6836242862494
1999-09-28,1161.2377932771674
1999-09-29,1157.0861458727259
1999-09-30,1172.530129970429
1999-10-01,1177.3766447204084
1999-10-04,1181.4661563221168
1999-10-05,1176.7925926862636
1999-10-06,1180.0164320328595
1999-10-07,1183.1608790394027
1999-10-08,1183.5741565263697
1999-10-11,1184.9247464592315
1999-10-12,1178.4746670618943
1999-10-13,1159.0321540640946
1999-10-14,1160.430000469253
1999-10-15,1147.443129201809
1999-10-18,1136.3103611516203
1999-10-19,1138.5053340516683
1999-10-20,1150.1865361959178
1999-10-21,1145.289620755694
1999-10-22,1153.4308078510646
1999-10-25,1157.6258197856798
1999-10-26,1152.860988099429
1999-10-27,1149.9883985720578
1999-10-28,1160.9359879878043
1999-10-29,1183.0600107437094
1999-11-01,1179.9366547224004
1999-11-02,1182.9798439625076
1999-11-03,1181.1369312689876
1999-11-04,1187.3191607022204
1999-11-05,1181.681419795603
1999-11-08,1177.2298006303834
1999-11-09,1176.9119982201548
1999-11-10,1184.4451619804577
1999-11-11,1178.3870809699217
1999-11-12,1182.336169802441
1999-11-15,1180.5967317728246
1999-11-16,1184.2804562047786
1999-11-17,1197.490260175408
1999-11-18,1204.177689454986
1999-11-19,1202.5709845347408
1999-11-22,1203.4899764755805
1999-11-23,1203.2278977807755
1999-11-24,1195.2079987045693
1999-11-25,1192.367330965734
1999-11-26,1201.240590059752
1999-11-29,1200.6172218550894
1999-11-30,1189.233363948815
1999-12-01,1194.9137235751994
1999-12-02,1200.4592631991825
1999-12-03,1209.6562344559015
1999-12-06,1207.6357593385694
1999-12-07,1207.1127112484737
1999-12-08,1201.4945428673918
1999-12-09,1201.411548398378
1999-12-10,1204.5233369393293
1999-12-13,1197.3483822002518
1999-12-14,1192.3577088930153
1999-12-15,1191.0510463123205
1999-12-16,1196.506639356121
1999-12-17,1198.185457741829
1999-12-20,1196.48335343589
1999-12-21,1197.8004096669476
1999-12-22,1207.133295259387
1999-12-23,1217.175905838877
1999-12-24,1218.2095334723842
1999-12-27,1219.3751137530594
1999-12-28,1220.0798262704807
1999-12-29,1223.965267942155
1999-12-30,1226.5002141563564
1999-12-31,1228.401027276565
2000-01-03,1231.851526966428
2000-01-04,1208.1416518553658
2000-01-05,1197.6601289814348
2000-01-06,1192.672296517702
2000-01-07,1208.785037894435
2000-01-10,1220.2803765967853
2000-01-11,1220.7167695689575
2000-01-12,1211.001293268598
2000-01-13,1222.6617012456081
2000-01-14,1228.4774429261588
2000-01-17,1241.3349615057145
2000-01-18,1231.586941689715
2000-01-19,1222.7348295078295
2000-01-20,1218.9125853953292
2000-01-21,1214.4097443644278
2000-01-24,1201.6846464710363
2000-01-25,1191.7801855937894
2000-01-26,1196.9905022784794
2000-01-27,1197.9452718709
2000-01-28,1180.48676752792
2000-01-31,1180.0255055810553
2000-02-01,1178.2787360024497
2000-02-02,1180.0016619529424
2000-02-03,1188.0862797876657
2000-02-04,1184.9226075705733
2000-02-07,1180.4077393525479
2000-02-08,1180.872835120405
2000-02-09,1176.3320595377184
2000-02-10,1170.4427421694634
2000-02-11,1159.4473003100957
2000-02-14,1153.6255746343516
2000-02-15,1151.8512038961087
2000-02-16,1154.8858198070272
2000-02-17,1157.3555040977137
2000-02-18,1142.2037618056065
2000-02-21,1130.3590727565822
2000-02-22,1127.5941853091065
2000-02-23,1133.0955110130137
2000-02-24,1131.6857458338418
2000-02-25,1134.9935960130338
2000-02-28,1135.985600427106
2000-02-29,1138.843856452129
2000-03-01,1157.0169661090883
2000-03-02,1155.6769344719785
2000-03-03,1161.805172555013
2000-03-06,1153.7307611229182
2000-03-07,1149.0472868300606
2000-03-08,1143.5660814622242
2000-03-09,1154.8876441606585
2000-03-10,1158.6345019120702
2000-03-13,1155.3207644747247
2000-03-14,1149.756300900603
2000-03-15,1160.0697529371644
2000-03-16,1194.7709853143858
2000-03-17,1194.9310885747093
2000-03-20,1192.2359028934982
2000-03-21,1199.8778952087066
2000-03-22,1197.6026525146697
2000-03-23,1204.9589363668615
2000-03-24,1213.529780543699
2000-03-27,1221.6687033727467
2000-03-28,1225.7657028652602
2000-03-29,1230.3814002333445
2000-03-30,1223.8827989889915
2000-03-31,1239.3238641387659
2000-04-03,1246.2940270830895
2000-04-04,1242.4781182606503
2000-04-05,1245.1685880624307
2000-04-06,1249.437533554355
2000-04-07,1246.0985555756054
2000-04-10,1245.1896689582088
2000-04-11,1241.9473634065666
2000-04-12,1254.086203644179
2000-04-13,1248.149290631036
2000-04-14,1223.8053059463505
2000-04-17,1198.3897710183257
2000-04-18,1213.6068052417131
2000-04-19,1219.457570788842
2000-04-20,1221.478710563646
2000-04-21,1211.995142204838
2000-04-24,1228.9140720188782
2000-04-25,1241.3834923015643
2000-04-26,1234.7593906682846
2000-04-27,1224.4118718441318
2000-04-28,1219.3018038332275
2000-05-01,1223.067463013326
2000-05-02,1229.5007991887992
2000-05-03,1218.7042016714665
2000-05-04,1221.126358669351
2000-05-05,1224.1324827726276
2000-05-08,1223.3381735655964
2000-05-09,1220.3609805231663
2000-05-10,1216.5860252302157
2000-05-11,1220.6654464452354
2000-05-12,1234.204969392639
2000-05-15,1242.079475798372
2000-05-16,1248.473218335289
2000-05-17,1236.657418960857
2000-05-18,1235.8059579263304
2000-05-19,1233.9186216533133
2000-05-22,1226.019896249666
2000-05-23,1227.014908548509
2000-05-24,1222.3086233796214
2000-05-25,1218.500265011136
2000-05-26,1216.4877006412585
2000-05-29,1220.1062743171112
2000-05-30,1229.8400840663357
2000-05-31,1219.244954117877
2000-06-01,1235.014157652673
2000-06-02,1252.601369126016
2000-06-05,1260.741334649718
2000-06-06,1270.2656425886164
2000-06-07,1272.971492926545
2000-06-08,1270.452542572124
2000-06-09,1268.3981387242034
2000-06-12,1272.3297021411474
2000-06-13,1271.9274897547944
2000-06-14,1271.8885424424464
2000-06-15,1264.6369048719748
2000-06-16,1265.5040297437172
2000-06-19,1269.3354520643136
2000-06-20,1273.9678189056801
2000-06-21,1273.7258215645354
2000-06-22,1268.8682498021756
2000-06-23,1265.7984950945265
2000-06-26,1260.6596251733706
2000-06-27,1271.1048055039712
2000-06-28,1277.0111407376482
2000-06-29,1281.5598539045093
2000-06-30,1284.7545579362254
2000-07-03,1299.7597515264
2000-07-04,1297.1279983275433
2000-07-05,1287.8410066454212
2000-07-06,1286.7495936637872
2000-07-07,1293.0892134364408
2000-07-10,1302.400122355444
2000-07-11,1307.5974448259085
2000-07-12,1307.503834517753
2000-07-13,1294.3735864721345
2000-07-14,1300.0834021142812
2000-07-17,1297.0474648136621
2000-07-18,1285.1725806158888
2000-07-19,1281.015617695854
2000-07-20,1285.4839769468783
2000-07-21,1277.9724195568049
2000-07-24,1269.3448596802732
2000-07-25,1268.9212775855738
2000-07-26,1263.0274515330746
2000-07-27,1257.820710657431
2000-07-28,1241.3335897688112
2000-07-31,1238.4688073034413
2000-08-01,1250.0106798675838
2000-08-02,1252.4831485268526
2000-08-03,1248.7467340697856
2000-08-04,1256.8026330695745
2000-08-07,1268.4149911734519
2000-08-08,1266.7622872061934
2000-08-09,1273.3034087119631
2000-08-10,1272.1961315514961
2000-08-11,1282.0895745350651
2000-08-14,1286.5136417978765
2000-08-15,1289.2481688620944
2000-08-16,1293.8862812387526
2000-08-17,1292.0123834126111
2000-08-18,1291.345734536589
2000-08-21,1287.7998602101022
2000-08-22,1294.582263876864
2000-08-23,1293.9311331948957
2000-08-24,1298.4483923124037
2000-08-25,1302.3152639377765
2000-08-28,1300.7233212622461
2000-08-29,1296.8547353252275
2000-08-30,1292.7882748395573
2000-08-31,1294.4025782473227
2000-09-01,1300.6461380914589
2000-09-04,1302.3113093915406
2000-09-05,1296.5809939744213
2000-09-06,1291.1305748263346
2000-09-07,1288.5434065427048
2000-09-08,1284.5877951294851
2000-09-11,1276.3068828761316
2000-09-12,1268.177198492128
2000-09-13,1269.9961722139515
2000-09-14,1267.7747112491227
2000-09-15,1260.2390610386544
2000-09-18,1244.903052743617
2000-09-19,1245.5407014024715
2000-09-20,1246.7418983895107
2000-09-21,1241.2904937597364
2000-09-22,1238.4371299286165
2000-09-25,1242.4856384359116
2000-09-26,1241.0237417171757
2000-09-27,1236.764973731736
2000-09-28,1246.1237127770137
2000-09-29,1252.6563709832349
2000-10-02,1252.4287270993843
2000-10-03,1254.0753537907353
2000-10-04,1252.0560457725398
2000-10-05,1248.5452660858039
2000-10-06,1240.304548975422
2000-10-09,1234.2318289446282
2000-10-10,1228.9226544372511
2000-10-11,1216.1465150271215
2000-10-12,1202.00586945578
2000-10-13,1203.6185679326602
2000-10-16,1206.6806082429273
2000-10-17,1189.1440046956718
2000-10-18,1181.4705740523773
2000-10-19,1192.2704344570648
2000-10-20,1203.0493968032795
2000-10-23,1206.9713176750577
2000-10-24,1214.8402854106262
2000-10-25,1202.3973228181776
2000-10-26,1200.255775443139
2000-10-27,1209.0413117143398
2000-10-30,1218.0549375509422
2000-10-31,1229.8217761928781
2000-11-01,1244.5279865004682
2000-11-02,1250.5197170235163
2000-11-03,1256.24114933093
2000-11-06,1265.7167369192427
2000-11-07,1264.2465907712483
2000-11-08,1259.4422206539311
2000-11-09,1249.0550153608149
2000-11-10,1236.339909666266
2000-11-13,1223.0425303338752
2000-11-14,1231.4330576538011
2000-11-15,1234.661112870235
2000-11-16,1223.657707888764
2000-11-17,1222.7965276948978
2000-11-20,1210.914004484849
2000-11-21,1202.4321243102943
2000-11-22,1190.435352071573
2000-11-23,1190.7447260725078
2000-11-24,1199.0558122102964
2000-11-27,1211.390346664367
2000-11-28,1207.1095917939094
2000-11-29,1204.563534220648
2000-11-30,1203.4654404973767
2000-12-01,1219.818634856418
2000-12-04,1225.6023442694743
2000-12-05,1239.6938208120343
2000-12-06,1236.2436174331672
2000-12-07,1229.0653004601063
2000-12-08,1245.372577210285
2000-12-11,1260.87401061737
2000-12-12,1257.8030794234967
2000-12-13,1248.1651080710544
2000-12-14,1236.6177788783448
2000-12-15,1221.6530332542934
2000-12-18,1225.3466052220697
2000-12-19,1212.8618458837395
2000-12-20,1195.4622645682766
2000-12-21,1190.8299665088061
2000-12-22,1207.645734288914
2000-12-25,1217.247293864632
2000-12-26,1220.027219065729
2000-12-27,1231.9687706700806
2000-12-28,1237.1612137866452
2000-12-29,1238.58049439281
2001-01-01,1238.58049439281
2001-01-02,1225.8759088972215
2001-01-03,1238.3231870117552
2001-01-04,1240.4925981410647
2001-01-05,1232.9853064376464
2001-01-08,1233.9530145305225
2001-01-09,1226.5350841185268
2001-01-10,1228.2651900246601
2001-01-11,1227.3178145791424
2001-01-12,1225.7631463496145
2001-01-15,1224.6922818525156
2001-01-16,1229.492352451757
2001-01-17,1233.2125754562394
2001-01-18,1242.3980657847121
2001-01-19,1242.9047328930073
2001-01-22,1245.4391834285987
2001-01-23,1253.7957160031242
2001-01-24,1251.1890537122363
2001-01-25,1253.105020411709
2001-01-26,1249.7397118842875
2001-01-29,1259.0668851816986
2001-01-30,1267.04314548919
2001-01-31,1271.544707054108
2001-02-01,1280.8830232048879
2001-02-02,1269.1052176067444
2001-02-05,1264.8234594599262
2001-02-06,1264.5983180111814
2001-02-07,1259.595805719112
2001-02-08,1251.331815460953
2001-02-09,1244.356144066871
2001-02-12,1251.0351103232802
2001-02-13,1249.0642119422894
2001-02-14,1247.77283903534
2001-02-15,1252.7291448202056
2001-02-16,1242.8615350647997
2001-02-19,1239.2790466011363
2001-02-20,1233.5494408290797
2001-02-21,1220.6724905401634
2001-02-22,1215.6537782240243
2001-02-23,1214.9008908574956
2001-02-26,1227.7323962941725
2001-02-27,1229.1225704467042
2001-02-28,1219.3372993627697
2001-03-01,1214.4829985608224
2001-03-02,1202.8232412370303
2001-03-05,1205.5040045573387
2001-03-06,1221.4326099403734
2001-03-07,1225.4891792220546
2001-03-08,1225.8303699651399
2001-03-09,1214.6228801969269
2001-03-12,1179.708521495127
2001-03-13,1164.9967731350168
2001-03-14,1143.6705245876867
2001-03-15,1151.2489307937162
2001-03-16,1128.628204212972
2001-03-19,1137.8201270712088
2001-03-20,1132.2293570621441
2001-03-21,1132.5097985579725
2001-03-22,1107.1591341906733
2001-03-23,1129.08950985022
2001-03-26,1157.5509392701051
2001-03-27,1166.337120874208
2001-03-28,1159.196708919304
2001-03-29,1142.4472799960859
2001-03-30,1140.3089993525555
2001-04-02,1124.8223501889902
2001-04-03,1113.4172502743695
2001-04-04,1122.4170916278176
2001-04-05,1148.4275581381964
2001-04-06,1142.060463700444
2001-04-09,1141.8260685405537
2001-04-10,1155.6934114314488
2001-04-11,1160.0496163339415
2001-04-12,1174.5949523044883
2001-04-13,1175.1770441981098
2001-04-16,1169.579417462947
2001-04-17,1172.8270684160352
2001-04-18,1204.5011482050977
2001-04-19,1224.1910859558811
2001-04-20,1222.8182281206462
2001-04-23,1213.1846536204164
2001-04-24,1209.7234385079164
2001-04-25,1218.5238843480406
2001-04-26,1229.1737749680283
2001-04-27,1235.971742953976
2001-04-30,1241.6702128947409
2001-05-01,1261.943922522034
2001-05-02,1267.7212230706543
2001-05-03,1260.8210275015263
2001-05-04,1266.6665960512505
2001-05-07,1265.614228969429
2001-05-08,1256.0219087838861
2001-05-09,1248.0510056148864
2001-05-10,1253.8477038091853
2001-05-11,1249.5275355362558
2001-05-14,1237.5312421132594
2001-05-15,1245.344879962155
2001-05-16,1253.931126671291
2001-05-17,1268.441826383059
2001-05-18,1266.7928575430403
2001-05-21,1284.2971983985444
2001-05-22,1283.6522033855717
2001-05-23,1279.3487719494688
2001-05-24,1276.5318567443915
2001-05-25,1269.5642716443604
2001-05-28,1267.2919173085056
2001-05-29,1265.0162592310328
2001-05-30,1246.556229100719
2001-05-31,1245.9326406732548
2001-06-01,1249.601653850513
2001-06-04,1251.7429934820423
2001-06-05,1255.1419631528977
2001-06-06,1249.4663465411986
2001-06-07,1254.0212386592998
2001-06-08,1250.5660720550475
2001-06-11,1236.0396695064492
2001-06-12,1223.5374746548564
2001-06-13,1225.6060863507405
2001-06-14,1213.42337477315
2001-06-15,1206.7146655847625
2001-06-18,1198.160718596898
2001-06-19,1195.6100634457423
2001-06-20,1193.268126178559
2001-06-21,1201.2194127566104
2001-06-22,1202.5697882101665
2001-06-25,1201.324160818899
2001-06-26,1201.5656699350482
2001-06-27,1199.309416623303
2001-06-28,1199.0303872675727
2001-06-29,1208.7039168987933
2001-07-02,1210.697470687033
2001-07-03,1210.644623246175
2001-07-04,1204.6774284744688
2001-07-05,1192.2906007537965
2001-07-06,1172.1866893478111
2001-07-09,1171.3707396023544
2001-07-10,1171.2075977196985
2001-07-11,1166.8618842587107
2001-07-12,1184.332343049476
2001-07-13,1185.5573540671255
2001-07-16,1179.6692045035927
2001-07-17,1174.7478843867095
2001-07-18,1173.0634478331215
2001-07-19,1178.7930469413905
2001-07-20,1176.1435321651288
2001-07-23,1158.5253957608106
2001-07-24,1153.528067860273
2001-07-25,1160.1138240125827
2001-07-26,1164.6401954921826
2001-07-27,1168.6373985101272
2001-07-30,1165.2152645135338
2001-07-31,1176.7066189787918
2001-08-01,1185.1430420615075
2001-08-02,1199.7562577069793
2001-08-03,1192.5810607718788
2001-08-06,1187.3505370649257
2001-08-07,1188.8066257000664
2001-08-08,1178.6778789177586
2001-08-09,1169.3984860551636
2001-08-10,1173.4578197658952
2001-08-13,1170.2423135540103
2001-08-14,1179.8796173597368
2001-08-15,1186.3677130514404
2001-08-16,1183.0649925220553
2001-08-17,1176.2609450222724
2001-08-20,1168.882076780047
2001-08-21,1170.7959667424
2001-08-22,1179.4119063385485
2001-08-23,1174.759555682443
2001-08-24,1183.0226668976134
2001-08-27,1182.8847249112323
2001-08-28,1172.5502083428512
2001-08-29,1163.682697040639
2001-08-30,1147.9351463852204
2001-08-31,1147.3662352318672
2001-09-03,1136.9880742803816
2001-09-04,1140.941998428097
2001-09-05,1129.6070838219305
2001-09-06,1114.7150453140168
2001-09-07,1100.709058408772
2001-09-10,1083.8055282722523
2001-09-11,1078.0727339004266
2001-09-12,1049.2452877167602
2001-09-13,1058.4666918356593
2001-09-14,1063.1067370557294
2001-09-17,1015.8837961554835
2001-09-18,1012.3551547012206
2001-09-19,1009.2372929044711
2001-09-20,983.8405970309066
2001-09-21,959.0314522006979
2001-09-24,978.9277159341979
2001-09-25,986.898865252855
2001-09-26,982.3569143911413
2001-09-27,983.2419090036234
2001-09-28,1005.613708376251
2001-10-01,1005.6524443367747
2001-10-02,1015.5219226268309
2001-10-03,1021.6355223303341
2001-10-04,1035.4022181005712
2001-10-05,1036.3040125746356
2001-10-08,1030.9173689392562
2001-10-09,1024.4524633678586
2001-10-10,1031.773888311683
2001-10-11,1052.134560585825
2001-10-12,1053.8676810408967
2001-10-15,1052.238107925168
2001-10-16,1060.4234910961436
2001-10-17,1060.0949943360906
2001-10-18,1042.3325483814326
2001-10-19,1038.7704681153214
2001-10-22,1044.0679813472066
2001-10-23,1053.0326988035656
2001-10-24,1054.7325014827638
2001-10-25,1062.9415622116267
2001-10-26,1064.7162304684794
2001-10-29,1049.5242885126863
2001-10-30,1035.1346873085347
2001-10-31,1033.1016513200036
2001-11-01,1041.7629816530007
2001-11-02,1044.2432956778262
2001-11-05,1054.5497676354858
2001-11-06,1066.9568708884544
2001-11-07,1063.3265878298746
2001-11-08,1068.5864545216407
2001-11-09,1067.1811011199702
2001-11-12,1061.3824788871495
2001-11-13,1068.4564412621435
2001-11-14,1076.3793469894754
2001-11-15,1085.8207044833296
2001-11-16,1088.9410644598124
2001-11-19,1100.7078955425413
2001-11-20,1094.0109205275533
2001-11-21,1087.1610077433554
2001-11-22,1089.9031215585749
2001-11-23,1093.3208345678017
2001-11-26,1105.635434860365
2001-11-27,1104.5808824752085
2001-11-28,1089.8740175800447
2001-11-29,1092.3362456194843
2001-11-30,1102.3991382715226
2001-12-03,1087.9749752825849
2001-12-04,1101.5645231997355
2001-12-05,1125.715521850595
2001-12-06,1130.7327689913047
2001-12-07,1122.0350229735152
2001-12-10,1104.842953752929
2001-12-11,1100.2233095346046
2001-12-12,1106.561197308594
2001-12-13,1087.6481964447876
2001-12-14,1084.8125759461993
2001-12-17,1083.6097830119816
2001-12-18,1088.4805764113246
2001-12-19,1085.9823322373272
2001-12-20,1082.286290651958
2001-12-21,1081.002739422247
2001-12-24,1080.8422426925429
2001-12-25,1079.7086122644623
2001-12-26,1079.6229215849175
2001-12-27,1093.4845962659128
2001-12-28,1102.6250087306892
2001-12-31,1101.680384869951
2002-01-01,1101.680384869951
2002-01-02,1102.5958411940926
2002-01-03,1112.5179456877977
2002-01-04,1126.9326475556156
2002-01-07,1126.5336964842777
2002-01-08,1114.3411038027596
2002-01-09,1111.50192019819
2002-01-10,1107.13188571294
2002-01-11,1102.1438070781746
2002-01-14,1094.5065180077593
2002-01-15,1091.1737775272304
2002-01-16,1077.727298956781
2002-01-17,1080.275601598931
2002-01-18,1080.6244081309692
2002-01-21,1081.6857835304331
2002-01-22,1070.254807438215
2002-01-23,1075.2655573890547
2002-01-24,1079.651172968636
2002-01-25,1078.8400705840027
2002-01-28,1083.6708021104957
2002-01-29,1069.3073141181756
2002-01-30,1066.0791173747432
2002-01-31,1076.7588243230246
2002-02-01,1070.78813579243
2002-02-04,1057.8650658301851
2002-02-05,1046.4362487848189
2002-02-06,1042.0953721462852
2002-02-07,1042.1119981712707
2002-02-08,1053.601750867657
2002-02-11,1066.82493023338
2002-02-12,1072.1420799124346
2002-02-13,1077.7820516082695
2002-02-14,1081.7793931291756
2002-02-15,1077.497690276715
2002-02-18,1076.3029005201
2002-02-19,1056.92774966378
2002-02-20,1057.2504014122328
2002-02-21,1060.4001530734677
2002-02-22,1062.6636117265857
2002-02-25,1068.3161595515135
2002-02-26,1070.4667986526624
2002-02-27,1079.4935719269574
2002-02-28,1080.745824716303
2002-03-01,1100.3177007506188
2002-03-04,1138.007944658506
2002-03-05,1135.5309235740838
2002-03-06,1146.4238525240778
2002-03-07,1168.1354981409672
2002-03-08,1175.926462776578
2002-03-11,1182.5670993371516
2002-03-12,1166.5621204555505
2002-03-13,1152.0523394660154
2002-03-14,1158.1535972421666
2002-03-15,1167.6625896159212
2002-03-18,1164.6846789705876
2002-03-19,1171.9182632553666
2002-03-20,1163.2912428661314
2002-03-21,1162.2508429526447
2002-03-22,1152.4578569890357
2002-03-25,1140.396436510368
2002-03-26,1140.8937937165297
2002-03-27,1149.8706247459206
2002-03-28,1155.7155456126884
2002-03-29,1150.2871744214413
2002-04-01,1148.5948782983967
2002-04-02,1146.6699523370635
2002-04-03,1146.8652061920955
2002-04-04,1149.182017825266
2002-04-05,1151.8180832586065
2002-04-08,1149.2864697163614
2002-04-09,1142.9168019408403
2002-04-10,1151.7892902327367
2002-04-11,1138.681123563702
2002-04-12,1137.6855588090716
2002-04-15,1141.903962128316
2002-04-16,1159.5713876594516
2002-04-17,1168.4304500989535
2002-04-18,1170.1688848755944
2002-04-19,1169.4531376507912
2002-04-22,1166.6344456731474
2002-04-23,1164.765079053236
2002-04-24,1160.583387521372
2002-04-25,1161.583531124212
2002-04-26,1152.735036654004
2002-04-29,1145.6062203380673
2002-04-30,1149.6295349049578
2002-05-01,1157.2343064982504
2002-05-02,1158.5778078797825
2002-05-03,1159.5056029154807
2002-05-06,1149.6438651990045
2002-05-07,1139.8971311763391
2002-05-08,1159.4485051072115
2002-05-09,1155.4561540918216
2002-05-10,1149.0656180961407
2002-05-13,1152.182696409856
2002-05-14,1156.4287199258217
2002-05-15,1167.3951678178425
2002-05-16,1172.971898399951
2002-05-17,1184.8346673360393
2002-05-20,1182.9391092568553
2002-05-21,1181.565192122409
2002-05-22,1187.0594250734696
2002-05-23,1191.4713683142672
