Date,EAFE ex UK EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0001565084456
1999-01-04,1010.8654579096532
1999-01-05,1011.3304664414396
1999-01-06,1021.7468485831391
1999-01-07,1025.3993645884734
1999-01-08,1019.8724222031412
1999-01-11,1024.6009620095645
1999-01-12,1009.6100378258963
1999-01-13,987.2173204886083
1999-01-14,992.4064502726239
1999-01-15,989.9950946436071
1999-01-18,996.4974046265554
1999-01-19,997.5745919787394
1999-01-20,1003.5212639138255
1999-01-21,1003.3028576454204
1999-01-22,985.0255698180724
1999-01-25,984.2930009871759
1999-01-26,990.8493778019711
1999-01-27,990.0917303439672
1999-01-28,983.4732854059226
1999-01-29,987.6699078191068
1999-02-01,991.3583077090775
1999-02-02,998.267944814775
1999-02-03,992.3564615749851
1999-02-04,989.8666577506817
1999-02-05,985.9785685549111
1999-02-08,981.4555898690239
1999-02-09,972.3438620976406
1999-02-10,966.8461388558653
1999-02-11,973.6948554005282
1999-02-12,977.1137131930741
1999-02-15,973.9617826795159
1999-02-16,966.4454323477725
1999-02-17,959.4714601388835
1999-02-18,954.6006666147708
1999-02-19,950.1776582445399
1999-02-22,955.7462815871418
1999-02-23,955.8123727897196
1999-02-24,953.3500140909003
1999-02-25,961.508577205201
1999-02-26,959.0359433296118
1999-03-01,951.5562103232463
1999-03-02,942.6753884857163
1999-03-03,941.2668433557947
1999-03-04,933.4865364022121
1999-03-05,959.1677360168712
1999-03-08,958.8094562893727
1999-03-09,965.3013836188165
1999-03-10,979.5366514719595
1999-03-11,981.4905885998774
1999-03-12,993.4252180761629
1999-03-15,1006.5540376838645
1999-03-16,1018.2329029835635
1999-03-17,1021.333366795264
1999-03-18,1009.1996863177322
1999-03-19,1026.4704039098476
1999-03-22,1021.3514831841743
1999-03-23,1014.8987118973879
1999-03-24,1003.6765804137291
1999-03-25,1017.615714416809
1999-03-26,1005.9633300032624
1999-03-29,1009.7501928191874
1999-03-30,1006.2802721357205
1999-03-31,1021.9663038257733
1999-04-01,1028.3803835033846
1999-04-02,1023.5759304717246
1999-04-05,1018.7442694518189
1999-04-06,1035.4677912459647
1999-04-07,1041.7520255553625
1999-04-08,1053.0303642383642
1999-04-09,1053.671816227525
1999-04-12,1052.710771973475
1999-04-13,1062.5800408231712
1999-04-14,1075.598486972396
1999-04-15,1071.9987726257152
1999-04-16,1086.2630285825314
1999-04-19,1094.3642888114705
1999-04-20,1082.4259963479246
1999-04-21,1073.1734186374613
1999-04-22,1077.3497562788261
1999-04-23,1084.7769278427254
1999-04-26,1088.0105098507267
1999-04-27,1096.6045584751776
1999-04-28,1097.034178243149
1999-04-29,1097.7375129795394
1999-04-30,1099.4505636513386
1999-05-03,1100.7459927549353
1999-05-04,1102.9371934842964
1999-05-05,1102.6744252121496
1999-05-06,1124.9727115725243
1999-05-07,1120.8642423562173
1999-05-10,1123.4273686815561
1999-05-11,1114.4694127176958
1999-05-12,1112.8893073021918
1999-05-13,1107.646735938481
1999-05-14,1104.0046317423692
1999-05-17,1080.6313133225324
1999-05-18,1084.0949698091683
1999-05-19,1073.5411748238678
1999-05-20,1075.6108074621789
1999-05-21,1075.730956206731
1999-05-24,1079.8255224086008
1999-05-25,1074.1306246133006
1999-05-26,1068.5243621445713
1999-05-27,1064.1803150324672
1999-05-28,1061.3767968368827
1999-05-31,1061.8609216508064
1999-06-01,1071.615747226835
1999-06-02,1067.7711328794755
1999-06-03,1064.6716197242886
1999-06-04,1064.0841463962831
1999-06-07,1075.4170956914681
1999-06-08,1091.1150804788053
1999-06-09,1098.3731727106658
1999-06-10,1108.3567793001375
1999-06-11,1118.5218158663317
1999-06-14,1104.355985148271
1999-06-15,1104.747317641488
1999-06-16,1101.6044668993895
1999-06-17,1111.1862605869546
1999-06-18,1112.6896153571024
1999-06-21,1115.1812982684132
1999-06-22,1115.7484094104684
1999-06-23,1108.6397402709204
1999-06-24,1107.1087090912577
1999-06-25,1111.5160024264544
1999-06-28,1111.072821950587
1999-06-29,1113.6351808668514
1999-06-30,1106.1471804054995
1999-07-01,1117.487143999914
1999-07-02,1122.4964045088961
1999-07-05,1129.4826189527887
1999-07-06,1128.7060066777392
1999-07-07,1122.1826341504066
1999-07-08,1118.1657740659873
1999-07-09,1121.680521018328
1999-07-12,1122.4842107294521
1999-07-13,1119.8295008089374
1999-07-14,1125.6146794976048
1999-07-15,1135.2904819963683
1999-07-16,1124.5731023600563
1999-07-19,1132.6301174603893
1999-07-20,1139.5074520830576
1999-07-21,1139.6492199479467
1999-07-22,1127.7985287646263
1999-07-23,1120.0525186695475
1999-07-26,1121.7397147601832
1999-07-27,1118.9183793384589
1999-07-28,1123.5818111302256
1999-07-29,1130.0673269728438
1999-07-30,1141.7412070662106
1999-08-02,1134.4994476066581
1999-08-03,1137.480246179696
1999-08-04,1140.644212826332
1999-08-05,1128.888690298551
1999-08-06,1120.8501019141258
1999-08-09,1117.4281956295554
1999-08-10,1116.6379820526126
1999-08-11,1111.5605269805503
1999-08-12,1124.6680014674807
1999-08-13,1123.9725849070553
1999-08-16,1141.5892336071427
1999-08-17,1139.2429629222408
1999-08-18,1144.729420985812
1999-08-19,1147.6326138465813
1999-08-20,1162.1803421645086
1999-08-23,1169.635499201416
1999-08-24,1163.5176691679756
1999-08-25,1159.7502153945688
1999-08-26,1152.4007111826652
1999-08-27,1152.0180674247226
1999-08-30,1158.7810157168142
1999-08-31,1148.8710196820714
1999-09-01,1168.6753746420961
1999-09-02,1167.548630938949
1999-09-03,1164.8879599128047
1999-09-06,1171.1604186097536
1999-09-07,1165.6239312775872
1999-09-08,1161.8508282377084
1999-09-09,1176.8971862288533
1999-09-10,1174.896824915201
1999-09-13,1182.0560835009167
1999-09-14,1180.2892691011323
1999-09-15,1177.243988667743
1999-09-16,1162.1539531548474
1999-09-17,1156.143981274843
1999-09-20,1161.552958036601
1999-09-21,1172.3072942587125
1999-09-22,1158.5659032617848
1999-09-23,1156.9674443427173
1999-09-24,1139.5053939642557
1999-09-27,1132.4268651154484
1999-09-28,1143.3904388252913
1999-09-29,1141.5241811096816
1999-09-30,1158.4562481369965
1999-10-01,1167.8782720483312
1999-10-04,1167.4532770500514
1999-10-05,1165.0927775203622
1999-10-06,1166.2033052410245
1999-10-07,1174.286197901149
1999-10-08,1167.0136869525195
1999-10-11,1170.1807968406263
1999-10-12,1172.7209050805611
1999-10-13,1157.6879232504534
1999-10-14,1159.5195096573323
1999-10-15,1156.8491632056657
1999-10-18,1138.4714648950842
1999-10-19,1140.3264237009582
1999-10-20,1146.7173206486993
1999-10-21,1143.0483150161892
1999-10-22,1143.9594018675127
1999-10-25,1149.5367861716582
1999-10-26,1146.5239262781924
1999-10-27,1137.9902488284827
1999-10-28,1139.1603750029522
1999-10-29,1158.3926286113594
1999-11-01,1157.0564225961048
1999-11-02,1159.9433119858033
1999-11-03,1158.4414213373602
1999-11-04,1164.9542934673034
1999-11-05,1155.9389291125183
1999-11-08,1148.2565536649224
1999-11-09,1151.3462504347854
1999-11-10,1160.8549814254984
1999-11-11,1151.8777196207072
1999-11-12,1146.0965845470732
1999-11-15,1142.6357953837455
1999-11-16,1142.327830786434
1999-11-17,1164.173933099824
1999-11-18,1168.6760401840374
1999-11-19,1166.858636648981
1999-11-22,1168.268491331843
1999-11-23,1167.7847941675911
1999-11-24,1152.888726618493
1999-11-25,1153.5205591213366
1999-11-26,1161.6885619098011
1999-11-29,1162.8432701967702
1999-11-30,1153.206662942133
1999-12-01,1160.8311544299472
1999-12-02,1165.4893109039401
1999-12-03,1172.0060725632934
1999-12-06,1180.484215068208
1999-12-07,1185.0729319481322
1999-12-08,1181.5038224326308
1999-12-09,1179.9314868982765
1999-12-10,1180.77404745247
1999-12-13,1173.084044909158
1999-12-14,1168.8723028457741
1999-12-15,1164.151801558947
1999-12-16,1176.8576830803038
1999-12-17,1173.5923258928287
1999-12-20,1176.662493733419
1999-12-21,1174.3601469016376
1999-12-22,1187.0237625724847
1999-12-23,1196.3818276378358
1999-12-24,1198.3190010899677
1999-12-27,1197.6093138541783
1999-12-28,1192.8937925888074
1999-12-29,1193.5046696500415
1999-12-30,1197.7359865474057
1999-12-31,1197.7359865474057
2000-01-03,1213.031200151977
2000-01-04,1194.2820105218643
2000-01-05,1175.0731009682938
2000-01-06,1164.3705694963367
2000-01-07,1177.8058993719833
2000-01-10,1189.1072514474743
2000-01-11,1195.9256977044918
2000-01-12,1186.8027280830383
2000-01-13,1198.7774825445208
2000-01-14,1204.4581880384692
2000-01-17,1216.8332671943642
2000-01-18,1206.2203375321178
2000-01-19,1195.779156187475
