Date,WORLD EQUAL WEIGHTED
1997-05-12,982.7243716
1997-05-13,982.85578629
1997-05-14,986.05849404
1997-05-15,990.12250968
1997-05-16,994.26734692
1997-05-19,992.40664943
1997-05-20,999.29812106
1997-05-21,998.32721627
1997-05-22,994.45521765
1997-05-23,1000.95957005
1997-05-26,1000.48211166
1997-05-27,996.12466133
1997-05-28,999.51530558
1997-05-29,998.62522098
1997-05-30,992.27307287
1997-06-02,995.72625545
1997-06-03,999.32255117
1997-06-04,999.46335075
1997-06-05,1002.74108798
1997-06-06,1007.67204174
1997-06-09,1015.1259192
1997-06-10,1017.74577583
1997-06-11,1021.44612517
1997-06-12,1024.64604422
1997-06-13,1026.19432963
1997-06-16,1030.37965699
1997-06-17,1027.5380863
1997-06-18,1026.87625202
1997-06-19,1030.54541006
1997-06-20,1028.85298136
1997-06-23,1023.32436533
1997-06-24,1026.57812286
1997-06-25,1032.61275674
1997-06-26,1030.99797826
1997-06-27,1027.21269836
1997-06-30,1027.23947322
1997-07-01,1029.66429156
1997-07-02,1035.61630504
1997-07-03,1044.39053069
1997-07-04,1040.83168575
1997-07-07,1040.83879201
1997-07-08,1041.17396333
1997-07-09,1036.28099703
1997-07-10,1036.96045865
1997-07-11,1038.26942477
1997-07-14,1037.07899341
1997-07-15,1033.28298827
1997-07-16,1040.61804706
1997-07-17,1040.97375183
1997-07-18,1032.77452065
1997-07-21,1027.10233114
1997-07-22,1033.39384558
1997-07-23,1037.94237247
1997-07-24,1037.30771744
1997-07-25,1035.38571586
1997-07-28,1033.39972283
1997-07-29,1035.42855198
1997-07-30,1037.75800285
1997-07-31,1040.09550866
1997-08-01,1028.63830114
1997-08-04,1022.24856806
1997-08-05,1017.85303113
1997-08-06,1024.85686984
1997-08-07,1024.40278821
1997-08-08,1023.02965487
1997-08-11,1015.01731367
1997-08-12,1013.65781009
1997-08-13,1013.44278485
1997-08-14,1009.71622197
1997-08-15,1007.83642894
1997-08-18,998.81747
1997-08-19,1003.79403704
1997-08-20,1012.18734829
1997-08-21,1010.01439449
1997-08-22,1002.54708351
1997-08-25,1000.34444864
1997-08-26,999.01278476
1997-08-27,993.5066177
1997-08-28,984.54143874
1997-08-29,975.57459641
1997-09-01,969.66915444
1997-09-02,977.61936022
1997-09-03,984.18463202
1997-09-04,983.03540721
1997-09-05,993.39204069
1997-09-08,1000.77564703
1997-09-09,1007.06252132
1997-09-10,1000.07439917
1997-09-11,988.34447566
1997-09-12,990.7935469
1997-09-15,994.49009797
1997-09-16,997.24314048
1997-09-17,996.05676621
1997-09-18,997.34404041
1997-09-19,998.12689799
1997-09-22,996.17936468
1997-09-23,998.10517397
1997-09-24,1005.38887097
1997-09-25,1002.31725657
1997-09-26,1000.52349597
1997-09-29,1002.68989262
1997-09-30,1004.99849143
1997-10-01,1003.78061438
1997-10-02,1003.42383718
1997-10-03,1006.30768799
1997-10-06,1008.59941496
1997-10-07,1011.09565193
1997-10-08,1012.0149509
1997-10-09,1005.94425569
1997-10-10,1005.60449494
1997-10-13,1005.60318172
1997-10-14,1005.68828615
1997-10-15,1003.86951307
1997-10-16,1006.61829929
1997-10-17,993.80762294
1997-10-20,989.67423123
1997-10-21,995.54160059
1997-10-22,993.91458476
1997-10-23,970.48581083
1997-10-24,969.4186678
1997-10-27,936.37955613
1997-10-28,922.05321731
1997-10-29,946.11567487
1997-10-30,933.10882701
1997-10-31,943.15851877
1997-11-03,959.82631324
1997-11-04,958.12997618
1997-11-05,957.89683626
1997-11-06,955.05365953
1997-11-07,936.88156831
1997-11-10,931.7354471
1997-11-11,931.87146112
1997-11-12,914.8378255
1997-11-13,914.96723737
1997-11-14,913.13370348
1997-11-17,933.61031491
1997-11-18,932.08559579
1997-11-19,916.37509065
1997-11-20,923.62720409
1997-11-21,933.38753482
1997-11-24,924.61343486
1997-11-25,908.28314685
1997-11-26,907.21026603
1997-11-27,912.49780837
1997-11-28,914.69690904
1997-12-01,923.49338568
1997-12-02,926.84510236
1997-12-03,924.94903721
1997-12-04,921.89776814
1997-12-05,921.50552229
1997-12-08,923.39308868
1997-12-09,923.50349618
1997-12-10,918.47120306
1997-12-11,898.41473067
1997-12-12,892.9973264
1997-12-15,889.41517213
1997-12-16,888.04404519
1997-12-17,903.17251841
1997-12-18,896.83027201
1997-12-19,877.95044149
1997-12-22,867.83417119
1997-12-23,867.74553859
1997-12-24,866.65166931
1997-12-25,866.70796679
1997-12-26,867.64772217
1997-12-29,875.66203429
1997-12-30,888.01907612
1997-12-31,889.5362805
1998-01-01,889.5362805
1998-01-02,887.08294057
1998-01-05,882.21723244
1998-01-06,871.39444457
1998-01-07,868.13141207
1998-01-08,858.46706948
1998-01-09,844.09541049
1998-01-12,828.23406975
1998-01-13,840.80380255
1998-01-14,853.63674261
1998-01-15,852.02780832
1998-01-16,871.99825053
1998-01-19,886.77784411
1998-01-20,890.13875692
1998-01-21,894.55840007
1998-01-22,892.48001492
1998-01-23,898.53507664
1998-01-26,912.40872695
1998-01-27,921.65472784
1998-01-28,930.46228392
1998-01-29,927.19318022
1998-01-30,921.60821588
1998-02-02,934.83890122
1998-02-03,951.69471206
1998-02-04,956.38793695
1998-02-05,971.65922307
1998-02-06,980.76652051
1998-02-09,981.87265242
1998-02-10,995.1475508
1998-02-11,996.24286089
1998-02-12,989.83327364
1998-02-13,976.317889
1998-02-16,967.44118348
1998-02-17,973.30977364
1998-02-18,978.44212708
1998-02-19,979.75888836
1998-02-20,979.49656605
1998-02-23,981.22256479
1998-02-24,978.50154737
1998-02-25,982.8321193
1998-02-26,995.64225935
1998-02-27,1008.54443967
1998-03-02,1021.96462919
1998-03-03,1018.88538721
1998-03-04,1009.46885833
1998-03-05,994.53375255
1998-03-06,1005.82844027
1998-03-09,1005.1466561
1998-03-10,1014.62870852
1998-03-11,1013.36844286
1998-03-12,1014.08465721
1998-03-13,1029.94912572
1998-03-16,1027.40909335
1998-03-17,1033.49734433
1998-03-18,1029.54526569
1998-03-19,1037.22054341
1998-03-20,1041.03907733
1998-03-23,1045.96834829
1998-03-24,1047.08115476
1998-03-25,1055.89913054
1998-03-26,1057.82988702
1998-03-27,1055.14036282
1998-03-30,1038.88024678
1998-03-31,1040.48745519
1998-04-01,1036.65895058
1998-04-02,1029.42534425
1998-04-03,1028.07436799
1998-04-06,1034.75734956
1998-04-07,1035.56195425
1998-04-08,1041.37894299
1998-04-09,1053.41633665
1998-04-10,1052.42278199
1998-04-13,1049.92605206
1998-04-14,1057.75393285
1998-04-15,1060.94119361
1998-04-16,1044.38538717
1998-04-17,1044.84709674
1998-04-20,1047.08730693
1998-04-21,1051.99387846
1998-04-22,1051.11302769
1998-04-23,1044.97268886
1998-04-24,1040.65674237
1998-04-27,1016.08463234
1998-04-28,1017.25514104
1998-04-29,1020.60466569
1998-04-30,1034.87396521
1998-05-01,1039.51843957
1998-05-04,1045.76478808
1998-05-05,1042.69854964
1998-05-06,1032.5251309
1998-05-07,1024.02972306
1998-05-08,1029.57308298
1998-05-11,1034.72181317
1998-05-12,1029.13808791
1998-05-13,1025.28792109
1998-05-14,1024.79102228
1998-05-15,1022.96862358
1998-05-18,1009.89748524
1998-05-19,1015.35833766
1998-05-20,1026.02751302
1998-05-21,1035.57898535
1998-05-22,1033.5712214
1998-05-25,1031.23176364
1998-05-26,1025.12563972
1998-05-27,1008.98997504
1998-05-28,1010.41066572
1998-05-29,1008.31111332
1998-06-01,996.70885992
1998-06-02,1002.14309433
1998-06-03,1002.74333143
1998-06-04,1002.87632668
1998-06-05,1002.31352191
1998-06-08,1001.97518389
1998-06-09,1002.620074
1998-06-10,986.15768738
1998-06-11,971.59369468
1998-06-12,962.64108539
1998-06-15,939.84551858
1998-06-16,945.10295466
1998-06-17,970.35411609
1998-06-18,980.43719046
1998-06-19,983.57045915
1998-06-22,970.1965791
1998-06-23,967.63009872
1998-06-24,968.56815382
1998-06-25,971.19467162
1998-06-26,965.85287799
1998-06-29,971.72441746
1998-06-30,984.6881104
1998-07-01,1000.7515175
1998-07-02,999.31828139
1998-07-03,1003.77468864
1998-07-06,1005.71277671
1998-07-07,1008.94195357
1998-07-08,1007.6792916
1998-07-09,995.61697668
1998-07-10,987.89912111
1998-07-13,991.47896477
1998-07-14,1002.76446171
1998-07-15,1004.80706606
1998-07-16,1011.11356576
1998-07-17,1014.54472558
1998-07-20,1017.28374341
1998-07-21,1006.63113698
1998-07-22,993.11776407
1998-07-23,981.11642571
1998-07-24,982.51125126
1998-07-27,968.73010768
1998-07-28,966.91380857
1998-07-29,958.84002636
1998-07-30,966.16433926
1998-07-31,961.0120246
1998-08-03,947.06596186
1998-08-04,936.84692113
1998-08-05,933.00750278
1998-08-06,927.12025307
1998-08-07,927.80117176
1998-08-10,915.8696393
1998-08-11,893.07381377
1998-08-12,903.85298235
1998-08-13,894.41748919
1998-08-14,890.22961237
1998-08-17,887.46960455
1998-08-18,900.27993587
1998-08-19,909.14277946
1998-08-20,908.65426697
1998-08-21,886.51338884
1998-08-24,884.40680142
1998-08-25,889.08023329
1998-08-26,873.4698265
1998-08-27,844.93078438
1998-08-28,834.47740086
1998-08-31,826.05853766
1998-09-01,836.85107449
1998-09-02,847.72711196
1998-09-03,850.34743004
1998-09-04,861.86081215
1998-09-07,902.75506276
1998-09-08,896.71511322
1998-09-09,888.72085442
1998-09-10,876.88512176
1998-09-11,873.24202678
1998-09-14,890.69734065
1998-09-15,893.17593109
1998-09-16,898.56670117
1998-09-17,882.31726096
1998-09-18,879.41376149
1998-09-21,861.13731992
1998-09-22,866.62478479
1998-09-23,873.9810684
1998-09-24,879.73699979
1998-09-25,872.30926098
1998-09-28,877.75458278
1998-09-29,878.07010282
1998-09-30,838.81953442
1998-10-01,819.31288803
1998-10-02,820.92192008
1998-10-05,808.53537237
1998-10-06,817.90485342
1998-10-07,845.74482797
1998-10-08,834.39330713
1998-10-09,844.69565498
1998-10-12,864.92899142
1998-10-13,859.39060813
1998-10-14,862.48901592
1998-10-15,880.16356352
1998-10-16,901.29377853
1998-10-19,909.80762619
1998-10-20,916.25013502
1998-10-21,920.73161472
1998-10-22,923.4376227
1998-10-23,917.35291769
1998-10-26,914.8392858
1998-10-27,919.06064524
1998-10-28,914.55709733
1998-10-29,926.72771758
1998-10-30,936.46480678
1998-11-02,960.9251607
1998-11-03,958.7917069
1998-11-04,976.03398194
1998-11-05,975.9328882
1998-11-06,971.38790771
1998-11-09,953.64701341
1998-11-10,941.49055298
1998-11-11,950.91299316
1998-11-12,937.69175103
1998-11-13,946.43533649
1998-11-16,962.10346887
1998-11-17,957.46429928
1998-11-18,961.27763977
1998-11-19,971.05558956
1998-11-20,979.81074851
1998-11-23,986.41261725
1998-11-24,992.12320643
1998-11-25,987.9102368
1998-11-26,993.77951029
1998-11-27,990.59707208
1998-11-30,976.58440264
1998-12-01,969.85864238
1998-12-02,972.70158378
1998-12-03,968.46525851
1998-12-04,972.15029138
1998-12-07,973.97499974
1998-12-08,973.35041432
1998-12-09,979.2554695
1998-12-10,977.19311932
1998-12-11,968.35630633
1998-12-14,960.18135173
1998-12-15,957.98818399
1998-12-16,961.33639467
1998-12-17,966.96600926
1998-12-18,971.29810836
1998-12-21,976.05617655
1998-12-22,970.73886572
1998-12-23,981.07921267
1998-12-24,979.03579045
1998-12-25,981.23365815
1998-12-28,983.57829177
1998-12-29,991.92146364
1998-12-30,992.33869142
1998-12-31,1000.0
1999-01-01,1000.000092356574
1999-01-04,1007.0442894571217
1999-01-05,1011.1600608424843
1999-01-06,1026.9859699044002
1999-01-07,1027.2700821145743
1999-01-08,1027.1040511026488
1999-01-11,1028.7688212755559
1999-01-12,1013.263447919719
1999-01-13,995.4169060223428
1999-01-14,993.377954691989
1999-01-15,999.1220590941592
1999-01-18,1003.8845314796347
1999-01-19,1003.2362641917932
1999-01-20,1005.0306685210238
1999-01-21,1001.8213920809568
1999-01-22,986.3815722883726
1999-01-25,987.5481978393186
1999-01-26,992.727024246394
1999-01-27,989.9344495385052
1999-01-28,988.6243363799721
1999-01-29,994.7896813306855
1999-02-01,998.4709860403096
1999-02-02,1002.0952502874771
1999-02-03,1000.1909100109805
1999-02-04,997.6625213219545
1999-02-05,994.7976490293822
1999-02-08,992.7596703024349
1999-02-09,980.6572110385331
1999-02-10,976.9641117378978
1999-02-11,985.8640858179275
1999-02-12,984.3034796868898
1999-02-15,982.59656845822
1999-02-16,979.4610713225474
1999-02-17,971.3997977812961
1999-02-18,970.8554220972577
1999-02-19,968.8092668701338
1999-02-22,977.6643773139027
1999-02-23,976.7533019937902
1999-02-24,972.6583285381095
1999-02-25,975.5553730106003
1999-02-26,973.8809801772512
1999-03-01,968.7555995506244
1999-03-02,962.8126980227742
1999-03-03,961.9214008197072
1999-03-04,960.6746563146667
1999-03-05,982.3010696462162
1999-03-08,983.3701527704476
1999-03-09,986.300051074997
1999-03-10,998.5298419327198
1999-03-11,1002.6080867552674
1999-03-12,1010.9481118744997
1999-03-15,1018.4984736184458
1999-03-16,1025.1629613054404
1999-03-17,1026.0719379787622
1999-03-18,1021.6675176774687
1999-03-19,1031.141289689871
1999-03-22,1027.1622504185757
1999-03-23,1015.8419040242222
1999-03-24,1011.4899746343411
1999-03-25,1023.6622584743931
1999-03-26,1015.3825108586868
1999-03-29,1021.8659123129527
1999-03-30,1016.0340111257952
1999-03-31,1024.5191201267942
1999-04-01,1028.5801758091072
1999-04-02,1025.8632723287756
1999-04-05,1026.705253816891
1999-04-06,1033.8927768933604
1999-04-07,1039.3490965385865
1999-04-08,1050.1041667116838
1999-04-09,1052.9212805561317
1999-04-12,1055.7333914271562
1999-04-13,1063.2836996359233
1999-04-14,1075.0633340671363
1999-04-15,1079.4052115491354
1999-04-16,1093.2662913353781
1999-04-19,1101.0775445843876
1999-04-20,1091.1023517918247
1999-04-21,1089.9063494772251
1999-04-22,1094.7832870867
1999-04-23,1100.1377820662508
1999-04-26,1101.4636335345288
1999-04-27,1110.0287684226928
1999-04-28,1113.1390552265896
1999-04-29,1114.7238855316314
1999-04-30,1114.6222215950604
1999-05-03,1122.279414001553
1999-05-04,1122.2299720954904
1999-05-05,1123.3493189405456
1999-05-06,1136.9562399341085
1999-05-07,1134.2299518271104
1999-05-10,1134.6912471396324
1999-05-11,1130.7942583489337
1999-05-12,1128.3807744239055
1999-05-13,1127.0322795507514
1999-05-14,1117.3601776776093
1999-05-17,1100.3382808481056
1999-05-18,1100.8286399249146
1999-05-19,1097.9043056519945
1999-05-20,1099.4965595226956
1999-05-21,1098.6692151118275
1999-05-24,1097.1089914468182
1999-05-25,1087.609083553407
1999-05-26,1085.2870838348845
1999-05-27,1077.1907676046023
1999-05-28,1079.1994585256364
1999-05-31,1079.7493173450446
1999-06-01,1086.898188903578
1999-06-02,1086.4791109488374
1999-06-03,1086.5587035404858
1999-06-04,1091.401143150752
1999-06-07,1100.9000780547467
1999-06-08,1107.6292631542856
1999-06-09,1111.031948329766
1999-06-10,1115.6489027725888
1999-06-11,1122.5193490585978
1999-06-14,1114.4604712981672
1999-06-15,1115.0356270718626
1999-06-16,1117.367840672263
1999-06-17,1124.5560461753357
1999-06-18,1127.4659933093606
1999-06-21,1128.8524009316689
1999-06-22,1126.0800083360314
1999-06-23,1119.5373962275455
1999-06-24,1113.8407438676604
1999-06-25,1117.5210355027373
1999-06-28,1119.5529395967146
1999-06-29,1122.8949834635664
1999-06-30,1120.5523429786174
1999-07-01,1130.5336098267746
1999-07-02,1136.8176295677995
1999-07-05,1142.995842050628
1999-07-06,1141.650981133964
1999-07-07,1136.5848814870221
1999-07-08,1133.6224321283087
1999-07-09,1137.776687472953
1999-07-12,1136.8429297398643
1999-07-13,1132.1696911653494
1999-07-14,1137.991727816839
1999-07-15,1145.8830512856705
1999-07-16,1140.3259231547095
1999-07-19,1142.2540289910783
1999-07-20,1141.5771838418302
1999-07-21,1140.8622700748024
1999-07-22,1132.6975687337986
1999-07-23,1125.8467487973573
1999-07-26,1125.2157699944685
1999-07-27,1126.159857262273
1999-07-28,1129.2510779027373
1999-07-29,1129.1456757546064
1999-07-30,1136.7891885069296
1999-08-02,1132.4466675271008
1999-08-03,1133.239581958762
1999-08-04,1133.874028867007
1999-08-05,1125.3609265413304
1999-08-06,1118.2280179734655
1999-08-09,1115.6933134372205
1999-08-10,1110.6499176905672
1999-08-11,1113.0905174280376
1999-08-12,1121.2513529183832
1999-08-13,1126.0685007761642
1999-08-16,1137.359372523879
1999-08-17,1137.304174611572
1999-08-18,1138.3108259177047
1999-08-19,1139.8774210092536
1999-08-20,1152.0910578589405
1999-08-23,1160.7396881385557
1999-08-24,1154.7182500199756
1999-08-25,1152.878405264379
1999-08-26,1144.6639908701013
1999-08-27,1142.5677184688107
1999-08-30,1142.2017545704769
1999-08-31,1134.3914136712274
1999-09-01,1148.2218823860997
1999-09-02,1144.7276870569174
1999-09-03,1151.1686322901458
1999-09-06,1155.347526744179
1999-09-07,1150.357537221756
1999-09-08,1147.113262204447
1999-09-09,1157.8933314966182
1999-09-10,1155.9822056014018
1999-09-13,1156.6795925752806
1999-09-14,1152.7600908010784
1999-09-15,1146.9349901460264
1999-09-16,1135.864636696517
1999-09-17,1135.2473652502642
1999-09-20,1137.459396393961
1999-09-21,1137.5671078887756
1999-09-22,1127.8891957170658
1999-09-23,1121.6856980077166
1999-09-24,1108.6869971425997
1999-09-27,1109.7362596563428
1999-09-28,1114.485915573619
1999-09-29,1112.6598684194093
1999-09-30,1125.8275941925065
1999-10-01,1130.0414698555294
1999-10-04,1135.0139610713552
1999-10-05,1131.5944558440137
1999-10-06,1135.139519865128
1999-10-07,1139.490331958692
1999-10-08,1136.6300583767716
1999-10-11,1137.7885389914363
1999-10-12,1133.4255575214565
1999-10-13,1117.8124839708746
1999-10-14,1118.9536204157182
1999-10-15,1108.662118159938
1999-10-18,1096.8589868870326
1999-10-19,1099.8493011641447
1999-10-20,1107.6386391295023
1999-10-21,1103.5370658583374
1999-10-22,1108.8470612439119
1999-10-25,1111.0865021507295
1999-10-26,1106.7177972896611
1999-10-27,1102.6917742765183
1999-10-28,1112.6683705816001
1999-10-29,1132.0923350409091
1999-11-01,1129.4100950833745
1999-11-02,1131.5603322331071
1999-11-03,1130.3702832948943
1999-11-04,1135.2828627714607
1999-11-05,1130.7964393189777
1999-11-08,1125.955236454584
1999-11-09,1126.124795344749
1999-11-10,1133.2370212370872
1999-11-11,1129.1964772832828
1999-11-12,1129.9974694840055
1999-11-15,1130.058814893769
1999-11-16,1133.6144849612492
1999-11-17,1145.608475883856
1999-11-18,1149.4711910808655
1999-11-19,1146.5991808539845
1999-11-22,1145.5965363212963
1999-11-23,1144.2817983750156
1999-11-24,1135.663699523745
1999-11-25,1137.2666907427506
1999-11-26,1141.8968630028687
1999-11-29,1139.839760500928
1999-11-30,1129.7771370514388
1999-12-01,1135.0775078914037
1999-12-02,1139.9716179931231
1999-12-03,1149.6815335804874
1999-12-06,1153.2278673047228
1999-12-07,1153.2137072513233
1999-12-08,1149.1488614649786
1999-12-09,1148.2966888009498
1999-12-10,1150.0563980422073
1999-12-13,1144.6331246122975
1999-12-14,1140.189401091841
1999-12-15,1138.2495188327705
1999-12-16,1147.762178926632
1999-12-17,1147.2660620890897
1999-12-20,1147.7719142280025
1999-12-21,1148.03391834465
1999-12-22,1157.2770125014567
1999-12-23,1169.61734141138
1999-12-24,1171.9002533267299
1999-12-27,1172.100196760473
1999-12-28,1171.173303872292
1999-12-29,1174.424469216593
1999-12-30,1178.272693771459
1999-12-31,1179.6836568370668
2000-01-03,1185.7290362278334
2000-01-04,1164.8731205451863
2000-01-05,1153.7466634646028
2000-01-06,1151.2972432400434
2000-01-07,1167.4488239424838
2000-01-10,1178.7662528207736
2000-01-11,1178.9837680437943
2000-01-12,1169.8983801516642
2000-01-13,1180.0112866800919
2000-01-14,1183.4364523552083
2000-01-17,1191.9495505201662
2000-01-18,1181.6344701138507
2000-01-19,1173.8269005349323
2000-01-20,1171.6844651309034
2000-01-21,1166.4736083604428
2000-01-24,1156.235265174523
2000-01-25,1146.443994181716
2000-01-26,1149.5149485448046
2000-01-27,1147.6265317167313
2000-01-28,1133.011690064566
2000-01-31,1128.513613646968
2000-02-01,1127.6619086411886
2000-02-02,1130.787051311446
2000-02-03,1143.0947364828585
2000-02-04,1141.0206227699116
2000-02-07,1136.556832026459
2000-02-08,1142.0173417867145
2000-02-09,1138.759201973421
2000-02-10,1133.4664642118655
2000-02-11,1126.6172861093635
2000-02-14,1120.4792100808259
2000-02-15,1117.9301958560434
2000-02-16,1120.9871204301505
2000-02-17,1124.7131390003296
2000-02-18,1112.6904935896082
2000-02-21,1102.2797351392396
2000-02-22,1105.0525610581565
2000-02-23,1111.874735539939
2000-02-24,1108.9133997663255
2000-02-25,1109.363874858069
2000-02-28,1104.919647013903
2000-02-29,1108.7209425451838
2000-03-01,1125.8858938271192
2000-03-02,1127.1749785477803
2000-03-03,1131.0334080814036
2000-03-06,1125.9762840651385
2000-03-07,1119.2013011912513
2000-03-08,1113.5474121699365
2000-03-09,1125.2770444290466
2000-03-10,1126.814556035638
2000-03-13,1122.0085331988878
2000-03-14,1117.8663332786707
2000-03-15,1125.7204946814168
2000-03-16,1157.8297719528712
2000-03-17,1157.2062032461658
2000-03-20,1156.2010300236059
2000-03-21,1162.3044132044936
2000-03-22,1158.5399110609353
2000-03-23,1164.6654013484688
2000-03-24,1174.8356730902665
2000-03-27,1181.0832476140124
2000-03-28,1184.3431808491928
2000-03-29,1184.2503366369845
2000-03-30,1177.011343986499
2000-03-31,1189.8333673073575
2000-04-03,1193.6938487812758
2000-04-04,1192.1856328833767
2000-04-05,1192.739745807969
2000-04-06,1197.4209215930582
2000-04-07,1195.25621349514
2000-04-10,1195.0686416859119
2000-04-11,1191.261434872565
2000-04-12,1200.3739764232814
2000-04-13,1195.2935816569852
2000-04-14,1173.5844893107258
2000-04-17,1150.6358031933946
2000-04-18,1162.1243192083411
2000-04-19,1165.0870567734407
2000-04-20,1168.5688031388336
2000-04-21,1161.3318771634918
2000-04-24,1174.2809081647938
2000-04-25,1182.49970662311
2000-04-26,1178.02463204712
2000-04-27,1164.9808257966827
2000-04-28,1163.3017228607443
2000-05-01,1165.4328928665273
2000-05-02,1172.2411117314116
2000-05-03,1158.7741173890747
2000-05-04,1161.551868531064
2000-05-05,1165.6220478045036
2000-05-08,1165.004246846116
2000-05-09,1164.0921196533486
2000-05-10,1161.9346643144106
2000-05-11,1164.4139073622694
2000-05-12,1177.0179380801953
2000-05-15,1185.4381169001783
2000-05-16,1189.6982808267026
2000-05-17,1174.7358408546115
2000-05-18,1175.911724873823
2000-05-19,1170.0884727473697
2000-05-22,1164.7474891963232
2000-05-23,1167.69644096108
2000-05-24,1162.1615906262875
2000-05-25,1161.5324574719214
2000-05-26,1163.200548915012
2000-05-29,1167.8368715651695
2000-05-30,1177.4977978647048
2000-05-31,1168.3008734059206
2000-06-01,1183.1987152086779
2000-06-02,1202.379409908382
2000-06-05,1208.2804284837976
2000-06-06,1219.0906690820332
2000-06-07,1220.47295324227
2000-06-08,1218.2551495960113
2000-06-09,1216.663486665149
2000-06-12,1220.0391874443528
2000-06-13,1220.8019116319815
2000-06-14,1221.327186114629
2000-06-15,1212.3774549263578
2000-06-16,1215.048241459659
2000-06-19,1217.0965810406929
2000-06-20,1219.6650027665974
2000-06-21,1214.6975036279105
2000-06-22,1208.122859796812
2000-06-23,1205.0766330400488
2000-06-26,1201.9854319190756
2000-06-27,1211.5862155762266
2000-06-28,1217.1864597003625
2000-06-29,1219.0159715869102
2000-06-30,1225.1904481749673
2000-07-03,1236.7009092730043
2000-07-04,1235.0688709426645
2000-07-05,1229.3956561218574
2000-07-06,1228.1956153796639
2000-07-07,1232.9822940651127
2000-07-10,1240.355440465386
2000-07-11,1243.554165018381
2000-07-12,1243.3827950155876
2000-07-13,1231.6913286186827
2000-07-14,1237.8702645102076
2000-07-17,1235.4458306423137
2000-07-18,1225.2390584780699
2000-07-19,1219.4986142469475
2000-07-20,1224.4284425179042
2000-07-21,1219.9843592091543
2000-07-24,1213.4501432605161
2000-07-25,1215.75556004098
2000-07-26,1211.5900384818492
2000-07-27,1204.8389052976274
2000-07-28,1187.9495687565966
2000-07-31,1186.8954819170283
2000-08-01,1195.3866708402713
2000-08-02,1194.7835380546435
2000-08-03,1187.4921148466913
2000-08-04,1196.138903313274
2000-08-07,1206.8425705173433
2000-08-08,1202.8535310039535
2000-08-09,1208.783881455383
2000-08-10,1211.80306683605
