Date,EUROPE ex UK EQUAL WEIGHTED
1999-08-25,1010.677554878003
1999-08-26,1008.7258528389594
1999-08-27,1013.0401688757984
1999-08-30,1011.7358161209346
1999-08-31,1007.6952761559756
1999-09-01,1019.2824463169528
1999-09-02,1019.292069993907
1999-09-03,1023.1316973430231
1999-09-06,1026.8578708417053
1999-09-07,1029.9290643089569
1999-09-08,1028.2923244887145
1999-09-09,1030.5248011842511
1999-09-10,1026.9385331199223
1999-09-13,1015.1680843868558
1999-09-14,1014.7103912373836
1999-09-15,1007.3274657192189
1999-09-16,1002.5819832479131
1999-09-17,1003.3019411100447
1999-09-20,1009.0517507231689
1999-09-21,1005.4478954108498
1999-09-22,1001.6288400580457
1999-09-23,998.869192273129
1999-09-24,992.0395741938717
1999-09-27,994.3452403838693
1999-09-28,993.6211051147151
1999-09-29,998.0912041554818
1999-09-30,1004.5877959842628
1999-10-01,1007.9973668694296
1999-10-04,1014.5889901775352
1999-10-05,1014.4546874173797
1999-10-06,1019.0874608654815
1999-10-07,1026.0103731057648
1999-10-08,1013.7539910821122
1999-10-11,1014.6406512819656
1999-10-12,1017.2163968927994
1999-10-13,1013.0827252467891
1999-10-14,1013.5054920051494
1999-10-15,1009.3765310460685
1999-10-18,995.0927587525325
1999-10-19,1001.2209530353034
1999-10-20,997.8796528825108
1999-10-21,994.4593316976939
1999-10-22,991.8962869488676
1999-10-25,989.1869844380453
1999-10-26,987.373545583336
1999-10-27,980.2191165367864
1999-10-28,987.0517315146334
1999-10-29,998.0028093520741
1999-11-01,996.482380674528
1999-11-02,996.3780651314254
1999-11-03,998.4783031170836
1999-11-04,999.2482361161091
1999-11-05,998.3000031245504
1999-11-08,992.7325087266598
1999-11-09,995.9889598170873
1999-11-10,1001.9762492704065
1999-11-11,1003.3259097552279
1999-11-12,995.329500521111
1999-11-15,1000.6686321626877
1999-11-16,1005.0106480534665
1999-11-17,1015.7657553033144
1999-11-18,1013.6482644619821
1999-11-19,1007.2500068983119
1999-11-22,1002.2303839719261
1999-11-23,997.7320285278442
1999-11-24,986.1173042059094
1999-11-25,999.8356791137259
1999-11-26,991.8310865375723
1999-11-29,986.606065023118
1999-11-30,982.2058906213111
1999-12-01,987.2482251391274
1999-12-02,992.1203875755987
1999-12-03,1004.4393042010211
1999-12-06,1023.5491450916026
1999-12-07,1025.5910338309645
1999-12-08,1027.6069833284166
1999-12-09,1023.0179334336786
1999-12-10,1020.6348706888051
1999-12-13,1020.1327338083385
1999-12-14,1016.1972187362849
1999-12-15,1011.5749868520414
1999-12-16,1033.049871796806
1999-12-17,1029.3757891203406
1999-12-20,1033.4490387359392
1999-12-21,1028.7596550758803
1999-12-22,1039.8185205690565
1999-12-23,1058.1446730366229
1999-12-24,1062.7205134674869
1999-12-27,1061.9175293581986
1999-12-28,1056.8336578132107
1999-12-29,1058.4049321846117
1999-12-30,1065.4728164851408
1999-12-31,1065.4728164851408
2000-01-03,1081.389622752096
2000-01-04,1065.8918914001372
2000-01-05,1051.0283574809455
2000-01-06,1057.4826573721762
2000-01-07,1072.8602930047095
2000-01-10,1085.6688722764197
2000-01-11,1086.2730843416102
2000-01-12,1078.017550001071
2000-01-13,1084.8695883337991
2000-01-14,1079.9192759986445
2000-01-17,1078.25849331187
2000-01-18,1067.998697472341
2000-01-19,1063.290525123137
2000-01-20,1064.3578189648917
2000-01-21,1059.531379396686
2000-01-24,1057.563907121583
2000-01-25,1046.805137495041
2000-01-26,1045.0041160311182
2000-01-27,1034.6491682499916
2000-01-28,1028.2646154508338
2000-01-31,1008.9904216585982
2000-02-01,1009.737771539786
2000-02-02,1018.4432821951215
2000-02-03,1042.627752962365
2000-02-04,1042.528854430905
2000-02-07,1040.1941502127702
2000-02-08,1063.4704731508602
2000-02-09,1063.3682685433262
2000-02-10,1059.1581150018978
2000-02-11,1061.7019512040697
2000-02-14,1054.1554602879928
2000-02-15,1049.1138879517027
2000-02-16,1055.324185779615
2000-02-17,1062.5586888791927
2000-02-18,1060.1713113395513
2000-02-21,1053.5961065406307
2000-02-22,1071.8127750435171
2000-02-23,1082.0762378251857
2000-02-24,1075.0104641748896
2000-02-25,1066.0543128374952
2000-02-28,1045.2453037519028
2000-02-29,1049.6755028740833
2000-03-01,1065.4774111368756
2000-03-02,1074.4582858905949
2000-03-03,1072.527712178077
2000-03-06,1077.9312408716594
2000-03-07,1066.6438385915658
2000-03-08,1058.959457392751
2000-03-09,1072.8763006572533
2000-03-10,1069.518410213722
2000-03-13,1057.5574337562625
2000-03-14,1059.3094692935642
2000-03-15,1058.0421357686937
2000-03-16,1083.7002604395593
2000-03-17,1080.7792814693703
2000-03-20,1085.4417566627112
2000-03-21,1086.4605904611044
2000-03-22,1079.0961532065833
2000-03-23,1081.3919970594973
2000-03-24,1095.4928529899316
2000-03-27,1094.9945988413033
2000-03-28,1096.191284197397
2000-03-29,1080.1561434672915
2000-03-30,1071.1116089765394
2000-03-31,1076.8351071743436
2000-04-03,1072.3170876207182
2000-04-04,1077.4705410607346
2000-04-05,1069.5138804440512
2000-04-06,1077.0158572621046
2000-04-07,1077.280805406792
2000-04-10,1078.7224471795746
2000-04-11,1072.2654383417575
2000-04-12,1072.5782358832532
2000-04-13,1070.2906381920216
2000-04-14,1054.7962285337908
2000-04-17,1037.2369114220032
2000-04-18,1039.1907856963444
2000-04-19,1034.292469789957
2000-04-20,1040.7882160540362
2000-04-21,1040.7882160540362
2000-04-24,1041.1543916630421
2000-04-25,1036.3315262763026
2000-04-26,1040.9665581161407
2000-04-27,1017.9529777917842
2000-04-28,1026.8509123031854
2000-05-01,1025.5998294006972
2000-05-02,1036.2292191326742
2000-05-03,1015.7463387273013
2000-05-04,1018.4040211080943
2000-05-05,1023.7567551210578
2000-05-08,1023.1496808251104
2000-05-09,1029.9563004291276
2000-05-10,1032.4230221147652
2000-05-11,1028.7760015436716
2000-05-12,1040.4547527284042
2000-05-15,1050.7104561795225
2000-05-16,1049.0417771801401
2000-05-17,1024.9781005728923
2000-05-18,1033.4623335930369
2000-05-19,1015.7152161050433
2000-05-22,1017.4102959045113
2000-05-23,1027.6045267647562
2000-05-24,1017.6471558274595
2000-05-25,1028.8267652630313
2000-05-26,1040.6084714653816
2000-05-29,1047.3341280643197
2000-05-30,1057.4621129831296
2000-05-31,1053.5195905044511
2000-06-01,1064.2498825754742
2000-06-02,1089.935607984607
2000-06-05,1088.4978922909308
2000-06-06,1102.5426116789727
2000-06-07,1100.5070129113906
2000-06-08,1098.1838909058715
2000-06-09,1096.2238688319396
2000-06-12,1099.0932411212293
2000-06-13,1101.231100887883
2000-06-14,1103.3127906009786
2000-06-15,1088.5483896687485
2000-06-16,1096.8142015502333
2000-06-19,1092.6528321124083
2000-06-20,1089.5495256278436
2000-06-21,1070.9774615001024
2000-06-22,1059.4079923746738
2000-06-23,1056.1465185705524
2000-06-26,1058.3851813965946
2000-06-27,1063.8755093323941
2000-06-28,1069.8467693154544
2000-06-29,1063.9300849317492
2000-06-30,1080.126629299199
2000-07-03,1081.4737175418816
2000-07-04,1083.6918356765354
2000-07-05,1090.2566956592107
2000-07-06,1089.975743246352
2000-07-07,1089.2866627559656
2000-07-10,1091.591291617977
2000-07-11,1089.4391489981283
2000-07-12,1090.1057267128997
2000-07-13,1083.5312691457202
2000-07-14,1092.0099681961287
2000-07-17,1091.2299748509533
2000-07-18,1085.8323394912125
2000-07-19,1075.2450633736212
2000-07-20,1080.996105003906
2000-07-21,1085.3287530462653
2000-07-24,1086.8278608441299
2000-07-25,1096.1921981423986
2000-07-26,1096.6555303983746
2000-07-27,1084.628806072367
2000-07-28,1067.8548278007472
2000-07-31,1072.7607685677801
2000-08-01,1071.3095294655716
2000-08-02,1060.0182806241705
2000-08-03,1041.9489924290376
2000-08-04,1054.1950703644673
2000-08-07,1062.816853814641
2000-08-08,1050.75189456685
2000-08-09,1056.001706034113
2000-08-10,1070.20199864216
2000-08-11,1066.9538911007558
2000-08-14,1072.343356538388
2000-08-15,1083.4312114541547
2000-08-16,1083.9309637453798
2000-08-17,1084.6116116801795
2000-08-18,1076.3101297405071
2000-08-21,1074.6423463724473
2000-08-22,1066.3822821352655
2000-08-23,1062.8699244118454
2000-08-24,1070.5031350219983
2000-08-25,1078.6198752798912
2000-08-28,1074.2544581396508
2000-08-29,1068.1984060641905
2000-08-30,1063.2291505261499
2000-08-31,1059.4206566838382
2000-09-01,1081.6508284057015
2000-09-04,1086.4428141444246
2000-09-05,1068.3836114523233
2000-09-06,1059.784707683937
2000-09-07,1051.2400219525834
2000-09-08,1042.05963395431
2000-09-11,1033.5231532884104
2000-09-12,1029.2563894913617
2000-09-13,1027.5290462026453
2000-09-14,1027.681040932696
2000-09-15,1026.0691461834895
2000-09-18,1007.0973421076052
2000-09-19,999.5569611380296
2000-09-20,986.8687720642439
2000-09-21,983.4948900980144
2000-09-22,1016.1116546944013
2000-09-25,1011.8955783252476
2000-09-26,1016.6798762009288
2000-09-27,1019.5757657627627
2000-09-28,1018.9176993002826
2000-09-29,1020.8341510823
2000-10-02,1028.3260445134815
2000-10-03,1026.3123778636038
2000-10-04,1016.6625457234852
2000-10-05,1016.5393075035635
2000-10-06,1011.3468083576744
2000-10-09,997.5606827924951
2000-10-10,998.2720589718198
2000-10-11,987.6876054706582
2000-10-12,974.1533995391715
2000-10-13,971.7381699219351
2000-10-16,960.5324186953967
2000-10-17,957.3237247904184
2000-10-18,942.7415204863374
2000-10-19,947.7344582517205
2000-10-20,949.9838494006525
2000-10-23,951.5104522993473
2000-10-24,965.3380845979955
2000-10-25,952.5593297924715
2000-10-26,950.5469019447991
2000-10-27,970.5127854845127
2000-10-30,977.030879906627
2000-10-31,991.3442776920168
2000-11-01,1005.7000208913054
2000-11-02,1012.6518764862752
2000-11-03,1021.5943372925017
2000-11-06,1021.8153030017429
2000-11-07,1020.017899383723
2000-11-08,1013.154907785173
2000-11-09,1011.2550869276164
2000-11-10,1008.6552286241177
2000-11-13,989.0691105745351
2000-11-14,1000.6160910015521
2000-11-15,1004.6792762827529
2000-11-16,997.7934201247904
2000-11-17,990.6813681366377
2000-11-20,973.5471265147529
2000-11-21,968.0770135291302
2000-11-22,949.5744802100428
2000-11-23,950.9254077198658
2000-11-24,957.4885079725353
2000-11-27,971.064239149261
2000-11-28,971.8450040520776
2000-11-29,975.1041109562418
2000-11-30,972.9176647084953
2000-12-01,981.8018852251092
2000-12-04,983.0202647219736
2000-12-05,995.1318703741581
2000-12-06,999.1610723807283
2000-12-07,1000.1408629231108
2000-12-08,1004.0261604822613
2000-12-11,1003.4748970354642
2000-12-12,1000.0654033301324
2000-12-13,992.4784870330722
2000-12-14,995.4804868685153
2000-12-15,993.331328078101
2000-12-18,992.8376957361775
2000-12-19,991.01521714856
2000-12-20,983.0670870670066
2000-12-21,983.9602947810356
2000-12-22,1000.1169598207348
2000-12-25,1000.1169598207348
2000-12-26,1005.9368676296065
2000-12-27,1013.9142310126398
2000-12-28,1015.677045115449
2000-12-29,1035.479507863819
2001-01-01,1035.479507863819
2001-01-02,1042.9889476026278
2001-01-03,1024.2331238934435
2001-01-04,1045.4535468414433
2001-01-05,1052.8474498433254
2001-01-08,1049.9088580888747
2001-01-09,1037.5552686514654
2001-01-10,1037.352875235125
2001-01-11,1055.4191681615632
2001-01-12,1064.890532538528
2001-01-15,1058.5029219820367
2001-01-16,1048.7946820518719
2001-01-17,1054.0880333172279
2001-01-18,1068.9625715426064
2001-01-19,1061.347417530184
2001-01-22,1060.2774570049555
2001-01-23,1062.799646979103
2001-01-24,1048.989841517943
2001-01-25,1049.827216430028
2001-01-26,1049.0114980948074
2001-01-29,1047.9089346137232
2001-01-30,1058.7918386038982
2001-01-31,1073.9766420527299
2001-02-01,1084.4973672224826
2001-02-02,1072.8074237841558
2001-02-05,1076.29231652656
2001-02-06,1074.8243543779818
2001-02-07,1067.7291891318541
2001-02-08,1054.9886335218775
2001-02-09,1052.3725564433614
2001-02-12,1060.3730198315486
2001-02-13,1051.7096653233016
2001-02-14,1039.9416120028577
2001-02-15,1034.1584504968625
2001-02-16,1040.5277058984227
2001-02-19,1047.074765337047
2001-02-20,1033.5706209429115
2001-02-21,1031.8474080510773
2001-02-22,1020.8290185038659
2001-02-23,1013.5978087041736
2001-02-26,1022.4026586988872
2001-02-27,1035.4183832283165
2001-02-28,1033.2659061831246
2001-03-01,1031.1739463433948
2001-03-02,1035.5086990214754
2001-03-05,1034.1149341436121
2001-03-06,1048.3268977483876
2001-03-07,1049.2857656565047
2001-03-08,1053.1541077753236
2001-03-09,1044.231484877948
2001-03-12,1022.0180850882496
2001-03-13,997.0232929678499
2001-03-14,973.0164460965944
2001-03-15,976.8111886027963
2001-03-16,946.6395183199264
2001-03-19,938.7108347795793
2001-03-20,950.1350306087731
2001-03-21,924.0621159968649
2001-03-22,875.0768392085753
2001-03-23,901.9251664887556
2001-03-26,927.0394935576254
2001-03-27,941.8585902579387
2001-03-28,929.1147616207697
2001-03-29,921.2842282016543
2001-03-30,930.7381952803398
2001-04-02,921.6393240398897
2001-04-03,904.6440678794746
2001-04-04,916.6868233923093
2001-04-05,929.5954655526692
2001-04-06,931.9037093207539
2001-04-09,940.9390623725537
2001-04-10,943.4430722754325
2001-04-11,941.8240964279191
2001-04-12,951.2391385068009
2001-04-13,951.2391385068009
2001-04-16,942.0534794096892
2001-04-17,938.500191208031
2001-04-18,946.9867837446817
2001-04-19,964.0883773233875
2001-04-20,972.0783961712543
2001-04-23,959.804931798195
2001-04-24,960.1838302626644
2001-04-25,963.1521691311551
2001-04-26,974.8103968655709
2001-04-27,975.1988453507668
2001-04-30,982.2335316263825
2001-05-01,987.3424565374627
2001-05-02,986.8797335238467
2001-05-03,978.1830365979075
2001-05-04,976.7140126132216
2001-05-07,978.1995780270331
2001-05-08,974.4300313932401
2001-05-09,969.9516154368652
2001-05-10,979.8114731066495
2001-05-11,972.2159202238128
2001-05-14,965.0487745469243
2001-05-15,973.3200510137239
2001-05-16,976.4188891337662
2001-05-17,982.4924030715304
2001-05-18,983.3666240883393
2001-05-21,985.0508523635027
2001-05-22,980.2737208941254
2001-05-23,970.0973357171571
2001-05-24,968.4051626578803
2001-05-25,963.5514331884358
2001-05-28,969.7964841543902
2001-05-29,955.9120532067681
2001-05-30,950.3838456876458
2001-05-31,941.5480750845803
2001-06-01,937.250870931226
2001-06-04,940.208710078198
2001-06-05,946.9124863331938
2001-06-06,944.5328500207614
2001-06-07,945.354890369265
2001-06-08,943.8678598071173
2001-06-11,927.0173965027584
2001-06-12,922.0464176770669
2001-06-13,930.4123548386914
2001-06-14,927.3229591338431
2001-06-15,922.8032603525671
2001-06-18,916.2818887933555
2001-06-19,913.1086889053042
2001-06-20,897.0622544030936
2001-06-21,895.7642974329293
2001-06-22,900.2990025299375
2001-06-25,904.3584521099482
2001-06-26,896.0406070442971
2001-06-27,891.5378616296894
2001-06-28,888.2422548773995
2001-06-29,890.8806112805172
2001-07-02,897.2257012033269
2001-07-03,896.1256493070531
2001-07-04,892.8555461366742
2001-07-05,878.9624795887416
2001-07-06,871.0571796682578
2001-07-09,872.3286765567594
2001-07-10,878.2029039398226
2001-07-11,873.7101940913726
2001-07-12,869.4898737903363
2001-07-13,870.9355305362568
2001-07-16,871.0946068924512
2001-07-17,861.0430620450862
2001-07-18,877.4524515599988
2001-07-19,888.4422001557664
2001-07-20,883.8873998108647
2001-07-23,881.7085451464352
2001-07-24,883.5457935448372
2001-07-25,879.8242594669385
2001-07-26,882.0929449661949
2001-07-27,888.0283249343363
2001-07-30,894.5841845695602
2001-07-31,898.4461189416094
2001-08-01,904.338538745237
2001-08-02,909.4794538632207
2001-08-03,908.3277221866996
2001-08-06,903.631053555586
2001-08-07,898.3256619442493
2001-08-08,891.4527235946414
2001-08-09,892.655328925405
2001-08-10,894.8148079558371
2001-08-13,903.3652680074788
2001-08-14,906.8604778795382
2001-08-15,918.0067277016668
2001-08-16,913.5626819094815
2001-08-17,907.01385139513
2001-08-20,897.6386739409746
2001-08-21,902.2684815985757
2001-08-22,908.026591262847
2001-08-23,904.9616716905508
2001-08-24,912.0635307799721
2001-08-27,909.8888617390912
2001-08-28,900.8677801134673
2001-08-29,898.4706588085123
2001-08-30,885.4428700111162
2001-08-31,884.9582259444777
2001-09-03,872.8550022995752
2001-09-04,860.5542735741378
2001-09-05,849.5001600899226
2001-09-06,839.0519409324406
2001-09-07,837.3376096556615
2001-09-10,818.672818804722
2001-09-11,786.948554416705
2001-09-12,780.5171672105229
2001-09-13,784.9053218358845
2001-09-14,765.5815800100166
2001-09-17,762.3780640602412
2001-09-18,756.0495691829015
2001-09-19,753.2438104441741
2001-09-20,718.0229197156424
2001-09-21,688.569478476714
2001-09-24,714.5401247522977
2001-09-25,730.4017999499149
2001-09-26,739.8313548124673
2001-09-27,742.5558027442951
2001-09-28,749.3657720377671
2001-10-01,748.6302026377621
2001-10-02,754.6191139598443
2001-10-03,752.9652806075106
2001-10-04,767.3342181985589
2001-10-05,766.9054559473972
2001-10-08,765.862652889284
2001-10-09,769.1376021822974
2001-10-10,774.987867408635
2001-10-11,784.9873742026444
2001-10-12,786.5084205136178
2001-10-15,779.3906246626972
2001-10-16,791.2686640878807
2001-10-17,801.3402339335712
2001-10-18,790.6909022516326
2001-10-19,777.180619587303
2001-10-22,780.2389502099461
2001-10-23,792.076002775041
2001-10-24,798.8030516973676
2001-10-25,791.5360710749014
2001-10-26,799.7743368292595
2001-10-29,798.9023574684315
2001-10-30,784.8122477353157
2001-10-31,789.5286289284148
2001-11-01,795.9695118188363
2001-11-02,794.3176359364728
2001-11-05,802.3112828675376
2001-11-06,804.7205465859215
2001-11-07,813.5217028442456
2001-11-08,817.6802391837831
2001-11-09,813.3181686159287
2001-11-12,801.0979164173394
2001-11-13,808.7986218592828
2001-11-14,819.3798996456541
2001-11-15,825.6958815606994
2001-11-16,834.2988615737224
2001-11-19,841.9079839921502
2001-11-20,837.4042053377468
2001-11-21,829.6894489458832
2001-11-22,840.4418001958197
2001-11-23,836.2569250673
2001-11-26,838.3358771156597
2001-11-27,837.0236406175376
2001-11-28,833.5100158386787
2001-11-29,835.5076257472831
2001-11-30,851.3656042669215
2001-12-03,840.9807993966473
2001-12-04,851.4650903505218
2001-12-05,870.9058740941382
2001-12-06,876.5443662560145
2001-12-07,875.349403211979
2001-12-10,862.2723301025416
2001-12-11,862.3320908969511
2001-12-12,860.4326680763457
2001-12-13,848.3929607774576
2001-12-14,845.7367067785774
2001-12-17,857.6653562868979
2001-12-18,855.4225530619726
2001-12-19,846.6330917203834
2001-12-20,840.8020179238467
2001-12-21,838.7750370086599
2001-12-24,830.0732012008456
2001-12-25,830.0732012008456
2001-12-26,830.4666238253956
2001-12-27,850.1637443492286
2001-12-28,853.3425557953195
2001-12-31,861.4832554008409
2002-01-01,861.4832554008409
2002-01-02,874.7298231537349
2002-01-03,885.5985847738557
2002-01-04,885.6868490773052
2002-01-07,880.0330749805902
2002-01-08,872.3729114017855
2002-01-09,875.0345943657445
2002-01-10,872.1822634400702
2002-01-11,874.4020358669638
2002-01-14,862.6618515288318
2002-01-15,860.9874551813293
2002-01-16,843.3089093294154
2002-01-17,851.1930230376613
2002-01-18,852.400425228588
2002-01-21,847.7363432887793
2002-01-22,849.999637438498
2002-01-23,854.2365812466835
2002-01-24,856.566042602554
2002-01-25,840.2102158490616
2002-01-28,842.5211797339232
2002-01-29,838.5529064079228
2002-01-30,829.9189630687663
2002-01-31,839.1277045303698
2002-02-01,840.4759491538082
2002-02-04,840.7948930406733
2002-02-05,832.9422857573386
2002-02-06,827.5839147709793
2002-02-07,830.514801018577
2002-02-08,833.9119541418438
2002-02-11,843.8090199848215
2002-02-12,841.2799918889253
2002-02-13,842.3613996736664
2002-02-14,846.5683829979814
2002-02-15,846.3680318514587
2002-02-18,839.0579654801513
2002-02-19,831.160296190075
2002-02-20,826.1055400331261
2002-02-21,832.0245140689335
2002-02-22,832.9373139173792
2002-02-25,832.9474748765979
2002-02-26,837.7471892750616
2002-02-27,844.0205022404762
2002-02-28,845.3463925958205
2002-03-01,852.783962169879
2002-03-04,875.9591014849576
2002-03-05,875.4460859581121
2002-03-06,882.6599281244032
2002-03-07,897.469006360681
2002-03-08,901.8989586539645
2002-03-11,898.8586804693388
2002-03-12,887.9131540091774
2002-03-13,889.1521891502267
2002-03-14,898.9087081129105
2002-03-15,903.5834400489357
2002-03-18,908.6673655198979
2002-03-19,911.4988523841787
2002-03-20,907.9113379240845
2002-03-21,904.2867509239605
2002-03-22,905.703742584867
2002-03-25,900.6945486161383
2002-03-26,900.0953684298922
2002-03-27,896.5842962640039
2002-03-28,903.031780586942
2002-03-29,903.031780586942
2002-04-01,910.7966344730374
2002-04-02,907.7110189499363
2002-04-03,906.0525146012849
2002-04-04,900.3158595030718
2002-04-05,899.4401673384369
2002-04-08,883.9553885853078
2002-04-09,888.463260776644
2002-04-10,894.6137353500368
2002-04-11,892.3855152493259
2002-04-12,889.916861476239
2002-04-15,893.9307155834653
2002-04-16,907.0011314740859
2002-04-17,915.4404621415986
2002-04-18,914.3110049776491
2002-04-19,915.855009566102
2002-04-22,909.158943316712
2002-04-23,908.2183455274472
2002-04-24,908.3241830472199
2002-04-25,903.9730326745148
2002-04-26,905.6764534541347
2002-04-29,905.3161691919868
2002-04-30,907.0345232798536
2002-05-01,912.6954736207971
2002-05-02,906.2456475596438
2002-05-03,911.0981984053752
2002-05-06,912.2195578462498
2002-05-07,902.0105782961897
2002-05-08,915.2701682637171
2002-05-09,914.3819387923206
2002-05-10,914.1800331801677
2002-05-13,916.8549173075769
2002-05-14,918.587640158669
2002-05-15,926.8512546573402
2002-05-16,927.6851217543716
2002-05-17,939.3154383942522
2002-05-20,936.9800512252936
2002-05-21,931.510443328556
2002-05-22,929.6889013645381
2002-05-23,921.5046621418288
2002-05-24,920.5537632538732
2002-05-27,918.2415374911336
2002-05-28,925.0171001054928
2002-05-29,922.6276085215951
2002-05-30,918.2959654230489
2002-05-31,918.0469626993425
2002-06-03,916.6367717219855
2002-06-04,904.3171320347789
2002-06-05,901.4693678816749
2002-06-06,908.5589081228766
2002-06-07,895.5558568125841
2002-06-10,898.3689122619595
2002-06-11,901.9598840855482
2002-06-12,890.5584623964182
2002-06-13,881.2611787379942
2002-06-14,863.8708865124714
2002-06-17,877.1717780190957
2002-06-18,879.9175914880741
2002-06-19,875.7743503711711
2002-06-20,864.4625877422349
2002-06-21,865.5349009499879
2002-06-24,853.307523632602
2002-06-25,861.7423320176265
2002-06-26,860.6583189132881
2002-06-27,867.6271479052067
2002-06-28,890.7566798669059
2002-07-01,890.5700446331107
2002-07-02,869.6458745751745
