Date,MEXICO IMI HIGH DIVIDEND YIELD
1999-08-04,1327.9696872437037
1999-08-05,1327.145934946287
1999-08-06,1298.6604976816102
1999-08-09,1316.7947625391973
1999-08-10,1311.1168035894295
1999-08-11,1343.6920932298722
1999-08-12,1353.7271681838747
1999-08-13,1388.1032494251547
1999-08-16,1383.6417743723996
1999-08-17,1392.8139019575885
1999-08-18,1358.7770409673487
1999-08-19,1349.055177378099
1999-08-20,1336.0024925008124
1999-08-23,1367.334345372273
1999-08-24,1376.6915886891377
1999-08-25,1401.4829371224234
1999-08-26,1388.5621499258964
1999-08-27,1361.841044128534
1999-08-30,1350.3181027161972
1999-08-31,1332.2019603148794
1999-09-01,1326.5299988020965
1999-09-02,1325.273212502178
1999-09-03,1321.2429841481162
1999-09-06,1323.564740397437
1999-09-07,1301.9273191972215
1999-09-08,1287.519112804657
1999-09-09,1283.0072034763766
1999-09-10,1321.3301728202066
1999-09-13,1326.0535818543149
1999-09-14,1319.5074264244997
1999-09-15,1330.6069521916163
1999-09-16,1324.2234433591404
1999-09-17,1340.9427738477284
1999-09-20,1367.6317913765913
1999-09-21,1349.8413040166274
1999-09-22,1362.3539718563547
1999-09-23,1357.2161494694228
1999-09-24,1353.5889978608575
1999-09-27,1380.8829040908008
1999-09-28,1392.2282165713941
1999-09-29,1389.5660681044221
1999-09-30,1387.0980806866974
1999-10-01,1365.1661760767988
1999-10-04,1361.1579236079374
1999-10-05,1355.0598921780033
1999-10-06,1375.723139667551
1999-10-07,1379.9401815859849
1999-10-08,1401.9803743606678
1999-10-11,1416.5162132615746
1999-10-12,1375.6595683089809
1999-10-13,1332.6210286271578
1999-10-14,1299.1399710905964
1999-10-15,1236.208824823336
1999-10-18,1237.9165048083087
1999-10-19,1279.5147092436503
1999-10-20,1301.205083607911
1999-10-21,1295.9971172467162
1999-10-22,1305.260950022282
1999-10-25,1298.0168110775196
1999-10-26,1291.3775987439874
1999-10-27,1292.0847351587117
1999-10-28,1330.657101589116
1999-10-29,1369.2365507022373
1999-11-01,1374.512871827485
1999-11-02,1377.9525578630264
1999-11-03,1457.0440318570122
1999-11-04,1451.4684450342127
1999-11-05,1469.0266136822906
1999-11-08,1493.002687431494
1999-11-09,1474.0223445801873
1999-11-10,1497.2102851726388
1999-11-11,1519.4053650400315
1999-11-12,1514.844306637725
1999-11-15,1537.3975264285725
1999-11-16,1539.1262237390877
1999-11-17,1545.6137234175148
1999-11-18,1561.368935314448
1999-11-19,1563.5671604180025
1999-11-22,1522.8114344155426
1999-11-23,1519.9383403083575
1999-11-24,1547.4632860243803
1999-11-25,1579.0494671440356
1999-11-26,1570.7448818387602
1999-11-29,1551.5668511715066
1999-11-30,1520.9741075638437
1999-12-01,1516.630474489315
1999-12-02,1523.0754522940574
1999-12-03,1555.505927342683
1999-12-06,1564.0334480477256
1999-12-07,1553.982164302645
1999-12-08,1574.7305708642534
1999-12-09,1565.0779771615694
1999-12-10,1570.3477364819294
1999-12-13,1556.3004746263991
1999-12-14,1537.8769102950982
1999-12-15,1563.108843024995
1999-12-16,1571.3289329513884
1999-12-17,1591.6468187440503
1999-12-20,1591.732777484463
1999-12-21,1608.0092561162357
1999-12-22,1597.783135233479
1999-12-23,1605.5597435520635
1999-12-24,1605.2906366268169
1999-12-27,1590.4657889906762
1999-12-28,1602.6533923520844
1999-12-29,1600.3664472719126
1999-12-30,1611.5981745046681
1999-12-31,1611.5981745046681
2000-01-03,1612.9536869681888
2000-01-04,1500.811827741601
2000-01-05,1510.7536454794301
2000-01-06,1474.8265274281282
2000-01-07,1556.505325353884
2000-01-10,1597.9040962940687
2000-01-11,1558.4625513131703
2000-01-12,1549.225194332735
2000-01-13,1562.8709866233926
2000-01-14,1607.0434445862484
2000-01-17,1623.6680004227508
2000-01-18,1596.754684544734
2000-01-19,1568.3449599012997
2000-01-20,1522.4182027804213
2000-01-21,1494.2086943387924
2000-01-24,1472.9462460774512
2000-01-25,1482.306094144296
2000-01-26,1492.6862462841623
2000-01-27,1465.5837817664824
2000-01-28,1425.9508903894139
2000-01-31,1432.475475990271
2000-02-01,1450.6818575512643
2000-02-02,1453.749403010536
2000-02-03,1475.5772707463113
2000-02-04,1471.1002862598552
2000-02-07,1502.4621721367885
2000-02-08,1506.4201229514056
2000-02-09,1472.507184243829
2000-02-10,1459.4702436293924
2000-02-11,1439.1465253565539
2000-02-14,1455.5273703489233
2000-02-15,1457.6826395234264
2000-02-16,1446.4118744076643
2000-02-17,1443.5211944612363
2000-02-18,1412.2814276986842
2000-02-21,1407.5680367764937
2000-02-22,1389.5492148423345
2000-02-23,1423.4028077420908
2000-02-24,1427.4099678721554
2000-02-25,1398.4459896207238
2000-02-28,1391.0845345585037
2000-02-29,1396.3877488501812
2000-03-01,1391.5148983213562
2000-03-02,1459.5611395569608
2000-03-03,1478.5185358553738
2000-03-06,1459.3972264940053
2000-03-07,1486.003262691041
2000-03-08,1557.8982876342245
2000-03-09,1562.7086545068682
2000-03-10,1535.8707289258118
2000-03-13,1519.8064926317602
2000-03-14,1490.3296290032017
2000-03-15,1512.5088325975487
2000-03-16,1526.4151397826085
2000-03-17,1519.0884787928705
2000-03-20,1522.2086360193719
2000-03-21,1527.4531102175438
2000-03-22,1512.9540113637074
2000-03-23,1537.408404445166
2000-03-24,1525.1889120865737
2000-03-27,1524.508596150827
2000-03-28,1501.186162510979
2000-03-29,1495.567336249746
2000-03-30,1460.9597224431982
2000-03-31,1457.7084980401773
2000-04-03,1467.8307274887306
2000-04-04,1438.038911928588
2000-04-05,1447.9982822867207
2000-04-06,1470.968065689
2000-04-07,1475.1108288165494
2000-04-10,1427.5844777188504
2000-04-11,1404.423494330911
2000-04-12,1381.868497413885
2000-04-13,1361.239070806383
2000-04-14,1303.062781099457
2000-04-17,1302.650703602048
2000-04-18,1346.707884892666
2000-04-19,1314.0445220117242
2000-04-20,1317.962031234076
2000-04-21,1317.962031234076
2000-04-24,1330.137268531804
2000-04-25,1393.4491467717837
2000-04-26,1369.2773107598566
2000-04-27,1357.8985091802201
2000-04-28,1334.3378008610937
2000-05-01,1344.8624376978476
2000-05-02,1337.2247017772743
2000-05-03,1314.7744174059994
2000-05-04,1323.207348860977
2000-05-05,1316.49552885196
2000-05-08,1298.163019472249
2000-05-09,1269.0496451215545
2000-05-10,1247.9661148332882
2000-05-11,1246.1938164235307
2000-05-12,1280.8832794135908
2000-05-15,1295.8277015118
2000-05-16,1298.0247444840286
2000-05-17,1270.9149063270277
2000-05-18,1261.2885369602716
2000-05-19,1238.3769581184847
2000-05-22,1217.1560069781135
2000-05-23,1213.5730969016768
2000-05-24,1242.4649054129839
2000-05-25,1217.2995885173555
2000-05-26,1217.7491184380674
2000-05-29,1222.5638101986556
2000-05-30,1256.4278446132664
2000-05-31,1250.857591781001
2000-06-01,1256.3191113151247
2000-06-02,1298.468880934241
2000-06-05,1276.452507193329
2000-06-06,1219.2453653642128
2000-06-07,1217.1499772170382
2000-06-08,1219.6673050063473
2000-06-09,1220.8872030561276
2000-06-12,1240.7604143113233
2000-06-13,1256.4570339015056
2000-06-14,1279.759178846781
2000-06-15,1248.4067045329466
2000-06-16,1229.5764181273667
2000-06-19,1230.9772211807795
2000-06-20,1215.761065075907
2000-06-21,1235.956604171899
2000-06-22,1216.566527879723
2000-06-23,1202.154787400851
2000-06-26,1213.1364613709356
2000-06-27,1222.8874749471702
2000-06-28,1224.562746775608
2000-06-29,1233.6566521981397
2000-06-30,1279.1434665349395
2000-07-03,1361.691132169738
2000-07-04,1404.9195053793135
2000-07-05,1376.660726364997
2000-07-06,1370.3187710846003
2000-07-07,1390.9675800670664
2000-07-10,1399.8118617522553
2000-07-11,1393.5748375531161
2000-07-12,1402.6674802682255
2000-07-13,1405.0474745704553
2000-07-14,1414.6264515785465
2000-07-17,1416.636056079923
2000-07-18,1413.7109889052235
2000-07-19,1363.5878540680433
2000-07-20,1363.8360712077224
2000-07-21,1351.4671093979696
2000-07-24,1343.4838228746873
2000-07-25,1359.280898300115
2000-07-26,1348.4254921632405
2000-07-27,1322.882351421821
2000-07-28,1300.5913954278967
2000-07-31,1319.428298565486
2000-08-01,1321.3103056865016
2000-08-02,1314.8521730601153
2000-08-03,1309.0670358333432
2000-08-04,1320.708181442761
2000-08-07,1312.1578955552902
2000-08-08,1307.9301713145812
2000-08-09,1302.7889095657242
2000-08-10,1302.998156156343
2000-08-11,1331.3228970983084
2000-08-14,1343.8450537103583
2000-08-15,1332.5594793442003
2000-08-16,1337.4374689576084
2000-08-17,1353.2361461511814
2000-08-18,1336.2078818756322
2000-08-21,1304.5982904514287
2000-08-22,1304.7107586379095
2000-08-23,1299.0784328006062
2000-08-24,1291.8225456357134
2000-08-25,1270.9641464885244
2000-08-28,1279.4137598452155
2000-08-29,1281.5598765025265
2000-08-30,1316.4194763013616
2000-08-31,1329.8701685400406
2000-09-01,1319.2334909735469
2000-09-04,1321.8117800687296
2000-09-05,1324.9329908517047
2000-09-06,1303.313524970638
2000-09-07,1291.291171337013
2000-09-08,1293.2349607305973
2000-09-11,1304.19584937687
2000-09-12,1319.6839994330196
2000-09-13,1323.0877681614954
2000-09-14,1326.7802183918413
2000-09-15,1311.3882168441917
2000-09-18,1270.5637268343742
2000-09-19,1259.1904811924776
2000-09-20,1253.025850964016
2000-09-21,1232.6862768405908
2000-09-22,1238.6714003832283
2000-09-25,1247.9664649663707
2000-09-26,1243.6058899982163
2000-09-27,1238.568968550123
2000-09-28,1234.3083931331203
2000-09-29,1207.832768943093
2000-10-02,1203.6680474243053
2000-10-03,1205.2503108506855
2000-10-04,1209.4259859604128
2000-10-05,1216.330207714303
2000-10-06,1193.8510932158035
2000-10-09,1183.0936939785752
2000-10-10,1167.5907859145848
2000-10-11,1132.4240181093544
2000-10-12,1130.1517891063681
2000-10-13,1132.987726770327
2000-10-16,1136.0675977210879
2000-10-17,1133.0541375900798
2000-10-18,1125.6135894409458
2000-10-19,1142.5603857309334
2000-10-20,1126.7415670943058
2000-10-23,1117.5345650378363
2000-10-24,1130.3280282328628
2000-10-25,1100.7434110798665
2000-10-26,1118.7977192961027
2000-10-27,1142.9589182834304
2000-10-30,1150.3478497402236
2000-10-31,1166.8545417357354
2000-11-01,1176.2193225728886
2000-11-02,1175.91234394188
2000-11-03,1157.997179720397
2000-11-06,1150.8050694026774
2000-11-07,1171.0827160031056
2000-11-08,1174.66194265235
2000-11-09,1167.5823699789144
2000-11-10,1156.8733750172414
2000-11-13,1137.9310775880438
2000-11-14,1159.5691931288543
2000-11-15,1180.0156231428468
2000-11-16,1173.135554243425
2000-11-17,1193.0420480684102
2000-11-20,1197.9625895103168
2000-11-21,1187.4053908904227
2000-11-22,1171.6547244459862
2000-11-23,1175.4057036295724
2000-11-24,1183.7818948153342
2000-11-27,1172.2515639392325
2000-11-28,1152.3970611005038
2000-11-29,1146.6582162781765
2000-11-30,1111.963466461195
2000-12-01,1110.2527534358699
2000-12-04,1082.5933053512258
2000-12-05,1113.3575219018476
2000-12-06,1108.240259516167
2000-12-07,1100.7642450580581
2000-12-08,1102.9691473843748
2000-12-11,1106.8378423437568
2000-12-12,1102.5165381159718
2000-12-13,1094.8055219600406
2000-12-14,1099.6821852421147
2000-12-15,1076.8579356604437
2000-12-18,1069.0537600479365
2000-12-19,1061.175521719866
2000-12-20,1014.8167311544322
2000-12-21,1017.4656948372992
2000-12-22,1035.4240615585957
2000-12-25,1035.4240615585957
2000-12-26,1044.7700081036387
2000-12-27,1044.2570664347363
2000-12-28,1051.1033838363217
2000-12-29,1062.565109976658
2001-01-01,1062.565109976658
2001-01-02,1046.0996577902363
2001-01-03,1062.3789044755265
2001-01-04,1101.269908253889
2001-01-05,1078.3942019720675
2001-01-08,1088.0824891594086
2001-01-09,1081.8658272859643
2001-01-10,1064.3857557733274
2001-01-11,1075.9832646112584
2001-01-12,1079.925860814196
2001-01-15,1073.139859570006
2001-01-16,1070.0722063023788
2001-01-17,1093.5190698348579
2001-01-18,1100.8117243839256
2001-01-19,1113.5730642820195
2001-01-22,1114.6253847745309
2001-01-23,1141.9398488312877
2001-01-24,1149.7254744178733
2001-01-25,1141.3784037556536
2001-01-26,1158.401864046014
2001-01-29,1163.0259752026434
2001-01-30,1180.9205246748024
2001-01-31,1187.500836577489
2001-02-01,1187.912465743349
2001-02-02,1176.442277347041
2001-02-05,1173.6748856437446
2001-02-06,1173.1675311119932
2001-02-07,1158.9908442319627
2001-02-08,1160.1621016294848
2001-02-09,1156.7821050756756
2001-02-12,1167.9647344250066
2001-02-13,1170.1513031475868
2001-02-14,1170.4652594119982
2001-02-15,1187.3644553883853
2001-02-16,1175.2712491276448
2001-02-19,1175.4018021270094
2001-02-20,1163.946949044853
2001-02-21,1132.1856299038018
2001-02-22,1144.5811023570682
2001-02-23,1144.1807999220227
2001-02-26,1165.2946206375177
2001-02-27,1165.6641406895094
2001-02-28,1165.9572590432579
2001-03-01,1171.5085505239128
2001-03-02,1189.39961998667
2001-03-05,1207.500719066016
2001-03-06,1220.2547252719246
2001-03-07,1233.78689108825
2001-03-08,1242.056504883938
2001-03-09,1234.0429408573375
2001-03-12,1200.5997857564244
2001-03-13,1204.0704195136514
2001-03-14,1182.0472528506089
2001-03-15,1179.400339561338
2001-03-16,1180.7419495224874
2001-03-19,1204.383097779768
2001-03-20,1199.2366100980387
2001-03-21,1201.3792293698903
2001-03-22,1162.249668115253
2001-03-23,1147.2625363769184
2001-03-26,1173.0324943962964
2001-03-27,1190.9407810525706
2001-03-28,1176.1950501677507
2001-03-29,1181.8049919948985
2001-03-30,1209.053940561989
2001-04-02,1211.8746328069763
2001-04-03,1186.9922308061336
2001-04-04,1186.3270744653119
2001-04-05,1207.9406441756912
2001-04-06,1198.6473973744778
2001-04-09,1205.5942412972786
2001-04-10,1231.753205576633
2001-04-11,1242.330062726495
2001-04-12,1238.3332904067315
2001-04-13,1238.3332904067315
2001-04-16,1225.4396253551313
2001-04-17,1236.916142494767
2001-04-18,1280.2663198265586
2001-04-19,1250.9757686091602
2001-04-20,1250.4595650213937
2001-04-23,1218.5904616727203
2001-04-24,1223.4447992336338
2001-04-25,1229.0439978231323
2001-04-26,1259.175653522796
2001-04-27,1244.700097669368
2001-04-30,1264.214737586517
2001-05-01,1263.4453103846279
2001-05-02,1275.5572486843562
2001-05-03,1268.4748531054981
2001-05-04,1279.6835931039568
2001-05-07,1261.98379352657
2001-05-08,1254.6942096760029
2001-05-09,1271.2502451733299
2001-05-10,1282.0594511813435
2001-05-11,1278.1357353061885
2001-05-14,1268.7223193987768
2001-05-15,1268.2695013005784
2001-05-16,1281.7420165388335
2001-05-17,1327.706728056097
2001-05-18,1339.6549235503653
2001-05-21,1349.7539263618619
2001-05-22,1374.6851974559556
2001-05-23,1393.8508818853068
2001-05-24,1375.663064825854
2001-05-25,1378.3156600632597
2001-05-28,1385.0718476910606
2001-05-29,1382.320240058243
2001-05-30,1364.7904083622668
2001-05-31,1367.7991093848946
2001-06-01,1358.3181315702902
2001-06-04,1372.743894324162
2001-06-05,1363.6081534558768
2001-06-06,1381.434869772825
2001-06-07,1386.2191750527159
2001-06-08,1391.4399916322695
2001-06-11,1393.333626068258
2001-06-12,1390.5847613610492
2001-06-13,1385.056541904513
2001-06-14,1390.3556390520719
2001-06-15,1362.1560549294989
2001-06-18,1355.8100705539982
2001-06-19,1339.82458620042
2001-06-20,1351.984148002087
2001-06-21,1374.5452732839362
2001-06-22,1365.7079569238679
2001-06-25,1364.563652783637
2001-06-26,1370.6678170270816
2001-06-27,1378.551770153588
2001-06-28,1376.975172711002
2001-06-29,1383.7416127880374
2001-07-02,1413.6541000955299
2001-07-03,1428.2402465142677
2001-07-04,1428.2913603803136
2001-07-05,1424.943773019087
2001-07-06,1401.0635367337873
2001-07-09,1401.3971671002748
2001-07-10,1406.4250933120347
2001-07-11,1352.8143825560278
2001-07-12,1346.574040387951
2001-07-13,1342.8953963923107
2001-07-16,1339.526734203747
2001-07-17,1347.214337682085
2001-07-18,1358.9273522993988
2001-07-19,1374.7349218064137
2001-07-20,1367.0195785712042
2001-07-23,1375.235782633926
2001-07-24,1368.1553661118005
2001-07-25,1365.8714036251051
2001-07-26,1388.2396486525702
2001-07-27,1386.5368684320665
2001-07-30,1392.4578213349905
2001-07-31,1381.7256349205427
2001-08-01,1391.3975489905445
2001-08-02,1393.9676123030722
2001-08-03,1394.1870549585287
2001-08-06,1394.9260076782082
2001-08-07,1395.8443843065868
2001-08-08,1407.1698505155034
2001-08-09,1409.7792363215992
2001-08-10,1406.4908252940352
2001-08-13,1414.5395432105624
2001-08-14,1408.5649264724382
2001-08-15,1400.653055797208
2001-08-16,1396.2048660157225
2001-08-17,1365.061072877072
2001-08-20,1368.1706679608722
2001-08-21,1370.3909846535107
2001-08-22,1387.6534420064145
2001-08-23,1376.4827128415666
2001-08-24,1391.708363865095
2001-08-27,1397.1122345398305
2001-08-28,1381.1695050946523
2001-08-29,1378.5107008495
2001-08-30,1383.0650178995934
2001-08-31,1385.052941093087
2001-09-03,1376.4157954816167
2001-09-04,1373.4104233544995
2001-09-05,1352.484823380107
2001-09-06,1321.3770325387768
2001-09-07,1313.8289578229537
2001-09-10,1314.5364558982867
2001-09-11,1251.4999336972908
2001-09-12,1255.4687495546816
2001-09-13,1253.6135075772945
2001-09-14,1251.499933697291
2001-09-17,1203.2067728301815
2001-09-18,1208.330327595247
2001-09-19,1200.3597532963245
2001-09-20,1146.7637316392177
2001-09-21,1133.4682690250486
2001-09-24,1171.1194611571477
2001-09-25,1172.7525036451477
2001-09-26,1171.8876860115672
2001-09-27,1151.8588244684902
2001-09-28,1163.6764365671665
2001-10-01,1164.0812173426893
2001-10-02,1180.246379867373
2001-10-03,1185.1773680754272
2001-10-04,1206.5664784249905
2001-10-05,1197.5987621093857
2001-10-08,1206.4736348778129
2001-10-09,1213.5605338802393
2001-10-10,1234.0664268926084
2001-10-11,1246.6750751132672
2001-10-12,1214.3362861959133
2001-10-15,1205.3610981200445
2001-10-16,1223.6463492027074
2001-10-17,1219.8891175614315
2001-10-18,1220.7690160342288
2001-10-19,1231.746869638444
2001-10-22,1226.304162445641
2001-10-23,1224.279636704142
2001-10-24,1248.4487603164146
2001-10-25,1248.9867784879577
2001-10-26,1233.7325298656312
2001-10-29,1223.3877782285106
2001-10-30,1206.1083523387572
2001-10-31,1211.3848128339564
2001-11-01,1213.096757153586
2001-11-02,1217.1994181917612
2001-11-05,1227.238035144784
2001-11-06,1221.940954199968
2001-11-07,1216.7116203345627
2001-11-08,1214.7515949020535
2001-11-09,1209.1316532927067
2001-11-12,1197.0670573770938
2001-11-13,1202.0217846953199
2001-11-14,1213.9724943807903
2001-11-15,1217.1765772647225
2001-11-16,1203.1695118806008
2001-11-19,1204.0179574965716
2001-11-20,1209.012791818064
2001-11-21,1219.653681817227
2001-11-22,1219.3298726264409
2001-11-23,1235.3764564807439
2001-11-26,1239.634266064832
2001-11-27,1244.325104222933
2001-11-28,1235.0524325954489
2001-11-29,1235.599399113032
2001-11-30,1236.0328138807693
2001-12-03,1243.9872766802496
2001-12-04,1250.20322059103
2001-12-05,1268.9706737420038
2001-12-06,1270.4488329168905
2001-12-07,1275.6849736628817
2001-12-10,1278.6873976271725
2001-12-11,1275.067429453292
2001-12-12,1282.1821383047272
2001-12-13,1278.600398593566
2001-12-14,1297.0011237436624
2001-12-17,1306.6084107272643
2001-12-18,1305.119908399528
2001-12-19,1302.3790949124464
2001-12-20,1287.4611476814475
2001-12-21,1316.9514412515855
2001-12-24,1327.6806195358047
2001-12-25,1327.6806195358047
2001-12-26,1324.7077301569416
2001-12-27,1320.2308145203976
2001-12-28,1324.992748289038
2001-12-31,1319.4152275409865
2002-01-01,1319.4152275409865
2002-01-02,1327.9942826597892
2002-01-03,1350.141683806443
2002-01-04,1350.4607834144954
2002-01-07,1335.5751301844218
2002-01-08,1346.3904016406289
2002-01-09,1321.0898384822253
2002-01-10,1307.6936676628802
2002-01-11,1306.4554516449127
2002-01-14,1311.1631401591897
2002-01-15,1336.6713056447163
2002-01-16,1331.5316576357382
2002-01-17,1349.4784341911306
2002-01-18,1362.1380559679708
2002-01-21,1367.9316373439735
2002-01-22,1362.822297333825
2002-01-23,1394.3061304240157
2002-01-24,1382.6674993721024
2002-01-25,1391.0368687822731
2002-01-28,1399.8857432648765
2002-01-29,1387.9017395777305
2002-01-30,1379.6370301889622
2002-01-31,1406.3575882437358
2002-02-01,1406.0126586635745
2002-02-04,1393.138721845825
2002-02-05,1394.4707763538047
2002-02-06,1393.2079904239667
2002-02-07,1382.786424592671
2002-02-08,1366.688814211246
2002-02-11,1360.5117370052603
2002-02-12,1368.9529074097723
2002-02-13,1383.3074673830329
2002-02-14,1387.6377973603514
2002-02-15,1382.1315037875722
2002-02-18,1384.766962025574
2002-02-19,1370.5666117044448
2002-02-20,1370.880985128735
2002-02-21,1371.1691200074736
2002-02-22,1360.3884640904112
2002-02-25,1372.3071991423456
2002-02-26,1380.0266177662088
2002-02-27,1399.6631916771148
2002-02-28,1393.6355133086877
2002-03-01,1409.4810958699059
2002-03-04,1441.8257502505107
2002-03-05,1446.9541541434585
2002-03-06,1471.5384521514873
2002-03-07,1475.012522630807
2002-03-08,1502.4160010261762
2002-03-11,1505.3368775674094
2002-03-12,1511.8189506583703
2002-03-13,1496.1528250239442
2002-03-14,1491.1040954572973
2002-03-15,1513.4491862548712
2002-03-18,1541.5935414068338
2002-03-19,1572.628200487563
2002-03-20,1570.2417790883933
2002-03-21,1571.478329727831
2002-03-22,1573.7470925804562
2002-03-25,1560.3283805854653
2002-03-26,1554.5163025705347
2002-03-27,1555.7054102519771
2002-03-28,1556.2836591909074
2002-03-29,1556.2836591909074
2002-04-01,1577.7909310706245
2002-04-02,1583.6711736990096
2002-04-03,1557.1290341911872
2002-04-04,1560.231956187404
2002-04-05,1582.3416674733453
2002-04-08,1573.8858072826652
2002-04-09,1568.9292560643119
2002-04-10,1609.4554509976767
2002-04-11,1592.3066009614658
2002-04-12,1613.6362812224115
2002-04-15,1598.764432479317
2002-04-16,1611.814104914797
2002-04-17,1617.6797252738497
2002-04-18,1603.8726471266514
2002-04-19,1601.241409531847
2002-04-22,1583.8225601890288
2002-04-23,1574.308818885972
2002-04-24,1586.7036880150015
2002-04-25,1563.695413968547
2002-04-26,1582.058885021888
2002-04-29,1578.5867811764867
2002-04-30,1593.0427753357023
2002-05-01,1581.780796384881
2002-05-02,1605.9823835285301
2002-05-03,1595.0197842096438
2002-05-06,1621.6016016502092
2002-05-07,1604.3950990928531
2002-05-08,1629.8614118313244
2002-05-09,1608.0023411429036
2002-05-10,1595.7299479178728
2002-05-13,1596.4372119550585
2002-05-14,1596.565887621084
2002-05-15,1608.2825355052476
2002-05-16,1626.2992633018987
2002-05-17,1626.9407352016542
2002-05-20,1620.986700017492
2002-05-21,1604.9766554996409
2002-05-22,1601.5368160231526
