Date,KOREA IMI HIGH DIVIDEND YIELD
2010-11-01,1452.2432334521457
2010-11-02,1464.1609186504672
2010-11-03,1483.6366176445226
2010-11-04,1477.826612309227
2010-11-05,1459.9750021820646
2010-11-08,1448.250082446348
2010-11-09,1454.055799076622
2010-11-10,1460.742883198744
2010-11-11,1423.2706786012734
2010-11-12,1403.3128409801234
2010-11-15,1395.0307174929153
2010-11-16,1380.4700380250883
2010-11-17,1364.7759018159165
2010-11-18,1390.601768175137
2010-11-19,1401.4680285165948
2010-11-22,1419.0450173809506
2010-11-23,1384.544794999397
2010-11-24,1369.6725025908574
2010-11-25,1375.3558039672575
2010-11-26,1343.150116134402
2010-11-29,1355.5884049250983
2010-11-30,1350.7255019469742
2010-12-01,1373.3031093014547
2010-12-02,1386.8333731380228
2010-12-03,1394.063797422038
2010-12-06,1392.5574172643896
2010-12-07,1399.6997282639397
2010-12-08,1378.108296477532
2010-12-09,1408.708948393849
2010-12-10,1401.993448232433
2010-12-13,1411.2220115806213
2010-12-14,1434.1818292571827
2010-12-15,1430.0600344830073
2010-12-16,1428.3683861108398
2010-12-17,1442.734148657708
2010-12-20,1444.540541967568
2010-12-21,1453.8554284111422
2010-12-22,1455.1570091352196
2010-12-23,1468.456320365842
2010-12-24,1479.1662245132195
2010-12-27,1482.6871803507834
2010-12-28,1489.3897833843173
2010-12-29,1463.870447794686
2010-12-30,1485.3381731465881
2010-12-31,1485.3381731465881
2011-01-03,1493.7396345347581
2011-01-04,1512.346391619843
2011-01-05,1501.4231814832074
2011-01-06,1508.8454237540332
2011-01-07,1509.0048508575908
2011-01-10,1497.5675625344772
2011-01-11,1501.1026292818087
2011-01-12,1507.0730961692548
2011-01-13,1512.2506516588503
2011-01-14,1523.13442626769
2011-01-17,1508.0302250011737
2011-01-18,1497.410963614257
2011-01-19,1527.9856246712231
2011-01-20,1505.7727301569853
2011-01-21,1485.7847805758486
2011-01-24,1495.6896888463227
2011-01-25,1498.4827203780699
2011-01-26,1508.012356082841
2011-01-27,1513.1471054775209
2011-01-28,1501.115963740697
2011-01-31,1472.0688736937796
2011-02-01,1484.2098736687087
2011-02-02,1484.2098736687087
2011-02-03,1484.2098736687087
2011-02-04,1484.2098736687087
2011-02-07,1501.2631655942787
2011-02-08,1489.779887528396
2011-02-09,1456.962560686222
2011-02-10,1428.7702956250735
2011-02-11,1397.2765005940878
2011-02-14,1417.6646212557523
2011-02-15,1418.606677087466
2011-02-16,1405.2889307275377
2011-02-17,1398.1705182737273
2011-02-18,1430.035013659133
2011-02-21,1426.4305126483946
2011-02-22,1395.9621014389902
2011-02-23,1396.5746391809705
2011-02-24,1391.601802670992
2011-02-25,1408.2012378136324
2011-02-28,1389.8583381358376
2011-03-01,1389.8583381358376
2011-03-02,1390.097227464196
2011-03-03,1419.3579686758046
2011-03-04,1448.4410035977899
2011-03-07,1423.4200705771618
2011-03-08,1440.4822595984974
2011-03-09,1443.4510372766506
2011-03-10,1415.9540213141474
2011-03-11,1396.1669663217033
2011-03-14,1394.6680225122168
2011-03-15,1361.5271211394197
2011-03-16,1396.6745979180807
2011-03-17,1388.6567704132028
2011-03-18,1415.8992634696283
2011-03-21,1439.3537083791023
2011-03-22,1455.5135119519764
2011-03-23,1446.8624920067043
2011-03-24,1462.5755044275286
2011-03-25,1478.951891350362
2011-03-28,1473.6427977538988
2011-03-29,1483.9624627527749
2011-03-30,1506.5251194490966
2011-03-31,1525.2369777888057
2011-04-01,1539.8467784155628
2011-04-04,1548.6550879676715
2011-04-05,1551.4748098927353
2011-04-06,1553.580034714736
2011-04-07,1549.995111535671
2011-04-08,1562.9588642750546
2011-04-11,1551.9580289945468
2011-04-12,1524.3836883228635
2011-04-13,1544.961438651182
2011-04-14,1557.0565049303295
2011-04-15,1545.712589174338
2011-04-18,1542.5397820257722
2011-04-19,1516.4707406718296
2011-04-20,1549.4932579421938
2011-04-21,1562.2235689124911
2011-04-22,1559.0636235448035
2011-04-25,1573.0914199706724
2011-04-26,1569.0185956736077
2011-04-27,1611.6721265775054
2011-04-28,1614.395954286195
2011-04-29,1616.0765102179398
2011-05-02,1648.744859282784
2011-05-03,1630.8268001966073
2011-05-04,1608.1134931399556
2011-05-05,1608.1134931399556
2011-05-06,1574.0587037610717
2011-05-09,1562.7927102629233
2011-05-10,1562.7927102629233
2011-05-11,1591.8244319104908
2011-05-12,1548.2813857098422
2011-05-13,1536.167169655465
2011-05-16,1529.3596511098997
2011-05-17,1528.3721109322723
2011-05-18,1554.9988533457927
2011-05-19,1531.5872000939253
2011-05-20,1555.3500458507856
2011-05-23,1499.6959734143604
2011-05-24,1510.5641304311341
2011-05-25,1480.528834669416
2011-05-26,1524.5338969158504
2011-05-27,1538.508918903068
2011-05-30,1538.7856277095061
2011-05-31,1562.2404814209085
2011-06-01,1580.7160957595513
2011-06-02,1560.4064421443663
2011-06-03,1571.7312703894836
2011-06-06,1571.7312703894836
2011-06-07,1572.8682614393408
2011-06-08,1569.3641348968542
2011-06-09,1552.7174912214632
2011-06-10,1553.64269783781
2011-06-13,1553.8126583154162
2011-06-14,1566.4969605835752
2011-06-15,1566.452586482926
2011-06-16,1540.0941788052528
2011-06-17,1541.0933228879815
2011-06-20,1543.196038066517
2011-06-21,1573.8159048553036
2011-06-22,1589.0086695577147
2011-06-23,1590.683087432198
2011-06-24,1609.8600449633132
2011-06-27,1581.0618557091532
2011-06-28,1582.9461559787244
2011-06-29,1610.048875728437
2011-06-30,1644.1647100432024
2011-07-01,1652.7731423175223
2011-07-04,1665.5992919114412
2011-07-05,1674.1844772005588
2011-07-06,1689.7785463148298
2011-07-07,1683.6799118699898
2011-07-08,1689.4195381833172
2011-07-11,1684.5965069377007
2011-07-12,1645.4840360664732
2011-07-13,1666.4469708603988
2011-07-14,1659.5223003386375
2011-07-15,1670.3108880856844
2011-07-18,1653.5348503674306
2011-07-19,1657.7942192229557
2011-07-20,1680.6238965994232
2011-07-21,1676.6572059312111
2011-07-22,1694.7284647483432
2011-07-25,1678.635338241346
2011-07-26,1701.0611779611302
2011-07-27,1698.1701699287726
2011-07-28,1685.3197406618563
2011-07-29,1669.1491408046288
2011-08-01,1699.1223063367092
2011-08-02,1671.5550361862695
2011-08-03,1617.6337929990516
2011-08-04,1604.5707773860108
2011-08-05,1557.45818855641
2011-08-08,1486.8286494320273
2011-08-09,1413.6826828595313
2011-08-10,1424.6070021206306
2011-08-11,1422.34713476436
2011-08-12,1427.5193961130085
2011-08-15,1427.5193961130085
2011-08-16,1500.2734578349516
2011-08-17,1509.7214655674131
2011-08-18,1506.6367351447423
2011-08-19,1447.9673464949367
2011-08-22,1438.950709452167
2011-08-23,1448.3497976793483
2011-08-24,1428.4492862714594
2011-08-25,1431.8217720703458
2011-08-26,1437.375913828899
2011-08-29,1470.8661923893462
2011-08-30,1490.6013763275796
2011-08-31,1533.4880593674145
2011-09-01,1547.2936825055656
2011-09-02,1543.6584310566539
2011-09-05,1499.945418671303
2011-09-06,1480.995279427234
2011-09-07,1529.4421423526062
2011-09-08,1537.0762247537577
2011-09-09,1515.5831615102618
2011-09-12,1515.5831615102618
2011-09-13,1515.5831615102618
2011-09-14,1433.003698391682
2011-09-15,1440.313593178304
2011-09-16,1468.5124419225338
2011-09-19,1419.7347958211778
2011-09-20,1421.1147624764815
2011-09-21,1424.9970266969628
2011-09-22,1364.5855596464016
2011-09-23,1312.0698209419043
2011-09-26,1267.5844664047086
2011-09-27,1331.6704916897665
2011-09-28,1332.0368946184224
2011-09-29,1344.8539213490953
2011-09-30,1340.0996345990923
2011-10-03,1340.0996345990923
2011-10-04,1297.9703762515971
2011-10-05,1293.7829418706358
2011-10-06,1314.1869325813923
2011-10-07,1343.7954899808879
2011-10-10,1346.7923475457437
2011-10-11,1374.8038693957967
2011-10-12,1366.8449018562426
2011-10-13,1393.3882456952254
2011-10-14,1411.556629552494
2011-10-17,1436.9153082488972
2011-10-18,1412.1714446581695
2011-10-19,1447.6124885200159
2011-10-20,1404.749711514915
2011-10-21,1406.2059498400947
2011-10-24,1443.631319475181
2011-10-25,1445.7052418656615
2011-10-26,1443.1614569752624
2011-10-27,1480.6774395238274
2011-10-28,1502.3356292906465
2011-10-31,1501.0046449876033
2011-11-01,1494.1185213390168
2011-11-02,1469.1922514876176
2011-11-03,1448.9002828264697
2011-11-04,1501.2425089344754
2011-11-07,1487.470635255068
2011-11-08,1473.0227355880402
2011-11-09,1490.155386191448
2011-11-10,1417.8635110055793
2011-11-11,1457.5091153444848
2011-11-14,1479.82860303211
2011-11-15,1467.0047387058773
2011-11-16,1448.3639910899515
2011-11-17,1467.3083312544636
2011-11-18,1425.7986523513778
2011-11-21,1410.4325590110186
2011-11-22,1410.8981949243787
2011-11-23,1371.5928881694372
2011-11-24,1382.7758108545875
2011-11-25,1363.1402262625024
2011-11-28,1389.538401907487
2011-11-29,1429.1623620477776
2011-11-30,1433.079890234564
2011-12-01,1492.5627918242155
2011-12-02,1497.5378387886306
2011-12-05,1503.386104540275
2011-12-06,1490.9609051605298
2011-12-07,1518.8547865541823
2011-12-08,1510.1777041390026
2011-12-09,1461.6972467364226
2011-12-12,1476.2464412140248
2011-12-13,1436.8453263638469
2011-12-14,1436.8224976349363
2011-12-15,1399.2528960800187
2011-12-16,1410.0873669428497
2011-12-19,1355.3888954570434
2011-12-20,1384.773343160485
2011-12-21,1429.4092982571342
2011-12-22,1427.1524866337816
2011-12-23,1450.1495432200522
2011-12-26,1445.5681812052908
2011-12-27,1426.8669792250955
2011-12-28,1404.8464039235937
2011-12-29,1410.6024010410754
2011-12-30,1410.6024010410754
2012-01-02,1392.6470648304398
2012-01-03,1434.3099083316602
2012-01-04,1437.967796097713
2012-01-05,1434.6133050276542
2012-01-06,1406.7444748150301
2012-01-09,1385.0304390645629
2012-01-10,1412.3013443088494
2012-01-11,1401.2311149908273
2012-01-12,1411.005013067278
2012-01-13,1428.7354649225567
2012-01-16,1408.5369661877417
2012-01-17,1445.8186319740712
2012-01-18,1453.7865126256806
2012-01-19,1470.5438492031626
2012-01-20,1495.9871372911282
2012-01-23,1495.9871372911282
2012-01-24,1495.9871372911282
2012-01-25,1520.4844683124384
2012-01-26,1517.6865809170463
2012-01-27,1524.6126963686556
2012-01-30,1504.890295125985
2012-01-31,1532.4349803873208
2012-02-01,1527.1525125126261
2012-02-02,1555.5284708171732
2012-02-03,1535.146416767082
2012-02-06,1539.2306196690222
2012-02-07,1545.953544667186
2012-02-08,1557.5624556588878
2012-02-09,1561.55850435307
2012-02-10,1556.3073694517168
2012-02-13,1559.8897810675721
2012-02-14,1561.001788300026
2012-02-15,1575.7740350934528
2012-02-16,1538.3117990638198
2012-02-17,1557.151341518082
2012-02-20,1562.5508387311963
2012-02-21,1561.5333292474268
2012-02-22,1560.9711772061137
2012-02-23,1556.7370302821034
2012-02-24,1563.9494122367407
2012-02-27,1545.4629064107805
2012-02-28,1562.2206259363732
2012-02-29,1587.0121433610645
2012-03-01,1587.0121433610643
2012-03-02,1609.8482622689226
2012-03-05,1587.2775554544478
2012-03-06,1557.563202048025
2012-03-07,1553.1230055644537
2012-03-08,1558.8022763519625
2012-03-09,1558.1637276413055
2012-03-12,1540.5876910629847
2012-03-13,1554.748429156253
2012-03-14,1559.6616483742778
2012-03-15,1555.250863575045
2012-03-16,1548.9851982328955
2012-03-19,1562.5734719510729
2012-03-20,1558.0879509627346
2012-03-21,1535.666556363457
2012-03-22,1528.887087204442
2012-03-23,1521.5577514508518
2012-03-26,1513.4280737446923
2012-03-27,1538.2896831605942
2012-03-28,1536.9825765780206
2012-03-29,1517.1309183604192
2012-03-30,1527.1981504391392
2012-04-02,1533.8651548395596
2012-04-03,1545.4183164750652
2012-04-04,1515.6930953774704
2012-04-05,1516.9926038727633
2012-04-06,1510.941359949137
2012-04-09,1474.3962383403182
2012-04-10,1480.6781248003824
2012-04-11,1480.6781248003824
2012-04-12,1479.0878226625782
2012-04-13,1502.855059189322
2012-04-16,1488.2176990306243
2012-04-17,1489.3047333518766
2012-04-18,1498.5141850481843
2012-04-19,1498.1075490454327
2012-04-20,1491.1959976122282
2012-04-23,1496.4026986465165
2012-04-24,1487.0007701010265
2012-04-25,1486.8641927044193
2012-04-26,1484.2738815503121
2012-04-27,1479.2428855327953
2012-04-30,1480.649019172252
2012-05-01,1480.649019172252
2012-05-02,1499.9484868469424
2012-05-03,1498.840703509514
2012-05-04,1498.2811041519662
2012-05-07,1468.970585772425
2012-05-08,1484.5008919923855
2012-05-09,1466.8976423271083
2012-05-10,1463.8476079907182
2012-05-11,1454.5589079278018
2012-05-14,1445.7898022521513
2012-05-15,1438.6872169041383
2012-05-16,1397.3529855332642
2012-05-17,1396.2074748604782
2012-05-18,1351.5201221523482
2012-05-21,1357.4630214908318
2012-05-22,1375.561294616783
2012-05-23,1348.568256787533
2012-05-24,1341.1954118016658
2012-05-25,1338.7129220246134
2012-05-28,1338.7129220246134
2012-05-29,1363.6993661151841
2012-05-30,1362.0878362193112
2012-05-31,1366.9157628926596
2012-06-01,1363.2572392298882
2012-06-04,1329.015424910894
2012-06-05,1341.063545781056
2012-06-06,1341.063545781056
2012-06-07,1367.2679273042293
2012-06-08,1358.9906709995903
2012-06-11,1383.6412155231658
2012-06-12,1363.824628127562
2012-06-13,1366.8851166703573
2012-06-14,1388.229650427735
2012-06-15,1387.347329558712
2012-06-18,1422.154886705503
2012-06-19,1417.9749851293755
2012-06-20,1433.6577021490957
2012-06-21,1425.2053147373424
2012-06-22,1391.9656087655262
2012-06-25,1382.4559165901494
2012-06-26,1374.3770279522785
2012-06-27,1377.53986094124
2012-06-28,1377.059146719545
2012-06-29,1418.8674123606424
2012-07-02,1423.8364211995984
2012-07-03,1449.4458305856267
2012-07-04,1453.426134580224
2012-07-05,1461.14094486033
2012-07-06,1454.3513466166519
2012-07-09,1442.4036063806118
2012-07-10,1438.0542519630799
2012-07-11,1442.4027848375167
2012-07-12,1402.676040743274
2012-07-13,1411.7300781825936
2012-07-16,1417.2803170293498
2012-07-17,1422.3948654663939
2012-07-18,1410.9000710753778
2012-07-19,1428.9210004627962
2012-07-20,1420.5558687160553
2012-07-23,1399.5061241483224
2012-07-24,1400.5798039979384
2012-07-25,1375.3994257538639
2012-07-26,1384.8847861462755
2012-07-27,1423.4399412811463
2012-07-30,1418.9277159748547
2012-07-31,1453.904765002925
2012-08-01,1472.1378368339801
2012-08-02,1462.019949603854
2012-08-03,1451.0545406973577
2012-08-06,1477.2646364690866
2012-08-07,1472.1367422188655
2012-08-08,1481.3186436321052
2012-08-09,1513.598599311841
2012-08-10,1516.954913680478
2012-08-13,1509.803502038331
2012-08-14,1531.3199917172187
2012-08-15,1531.3199917172187
2012-08-16,1530.6570022065553
2012-08-17,1531.2203013418825
2012-08-20,1536.8713138696335
2012-08-21,1535.561248918779
2012-08-22,1527.1023261918517
2012-08-23,1534.7206196196084
2012-08-24,1512.7408314079714
2012-08-27,1532.1405586495227
2012-08-28,1525.4795934557494
2012-08-29,1529.8135818036096
2012-08-30,1505.6792521125296
2012-08-31,1510.101437392382
2012-09-03,1524.1060441298785
2012-09-04,1511.892001847403
2012-09-05,1486.7031366278961
2012-09-06,1494.9813663628618
2012-09-07,1523.0902299420077
2012-09-10,1521.9704307564814
2012-09-11,1521.8338434030898
2012-09-12,1542.4787597678503
2012-09-13,1539.1092932903703
2012-09-14,1592.21936729803
2012-09-17,1583.065834337019
2012-09-18,1582.5339716393253
2012-09-19,1589.4816491930017
2012-09-20,1569.1680201314887
2012-09-21,1587.481713553942
2012-09-24,1576.1914692466055
2012-09-25,1568.9612857078678
2012-09-26,1555.6356999717784
2012-09-27,1565.9535723521901
2012-09-28,1572.3954117753503
2012-10-01,1572.3954117753503
2012-10-02,1563.1094589921777
2012-10-03,1563.1094589921777
2012-10-04,1563.324361842068
2012-10-05,1572.391445028786
2012-10-08,1558.0019553972704
2012-10-09,1562.218588916985
2012-10-10,1544.2167792810028
2012-10-11,1538.1736913054692
2012-10-12,1553.675403049927
2012-10-15,1553.2629365604232
2012-10-16,1561.0613649397103
2012-10-17,1570.1234942220221
2012-10-18,1572.0344769987073
2012-10-19,1566.6953123488674
2012-10-22,1567.0882928050041
2012-10-23,1556.229701080636
2012-10-24,1554.575409422909
2012-10-25,1557.8874665624548
2012-10-26,1546.0401002589583
2012-10-29,1552.2915223134123
2012-10-30,1563.879144665513
2012-10-31,1574.8581164477832
2012-11-01,1568.053377343204
2012-11-02,1571.5787013824245
2012-11-05,1563.4371145941652
2012-11-06,1575.4599050777495
2012-11-07,1585.2458568320294
2012-11-08,1564.1147950361428
2012-11-09,1562.1670513871911
2012-11-12,1552.8006953764243
2012-11-13,1548.2245463190402
2012-11-14,1558.2114693635672
2012-11-15,1534.1205817976174
2012-11-16,1520.7363912149053
2012-11-19,1539.3035708975342
2012-11-20,1543.322079532501
2012-11-21,1532.2470480927523
2012-11-22,1531.1768823410378
2012-11-23,1533.6312711857217
2012-11-26,1550.5296720819972
2012-11-27,1555.7492866271434
2012-11-28,1540.2660189587941
2012-11-29,1566.4668833788069
2012-11-30,1575.5394354323514
2012-12-03,1580.2869682768928
2012-12-04,1570.0124089158383
2012-12-05,1578.0201648090567
2012-12-06,1586.7180105603875
2012-12-07,1593.3567720972264
2012-12-10,1592.8039796681646
2012-12-11,1609.089788584165
2012-12-12,1618.7336106265163
2012-12-13,1634.4928513870295
2012-12-14,1631.0726944763378
2012-12-17,1628.0633972752807
2012-12-18,1633.6981012931803
2012-12-19,1633.6981012931801
2012-12-20,1646.5778532440233
2012-12-21,1648.946351015245
2012-12-24,1643.1717285958496
2012-12-25,1643.1717285958496
2012-12-26,1641.6604457389108
2012-12-27,1629.2215136293564
2012-12-28,1633.7935161394903
2012-12-31,1633.79351613949
2013-01-01,1633.7935161394898
2013-01-02,1658.9400450315109
2013-01-03,1668.33637422907
2013-01-04,1668.3928948598063
2013-01-07,1669.992446688281
2013-01-08,1661.3416020510472
2013-01-09,1653.2087215769109
2013-01-10,1660.8364300868118
2013-01-11,1656.8546814392487
2013-01-14,1657.8983190459421
2013-01-15,1647.392279308753
2013-01-16,1637.9290549886468
2013-01-17,1643.0409520561884
2013-01-18,1655.2025940300387
2013-01-21,1657.3166610260614
2013-01-22,1662.8344061466419
2013-01-23,1652.626663504798
2013-01-24,1656.4452218438948
2013-01-25,1650.609928491342
2013-01-28,1616.0070012961858
2013-01-29,1630.1804187092728
2013-01-30,1634.3471105522067
2013-01-31,1622.721741417454
2013-02-01,1612.2518635523086
2013-02-04,1630.3277365955387
2013-02-05,1619.6952427223528
2013-02-06,1621.8092378728422
2013-02-07,1619.1779516673896
2013-02-08,1611.22759993438
2013-02-11,1611.22759993438
2013-02-12,1616.7750809399904
2013-02-13,1646.7138377368549
2013-02-14,1652.5994406970644
2013-02-15,1665.6652578171593
2013-02-18,1663.1905128037588
2013-02-19,1663.8347922359767
2013-02-20,1686.9398385972565
2013-02-21,1654.9559666927428
2013-02-22,1667.4551997373442
2013-02-25,1654.3560818998747
2013-02-26,1642.1148658857946
2013-02-27,1643.8684764840891
2013-02-28,1664.9143401213503
2013-03-01,1664.9143401213503
2013-03-04,1636.5402242791645
2013-03-05,1640.3586523682357
2013-03-06,1645.8537190828094
2013-03-07,1634.4508519684293
2013-03-08,1635.3555998232289
2013-03-11,1629.4094638599265
2013-03-12,1614.6105768438836
2013-03-13,1609.0497803850612
2013-03-14,1587.2799668696814
2013-03-15,1576.8566492441462
2013-03-18,1561.9894185566648
2013-03-19,1568.2311101312796
2013-03-20,1547.6929827874071
2013-03-21,1547.1597982482983
2013-03-22,1538.899801753543
2013-03-25,1565.1696048494618
2013-03-26,1574.63926862462
2013-03-27,1574.8984866481603
2013-03-28,1570.082354210888
2013-03-29,1576.8273217352018
2013-04-01,1561.237791442788
2013-04-02,1550.9918983346952
2013-04-03,1548.1016671038064
2013-04-04,1525.9033878567905
2013-04-05,1486.8934163876947
2013-04-08,1461.2314168024154
2013-04-09,1462.1403418191558
2013-04-10,1490.6206037764657
2013-04-11,1507.5063785421705
2013-04-12,1493.1257497666138
2013-04-15,1510.4275393438566
2013-04-16,1512.391222115133
2013-04-17,1513.6285637923625
2013-04-18,1498.143817754705
2013-04-19,1522.8276835828665
2013-04-22,1528.9098514838952
2013-04-23,1526.4798814167784
2013-04-24,1546.6099906234094
2013-04-25,1573.987878518417
2013-04-26,1565.6392144027075
2013-04-29,1566.74032826087
2013-04-30,1585.8729164106132
2013-05-01,1585.8729164106137
2013-05-02,1582.7093065042986
2013-05-03,1587.968361194173
2013-05-06,1596.7285959913336
2013-05-07,1603.8210535688277
2013-05-08,1617.8177878592514
2013-05-09,1628.5794822910773
2013-05-10,1581.8713059992947
2013-05-13,1583.55244893358
2013-05-14,1598.1897976505306
2013-05-15,1585.673916377551
2013-05-16,1597.7812288741786
2013-05-17,1597.7812288741786
2013-05-20,1604.5628160172957
2013-05-21,1614.4974464243076
2013-05-22,1618.072331061573
2013-05-23,1581.3504524849454
2013-05-24,1588.3820628699477
2013-05-27,1597.6083660613167
2013-05-28,1602.3097603889537
2013-05-29,1600.6642692950816
2013-05-30,1599.9453490731335
2013-05-31,1591.6517033640557
2013-06-03,1583.621158093364
2013-06-04,1592.867191852293
2013-06-05,1586.4252363649584
2013-06-06,1586.4252363649584
2013-06-07,1576.6979350025792
2013-06-10,1570.263599732278
2013-06-11,1550.988750424657
2013-06-12,1539.3713322900928
2013-06-13,1527.130697696474
2013-06-14,1542.5923885214897
2013-06-17,1539.8060041222952
2013-06-18,1538.3530768052233
2013-06-19,1526.8533811545772
2013-06-20,1489.2222231984942
2013-06-21,1449.7455104799703
2013-06-24,1423.6290488708598
2013-06-25,1410.8661073467413
2013-06-26,1425.8687624889874
2013-06-27,1454.3818729512177
2013-06-28,1498.539508124988
2013-07-01,1506.1603112888254
2013-07-02,1507.760074305439
2013-07-03,1477.826767347572
2013-07-04,1502.7344530710843
2013-07-05,1503.3585595268166
2013-07-08,1485.225879092388
2013-07-09,1509.5496385500455
2013-07-10,1511.0483839578926
2013-07-11,1562.652096860127
2013-07-12,1556.9949111835165
2013-07-15,1567.5061211442012
2013-07-16,1568.009674264367
2013-07-17,1573.619179089929
2013-07-18,1556.51723851943
2013-07-19,1563.1427529225348
2013-07-22,1578.0963985593878
2013-07-23,1586.6007610083473
2013-07-24,1599.001564318836
2013-07-25,1597.1192506316738
2013-07-26,1614.9366906355974
2013-07-29,1612.6149471264857
2013-07-30,1620.6840377219064
2013-07-31,1599.429335637835
2013-08-01,1611.255913648347
2013-08-02,1617.1063993129776
2013-08-05,1628.5562926593375
2013-08-06,1622.457387681203
2013-08-07,1601.7337656247446
2013-08-08,1620.0232129601982
2013-08-09,1607.2750622767223
2013-08-12,1611.0242536116389
2013-08-13,1618.8880764763999
2013-08-14,1621.504694187144
2013-08-15,1621.5046941871437
2013-08-16,1622.5178844255881
2013-08-19,1622.155396151858
2013-08-20,1587.3297945818463
2013-08-21,1571.9307253133265
2013-08-22,1549.5227329386314
2013-08-23,1565.0478820366338
2013-08-26,1593.3349035438573
2013-08-27,1583.111015994829
2013-08-28,1575.6437482319257
2013-08-29,1600.5480372919271
2013-08-30,1615.0808452615531
2013-09-02,1627.7719979414046
2013-09-03,1648.740095477895
2013-09-04,1651.235113802154
2013-09-05,1655.5219482859397
2013-09-06,1665.581284123911
2013-09-09,1696.4180382241518
2013-09-10,1703.0002442604114
2013-09-11,1708.7615282247414
2013-09-12,1716.065664354163
2013-09-13,1692.4548931711145
2013-09-16,1718.0510616025158
2013-09-17,1719.7315748297742
2013-09-18,1719.7315748297742
2013-09-19,1719.7315748297742
2013-09-20,1719.7315748297742
2013-09-23,1750.01929471018
2013-09-24,1743.7597075271467
2013-09-25,1731.0275082482483
2013-09-26,1741.8332224081744
2013-09-27,1745.3767307863761
2013-09-30,1726.3546586029731
2013-10-01,1725.6143540348605
2013-10-02,1721.8680233657888
2013-10-03,1721.8680233657888
2013-10-04,1727.9724881387629
2013-10-07,1717.8567156378476
2013-10-08,1730.1813931268528
2013-10-09,1730.1813931268528
2013-10-10,1719.8433618004492
2013-10-11,1739.4387494615003
