Date,TAIWAN IMI HIGH DIVIDEND YIELD
2010-11-17,1308.2634151624416
2010-11-18,1314.5965081871414
2010-11-19,1330.700082949597
2010-11-22,1355.4411232794293
2010-11-23,1335.2673557232176
2010-11-24,1324.057866865343
2010-11-25,1341.3670868113418
2010-11-26,1341.1165513290698
2010-11-29,1347.5008995071207
2010-11-30,1341.1136543178338
2010-12-01,1354.9947248029885
2010-12-02,1369.1967933813764
2010-12-03,1384.6319055276456
2010-12-06,1402.850871286174
2010-12-07,1404.2010060509838
2010-12-08,1403.7035406003392
2010-12-09,1419.1182770274665
2010-12-10,1413.5316531937617
2010-12-13,1417.6252557998848
2010-12-14,1420.7840980492015
2010-12-15,1420.5285945951907
2010-12-16,1423.3331386115403
2010-12-17,1436.8051304033343
2010-12-20,1424.2231737145153
2010-12-21,1430.0699084721402
2010-12-22,1434.2750590936637
2010-12-23,1435.7731998151442
2010-12-24,1438.7668479052604
2010-12-27,1444.835144685683
2010-12-28,1442.978033456096
2010-12-29,1437.8315348707217
2010-12-30,1452.921058228602
2010-12-31,1461.93777715182
2011-01-03,1466.4783420193667
2011-01-04,1464.19821179352
2011-01-05,1444.5613330697915
2011-01-06,1439.7343529726338
2011-01-07,1424.9502513817401
2011-01-10,1440.2566773495205
2011-01-11,1457.7426102674842
2011-01-12,1472.261775039449
2011-01-13,1472.3582174549838
2011-01-14,1471.834505977488
2011-01-17,1463.9188330990405
2011-01-18,1474.37104284614
2011-01-19,1484.6897554174445
2011-01-20,1473.207185380733
2011-01-21,1462.8143720975197
2011-01-24,1466.7917648802882
2011-01-25,1469.100416984793
2011-01-26,1470.9606167030731
2011-01-27,1478.0740898093702
2011-01-28,1479.8037458459426
2011-01-31,1478.47864734955
2011-02-01,1478.7078214707683
2011-02-02,1478.7078214707683
2011-02-03,1478.7078214707683
2011-02-04,1478.7078214707683
2011-02-07,1478.7078214707683
2011-02-08,1461.5954866987345
2011-02-09,1448.1011277059843
2011-02-10,1420.5192876008512
2011-02-11,1371.8605643834494
2011-02-14,1382.9374320756954
2011-02-15,1383.7960910874833
2011-02-16,1383.8020604141518
2011-02-17,1377.2122416731186
2011-02-18,1392.1617982358177
2011-02-21,1393.4757950630703
2011-02-22,1360.31170182351
2011-02-23,1344.525130448493
2011-02-24,1337.0748529103882
2011-02-25,1351.1908376102192
2011-02-28,1351.1908376102194
2011-03-01,1374.561667840406
2011-03-02,1362.6692593353712
2011-03-03,1383.5638099609853
2011-03-04,1389.4313972913178
2011-03-07,1379.0327895800804
2011-03-08,1385.436102962196
2011-03-09,1381.1588280198255
2011-03-10,1364.2472108124414
2011-03-11,1346.9501481474244
2011-03-14,1337.2719521716315
2011-03-15,1291.0625526838437
2011-03-16,1306.820037598324
2011-03-17,1307.2662033000468
2011-03-18,1323.9534848728372
2011-03-21,1327.9480966279555
2011-03-22,1333.5437972971768
2011-03-23,1340.8792150385236
2011-03-24,1344.7833971636799
2011-03-25,1356.6007172822033
2011-03-28,1340.2710828583472
2011-03-29,1341.3608020099412
2011-03-30,1344.638811425203
2011-03-31,1353.5628724011817
2011-04-01,1360.689805266049
2011-04-04,1360.689805266049
2011-04-05,1360.689805266049
2011-04-06,1391.451300311724
2011-04-07,1392.7920473786933
2011-04-08,1399.095236158472
2011-04-11,1392.8521237547436
2011-04-12,1368.5017412468405
2011-04-13,1377.9842442846764
2011-04-14,1378.1621327576495
2011-04-15,1370.11200190697
2011-04-18,1360.4440238741938
2011-04-19,1347.6964298274268
2011-04-20,1373.388797114004
2011-04-21,1392.2056632595575
2011-04-22,1395.645715579077
2011-04-25,1386.5439663295654
2011-04-26,1392.7272712446343
2011-04-27,1413.5485546909756
2011-04-28,1428.81847703137
2011-04-29,1429.4400749430538
2011-05-02,1429.4400749430538
2011-05-03,1444.5257927792668
2011-05-04,1446.799637107459
2011-05-05,1454.1795313066425
2011-05-06,1446.5773752494285
2011-05-09,1462.9401209003233
2011-05-10,1457.4623545209993
2011-05-11,1466.144653524511
2011-05-12,1462.5131294762134
2011-05-13,1463.9483181383498
2011-05-16,1446.5620240737912
2011-05-17,1437.220274700232
2011-05-18,1445.903530799913
2011-05-19,1438.0504572514888
2011-05-20,1429.5661370811997
2011-05-23,1411.1414033068627
2011-05-24,1419.2871133046026
2011-05-25,1412.3962896306616
2011-05-26,1423.1435876017204
2011-05-27,1440.3686339562312
2011-05-30,1457.0245679514198
2011-05-31,1486.9399068061532
2011-06-01,1501.1291930940038
2011-06-02,1485.2773143919594
2011-06-03,1499.739935666988
2011-06-06,1499.739935666988
2011-06-07,1503.3747332024043
2011-06-08,1500.5882577312175
2011-06-09,1490.0866123023231
2011-06-10,1467.6959917756164
2011-06-13,1455.3223949927876
2011-06-14,1470.3654323921462
2011-06-15,1482.4257722611376
2011-06-16,1451.3806597961197
2011-06-17,1445.6898201139645
2011-06-20,1433.7405203568057
2011-06-21,1452.8489268236708
2011-06-22,1464.9082041040042
2011-06-23,1452.6669064979044
2011-06-24,1445.501281825257
2011-06-27,1437.5937154876779
2011-06-28,1436.6291119217858
2011-06-29,1458.627339018307
2011-06-30,1479.2097200439707
2011-07-01,1489.9174905947557
2011-07-04,1497.3126891836941
2011-07-05,1489.5875037190258
2011-07-06,1497.30151256295
2011-07-07,1491.0740433014957
2011-07-08,1490.5486781979255
2011-07-11,1463.940848618424
2011-07-12,1435.6241576410584
2011-07-13,1430.8106656669238
2011-07-14,1433.3221717219278
2011-07-15,1450.8102184622487
2011-07-18,1442.6847564174466
2011-07-19,1445.0532955260321
2011-07-20,1479.8050243389243
2011-07-21,1476.953574778917
2011-07-22,1482.580279638745
2011-07-25,1469.6864600531505
2011-07-26,1492.162230595342
2011-07-27,1495.0611140685278
2011-07-28,1489.0677915693648
2011-07-29,1467.3442966062719
2011-08-01,1488.5164041193846
2011-08-02,1480.7496070642549
2011-08-03,1453.580143277017
2011-08-04,1428.9428002622883
2011-08-05,1352.8513908742975
2011-08-08,1299.9763936242916
2011-08-09,1296.5122422043846
2011-08-10,1339.1636219582344
2011-08-11,1338.3775768188473
2011-08-12,1326.5985671507972
2011-08-15,1364.6480126760496
2011-08-16,1361.7061459666934
2011-08-17,1349.9462468536929
2011-08-18,1329.849638526479
2011-08-19,1290.7886663795446
2011-08-22,1294.3896327080786
2011-08-23,1335.8213493068913
2011-08-24,1330.8246156124828
2011-08-25,1323.7512707546557
2011-08-26,1325.8651591444918
2011-08-29,1346.5404560032305
2011-08-30,1358.5525729803508
2011-08-31,1371.7375786360124
2011-09-01,1370.8872913619587
2011-09-02,1366.2519683525718
2011-09-05,1334.4145134853713
2011-09-06,1303.1214589943597
2011-09-07,1335.6859023448687
2011-09-08,1339.272274517218
2011-09-09,1341.5977601596303
2011-09-12,1341.5977601596303
2011-09-13,1303.847085190382
2011-09-14,1280.672216691164
2011-09-15,1312.9614943557312
2011-09-16,1345.0004915217717
2011-09-19,1324.601935308497
2011-09-20,1326.0887026405767
2011-09-21,1335.421166482653
2011-09-22,1285.9712200520876
2011-09-23,1238.6508092998026
2011-09-26,1201.9217365974607
2011-09-27,1249.0368348681961
2011-09-28,1261.0514839580358
2011-09-29,1262.6489865434964
2011-09-30,1273.4412065995634
2011-10-03,1234.9449871005286
2011-10-04,1234.225504317869
2011-10-05,1234.5229377239025
2011-10-06,1243.4971342038805
2011-10-07,1245.539915116903
2011-10-10,1245.539915116903
2011-10-11,1283.6044105782278
2011-10-12,1285.4074738264733
2011-10-13,1299.1599628045344
2011-10-14,1292.66962439533
2011-10-17,1314.8019046010643
2011-10-18,1298.140861210505
2011-10-19,1296.5235933345355
2011-10-20,1276.6201542516098
2011-10-21,1281.1362497577825
2011-10-24,1320.1673316049234
2011-10-25,1319.9433344182248
2011-10-26,1322.9667838558985
2011-10-27,1318.9092914465016
2011-10-28,1327.7079643349368
2011-10-31,1320.673990168472
2011-11-01,1318.63230162943
2011-11-02,1321.1240309778711
2011-11-03,1296.066395615655
2011-11-04,1329.073059221584
2011-11-07,1326.7726771505006
2011-11-08,1325.5700142018773
2011-11-09,1324.7586892781887
2011-11-10,1283.8145345298383
2011-11-11,1294.56628333328
2011-11-14,1319.502415211114
2011-11-15,1312.8787116662597
2011-11-16,1298.065424201237
2011-11-17,1307.335998166173
2011-11-18,1284.988027079668
2011-11-21,1254.7218173033577
2011-11-22,1238.949179436192
2011-11-23,1208.4015610280408
2011-11-24,1202.252248584305
2011-11-25,1195.0629938266452
2011-11-28,1219.835933510833
2011-11-29,1235.3388618517895
2011-11-30,1236.2280072295853
2011-12-01,1287.0894878047932
2011-12-02,1278.7568389023847
2011-12-05,1263.7499583800147
2011-12-06,1238.700660471572
2011-12-07,1247.965326850109
2011-12-08,1236.7087689860762
2011-12-09,1226.4846560263027
2011-12-12,1234.8893670764733
2011-12-13,1230.2736914539155
2011-12-14,1239.089734952202
2011-12-15,1215.7182936340473
2011-12-16,1222.6968692029088
2011-12-19,1203.5618686470716
2011-12-20,1215.0232098277863
2011-12-21,1272.812809128269
2011-12-22,1269.2779503163972
2011-12-23,1291.8985769491778
2011-12-26,1291.6748336798053
2011-12-27,1284.7703872226273
2011-12-28,1275.442765222463
2011-12-29,1277.8165852520642
2011-12-30,1277.1796574365637
2012-01-02,1257.8013778815196
2012-01-03,1275.7055134247223
2012-01-04,1284.3008668622126
2012-01-05,1294.8819862766545
2012-01-06,1298.2009445620224
2012-01-09,1285.5612505587367
2012-01-10,1299.2302882528102
2012-01-11,1309.1076799145183
2012-01-12,1315.7613247607612
2012-01-13,1319.4660194693822
2012-01-16,1308.633038556705
2012-01-17,1327.9035748360104
2012-01-18,1333.436849311846
2012-01-19,1335.1079344921154
2012-01-20,1333.6816799802211
2012-01-23,1333.681679980221
2012-01-24,1333.6816799802207
2012-01-25,1333.6816799802205
2012-01-26,1333.6816799802202
2012-01-27,1333.68167998022
2012-01-30,1369.0706422725998
2012-01-31,1387.940911024921
2012-02-01,1399.682965930967
2012-02-02,1437.5043548206127
2012-02-03,1441.7207789000884
2012-02-06,1431.2975419631368
2012-02-07,1425.5519634841182
2012-02-08,1463.4574004295655
2012-02-09,1475.25918118432
2012-02-10,1457.4565446380789
2012-02-13,1469.0936179761652
2012-02-14,1467.871850844748
2012-02-15,1487.8930303051181
2012-02-16,1456.1966827965875
2012-02-17,1464.809583425523
2012-02-20,1482.5562240281834
2012-02-21,1482.1497055544157
2012-02-22,1506.3435680827172
2012-02-23,1496.6378606959854
2012-02-24,1492.049230141433
2012-02-27,1492.0492301414333
2012-02-28,1492.0492301414336
2012-02-29,1530.362612234401
2012-03-01,1527.0207983842472
2012-03-02,1535.2939402144696
2012-03-05,1510.1605601116019
2012-03-06,1501.2971123866466
2012-03-07,1495.2813473158355
2012-03-08,1501.573177907708
2012-03-09,1512.22332890302
2012-03-12,1491.076101504709
2012-03-13,1508.3788822030024
2012-03-14,1523.0651331337758
2012-03-15,1518.5286858141394
2012-03-16,1508.9239302402661
2012-03-19,1508.539266931013
2012-03-20,1496.439201651063
2012-03-21,1495.3585193943793
2012-03-22,1506.847672737015
2012-03-23,1503.9050073689905
2012-03-26,1484.529632110477
2012-03-27,1492.5212115564614
2012-03-28,1490.2171250828474
2012-03-29,1455.4756428868543
2012-03-30,1470.9611452232452
2012-04-02,1459.5407971963639
2012-04-03,1437.3458076165277
2012-04-04,1437.3458076165277
2012-04-05,1425.4894499505829
2012-04-06,1441.1305724601875
2012-04-09,1415.4576051036383
2012-04-10,1420.4909485434587
2012-04-11,1420.5888812892504
2012-04-12,1420.9399481296416
2012-04-13,1445.2970536524097
2012-04-16,1431.3185913058137
2012-04-17,1399.0866012587348
2012-04-18,1406.1814986957258
2012-04-19,1410.549429023547
2012-04-20,1392.2841595574153
2012-04-23,1397.3870587036204
2012-04-24,1394.065302457405
2012-04-25,1408.1428153944269
2012-04-26,1401.0303904595448
2012-04-27,1387.5541331721
2012-04-30,1407.2208870814306
2012-05-01,1407.2208870814304
2012-05-02,1454.26401122683
2012-05-03,1445.3776133163512
2012-05-04,1459.9141436472223
2012-05-07,1421.36398991989
2012-05-08,1426.7850079488926
2012-05-09,1407.8187882298855
2012-05-10,1402.0180970619363
2012-05-11,1385.0704552037748
2012-05-14,1378.6947449661027
2012-05-15,1390.2030316120895
2012-05-16,1346.8304664417299
2012-05-17,1372.6765524925036
2012-05-18,1328.9529388211834
2012-05-21,1343.3207788248135
2012-05-22,1362.598741365915
2012-05-23,1333.4188353134655
2012-05-24,1325.5513722680205
2012-05-25,1312.8137916106155
2012-05-28,1318.6149725916207
2012-05-29,1363.8446879844246
2012-05-30,1342.610354812583
2012-05-31,1336.8180225905548
2012-06-01,1302.0711599384701
2012-06-04,1260.9112277191305
2012-06-05,1278.0190252110488
2012-06-06,1293.8490331640128
2012-06-07,1298.5837967076295
2012-06-08,1282.1011836575399
2012-06-11,1300.9639624636454
2012-06-12,1290.9806700061233
2012-06-13,1298.4445073736983
2012-06-14,1292.7288132845108
2012-06-15,1318.7714814539283
2012-06-18,1338.3096439078324
2012-06-19,1340.0727159143041
2012-06-20,1351.837414788528
2012-06-21,1345.784856102002
2012-06-22,1323.8001252914448
2012-06-25,1315.1520608469555
2012-06-26,1311.3177205188033
2012-06-27,1320.275616346426
2012-06-28,1317.2576943028687
2012-06-29,1341.3219190691998
2012-07-02,1347.5992456103402
2012-07-03,1359.82389547369
2012-07-04,1368.2502389722385
2012-07-05,1366.115162548404
2012-07-06,1362.0330866953634
2012-07-09,1351.9606731370627
2012-07-10,1343.655596522098
2012-07-11,1341.328595265764
2012-07-12,1316.302529446956
2012-07-13,1308.1672631254546
2012-07-16,1312.8464634544312
2012-07-17,1331.4808642657729
2012-07-18,1313.1677262687213
2012-07-19,1332.214671807447
2012-07-20,1343.0574981634772
2012-07-23,1317.3221848940404
2012-07-24,1310.4601505304379
2012-07-25,1306.459000670278
2012-07-26,1300.4674201763414
2012-07-27,1327.7550965687003
2012-07-30,1337.512233369142
2012-07-31,1358.7273227392352
2012-08-01,1368.244672214753
2012-08-02,1368.244672214753
2012-08-03,1360.674779534773
2012-08-06,1368.4426776216005
2012-08-07,1371.1811719271664
2012-08-08,1379.161659025723
2012-08-09,1396.1374806928109
2012-08-10,1401.2547151687909
2012-08-13,1401.9368927769833
2012-08-14,1408.427693937992
2012-08-15,1404.4953349541606
2012-08-16,1410.7089890289733
2012-08-17,1408.2558861843615
2012-08-20,1405.3388443077786
2012-08-21,1418.5242696543899
2012-08-22,1416.971350379443
2012-08-23,1423.6481885188127
2012-08-24,1416.9987401621606
2012-08-27,1415.6412347887654
2012-08-28,1398.1400306813873
2012-08-29,1407.4590371526099
2012-08-30,1404.562125348252
2012-08-31,1413.1600468914937
2012-09-03,1420.044237844296
2012-09-04,1428.7856614038467
2012-09-05,1415.6902370684122
2012-09-06,1409.181890954255
2012-09-07,1433.2524542162193
2012-09-10,1454.1583073200811
2012-09-11,1454.3034371266633
2012-09-12,1466.676175126721
2012-09-13,1467.325320928187
2012-09-14,1500.94011881238
2012-09-17,1501.7481435934992
2012-09-18,1496.0142955945541
2012-09-19,1508.9934589278928
2012-09-20,1491.958566654839
2012-09-21,1501.7114314976257
2012-09-24,1503.905242894182
2012-09-25,1500.3719701721195
2012-09-26,1486.7589395367158
2012-09-27,1492.8273833794774
2012-09-28,1493.143808849866
2012-10-01,1488.6901298794846
2012-10-02,1497.3592510790602
2012-10-03,1488.89244957407
2012-10-04,1478.3006214425948
2012-10-05,1478.8633006634664
2012-10-08,1471.3773567866165
2012-10-09,1462.545679577344
2012-10-10,1462.545679577344
2012-10-11,1436.5566091100372
2012-10-12,1434.8777408067986
2012-10-15,1429.7728908518711
2012-10-16,1437.3800698087898
2012-10-17,1439.62127809651
2012-10-18,1434.8641581601182
2012-10-19,1430.6033583307292
2012-10-22,1425.1878488600096
2012-10-23,1421.763209984465
2012-10-24,1418.7793390153756
2012-10-25,1413.9852248228945
2012-10-26,1384.5445723547764
2012-10-29,1378.1556432612513
2012-10-30,1394.0822402236818
2012-10-31,1388.3991651121016
2012-11-01,1383.9926019087527
2012-11-02,1387.301321890741
2012-11-05,1378.6423391749508
2012-11-06,1383.2434707138273
2012-11-07,1393.509259605844
2012-11-08,1389.6547549723625
2012-11-09,1405.8072295514457
2012-11-12,1397.083802589288
2012-11-13,1372.4071456867846
2012-11-14,1366.404082507854
2012-11-15,1359.814224189034
2012-11-16,1349.7619602441182
2012-11-19,1352.6301843817448
2012-11-20,1356.0170666956647
2012-11-21,1347.165968621228
2012-11-22,1347.989330091276
2012-11-23,1383.448241773412
2012-11-26,1400.956955410431
2012-11-27,1406.4916338244097
2012-11-28,1401.1949255109087
2012-11-29,1418.1815364802014
2012-11-30,1432.7754026989303
2012-12-03,1430.8013691980502
2012-12-04,1431.030398297225
2012-12-05,1441.5097789760846
2012-12-06,1433.748478085292
2012-12-07,1434.5867738829754
2012-12-10,1431.1178134872512
2012-12-11,1428.0921385192642
2012-12-12,1438.3676426727736
2012-12-13,1454.7999626847475
2012-12-14,1445.9339033714994
2012-12-17,1437.4288468007828
2012-12-18,1440.135827316654
2012-12-19,1439.3564111029063
2012-12-20,1428.4730259892901
2012-12-21,1415.1710496348512
2012-12-24,1415.8322170414792
2012-12-25,1433.1243872263824
2012-12-26,1430.6660628848408
2012-12-27,1436.274765652978
2012-12-28,1444.4873610066113
2012-12-31,1444.4873610066113
2013-01-01,1444.4873610066113
2013-01-02,1452.9310811865498
2013-01-03,1460.9741170608386
2013-01-04,1455.8242422282624
2013-01-07,1452.4117481833512
2013-01-08,1451.7345949387968
2013-01-09,1451.696189750752
2013-01-10,1466.597065803762
2013-01-11,1467.2533328429042
2013-01-14,1467.6480183924243
2013-01-15,1465.1333709513733
2013-01-16,1452.9071230865707
2013-01-17,1442.0490598239642
2013-01-18,1462.2532232124436
2013-01-21,1463.5842037949858
2013-01-22,1468.49573775957
2013-01-23,1467.5434115536568
2013-01-24,1459.4262378838023
2013-01-25,1452.756903304382
2013-01-28,1437.14552857399
2013-01-29,1449.2530906934664
2013-01-30,1452.173263228297
2013-01-31,1452.5777959155996
2013-02-01,1452.0134586801375
2013-02-04,1461.5039003150987
2013-02-05,1458.71686561059
2013-02-06,1455.853972191975
2013-02-07,1452.8229452859773
2013-02-08,1447.1645048819796
2013-02-11,1447.1645048819796
2013-02-12,1447.1645048819796
2013-02-13,1447.1645048819796
2013-02-14,1447.1645048819796
2013-02-15,1447.1645048819796
2013-02-18,1448.0322936969708
2013-02-19,1448.6238111117266
2013-02-20,1452.9495272895797
2013-02-21,1441.9679325761094
2013-02-22,1440.8806296785374
2013-02-25,1441.572607682452
2013-02-26,1432.3428191124542
2013-02-27,1435.36830260214
2013-02-28,1435.36830260214
2013-03-01,1451.353264723904
2013-03-04,1438.3362937639565
2013-03-05,1447.0812461847515
2013-03-06,1449.7102553942439
2013-03-07,1448.0629463258626
2013-03-08,1450.0810714592162
2013-03-11,1445.9622468018224
2013-03-12,1445.1822468984692
2013-03-13,1438.8507409081203
2013-03-14,1435.6428680354713
2013-03-15,1439.2975590548194
2013-03-18,1417.0827225118194
2013-03-19,1424.3694449282714
2013-03-20,1415.9032581131237
2013-03-21,1418.2955237235612
2013-03-22,1416.6590068867515
2013-03-25,1422.9621322946525
2013-03-26,1425.3017880778648
2013-03-27,1426.5366404287636
2013-03-28,1421.0033495178998
2013-03-29,1430.5597702298305
2013-04-01,1427.6560178532482
2013-04-02,1432.094618354118
2013-04-03,1435.1280344590282
2013-04-04,1435.1280344590282
2013-04-05,1435.1280344590282
2013-04-08,1399.6893290714504
2013-04-09,1394.3592172179729
2013-04-10,1391.4759326470949
2013-04-11,1412.047159368005
2013-04-12,1402.6316797087063
2013-04-15,1393.4715410497759
2013-04-16,1402.2803983087294
2013-04-17,1406.5764958719478
2013-04-18,1401.382636161143
2013-04-19,1418.696563175305
2013-04-22,1422.5008803346086
2013-04-23,1424.5014964697527
2013-04-24,1438.2190759215634
2013-04-25,1441.3571999326102
2013-04-26,1439.1859378095464
2013-04-29,1448.5145999091426
2013-04-30,1462.4973315576415
2013-05-01,1462.4973315576415
2013-05-02,1461.4261001709401
2013-05-03,1466.0280151778347
2013-05-06,1476.8231174401335
2013-05-07,1466.2602860709587
2013-05-08,1488.1395411331657
2013-05-09,1488.8983256726867
2013-05-10,1480.4175268784882
2013-05-13,1465.1817255246729
2013-05-14,1461.0791524810334
2013-05-15,1473.3708681242745
2013-05-16,1480.6993846296007
2013-05-17,1475.3113824183313
2013-05-20,1476.2306711616511
2013-05-21,1491.7644182156773
2013-05-22,1491.4702403768074
2013-05-23,1462.6227827462963
2013-05-24,1454.804570305531
2013-05-27,1468.402402300373
2013-05-28,1465.2158109604504
2013-05-29,1468.9963973220517
2013-05-30,1452.2620866339291
2013-05-31,1449.0581395764787
2013-06-03,1443.356650739669
2013-06-04,1445.6785059211197
2013-06-05,1447.6149628311648
2013-06-06,1437.5399791248951
2013-06-07,1437.3519327117415
2013-06-10,1443.6967803140321
2013-06-11,1427.6849651200694
2013-06-12,1427.6849651200694
2013-06-13,1401.151675209202
2013-06-14,1401.5156376628847
2013-06-17,1412.906657046177
2013-06-18,1416.651863799484
2013-06-19,1417.5529703206446
2013-06-20,1402.3060076114193
2013-06-21,1385.5414483112747
2013-06-24,1380.0106976293957
2013-06-25,1366.7780047757967
2013-06-26,1387.8154302506534
2013-06-27,1404.1189970642963
2013-06-28,1429.84294295069
2013-07-01,1424.8076612654122
2013-07-02,1414.6692328231727
2013-07-03,1404.9368836410683
2013-07-04,1407.6769563980693
2013-07-05,1426.996771157048
2013-07-08,1409.348641737427
2013-07-09,1418.158229308935
2013-07-10,1422.0056134756592
2013-07-11,1449.107393410298
2013-07-12,1457.5471176431674
2013-07-15,1471.011412614734
2013-07-16,1474.3035746459614
2013-07-17,1475.2631718977889
2013-07-18,1464.6119169895198
2013-07-19,1453.365634709213
2013-07-22,1469.1202875076747
2013-07-23,1492.0535364648215
2013-07-24,1484.477723274462
2013-07-25,1474.594244758246
2013-07-26,1473.7615154108432
2013-07-29,1461.8532720217922
2013-07-30,1471.330086605262
2013-07-31,1457.3235834551833
2013-08-01,1451.0413124452725
2013-08-02,1456.093045657876
2013-08-05,1463.8232632019497
2013-08-06,1449.1762855888346
2013-08-07,1430.84017384197
2013-08-08,1427.6883752974281
2013-08-09,1416.3279115685555
2013-08-12,1427.8106083442012
2013-08-13,1443.4619196252886
2013-08-14,1436.9615380697394
2013-08-15,1430.6175446128577
2013-08-16,1439.2642357095974
2013-08-19,1433.6319266587818
2013-08-20,1421.5985074461794
2013-08-21,1421.5985074461792
2013-08-22,1411.6804084440932
2013-08-23,1426.8913561012862
2013-08-26,1433.0429338978956
2013-08-27,1423.460880185026
2013-08-28,1419.9924261542376
2013-08-29,1436.571494273239
2013-08-30,1456.6367632642693
2013-09-02,1466.0846484729436
2013-09-03,1470.2693195348904
2013-09-04,1473.765979603603
2013-09-05,1487.7190038223455
2013-09-06,1482.4944776947743
2013-09-09,1487.664102175399
2013-09-10,1494.9949809497862
2013-09-11,1487.6488400207143
2013-09-12,1490.9150216878295
2013-09-13,1481.4814632013733
2013-09-16,1495.6237205751893
2013-09-17,1491.1536574537924
2013-09-18,1485.6864113034635
2013-09-19,1485.6864113034633
2013-09-20,1485.686411303463
2013-09-23,1506.5662247243868
2013-09-24,1507.9097055552581
2013-09-25,1505.0019037809666
2013-09-26,1491.0051966805433
2013-09-27,1497.2033950457212
2013-09-30,1491.9757953940014
2013-10-01,1492.6065810373086
2013-10-02,1494.6993718190872
2013-10-03,1523.4364039238446
2013-10-04,1523.769342396583
2013-10-07,1518.1924949534496
2013-10-08,1516.8915586892567
2013-10-09,1505.0016799826572
2013-10-10,1505.001679982657
2013-10-11,1499.375788247055
2013-10-14,1484.2258698522946
