Date,BRAZIL IMI HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,989.4356212984397
2008-06-03,977.4384051652098
2008-06-04,971.0189557147221
2008-06-05,1011.1217193492828
2008-06-06,991.2828349675852
2008-06-09,987.8546452251043
2008-06-10,963.7394489805345
2008-06-11,949.7496466751528
2008-06-12,971.9410693739067
2008-06-13,956.2600826633762
2008-06-16,959.0132024738284
2008-06-17,975.9522082995862
2008-06-18,951.9320269729723
2008-06-19,963.627215952782
2008-06-20,928.8922752993873
2008-06-23,917.1352330927164
2008-06-24,910.07295993066
2008-06-25,934.015672915878
2008-06-26,917.1398356677573
2008-06-27,915.7569455633013
2008-06-30,934.6589227693645
2008-07-01,903.9965948598641
2008-07-02,873.4148841069496
2008-07-03,836.3317006661414
2008-07-04,828.784222865359
2008-07-07,843.4335394375595
2008-07-08,850.6766343732096
2008-07-09,848.1917492386206
2008-07-10,856.620503273474
2008-07-11,867.5346536995504
2008-07-14,882.6774063983878
2008-07-15,886.0302615621956
2008-07-16,899.2813325127332
2008-07-17,878.9960117224797
2008-07-18,868.3276783455443
2008-07-21,888.9479616113607
2008-07-22,873.1496180624445
2008-07-23,869.5122866535805
2008-07-24,843.6377285628429
2008-07-25,837.6016300774533
2008-07-28,832.9404035751363
2008-07-29,850.2747212435239
2008-07-30,879.2663048673738
2008-07-31,870.3760711573262
2008-08-01,854.2729314643608
2008-08-04,835.0005021175547
2008-08-05,848.7432135499353
2008-08-06,862.9764910937716
2008-08-07,843.831938002929
2008-08-08,825.7689246064746
2008-08-11,798.1417029460697
2008-08-12,777.2218636371485
2008-08-13,785.3465103805148
2008-08-14,802.7426056687142
2008-08-15,778.8193660320197
2008-08-18,766.7741131432205
2008-08-19,766.0393022471294
2008-08-20,796.745836013656
2008-08-21,808.9015972648441
2008-08-22,808.105491868769
2008-08-25,790.4511423278334
2008-08-26,784.7686623090893
2008-08-27,801.3598374476699
2008-08-28,821.3357831217241
2008-08-29,805.1903988132818
2008-09-01,794.9235749678758
2008-09-02,773.6787274796009
2008-09-03,753.986353617588
2008-09-04,717.1181146049732
2008-09-05,703.8133375639293
2008-09-08,699.6005708777722
2008-09-09,662.0951822389543
2008-09-10,667.6015799747655
2008-09-11,671.0843360319669
2008-09-12,691.1263201695009
2008-09-15,648.9570909377627
2008-09-16,638.986621914282
2008-09-17,590.3586902762678
2008-09-18,603.8648005124628
2008-09-19,682.4843682544579
2008-09-22,680.7192611212009
2008-09-23,647.9632846288438
2008-09-24,642.8375519849957
2008-09-25,657.4599823145134
2008-09-26,638.6793512599095
2008-09-29,564.1239788573473
2008-09-30,597.6906946241228
2008-10-01,594.8876023485242
2008-10-02,554.3820754860826
2008-10-03,534.3504990391448
2008-10-06,474.6154954469926
2008-10-07,446.9799000233656
2008-10-08,389.9225804950417
2008-10-09,402.05388338516343
2008-10-10,386.88157011418355
2008-10-13,449.2067507987864
2008-10-14,476.63172976571906
2008-10-15,402.46370622131997
2008-10-16,419.2758444068514
2008-10-17,441.672384665069
2008-10-20,481.43761778360874
2008-10-21,447.6149732398299
2008-10-22,376.3990966842553
2008-10-23,383.28254799933364
2008-10-24,358.7639732774062
2008-10-27,356.2332247005021
2008-10-28,412.0848547171201
2008-10-29,426.75957529349597
2008-10-30,442.4010283432973
2008-10-31,442.8715345555796
2008-11-03,440.41900732605046
2008-11-04,464.1107764038926
2008-11-05,442.1685928383936
2008-11-06,427.98688845508593
2008-11-07,435.67235415677806
2008-11-10,433.1215729783138
2008-11-11,426.79195205290864
2008-11-12,398.8617235882398
2008-11-13,420.45348123804735
2008-11-14,427.24359762673254
2008-11-17,417.27557705749933
2008-11-18,417.83390701639337
2008-11-19,395.83505738573115
2008-11-20,393.52216472988795
2008-11-21,373.96032275116175
2008-11-24,403.4599971823871
2008-11-25,403.62058094635506
2008-11-26,420.54609989268477
2008-11-27,427.8779225741879
2008-11-28,425.35482213722173
2008-12-01,395.89135118026275
2008-12-02,396.78400657523287
2008-12-03,403.85618730354344
2008-12-04,386.0872875484142
2008-12-05,369.9693601172263
2008-12-08,414.91738848615125
2008-12-09,407.02190287354404
2008-12-10,417.37526384194757
2008-12-11,423.7464318694548
2008-12-12,431.9020097531831
2008-12-15,424.0198495844177
2008-12-16,438.86461947567193
2008-12-17,435.063100471606
2008-12-18,439.197601659714
2008-12-19,433.0855836550359
2008-12-22,413.922099217193
2008-12-23,406.94909385359955
2008-12-24,407.08611375052004
2008-12-25,407.08611375052004
2008-12-26,407.6452754493515
2008-12-29,406.6783072550047
2008-12-30,426.3416565211494
2008-12-31,426.012576340301
2009-01-01,426.012576340301
2009-01-02,449.169375460332
2009-01-05,463.76256663544564
2009-01-06,480.5052491022406
2009-01-07,466.3023569470196
2009-01-08,474.84361217005164
2009-01-09,467.96023197920425
2009-01-12,444.4733740992107
2009-01-13,453.3407484352411
2009-01-14,427.8136826317197
2009-01-15,432.77738745830163
2009-01-16,446.089181692948
2009-01-19,437.50392156576964
2009-01-20,420.7877375184979
2009-01-21,426.99906681112043
2009-01-22,423.86130966851215
2009-01-23,424.53864576119076
2009-01-26,432.96105228845175
2009-01-27,427.4480217785543
2009-01-28,438.19668326644194
2009-01-29,436.00049015611063
2009-01-30,424.3972059122724
2009-02-02,414.98890643186036
2009-02-03,426.50250043110947
2009-02-04,436.50095134404864
2009-02-05,440.3200922741596
2009-02-06,460.8745677962281
2009-02-09,460.45764355457806
2009-02-10,450.8619372077065
2009-02-11,439.3084484198093
2009-02-12,432.841541066337
2009-02-13,443.1982082044393
2009-02-16,445.0300070625138
2009-02-17,424.0743128410823
2009-02-18,413.61455960615035
2009-02-19,416.8618341624282
2009-02-20,400.48090643909245
2009-02-23,402.38234939823616
2009-02-24,401.4546181378336
2009-02-25,398.8320812257916
2009-02-26,402.2879709730243
2009-02-27,400.634244183217
2009-03-02,373.3877962694169
2009-03-03,372.8187149689306
2009-03-04,391.3538899623743
2009-03-05,379.9271443702667
2009-03-06,378.49340135404
2009-03-09,373.8903868711965
2009-03-10,391.09193837408094
2009-03-11,389.0654767165668
2009-03-12,392.4645810413452
2009-03-13,393.98348961737963
2009-03-16,396.20449774809316
2009-03-17,398.66437110778475
2009-03-18,401.74089067085066
2009-03-19,416.87006249944307
2009-03-20,413.87233570243933
2009-03-23,427.7291743130385
2009-03-24,424.8007461111655
2009-03-25,433.4285670534906
2009-03-26,449.4520471751297
2009-03-27,435.65915163505724
2009-03-30,413.35220764153627
2009-03-31,429.12625934751907
2009-04-01,441.37719795673684
2009-04-02,463.5191004466059
2009-04-03,482.01447864696166
2009-04-06,473.7514284385356
