Date,ACWI SMALL CAP VALUE WEIGHTED
1997-02-20,1220.2334005278963
1997-02-21,1223.2817900612051
1997-02-24,1229.9939625152308
1997-02-25,1231.8362828243462
1997-02-26,1226.2474005350361
1997-02-27,1223.6048264406154
1997-02-28,1222.2481087835638
1997-03-03,1220.3512344896326
1997-03-04,1219.2818349001088
1997-03-05,1221.168415305961
1997-03-06,1221.0902006760364
1997-03-07,1222.36796686998
1997-03-10,1227.6770416802326
1997-03-11,1229.3393558764274
1997-03-12,1222.3058165239954
1997-03-13,1214.736342418361
1997-03-14,1210.7691819341364
1997-03-17,1208.2864760801808
1997-03-18,1207.6803881820304
1997-03-19,1202.5455018927828
1997-03-20,1197.044987173155
1997-03-21,1199.999218940034
1997-03-24,1195.6396840210564
1997-03-25,1197.271263371553
1997-03-26,1200.8713476005069
1997-03-27,1199.3018190181872
1997-03-28,1199.320818385116
1997-03-31,1192.155209094604
1997-04-01,1182.8816931905365
1997-04-02,1180.7566376429463
1997-04-03,1175.8125396073883
1997-04-04,1175.7456790382573
1997-04-07,1170.755043688103
1997-04-08,1169.2316616002056
1997-04-09,1167.689378336284
1997-04-10,1163.2134067298257
1997-04-11,1155.6920266185818
1997-04-14,1150.5175867308155
1997-04-15,1153.573686190265
1997-04-16,1157.1620646312597
1997-04-17,1161.542939777296
1997-04-18,1168.6814090221872
1997-04-21,1172.717420450103
1997-04-22,1171.309526774788
1997-04-23,1173.1589575542328
1997-04-24,1172.5393517362684
1997-04-25,1167.449306927625
1997-04-28,1165.208778522133
1997-04-29,1169.8884175959859
1997-04-30,1175.575350769172
1997-05-01,1183.3081308808971
1997-05-02,1192.5650635539953
1997-05-05,1201.4936160058016
1997-05-06,1210.100729754644
1997-05-07,1210.8034863581302
1997-05-08,1212.9442969245174
1997-05-09,1220.5180304720782
1997-05-12,1229.8539197874945
1997-05-13,1232.8009451016208
1997-05-14,1235.917046487821
1997-05-15,1241.7550955208476
1997-05-16,1247.4306040070344
1997-05-19,1247.7657126522301
1997-05-20,1256.3697964066655
1997-05-21,1257.8642014289055
1997-05-22,1255.3987684521155
1997-05-23,1263.3820501490366
1997-05-26,1262.4873412755255
1997-05-27,1260.354024323354
1997-05-28,1264.69330626037
1997-05-29,1264.21313623505
1997-05-30,1264.3578295967327
1997-06-02,1265.987857925005
1997-06-03,1269.6144040086028
1997-06-04,1269.634715367675
1997-06-05,1274.6030042415257
1997-06-06,1278.3316361942557
1997-06-09,1289.8064139444816
1997-06-10,1289.5748523873683
1997-06-11,1294.1666122227543
1997-06-12,1291.2304845492922
1997-06-13,1291.2890433609061
1997-06-16,1297.1294039574343
1997-06-17,1296.3575142450718
1997-06-18,1297.2361059470547
1997-06-19,1301.097578654
1997-06-20,1298.3920712434735
1997-06-23,1294.4990416942874
1997-06-24,1296.879377874584
1997-06-25,1302.6498353244317
1997-06-26,1301.9947167144094
1997-06-27,1300.6252180898705
1997-06-30,1307.6068022571192
1997-07-01,1307.0174453388245
1997-07-02,1309.1807670804335
1997-07-03,1316.203394291903
1997-07-04,1314.9540511999803
1997-07-07,1318.0548827377818
1997-07-08,1316.7974602125391
1997-07-09,1313.5661132652451
1997-07-10,1316.3257669105374
1997-07-11,1316.3258397895506
1997-07-14,1314.0662469247204
1997-07-15,1309.0239782804194
1997-07-16,1313.618659241822
1997-07-17,1312.5826360451026
1997-07-18,1310.4307437840077
1997-07-21,1304.9004274451916
1997-07-22,1306.1133101025225
1997-07-23,1306.412462117068
1997-07-24,1305.6118010925961
1997-07-25,1304.3981973476675
1997-07-28,1303.113385856284
1997-07-29,1304.8334325567141
1997-07-30,1306.9538848462414
1997-07-31,1308.7564409666102
1997-08-01,1302.8593575271289
1997-08-04,1299.8909221114923
1997-08-05,1296.3327296313944
1997-08-06,1299.5403996321363
1997-08-07,1298.6116906368736
1997-08-08,1298.226710676379
1997-08-11,1292.2721208459832
1997-08-12,1291.6827219497081
1997-08-13,1294.991737607624
1997-08-14,1290.0951341014952
1997-08-15,1291.4720757772657
1997-08-18,1280.1331744166587
1997-08-19,1283.8476708153378
1997-08-20,1290.8744315231797
1997-08-21,1292.3553030893402
1997-08-22,1288.8098362348464
1997-08-25,1289.1198018715381
1997-08-26,1290.3828357096409
1997-08-27,1288.2307340745238
1997-08-28,1284.922912056721
1997-08-29,1276.7116698056475
1997-09-01,1269.0603851160652
1997-09-02,1270.6053219471119
1997-09-03,1277.9511594050466
1997-09-04,1277.5772963059005
1997-09-05,1286.3514020657633
1997-09-08,1292.4896191135686
1997-09-09,1299.8243831073632
1997-09-10,1298.262164169609
1997-09-11,1291.6737684235206
1997-09-12,1295.7570490857145
1997-09-15,1298.922219661988
1997-09-16,1300.5811666757343
1997-09-17,1301.7948153621219
1997-09-18,1298.9711616302332
1997-09-19,1299.2792196790854
1997-09-22,1297.1427488331638
1997-09-23,1300.0006647412686
1997-09-24,1306.0431812706474
1997-09-25,1303.4373213505448
1997-09-26,1300.1483470243375
1997-09-29,1298.7130212477832
1997-09-30,1302.5941395360762
1997-10-01,1300.2560294500595
1997-10-02,1302.670635201029
1997-10-03,1304.6258216360989
1997-10-06,1309.4903237181954
1997-10-07,1312.7165917518776
1997-10-08,1315.1275082102968
1997-10-09,1313.3870708239165
1997-10-10,1314.7117328629406
1997-10-13,1313.5261555579789
1997-10-14,1309.8827365047084
1997-10-15,1307.2273310675332
1997-10-16,1306.3654232291053
1997-10-17,1291.2289409317393
1997-10-20,1291.5524842556001
1997-10-21,1297.8206388455167
1997-10-22,1299.4245891803619
1997-10-23,1276.9029343501581
1997-10-24,1276.3763762681767
1997-10-27,1234.7952493350542
1997-10-28,1221.5259489442444
1997-10-29,1244.0969213949616
1997-10-30,1232.2493117580448
1997-10-31,1243.643235688147
1997-11-03,1256.7413617243237
1997-11-04,1258.6018262414268
1997-11-05,1258.664904030997
1997-11-06,1254.1767040740876
1997-11-07,1235.977785500493
1997-11-10,1231.630742472336
1997-11-11,1228.500384932457
1997-11-12,1207.2577612926104
1997-11-13,1203.8904281339253
1997-11-14,1203.3815839570384
1997-11-17,1219.2658277916312
1997-11-18,1217.520883867791
1997-11-19,1205.5127791537022
1997-11-20,1210.3732880513073
1997-11-21,1213.7237050451988
1997-11-24,1201.0410552412995
1997-11-25,1186.3307808632264
1997-11-26,1182.191301085313
1997-11-27,1181.7730155870265
1997-11-28,1184.412764498549
1997-12-01,1185.7358808667
1997-12-02,1186.9892598642357
1997-12-03,1185.9120935167862
1997-12-04,1183.7968631829974
1997-12-05,1181.9403058942619
1997-12-08,1180.6983444773052
1997-12-09,1175.9297116589973
1997-12-10,1171.5094077764131
1997-12-11,1151.6463168687021
1997-12-12,1145.4802380176695
1997-12-15,1140.2988815846907
1997-12-16,1139.180749898754
1997-12-17,1154.1574474185345
1997-12-18,1145.435528717023
1997-12-19,1129.089134047156
1997-12-22,1115.7746148832612
1997-12-23,1115.994449066094
1997-12-24,1111.2277168652008
1997-12-25,1113.2916704488628
1997-12-26,1117.2406938446616
1997-12-29,1122.4873825815232
1997-12-30,1132.5836250601333
1997-12-31,1136.1516875560012
1998-01-01,1136.1826911660926
1998-01-02,1133.669750910068
1998-01-05,1131.1331611477826
1998-01-06,1120.277877300097
1998-01-07,1114.9767399831658
1998-01-08,1107.6748196135898
1998-01-09,1093.8407884091175
1998-01-12,1076.0751322544925
1998-01-13,1088.354797392145
1998-01-14,1098.8745113774132
1998-01-15,1097.8360855539875
1998-01-16,1116.4498830317027
1998-01-19,1129.9106111303563
1998-01-20,1134.8332304244311
1998-01-21,1143.661549709066
1998-01-22,1143.6503363192344
1998-01-23,1153.0419326043805
1998-01-26,1168.8798320288845
1998-01-27,1179.2663193323324
1998-01-28,1198.687962705935
1998-01-29,1190.0728381367262
1998-01-30,1180.4994649673183
1998-02-02,1191.026325258023
1998-02-03,1205.9015692079504
1998-02-04,1215.0552132548953
1998-02-05,1231.7138708402604
1998-02-06,1240.8136719380236
1998-02-09,1247.2188507916035
1998-02-10,1263.0258434772736
1998-02-11,1266.3332444416708
1998-02-12,1266.828637617435
1998-02-13,1252.4297715764646
1998-02-16,1243.0010082720996
1998-02-17,1242.9797118527783
1998-02-18,1247.8495243150967
1998-02-19,1248.9789716191597
1998-02-20,1246.468844275931
1998-02-23,1252.7623764874702
1998-02-24,1250.5568850537852
1998-02-25,1253.3941413391922
1998-02-26,1267.2429505215719
1998-02-27,1281.6043569899073
1998-03-02,1299.136931093196
1998-03-03,1297.573373718446
1998-03-04,1291.317960881127
1998-03-05,1272.4961365731608
1998-03-06,1281.9909242109743
1998-03-09,1282.6370263545964
1998-03-10,1290.9045609753261
1998-03-11,1290.5438301472518
1998-03-12,1292.3575571653785
1998-03-13,1311.6205236851931
1998-03-16,1309.5104367408599
1998-03-17,1313.3520275921942
1998-03-18,1306.8480856307185
1998-03-19,1311.7538590629656
1998-03-20,1316.2351086159929
1998-03-23,1322.060411651125
1998-03-24,1320.9564199841116
1998-03-25,1330.4635072898554
1998-03-26,1334.7075385166017
1998-03-27,1333.5347392381236
1998-03-30,1319.5297495189793
1998-03-31,1315.647596630399
1998-04-01,1310.4514172544186
1998-04-02,1297.72768597922
1998-04-03,1296.9802531702987
1998-04-06,1303.9072886261451
1998-04-07,1305.4798908598084
1998-04-08,1312.9459480645826
1998-04-09,1328.8966277926647
1998-04-10,1329.1965610412233
1998-04-13,1329.5550973901456
1998-04-14,1338.119375006269
1998-04-15,1345.4063026021008
1998-04-16,1329.1118455519681
1998-04-17,1330.684403062794
1998-04-20,1333.5120972110194
1998-04-21,1340.593754364507
1998-04-22,1340.9080316159507
1998-04-23,1330.9725216306122
1998-04-24,1326.238626049159
1998-04-27,1299.535139034965
1998-04-28,1298.6503394292772
1998-04-29,1304.3907513036993
1998-04-30,1314.9715801961843
1998-05-01,1317.5440609114398
1998-05-04,1320.6856250887931
1998-05-05,1321.454562888732
1998-05-06,1311.9044501356243
1998-05-07,1303.1128162763625
1998-05-08,1306.7324957499488
1998-05-11,1307.4131964003145
1998-05-12,1301.5244697349679
1998-05-13,1295.5783319677832
1998-05-14,1293.2936451156027
1998-05-15,1289.5483608242687
1998-05-18,1276.1965692811116
1998-05-19,1283.873214814599
1998-05-20,1291.432089258709
1998-05-21,1299.3059890928453
1998-05-22,1295.7373318454884
1998-05-25,1293.272449059961
1998-05-26,1283.031508316816
1998-05-27,1264.6895886404154
1998-05-28,1268.4251136446644
1998-05-29,1271.295119294719
1998-06-01,1257.1333775423839
1998-06-02,1256.7669404350686
1998-06-03,1260.0140821990442
1998-06-04,1260.8205042762083
1998-06-05,1257.2397816008033
1998-06-08,1255.1676283512418
1998-06-09,1253.053936907836
1998-06-10,1234.5065203209317
1998-06-11,1219.5175083160073
1998-06-12,1206.899890099634
1998-06-15,1181.3847690838295
1998-06-16,1185.1791281034943
1998-06-17,1211.3625898397352
1998-06-18,1221.463082291812
1998-06-19,1225.1447966826804
1998-06-22,1211.57623241048
1998-06-23,1209.4404014468844
1998-06-24,1208.4173847096029
1998-06-25,1208.6116935993389
1998-06-26,1201.099815880901
1998-06-29,1207.2114261003144
1998-06-30,1222.4091085335983
1998-07-01,1231.600938337647
1998-07-02,1230.0942270423736
1998-07-03,1233.9427474516187
1998-07-06,1239.2744538722702
1998-07-07,1244.1065651932863
1998-07-08,1240.0565287415416
1998-07-09,1232.8832362215567
1998-07-10,1226.8410679359672
1998-07-13,1229.2856931541353
1998-07-14,1238.50574122178
1998-07-15,1240.7103174383087
1998-07-16,1247.8194781312075
1998-07-17,1249.5850545906153
1998-07-20,1253.6118010196553
1998-07-21,1243.445688388311
1998-07-22,1229.4270497004682
1998-07-23,1213.6853609914178
1998-07-24,1213.8648411533009
1998-07-27,1198.4745900970006
1998-07-28,1193.3649186828059
1998-07-29,1187.7529823478053
1998-07-30,1191.6507774001198
1998-07-31,1181.598401060302
1998-08-03,1164.5700628588554
1998-08-04,1153.596600133125
1998-08-05,1145.6607610301198
1998-08-06,1145.7446151741265
1998-08-07,1149.3716857259587
1998-08-10,1135.1771176420907
1998-08-11,1110.2988899502782
1998-08-12,1118.1735872306845
1998-08-13,1111.5385216634959
1998-08-14,1109.2994238196914
1998-08-17,1101.3985680911132
1998-08-18,1110.5033807849
1998-08-19,1114.5441229831877
1998-08-20,1113.5019473593693
1998-08-21,1093.8181290072991
1998-08-24,1087.3400250171221
1998-08-25,1083.7975918641578
1998-08-26,1063.258303394983
1998-08-27,1035.238557456731
1998-08-28,1017.7154814148386
1998-08-31,1006.3493535718496
1998-09-01,1015.1751369480373
1998-09-02,1025.5426058584862
1998-09-03,1023.1214018048274
1998-09-04,1022.4128178454444
1998-09-07,1047.6745024168258
1998-09-08,1051.636040844773
1998-09-09,1035.8427031455599
1998-09-10,1030.0369182462098
1998-09-11,1030.975106317963
1998-09-14,1036.013537106684
1998-09-15,1037.9193124512817
1998-09-16,1039.9402381425882
1998-09-17,1031.324241147004
1998-09-18,1033.6860845832564
1998-09-21,1018.1383495485326
1998-09-22,1021.1086801550327
1998-09-23,1024.811071851999
1998-09-24,1031.1712594616438
1998-09-25,1024.3164141824604
1998-09-28,1024.0411573520933
1998-09-29,1023.3656671278321
1998-09-30,1002.7368808068072
1998-10-01,979.8671722330722
1998-10-02,976.4573485508506
1998-10-05,958.9236434180294
1998-10-06,960.2941343167295
1998-10-07,980.695103151612
1998-10-08,971.6667012546712
1998-10-09,981.3738270611105
1998-10-12,998.2953069722777
1998-10-13,987.0562419592673
1998-10-14,992.0976319429395
1998-10-15,1012.1022619552024
1998-10-16,1032.3691895192148
1998-10-19,1048.472841509483
1998-10-20,1057.2900541627932
1998-10-21,1066.1325075728282
1998-10-22,1072.62198120882
1998-10-23,1070.3030996451876
1998-10-26,1072.1559028817294
1998-10-27,1068.4729929574103
1998-10-28,1069.639288042853
1998-10-29,1078.8653757809475
1998-10-30,1086.502555784993
1998-11-02,1110.2362465616986
1998-11-03,1112.674542811573
1998-11-04,1126.4314586261416
1998-11-05,1132.7874467415052
1998-11-06,1135.511925355875
1998-11-09,1123.1299715274813
1998-11-10,1110.179559966558
1998-11-11,1117.349611222115
1998-11-12,1102.525924371885
1998-11-13,1106.3905672841302
1998-11-16,1123.6245331211055
1998-11-17,1120.1618901207437
1998-11-18,1127.0227522118669
1998-11-19,1138.7398030227257
1998-11-20,1144.2074782451189
1998-11-23,1152.2756936407457
1998-11-24,1159.2284922496492
1998-11-25,1162.096128860095
1998-11-26,1166.8123564990221
1998-11-27,1170.3911168081872
1998-11-30,1170.9930997434149
1998-12-01,1165.950744843906
1998-12-02,1170.4493349823117
1998-12-03,1163.9356341384416
1998-12-04,1166.476722925801
1998-12-07,1173.234910962825
1998-12-08,1170.55971297658
1998-12-09,1176.5239545408397
1998-12-10,1179.423211447664
1998-12-11,1174.9131195473908
1998-12-14,1168.5821530555038
1998-12-15,1167.8865268105321
1998-12-16,1164.6304616206667
1998-12-17,1159.4193004572269
1998-12-18,1163.907805522577
1998-12-21,1168.9797743484946
1998-12-22,1158.8745737919776
1998-12-23,1168.0239287836894
1998-12-24,1167.7867048799578
1998-12-25,1170.5363339048558
1998-12-28,1173.335801712042
1998-12-29,1180.3154919082308
1998-12-30,1188.3611948952794
1998-12-31,1203.1559602692332
1999-01-01,1203.0741814021349
1999-01-04,1210.8784432945974
1999-01-05,1215.7760475595433
1999-01-06,1229.6120919466348
1999-01-07,1234.6996994304304
1999-01-08,1234.9585389938798
1999-01-11,1244.810942106086
1999-01-12,1231.354463972958
1999-01-13,1214.1004068868774
1999-01-14,1208.1066933493853
1999-01-15,1210.521206240926
1999-01-18,1215.306186320256
1999-01-19,1219.3121117374606
1999-01-20,1218.2469744290267
1999-01-21,1207.9860030779619
1999-01-22,1196.2290578618192
1999-01-25,1190.9761537143268
1999-01-26,1194.7167617742691
1999-01-27,1191.5641181509036
1999-01-28,1189.405739418971
1999-01-29,1193.8497226349948
1999-02-01,1199.4793561094787
1999-02-02,1201.7855069820819
1999-02-03,1198.5811374425843
1999-02-04,1193.4017518856397
1999-02-05,1186.3934199307098
1999-02-08,1180.658427019525
1999-02-09,1169.1948323127572
1999-02-10,1164.1016271094372
1999-02-11,1171.5031287124586
1999-02-12,1169.7458145890712
1999-02-15,1167.5511852715872
1999-02-16,1160.884445140749
1999-02-17,1152.7840708306492
1999-02-18,1149.49985829537
1999-02-19,1144.0899433810678
1999-02-22,1147.6038884327643
1999-02-23,1145.8580791364902
1999-02-24,1138.7643752611475
1999-02-25,1141.5376723231368
1999-02-26,1149.6626620972727
1999-03-01,1149.30921463425
1999-03-02,1146.1109923881459
1999-03-03,1142.6781263665805
1999-03-04,1138.5676798228874
1999-03-05,1154.4931363797232
1999-03-08,1159.1298453503082
1999-03-09,1162.1407803283153
1999-03-10,1173.5903179895279
1999-03-11,1176.6743932387178
1999-03-12,1183.485244502567
1999-03-15,1190.5003364519994
1999-03-16,1197.4629147664782
1999-03-17,1201.8282137858655
1999-03-18,1199.7528978034552
1999-03-19,1208.2883519193972
1999-03-22,1203.3044136910075
1999-03-23,1195.5461556874104
1999-03-24,1190.9959036107934
1999-03-25,1203.14369945507
1999-03-26,1198.1745315828275
1999-03-29,1204.169943548189
1999-03-30,1204.8262446018518
1999-03-31,1214.2716571990736
1999-04-01,1217.8193984167851
1999-04-02,1221.0168752836364
1999-04-05,1222.2222244177017
1999-04-06,1227.7412922980402
1999-04-07,1231.3913713647396
1999-04-08,1242.0179289802813
1999-04-09,1251.4625522688648
1999-04-12,1257.9986720159823
1999-04-13,1267.566573485005
1999-04-14,1279.161224614725
1999-04-15,1287.4089195530532
1999-04-16,1304.7778599029873
1999-04-19,1309.9365144012822
1999-04-20,1306.973726686714
1999-04-21,1305.8686014131106
1999-04-22,1313.1764767939137
1999-04-23,1322.3562925599792
1999-04-26,1329.8561025624324
1999-04-27,1335.5931219967124
1999-04-28,1343.3257203532526
1999-04-29,1343.1428889379995
1999-04-30,1349.7805518578346
1999-05-03,1356.2806759993389
1999-05-04,1362.5934738802653
1999-05-05,1367.5283861899077
1999-05-06,1385.1541508066355
1999-05-07,1385.5161619430723
1999-05-10,1399.709202063783
1999-05-11,1396.4906833363295
1999-05-12,1393.1669366771396
1999-05-13,1388.2373586366145
1999-05-14,1384.5058783797856
1999-05-17,1364.782780795803
1999-05-18,1368.9167719418735
1999-05-19,1365.1056944925813
1999-05-20,1362.988306507007
1999-05-21,1363.318448172848
1999-05-24,1353.6151054872405
1999-05-25,1349.5564862233698
1999-05-26,1348.9839544871988
1999-05-27,1346.8381325102798
1999-05-28,1349.2791979479664
1999-05-31,1346.1212258857274
1999-06-01,1354.5487461894913
1999-06-02,1350.1682199953498
1999-06-03,1350.4958380469848
1999-06-04,1356.0910146508368
1999-06-07,1367.5443550400112
1999-06-08,1376.2892250798873
1999-06-09,1381.3123647497262
1999-06-10,1389.1368390787172
1999-06-11,1393.8447430272197
1999-06-14,1387.5418380666272
1999-06-15,1384.273561241254
1999-06-16,1392.9736999677157
1999-06-17,1404.4408436162882
1999-06-18,1408.9125201537213
1999-06-21,1417.3270293154096
1999-06-22,1419.8123857975017
1999-06-23,1418.4437630223922
1999-06-24,1413.4865410507587
1999-06-25,1417.0857157688454
1999-06-28,1424.285303699662
1999-06-29,1431.6955379210292
1999-06-30,1439.7984208575501
1999-07-01,1447.3516484472434
1999-07-02,1454.8416397846904
1999-07-05,1463.3915403615567
1999-07-06,1466.629678635029
1999-07-07,1462.19784724025
1999-07-08,1461.5556345831055
1999-07-09,1467.9134318069885
1999-07-12,1472.840465223185
1999-07-13,1469.9345291349198
1999-07-14,1477.3721634752876
1999-07-15,1485.8708311237685
1999-07-16,1480.7664887339831
1999-07-19,1482.7213227911193
1999-07-20,1479.3725493844838
1999-07-21,1479.823105414125
1999-07-22,1470.767967399877
1999-07-23,1459.5539318606504
1999-07-26,1452.4472053662912
1999-07-27,1454.3806744034125
1999-07-28,1457.5649554799759
1999-07-29,1457.963681202171
1999-07-30,1459.9224442043544
1999-08-02,1450.1665631340811
1999-08-03,1445.7126665898322
1999-08-04,1442.2995865483238
1999-08-05,1428.138171274146
1999-08-06,1422.6762032311847
1999-08-09,1415.1856249322175
1999-08-10,1412.3631394062027
1999-08-11,1412.6673397279221
1999-08-12,1421.7495228218013
1999-08-13,1424.6546667130317
1999-08-16,1435.3084415158594
1999-08-17,1433.9736300009977
1999-08-18,1440.5473859393007
1999-08-19,1445.5593175376237
1999-08-20,1452.951890533738
1999-08-23,1460.8316784841925
1999-08-24,1459.0586101706965
1999-08-25,1459.9525281384242
1999-08-26,1452.3198550677876
1999-08-27,1449.7437825349878
1999-08-30,1452.9717935898884
1999-08-31,1458.5154407551795
1999-09-01,1465.74023424004
1999-09-02,1461.6253861960615
1999-09-03,1465.2421828676343
1999-09-06,1471.5909336687425
1999-09-07,1470.4242813851151
1999-09-08,1464.1455633740734
1999-09-09,1474.7408364180264
1999-09-10,1479.3155665287445
1999-09-13,1486.5620450183187
1999-09-14,1485.1930528822174
1999-09-15,1482.4887304894805
1999-09-16,1467.0793476324527
1999-09-17,1465.079042196551
1999-09-20,1464.2888790697143
1999-09-21,1463.5840546490567
1999-09-22,1453.6986300695733
1999-09-23,1443.8661744222627
1999-09-24,1427.5954310723423
1999-09-27,1421.7796846877693
1999-09-28,1424.3721062820664
1999-09-29,1425.29670293127
1999-09-30,1440.0483070432003
1999-10-01,1444.5392981942869
1999-10-04,1444.4892471482387
1999-10-05,1440.6954164462463
1999-10-06,1444.3012912883041
1999-10-07,1447.9545433140654
1999-10-08,1444.1785201795924
1999-10-11,1451.235278433844
1999-10-12,1450.912065503916
1999-10-13,1434.9869012317877
1999-10-14,1432.8569040163995
1999-10-15,1423.755536244693
1999-10-18,1400.5038880586471
1999-10-19,1401.0500569112362
1999-10-20,1412.390761105184
1999-10-21,1410.0420841291202
1999-10-22,1414.2945595498215
1999-10-25,1416.0197317129093
1999-10-26,1410.0310112613663
1999-10-27,1406.7860197496418
1999-10-28,1410.416854168995
1999-10-29,1422.6724892254053
1999-11-01,1424.9669756862677
1999-11-02,1430.2183041264243
1999-11-03,1431.9151781784517
1999-11-04,1436.3666918318409
1999-11-05,1432.924975308346
1999-11-08,1434.2574614526993
1999-11-09,1438.1454448062934
1999-11-10,1443.5641829158524
1999-11-11,1435.381955446885
1999-11-12,1431.0096395819016
1999-11-15,1431.6445629055227
1999-11-16,1433.2300127619721
1999-11-17,1444.0116799848824
1999-11-18,1451.0171183447999
1999-11-19,1452.6773752211254
1999-11-22,1458.5509177954248
1999-11-23,1453.9351962910619
1999-11-24,1443.4180335184483
1999-11-25,1439.5482364139216
1999-11-26,1445.6344010727173
1999-11-29,1442.723083504487
1999-11-30,1438.8027162220237
1999-12-01,1438.9368077049387
1999-12-02,1439.4300300271896
1999-12-03,1444.7227293295393
1999-12-06,1449.5488283125774
1999-12-07,1447.2714348627103
1999-12-08,1444.4755346562997
1999-12-09,1438.9770057645217
1999-12-10,1447.0022792599439
1999-12-13,1447.752200785117
1999-12-14,1437.4703000871218
1999-12-15,1430.1585466101724
1999-12-16,1436.4079506512564
1999-12-17,1433.35841272685
1999-12-20,1432.065497139432
1999-12-21,1435.2879598263328
1999-12-22,1440.871268087054
1999-12-23,1448.3478570434504
1999-12-24,1451.4030048057532
1999-12-27,1453.4789992837545
1999-12-28,1453.9278315236456
1999-12-29,1464.5523336123508
1999-12-30,1471.93480750304
1999-12-31,1480.373480866206
2000-01-03,1485.135082745939
2000-01-04,1467.9635140810196
2000-01-05,1461.263617591292
2000-01-06,1458.8173619188178
2000-01-07,1474.6763892184708
2000-01-10,1488.3488190328812
2000-01-11,1484.6889381931844
2000-01-12,1479.02987047705
2000-01-13,1494.4834039229154
2000-01-14,1498.9420345406343
2000-01-17,1513.6676845744264
2000-01-18,1514.2301127108753
2000-01-19,1508.7638556708828
2000-01-20,1513.645245265752
2000-01-21,1512.595173264383
2000-01-24,1505.3297720507678
2000-01-25,1494.4418638543702
2000-01-26,1494.2651881720083
2000-01-27,1492.5363322256628
2000-01-28,1475.3060602348198
2000-01-31,1461.4884535834663
2000-02-01,1463.1777515463564
2000-02-02,1467.217707283032
2000-02-03,1481.3480400928179
2000-02-04,1484.215158499633
2000-02-07,1485.3858585029868
2000-02-08,1488.0649966430854
2000-02-09,1485.3969753060403
2000-02-10,1482.3086926339508
2000-02-11,1478.1595678806511
2000-02-14,1475.4368573776637
2000-02-15,1471.8702028177781
2000-02-16,1471.1595896590622
2000-02-17,1475.6791747916322
2000-02-18,1465.4074907166255
2000-02-21,1458.0634293254896
2000-02-22,1456.4413774760667
2000-02-23,1460.8557597135418
2000-02-24,1458.7617704693262
2000-02-25,1457.1423029639507
2000-02-28,1453.8789936219996
2000-02-29,1466.1969696614794
2000-03-01,1487.3220226225872
2000-03-02,1486.561223214983
2000-03-03,1493.771583400455
2000-03-06,1491.561403494672
2000-03-07,1482.9896802420062
2000-03-08,1479.2069001427978
2000-03-09,1496.2142243131443
2000-03-10,1501.1227180037238
2000-03-13,1487.0853961208948
2000-03-14,1479.1995283301962
2000-03-15,1475.5611286400417
2000-03-16,1498.837504494269
2000-03-17,1503.98974265098
2000-03-20,1496.9388730946757
2000-03-21,1496.675044720888
2000-03-22,1502.570053763537
2000-03-23,1506.3227247545456
2000-03-24,1510.4828906198554
2000-03-27,1515.691537626394
2000-03-28,1511.5112184179777
2000-03-29,1508.0279526711172
2000-03-30,1495.1446428371587
2000-03-31,1513.3706018576393
2000-04-03,1494.906988830058
2000-04-04,1475.0040513298177
2000-04-05,1475.5249186055364
2000-04-06,1486.6178718735841
2000-04-07,1495.5877491964047
2000-04-10,1488.3709573568635
2000-04-11,1479.3039547464748
2000-04-12,1476.5271219747472
2000-04-13,1466.1982589105487
2000-04-14,1435.094866928846
