Date,AC ASIA ex JAPAN+CHINA A ONSH SMALL CAP
2004-12-01,1000.0
2004-12-02,1011.015314183587
2004-12-03,1007.7864494783245
2004-12-06,1011.4144198009985
2004-12-07,1004.2775849087959
2004-12-08,996.4909535781646
2004-12-09,995.4024406282194
2004-12-10,980.849663672835
2004-12-13,980.7533216697888
2004-12-14,984.666550301286
2004-12-15,993.4876882839602
2004-12-16,996.5931241486204
2004-12-17,996.6763002960583
2004-12-20,1000.2003537151242
2004-12-21,1001.102909149811
2004-12-22,1007.3080494008765
2004-12-23,1005.4866030826355
2004-12-24,1008.9304538273775
2004-12-27,1008.0746613392578
2004-12-28,1010.8122514836359
2004-12-29,1016.2474870883356
2004-12-30,1020.8956883371974
2004-12-31,1027.6158873748334
2005-01-03,1027.9072547840435
2005-01-04,1020.9344424666601
2005-01-05,1012.1786965099102
2005-01-06,1007.7340744411782
2005-01-07,1006.2447808822739
2005-01-10,1004.7595102572515
2005-01-11,1009.1686987897494
2005-01-12,1002.981794296713
2005-01-13,1010.9485354532593
2005-01-14,1008.152816038214
2005-01-17,1012.5679896956926
2005-01-18,1015.6174715595859
2005-01-19,1018.788703066263
2005-01-20,1010.6563717827124
2005-01-21,1011.6033239654328
2005-01-24,1011.3048443475113
2005-01-25,1008.7950461263104
2005-01-26,1014.3356708295868
2005-01-27,1013.2988660557239
2005-01-28,1018.6494061562801
2005-01-31,1022.9109301285823
2005-02-01,1017.1671372251675
2005-02-02,1030.2263611720762
2005-02-03,1031.8442736431548
2005-02-04,1037.2219733930413
2005-02-07,1045.5016192805724
2005-02-08,1044.7344137010043
2005-02-09,1045.0211705516294
2005-02-10,1043.1990564027296
2005-02-11,1047.0087885142361
2005-02-14,1058.1096658020995
2005-02-15,1060.6258755345618
2005-02-16,1067.6130208109087
2005-02-17,1068.0457942316036
2005-02-18,1073.6078620263968
2005-02-21,1082.136853339721
2005-02-22,1085.8977462406644
2005-02-23,1087.4371391737466
2005-02-24,1094.4946403909194
2005-02-25,1097.2586044791549
2005-02-28,1104.4807271167829
2005-03-01,1106.438736878446
2005-03-02,1104.7959145803916
2005-03-03,1111.9631841181465
2005-03-04,1109.9547691645673
2005-03-07,1113.3980780679226
2005-03-08,1114.7417141753706
2005-03-09,1123.6043857596987
2005-03-10,1118.8768838748988
2005-03-11,1124.7906065555885
2005-03-14,1121.501695230517
2005-03-15,1100.3097081401665
2005-03-16,1100.0532797466024
2005-03-17,1091.6667199779292
2005-03-18,1085.3671988935166
2005-03-21,1082.7415459307108
2005-03-22,1071.4170414919267
2005-03-23,1061.048379996526
2005-03-24,1055.5488156254157
2005-03-25,1060.7420056191131
2005-03-28,1059.8884388579263
2005-03-29,1041.9643918579584
2005-03-30,1037.3486447530317
2005-03-31,1048.1595970198423
2005-04-01,1062.2833273562785
2005-04-04,1056.3386479159528
2005-04-05,1054.1065660446416
2005-04-06,1061.6861283879944
2005-04-07,1064.27524395415
