Date,EMU ESG LEADERS
2007-09-28,1000.0
2007-10-01,1007.553540261516
2007-10-02,1012.8379994672359
2007-10-03,1013.3636876195505
2007-10-04,1010.8086880357666
2007-10-05,1019.0065143119978
2007-10-08,1015.9236153073535
2007-10-09,1019.0239181871497
2007-10-10,1018.6920916699908
2007-10-11,1024.8100303033323
2007-10-12,1023.7736104571427
2007-10-15,1013.3350064623548
2007-10-16,1006.538635242878
2007-10-17,1014.2926499428767
2007-10-18,1010.9487916795329
2007-10-19,1008.7598093846418
2007-10-22,996.3971168252311
2007-10-23,1005.2046606673498
2007-10-24,999.4783730191472
2007-10-25,1012.2994373274685
2007-10-26,1017.7303620443946
2007-10-29,1025.8044326220058
2007-10-30,1022.9436333228193
2007-10-31,1029.5207980887483
2007-11-01,1017.0051437857715
2007-11-02,1016.8127757444086
2007-11-05,1012.5789534978339
2007-11-06,1017.6596661848439
2007-11-07,1012.0949265488132
2007-11-08,1002.463232707306
2007-11-09,986.8066634561302
2007-11-12,987.9941987624723
2007-11-13,989.145238081459
2007-11-14,996.6590245036913
2007-11-15,988.9116122686344
2007-11-16,985.4084875165616
2007-11-19,970.3194948500612
2007-11-20,980.6317561035282
2007-11-21,957.6215796913896
2007-11-22,960.1265629531117
2007-11-23,974.1846237773624
2007-11-26,969.4613660248627
2007-11-27,965.1731738240127
2007-11-28,987.191209684123
2007-11-29,991.3202137461411
2007-11-30,1002.4897384148202
2007-12-03,1000.7215898182876
2007-12-04,989.5128720387011
2007-12-05,1004.5996776544469
2007-12-06,1003.8426260496122
2007-12-07,1010.5715291914237
2007-12-10,1015.095528478273
2007-12-11,1013.0187776483499
2007-12-12,1014.5434839048958
2007-12-13,993.4822166190291
2007-12-14,997.5249141017819
2007-12-17,980.3318377672039
2007-12-18,979.8860503448944
2007-12-19,977.1868428716681
2007-12-20,979.1721010882868
2007-12-21,994.2282839092392
2007-12-24,995.6438656144671
2007-12-25,995.6438656144671
2007-12-26,995.643865614467
2007-12-27,996.5930322991404
2007-12-28,996.8545205529956
2007-12-31,996.6657327144023
2008-01-01,996.6657327144023
2008-01-02,983.6463719801293
2008-01-03,978.3797241319265
2008-01-04,961.6647765241763
2008-01-07,958.739716852184
2008-01-08,963.4692864021414
2008-01-09,950.4050929163654
2008-01-10,943.3869855579517
2008-01-11,941.5628320695298
2008-01-14,945.9791235142204
2008-01-15,917.7348780879738
2008-01-16,906.6023568593167
2008-01-17,901.9042120225132
2008-01-18,890.2371812399181
2008-01-21,833.7228801368251
2008-01-22,849.8841695995186
2008-01-23,819.1106190017433
2008-01-24,873.5356416625921
2008-01-25,874.3806887431612
2008-01-28,868.1708304203564
2008-01-29,881.5981952418814
2008-01-30,877.0220039556831
2008-01-31,876.5321542528669
2008-02-01,894.1168841788045
2008-02-04,895.9077239726305
2008-02-05,859.8079896253548
2008-02-06,868.0430963953656
2008-02-07,853.0662776330074
2008-02-08,854.6146705725791
2008-02-11,849.0352965027465
2008-02-12,876.7652976444866
2008-02-13,879.1939596989312
2008-02-14,878.503550070512
2008-02-15,864.0097374671336
2008-02-18,879.6564077500904
2008-02-19,882.6333557350937
2008-02-20,873.0718284584539
2008-02-21,877.9059241259703
2008-02-22,870.8960525797319
2008-02-25,884.0716428967719
2008-02-26,896.2160877228517
2008-02-27,895.0829338113044
2008-02-28,878.4449842065861
2008-02-29,865.0816467265407
2008-03-03,852.917078385221
2008-03-04,838.9446823247215
