Date,KOKUSAI ESG LEADERS
2007-09-28,1000.0
2007-10-01,1010.1155734478939
2007-10-02,1015.4194370145433
2007-10-03,1013.6735863710766
2007-10-04,1015.0550502824136
2007-10-05,1025.5205141996903
2007-10-08,1026.1232994373952
2007-10-09,1031.788312175056
2007-10-10,1028.55437348981
2007-10-11,1024.9830863266188
2007-10-12,1029.350429789219
2007-10-15,1017.077401076881
2007-10-16,1010.9967148305333
2007-10-17,1014.7327326582688
2007-10-18,1009.9237777883723
2007-10-19,995.1216847054028
2007-10-22,996.6969956952772
2007-10-23,1003.0134930052739
2007-10-24,1000.5010836634218
2007-10-25,1003.6789565618119
2007-10-26,1009.6361575672258
2007-10-29,1015.9040749418211
2007-10-30,1009.6628144286063
2007-10-31,1019.4914268835917
2007-11-01,1002.5055873030572
2007-11-02,1000.6504648100348
2007-11-05,996.3781214549059
2007-11-06,1001.8302495242053
2007-11-07,980.1995724450337
2007-11-08,972.2005090798365
2007-11-09,955.8537254945098
2007-11-12,953.6291413768549
2007-11-13,967.5045884080536
2007-11-14,964.4953202030174
2007-11-15,954.426964052753
2007-11-16,954.2631995355941
2007-11-19,938.3012628544958
2007-11-20,940.0562439970381
2007-11-21,920.0100270689919
2007-11-22,922.9492512590596
2007-11-23,937.7696727892536
2007-11-26,925.7919660919978
2007-11-27,929.350319440253
2007-11-28,957.7797874567246
2007-11-29,959.337679494106
2007-11-30,970.2524232196132
2007-12-03,968.1381887112477
2007-12-04,956.0289660209247
2007-12-05,973.2338134796796
2007-12-06,981.8755881260115
2007-12-07,983.0051394868744
2007-12-10,987.2887528686248
2007-12-11,973.2481775496658
2007-12-12,977.9922283986331
2007-12-13,971.121765136422
2007-12-14,971.3190710571265
2007-12-17,957.4957125346061
2007-12-18,958.897853632063
2007-12-19,958.0607105339091
2007-12-20,963.4653380352484
2007-12-21,977.7833303421651
2007-12-24,981.6307157743811
2007-12-25,981.6307157743811
2007-12-26,977.324008392509
2007-12-27,968.6154006455134
2007-12-28,963.5025715102984
2007-12-31,963.2335658958876
2008-01-01,963.2335658958876
2008-01-02,946.0750167026561
2008-01-03,943.901929780159
2008-01-04,920.8315947904131
2008-01-07,922.1112313888765
2008-01-08,917.6859177656377
2008-01-09,919.3564109832001
2008-01-10,917.1573539920605
2008-01-11,904.7609120208753
2008-01-14,908.0855498720773
2008-01-15,886.3124318648838
2008-01-16,883.6067440743922
2008-01-17,869.7363600302979
2008-01-18,865.5697532680739
2008-01-21,847.109539683319
2008-01-22,846.14359221277
2008-01-23,849.1368226165455
2008-01-24,868.1553558086638
2008-01-25,865.0444557851422
2008-01-28,864.6792390576936
2008-01-29,872.7679371139943
2008-01-30,867.1708996827557
2008-01-31,874.0676271655134
2008-02-01,888.629660172849
2008-02-04,885.127914495782
2008-02-05,863.9582674723998
2008-02-06,861.4703504443062
2008-02-07,863.4436657073168
2008-02-08,865.9368477777728
2008-02-11,866.5394000993449
2008-02-12,877.908703856151
2008-02-13,884.285914384541
2008-02-14,877.1078631401754
2008-02-15,867.711497789722
2008-02-18,874.8854193081885
2008-02-19,872.564479904446
2008-02-20,876.0263445376622
2008-02-21,868.2412125544623
2008-02-22,868.0257256365775
2008-02-25,881.1818983319578
2008-02-26,889.8964973420485
2008-02-27,882.1273192892542
2008-02-28,869.4165084082222
2008-02-29,851.1531642279419
2008-03-03,845.040257118141
2008-03-04,837.2986943457063
2008-03-05,845.547998873978
2008-03-06,829.7844840265409
2008-03-07,821.3801015783581
2008-03-10,809.7147221312723
2008-03-11,832.1112869478299
2008-03-12,828.5414345554865
2008-03-13,823.4474281534743
2008-03-14,810.689981307822
2008-03-17,786.2018763711571
2008-03-18,814.0446933554823
2008-03-19,805.1290632543227
2008-03-20,818.6018295218838
2008-03-21,818.6018295218838
2008-03-24,827.7304589966626
2008-03-25,836.6278662301825
2008-03-26,825.653972309657
2008-03-27,823.1659339874001
2008-03-28,818.7452411244923
2008-03-31,816.0800109838607
2008-04-01,847.8842884748367
2008-04-02,852.3843591522095
2008-04-03,851.9147840663378
2008-04-04,850.72204638344
2008-04-07,854.5386247421459
2008-04-08,848.466765499852
2008-04-09,838.6925233598043
2008-04-10,839.7685221863889
2008-04-11,826.0755348854321
2008-04-14,820.4629939247584
2008-04-15,825.911143348034
2008-04-16,837.9169316781644
2008-04-17,835.3937424345455
2008-04-18,857.1827405352093
2008-04-21,848.99030722463
2008-04-22,841.3825731024732
2008-04-23,846.2041803153958
2008-04-24,854.9875454035162
2008-04-25,864.1778866846065
2008-04-28,866.886344914123
2008-04-29,861.5917763502882
2008-04-30,864.7707327464119
2008-05-01,877.6451192560229
2008-05-02,889.5689803204353
2008-05-05,884.7171536877438
2008-05-06,883.9743948573994
2008-05-07,884.2304902318413
2008-05-08,886.2687143502815
2008-05-09,879.2622828198032
2008-05-12,884.536277415114
2008-05-13,884.8047856022317
2008-05-14,888.4647717547623
2008-05-15,895.8380400966818
2008-05-16,896.757992400506
2008-05-19,901.753174863301
2008-05-20,887.6512196064712
2008-05-21,871.9749957570795
2008-05-22,876.1529997112968
2008-05-23,863.5107531952142
2008-05-26,862.0513370409766
2008-05-27,865.3694682023199
2008-05-28,875.566243323882
2008-05-29,882.6693947315595
2008-05-30,886.0559827863744
2008-06-02,877.6932991187568
2008-06-03,880.8737338116774
2008-06-04,878.455885191112
2008-06-05,883.3466132480736
2008-06-06,857.2789383094313
2008-06-09,855.6141497197535
2008-06-10,858.2294836949526
2008-06-11,843.4613659005385
2008-06-12,849.8986627809649
2008-06-13,861.7460672634587
2008-06-16,858.3698120655494
2008-06-17,855.1872417848261
2008-06-18,844.9982468831199
2008-06-19,845.3068777257612
2008-06-20,825.7549212388603
2008-06-23,830.957924239115
2008-06-24,822.1005643106439
2008-06-25,831.0495568515308
2008-06-26,804.543746936599
2008-06-27,800.6343527597406
2008-06-30,802.4942695769116
2008-07-01,796.67206085295
2008-07-02,783.169906467415
2008-07-03,790.3227364837405
2008-07-04,787.5081009319799
2008-07-07,787.0058124676535
2008-07-08,789.5446005309677
2008-07-09,785.0826324097059
2008-07-10,780.1561679157761
2008-07-11,764.2837897042714
2008-07-14,763.1190631677447
2008-07-15,750.2479602050821
2008-07-16,767.9727371385829
2008-07-17,780.1740503238674
2008-07-18,785.1014858966711
2008-07-21,787.2961895158892
2008-07-22,789.4973011782981
2008-07-23,801.473970136814
2008-07-24,787.9170321495615
2008-07-25,788.4243486490823
2008-07-28,775.1935682801542
2008-07-29,789.8145637251948
2008-07-30,803.1261863709534
2008-07-31,797.1069172041847
2008-08-01,791.3975667068289
2008-08-04,784.3942070490506
2008-08-05,805.2325873281231
2008-08-06,813.8371056753514
2008-08-07,806.9536577415062
2008-08-08,830.615749424248
2008-08-11,839.2435726145801
2008-08-12,836.5837188526203
2008-08-13,828.2136345832909
2008-08-14,831.3123281323061
2008-08-15,841.4418396088489
2008-08-18,834.0747049017933
2008-08-19,820.5627850073076
2008-08-20,824.7577711537124
2008-08-21,817.944888122302
2008-08-22,831.1836409908096
2008-08-25,822.1040532980281
2008-08-26,828.2759426083915
2008-08-27,830.9858841363815
2008-08-28,841.3353596067961
2008-08-29,835.738275620098
2008-09-01,838.4306374035959
2008-09-02,841.0075202459695
2008-09-03,835.6009859164358
2008-09-04,817.0774443904735
2008-09-05,815.7749348231101
2008-09-08,837.8541414920727
2008-09-09,821.9105643957749
2008-09-10,827.0555394202294
2008-09-11,835.5013383657675
2008-09-12,836.4766979575021
2008-09-15,806.6267373469994
2008-09-16,809.2459813653091
2008-09-17,780.2025442161312
2008-09-18,789.8731852751232
2008-09-19,832.4460628459664
2008-09-22,799.4628071057849
2008-09-23,784.9034673366966
2008-09-24,785.7657673628562
2008-09-25,797.3385080170681
2008-09-26,792.9381923170091
2008-09-29,744.2995028626567
2008-09-30,781.1788151202283
2008-10-01,783.0888507951773
2008-10-02,763.3973102923218
2008-10-03,764.5438127508771
2008-10-06,732.1185689781682
2008-10-07,705.2884134317065
2008-10-08,683.0162231650847
2008-10-09,648.6519728325485
2008-10-10,624.8559731164379
2008-10-13,685.4845177428972
2008-10-14,692.2216327009005
2008-10-15,641.9557688811419
2008-10-16,645.8198398635316
2008-10-17,654.3158255859305
2008-10-20,685.5304947292026
2008-10-21,674.989407337637
2008-10-22,645.3418441152344
2008-10-23,645.3477951118277
2008-10-24,623.8464547191885
2008-10-27,612.0494169800619
2008-10-28,650.1100610650132
2008-10-29,656.0020276833584
2008-10-30,673.346708850128
2008-10-31,692.6434523483325
2008-11-03,692.101191995372
2008-11-04,712.96027641924
2008-11-05,684.7005221094494
2008-11-06,659.3250602967619
2008-11-07,672.4201172887704
2008-11-10,667.4217566652031
2008-11-11,655.5482539039884
2008-11-12,629.6717722976935
2008-11-13,651.8724052064769
2008-11-14,633.7765634098346
2008-11-17,618.3981467343998
2008-11-18,623.3986789428576
2008-11-19,592.2847060692849
2008-11-20,562.9445648294495
2008-11-21,577.5161574034369
2008-11-24,606.365236274341
2008-11-25,605.9698273854318
2008-11-26,620.2925923865884
2008-11-27,626.0810706248682
2008-11-28,640.9048116054956
2008-12-01,594.689084974108
2008-12-02,605.6977826234239
2008-12-03,617.238093506272
2008-12-04,602.5803441531414
2008-12-05,609.3747432229306
2008-12-08,631.9037233498399
2008-12-09,625.1939231325636
2008-12-10,627.4035037355591
2008-12-11,606.9858618522646
2008-12-12,599.6718233419246
2008-12-15,587.5132802262755
2008-12-16,604.6080376709854
2008-12-17,586.3782805814058
2008-12-18,576.201723435902
2008-12-19,591.6146692943588
2008-12-22,580.959166310878
2008-12-23,577.252252285027
2008-12-24,577.8755308816048
2008-12-25,577.8755308816048
2008-12-26,576.8891667971081
2008-12-29,573.2654636109739
2008-12-30,588.4528540606092
2008-12-31,602.4641110053462
2009-01-01,602.4641110053462
2009-01-02,618.6155048214557
2009-01-05,631.8668688616956
2009-01-06,649.1850577719086
2009-01-07,627.0523182940576
2009-01-08,624.6802917640726
2009-01-09,621.9519774797069
2009-01-12,613.1677783136345
2009-01-13,615.3111348902704
2009-01-14,593.3982442588562
2009-01-15,594.2090802706473
2009-01-16,593.9773209883338
2009-01-19,592.6338793909806
2009-01-20,574.0823132916238
2009-01-21,587.7522803059599
2009-01-22,577.5809110677184
2009-01-23,583.1777982667444
2009-01-26,581.1814262106334
2009-01-27,585.2068836664115
2009-01-28,604.6787455175381
2009-01-29,593.9927164074712
2009-01-30,592.957056243807
2009-02-02,586.5628413183101
2009-02-03,592.2808658775552
2009-02-04,598.149807612813
2009-02-05,603.9706011485314
2009-02-06,619.4495099523524
2009-02-09,615.0626316122382
2009-02-10,592.0613602024283
2009-02-11,596.2829072418496
2009-02-12,598.2788080306203
2009-02-13,592.9574512123274
2009-02-16,592.815509262019
2009-02-17,576.9436131040275
2009-02-18,576.4058587386486
2009-02-19,566.9415543585962
2009-02-20,558.0382938069139
2009-02-23,541.8985748413788
2009-02-24,551.8047830791123
2009-02-25,549.9580249818949
2009-02-26,550.031403026732
2009-02-27,540.7121275557662
2009-03-02,517.274772760795
2009-03-03,513.5883451849919
2009-03-04,526.895415933791
2009-03-05,506.1594682969251
2009-03-06,499.8400778780454
2009-03-09,493.74424401599106
2009-03-10,519.1071799165289
2009-03-11,521.4109737018106
2009-03-12,534.4273358668736
2009-03-13,537.6312368370476
2009-03-16,538.9420711184547
2009-03-17,549.5152284408618
2009-03-18,550.812410568687
2009-03-19,534.9923175490526
2009-03-20,532.8505487106843
2009-03-23,561.0040864920015
2009-03-24,555.8547302432142
2009-03-25,559.1213342339527
2009-03-26,566.8385001045385
2009-03-27,564.4346974021358
2009-03-30,548.8021641812645
2009-03-31,558.5229218378937
2009-04-01,569.1961937655109
2009-04-02,584.9641465075698
2009-04-03,587.9250689084641
2009-04-06,583.7865964108955
2009-04-07,577.1035552188865
2009-04-08,583.1943417087414
2009-04-09,604.2833072782386
2009-04-10,604.2965056704601
2009-04-13,602.0186186210002
2009-04-14,601.4175031666446
2009-04-15,606.8798207800871
2009-04-16,617.0716735901336
2009-04-17,627.8158100024771
2009-04-20,606.6444195476055
2009-04-21,613.3318867656865
2009-04-22,611.2681343713701
2009-04-23,613.6987625331961
2009-04-24,618.5778396697657
2009-04-27,618.3340410150896
2009-04-28,614.423835623141
2009-04-29,620.4304741150734
2009-04-30,626.3842759696826
2009-05-01,628.2372585653168
2009-05-04,645.2072248020653
2009-05-05,644.5724587567587
2009-05-06,656.171737496649
2009-05-07,644.8942598223588
2009-05-08,655.471160497332
2009-05-11,639.9580372554835
2009-05-12,637.7252781902569
2009-05-13,622.5623395931467
2009-05-14,627.3103069484849
2009-05-15,625.2306592212108
2009-05-18,645.6941209310673
2009-05-19,647.4017349474303
2009-05-20,642.3209587740364
2009-05-21,631.1967197003926
2009-05-22,625.132067592989
2009-05-25,624.7665490890813
2009-05-26,637.6454303421906
2009-05-27,634.628129716984
2009-05-28,636.5965045168344
2009-05-29,636.8616157745352
2009-06-01,655.4237012630338
2009-06-02,652.0581638803504
2009-06-03,644.5756512122106
2009-06-04,647.5974939928085
2009-06-05,653.1599463395721
2009-06-08,654.8328441756404
2009-06-09,654.3570542629287
2009-06-10,656.3503334202104
2009-06-11,660.1817930337807
2009-06-12,661.7552209688901
2009-06-15,650.4628584168206
2009-06-16,643.1526784274712
2009-06-17,636.6996027857834
2009-06-18,639.1049257513289
2009-06-19,644.7698117239215
2009-06-22,627.0158600454033
2009-06-23,621.5390788987512
2009-06-24,631.2047790804795
2009-06-25,640.8520626647849
2009-06-26,638.1685576105752
2009-06-29,644.6915735435708
2009-06-30,640.290744754556
2009-07-01,643.0891203266211
2009-07-02,629.6856722317823
2009-07-03,630.4142739448246
2009-07-06,630.2176579102618
2009-07-07,619.6067764393997
2009-07-08,618.8054510030819
2009-07-09,619.8080899245989
2009-07-10,617.6065835136301
2009-07-13,628.6924473314291
2009-07-14,635.6022049330858
2009-07-15,650.3651978430264
2009-07-16,654.8283809646292
2009-07-17,656.3688615826255
2009-07-20,662.1644131444504
2009-07-21,665.2896480418417
2009-07-22,666.2683889082075
2009-07-23,678.4389009755133
2009-07-24,682.6502785643174
