Date,EUROPE ex SWITZERLAND ESG LEADERS
2012-05-31,1000.0
2012-06-01,979.7806075334677
2012-06-04,975.1795923033409
2012-06-05,979.0501062084292
2012-06-06,1002.994682371161
2012-06-07,1015.5128369018211
2012-06-08,1013.8876694567869
2012-06-11,1014.1875312033363
2012-06-12,1021.2693812923975
2012-06-13,1015.3866222023496
2012-06-14,1012.6589617123703
2012-06-15,1020.1558784086114
2012-06-18,1020.5044848377663
2012-06-19,1037.1692109798864
2012-06-20,1043.7432033354098
2012-06-21,1038.8623499218672
2012-06-22,1031.2702128783637
2012-06-25,1015.5198423681999
2012-06-26,1013.2937739989318
2012-06-27,1028.871303785295
2012-06-28,1021.8485917558354
2012-06-29,1047.7797721938207
2012-07-02,1063.0840528168949
2012-07-03,1072.8363869547015
2012-07-04,1072.7873614760902
2012-07-05,1070.6573908012983
2012-07-06,1059.5859662803248
2012-07-09,1055.8582293724949
2012-07-10,1064.7807425196531
2012-07-11,1065.692929563628
2012-07-12,1052.9153930321702
2012-07-13,1066.7317187611307
2012-07-16,1068.559065433088
2012-07-17,1064.729389942361
2012-07-18,1077.4248146796451
2012-07-19,1089.699519164693
2012-07-20,1072.6945813283398
2012-07-23,1047.069506198569
2012-07-24,1040.9092485829105
2012-07-25,1039.4290291749753
2012-07-26,1068.7409523636127
2012-07-27,1082.5272440864765
2012-07-30,1102.2879516468552
2012-07-31,1089.695539876608
2012-08-01,1095.6932085115327
2012-08-02,1080.8019155127397
2012-08-03,1108.7555784791202
2012-08-06,1113.7264374702434
2012-08-07,1119.456000710159
2012-08-08,1125.1770843571007
2012-08-09,1129.1440572699726
2012-08-10,1127.1245946267754
2012-08-13,1122.5894841423678
2012-08-14,1131.4043227833708
2012-08-15,1132.477461154492
2012-08-16,1136.1247904567535
2012-08-17,1145.3544336248185
2012-08-20,1139.1246207209522
2012-08-21,1143.2491571765268
2012-08-22,1127.8006999456804
2012-08-23,1120.6790965916052
2012-08-24,1123.7230033219823
2012-08-27,1129.4596576652707
2012-08-28,1120.944645817012
2012-08-29,1118.9810329708746
2012-08-30,1110.2034045434018
2012-08-31,1115.65889465678
2012-09-03,1124.111978607419
2012-09-04,1110.7994080157007
2012-09-05,1109.6197717594134
2012-09-06,1137.2163594480446
2012-09-07,1137.9933328341856
2012-09-10,1135.2795309651071
2012-09-11,1136.574974581017
2012-09-12,1138.2642231954455
2012-09-13,1136.2475287405093
2012-09-14,1151.3938423915286
2012-09-17,1147.7567078381248
2012-09-18,1143.1499866239506
2012-09-19,1147.254712488027
2012-09-20,1146.7704580059215
2012-09-21,1152.0957128420098
2012-09-24,1148.447279240917
2012-09-25,1154.111082030529
2012-09-26,1132.9935621535512
2012-09-27,1135.8552621183353
2012-09-28,1121.634952003531
2012-10-01,1136.3828549602235
2012-10-02,1133.1043415454603
2012-10-03,1132.095067165118
2012-10-04,1132.0443481792315
2012-10-05,1144.468439261702
2012-10-08,1132.854660407568
2012-10-09,1126.9994911512956
2012-10-10,1119.65784656931
2012-10-11,1127.9323739990646
2012-10-12,1121.583958089844
2012-10-15,1128.0323618220789
2012-10-16,1141.6190841605526
2012-10-17,1146.6030053497757
2012-10-18,1149.2069900268773
2012-10-19,1140.7990369256433
2012-10-22,1135.3319865834542
2012-10-23,1117.6366216127035
2012-10-24,1123.5132265450604
2012-10-25,1128.5242869646188
2012-10-26,1129.0968077552795
2012-10-29,1125.7288921365841
2012-10-30,1132.7624617328286
2012-10-31,1126.318932372326
2012-11-01,1138.601768706936
