Date,EUROPE ESG LEADERS SELECT SUSTAINABILITY
2019-11-26,1000.0
2019-11-27,1002.0634212607115
2019-11-28,1001.1200865950365
2019-11-29,997.8791261530456
2019-12-02,980.8430715415121
2019-12-03,976.0625891436102
2019-12-04,988.6047779991635
2019-12-05,989.5249255624078
2019-12-06,1001.1184026852342
2019-12-09,999.7459553292002
2019-12-10,995.948995343942
2019-12-11,998.4344696687591
2019-12-12,1002.0855342903769
2019-12-13,1013.8657035060498
2019-12-16,1027.9948844619405
2019-12-17,1021.1679536113177
2019-12-18,1019.647351917471
2019-12-19,1020.4544662101706
2019-12-20,1028.3731026906205
2019-12-23,1028.9729321385776
2019-12-24,1030.4370475208582
2019-12-25,1030.4370475208582
2019-12-26,1030.5501895311256
2019-12-27,1032.7705005322327
2019-12-30,1022.8966692606266
2019-12-31,1022.2292646832001
2020-01-01,1022.2292646832002
2020-01-02,1031.995766529999
2020-01-03,1025.9664217961113
2020-01-06,1020.8214965693867
2020-01-07,1024.8361594621115
2020-01-08,1027.934013692763
2020-01-09,1030.6700211810444
2020-01-10,1028.9207390207139
2020-01-13,1026.665789621477
2020-01-14,1030.9952896793282
2020-01-15,1032.762501426701
2020-01-16,1033.3687651680575
2020-01-17,1043.1887429856504
2020-01-20,1042.0000214478284
2020-01-21,1042.4432228150574
2020-01-22,1042.326855434846
2020-01-23,1033.3520526084724
2020-01-24,1044.9613376974503
2020-01-27,1019.981213516746
2020-01-28,1026.721513011749
2020-01-29,1032.5782610860686
2020-01-30,1024.1046082087082
2020-01-31,1011.9103162920185
2020-02-03,1017.0764946639887
2020-02-04,1034.525020082785
2020-02-05,1049.4192956657228
2020-02-06,1052.6048166061519
2020-02-07,1048.2638309077306
2020-02-10,1050.665721290846
2020-02-11,1061.3245451946736
2020-02-12,1067.135072448915
2020-02-13,1068.1226249971292
2020-02-14,1068.554078626668
2020-02-17,1071.277765128896
2020-02-18,1066.7362377114193
2020-02-19,1075.8997245722685
2020-02-20,1068.525980829112
2020-02-21,1063.0777570308376
2020-02-24,1022.326829250982
2020-02-25,1006.4912102138334
2020-02-26,1006.7925102054556
2020-02-27,970.9000440565931
2020-02-28,939.8850511409937
2020-03-02,941.4405301417269
2020-03-03,958.5287408323554
2020-03-04,967.6643833876215
2020-03-05,953.9966450091738
2020-03-06,921.4951283507063
2020-03-09,859.8895742978215
2020-03-10,850.1086465259265
2020-03-11,841.1136985871773
2020-03-12,747.4086438447363
2020-03-13,756.7693453646849
2020-03-16,720.5180989205186
2020-03-17,731.2428296941241
2020-03-18,706.9304612916394
2020-03-19,725.0213977171184
2020-03-20,737.5935325495698
2020-03-23,708.0017193073365
2020-03-24,768.7210058497897
2020-03-25,790.6947577930551
2020-03-26,814.319008256906
2020-03-27,786.2043987603843
2020-03-30,795.8994261090634
2020-03-31,807.5686510773495
2020-04-01,781.909272055427
2020-04-02,780.9558667810189
2020-04-03,774.7299017514023
2020-04-06,806.1717498920548
2020-04-07,826.9377872033917
2020-04-08,828.7024239119274
2020-04-09,841.0844286483709
2020-04-10,841.0844286483709
2020-04-13,841.8091351993032
2020-04-14,848.8455592837614
2020-04-15,821.6977374882616
2020-04-16,828.3413549560744
2020-04-17,850.3955994046477
2020-04-20,856.0095639743042
2020-04-21,827.9243956421643
2020-04-22,841.6601494236471
2020-04-23,848.7612037727484
2020-04-24,838.4376734603151
2020-04-27,854.0077390945855
2020-04-28,869.9158853070198
2020-04-29,883.7834514487589
2020-04-30,867.7717484541348
2020-05-01,863.0116495091246
2020-05-04,837.2505328006155
2020-05-05,854.3503407550338
2020-05-06,851.5104176706682
2020-05-07,864.4676604443007
2020-05-08,873.7897439039064
2020-05-11,870.9528011544152
2020-05-12,872.7469929064395
2020-05-13,856.1145215342892
2020-05-14,836.9807420422209
2020-05-15,840.5065118417733
2020-05-18,873.6870693681705
2020-05-19,870.003072466112
2020-05-20,880.6028814523177
2020-05-21,874.0618107775971
2020-05-22,875.5830286603805
2020-05-25,888.5306175709543
2020-05-26,898.4171533431074
2020-05-27,897.8617355323706
2020-05-28,915.4933973694544
2020-05-29,905.741857299695
2020-06-01,913.2252157669786
2020-06-02,925.6280289495772
2020-06-03,949.7777667359272
2020-06-04,945.5454019676727
2020-06-05,963.8887936896599
2020-06-08,955.5095153386817
2020-06-09,947.0307059247514
2020-06-10,943.7630165327391
2020-06-11,909.148502084135
2020-06-12,910.7377157563011
2020-06-15,909.4191914276884
2020-06-16,934.9565282853202
2020-06-17,942.3869185744495
2020-06-18,937.6299340785523
2020-06-19,943.6569783807471
2020-06-22,937.9375756428032
2020-06-23,950.2007099582244
2020-06-24,925.7034128445148
2020-06-25,932.491134597894
2020-06-26,931.6769640641937
2020-06-29,934.4416739792829
2020-06-30,936.8326443275278
2020-07-01,939.4875127326566
2020-07-02,957.9073888159448
2020-07-03,952.0326669523382
2020-07-06,966.549459680966
2020-07-07,961.6890151879627
2020-07-08,955.9915002799024
2020-07-09,952.1827112931182
2020-07-10,960.008416558937
2020-07-13,970.6229149817879
2020-07-14,960.2954851258007
2020-07-15,975.1641975557293
2020-07-16,971.688369090967
2020-07-17,971.2160000121432
2020-07-20,981.684868238338
2020-07-21,983.2504356215537
2020-07-22,979.5864749935238
2020-07-23,979.2561960298955
2020-07-24,961.6135153270416
2020-07-27,961.6877348764035
2020-07-28,964.1643959171001
2020-07-29,963.3129428037123
2020-07-30,942.4369498794127
2020-07-31,934.7145467634613
2020-08-03,952.668226628773
2020-08-04,949.3187857745039
2020-08-05,955.9419211893236
2020-08-06,951.0357029800191
2020-08-07,957.657833420617
2020-08-10,958.6247489145262
2020-08-11,975.0444706770039
2020-08-12,986.1733872046148
2020-08-13,983.1639951301452
2020-08-14,971.0690756898247
2020-08-17,976.9122866380561
2020-08-18,971.2311573773311
2020-08-19,976.0870836552824
2020-08-20,966.5433254396916
2020-08-21,966.6650322292782
2020-08-24,980.1779248498906
2020-08-25,978.7073399262597
2020-08-26,989.0252736180249
2020-08-27,981.3605239974623
2020-08-28,976.3402645504308
2020-08-31,971.4640903374925
2020-09-01,969.3408379549245
2020-09-02,986.045126985244
2020-09-03,970.601675239647
2020-09-04,959.067588563017
2020-09-07,973.8819415195559
2020-09-08,962.6656829965106
