Date,WORLD ex EMU ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.3499287773033
2007-10-02,1016.0450752969177
2007-10-03,1014.9740275154699
2007-10-04,1016.8028414148434
2007-10-05,1025.6712453009977
2007-10-08,1026.7000797405576
2007-10-09,1033.0725760472756
2007-10-10,1028.9563296556043
2007-10-11,1024.163086363328
2007-10-12,1028.4980691040146
2007-10-15,1016.7684363039147
2007-10-16,1010.7679481532018
2007-10-17,1010.439944503403
2007-10-18,1007.7355433276185
2007-10-19,991.0650047766717
2007-10-22,995.0305771974149
2007-10-23,998.6066188765735
2007-10-24,997.7533668475374
2007-10-25,995.8624202105381
2007-10-26,1003.1407510196314
2007-10-29,1010.3106013164312
2007-10-30,1003.5104705101107
2007-10-31,1012.6713901281428
2007-11-01,999.6436634924992
2007-11-02,994.3429329675209
2007-11-05,988.9952085480813
2007-11-06,992.9737904202708
2007-11-07,969.705728559012
2007-11-08,960.4305741571
2007-11-09,946.4941164648545
2007-11-12,943.4487676195322
2007-11-13,956.240813957115
2007-11-14,952.9988640624649
2007-11-15,944.7323499090668
2007-11-16,943.1362229411561
2007-11-19,928.7428443823504
2007-11-20,928.7425071429308
2007-11-21,910.9976646584315
2007-11-22,913.2915864449371
2007-11-23,927.1917060949958
2007-11-26,917.4610203073778
2007-11-27,922.7733462554426
2007-11-28,947.3753732642006
2007-11-29,952.1104829436792
2007-11-30,962.1022966517451
2007-12-03,960.9231452881046
2007-12-04,949.3406731080512
2007-12-05,965.0537211509985
2007-12-06,976.8330754396299
2007-12-07,976.5042033135982
2007-12-10,979.2871504077017
2007-12-11,965.7377311052496
2007-12-12,968.6654976552129
2007-12-13,963.3032845292303
2007-12-14,961.6015044894514
2007-12-17,948.6842294955493
2007-12-18,949.6569343840902
2007-12-19,948.1789677412588
2007-12-20,954.6600408740461
2007-12-21,966.8801871989449
2007-12-24,969.8481326672568
2007-12-25,972.48624828423
2007-12-26,968.2541605105014
2007-12-27,957.2567001437029
2007-12-28,949.6808457289145
2007-12-31,951.8843722099152
2008-01-01,951.8843722099152
2008-01-02,937.7517918581482
2008-01-03,936.9051026495599
2008-01-04,910.8992190481777
2008-01-07,910.9738557843801
2008-01-08,905.0026076006031
2008-01-09,912.0741735996697
2008-01-10,908.6007791455103
2008-01-11,893.587514010234
2008-01-14,896.6143523584725
2008-01-15,878.9563636027917
2008-01-16,875.1178252030339
2008-01-17,863.1078334105804
2008-01-18,862.6959470312676
2008-01-21,853.3020490441668
2008-01-22,839.4320304461593
2008-01-23,853.7701137658278
2008-01-24,862.8971076752675
2008-01-25,864.1516883939606
2008-01-28,859.5520126523252
2008-01-29,868.8316118085636
2008-01-30,862.1739784891371
2008-01-31,872.6451503199056
2008-02-01,883.4586446743374
2008-02-04,880.9339708897498
2008-02-05,866.4080051179208
2008-02-06,856.2052333561741
2008-02-07,863.5621083180275
2008-02-08,862.7753627980862
2008-02-11,865.4331539914249
2008-02-12,870.3485429571697
2008-02-13,876.5587468380305
2008-02-14,873.2490162308907
2008-02-15,866.4221916271521
2008-02-18,870.1952412685112
2008-02-19,868.4036614535833
2008-02-20,870.5444648755913
2008-02-21,863.7018846552295
2008-02-22,864.1070122746213
2008-02-25,877.074072758639
2008-02-26,883.5628050877868
2008-02-27,876.4744052834106
2008-02-28,865.5152635105428
2008-02-29,847.8047752275778
2008-03-03,839.084403967313
2008-03-04,834.0921552237692
2008-03-05,836.9600919972575
2008-03-06,824.9669162819739
2008-03-07,814.3688247327125
2008-03-10,802.5563378143236
2008-03-11,824.2196552924324
2008-03-12,819.7930082476458
2008-03-13,814.0044406069403
2008-03-14,799.8336258458294
2008-03-17,777.7927772939892
2008-03-18,801.5089414726104
2008-03-19,796.7687684497515
2008-03-20,814.5445301408679
2008-03-21,816.6744512410912
2008-03-24,824.926869833561
2008-03-25,829.6067672562484
2008-03-26,818.4123305334489
2008-03-27,811.7381363843436
2008-03-28,809.4489597944188
2008-03-31,803.4369324279802
2008-04-01,832.4905205947471
2008-04-02,839.4574895604028
2008-04-03,842.0776941126372
2008-04-04,838.6692293342327
2008-04-07,841.6531707436999
2008-04-08,834.3985017760245
2008-04-09,823.6260248664202
2008-04-10,825.5797432690756
2008-04-11,815.7437358623652
2008-04-14,808.0450954380474
2008-04-15,812.900525355632
2008-04-16,823.7470342742421
2008-04-17,824.6380676662308
2008-04-18,844.2345181129712
2008-04-21,840.5981758749418
2008-04-22,831.4316846757114
2008-04-23,835.7434854612607
2008-04-24,845.6285200355005
2008-04-25,857.0611357695935
2008-04-28,860.8793022546836
2008-04-29,857.8755431462826
2008-04-30,858.3929768401582
2008-05-01,872.8161188792394
2008-05-02,884.3796725271199
2008-05-05,879.0375914368745
2008-05-06,880.0869874185229
2008-05-07,880.389599986525
2008-05-08,882.8668068264632
2008-05-09,874.8859263577172
2008-05-12,879.0140534123085
2008-05-13,880.2321491494832
2008-05-14,882.0723421639393
2008-05-15,892.1843588554037
2008-05-16,892.9357962287014
2008-05-19,896.94639995351
2008-05-20,884.1731395471045
2008-05-21,865.3353652307666
2008-05-22,870.2127943481494
2008-05-23,859.738185777139
2008-05-26,855.5058004852342
2008-05-27,861.5129156909421
2008-05-28,868.649097298436
2008-05-29,879.5814008551077
2008-05-30,883.4947219121883
2008-06-02,880.557756602773
2008-06-03,880.8430888575961
2008-06-04,882.5789626306606
2008-06-05,885.7145409096531
2008-06-06,862.4351079335737
2008-06-09,857.642445924324
2008-06-10,861.1939686962027
2008-06-11,849.5352395372176
2008-06-12,851.5828557956695
2008-06-13,865.1134728691632
2008-06-16,864.145573191756
2008-06-17,859.8868191466066
2008-06-18,853.1766033401861
2008-06-19,852.3488759560364
2008-06-20,832.416139091697
2008-06-23,838.5595446100579
2008-06-24,830.2649343846213
2008-06-25,835.9871510960108
2008-06-26,812.268487602547
2008-06-27,808.5088323058125
2008-06-30,809.6113587537985
2008-07-01,806.4278914392679
2008-07-02,790.427946847186
2008-07-03,797.0843047796153
2008-07-04,796.6676719753474
2008-07-07,794.6437916795145
2008-07-08,797.4768993306386
2008-07-09,789.456124600294
2008-07-10,787.9660733402475
2008-07-11,775.0819836414985
2008-07-14,771.4074587322556
2008-07-15,760.454192828682
2008-07-16,778.0087504701883
2008-07-17,785.5918556604051
2008-07-18,786.071286236997
2008-07-21,787.6286466216108
2008-07-22,793.9751493431972
2008-07-23,805.4232704437245
2008-07-24,795.8049935417398
2008-07-25,793.0210843782296
2008-07-28,780.8061706627801
2008-07-29,794.3488193833508
2008-07-30,809.0991036980391
2008-07-31,802.5243598280786
2008-08-01,797.2880273530228
2008-08-04,788.1968776261771
2008-08-05,806.853746876558
2008-08-06,816.3030591934449
2008-08-07,808.2973434589965
2008-08-08,833.9706353268753
2008-08-11,843.2451376665983
2008-08-12,840.8737673354567
2008-08-13,835.1389121843503
2008-08-14,836.6520851820503
2008-08-15,847.8938753430009
2008-08-18,841.8014087682868
2008-08-19,829.5212380978784
2008-08-20,832.7061808377167
2008-08-21,827.28582092491
