Date,WORLD ex AUSTRALIA ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.3225866499898
2007-10-02,1015.3976704026347
2007-10-03,1014.2188449851418
2007-10-04,1015.6444536618105
2007-10-05,1024.1620500147992
2007-10-08,1024.1332650199606
2007-10-09,1029.8151351571832
2007-10-10,1026.1745250179617
2007-10-11,1023.139289039459
2007-10-12,1026.6921890890212
2007-10-15,1015.1343958512422
2007-10-16,1009.7832874101186
2007-10-17,1010.7732996309805
2007-10-18,1007.5286820084723
2007-10-19,993.2805151912478
2007-10-22,995.1683379527261
2007-10-23,998.8781216953133
2007-10-24,996.9631883326188
2007-10-25,997.5983112021781
2007-10-26,1004.1894093317177
2007-10-29,1011.2367205270185
2007-10-30,1005.2626735837449
2007-10-31,1013.8706876242958
2007-11-01,1000.4325612762226
2007-11-02,996.662418774994
2007-11-05,991.7530974708731
2007-11-06,995.9025575697042
2007-11-07,974.6560879266425
2007-11-08,966.2216293498612
2007-11-09,951.9451200560412
2007-11-12,951.1076598338434
2007-11-13,961.4213457232568
2007-11-14,959.3219194216907
2007-11-15,951.4716297007205
2007-11-16,949.976927552952
2007-11-19,934.7279866438887
2007-11-20,937.3025372181891
2007-11-21,919.246125420546
2007-11-22,921.8335724895569
2007-11-23,936.2643847834953
2007-11-26,926.4702884101602
2007-11-27,930.4451760338222
2007-11-28,955.1285263916319
2007-11-29,959.7730894144219
2007-11-30,969.5393305812534
2007-12-03,968.2329699086001
2007-12-04,956.8351036227327
2007-12-05,972.9656801820174
2007-12-06,982.2468860815435
2007-12-07,982.6855783048493
2007-12-10,986.0549006358315
2007-12-11,973.7526837555552
2007-12-12,976.6740898151869
2007-12-13,968.4256307220556
2007-12-14,968.26798560007
2007-12-17,954.9754410710108
2007-12-18,955.7163606849342
2007-12-19,954.3735381194712
2007-12-20,960.4189186921042
2007-12-21,972.8560590836037
2007-12-24,975.3480651820008
2007-12-25,977.5903570898024
2007-12-26,974.1363324694407
2007-12-27,964.9144345672626
2007-12-28,958.7215322204878
2007-12-31,960.2775104640101
2008-01-01,960.2775104640101
2008-01-02,945.9468918740525
2008-01-03,944.4595284640392
2008-01-04,919.6486052891876
2008-01-07,919.9899973436635
2008-01-08,915.321118195029
2008-01-09,919.0645393780951
2008-01-10,914.8112886665829
2008-01-11,902.0272966856755
2008-01-14,905.4318090829315
2008-01-15,885.4301154727652
2008-01-16,881.0161430250535
2008-01-17,869.6309402185879
2008-01-18,866.9740857659538
2008-01-21,849.5470718892049
2008-01-22,842.8094089926357
2008-01-23,848.2559863017086
2008-01-24,865.4180054123349
2008-01-25,864.8784781470862
2008-01-28,859.9660403868966
2008-01-29,870.9563866322065
2008-01-30,865.1892198968628
2008-01-31,873.865933176744
2008-02-01,885.1430951703456
2008-02-04,883.1483177153187
2008-02-05,864.5611854559978
2008-02-06,858.2813305799498
2008-02-07,861.7591544620763
2008-02-08,860.6503549586927
2008-02-11,862.4602370352885
2008-02-12,871.6601362316447
2008-02-13,878.737307975103
2008-02-14,874.8544682662674
2008-02-15,866.9320040085537
2008-02-18,873.2625323885035
2008-02-19,871.7265623604293
2008-02-20,872.4231359663526
2008-02-21,867.268904897383
2008-02-22,866.7363519029069
2008-02-25,879.4279412171392
2008-02-26,886.6127009558144
2008-02-27,879.8408036861898
2008-02-28,868.1743729330923
2008-02-29,851.6526696503381
2008-03-03,842.7967578284398
2008-03-04,836.3566197875843
2008-03-05,842.2310698200994
2008-03-06,829.6499627531143
2008-03-07,819.5787289113131
2008-03-10,808.7209680059092
2008-03-11,828.9777253248233
2008-03-12,825.9603754528949
2008-03-13,819.6995532554181
2008-03-14,806.5533395549711
2008-03-17,784.1034494497438
2008-03-18,808.5265247046492
2008-03-19,801.8494864559481
2008-03-20,817.0148131183198
2008-03-21,818.823760536357
2008-03-24,825.4722098587121
2008-03-25,834.0386898418133
2008-03-26,824.0055649242995
2008-03-27,819.9259498230301
2008-03-28,817.9023376731731
2008-03-31,812.9659050836233
2008-04-01,842.5446361071513
2008-04-02,849.0616653505622
2008-04-03,849.6703926388726
2008-04-04,847.6134318131986
2008-04-07,851.8113972626958
2008-04-08,844.722322679708
2008-04-09,834.7064822506932
2008-04-10,835.9421102301362
2008-04-11,825.6196654046977
2008-04-14,818.662249047231
2008-04-15,823.3187161535516
2008-04-16,834.3343211081194
2008-04-17,833.3009533266744
2008-04-18,853.9104649487152
2008-04-21,847.9718997269796
2008-04-22,838.8503569854214
2008-04-23,842.692794927678
2008-04-24,851.4285303530257
2008-04-25,862.9537127163491
2008-04-28,866.5905558003943
2008-04-29,863.1121118875899
2008-04-30,864.7085501251706
2008-05-01,877.2966151640036
2008-05-02,888.6965134327189
2008-05-05,883.620462529055
2008-05-06,883.5727882937634
2008-05-07,885.5658488060789
2008-05-08,886.574244399821
2008-05-09,877.8031453059968
2008-05-12,881.0108899194537
2008-05-13,882.7860878579019
2008-05-14,886.5444778105918
2008-05-15,895.2512115054536
2008-05-16,896.3557057986885
2008-05-19,901.1571616264504
2008-05-20,887.9068719224105
2008-05-21,871.3840776295089
2008-05-22,875.5983657553213
2008-05-23,864.5464668811568
2008-05-26,860.7257427469465
2008-05-27,865.181976116135
2008-05-28,872.953790514349
2008-05-29,881.9307017339063
2008-05-30,887.074174038772
2008-06-02,882.1342077168173
2008-06-03,883.7488857630319
2008-06-04,883.5586177285358
2008-06-05,885.853752699991
2008-06-06,862.239137160816
2008-06-09,857.5158882430466
2008-06-10,860.0922113509946
2008-06-11,847.3286432825074
2008-06-12,851.5545914975951
2008-06-13,863.1730385287797
2008-06-16,861.7923771213373
2008-06-17,858.55148709118
2008-06-18,849.9739958722337
2008-06-19,848.0607087043621
2008-06-20,829.0399135517196
2008-06-23,833.3935092298312
2008-06-24,825.0766335501955
2008-06-25,832.8367855639384
2008-06-26,808.0902810021969
2008-06-27,803.5071268935134
2008-06-30,805.3310966309497
