Date,PACIFIC ESG LEADERS
2010-08-31,100.0
2010-09-01,100.49749398876402
2010-09-02,101.83009367896764
2010-09-03,101.90397190211266
2010-09-06,103.52236803806771
2010-09-07,104.87892796993994
2010-09-08,103.1517280187887
2010-09-09,104.43126902166605
2010-09-10,104.76134549850661
2010-09-13,105.1150364916523
2010-09-14,104.78864334829474
2010-09-15,103.89727798721654
2010-09-16,102.65028719637097
2010-09-17,103.73347047177508
2010-09-20,103.84352414671724
2010-09-21,103.40009013265882
2010-09-22,102.03285863144626
2010-09-23,102.68753236961258
2010-09-24,100.97969271115133
2010-09-27,102.46874307279495
2010-09-28,102.15012037813997
2010-09-29,102.27732628459532
2010-09-30,100.12736481281743
2010-10-01,99.69431366970711
2010-10-04,99.91961314409872
2010-10-05,99.82938495834203
2010-10-06,101.33054508397717
2010-10-07,101.6543417489271
2010-10-08,101.62322058535914
2010-10-11,101.85476456668896
2010-10-12,100.85863203524028
2010-10-13,100.14840509839854
2010-10-14,101.43851041362178
2010-10-15,100.87703996690523
2010-10-18,101.32138834764
2010-10-19,102.05909402163851
2010-10-20,100.79817541376258
2010-10-21,99.90014284309983
2010-10-22,100.56571961683171
2010-10-25,101.50813766513856
2010-10-26,100.9439943492835
2010-10-27,100.5208443017769
2010-10-28,100.66022921197079
2010-10-29,100.35177096190334
2010-11-01,100.21371845084548
2010-11-02,99.54611240248629
2010-11-03,99.29189839102378
2010-11-04,100.0980286513657
2010-11-05,102.68108364645123
2010-11-08,104.36825474523522
2010-11-09,104.21273905978748
2010-11-10,104.59111688874717
2010-11-11,105.37234884820033
2010-11-12,103.8501086142022
2010-11-15,104.58109295802072
2010-11-16,104.08988445473655
2010-11-17,104.40388936163292
2010-11-18,105.25566937700503
2010-11-19,104.67672519871624
2010-11-22,105.62997995328146
2010-11-23,106.65311440911171
2010-11-24,106.03387656295675
2010-11-25,106.18641361282769
2010-11-26,106.29126865821459
2010-11-29,107.88328361365443
2010-11-30,107.58232024514119
2010-12-01,107.39556145324855
2010-12-02,108.79363756860317
2010-12-03,108.76061705009201
2010-12-06,109.52199946989201
2010-12-07,108.76395045577505
2010-12-08,108.79791462254865
2010-12-09,110.44246102341599
2010-12-10,109.8505611869408
2010-12-13,109.94158044943235
2010-12-14,110.57601484884796
2010-12-15,110.19764991888525
2010-12-16,111.06687929073685
2010-12-17,111.52258144261448
2010-12-20,111.88183339261627
2010-12-21,112.85527996256411
2010-12-22,113.44184474735033
2010-12-23,114.23210326990166
2010-12-24,113.45546466143401
2010-12-27,113.56222960020169
2010-12-28,114.511431151274
2010-12-29,115.04119925157894
2010-12-30,113.24362876254688
2010-12-31,112.68052177646885
2011-01-03,112.50688892091027
2011-01-04,113.27170201576013
2011-01-05,112.97722882662389
2011-01-06,115.08771680812542
2011-01-07,115.93748327025173
2011-01-10,116.33697760459053
2011-01-11,115.42478573471786
2011-01-12,114.96442038373124
2011-01-13,114.35094481932498
2011-01-14,113.17072296719593
2011-01-17,113.78617652534238
2011-01-18,113.37637448805759
2011-01-19,113.97502162355758
2011-01-20,112.03983010642983
2011-01-21,109.86696487696092
2011-01-24,110.27549228114745
2011-01-25,111.39225518606698
2011-01-26,110.88725839483573
2011-01-27,110.60027148002706
2011-01-28,111.038017252772
2011-01-31,109.75860558236751
2011-02-01,110.12047057523813
2011-02-02,111.32372025115005
2011-02-03,112.48406398978481
2011-02-04,113.95362942798025
2011-02-07,114.07700963935163
2011-02-08,114.12661871408727
2011-02-09,113.12714044682401
2011-02-10,113.0991764941326
2011-02-11,113.05077102083469
2011-02-14,115.24132839968058
2011-02-15,114.41461425024265
2011-02-16,114.87916874990161
2011-02-17,115.80835678025272
2011-02-18,115.43279853642598
2011-02-21,115.17071478132048
2011-02-22,113.06349863090792
2011-02-23,111.88967727424304
2011-02-24,111.46634748604149
2011-02-25,113.02044020093848
2011-02-28,112.9074886834072
2011-03-01,113.62064658006632
2011-03-02,111.65402137770424
2011-03-03,110.72039479171215
2011-03-04,111.27620686927732
2011-03-07,109.94363688692334
2011-03-08,110.00900635474525
2011-03-09,110.1204796142309
2011-03-10,109.14859867028265
2011-03-11,108.42282057225741
2011-03-14,102.84643948377649
2011-03-15,96.4503883358761
2011-03-16,101.1800738974542
2011-03-17,100.6480771777983
2011-03-18,100.01087005723433
2011-03-21,100.24056004205973
2011-03-22,103.29938632209642
2011-03-23,103.37126672967811
2011-03-24,102.84944613154705
2011-03-25,103.84947060201765
2011-03-28,103.72487091875236
2011-03-29,103.71545947649898
2011-03-30,105.01688171937744
2011-03-31,104.87366663794819
2011-04-01,103.84912761387915
2011-04-04,103.47280088458885
2011-04-05,102.34171538756839
2011-04-06,100.53313861492614
2011-04-07,101.44659973020474
2011-04-08,101.79080583469289
2011-04-11,101.84623726481601
2011-04-12,100.68706513026758
2011-04-13,101.25289682095507
2011-04-14,102.13753791929807
2011-04-15,101.81586778940255
2011-04-18,103.48000768713364
2011-04-19,101.44206406005323
2011-04-20,101.8661887152308
2011-04-21,103.05925371794751
2011-04-22,103.07675563578492
2011-04-25,102.70729034195291
2011-04-26,101.9901193115525
2011-04-27,101.71016855702497
2011-04-28,102.69731363973412
2011-04-29,102.65359120724487
2011-05-02,103.59241489398273
2011-05-03,103.56786422747861
2011-05-04,102.68624727667881
2011-05-05,104.78661342556883
2011-05-06,104.33387331276961
2011-05-09,105.79201348691502
2011-05-10,105.30876576235846
2011-05-11,105.68195604505883
2011-05-12,104.95256686670102
2011-05-13,104.44164611985697
2011-05-16,103.09301202152466
2011-05-17,103.23551342782042
2011-05-18,103.50934644070108
2011-05-19,103.13190547735908
2011-05-20,103.57119142164579
2011-05-23,102.53166556232168
2011-05-24,101.71949160146623
2011-05-25,101.5687864135924
2011-05-26,103.40275187680909
2011-05-27,102.69658362542894
2011-05-30,102.40405114546385
2011-05-31,102.96411024427998
2011-06-01,103.04881898065786
2011-06-02,100.8729311185721
2011-06-03,99.63960384897699
2011-06-06,98.98488833975141
2011-06-07,98.80265789903986
2011-06-08,99.28347214459212
2011-06-09,99.83720921346998
2011-06-10,100.9003817939743
2011-06-13,100.44926338633195
2011-06-14,100.95549703902739
2011-06-15,102.05599247305746
2011-06-16,101.0445738018109
2011-06-17,100.13723644411127
2011-06-20,99.7111364731323
2011-06-21,100.50756420891041
2011-06-22,101.47501842685482
2011-06-23,102.24415796830925
2011-06-24,103.10802116816734
2011-06-27,100.80779380358447
2011-06-28,101.0641160646588
2011-06-29,102.52474021602806
2011-06-30,102.91099680904603
2011-07-01,103.21912591599872
2011-07-04,103.91623741892965
2011-07-05,103.94914694209693
2011-07-06,105.9649386342217
2011-07-07,105.1641971328209
2011-07-08,106.95550234530043
2011-07-11,108.03589021256283
2011-07-12,107.00620195724069
2011-07-13,106.80512924352199
2011-07-14,106.15753036463083
2011-07-15,106.44311942506035
2011-07-18,106.92826435840745
2011-07-19,105.55930507605213
2011-07-20,106.92486963334952
2011-07-21,106.07951195602791
2011-07-22,107.73973595695473
2011-07-25,106.75561883156661
2011-07-26,106.89691714017205
2011-07-27,107.28534215596673
2011-07-28,106.66769540131668
2011-07-29,105.85528760987238
2011-08-01,108.96066514282089
2011-08-02,106.82482528104715
2011-08-03,103.94814051272171
2011-08-04,102.04210020768319
2011-08-05,98.5542680855295
2011-08-08,96.76890385601926
2011-08-09,95.57141607013246
2011-08-10,97.81142873085848
2011-08-11,96.4352000690648
2011-08-12,96.94808113992684
2011-08-15,97.28501089960812
2011-08-16,97.47869314964866
2011-08-17,97.58576183867169
2011-08-18,96.84307201950672
2011-08-19,94.12765070137839
2011-08-22,93.08975004953946
2011-08-23,94.59235839124335
2011-08-24,93.44170322810676
2011-08-25,94.43866569843144
2011-08-26,95.20003558900217
2011-08-29,94.84794468200741
2011-08-30,96.60920555937872
2011-08-31,97.7361591800253
2011-09-01,99.39110976753828
2011-09-02,98.44309346998351
2011-09-05,96.59698887510285
2011-09-06,95.16297284611267
2011-09-07,97.04555891954539
2011-09-08,97.61519134730919
2011-09-09,98.67554679467533
2011-09-12,97.24467871255433
2011-09-13,97.76870055474896
2011-09-14,96.50114125336925
2011-09-15,96.88387233270949
2011-09-16,99.53757384985343
2011-09-19,100.22390379464245
2011-09-20,98.39990977731486
2011-09-21,98.79372953779041
2011-09-22,97.3721929134683
2011-09-23,96.69373897513444
2011-09-26,95.32487998653261
2011-09-27,97.42185532886084
2011-09-28,98.69114312080518
2011-09-29,98.28111908148949
2011-09-30,99.35666839705762
2011-10-03,98.32714889011515
2011-10-04,96.57508042554738
2011-10-05,96.04993671066796
2011-10-06,97.95639048994455
2011-10-07,98.72831399926783
2011-10-10,98.27176717080005
2011-10-11,99.96735840168522
2011-10-12,98.60616447456536
2011-10-13,100.41080119833897
2011-10-14,98.15606638230626
2011-10-17,100.917766422658
2011-10-18,99.74729280818843
2011-10-19,99.5225989642741
2011-10-20,98.7452013221132
2011-10-21,98.38839816117753
2011-10-24,100.57452906571038
2011-10-25,99.87907475673943
2011-10-26,100.05661913958937
2011-10-27,101.06089123189767
2011-10-28,101.9439493488112
2011-10-31,100.14054173615968
2011-11-01,99.62752179451431
2011-11-02,97.1905041384798
2011-11-03,97.41128548998124
2011-11-04,99.08603092036303
2011-11-07,99.03785585706622
2011-11-08,98.00100128580094
2011-11-09,100.36058369545333
2011-11-10,97.78080553779041
2011-11-11,97.93588061234792
2011-11-14,99.42251623824842
2011-11-15,99.51814654657838
2011-11-16,98.35093664146628
2011-11-17,98.50322703551305
2011-11-18,97.23908902912368
2011-11-21,96.52104665519107
2011-11-22,96.18255771197586
2011-11-23,95.90831002427873
2011-11-24,95.41471165344771
2011-11-25,95.05690930319116
2011-11-28,96.32622356575257
2011-11-29,98.60137508499825
2011-11-30,98.52471624826208
2011-12-01,100.16809309722478
2011-12-02,101.1233019992894
2011-12-05,101.57219890708026
2011-12-06,100.7273395848403
2011-12-07,102.14320550600574
2011-12-08,102.20195880054906
2011-12-09,100.15019575266187
2011-12-12,102.13481108297832
2011-12-13,101.9079488845009
2011-12-14,101.83819817070211
2011-12-15,100.1055175991491
2011-12-16,100.36820590591417
2011-12-19,98.84880587408874
2011-12-20,98.7360366295617
2011-12-21,100.51118162134239
2011-12-22,99.88829353803756
2011-12-23,100.44322867277151
2011-12-26,100.93959569236786
2011-12-27,100.71339386859167
2011-12-28,100.8361504457663
2011-12-29,101.22547984003528
2011-12-30,102.24142951144228
2012-01-02,102.24142951144228
2012-01-03,102.58387466322499
2012-01-04,105.42345489883444
2012-01-05,104.6931264760523
2012-01-06,104.30872635376572
2012-01-09,104.4050727925512
2012-01-10,104.86280282708326
2012-01-11,105.73828891231689
2012-01-12,104.38531479202025
2012-01-13,106.18733211488392
2012-01-16,105.08927468818881
2012-01-17,105.72343011814313
2012-01-18,105.44946846439973
2012-01-19,105.31233447013021
2012-01-20,106.79661676890295
2012-01-23,106.09444975379074
2012-01-24,105.80926487924444
2012-01-25,106.96226572821517
2012-01-26,106.53961037593244
2012-01-27,106.93658342628044
2012-01-30,106.60795065654884
2012-01-31,106.66078273324744
2012-02-01,106.10312058219831
2012-02-02,106.91816288369795
2012-02-03,106.75031642859193
2012-02-06,108.27869757365832
2012-02-07,107.01254102969061
2012-02-08,107.91891979678068
2012-02-09,107.22630129253629
2012-02-10,106.82685282134294
