Date,PACIFIC ex JAPAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1004.7375164097045
2007-10-02,1022.5181920822719
2007-10-03,1026.5887565356072
2007-10-04,1014.9424119225947
2007-10-05,1033.1928833807194
2007-10-08,1042.6059252095038
2007-10-09,1051.792168402159
2007-10-10,1051.5969480040276
2007-10-11,1056.1213059176703
2007-10-12,1054.4954094024934
2007-10-15,1046.0477129434637
2007-10-16,1020.1655872623218
2007-10-17,1024.4458598545298
2007-10-18,1031.4785194638362
2007-10-19,1023.7419878951351
2007-10-22,1002.6811011162482
2007-10-23,1025.3484862727473
2007-10-24,1028.5191360693498
2007-10-25,1031.9369439456823
2007-10-26,1048.506173590125
2007-10-29,1064.0322423236664
2007-10-30,1058.0505956851948
2007-10-31,1064.1638162429635
2007-11-01,1067.9892701194167
2007-11-02,1045.8014761664479
2007-11-05,1028.8889381948434
2007-11-06,1034.1425790570424
2007-11-07,1043.314663996544
2007-11-08,1012.1287032603608
2007-11-09,1000.0689105828317
2007-11-12,961.2450400889372
2007-11-13,976.7919792840768
2007-11-14,999.2349156584929
2007-11-15,986.2539752715252
2007-11-16,968.1219754181268
2007-11-19,971.0858690520696
2007-11-20,955.2280685575034
2007-11-21,919.8953598293666
2007-11-22,910.1196803734032
2007-11-23,914.1035278452919
2007-11-26,936.3574269047444
2007-11-27,929.5617606876797
2007-11-28,939.6554684782693
2007-11-29,950.1040201032763
2007-11-30,968.8855826669239
2007-12-03,970.1382879126426
2007-12-04,957.5593345729939
2007-12-05,963.6898416314642
2007-12-06,979.3673780463458
2007-12-07,983.8205507320994
2007-12-10,979.8512819521421
2007-12-11,991.7612646800122
2007-12-12,983.7110114100942
2007-12-13,974.7969591937411
2007-12-14,965.403457763823
2007-12-17,939.970284882113
2007-12-18,942.9197500416603
2007-12-19,935.6555268662623
2007-12-20,932.4761003084589
2007-12-21,955.0033258881767
2007-12-24,963.2639411553563
2007-12-25,963.2639411553563
2007-12-26,958.811507139899
2007-12-27,957.195596427743
2007-12-28,949.0909034948972
2007-12-31,959.2350703460874
2008-01-01,959.2350703460874
2008-01-02,953.4804000113222
2008-01-03,945.6683527724663
2008-01-04,939.9530561644127
2008-01-07,919.1314916852322
2008-01-08,928.5293636581839
2008-01-09,926.8155840223254
2008-01-10,921.2542141230185
2008-01-11,909.6669603276075
2008-01-14,905.6954862857601
2008-01-15,897.8668753593711
2008-01-16,871.7254956966342
2008-01-17,883.4987346656883
2008-01-18,886.9694103616641
2008-01-21,855.9484958732402
2008-01-22,800.2890553569247
2008-01-23,832.4553455529971
2008-01-24,846.8614844168342
2008-01-25,896.0433311635896
2008-01-28,886.1115901691095
2008-01-29,876.2100973639467
2008-01-30,856.2094730733719
2008-01-31,859.1431152358577
2008-02-01,888.6005868215409
2008-02-04,897.0799356752904
2008-02-05,885.3137253734047
2008-02-06,858.4187006393852
2008-02-07,859.603948232348
2008-02-08,875.4187448175028
2008-02-11,857.1500454371226
2008-02-12,862.1275532473103
2008-02-13,831.7568999477064
