Date,EUROPE + MIDDLE EAST ESG LEADERS
2010-05-26,1000.0
2010-05-27,1027.2181759455011
2010-05-28,1025.3651296782436
2010-05-31,1029.5506559242917
2010-06-01,1035.3930981115066
2010-06-02,1037.541518489717
2010-06-03,1052.8734204509021
2010-06-04,1034.2798313853366
2010-06-07,1026.4296921476887
2010-06-08,1016.1131214398257
2010-06-09,1037.083336603051
2010-06-10,1055.8087535778034
2010-06-11,1059.9691420552851
2010-06-14,1073.5049396301135
2010-06-15,1081.2157529462818
2010-06-16,1082.0193423781275
2010-06-17,1081.8170562918804
2010-06-18,1086.2687940261007
2010-06-21,1097.5182696222007
2010-06-22,1092.8319102489745
2010-06-23,1083.5928776131568
2010-06-24,1065.2550715638379
2010-06-25,1062.1530218007138
2010-06-28,1072.9854065889463
2010-06-29,1040.869105036598
2010-06-30,1036.47203796795
2010-07-01,1011.6548631557706
2010-07-02,1013.0650482421057
2010-07-05,1010.8296404437133
2010-07-06,1036.8146714580569
2010-07-07,1049.7943082593156
2010-07-08,1057.7182115564935
2010-07-09,1065.3803656522166
2010-07-12,1068.4114365725763
2010-07-13,1089.049874172298
2010-07-14,1089.3537278892898
2010-07-15,1078.6668579911736
2010-07-16,1058.0475389827934
2010-07-19,1050.860162788089
2010-07-20,1051.609537758525
2010-07-21,1063.5023908931464
2010-07-22,1085.500125237289
2010-07-23,1093.0409399584678
2010-07-26,1095.984983201726
2010-07-27,1098.6190670322844
2010-07-28,1093.743711344527
2010-07-29,1088.6248649897673
2010-07-30,1083.7157845760303
2010-08-02,1113.658740522407
2010-08-03,1113.6006951078534
2010-08-04,1112.9633588069946
2010-08-05,1109.2397639523017
2010-08-06,1097.372507478908
2010-08-09,1112.3798335039812
2010-08-10,1105.2912958351933
2010-08-11,1084.267896426608
2010-08-12,1085.0731146515113
2010-08-13,1085.2601368244168
2010-08-16,1085.7879289312627
2010-08-17,1098.5912080101587
2010-08-18,1096.7720673919496
2010-08-19,1080.8622700772328
2010-08-20,1074.2570399925887
2010-08-23,1081.5105534886602
2010-08-24,1062.9009430818094
2010-08-25,1055.5472848004842
2010-08-26,1065.2239349938102
2010-08-27,1073.0193289597073
2010-08-30,1072.7177991151268
2010-08-31,1073.4946939969902
2010-09-01,1101.4282294433895
2010-09-02,1100.6115760576515
2010-09-03,1108.6193227171827
2010-09-06,1111.0006430653038
2010-09-07,1107.2041632971182
2010-09-08,1118.0978201139062
2010-09-09,1129.7703140382182
2010-09-10,1128.6418722550152
2010-09-13,1135.789042992262
2010-09-14,1135.9014155881848
2010-09-15,1133.861718831756
2010-09-16,1125.0047115577254
2010-09-17,1124.97329597608
2010-09-20,1139.4012025149661
2010-09-21,1133.928362880894
2010-09-22,1117.0237749340176
2010-09-23,1116.5288641700192
2010-09-24,1129.3607548728573
2010-09-27,1123.0934809444752
2010-09-28,1120.9350357495216
2010-09-29,1114.814580286565
2010-09-30,1109.4859619994916
2010-10-01,1106.4821406589883
2010-10-04,1101.6701197995774
2010-10-05,1117.0123355678643
2010-10-06,1121.4732230266593
2010-10-07,1120.6573915826646
2010-10-08,1120.226870824452
2010-10-11,1125.0027005680442
2010-10-12,1121.714527867269
2010-10-13,1136.0223774697563
2010-10-14,1135.0281603357403
2010-10-15,1136.2170766216943
2010-10-18,1138.4619735252559
2010-10-19,1133.0839352115684
2010-10-20,1136.536019821516
2010-10-21,1144.2182498573334
2010-10-22,1140.4987488981908
2010-10-25,1143.325505383597
