Date,WORLD ex UK ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.3001164991714
2007-10-02,1015.5647692974171
2007-10-03,1014.0552268765604
2007-10-04,1014.3851504451932
2007-10-05,1023.6309518825416
2007-10-08,1024.7484170865148
2007-10-09,1030.505776732889
2007-10-10,1026.4377283532428
2007-10-11,1022.6689531689944
2007-10-12,1026.6068067565325
2007-10-15,1015.312865956045
2007-10-16,1009.3114755368516
2007-10-17,1008.8923177325967
2007-10-18,1007.4712752155294
2007-10-19,992.9065854990198
2007-10-22,994.7867135369597
2007-10-23,998.6753010074672
2007-10-24,997.4253727863652
2007-10-25,996.6315945515819
2007-10-26,1003.7621684620316
2007-10-29,1010.6944433503727
2007-10-30,1004.446510349176
2007-10-31,1012.6446890897762
2007-11-01,999.9873841507386
2007-11-02,996.5705210431948
2007-11-05,992.0307372666194
2007-11-06,997.1269050521228
2007-11-07,976.7487425067108
2007-11-08,966.7918664887482
2007-11-09,952.7724032524607
2007-11-12,949.8632882395426
2007-11-13,959.873638924214
2007-11-14,958.4494078627258
2007-11-15,951.2399630377655
2007-11-16,950.4888821417302
2007-11-19,936.8937250222781
2007-11-20,937.5911127293941
2007-11-21,920.4422052210317
2007-11-22,920.8247994252094
2007-11-23,934.7600310052976
2007-11-26,925.7908954419438
2007-11-27,930.6428766430465
2007-11-28,953.6976784469852
2007-11-29,959.0337667342186
2007-11-30,968.2652630246374
2007-12-03,966.394860222368
2007-12-04,956.3257671625423
2007-12-05,971.7334623465414
2007-12-06,982.2044264101349
2007-12-07,982.0797326092636
2007-12-10,984.7604326477206
2007-12-11,972.5594142962232
2007-12-12,974.795366106968
2007-12-13,968.6662922260182
2007-12-14,966.6659038062527
2007-12-17,953.3072682785086
2007-12-18,954.1941851920913
2007-12-19,952.8836479222699
2007-12-20,958.9911988589467
2007-12-21,971.810870461986
2007-12-24,974.7833979940359
2007-12-25,977.2100702672291
2007-12-26,973.7347146223793
2007-12-27,963.6509236244777
2007-12-28,958.0070444703987
2007-12-31,959.8125401986515
2008-01-01,959.8125401986515
2008-01-02,946.6450689436274
2008-01-03,944.7404245835999
2008-01-04,919.7677405189746
2008-01-07,918.5097118491564
2008-01-08,913.6180711747786
2008-01-09,919.5718058142265
2008-01-10,916.3980718858493
2008-01-11,903.057304125968
2008-01-14,907.4364139818529
2008-01-15,887.7715576453819
2008-01-16,881.9996483622011
2008-01-17,869.2834713751064
2008-01-18,867.3862046091464
2008-01-21,852.1706270692526
2008-01-22,839.6472659200648
2008-01-23,848.7886628330784
2008-01-24,864.1971983835056
2008-01-25,865.2006779008764
2008-01-28,861.4811482401163
2008-01-29,870.5698151607409
2008-01-30,864.6941040327767
2008-01-31,873.7377059571655
2008-02-01,885.9952659445156
2008-02-04,883.9183613020356
2008-02-05,865.9553634468274
2008-02-06,858.3904090195432
2008-02-07,864.7246823908597
2008-02-08,862.7357667678274
2008-02-11,865.5435572581933
2008-02-12,872.0706457488155
2008-02-13,878.578850526057
2008-02-14,875.4199048393272
2008-02-15,868.8040400947446
2008-02-18,873.2438355295525
2008-02-19,872.9197818827776
2008-02-20,874.2683186190252
2008-02-21,868.2444193784845
2008-02-22,867.783418497215
2008-02-25,880.4233340338959
2008-02-26,887.0859234576254
2008-02-27,881.2204451814713
2008-02-28,870.1854881176896
2008-02-29,852.5431409135448
2008-03-03,843.3509826893085
2008-03-04,837.0033010459966
2008-03-05,841.6467354903825
2008-03-06,829.1438454529659
2008-03-07,817.8968361695066
2008-03-10,806.3705353297111
2008-03-11,827.8566652372606
2008-03-12,824.5932804195061
2008-03-13,818.6019952619496
2008-03-14,806.1194208112843
2008-03-17,785.2465242452508
2008-03-18,807.6156802073277
2008-03-19,803.1488741771858
2008-03-20,817.2726127773036
2008-03-21,819.2278387966038
2008-03-24,826.5217527814629
2008-03-25,834.5000929242162
2008-03-26,825.6954034377279
2008-03-27,819.838972763555
2008-03-28,818.4935659049987
2008-03-31,813.8257380561788
2008-04-01,841.8071444357117
2008-04-02,848.9205300921526
2008-04-03,850.4162735131863
2008-04-04,848.5503233862472
2008-04-07,851.8234108169369
2008-04-08,845.7362267351607
2008-04-09,834.6943768003755
2008-04-10,835.7074326886197
2008-04-11,826.5056724352144
2008-04-14,818.9741934408008
2008-04-15,824.1666914562971
2008-04-16,834.9871303228581
2008-04-17,834.4228334721537
2008-04-18,852.8225980545154
2008-04-21,850.2433546445525
2008-04-22,840.3095555628371
2008-04-23,844.7116076655722
2008-04-24,852.6370738089795
2008-04-25,862.9599115163925
2008-04-28,866.9331900986214
2008-04-29,864.6715650241248
2008-04-30,865.7801743103802
2008-05-01,878.2320379648495
2008-05-02,889.1117374794362
2008-05-05,884.7318592809736
2008-05-06,884.7776997311703
2008-05-07,886.4176814292475
2008-05-08,887.7403122786604
2008-05-09,880.2476030954867
2008-05-12,883.7298684247975
2008-05-13,886.1915656804326
2008-05-14,890.5208731093672
2008-05-15,899.6244996894736
2008-05-16,900.7103480627972
2008-05-19,905.2505911409295
2008-05-20,893.0992822566681
2008-05-21,876.5981218980971
2008-05-22,879.481723986601
2008-05-23,868.2746139112178
2008-05-26,863.9895854451397
2008-05-27,869.3955153316815
2008-05-28,876.3030542577429
2008-05-29,886.3750792198601
2008-05-30,891.6379889923772
2008-06-02,887.4314150509861
2008-06-03,886.8624703063227
2008-06-04,888.3413431819224
2008-06-05,890.258032400318
2008-06-06,866.8499052767394
2008-06-09,862.1312628040108
2008-06-10,864.168577597251
2008-06-11,852.707508682011
2008-06-12,854.9207289138192
2008-06-13,867.2807808245868
2008-06-16,865.6765751776782
2008-06-17,862.4365617432785
