Date,EAFE ex JP ESG LEADERS
2007-09-28,1000.0
2007-10-01,1007.3691691235102
2007-10-02,1013.7092545108396
2007-10-03,1015.4610892233255
2007-10-04,1014.8970885294062
2007-10-05,1022.6992629279082
2007-10-08,1020.4009162760774
2007-10-09,1025.6883868286766
2007-10-10,1026.3816413345453
2007-10-11,1032.2839077192239
2007-10-12,1030.484198443385
2007-10-15,1020.6681877558896
2007-10-16,1010.5415929606373
2007-10-17,1018.1417113029911
2007-10-18,1012.4573032739511
2007-10-19,1006.4028178722198
2007-10-22,994.1687481450109
2007-10-23,1005.363770078428
2007-10-24,1000.1699917483955
2007-10-25,1011.4999742057857
2007-10-26,1017.8869805013937
2007-10-29,1026.7083689468811
2007-10-30,1022.6754670765407
2007-10-31,1031.2859373207305
2007-11-01,1019.693634604861
2007-11-02,1012.0452852904991
2007-11-05,1005.2626337585781
2007-11-06,1008.9402479605579
2007-11-07,1001.9999472766737
2007-11-08,992.3411165575302
2007-11-09,977.0232384231446
2007-11-12,974.0654245609293
2007-11-13,980.2769909123219
2007-11-14,987.5469376814668
2007-11-15,976.2331304821736
2007-11-16,968.0172151089578
2007-11-19,951.6115828886526
2007-11-20,960.3501822310666
2007-11-21,935.2445345313215
2007-11-22,942.3287464648615
2007-11-23,955.2296429816475
2007-11-26,953.0907376458053
2007-11-27,947.7435325825371
2007-11-28,970.8969067118633
2007-11-29,974.5506527084028
2007-11-30,987.7671357312048
2007-12-03,986.771264235192
2007-12-04,972.7815468219426
2007-12-05,987.4312472750622
2007-12-06,989.0893611033598
2007-12-07,995.6461914442411
2007-12-10,999.9086847034619
2007-12-11,998.1005815921886
2007-12-12,999.5423822348325
2007-12-13,978.8707094495338
2007-12-14,982.4308767382457
2007-12-17,964.6354843476244
2007-12-18,963.926067530038
2007-12-19,960.2867176510874
2007-12-20,961.7747819610597
2007-12-21,975.9072186070298
2007-12-24,977.2631375546179
2007-12-25,977.2631375546179
2007-12-26,975.9821533063636
2007-12-27,977.0483076598454
2007-12-28,974.0488404673665
2007-12-31,975.8092260080881
2008-01-01,975.8092260080881
2008-01-02,962.9929461368134
2008-01-03,958.6133248650718
2008-01-04,942.1729264928081
2008-01-07,939.9985570847886
2008-01-08,947.3424634766258
2008-01-09,935.9956759736112
2008-01-10,927.6949181077653
2008-01-11,921.6342168690365
2008-01-14,922.6415246413225
2008-01-15,899.3291527118757
2008-01-16,889.2649168467335
2008-01-17,889.0162356814998
2008-01-18,881.5233562018358
2008-01-21,835.3794728466845
2008-01-22,846.4279875240255
2008-01-23,828.419170732972
2008-01-24,868.0223284473025
2008-01-25,874.4246681220618
2008-01-28,863.8868671637072
2008-01-29,875.5372943447724
2008-01-30,868.8079835306087
2008-01-31,869.7902831019233
2008-02-01,887.1106566284775
2008-02-04,889.3168180470252
2008-02-05,862.0196263922871
2008-02-06,863.3097541963317
2008-02-07,848.8127897413037
2008-02-08,854.666001111549
2008-02-11,845.8318971704701
2008-02-12,871.1858512266622
2008-02-13,868.7634418928545
2008-02-14,872.5445614100538
2008-02-15,856.6594058680882
2008-02-18,870.4714093791608
2008-02-19,872.4627561216379
2008-02-20,861.3821440111419
2008-02-21,866.8132740406771
2008-02-22,860.2922175467708
2008-02-25,875.3161987801566
2008-02-26,888.4764455927846
2008-02-27,887.8221457052167
2008-02-28,871.5020951608584
2008-02-29,858.8037247903227
2008-03-03,846.522593464476
2008-03-04,834.4711764544081
2008-03-05,847.9413006350322
2008-03-06,838.6728364835606
2008-03-07,827.2272008012749
2008-03-10,818.1441509982747
2008-03-11,828.2017125370444
2008-03-12,836.4619642587272
2008-03-13,824.4509915858665
2008-03-14,817.0120667207372
2008-03-17,783.8795060788872
2008-03-18,810.7124727880395
2008-03-19,808.0232143989464
2008-03-20,806.251914731258
2008-03-21,806.251914731258
2008-03-24,807.1936368784902
2008-03-25,833.563877570214
2008-03-26,828.2971009633834
2008-03-27,836.1345614840845
2008-03-28,832.4993955682596
2008-03-31,828.2541991499452
2008-04-01,852.7281728509705
2008-04-02,864.8870646564063
2008-04-03,862.9837279051005
