Date,WORLD ESG LEADERS
2007-09-28,89.36821010441938
2007-10-01,89.99860599062664
2007-10-02,90.57934529303706
2007-10-03,90.52518039341133
2007-10-04,90.63621207976374
2007-10-05,91.44519264818808
2007-10-08,91.47056564072665
2007-10-09,91.96927893725379
2007-10-10,91.66217027846224
2007-10-11,91.4960694417208
2007-10-12,91.82605813008503
2007-10-15,90.85565823579037
2007-10-16,90.21554326080813
2007-10-17,90.3722603151129
2007-10-18,90.04054553793901
2007-10-19,88.75496872036068
2007-10-22,88.75758189399455
2007-10-23,89.10175089091739
2007-10-24,88.82960434399268
2007-10-25,88.84642225373084
2007-10-26,89.72370314826401
2007-10-29,90.33612940458916
2007-10-30,89.92577888837661
2007-10-31,90.73347145526178
2007-11-01,89.52170822737193
2007-11-02,88.99811336184098
2007-11-05,88.53112903130507
2007-11-06,88.89044389237853
2007-11-07,87.1023851118309
2007-11-08,86.1578739863839
2007-11-09,84.82803708648706
2007-11-12,84.70867629790526
2007-11-13,85.64696050621471
2007-11-14,85.53109026918756
2007-11-15,84.68742183548112
2007-11-16,84.38396545945669
2007-11-19,83.03562346818384
2007-11-20,83.06012478782854
2007-11-21,81.3497905769218
2007-11-22,81.5585104781291
2007-11-23,82.79909544076214
2007-11-26,81.94456013191144
2007-11-27,82.21133981316241
2007-11-28,84.38486499291838
2007-11-29,84.71227246376469
2007-11-30,85.66954132012809
2007-12-03,85.46632528928608
2007-12-04,84.2851673564239
2007-12-05,85.74692042421451
2007-12-06,86.58343615262295
2007-12-07,86.67497632603134
2007-12-10,86.9684181994087
2007-12-11,85.94793168809338
2007-12-12,86.21536622505707
2007-12-13,85.46230567991785
2007-12-14,85.45870441300958
2007-12-17,84.30108409900889
2007-12-18,84.31874990678703
2007-12-19,84.22222010335359
2007-12-20,84.63930886395482
2007-12-21,85.76955335163346
2007-12-24,86.07034436119693
2007-12-25,86.22865654389558
2007-12-26,85.90512783371832
2007-12-27,85.13852439949204
2007-12-28,84.62723321901458
2007-12-31,84.77207204821995
2008-01-01,84.77207204821995
2008-01-02,83.5350161371091
2008-01-03,83.37675442282222
2008-01-04,81.23453552167585
2008-01-07,81.16861574411413
2008-01-08,80.73629957470523
2008-01-09,81.06172559873198
2008-01-10,80.68902099412983
2008-01-11,79.68940619937125
2008-01-14,79.9139101873929
2008-01-15,78.21226589675835
2008-01-16,77.75740046725917
2008-01-17,76.83395860513328
2008-01-18,76.54569062843174
2008-01-21,74.84826529138753
2008-01-22,74.22991106178794
2008-01-23,74.73152035822486
2008-01-24,76.4741011522175
2008-01-25,76.56522580445655
2008-01-28,76.20893832415261
2008-01-29,77.06098399288979
2008-01-30,76.51707218920565
2008-01-31,77.22879003606646
2008-02-01,78.1815582775173
2008-02-04,77.99678046886707
2008-02-05,76.25433267587503
2008-02-06,75.64153503796692
2008-02-07,75.85357075447307
2008-02-08,75.843949359742
2008-02-11,75.78378734825647
2008-02-12,76.60298688208887
2008-02-13,77.1132360785815
2008-02-14,76.82272289984613
2008-02-15,76.03207944592708
2008-02-18,76.58427548051328
2008-02-19,76.45753935131745
2008-02-20,76.48251282130057
2008-02-21,76.08189839870187
2008-02-22,76.01714480951094
2008-02-25,77.24081839516536
2008-02-26,77.97630136408534
2008-02-27,77.4194409445346
2008-02-28,76.33460929716375
2008-02-29,74.7967671092484
2008-03-03,73.91865516472058
2008-03-04,73.33024187397027
2008-03-05,73.8693145932803
2008-03-06,72.7507033220786
2008-03-07,71.91954160193416
2008-03-10,70.96729444028759
2008-03-11,72.67160755371066
2008-03-12,72.43495735961149
2008-03-13,71.83509728498541
2008-03-14,70.66050029297361
2008-03-17,68.55767124510768
2008-03-18,70.73627807573885
2008-03-19,70.23982016998563
2008-03-20,71.42880221246716
2008-03-21,71.57402349122692
2008-03-24,72.09441315833577
2008-03-25,72.9415739700856
2008-03-26,72.02184814223166
2008-03-27,71.70424849960439
2008-03-28,71.40906270501634
2008-03-31,71.09746034735413
2008-04-01,73.6437872811388
2008-04-02,74.29509204820629
2008-04-03,74.39150471119284
2008-04-04,74.17700081152931
2008-04-07,74.48837307742244
2008-04-08,73.8740401562311
2008-04-09,72.98036249191861
2008-04-10,73.03282467509025
2008-04-11,72.1353605664349
2008-04-14,71.42300788410188
2008-04-15,71.84653448821463
2008-04-16,72.88096779790602
2008-04-17,72.85222536491968
2008-04-18,74.43320068629819
2008-04-21,73.93824539853001
2008-04-22,73.12110656175487
2008-04-23,73.54843284808692
2008-04-24,74.29938163103085
2008-04-25,75.21750420233724
2008-04-28,75.58059866312931
2008-04-29,75.26721430144798
2008-04-30,75.49504143397135
2008-05-01,76.44668376583283
2008-05-02,77.48136678863321
2008-05-05,77.02220277889738
2008-05-06,76.94105455016233
2008-05-07,77.11762909981816
2008-05-08,77.1538800035991
2008-05-09,76.47694085200065
2008-05-12,76.80376635490114
2008-05-13,76.81544237988376
2008-05-14,77.21732102222224
2008-05-15,77.9350695068325
2008-05-16,78.11824629060573
2008-05-19,78.59596906951563
2008-05-20,77.39374011827339
2008-05-21,76.02310409110513
2008-05-22,76.40997254643506
2008-05-23,75.41660612502776
2008-05-26,75.07202280692191
2008-05-27,75.39032132384467
2008-05-28,75.99289532941928
2008-05-29,76.77402155992274
2008-05-30,77.09838353917183
2008-06-02,76.5821670963068
2008-06-03,76.590759090521
2008-06-04,76.49497455869502
2008-06-05,76.74045264287324
2008-06-06,74.76373290098192
2008-06-09,74.34689777348294
2008-06-10,74.45736927757146
2008-06-11,73.37574506066555
2008-06-12,73.68932822163495
2008-06-13,74.75467058500344
2008-06-16,74.51565053350365
2008-06-17,74.27920113015576
2008-06-18,73.54794957712758
2008-06-19,73.39782079200698
2008-06-20,71.71304866508875
2008-06-23,72.06671835329824
2008-06-24,71.42097758143338
2008-06-25,72.0784302692493
2008-06-26,70.03475370997236
2008-06-27,69.61515998196883
2008-06-30,69.77154676201961
2008-07-01,69.18474509816242
2008-07-02,67.96812372931834
2008-07-03,68.62951341528526
2008-07-04,68.47091748148739
