Date,EMU REGION ESG LEADERS
2011-05-31,1000.0
2011-06-01,989.9681779006426
2011-06-02,977.4536173631564
2011-06-03,978.7348503308814
2011-06-06,973.8109938664177
2011-06-07,973.7607097792005
2011-06-08,963.3765590567907
2011-06-09,972.7331807065918
2011-06-10,957.6085823047471
2011-06-13,958.213215179103
2011-06-14,972.4829083832144
2011-06-15,957.1119094779029
2011-06-16,953.637378563615
2011-06-17,964.4325547924586
2011-06-20,956.2835156747162
2011-06-21,974.9025678600503
2011-06-22,970.7298584655472
2011-06-23,950.1681277031225
2011-06-24,946.9788875859557
2011-06-27,949.0051653498193
2011-06-28,956.5772439215161
2011-06-29,974.3592987229662
2011-06-30,987.3495190455872
2011-07-01,995.8730872651273
2011-07-04,996.9072006864426
2011-07-05,991.635245666284
2011-07-06,983.7040795115339
2011-07-07,989.6754092044711
2011-07-08,972.6431782185074
2011-07-11,949.0525825452063
2011-07-12,944.2886613285654
2011-07-13,952.6645270497824
2011-07-14,944.2715027978398
2011-07-15,940.5122257437155
2011-07-18,924.4062296359258
2011-07-19,933.75618571295
2011-07-20,948.553395816797
2011-07-21,965.090329458577
2011-07-22,969.3154232439217
2011-07-25,962.9238000328687
2011-07-26,960.237712956577
2011-07-27,945.4182349557693
2011-07-28,941.2652726435676
2011-07-29,936.8480375237363
2011-08-01,912.9421178753907
2011-08-02,892.8910278495152
2011-08-03,877.0527126666902
2011-08-04,842.6622579773631
2011-08-05,831.7888237396598
2011-08-08,799.4605892175454
2011-08-09,809.8580340306677
2011-08-10,775.047127219718
2011-08-11,800.6484012447194
2011-08-12,831.0184560580964
2011-08-15,835.938792644934
2011-08-16,833.0112621328618
2011-08-17,834.9485845459654
2011-08-18,791.6042404576585
2011-08-19,775.7093041626779
2011-08-22,781.6832465384833
2011-08-23,785.816876022569
2011-08-24,800.0869908692724
2011-08-25,791.4717503926029
2011-08-26,786.0337628444887
2011-08-29,802.6398712891479
2011-08-30,804.4436528148119
2011-08-31,829.9096540955377
2011-09-01,830.9223305296208
2011-09-02,804.9453309211773
2011-09-05,768.5815001118615
2011-09-06,762.1952696489473
2011-09-07,787.4779208682065
2011-09-08,792.6393217193537
2011-09-09,762.7397517817841
2011-09-12,739.9822564182807
2011-09-13,749.6738140938734
2011-09-14,769.4069465190397
2011-09-15,789.9426392020524
2011-09-16,792.6690425752587
2011-09-19,773.1411341082036
2011-09-20,788.795432995092
2011-09-21,775.9687573235228
2011-09-22,739.5249365015005
2011-09-23,743.935361406017
2011-09-26,757.6939644796298
2011-09-27,792.7231390902327
2011-09-28,785.5931727346383
2011-09-29,794.836960981859
2011-09-30,784.4825812473973
2011-10-03,769.2080406186615
2011-10-04,749.5706852486211
2011-10-05,778.0215230211951
2011-10-06,802.2206473711901
2011-10-07,809.9713789557801
2011-10-10,827.5691787936131
2011-10-11,824.0404793779687
2011-10-12,843.0085083234419
2011-10-13,833.2998263399625
2011-10-14,843.4582406449573
2011-10-17,831.459593988028
2011-10-18,832.6932679975836
2011-10-19,836.9389991749796
2011-10-20,821.2168418799758
2011-10-21,842.7705864333077
2011-10-24,853.989791227275
2011-10-25,846.9169012517511
2011-10-26,844.5938781918893
2011-10-27,883.9863472444979
2011-10-28,881.4008426475498
2011-10-31,856.6138278709448
2011-11-01,819.9185610057407
2011-11-02,829.5372001669034
2011-11-03,849.0244665111404
2011-11-04,833.5678292398193
2011-11-07,829.4013354929172
2011-11-08,836.4078354930755
2011-11-09,817.353526591601
2011-11-10,815.7715401271101
2011-11-11,838.6317307170972
2011-11-14,825.8809482994226
2011-11-15,816.4411750560935
2011-11-16,818.8118019154444
2011-11-17,809.6521074898193
2011-11-18,806.5207094191711
2011-11-21,780.1642691606124
2011-11-22,773.1001142023161
2011-11-23,760.0423162928996
2011-11-24,758.8583131170395
2011-11-25,763.6724512268971
2011-11-28,798.4397627755088
2011-11-29,802.864887604236
2011-11-30,836.5469142830577
2011-12-01,830.0747824104366
2011-12-02,838.4229042215447
2011-12-05,847.7306683048024
2011-12-06,843.3788041619797
2011-12-07,837.732937586955
2011-12-08,818.4581302779237
2011-12-09,834.3951454768393
2011-12-12,812.6426358010967
2011-12-13,811.1602940156602
2011-12-14,793.4354674974718
2011-12-15,800.8830869099112
2011-12-16,795.5629341489287
2011-12-19,796.593132967648
2011-12-20,817.8547576820549
2011-12-21,810.6561801832239
2011-12-22,818.8717104007789
2011-12-23,824.3224547073348
2011-12-26,824.3224547073348
2011-12-27,824.6428801367908
2011-12-28,815.3923007121889
2011-12-29,826.2086435355835
2011-12-30,834.227951578036
2012-01-02,850.7356474811334
2012-01-03,859.5877271068416
2012-01-04,847.807227749296
2012-01-05,836.7516136866326
2012-01-06,832.0936300163323
2012-01-09,829.0523100402418
2012-01-10,848.7389919550111
2012-01-11,845.7621292432577
2012-01-12,847.5846074714439
2012-01-13,844.8217508077502
2012-01-16,850.7738556868923
2012-01-17,861.4859291865168
2012-01-18,860.8772540506714
2012-01-19,873.9491076448597
2012-01-20,872.8936741484855
2012-01-23,879.4035576016653
2012-01-24,876.0969378778938
2012-01-25,874.6496005626359
2012-01-26,889.8511195164646
2012-01-27,881.9155197543006
2012-01-30,871.2475879652709
2012-01-31,874.2850549985934
2012-02-01,893.4614900275266
2012-02-02,896.0859023035613
2012-02-03,909.3826045137511
2012-02-06,907.1467678913855
2012-02-07,907.1527165149439
2012-02-08,906.7877604092743
