Date,SWITZERLAND GROWTH
1982-11-30,223.72343
1982-12-31,243.38758
1983-01-31,241.90282
1983-02-28,242.08305
1983-03-31,241.42774
1983-04-29,250.36465
1983-05-31,239.11876
1983-06-30,241.70987
1983-07-29,244.88068
1983-08-31,234.1905
1983-09-30,240.52285
1983-10-31,245.40045
1983-11-30,248.79144
1983-12-30,262.55581
1984-01-31,256.08137
1984-02-29,261.72146
1984-03-30,263.55008
1984-04-30,259.6873
1984-05-31,246.89246
1984-06-29,235.1649
1984-07-31,218.48917
1984-08-31,232.67823
1984-09-28,227.25978
1984-10-31,231.0291
1984-11-30,229.82884
1984-12-31,230.47013
1985-01-31,236.7438
1985-02-28,223.58324
1985-03-29,243.55951
1985-04-30,259.29047
1985-05-31,266.85242
1985-06-28,291.86398
1985-07-31,331.13165
1985-08-30,350.06265
1985-09-30,344.51826
1985-10-31,397.63553
1985-11-29,434.8139
1985-12-31,468.46257
1986-01-31,458.46564
1986-02-28,483.85253
1986-03-31,507.12892
1986-04-30,570.65039
1986-05-30,542.13131
1986-06-30,571.27512
1986-07-31,574.86786
1986-08-29,643.98078
1986-09-30,620.52475
1986-10-31,626.23156
1986-11-28,690.53477
1986-12-31,701.22427
1987-01-30,697.73872
1987-02-27,675.5136
1987-03-31,695.10252
1987-04-30,686.05605
1987-05-29,651.21526
1987-06-30,684.81916
1987-07-31,716.64076
1987-08-31,736.36768
1987-09-30,734.39162
1987-10-30,591.41517
1987-11-30,564.1458
1987-12-31,570.91815
1988-01-29,535.72999
1988-02-29,565.43878
1988-03-31,559.86132
1988-04-29,552.42791
1988-05-31,526.21702
1988-06-30,529.17401
1988-07-29,522.62558
1988-08-31,507.95855
1988-09-30,524.23446
1988-10-31,577.10642
1988-11-30,560.52885
1988-12-30,555.11861
1989-01-31,532.03735
1989-02-28,544.39379
1989-03-31,532.36847
1989-04-28,554.73292
1989-05-31,516.08878
1989-06-30,604.25632
1989-07-31,685.30709
1989-08-31,671.23354
1989-09-29,684.81157
1989-10-31,658.26676
1989-11-30,690.53155
1989-12-29,713.36875
1990-01-31,721.90266
1990-02-28,716.33936
1990-03-30,704.56515
1990-04-30,698.0679
1990-05-31,804.3307
1990-06-29,813.94758
1990-07-31,826.27929
1990-08-31,742.4437
1990-09-28,646.98682
1990-10-31,701.8781
1990-11-30,679.33066
1990-12-31,681.49813
1991-01-31,713.19817
1991-02-28,758.00405
1991-03-29,722.58406
1991-04-30,723.722
1991-05-31,753.37632
1991-06-28,679.06553
1991-07-31,718.30456
1991-08-30,706.07614
1991-09-30,706.56259
1991-10-31,714.15284
1991-11-29,705.96487
1991-12-31,761.78406
1992-01-31,772.25266
1992-02-28,769.29512
1992-03-31,758.08767
1992-04-30,769.57829
1992-05-29,836.56667
1992-06-30,890.8239
1992-07-31,897.64402
1992-08-31,916.65697
1992-09-30,992.44255
1992-10-30,906.71845
1992-11-30,898.17594
1992-12-31,950.93515
1993-01-29,912.95498
1993-02-26,893.48085
1993-03-31,957.79026
1993-04-30,978.81551
1993-05-31,1062.45159
1993-06-30,1057.48336
1993-07-30,1001.62961
1993-08-31,1081.04062
1993-09-30,1124.18388
1993-10-29,1176.05455
1993-11-30,1183.92363
1993-12-31,1289.6506
1994-01-31,1438.60732
1994-02-28,1369.33673
1994-03-31,1361.32206
1994-04-29,1333.30801
1994-05-31,1316.61691
1994-06-30,1344.16268
1994-07-29,1260.41205
1994-08-31,1362.96904
1994-09-30,1339.86626
1994-10-31,1341.26093
1994-11-30,1324.47835
1994-12-30,1378.48528
1995-01-31,1375.60956
1995-02-28,1486.87661
1995-03-31,1582.03277
1995-04-28,1612.66789
1995-05-31,1655.25461
1995-06-30,1712.3992
1995-07-31,1758.32726
1995-08-31,1744.58639
1995-09-29,1840.11792
1995-10-31,1896.85161
1995-11-30,1954.41661
1995-12-29,2051.04871
1996-01-31,1940.47721
1996-02-29,2046.2251
1996-03-29,2215.08071
1996-04-30,2129.60603
1996-05-31,2075.65008
1996-06-28,2146.89444
1996-07-31,2097.82066
1996-08-30,2193.64284
1996-09-30,2130.2739
1996-10-31,2132.58592
1996-11-29,2130.10205
1996-12-31,2106.08111
1997-01-31,2210.351898305128
1997-02-28,2216.607768230683
1997-03-31,2330.240160097661
1997-04-30,2374.130675381431
1997-05-30,2505.0170965012458
1997-06-30,2751.3762928156625
1997-07-31,2837.1879927931145
1997-08-29,2562.5045870774325
1997-09-30,2712.5516614690346
1997-10-31,2712.2683879572
1997-11-28,2759.372272487308
1997-12-31,2875.0832327891685
1998-01-30,3006.139781614082
1998-02-27,3283.322336560749
1998-03-31,3170.9329952196913
1998-04-30,3011.5141982017103
1998-05-29,3077.5744526937256
1998-06-30,3013.7134005377584
1998-07-31,3171.2620439354264
1998-08-31,2929.1026524500776
1998-09-30,2950.38563043277
1998-10-30,3228.1889794136932
1998-11-30,3350.5890638632645
1998-12-31,3514.5496799364337
1999-01-29,3495.0115816799707
1999-02-26,3340.3846501346607
1999-03-31,3184.467159908959
1999-04-30,2997.135751342217
1999-05-31,2924.463667516842
1999-06-30,2857.328024711202
1999-07-30,2928.770460669098
1999-08-31,2940.1692981236597
1999-09-30,2936.3637526212187
1999-10-29,2978.790757420988
1999-11-30,2993.070178702092
1999-12-31,2983.532824397588
2000-01-31,2669.253743000735
2000-02-29,2649.9207439117968
2000-03-31,2783.134360893911
2000-04-28,2765.658636829615
2000-05-31,2824.256737042338
2000-06-30,2891.6062049864404
2000-07-31,2816.485042945338
2000-08-31,2696.069679253176
2000-09-29,2630.8632400235633
2000-10-31,2633.4899657095125
2000-11-30,2806.898248438869
2000-12-29,3010.7699777259527
2001-01-01,3010.7699777259527
2001-01-02,3034.740778071099
2001-01-03,3049.0476301813574
2001-01-04,3002.095377424134
2001-01-05,2943.333395958497
2001-01-08,2908.4839566513174
2001-01-09,2884.525247767598
2001-01-10,2843.4568294904257
2001-01-11,2856.941751302292
2001-01-12,2822.0451328992203
2001-01-15,2805.2948066196004
2001-01-16,2802.9072472912485
2001-01-17,2795.679396350943
2001-01-18,2848.27129474804
2001-01-19,2802.061852058529
2001-01-22,2806.558444651731
2001-01-23,2823.5178670550554
2001-01-24,2788.0315835033753
2001-01-25,2814.2874833672035
2001-01-26,2831.8946803352746
2001-01-29,2824.449017771816
2001-01-30,2834.147158359871
2001-01-31,2839.8566790939567
2001-02-01,2845.571372193066
2001-02-02,2827.2863638917206
2001-02-05,2863.48237159301
2001-02-06,2847.077702534858
2001-02-07,2838.499528734411
2001-02-08,2806.6049118504634
2001-02-09,2812.6564944078514
2001-02-12,2827.3712493214475
2001-02-13,2783.4920440089536
2001-02-14,2725.542134183431
2001-02-15,2727.092776294654
2001-02-16,2734.1193848867993
2001-02-19,2752.1634339000902
2001-02-20,2702.513122519538
2001-02-21,2717.500946982531
2001-02-22,2692.972839546284
2001-02-23,2669.0688062901445
2001-02-26,2680.193950652523
2001-02-27,2707.588896983463
2001-02-28,2696.681063448391
2001-03-01,2716.2261767533937
2001-03-02,2743.8519650197036
2001-03-05,2750.5545592769517
2001-03-06,2734.1723125498334
2001-03-07,2720.692540551718
2001-03-08,2702.658058462992
2001-03-09,2689.9369510371753
2001-03-12,2656.704951258533
2001-03-13,2607.665902773725
2001-03-14,2539.0705422924852
2001-03-15,2557.3748108653617
2001-03-16,2476.611087368849
2001-03-19,2450.9255372961857
2001-03-20,2452.665214229271
2001-03-21,2428.193183257701
2001-03-22,2296.5384339018574
2001-03-23,2368.7096172277606
2001-03-26,2455.542043783625
2001-03-27,2461.9469984673997
2001-03-28,2442.425590463282
2001-03-29,2450.8390791319293
2001-03-30,2492.985204887667
2001-04-02,2426.8873368048157
2001-04-03,2402.2744325322933
2001-04-04,2443.155658145231
2001-04-05,2492.503501649774
2001-04-06,2489.3600855914387
2001-04-09,2543.2707852862673
2001-04-10,2540.2782590778525
2001-04-11,2537.834888213743
2001-04-12,2565.5596486376103
2001-04-13,2565.5596486376103
2001-04-16,2539.4641567159833
2001-04-17,2531.5271163696734
2001-04-18,2522.9466166027464
2001-04-19,2538.851213737548
2001-04-20,2553.884674629888
2001-04-23,2522.2896541086297
2001-04-24,2537.4112177279026
2001-04-25,2536.871313933486
2001-04-26,2553.8867961507945
2001-04-27,2543.7037028956206
2001-04-30,2541.152062777468
2001-05-01,2548.7180760302313
2001-05-02,2554.3804994007924
2001-05-03,2536.3147705395663
2001-05-04,2556.568293564725
2001-05-07,2591.431635570027
2001-05-08,2579.3472539296936
2001-05-09,2550.3536882506924
2001-05-10,2571.849855528403
2001-05-11,2588.4104916947526
2001-05-14,2574.193081472294
2001-05-15,2605.29327282198
2001-05-16,2636.0016092059004
2001-05-17,2634.744534584994
2001-05-18,2628.134440431208
2001-05-21,2632.1577600239398
2001-05-22,2625.596699714128
2001-05-23,2614.527331283646
2001-05-24,2608.059731206259
2001-05-25,2591.958167499678
2001-05-28,2601.0448094183316
2001-05-29,2573.3707909516893
2001-05-30,2577.4287100445185
2001-05-31,2516.264604304027
2001-06-01,2517.2454353783796
2001-06-04,2523.002990975184
2001-06-05,2553.595592310866
2001-06-06,2550.106459003898
2001-06-07,2561.7551974917747
2001-06-08,2541.77879611683
2001-06-11,2506.7169371973896
2001-06-12,2499.0913160245373
2001-06-13,2523.8075897649255
2001-06-14,2515.846851080733
2001-06-15,2509.726821278322
2001-06-18,2504.431650808559
2001-06-19,2432.7723768502833
2001-06-20,2429.0865203332382
2001-06-21,2435.011394573778
2001-06-22,2387.605507595841
2001-06-25,2399.2756417397036
2001-06-26,2366.8847862227512
2001-06-27,2337.2334083198693
2001-06-28,2367.875868972807
2001-06-29,2405.693139800196
2001-07-02,2426.0829418427065
2001-07-03,2399.141304538058
2001-07-04,2377.8253792863625
2001-07-05,2337.400592535285
2001-07-06,2329.304387966311
2001-07-09,2338.945608870199
2001-07-10,2306.078475277675
2001-07-11,2310.824779263283
2001-07-12,2320.0808106510667
2001-07-13,2328.560792074687
2001-07-16,2329.626876644383
2001-07-17,2313.5164109689676
2001-07-18,2370.2421205036535
2001-07-19,2421.119199269657
2001-07-20,2405.189586772063
2001-07-23,2383.224155157638
2001-07-24,2332.358311103502
2001-07-25,2296.1733074537487
2001-07-26,2298.86120106192
2001-07-27,2328.8284138738327
2001-07-30,2338.3092979281087
2001-07-31,2351.5945792298826
2001-08-01,2391.3116961136266
2001-08-02,2409.5063643621697
2001-08-03,2406.1473660186402
2001-08-06,2406.4555924288234
2001-08-07,2390.4303060195957
2001-08-08,2378.931712783566
2001-08-09,2351.7286037028234
2001-08-10,2314.9121025308255
2001-08-13,2373.208485927201
2001-08-14,2380.2707889389585
2001-08-15,2384.2403432497204
2001-08-16,2384.687880628056
2001-08-17,2385.831889846341
2001-08-20,2355.3669699020925
2001-08-21,2419.445846537186
2001-08-22,2415.860503244344
2001-08-23,2386.3812722130183
2001-08-24,2398.7271347256806
2001-08-27,2408.820882346415
2001-08-28,2388.987860813271
2001-08-29,2355.8098933307365
2001-08-30,2331.7138607502534
2001-08-31,2358.4462904806646
2001-09-03,2310.198720410906
2001-09-04,2307.9804986626195
2001-09-05,2297.663194220881
2001-09-06,2282.8533793748866
2001-09-07,2272.6643220583005
2001-09-10,2217.3703693780344
2001-09-11,2150.5468025035752
2001-09-12,2239.919519880396
2001-09-13,2265.5341204988767
2001-09-14,2220.3937892445074
2001-09-17,2274.138056841044
2001-09-18,2279.795725774545
2001-09-19,2276.804397733257
2001-09-20,2212.54594015012
2001-09-21,2133.0743123736256
2001-09-24,2205.837120421618
2001-09-25,2280.5635836126157
2001-09-26,2281.305051766857
2001-09-27,2307.498878838889
2001-09-28,2352.7755960413897
2001-10-01,2319.1967722562963
2001-10-02,2337.1539733787913
2001-10-03,2328.5651388441424
2001-10-04,2361.4253915754316
2001-10-05,2354.922714873189
2001-10-08,2371.8768315186935
2001-10-09,2361.9481265588997
2001-10-10,2345.1694724652357
2001-10-11,2355.9927008582927
2001-10-12,2329.92032104728
2001-10-15,2333.840557844898
2001-10-16,2319.2199950637596
2001-10-17,2308.417620169778
2001-10-18,2343.6952461487926
2001-10-19,2347.2516542297003
2001-10-22,2361.547429502041
2001-10-23,2366.680705739287
2001-10-24,2367.9947421860734
2001-10-25,2349.9912755308933
2001-10-26,2363.1794039462466
2001-10-29,2341.4948042480873
2001-10-30,2326.593234670068
2001-10-31,2332.8972954299707
2001-11-01,2361.9699397649156
2001-11-02,2354.5927899323333
2001-11-05,2367.100703120641
2001-11-06,2373.8201039176283
2001-11-07,2375.422960263261
2001-11-08,2397.5417769276037
2001-11-09,2384.1117287343736
2001-11-12,2359.2264581146605
2001-11-13,2360.51339663166
2001-11-14,2384.1159788226114
2001-11-15,2412.7622971956275
2001-11-16,2432.8509021344926
2001-11-19,2424.3883055614046
2001-11-20,2406.9637716398884
2001-11-21,2401.232494306105
2001-11-22,2408.780612749828
2001-11-23,2354.2916334171377
2001-11-26,2357.65551724694
2001-11-27,2343.6634454037344
2001-11-28,2319.0358498267115
2001-11-29,2321.6216510437134
2001-11-30,2320.3026297370907
2001-12-03,2306.722530182677
2001-12-04,2363.7814392859123
2001-12-05,2367.930405158965
2001-12-06,2345.1588823720394
2001-12-07,2330.867748395008
2001-12-10,2281.506418449815
2001-12-11,2283.7501612149968
2001-12-12,2304.5524982566885
2001-12-13,2294.449365221401
2001-12-14,2283.551079056051
2001-12-17,2321.225367787704
2001-12-18,2314.7730782252033
2001-12-19,2278.769211704094
2001-12-20,2350.239298364723
2001-12-21,2362.2002767269896
2001-12-24,2311.4792579019622
2001-12-25,2311.4792579019622
2001-12-26,2311.000152287687
2001-12-27,2352.768849747188
2001-12-28,2359.393720721296
2001-12-31,2385.6842094027256
2002-01-01,2385.6842094027256
2002-01-02,2389.764293178869
2002-01-03,2359.2219356992787
2002-01-04,2348.5687612576357
2002-01-07,2345.3875865473456
2002-01-08,2324.909455371191
2002-01-09,2337.578806765841
2002-01-10,2339.56471888458
2002-01-11,2362.8652406672486
2002-01-14,2346.1714709020825
2002-01-15,2349.1407747316803
2002-01-16,2325.5179235055903
2002-01-17,2347.425976916815
2002-01-18,2355.169895915816
2002-01-21,2349.101546489353
2002-01-22,2363.814264557876
2002-01-23,2399.4956245314706
2002-01-24,2403.0357372748795
2002-01-25,2349.6547911071007
2002-01-28,2355.244900606167
2002-01-29,2341.1261640875
2002-01-30,2323.2334642644455
2002-01-31,2341.279446433511
2002-02-01,2342.8665340891134
2002-02-04,2366.748703242263
2002-02-05,2369.0058873188686
2002-02-06,2380.9962650138136
2002-02-07,2419.961106404339
2002-02-08,2426.68950950922
2002-02-11,2459.3713148720017
2002-02-12,2463.6926765526523
2002-02-13,2482.1616668831575
2002-02-14,2476.7240749379953
2002-02-15,2477.9492523782365
2002-02-18,2471.9424349161886
2002-02-19,2446.6696601625763
2002-02-20,2444.9576471035575
2002-02-21,2453.2345378566215
2002-02-22,2468.261734046068
2002-02-25,2468.116276010499
2002-02-26,2454.5252319578653
2002-02-27,2468.5416893749552
2002-02-28,2491.2300053670015
2002-03-01,2460.098496560832
2002-03-04,2462.0725676023644
2002-03-05,2439.9949641749276
2002-03-06,2451.1522365579217
2002-03-07,2461.0897280071713
2002-03-08,2479.906630495612
2002-03-11,2476.6183635833036
2002-03-12,2480.9015507743184
2002-03-13,2504.285774740363
2002-03-14,2548.639684102351
2002-03-15,2562.853978121659
2002-03-18,2566.7400054470245
2002-03-19,2571.26143253876
2002-03-20,2580.563840908831
2002-03-21,2586.6094354951397
2002-03-22,2591.0121593739777
2002-03-25,2579.629443470598
2002-03-26,2581.676989571219
2002-03-27,2571.9350880944958
2002-03-28,2576.8813874679026
2002-03-29,2576.8813874679026
2002-04-01,2606.7180640843994
2002-04-02,2624.036849507993
2002-04-03,2604.133318250235
2002-04-04,2596.240239092985
2002-04-05,2585.3079060766418
2002-04-08,2561.351753080376
2002-04-09,2574.588647513275
2002-04-10,2582.589993297339
2002-04-11,2559.4840566275693
2002-04-12,2575.4475231816737
2002-04-15,2590.8815262398193
2002-04-16,2617.0354179730484
2002-04-17,2626.4638024847072
2002-04-18,2659.0631592184286
2002-04-19,2653.7850811876483
2002-04-22,2669.317306351041
2002-04-23,2681.05414374275
2002-04-24,2703.5449224516674
2002-04-25,2705.921851378303
2002-04-26,2698.7945126761115
2002-04-29,2717.816730601021
2002-04-30,2721.2628100992792
2002-05-01,2747.6350868728573
2002-05-02,2749.428538547128
2002-05-03,2797.801088925807
2002-05-06,2792.0625042389593
2002-05-07,2749.8152315768257
2002-05-08,2763.6540920021657
2002-05-09,2762.690327347967
2002-05-10,2755.5154768826956
2002-05-13,2757.9930204267816
2002-05-14,2720.730464974889
2002-05-15,2754.952233213818
2002-05-16,2773.5725891566854
2002-05-17,2779.499421540418
2002-05-20,2761.285935410993
2002-05-21,2766.125428200855
2002-05-22,2792.551137698632
2002-05-23,2765.5849102711663
2002-05-24,2773.969372992663
2002-05-27,2774.7089495205128
2002-05-28,2793.5999153443904
2002-05-29,2795.5569805265595
2002-05-30,2794.9473471375836
2002-05-31,2787.3165480476164
2002-06-03,2781.4950306088945
2002-06-04,2743.689122717113
2002-06-05,2700.330460028229
2002-06-06,2706.8754571599816
2002-06-07,2678.9284887155904
2002-06-10,2684.3842305432477
2002-06-11,2689.154374515447
2002-06-12,2618.1793613490113
2002-06-13,2582.4485516278446
2002-06-14,2571.108585573746
2002-06-17,2635.4639125823956
2002-06-18,2627.5598338334057
2002-06-19,2627.87039635088
2002-06-20,2586.353206543775
2002-06-21,2586.4439560723845
2002-06-24,2553.993657208449
2002-06-25,2615.5493159775597
2002-06-26,2607.310743270105
2002-06-27,2622.1932517572272
2002-06-28,2752.0819479991883
2002-07-01,2750.4487740345235
2002-07-02,2718.7331653633605
2002-07-03,2652.225733710013
2002-07-04,2704.1555752837753
2002-07-05,2738.845676791881
2002-07-08,2762.0988196377
2002-07-09,2767.7239714207426
2002-07-10,2668.9030682759717
2002-07-11,2599.4481331047873
2002-07-12,2632.53358310842
2002-07-15,2573.877796535532
2002-07-16,2501.4162532894566
2002-07-17,2493.4738236860176
2002-07-18,2465.7700194343274
2002-07-19,2360.5957936610853
2002-07-22,2278.808848192071
2002-07-23,2227.8849049298983
2002-07-24,2288.234136486744
2002-07-25,2426.234516133255
2002-07-26,2441.651759789631
2002-07-29,2486.3071236924443
2002-07-30,2492.253050065393
2002-07-31,2489.8808306969236
2002-08-01,2466.323131226536
2002-08-02,2476.9076222802064
2002-08-05,2407.4208425310208
2002-08-06,2463.347540782303
2002-08-07,2462.2239589382198
2002-08-08,2549.8245177146587
2002-08-09,2564.742263024842
2002-08-12,2532.8178265320353
2002-08-13,2571.2569136165116
2002-08-14,2584.722089481958
2002-08-15,2613.4771759674823
2002-08-16,2591.8118743600958
2002-08-19,2610.663971374686
2002-08-20,2504.825631024754
2002-08-21,2569.2249997317745
2002-08-22,2535.4336503014597
2002-08-23,2539.1928770109084
2002-08-26,2505.068515636461
2002-08-27,2540.574997228538
2002-08-28,2454.8245388818873
2002-08-29,2425.6485793112965
2002-08-30,2485.002850538665
2002-09-02,2433.118736671959
2002-09-03,2383.7274363139154
2002-09-04,2419.1870575722355
2002-09-05,2433.575726428513
2002-09-06,2474.7207452992798
2002-09-09,2434.0096197751773
2002-09-10,2450.0978052090145
2002-09-11,2490.033498263975
2002-09-12,2439.406571490324
2002-09-13,2406.836017398739
2002-09-16,2373.6735499971933
2002-09-17,2348.7789796769057
2002-09-18,2377.7973456148125
2002-09-19,2369.59967943434
2002-09-20,2375.4725563437128
2002-09-23,2309.7987863126373
2002-09-24,2299.8449827216687
2002-09-25,2314.3247791849167
2002-09-26,2417.773347240321
2002-09-27,2414.579095706539
2002-09-30,2415.1669288848266
2002-10-01,2374.7305662398812
2002-10-02,2446.40194752789
2002-10-03,2457.470686868743
2002-10-04,2427.163392390095
2002-10-07,2399.3512180407934
2002-10-08,2325.7962749646167
2002-10-09,2303.124125833031
2002-10-10,2329.2409185139045
2002-10-11,2405.614300010004
2002-10-14,2386.7786831342605
2002-10-15,2449.7543395690136
2002-10-16,2408.8542906510297
2002-10-17,2365.067698090992
2002-10-18,2332.933373070772
2002-10-21,2307.371158515931
2002-10-22,2303.0634091138277
2002-10-23,2271.5411270819754
2002-10-24,2305.4680786972262
2002-10-25,2352.0568259516513
2002-10-28,2322.5795433793583
2002-10-29,2278.4199615464267
2002-10-30,2325.7399886121666
2002-10-31,2360.1905019575065
2002-11-01,2348.707837828438
2002-11-04,2385.4006115541806
2002-11-05,2393.0190437377473
2002-11-06,2390.9341402674154
2002-11-07,2372.293127904742
2002-11-08,2358.1029159598834
2002-11-11,2348.780957576076
2002-11-12,2376.0755058973937
2002-11-13,2367.074808503975
2002-11-14,2377.9195799763206
2002-11-15,2409.9801562184525
2002-11-18,2400.3361816262914
2002-11-19,2392.3436712151647
2002-11-20,2382.911936462149
2002-11-21,2392.8484854678445
2002-11-22,2370.1429347983
2002-11-25,2338.2724414784543
2002-11-26,2344.619209329098
2002-11-27,2356.748730192037
2002-11-28,2336.398285964625
2002-11-29,2316.6521784467086
2002-12-02,2320.913380649008
2002-12-03,2274.852073642095
2002-12-04,2306.9406293126353
2002-12-05,2279.854588791137
2002-12-06,2294.208413358922
2002-12-09,2282.4853143737278
2002-12-10,2307.345367155152
2002-12-11,2289.0792749504385
2002-12-12,2291.17914973323
2002-12-13,2296.5300688928874
2002-12-16,2328.696853519777
2002-12-17,2345.307571841811
2002-12-18,2306.8559602776
2002-12-19,2307.7232216964844
2002-12-20,2308.875234559801
2002-12-23,2294.937760483538
2002-12-24,2310.989125207505
2002-12-25,2310.989125207505
2002-12-26,2314.687233761054
2002-12-27,2266.6706342552934
2002-12-30,2307.3981407767264
2002-12-31,2323.918891188015
2003-01-01,2323.918891188015
2003-01-02,2293.236262379153
2003-01-03,2421.725573995657
2003-01-06,2439.3348079665334
2003-01-07,2421.7049240607043
2003-01-08,2411.2629277381243
2003-01-09,2416.406617767609
2003-01-10,2414.6374399771917
2003-01-13,2414.3585324420446
2003-01-14,2448.611433690199
2003-01-15,2393.7016776300748
2003-01-16,2376.5331913662744
2003-01-17,2373.9119693254697
2003-01-20,2340.5802134686205
2003-01-21,2331.1709273771853
2003-01-22,2290.397109231972
2003-01-23,2286.990713654813
2003-01-24,2281.534905890262
2003-01-27,2199.332169927585
2003-01-28,2196.215317662098
2003-01-29,2241.4993471269104
2003-01-30,2252.189775557855
2003-01-31,2283.128109116699
2003-02-03,2287.843028768525
2003-02-04,2268.078467038709
2003-02-05,2265.76757208237
2003-02-06,2201.9907869384697
2003-02-07,2201.2990464612494
2003-02-10,2180.971722463311
2003-02-11,2219.521329508852
2003-02-12,2159.2278001202276
2003-02-13,2175.6688069442293
2003-02-14,2217.1761410232702
2003-02-17,2229.0402818024227
2003-02-18,2217.5027034323607
2003-02-19,2167.3895493825453
2003-02-20,2192.795092242217
2003-02-21,2210.3868158434793
2003-02-24,2206.2692071113074
2003-02-25,2205.850651616406
2003-02-26,2201.8714671589487
2003-02-27,2189.1254674601355
2003-02-28,2247.258070589258
2003-03-03,2263.238171600151
2003-03-04,2214.1711542165913
2003-03-05,2192.3758677322758
2003-03-06,2165.9762788488756
2003-03-07,2154.291799853275
2003-03-10,2109.553178452836
2003-03-11,2094.9850496658396
2003-03-12,2103.650263771914
2003-03-13,2109.2027096599186
2003-03-14,2164.2620499538475
2003-03-17,2183.482538834116
2003-03-18,2182.8733529468705
2003-03-19,2234.8758809043384
2003-03-20,2290.037750065843
2003-03-21,2342.121488954543
2003-03-24,2254.155215466143
2003-03-25,2288.7343072472645
2003-03-26,2283.2519543161693
2003-03-27,2266.8068279850454
2003-03-28,2275.7747676518225
2003-03-31,2257.4732993359603
2003-04-01,2272.511996899053
2003-04-02,2292.6081914518163
2003-04-03,2305.588222630407
2003-04-04,2329.2119694058406
2003-04-07,2334.7697716174425
2003-04-08,2349.938987015136
2003-04-09,2358.4579784925836
2003-04-10,2332.54863307217
2003-04-11,2332.4740284382437
2003-04-14,2351.5861007658486
2003-04-15,2395.979706465285
2003-04-16,2390.793810337632
2003-04-17,2389.0981920389204
2003-04-18,2389.0981920389204
2003-04-21,2365.805430129201
2003-04-22,2383.8338096766374
2003-04-23,2390.04072818587
2003-04-24,2396.965486035756
2003-04-25,2380.023652300765
2003-04-28,2409.79517035554
2003-04-29,2377.3139868257595
2003-04-30,2409.9986974921126
2003-05-01,2438.313552951067
2003-05-02,2407.047201612631
2003-05-05,2454.428363722923
2003-05-06,2484.149331419696
2003-05-07,2486.269161629606
2003-05-08,2463.6300196129478
2003-05-09,2474.51765992074
2003-05-12,2456.329025040466
2003-05-13,2457.1174513325295
2003-05-14,2450.3747469483033
2003-05-15,2441.1667957512327
2003-05-16,2463.9286136065602
2003-05-19,2437.364485713852
2003-05-20,2440.7026596727646
2003-05-21,2417.535593339925
2003-05-22,2450.131837061804
2003-05-23,2459.1539193834906
2003-05-26,2447.571684195839
2003-05-27,2490.5822143152363
2003-05-28,2496.280614766101
2003-05-29,2511.259071536338
2003-05-30,2452.5101561914357
2003-06-02,2532.873425604141
2003-06-03,2493.096711696226
2003-06-04,2515.1309198978342
2003-06-05,2518.7068111904437
2003-06-06,2525.3785731333364
2003-06-09,2550.8154271320855
2003-06-10,2536.783083039056
2003-06-11,2572.5150533943856
2003-06-12,2570.1636290070974
2003-06-13,2536.2314281934573
2003-06-16,2609.3683648436813
2003-06-17,2620.5553195150155
