Date,AUSTRALIA GROWTH
1974-12-31,100.0
1975-01-31,117.6744
1975-02-28,117.88825
1975-03-31,115.31149
1975-04-30,114.39448
1975-05-30,128.30917
1975-06-30,122.84576
1975-07-31,121.08272
1975-08-29,116.12052
1975-09-30,124.47344
1975-10-31,127.56412
1975-11-28,138.22657
1975-12-31,142.75933
1976-01-30,142.40648
1976-02-27,142.79911
1976-03-31,144.05761
1976-04-30,147.47156
1976-05-31,148.63714
1976-06-30,147.85318
1976-07-30,166.01787
1976-08-31,163.82906
1976-09-30,151.57479
1976-10-29,140.06092
1976-11-30,111.77631
1976-12-31,127.79936
1977-01-31,130.51094
1977-02-28,127.48825
1977-03-31,136.18014
1977-04-29,134.78216
1977-05-31,137.75115
1977-06-30,136.55996
1977-07-29,127.06508
1977-08-31,118.2708
1977-09-30,117.7062
1977-10-31,123.03557
1977-11-30,119.30087
1977-12-30,128.26751
1978-01-31,121.57391
1978-02-28,113.13865
1978-03-31,119.41561
1978-04-28,125.96985
1978-05-31,132.23566
1978-06-30,129.56744
1978-07-31,138.48978
1978-08-31,149.21864
1978-09-29,152.79147
1978-10-31,145.92386
1978-11-30,136.77924
1978-12-29,145.01522
1979-01-31,151.13623
1979-02-28,155.52746
1979-03-30,157.58246
1979-04-30,151.9788
1979-05-31,156.36384
1979-06-29,153.2701
1979-07-31,161.23964
1979-08-31,181.86176
1979-09-28,200.57442
1979-10-31,199.12561
1979-11-30,190.21657
1979-12-31,228.98842
1980-01-31,281.92435
1980-02-29,290.5599
1980-03-31,218.65414
1980-04-30,239.5046
1980-05-30,278.01355
1980-06-30,304.28359
1980-07-31,298.49242
1980-08-29,319.36592
1980-09-30,350.59346
1980-10-31,386.78454
1980-11-28,363.26697
1980-12-31,349.35857
1981-01-30,302.15046
1981-02-27,280.65218
1981-03-31,313.60606
1981-04-30,302.56079
1981-05-29,299.66947
1981-06-30,284.11988
1981-07-31,246.82579
1981-08-31,251.22513
1981-09-30,224.86331
1981-10-30,211.24394
1981-11-30,231.12052
1981-12-31,228.9707
1982-01-29,203.61176
1982-02-26,175.32894
1982-03-31,164.47571
1982-04-30,186.57941
1982-05-31,184.05035
1982-06-30,164.93414
1982-07-30,156.93486
1982-08-31,161.90004
1982-09-30,164.46271
1982-10-29,166.17234
1982-11-30,164.30039
1982-12-31,169.80334
1983-01-31,190.18406
1983-02-28,174.34192
1983-03-31,163.0579
1983-04-29,184.48875
1983-05-31,195.41292
1983-06-30,188.22518
1983-07-29,207.03073
1983-08-31,211.22948
1983-09-30,213.60863
1983-10-31,204.53617
1983-11-30,224.17903
1983-12-30,231.25949
1984-01-31,231.55023
1984-02-29,223.38442
1984-03-30,226.41556
1984-04-30,225.39517
1984-05-31,190.75135
1984-06-29,190.68935
1984-07-31,190.2326
1984-08-31,211.95377
1984-09-28,211.40328
1984-10-31,219.96212
1984-11-30,220.15497
1984-12-31,205.2872
1985-01-31,221.27181
1985-02-28,199.65207
1985-03-29,204.7795
1985-04-30,194.3423
1985-05-31,197.14473
1985-06-28,199.12768
1985-07-31,233.89627
1985-08-30,225.8099
1985-09-30,236.79176
1985-10-31,244.6339
1985-11-29,229.40656
1985-12-31,230.66359
1986-01-31,264.11505
1986-02-28,250.75517
1986-03-31,285.3663
1986-04-30,323.49079
1986-05-30,318.99476
1986-06-30,283.43609
1986-07-31,240.58343
1986-08-29,263.71807
1986-09-30,285.84627
1986-10-31,330.30574
1986-11-28,338.03554
1986-12-31,373.44124
1987-01-30,379.46271
1987-02-27,447.80707
1987-03-31,476.30119
1987-04-30,484.45546
1987-05-29,492.3929
1987-06-30,498.33892
1987-07-31,577.46657
1987-08-31,648.24002
1987-09-30,670.37374
1987-10-30,339.73207
1987-11-30,381.59786
1987-12-31,393.28922
1988-01-29,361.71236
1988-02-29,358.79835
1988-03-31,420.61034
1988-04-29,448.39592
1988-05-31,514.08752
1988-06-30,506.22395
1988-07-29,528.2354
1988-08-31,513.34205
1988-09-30,490.18474
1988-10-31,518.06774
1988-11-30,504.84469
1988-12-30,505.53746
1989-01-31,548.84565
1989-02-28,467.86117
1989-03-31,474.57408
1989-04-28,489.53454
1989-05-31,476.44475
1989-06-30,489.99056
1989-07-31,539.09083
1989-08-31,577.3226
1989-09-29,567.0966
1989-10-31,548.45294
1989-11-30,531.81414
1989-12-29,565.97661
1990-01-31,554.01267
1990-02-28,518.82608
1990-03-30,510.99526
1990-04-30,471.51718
1990-05-31,516.37573
1990-06-29,541.17503
1990-07-31,583.84693
1990-08-31,576.68881
1990-09-28,558.11662
1990-10-31,519.53254
1990-11-30,523.64856
1990-12-31,512.8366
1991-01-31,530.08352
1991-02-28,567.36725
1991-03-29,580.33713
1991-04-30,634.56916
1991-05-31,612.99617
1991-06-28,627.3548
1991-07-31,664.7527
1991-08-30,654.95876
1991-09-30,676.18253
1991-10-31,706.3831
1991-11-29,659.94054
1991-12-31,654.79064
1992-01-31,639.6172
1992-02-28,638.3673
1992-03-31,641.80078
1992-04-30,667.52909
1992-05-29,676.88295
1992-06-30,654.22262
1992-07-31,624.90097
1992-08-31,568.15282
1992-09-30,537.19625
1992-10-30,500.40088
1992-11-30,498.86626
1992-12-31,556.23081
1993-01-29,542.93521
1993-02-26,582.29966
1993-03-31,596.36256
1993-04-30,588.63207
1993-05-31,561.3933
1993-06-30,547.83923
1993-07-30,595.76416
1993-08-31,619.79436
1993-09-30,607.67197
1993-10-29,680.85783
1993-11-30,638.17738
1993-12-31,709.34902
1994-01-31,778.84071
1994-02-28,733.64097
1994-03-31,685.97204
1994-04-29,701.65135
1994-05-31,757.031
1994-06-30,728.16758
1994-07-29,766.04556
1994-08-31,816.87941
1994-09-30,774.74662
1994-10-31,801.72843
1994-11-30,758.29133
1994-12-30,782.78351
1995-01-31,714.90114
1995-02-28,717.66155
1995-03-31,696.5074
1995-04-28,760.27477
1995-05-31,732.33831
1995-06-30,724.11781
1995-07-31,819.10572
1995-08-31,836.19247
1995-09-29,817.99724
1995-10-31,804.00737
1995-11-30,822.71144
1995-12-29,833.92187
1996-01-31,850.28979
1996-02-29,880.22129
1996-03-29,873.66487
1996-04-30,940.10351
1996-05-31,935.71718
1996-06-28,895.26503
1996-07-31,853.76863
1996-08-30,909.13028
1996-09-30,889.51434
1996-10-31,911.93804
1996-11-29,940.36534
1996-12-31,940.45042
1997-01-31,888.3865843737071
1997-02-28,895.9783907664122
1997-03-31,892.7277998395356
1997-04-30,936.9342393503484
1997-05-30,955.6784386838241
1997-06-30,985.0128473117537
1997-07-31,955.167599054795
1997-08-29,879.6073313231095
1997-09-30,907.8529164140803
1997-10-31,779.8171938720428
1997-11-28,752.1071582681342
1997-12-31,776.5279019166018
1998-01-30,821.9585799040423
1998-02-27,851.1244805339419
1998-03-31,853.040588565907
1998-04-30,830.3408243831266
1998-05-29,783.2427721174903
1998-06-30,753.6290030530882
1998-07-31,771.3536798483085
1998-08-31,675.7697621140366
1998-09-30,708.80117437351
1998-10-30,754.2069537411193
1998-11-30,840.511758453329
1998-12-31,856.3883262517852
1999-01-29,918.2017010935947
1999-02-26,882.6287609316352
1999-03-31,906.9223222239804
1999-04-30,959.4362763761866
1999-05-31,876.1591521777624
1999-06-30,921.862815169465
1999-07-30,901.8680921803134
1999-08-31,877.2034631146831
1999-09-30,890.1803260711175
1999-10-29,851.2091551416871
1999-11-30,910.7323877030242
1999-12-31,937.690744070486
2000-01-31,862.2652833604584
2000-02-29,796.0606646302307
2000-03-31,792.9679491313386
2000-04-28,748.9117015812399
2000-05-31,687.6039584798041
2000-06-30,796.6958262629803
2000-07-31,738.767401235503
2000-08-31,741.9311790014193
2000-09-29,709.8037651631563
2000-10-31,660.707569835034
2000-11-30,666.0906244073851
2000-12-29,688.7237740829198
2001-01-01,688.7237740829198
2001-01-02,707.299914006148
2001-01-03,705.8937549768372
2001-01-04,727.9132486508418
2001-01-05,740.9300768686493
2001-01-08,730.8691034985359
2001-01-09,720.3758531920944
2001-01-10,708.1165586576169
2001-01-11,704.6376308711793
2001-01-12,710.8611551851358
2001-01-15,717.07024261546
2001-01-16,716.1139220131896
2001-01-17,710.8148394893095
2001-01-18,725.1488511758207
2001-01-19,731.7977985221765
2001-01-22,732.11906056117
2001-01-23,719.546155811668
2001-01-24,710.9579902832656
2001-01-25,714.9308026101704
2001-01-26,712.9622001247822
2001-01-29,712.9773402835671
2001-01-30,719.9338754226966
2001-01-31,725.4871321606174
2001-02-01,737.3463060684812
2001-02-02,730.1953452136438
2001-02-05,714.8036125678689
2001-02-06,718.8135110597301
2001-02-07,711.4708319262099
2001-02-08,707.9786987278994
2001-02-09,698.6905720806176
2001-02-12,708.0476257985697
2001-02-13,703.5009695088172
2001-02-14,697.7189466060311
2001-02-15,683.8521354474365
2001-02-16,697.0948024689951
2001-02-19,686.2296621017933
2001-02-20,678.1510175432288
2001-02-21,687.5865389555161
2001-02-22,681.1868132201862
2001-02-23,677.5170809766096
2001-02-26,679.927794383103
2001-02-27,683.7970902958214
2001-02-28,682.9507026448566
2001-03-01,693.2712926587911
2001-03-02,695.1542513762071
2001-03-05,690.3423262812137
2001-03-06,687.3969051790257
2001-03-07,684.2707068970399
2001-03-08,679.3266695046506
2001-03-09,674.1264591983078
2001-03-12,675.0782173052555
2001-03-13,656.9226810040286
2001-03-14,652.5204517316848
2001-03-15,641.0389772257851
2001-03-16,644.3511683962996
2001-03-19,648.5613232885213
2001-03-20,651.311276514941
2001-03-21,645.198097962253
2001-03-22,642.1357084206356
2001-03-23,636.126721821295
2001-03-26,644.1716023823526
2001-03-27,645.222069985836
2001-03-28,640.0127633929975
2001-03-29,637.290551169817
2001-03-30,627.427394528956
2001-04-02,632.094019903143
2001-04-03,633.8386041417224
2001-04-04,642.167581806738
2001-04-05,648.3333470487369
2001-04-06,659.0588403873496
2001-04-09,657.1503922321101
2001-04-10,665.6011832272601
2001-04-11,681.2651531561584
2001-04-12,691.240712878714
2001-04-13,691.240712878714
2001-04-16,693.4189209350528
2001-04-17,683.7941409686547
2001-04-18,672.5330377269222
2001-04-19,692.7986798294728
2001-04-20,706.2607321232322
2001-04-23,683.6545403194906
2001-04-24,681.3081759426184
2001-04-25,682.9311433096285
2001-04-26,689.6057587800002
2001-04-27,683.7297883200337
2001-04-30,692.5031996803073
2001-05-01,700.8164135512786
2001-05-02,703.7522268180727
2001-05-03,708.504457243321
2001-05-04,701.9865697468514
2001-05-07,703.6762288234294
2001-05-08,701.0940935886296
2001-05-09,709.0306096608277
2001-05-10,720.3435106558813
2001-05-11,712.69260486194
2001-05-14,705.9699114426844
2001-05-15,709.5297752002992
2001-05-16,713.5326076333528
2001-05-17,732.546899431321
2001-05-18,726.2290769903676
2001-05-21,737.9618871794428
2001-05-22,728.4209771425249
2001-05-23,721.6477437367884
2001-05-24,720.0155981492866
2001-05-25,721.9051563227148
2001-05-28,726.5984809415053
2001-05-29,715.7785626683699
2001-05-30,712.1614672694561
2001-05-31,699.5535421983415
2001-06-01,703.7798854452167
2001-06-04,708.9416949782601
2001-06-05,708.4875873447127
2001-06-06,713.0307824478405
2001-06-07,721.0387282732631
2001-06-08,729.9002598964389
2001-06-11,728.4361367272897
2001-06-12,710.0103444393411
2001-06-13,707.3365601725391
2001-06-14,718.4847729602393
2001-06-15,717.5844293166845
2001-06-18,702.8386946282999
2001-06-19,698.7111573871774
2001-06-20,700.471733220616
2001-06-21,693.8150570320502
2001-06-22,696.8865818355608
2001-06-25,691.6634943162032
2001-06-26,698.8662301278101
2001-06-27,693.2807545136293
2001-06-28,688.4776435547625
2001-06-29,694.9858495589698
2001-07-02,690.8135290683639
2001-07-03,703.0073549722506
2001-07-04,701.1805879829376
2001-07-05,686.5591217922221
2001-07-06,665.4692414885386
2001-07-09,668.5029066020186
2001-07-10,676.532603184866
2001-07-11,677.802271883589
2001-07-12,679.8942794240775
2001-07-13,681.5273887652004
2001-07-16,685.6342564357494
2001-07-17,674.8036619588466
2001-07-18,683.0344539675269
2001-07-19,680.5439737264419
2001-07-20,671.2282582024279
2001-07-23,669.0323486570446
2001-07-24,660.043001858582
2001-07-25,653.2360587868294
2001-07-26,647.9424402081197
2001-07-27,644.5476171844765
2001-07-30,650.0804841157574
2001-07-31,657.0264556072236
2001-08-01,678.9262429579342
2001-08-02,686.6114940833428
2001-08-03,684.4017206230213
2001-08-06,686.4621443179324
2001-08-07,684.989359994495
2001-08-08,684.9710911382331
2001-08-09,677.3354651747799
2001-08-10,673.0624379010495
2001-08-13,672.7311599004362
2001-08-14,670.2396606682088
2001-08-15,684.1701725348493
2001-08-16,681.2915402399578
2001-08-17,691.2054694708936
2001-08-20,679.3128786771005
2001-08-21,683.0732131597485
2001-08-22,685.7623513557484
2001-08-23,684.1723420546734
2001-08-24,689.0023590258312
2001-08-27,693.980244401913
2001-08-28,689.7606558728719
2001-08-29,690.5045624613381
2001-08-30,687.4534412107976
2001-08-31,671.3341702898001
2001-09-03,679.2328918208848
2001-09-04,673.2918005149668
2001-09-05,674.2227026879472
2001-09-06,675.1765794663885
2001-09-07,668.6643743836129
2001-09-10,659.8020618692307
2001-09-11,670.8007384298354
2001-09-12,641.8957965478087
2001-09-13,645.7056320859477
2001-09-14,645.4318704048236
2001-09-17,606.9774128323152
2001-09-18,610.2285074141506
2001-09-19,618.7690375342444
2001-09-20,609.4806892819839
2001-09-21,585.301226031262
2001-09-24,585.8278678390167
2001-09-25,599.0608702995132
2001-09-26,600.290632334548
2001-09-27,603.1474212973357
2001-09-28,619.90537020237
2001-10-01,625.8109340543441
2001-10-02,631.8707090564308
2001-10-03,632.8518617164333
2001-10-04,632.4627581050281
2001-10-05,654.6637097680068
2001-10-08,646.7630542072566
2001-10-09,648.115925560082
2001-10-10,641.0823194283066
2001-10-11,646.8172890890141
2001-10-12,651.1846593362475
2001-10-15,663.75165873419
2001-10-16,666.8157598841723
2001-10-17,668.2590661104502
2001-10-18,655.8842800893237
2001-10-19,648.415531860884
2001-10-22,646.9411812056933
2001-10-23,651.7394350754777
2001-10-24,655.4741682682076
2001-10-25,654.7067343479458
2001-10-26,654.4012687640212
2001-10-29,659.2897797489669
2001-10-30,659.9939181424727
2001-10-31,651.8288265428992
2001-11-01,656.7987665196234
2001-11-02,656.0716312189384
2001-11-05,653.6318237358678
2001-11-06,669.0069821995619
2001-11-07,666.0075197197651
2001-11-08,668.1780730448633
2001-11-09,668.0854260153708
2001-11-12,685.0834062511539
2001-11-13,679.0930587604284
2001-11-14,695.3102963256031
2001-11-15,698.8954637672047
2001-11-16,690.0698010864124
2001-11-19,693.8200977411211
2001-11-20,697.7182771635349
2001-11-21,692.8231139788779
2001-11-22,687.3388886554317
2001-11-23,692.4159377436177
2001-11-26,695.6394249499723
2001-11-27,709.870287481122
2001-11-28,703.8076327308502
2001-11-29,699.3539537627502
2001-11-30,708.2221408688808
2001-12-03,706.6662134059729
2001-12-04,705.578696901778
2001-12-05,708.9550118453835
2001-12-06,710.749345909978
2001-12-07,709.4275167859603
2001-12-10,705.5155076324424
2001-12-11,704.8944400825685
2001-12-12,701.207202703803
2001-12-13,699.4421082279828
2001-12-14,693.1015461974538
2001-12-17,692.9682214220953
2001-12-18,697.579980737844
2001-12-19,698.2919963689043
2001-12-20,687.3871198570436
2001-12-21,694.5799024810146
2001-12-24,703.1800086503655
2001-12-25,703.1800086503654
2001-12-26,702.6960581970617
2001-12-27,709.5662258535102
2001-12-28,712.7951400493004
2001-12-31,715.5724803285897
2002-01-01,715.5724803285897
2002-01-02,723.2995679326078
2002-01-03,719.9726112485215
2002-01-04,729.8772843723274
2002-01-07,733.469086093168
2002-01-08,732.9503373886588
2002-01-09,730.8944141480413
2002-01-10,726.2896216954169
2002-01-11,724.7251398097211
2002-01-14,721.1554177301518
2002-01-15,716.2361858835723
2002-01-16,715.5525962114848
2002-01-17,707.6452017876222
2002-01-18,708.6015531065668
2002-01-21,717.9270614729771
2002-01-22,725.8318219472176
2002-01-23,726.6692568700315
2002-01-24,729.5707679572708
2002-01-25,726.1766532691884
2002-01-28,724.1390022827534
2002-01-29,723.4069857748023
2002-01-30,709.1098563224922
2002-01-31,713.5020405095231
2002-02-01,714.6158208251982
2002-02-04,722.8292407474893
2002-02-05,722.8316088062641
2002-02-06,720.2255816497134
2002-02-07,716.9223304351987
2002-02-08,725.0564404854306
2002-02-11,733.304033663021
2002-02-12,731.6867646288629
2002-02-13,732.606382931798
2002-02-14,747.0392698688612
2002-02-15,742.2943941729236
2002-02-18,741.259521750282
2002-02-19,739.3783242399292
2002-02-20,733.7977778286354
2002-02-21,730.2878174727292
2002-02-22,726.5210088388478
2002-02-25,726.6048847607001
2002-02-26,728.6027994781037
2002-02-27,725.6250909706044
2002-02-28,725.9799449901136
2002-03-01,726.2541413796223
2002-03-04,734.702433834529
2002-03-05,735.1202805158545
2002-03-06,737.9222681250939
2002-03-07,756.1915349951624
2002-03-08,748.2601793520039
2002-03-11,743.9232692701135
2002-03-12,741.335460073472
2002-03-13,736.0373875945465
2002-03-14,738.5021593279433
2002-03-15,731.9499615833589
2002-03-18,739.1315464717042
2002-03-19,741.8883685751032
2002-03-20,754.43138119033
2002-03-21,748.8679251916742
2002-03-22,747.250122175592
2002-03-25,740.2771523526518
2002-03-26,726.6281140858207
2002-03-27,734.8759567641979
2002-03-28,746.2136979711219
2002-03-29,746.2136979711219
2002-04-01,747.5419779281624
2002-04-02,744.8672442257811
2002-04-03,742.1492327130019
2002-04-04,744.166891952818
2002-04-05,743.7292562738893
2002-04-08,736.9320290242242
2002-04-09,734.93544319924
2002-04-10,742.6868318847771
2002-04-11,744.2973880224448
2002-04-12,742.1129060068635
2002-04-15,740.9157945451625
2002-04-16,744.7755422498185
2002-04-17,756.5348186179631
2002-04-18,758.1742777958016
2002-04-19,758.9636138655115
2002-04-22,758.8656315890904
2002-04-23,754.9765773085652
2002-04-24,745.0837463319118
2002-04-25,748.2469998927122
2002-04-26,743.1410520169576
2002-04-29,728.8671512004179
2002-04-30,730.4659440417666
2002-05-01,734.8074748113756
2002-05-02,723.7077148134331
2002-05-03,728.459183053453
2002-05-06,725.4810667927096
2002-05-07,719.7805022599313
2002-05-08,727.4785109084345
2002-05-09,731.2796104553839
2002-05-10,731.0241864003702
2002-05-13,726.2092487694288
2002-05-14,727.0789064284901
2002-05-15,741.6653545919597
2002-05-16,747.5245132216529
2002-05-17,755.9882246651342
2002-05-20,746.8434088920952
2002-05-21,745.8518132004359
2002-05-22,751.5345237427923
2002-05-23,746.1393470612271
2002-05-24,748.5725045690025
2002-05-27,749.0331077610869
2002-05-28,756.2757767639146
2002-05-29,757.3175197404095
2002-05-30,760.7059805338961
2002-05-31,759.9251128450312
2002-06-03,765.0109296670469
2002-06-04,765.059255493025
2002-06-05,759.065804644291
2002-06-06,763.1778097107281
2002-06-07,762.1318005990447
2002-06-10,757.0814896002195
2002-06-11,753.9476187175667
2002-06-12,756.5463668821998
2002-06-13,757.4348815174476
2002-06-14,738.121582957321
2002-06-17,734.0084884876849
2002-06-18,747.1580309597567
2002-06-19,742.8751500309464
2002-06-20,747.5068908399123
2002-06-21,746.1470109331887
2002-06-24,744.5874753519199
2002-06-25,740.9026207020618
2002-06-26,726.6182195104022
2002-06-27,737.119636019279
2002-06-28,735.8745622079838
2002-07-01,736.4533483476083
2002-07-02,739.2153572752844
2002-07-03,733.801606200853
2002-07-04,730.3881906637033
2002-07-05,731.9282197500086
2002-07-08,745.9871653040283
2002-07-09,754.3226143008
2002-07-10,743.00630761617
2002-07-11,726.6777187244362
2002-07-12,729.3472672338193
2002-07-15,730.4315243166963
2002-07-16,718.066748867804
2002-07-17,696.4658643639383
2002-07-18,707.6079357341763
2002-07-19,704.5481808193058
2002-07-22,699.3493664156665
2002-07-23,689.2980408417047
2002-07-24,661.6634859481757
2002-07-25,669.650875615153
2002-07-26,653.2717029250422
2002-07-29,659.2879165242786
2002-07-30,678.192271032954
2002-07-31,679.2057417652217
2002-08-01,669.0158214263341
2002-08-02,657.4845194478605
2002-08-05,640.3821560030311
2002-08-06,629.8805819345794
2002-08-07,657.1322840622222
2002-08-08,660.6820741111327
2002-08-09,668.6754637393474
2002-08-12,675.0416859078587
2002-08-13,671.3225870571829
2002-08-14,665.806319698585
2002-08-15,678.6407530110579
2002-08-16,681.8553952851489
2002-08-19,680.577058735309
2002-08-20,694.1459097001592
2002-08-21,690.4588260130274
2002-08-22,695.1430079917989
2002-08-23,694.215001110951
2002-08-26,691.312221050585
2002-08-27,699.7556587232154
2002-08-28,690.8958957769365
2002-08-29,689.0204024518214
2002-08-30,686.0638123004733
2002-09-02,690.9269969438644
2002-09-03,685.8181974932914
2002-09-04,670.6422944077345
2002-09-05,670.2840476820724
2002-09-06,671.9134380171713
2002-09-09,684.0145740517479
2002-09-10,682.551417553822
2002-09-11,689.615496449463
2002-09-12,695.2734701380523
2002-09-13,693.0527887244705
2002-09-16,691.769627350824
2002-09-17,694.4207126920186
2002-09-18,685.544727490415
2002-09-19,680.1653973286619
2002-09-20,673.839916308782
2002-09-23,662.8268135488145
2002-09-24,659.458975856293
2002-09-25,651.3272253770867
2002-09-26,648.9551234944067
2002-09-27,655.1178329020378
2002-09-30,645.6707679570349
2002-10-01,651.9582738050085
2002-10-02,656.3863296915583
2002-10-03,658.9313867853463
2002-10-04,657.6955232929827
2002-10-07,650.8450750575324
2002-10-08,648.6891213697676
2002-10-09,641.1808478207886
2002-10-10,636.06094619933
2002-10-11,643.316796612322
2002-10-14,650.8765595064979
2002-10-15,656.4323922642334
2002-10-16,660.3807949695716
2002-10-17,663.6020818078375
2002-10-18,667.4997922828396
2002-10-21,663.8066434450509
2002-10-22,663.3839967947054
2002-10-23,667.9277991639262
2002-10-24,672.4744275314388
2002-10-25,665.2030186436924
2002-10-28,676.8575818581062
2002-10-29,669.4399337103274
2002-10-30,661.406067163675
2002-10-31,677.6501810997069
2002-11-01,671.6515505363067
2002-11-04,687.1687458148455
2002-11-05,688.5980055511047
2002-11-06,694.1184205527808
2002-11-07,696.9258185794367
2002-11-08,687.8382296146962
2002-11-11,672.9413569399286
2002-11-12,676.4902697440482
2002-11-13,670.1471248333039
2002-11-14,671.2672808048636
2002-11-15,681.4891337215363
2002-11-18,682.4368942851978
2002-11-19,676.6460169426966
2002-11-20,679.0015658366024
2002-11-21,678.7542070965789
2002-11-22,684.713206242194
2002-11-25,676.6138117326199
2002-11-26,674.3788026881194
2002-11-27,666.3708598457844
2002-11-28,684.5206465293849
2002-11-29,690.8239007279832
2002-12-02,696.0197246831589
2002-12-03,691.578824806033
2002-12-04,681.8878469711279
2002-12-05,688.120990369145
2002-12-06,684.7148689032222
2002-12-09,684.416155110844
2002-12-10,670.7383576995156
2002-12-11,662.3939296872038
2002-12-12,674.3437553955871
2002-12-13,668.3025694474926
2002-12-16,661.113911518998
2002-12-17,675.909751713046
2002-12-18,673.1909393615282
2002-12-19,672.067803603897
2002-12-20,674.135352103122
2002-12-23,683.204782508793
2002-12-24,684.0973032567291
2002-12-25,684.0973032567291
2002-12-26,684.0973032567291
2002-12-27,680.6228414885447
2002-12-30,673.6091187784958
2002-12-31,677.9983258588035
2003-01-01,677.9983258588035
2003-01-02,681.0295790571425
2003-01-03,688.1858961189282
2003-01-06,704.344879704524
2003-01-07,703.9278595102629
2003-01-08,701.0396587409842
2003-01-09,702.1582106038247
2003-01-10,707.48021027425
2003-01-13,707.1274787477629
2003-01-14,711.9747079851586
2003-01-15,712.2117334615955
2003-01-16,709.4844232559802
2003-01-17,713.7155492855358
2003-01-20,712.0240769802697
2003-01-21,710.7560012591458
2003-01-22,704.5256482033392
2003-01-23,709.9748833206693
2003-01-24,712.8840455236884
2003-01-27,710.2943679062586
2003-01-28,694.4163165081131
2003-01-29,694.528051356643
2003-01-30,689.992200699735
2003-01-31,689.7546621625642
2003-02-03,681.3332182030977
2003-02-04,690.5010963494346
2003-02-05,685.6826022784879
2003-02-06,675.4286738038647
2003-02-07,680.6493866169322
2003-02-10,678.7608361597936
2003-02-11,670.7177055285043
2003-02-12,674.1965690780867
2003-02-13,666.3797778029523
2003-02-14,654.2415207371499
2003-02-17,662.194842872159
2003-02-18,662.2950947477251
2003-02-19,669.2769245242248
2003-02-20,662.1643140258255
2003-02-21,663.9270287565683
2003-02-24,682.8190082372732
2003-02-25,672.6021624766026
2003-02-26,682.9885759226643
2003-02-27,675.2362340311562
2003-02-28,679.3789387442326
2003-03-03,692.731976547171
2003-03-04,691.6005190799161
2003-03-05,684.587428749226
2003-03-06,684.6446613380327
2003-03-07,675.6262675879716
2003-03-10,676.5701422541911
2003-03-11,660.6818404817766
2003-03-12,650.5841291025382
2003-03-13,646.0093422698303
2003-03-14,662.7716141438535
2003-03-17,662.938201922542
2003-03-18,682.9824771069356
2003-03-19,686.3639936206965
2003-03-20,688.7014844514179
2003-03-21,684.47880555842
2003-03-24,688.2811316276358
2003-03-25,691.0720111676061
2003-03-26,701.9698926039824
