Date,ISRAEL GROWTH
2000-12-29,100.0
2001-01-01,100.28370148748664
2001-01-02,88.47521905222621
2001-01-03,102.77017760616268
2001-01-04,100.35465275638713
2001-01-05,90.3372235498927
2001-01-08,85.88171734808893
2001-01-09,87.96029978093189
2001-01-10,90.71707644950271
2001-01-11,91.4941050531507
2001-01-12,91.44260299011832
2001-01-15,92.73926695373797
2001-01-16,90.57923633986773
2001-01-17,94.09573811747319
2001-01-18,99.54287750998652
2001-01-19,105.03238453667339
2001-01-22,102.15699795122097
2001-01-23,104.31649958726607
2001-01-24,101.77543070448449
2001-01-25,100.72104634473173
2001-01-26,106.31609708107626
2001-01-29,110.64843327797092
2001-01-30,110.78421211603948
2001-01-31,104.04078308795553
2001-02-01,105.76374693194988
2001-02-02,98.6325576849606
2001-02-05,100.87890833188948
2001-02-06,101.50066157907703
2001-02-07,99.87100067950959
2001-02-08,96.37429821440446
2001-02-09,91.5310569824029
2001-02-12,92.24201902911557
2001-02-13,91.4431709959324
2001-02-14,97.18247342571624
2001-02-15,102.47963470817758
2001-02-16,98.66787143004822
2001-02-19,98.72873227736525
2001-02-20,98.18780839260774
2001-02-21,93.28554648494269
2001-02-22,85.27174527744246
2001-02-23,89.28256571684865
2001-02-26,90.87936681984971
2001-02-27,86.14700952632231
2001-02-28,79.00978972719976
2001-03-01,84.31188795691183
2001-03-02,78.87483412552545
2001-03-05,75.2007586605263
2001-03-06,79.74366885437075
2001-03-07,82.55304170317626
2001-03-08,78.8943860221187
2001-03-09,79.28831471106223
2001-03-12,76.8830740631721
2001-03-13,81.2390943264282
2001-03-14,79.60529687378981
2001-03-15,75.9343998349346
2001-03-16,71.568033705856
2001-03-19,69.50926300333136
2001-03-20,65.27848814584435
2001-03-21,66.54794361614292
2001-03-22,67.9665084835801
2001-03-23,68.25417335583236
2001-03-26,67.20708555270932
2001-03-27,69.87849103858409
2001-03-28,64.65754175149976
2001-03-29,60.40386441108372
2001-03-30,62.198290552545245
2001-04-02,60.68039346645629
2001-04-03,55.7601714801256
2001-04-04,56.86055256387228
2001-04-05,61.7181244330113
2001-04-06,60.55292146076326
2001-04-09,64.5876967134406
2001-04-10,70.36035259722033
2001-04-11,74.25622882312112
2001-04-12,75.5779343011565
