Date,AUSTRIA GROWTH
1974-12-31,100.0
1975-01-31,102.88052
1975-02-28,106.00279
1975-03-31,104.97373
1975-04-30,104.19604
1975-05-30,104.21183
1975-06-30,104.07409
1975-07-31,95.68421
1975-08-29,95.1088
1975-09-30,92.53279
1975-10-31,96.32463
1975-11-28,94.16824
1975-12-31,95.94854
1976-01-30,97.63143
1976-02-27,97.27562
1976-03-31,99.47246
1976-04-30,99.83776
1976-05-31,99.22231
1976-06-30,97.93167
1976-07-30,100.90844
1976-08-31,103.48231
1976-09-30,105.35813
1976-10-29,106.01108
1976-11-30,102.73112
1976-12-31,104.63979
1977-01-31,103.85384
1977-02-28,102.5579
1977-03-31,102.68585
1977-04-29,101.89908
1977-05-31,102.43772
1977-06-30,100.14291
1977-07-29,103.52026
1977-08-31,100.57082
1977-09-30,92.74637
1977-10-31,94.43422
1977-11-30,94.92407
1977-12-30,101.58939
1978-01-31,101.3398
1978-02-28,105.03129
1978-03-31,105.94213
1978-04-28,103.74703
1978-05-31,103.05632
1978-06-30,103.93013
1978-07-31,108.17672
1978-08-31,110.53648
1978-09-29,112.25852
1978-10-31,125.5498
1978-11-30,109.92956
1978-12-29,118.10154
1979-01-31,114.08733
1979-02-28,114.24586
1979-03-30,115.25568
1979-04-30,114.06783
1979-05-31,112.10292
1979-06-29,116.22745
1979-07-31,116.37263
1979-08-31,117.54908
1979-09-28,122.89251
1979-10-31,126.18067
1979-11-30,130.42057
1979-12-31,132.59972
1980-01-31,131.28815
1980-02-29,129.75957
1980-03-31,114.85181
1980-04-30,123.10183
1980-05-30,126.18042
1980-06-30,128.90254
1980-07-31,126.97708
1980-08-29,124.504
1980-09-30,121.78291
1980-10-31,114.41625
1980-11-28,114.06902
1980-12-31,113.21109
1981-01-30,101.96897
1981-02-27,100.83209
1981-03-31,102.59548
1981-04-30,98.52549
1981-05-29,93.85823
1981-06-30,88.32565
1981-07-31,85.27878
1981-08-31,84.91465
1981-09-30,87.54795
1981-10-30,91.38703
1981-11-30,94.84786
1981-12-31,96.54633
1982-01-29,90.79925
1982-02-26,86.68445
1982-03-31,84.39122
1982-04-30,84.65326
1982-05-31,82.25608
1982-06-30,76.30334
1982-07-30,76.20059
1982-08-31,75.11379
1982-09-30,73.7494
1982-10-29,72.09675
1982-11-30,75.27247
1982-12-31,80.43764
1983-01-31,77.09216
1983-02-28,78.91304
1983-03-31,85.21489
1983-04-29,87.68151
1983-05-31,88.61466
1983-06-30,85.93392
1983-07-29,81.14715
1983-08-31,78.91471
1983-09-30,81.20253
1983-10-31,79.27405
1983-11-30,77.71681
1983-12-30,78.97619
1984-01-31,78.19101
1984-02-29,82.82809
1984-03-30,82.85432
1984-04-30,79.85632
1984-05-31,80.02741
1984-06-29,77.45541
1984-07-31,74.33964
1984-08-31,73.668
1984-09-28,74.25477
1984-10-31,75.5354
1984-11-30,74.68582
1984-12-31,74.87879
1985-01-31,74.62572
1985-02-28,90.7393
1985-03-29,105.88923
1985-04-30,155.25423
1985-05-31,190.05632
1985-06-28,204.74249
1985-07-31,198.17819
1985-08-30,213.21347
1985-09-30,230.14846
1985-10-31,229.2876
1985-11-29,289.07234
1985-12-31,296.36981
1986-01-31,275.48812
1986-02-28,306.41352
1986-03-31,281.25901
1986-04-30,348.55562
1986-05-30,317.65696
1986-06-30,327.90146
1986-07-31,337.80134
1986-08-29,365.35131
1986-09-30,358.88397
1986-10-31,337.6854
1986-11-28,362.84946
1986-12-31,368.80428
1987-01-30,328.98718
1987-02-27,335.83104
1987-03-31,326.42198
1987-04-30,321.5023
1987-05-29,291.3456
1987-06-30,303.66582
1987-07-31,354.47609
1987-08-31,349.23536
1987-09-30,370.45886
1987-10-30,319.57143
1987-11-30,315.65163
1987-12-31,321.26326
1988-01-29,275.51351
1988-02-29,281.85946
1988-03-31,292.61237
1988-04-29,300.59175
1988-05-31,281.83751
1988-06-30,276.06509
1988-07-29,284.55065
1988-08-31,288.48923
1988-09-30,299.86517
1988-10-31,345.39412
1988-11-30,352.61854
1988-12-30,342.9505
1989-01-31,344.63889
1989-02-28,369.90882
1989-03-31,399.21271
1989-04-28,419.97721
1989-05-31,422.48817
1989-06-30,468.50493
1989-07-31,504.90099
1989-08-31,570.17484
1989-09-29,672.93926
1989-10-31,612.24546
1989-11-30,591.53567
1989-12-29,748.23059
1990-01-31,860.97259
1990-02-28,933.97158
1990-03-30,917.26255
1990-04-30,797.89629
1990-05-31,797.53091
1990-06-29,854.23097
1990-07-31,991.45333
1990-08-31,847.53027
1990-09-28,665.6891
1990-10-31,773.70483
1990-11-30,796.82451
1990-12-31,783.61272
1991-01-31,763.50662
1991-02-28,866.88
1991-03-29,792.94247
1991-04-30,793.27381
1991-05-31,762.07786
1991-06-28,678.26164
1991-07-31,669.90304
1991-08-30,662.7242
1991-09-30,676.40524
1991-10-31,611.40671
1991-11-29,687.01726
1991-12-31,698.22978
1992-01-31,718.51795
1992-02-28,762.24139
1992-03-31,732.90083
1992-04-30,723.08361
1992-05-29,739.34433
1992-06-30,765.27931
1992-07-31,724.30998
1992-08-31,684.39819
1992-09-30,740.74444
1992-10-30,716.14657
1992-11-30,675.48499
1992-12-31,718.53543
1993-01-29,694.38882
1993-02-26,713.07577
1993-03-31,711.20072
1993-04-30,687.85018
1993-05-31,694.13725
1993-06-30,660.705
1993-07-30,667.57218
1993-08-31,719.11701
1993-09-30,702.36053
1993-10-29,760.88483
1993-11-30,737.67612
1993-12-31,808.37288
1994-01-31,787.82911
1994-02-28,793.77926
1994-03-31,748.49738
1994-04-29,724.48521
1994-05-31,700.50282
1994-06-30,765.49319
1994-07-29,726.55413
1994-08-31,747.32944
1994-09-30,715.46089
1994-10-31,669.49141
1994-11-30,669.34835
1994-12-30,696.74354
1995-01-31,663.25103
1995-02-28,685.80816
1995-03-31,694.36181
1995-04-28,697.34116
1995-05-31,751.3951
1995-06-30,776.75844
1995-07-31,780.25623
1995-08-31,708.18456
1995-09-29,718.74374
1995-10-31,686.15736
1995-11-30,658.60122
1995-12-29,683.10098
1996-01-31,713.86109
1996-02-29,707.03481
1996-03-29,691.45338
1996-04-30,690.13729
1996-05-31,732.56525
1996-06-28,672.67799
1996-07-31,664.4966
1996-08-30,669.97297
1996-09-30,639.88116
1996-10-31,634.7478
1996-11-29,652.71065
1996-12-31,656.10988
1997-01-31,628.5271003190628
1997-02-28,624.9060615846424
1997-03-31,629.1080492980524
1997-04-30,598.6215329576014
1997-05-30,652.8108900703091
1997-06-30,669.6241868930904
1997-07-31,714.92637661748
1997-08-29,650.839881488576
1997-09-30,729.3042857622264
1997-10-31,662.0545004722055
1997-11-28,610.2307926704748
1997-12-31,624.3734610163609
1998-01-30,609.6925258948535
1998-02-27,627.1789889533264
1998-03-31,667.356272153912
1998-04-30,714.6480312329585
1998-05-29,710.3324043512805
1998-06-30,672.4697139273615
1998-07-31,712.4160661253195
1998-08-31,628.0364661669526
1998-09-30,583.9611035488608
1998-10-30,627.6309113400068
1998-11-30,591.4120568412001
1998-12-31,600.8424864595191
1999-01-29,582.5932633863481
1999-02-26,593.1227502022568
1999-03-31,565.8329051202188
1999-04-30,579.1340915232305
1999-05-31,521.1711190555386
1999-06-30,555.6778367490583
1999-07-30,564.19302360382
1999-08-31,544.7920230705773
1999-09-30,523.5404085165162
