Date,SPAIN GROWTH
1986-08-29,128.06609
1986-09-30,131.85999
1986-10-31,121.10237
1986-11-28,133.5359
1986-12-31,147.30683
1987-01-30,181.9403
1987-02-27,188.7038
1987-03-31,178.02459
1987-04-30,180.98671
1987-05-29,177.57628
1987-06-30,180.83261
1987-07-31,206.59265
1987-08-31,222.93044
1987-09-30,237.69246
1987-10-30,187.73369
1987-11-30,201.4277
1987-12-31,225.76402
1988-01-29,230.24095
1988-02-29,231.36718
1988-03-31,247.94787
1988-04-29,250.93761
1988-05-31,260.73927
1988-06-30,253.9543
1988-07-29,247.35622
1988-08-31,239.35425
1988-09-30,239.25159
1988-10-31,263.08845
1988-11-30,269.88634
1988-12-30,263.34111
1989-01-31,257.68651
1989-02-28,251.8712
1989-03-31,255.3156
1989-04-28,260.44916
1989-05-31,244.86485
1989-06-30,249.44566
1989-07-31,263.49647
1989-08-31,270.3943
1989-09-29,275.88112
1989-10-31,262.14747
1989-11-30,261.4021
1989-12-29,268.99454
1990-01-31,245.17025
1990-02-28,235.1276
1990-03-30,212.56991
1990-04-30,233.18787
1990-05-31,248.4106
1990-06-29,265.02939
1990-07-31,282.42402
1990-08-31,248.92283
1990-09-28,193.05169
1990-10-31,228.09048
1990-11-30,221.20232
1990-12-31,212.20895
1991-01-31,230.73829
1991-02-28,259.85257
1991-03-29,252.74319
1991-04-30,241.10796
1991-05-31,252.51636
1991-06-28,228.1766
1991-07-31,233.68014
1991-08-30,240.08139
1991-09-30,250.19488
1991-10-31,234.0375
1991-11-29,219.3663
1991-12-31,231.1288
1992-01-31,237.16844
1992-02-28,245.0574
1992-03-31,235.97373
1992-04-30,232.90447
1992-05-29,252.06146
1992-06-30,239.60987
1992-07-31,217.58121
1992-08-31,208.78728
1992-09-30,180.62281
1992-10-30,175.72249
1992-11-30,188.14104
1992-12-31,191.94683
1993-01-29,199.90306
1993-02-26,201.36883
1993-03-31,212.64829
1993-04-30,217.70372
1993-05-31,213.0314
1993-06-30,212.51586
1993-07-30,203.19106
1993-08-31,245.19858
1993-09-30,236.48577
1993-10-29,255.56271
1993-11-30,237.26572
1993-12-31,254.59482
1994-01-31,289.66852
1994-02-28,279.24602
1994-03-31,272.01154
1994-04-29,267.32613
1994-05-31,264.5161
1994-06-30,246.2913
1994-07-29,261.61515
1994-08-31,260.21946
1994-09-30,249.20985
1994-10-31,258.73951
1994-11-30,254.78442
1994-12-30,237.8154
1995-01-31,234.31722
1995-02-28,241.47255
1995-03-31,237.40188
1995-04-28,264.91075
1995-05-31,273.94083
1995-06-30,279.55073
1995-07-31,301.31226
1995-08-31,289.56374
1995-09-29,290.19252
1995-10-31,283.29837
1995-11-30,303.00914
1995-12-29,318.00953
1996-01-31,314.48557
1996-02-29,331.34421
1996-03-29,333.39187
1996-04-30,342.04627
1996-05-31,333.24886
1996-06-28,349.94505
1996-07-31,336.24694
1996-08-30,337.55267
1996-09-30,345.12423
1996-10-31,351.46399
1996-11-29,385.4178
1996-12-31,411.40051
1997-01-31,414.6608010527066
1997-02-28,393.9557493842636
1997-03-31,411.8748834976795
1997-04-30,434.4697404909554
1997-05-30,451.45411980277976
1997-06-30,494.56193722536807
1997-07-31,472.37372219218616
1997-08-29,465.0637809318908
1997-09-30,528.7198302565309
1997-10-31,468.0791695494589
1997-11-28,496.90001588672015
1997-12-31,511.78558078381116
1998-01-30,543.7144791734607
1998-02-27,650.5646785810997
1998-03-31,712.1813429114608
1998-04-30,753.2222576038852
1998-05-29,740.6481535300917
1998-06-30,749.2199075851432
1998-07-31,828.6850392901117
1998-08-31,601.5121715684022
1998-09-30,547.4387919593273
1998-10-30,653.5951991141078
1998-11-30,719.0958441369379
1998-12-31,752.7597241789315
1999-01-29,721.8970771479619
1999-02-26,721.1288885001024
1999-03-31,712.9601286503681
1999-04-30,713.281531359161
1999-05-31,693.2209818005429
1999-06-30,685.238953154509
1999-07-30,635.7610044157892
1999-08-31,662.1728715573809
1999-09-30,655.4550634700311
1999-10-29,655.9883372801869
1999-11-30,686.0742587582782
1999-12-31,682.9945871914971
2000-01-31,598.7533360093074
2000-02-29,653.9403150072222
2000-03-31,675.9148533408053
2000-04-28,618.5392203371725
2000-05-31,571.6594969871524
2000-06-30,607.2993210539971
2000-07-31,592.8604645868231
2000-08-31,567.6799260740935
2000-09-29,582.4025803121382
2000-10-31,542.9507281309077
2000-11-30,466.9761341122473
2000-12-29,514.7580885290126
2001-01-01,514.7580885290126
2001-01-02,513.8301608501298
2001-01-03,518.6604579989474
2001-01-04,554.5774187051755
2001-01-05,563.9531812556198
2001-01-08,560.3677021546278
2001-01-09,550.3694712332792
2001-01-10,550.9865614374357
2001-01-11,566.027375402374
2001-01-12,584.9988946829315
2001-01-15,581.7119224123361
2001-01-16,567.9045045649469
2001-01-17,588.583240322249
2001-01-18,596.2528742180592
2001-01-19,579.900569708075
2001-01-22,584.4721062717689
2001-01-23,593.5436931188389
2001-01-24,584.2282991879352
2001-01-25,579.0345984066417
2001-01-26,576.6352237927911
2001-01-29,566.2348788048502
2001-01-30,568.1897091746417
2001-01-31,575.9831633323305
2001-02-01,583.1022532487824
2001-02-02,561.1627620084272
2001-02-05,565.4914169589997
2001-02-06,561.4964111866238
2001-02-07,557.8962742147932
2001-02-08,556.235730265817
2001-02-09,550.4749172610585
2001-02-12,561.5710782055206
2001-02-13,549.9753432580393
2001-02-14,522.0260760243941
2001-02-15,525.1936286678941
2001-02-16,532.3405469539852
2001-02-19,540.102011073431
2001-02-20,518.5258591174221
2001-02-21,513.403122750581
2001-02-22,499.68108401833274
2001-02-23,496.850869040618
2001-02-26,510.19411624289216
2001-02-27,523.4911073002359
2001-02-28,524.5534271923484
2001-03-01,529.028791636883
2001-03-02,541.2221605094537
2001-03-05,547.4224506893001
2001-03-06,561.3157437716501
2001-03-07,559.299292542497
2001-03-08,550.2022579241908
2001-03-09,543.6781928030765
2001-03-12,524.5999149173193
2001-03-13,520.7279617294505
2001-03-14,510.65243758479306
2001-03-15,512.3178666269508
2001-03-16,495.54380365718646
2001-03-19,495.0108021268968
2001-03-20,490.55894186151494
2001-03-21,466.0659634597176
2001-03-22,435.294030151397
2001-03-23,456.8410659735746
2001-03-26,479.5906586712526
2001-03-27,496.7469637636341
2001-03-28,483.32114184186355
2001-03-29,484.6826230325663
2001-03-30,490.3227539022165
2001-04-02,489.57755810313034
2001-04-03,471.560077835254
2001-04-04,491.13436338694237
2001-04-05,500.50288322022107
2001-04-06,503.40830523366344
2001-04-09,510.5414192765996
2001-04-10,519.6498893057666
2001-04-11,519.4976646113225
2001-04-12,525.7008332456816
2001-04-13,525.7008332456816
2001-04-16,520.3170259546212
2001-04-17,509.7433922861678
2001-04-18,522.3834199099148
2001-04-19,536.0623419020583
2001-04-20,523.9543117728294
2001-04-23,495.99146894648806
2001-04-24,501.1420949582712
2001-04-25,497.45424168673884
2001-04-26,514.1296222837112
2001-04-27,517.1821598267791
2001-04-30,521.4316259704148
2001-05-01,524.195969371307
2001-05-02,517.1218014844807
2001-05-03,507.6660920795952
2001-05-04,513.8362875878406
2001-05-07,513.047274430342
2001-05-08,514.3788413783088
2001-05-09,513.2237184416118
2001-05-10,520.7773503359664
2001-05-11,508.45391056897523
2001-05-14,499.94417494107324
2001-05-15,511.23124208324737
2001-05-16,505.3557750816085
2001-05-17,505.7217094043171
2001-05-18,503.84281006807043
2001-05-21,502.5807806161666
2001-05-22,497.09334779980253
2001-05-23,493.24141461344857
2001-05-24,488.29680544498046
2001-05-25,478.9696545746592
2001-05-28,486.4337422329254
2001-05-29,478.502896018534
2001-05-30,472.99196989445534
2001-05-31,472.8290764820873
2001-06-01,463.7883406300576
2001-06-04,476.008219155222
2001-06-05,477.1218026227217
2001-06-06,471.22144717978944
2001-06-07,470.7574917181737
2001-06-08,475.5288968772096
2001-06-11,471.68517830024484
2001-06-12,465.6208999620624
2001-06-13,471.2585791541731
2001-06-14,472.76678115816827
2001-06-15,465.0722691851351
2001-06-18,435.83834262679966
2001-06-19,434.65753944100175
2001-06-20,430.0095793380935
2001-06-21,424.90922777420786
2001-06-22,427.0723185921171
2001-06-25,433.437373178742
2001-06-26,423.0732873265805
2001-06-27,419.62055587752144
2001-06-28,419.5878733724852
2001-06-29,418.46526104746835
2001-07-02,434.30617576375823
2001-07-03,431.5100326719924
2001-07-04,421.3796691807891
2001-07-05,411.47731821699955
2001-07-06,394.9643614332315
2001-07-09,397.6404941963276
2001-07-10,401.7110837477876
2001-07-11,389.0266632094879
2001-07-12,377.76516767806805
2001-07-13,384.86987167946364
2001-07-16,385.41629511118214
2001-07-17,388.26203029690845
2001-07-18,386.30959834704527
2001-07-19,398.5656284371328
2001-07-20,398.63608745099674
2001-07-23,398.6782455305357
2001-07-24,398.5426253011192
2001-07-25,388.5019593027998
2001-07-26,394.40072354941685
2001-07-27,391.6055270397553
2001-07-30,406.1937006761202
2001-07-31,410.56549474059807
2001-08-01,416.3715641187035
2001-08-02,419.6073848270897
2001-08-03,418.65346508235314
2001-08-06,419.7210486528782
2001-08-07,413.56852336856576
2001-08-08,403.49946506430945
2001-08-09,398.17926531711095
2001-08-10,392.1200260404137
2001-08-13,406.61468852600854
2001-08-14,414.3358091091643
2001-08-15,420.66119420476883
2001-08-16,413.9360143966569
2001-08-17,405.07026732043136
2001-08-20,401.67786535084514
2001-08-21,399.59724798496745
2001-08-22,408.65850727562236
2001-08-23,413.03529112221753
2001-08-24,424.57582998087423
2001-08-27,422.3243402596158
2001-08-28,411.3621264149769
2001-08-29,416.57599340049745
2001-08-30,403.98348117576967
2001-08-31,405.9221601379333
2001-09-03,393.6655847099135
2001-09-04,397.11699943510047
2001-09-05,383.4644427897445
2001-09-06,368.56237651805895
2001-09-07,360.18254407683594
2001-09-10,358.94424624677896
2001-09-11,344.19722603162523
2001-09-12,345.75169820863283
2001-09-13,348.11164894566167
2001-09-14,323.76201164876284
2001-09-17,345.98286406694564
2001-09-18,344.9710553480333
2001-09-19,344.87767150944677
2001-09-20,336.8288817669733
2001-09-21,325.8978145381153
2001-09-24,347.18884111343084
2001-09-25,355.2247772903813
2001-09-26,356.26824293860426
2001-09-27,365.17625446680984
2001-09-28,367.3512401083062
2001-10-01,360.631472752456
2001-10-02,366.1022335034278
2001-10-03,362.57221883742545
2001-10-04,371.1393048566697
2001-10-05,354.0979479879776
2001-10-08,356.00050550797926
2001-10-09,363.35164395467933
2001-10-10,373.40892761744647
2001-10-11,370.78683418325437
2001-10-12,372.4313040099903
2001-10-15,373.7055180207767
2001-10-16,383.0954781969365
2001-10-17,401.16987957502687
2001-10-18,390.88422237237313
2001-10-19,376.1084123110383
2001-10-22,385.8427226889111
2001-10-23,395.78061347249366
2001-10-24,411.31127952586013
2001-10-25,401.1599920955291
2001-10-26,403.44591365433155
2001-10-29,394.7201403175947
2001-10-30,378.4459538047942
2001-10-31,388.01253837857945
2001-11-01,389.61300200321614
2001-11-02,384.31686988517794
2001-11-05,400.6562202496204
2001-11-06,409.6858424946146
2001-11-07,419.87887946151335
2001-11-08,433.442158269424
2001-11-09,423.9766335777295
2001-11-12,413.7841464394416
2001-11-13,432.5292347433963
2001-11-14,440.4898464967488
2001-11-15,444.6666045236523
2001-11-16,449.4699381614653
2001-11-19,451.77448145281954
2001-11-20,441.27260556334835
2001-11-21,429.5313095682735
2001-11-22,433.7551905212907
2001-11-23,434.2662233640993
2001-11-26,438.67541954000706
2001-11-27,431.8262435212784
2001-11-28,427.6724272563558
2001-11-29,422.30881646609515
2001-11-30,431.95168957183324
2001-12-03,425.2658471746102
2001-12-04,437.0405386836917
2001-12-05,454.13988529947784
2001-12-06,455.69944916837755
2001-12-07,449.36621428472944
2001-12-10,439.9314393796987
2001-12-11,443.0658418032584
2001-12-12,440.1129076750466
2001-12-13,430.08996042583016
2001-12-14,429.8920548003083
2001-12-17,444.1059852521544
2001-12-18,440.33549298939954
2001-12-19,428.1961333972455
2001-12-20,422.53687504073326
2001-12-21,420.5364283814402
2001-12-24,416.34030978267396
2001-12-25,416.34030978267396
2001-12-26,416.6959130537558
2001-12-27,428.3822401854954
2001-12-28,423.05749197744666
2001-12-31,427.18347795046327
2002-01-01,427.18347795046327
2002-01-02,434.3755307247656
2002-01-03,443.97769674927355
2002-01-04,438.1447241243408
2002-01-07,420.957317708781
2002-01-08,421.3058375543181
2002-01-09,415.0325369760133
2002-01-10,406.87357895921883
2002-01-11,409.45177300752863
2002-01-14,400.5920867891416
2002-01-15,407.797401704881
2002-01-16,394.5881936317783
2002-01-17,402.25469394441325
2002-01-18,406.1953508580762
2002-01-21,401.1475905948286
2002-01-22,407.3811449664646
2002-01-23,410.62597569651393
2002-01-24,418.15555553230695
2002-01-25,407.47805855774004
2002-01-28,410.3865134148003
2002-01-29,404.97520835354203
2002-01-30,395.1000334086332
2002-01-31,396.8425693098307
2002-02-01,402.73561937327344
2002-02-04,397.87499424717913
2002-02-05,388.9931712397636
2002-02-06,379.46446985147725
2002-02-07,389.08564060816025
2002-02-08,389.12806030162636
2002-02-11,392.25836721403476
2002-02-12,389.8291130578564
2002-02-13,391.57412682886707
2002-02-14,397.58378050502165
2002-02-15,391.7558912304374
2002-02-18,385.83072770427225
2002-02-19,381.0897762893735
2002-02-20,380.8109920041626
2002-02-21,380.8750140046412
2002-02-22,379.66376273265064
2002-02-25,382.0014841627831
2002-02-26,385.43282861372074
2002-02-27,397.0049300889216
2002-02-28,400.6024377718339
2002-03-01,405.6697298606323
2002-03-04,416.95379323891666
2002-03-05,413.6712352711156
2002-03-06,416.98867729342675
2002-03-07,421.88851987262257
2002-03-08,416.02608037560094
2002-03-11,410.9730602165239
2002-03-12,404.99157579569146
2002-03-13,403.9994593563387
2002-03-14,411.10727098132634
2002-03-15,415.2896150961522
2002-03-18,417.86710419207566
2002-03-19,422.7360639418777
2002-03-20,420.3743641990438
2002-03-21,416.46690631146157
2002-03-22,415.899091536332
2002-03-25,405.2019010931991
2002-03-26,403.18072239512975
2002-03-27,403.035531275916
2002-03-28,406.1553043623552
2002-03-29,406.1553043623552
2002-04-01,409.4840645941191
2002-04-02,405.78703553265626
2002-04-03,407.89837519136
2002-04-04,404.7394884344688
2002-04-05,405.89272363310533
2002-04-08,395.7613318758866
2002-04-09,399.8856553240433
2002-04-10,403.92340441336313
2002-04-11,399.4047893569976
2002-04-12,400.2060044431233
2002-04-15,405.64671612370864
2002-04-16,421.23454561786616
2002-04-17,427.1022132001761
2002-04-18,424.10464942337546
2002-04-19,428.36698689368825
2002-04-22,426.5759457427358
2002-04-23,427.25370986623767
2002-04-24,426.4748891616907
2002-04-25,420.1335384505505
2002-04-26,421.4814438204817
2002-04-29,422.172602121417
2002-04-30,421.9948995429634
2002-05-01,424.38328483612634
2002-05-02,413.19778490709535
2002-05-03,415.13290817234713
2002-05-06,412.72088921549295
2002-05-07,408.53049900904057
2002-05-08,415.5434774357198
2002-05-09,413.6448101009528
2002-05-10,406.1441391879875
2002-05-13,411.33313297635516
2002-05-14,414.0454675611295
2002-05-15,418.96078240042414
2002-05-16,416.4551859325476
2002-05-17,422.3090017194854
2002-05-20,418.3489138760288
2002-05-21,412.64204829612555
2002-05-22,410.689705520578
2002-05-23,409.8625031572297
2002-05-24,412.3289957058668
2002-05-27,413.9350408247196
2002-05-28,415.134800332332
2002-05-29,416.5884755003842
2002-05-30,413.8636956044154
2002-05-31,419.9283137879787
2002-06-03,419.38186323404756
2002-06-04,409.4129007313172
2002-06-05,404.26979015258485
2002-06-06,408.697488338878
2002-06-07,403.7502481916836
2002-06-10,402.50352496879486
2002-06-11,404.20483623443727
2002-06-12,397.5901678223965
2002-06-13,395.12631062304933
2002-06-14,384.8478979975402
2002-06-17,393.68017886577564
2002-06-18,396.34464820757273
2002-06-19,391.24155671388877
2002-06-20,386.1178201517639
2002-06-21,379.7769936546972
2002-06-24,369.19809010589324
2002-06-25,374.38476893239095
2002-06-26,377.87634856119297
2002-06-27,374.732194616005
2002-06-28,386.7629508622256
2002-07-01,386.2639087859789
2002-07-02,375.3627841276596
2002-07-03,367.810988377988
2002-07-04,375.63933461031274
2002-07-05,396.8135184226186
2002-07-08,407.42048534660955
2002-07-09,398.8663981049438
2002-07-10,385.6747897404356
2002-07-11,373.0736234203996
2002-07-12,373.731770972974
2002-07-15,359.2547224346863
2002-07-16,357.02985964517
2002-07-17,370.1213053134403
2002-07-18,376.72603902031693
2002-07-19,357.6798254718454
2002-07-22,344.24428408507106
2002-07-23,335.79569831787876
2002-07-24,329.69992018269954
2002-07-25,343.45335110211533
2002-07-26,333.1407045657147
2002-07-29,353.5546395325173
2002-07-30,333.51081361555094
2002-07-31,324.36303510533486
2002-08-01,313.3053405191771
2002-08-02,317.75687870727035
2002-08-05,305.83136812826257
2002-08-06,316.794185022063
2002-08-07,312.5979524290689
2002-08-08,331.3076030245654
2002-08-09,331.53108380649513
2002-08-12,320.96344017602354
2002-08-13,326.0266612871192
2002-08-14,317.1713755521752
2002-08-15,314.80910204525065
2002-08-16,332.05791060065496
2002-08-19,344.5923453361382
2002-08-20,337.8858127241886
2002-08-21,345.312650203821
2002-08-22,352.3250729342704
2002-08-23,345.7586042084265
2002-08-26,341.1479894090611
2002-08-27,358.9910288780483
2002-08-28,343.97119306076445
2002-08-29,338.4377897526462
2002-08-30,341.5517767523785
2002-09-02,337.93742569817755
2002-09-03,328.39134911683016
2002-09-04,328.43988419653874
2002-09-05,323.68516725413645
2002-09-06,331.5703420196075
2002-09-09,322.8527653514029
2002-09-10,330.2334950014401
2002-09-11,344.39968581777583
2002-09-12,328.70376162464663
2002-09-13,323.8837935963963
2002-09-16,318.4968655452627
2002-09-17,319.24408756244026
2002-09-18,312.5934168370882
2002-09-19,308.10258601447526
2002-09-20,300.51063057910034
2002-09-23,288.6864599940349
2002-09-24,276.1581900961042
2002-09-25,276.9366661555903
2002-09-26,291.7515842318721
2002-09-27,288.1493275870174
2002-09-30,280.96580920132084
2002-10-01,276.565501287479
2002-10-02,290.80091503515996
2002-10-03,287.09006154111506
2002-10-04,279.1136316594088
2002-10-07,274.8029604413295
2002-10-08,272.2308397640384
2002-10-09,272.429093522
2002-10-10,282.2580249422399
2002-10-11,295.67372034959357
2002-10-14,291.6573408854624
2002-10-15,309.71595887164915
2002-10-16,307.2168348871673
2002-10-17,318.6992572953842
2002-10-18,314.2412060895848
2002-10-21,316.9469448915639
2002-10-22,318.8841309705164
2002-10-23,308.80514686550407
2002-10-24,317.9300245417277
2002-10-25,322.1689352414946
2002-10-28,330.0514574352976
2002-10-29,320.87826534870436
2002-10-30,318.37353556425245
2002-10-31,327.11006189435415
2002-11-01,329.14149366316195
2002-11-04,343.64730775939984
2002-11-05,349.31979799840167
2002-11-06,345.9040908168178
2002-11-07,334.63804373708945
2002-11-08,333.4012600523255
2002-11-11,333.02061926555547
2002-11-12,333.5650580203099
2002-11-13,330.2718576317843
2002-11-14,336.349902537501
2002-11-15,336.51046201469836
2002-11-18,344.208785033449
2002-11-19,342.8159637188827
2002-11-20,339.4508317907184
2002-11-21,351.4446913773131
2002-11-22,353.70690485416253
2002-11-25,354.24675360607614
2002-11-26,347.534305147993
2002-11-27,361.19929334194353
2002-11-28,362.3006228034056
2002-11-29,362.84033766676276
2002-12-02,364.97051418015894
2002-12-03,356.04830138251253
2002-12-04,353.54188071551175
2002-12-05,347.2480925117958
2002-12-06,349.7989630129818
2002-12-09,341.5101939360376
2002-12-10,344.4069485559026
2002-12-11,344.24093061575286
2002-12-12,340.38105616870405
2002-12-13,337.5901310591448
2002-12-16,344.68410854064797
2002-12-17,345.550821231733
2002-12-18,338.7424314968497
2002-12-19,341.34398790137357
2002-12-20,344.11140583822885
2002-12-23,344.97026410598187
2002-12-24,346.39812115940055
2002-12-25,346.39812115940055
2002-12-26,347.27163370972744
2002-12-27,338.34491594829444
2002-12-30,335.07948475375554
2002-12-31,336.39377336706303
2003-01-01,336.39377336706303
2003-01-02,348.4619252513607
2003-01-03,348.8905282130801
2003-01-06,351.03414591630445
2003-01-07,359.3728663491228
2003-01-08,359.5434256944299
2003-01-09,366.82370587099956
2003-01-10,370.4118342421838
2003-01-13,378.41381463100544
2003-01-14,381.52840819375336
2003-01-15,378.52596511145845
2003-01-16,383.2183588364854
2003-01-17,375.66825721918434
2003-01-20,373.2635897261147
2003-01-21,372.289944305731
2003-01-22,369.1792086470468
2003-01-23,374.23833811221465
2003-01-24,373.04804956916075
2003-01-27,357.4977489951548
2003-01-28,353.17004411561805
2003-01-29,351.9235261731819
2003-01-30,351.36505391922884
2003-01-31,344.60382380405173
2003-02-03,349.4398007655305
2003-02-04,343.73361221363626
2003-02-05,350.5399760862673
2003-02-06,342.18659871515536
2003-02-07,337.21630349233766
2003-02-10,334.94462126734646
2003-02-11,341.741465851003
2003-02-12,337.17737930226406
2003-02-13,337.907129273311
2003-02-14,347.32966227877506
2003-02-17,351.8127801669521
2003-02-18,354.49958779498814
2003-02-19,349.0039800779718
2003-02-20,347.532298456489
2003-02-21,351.984424573008
2003-02-24,344.90577308075103
2003-02-25,334.14446954757716
2003-02-26,335.0116529003508
2003-02-27,338.5977659351376
2003-02-28,347.77151957020624
2003-03-03,349.5727218185524
2003-03-04,342.92480846487257
2003-03-05,345.04275441701463
2003-03-06,339.8672409848988
2003-03-07,334.5168134635057
2003-03-10,325.3925436140465
2003-03-11,329.9214077680938
2003-03-12,319.33791093947724
2003-03-13,329.06062543359513
2003-03-14,338.94261155874074
2003-03-17,348.25353306584975
2003-03-18,348.3393839749043
2003-03-19,352.3959654311115
2003-03-20,349.458023878623
2003-03-21,354.42671498470054
2003-03-24,343.0527988970843
2003-03-25,348.99854157784836
2003-03-26,348.62021750025616
2003-03-27,343.5309477013689
2003-03-28,344.87784580170853
2003-03-31,339.2871282052939
2003-04-01,344.2933749180886
2003-04-02,356.54122785225417
2003-04-03,357.8938732355582
2003-04-04,363.2616615069359
2003-04-07,368.8319649814321
2003-04-08,364.52358649060494
2003-04-09,371.1805032753409
2003-04-10,372.40710350183133
2003-04-11,373.14144501370254
2003-04-14,377.68494898789965
2003-04-15,382.1638649198132
2003-04-16,380.90559729748594
2003-04-17,388.1466770857681
2003-04-18,388.1466770857681
2003-04-21,386.47355434325124
2003-04-22,390.34862816157164
2003-04-23,390.2408118485205
2003-04-24,390.05780462041463
2003-04-25,388.3692616038126
2003-04-28,395.77314652738676
2003-04-29,392.32154816529726
2003-04-30,391.94217735262635
2003-05-01,395.542004698383
2003-05-02,389.01620583428496
2003-05-05,393.5141723939333
2003-05-06,399.85724607318167
2003-05-07,388.16313465087205
2003-05-08,384.02663184117694
2003-05-09,389.9675893633565
2003-05-12,391.547204273173
2003-05-13,389.5620616795602
2003-05-14,388.15470423140215
2003-05-15,388.11342472519294
2003-05-16,397.10112480988124
2003-05-19,388.7142533132046
2003-05-20,387.6321168403235
2003-05-21,381.2917694606773
2003-05-22,389.90246220261946
2003-05-23,395.4831859792553
2003-05-26,397.12603662258107
2003-05-27,400.042099347789
2003-05-28,401.1367998580353
2003-05-29,405.4553119822814
2003-05-30,402.74716358159736
2003-06-02,407.9582221889051
2003-06-03,406.17588385508475
2003-06-04,409.0472888584347
2003-06-05,411.046971622248
2003-06-06,411.9827791532245
2003-06-09,410.5299257734135
2003-06-10,407.76134712471696
2003-06-11,415.75000496870234
2003-06-12,417.61615995029166
2003-06-13,420.219001116578
2003-06-16,428.633240922076
2003-06-17,427.18817257720434
2003-06-18,425.877115214634
2003-06-19,420.73880363306506
2003-06-20,427.7146346472028
2003-06-23,415.6792889724006
2003-06-24,413.37013751592093
2003-06-25,419.95857244256337
2003-06-26,415.4892547156427
2003-06-27,414.52448020015396
2003-06-30,410.2375650666708
2003-07-01,408.80017572716645
2003-07-02,411.5037977904809
2003-07-03,409.4632567289219
2003-07-04,407.92405248596833
2003-07-07,410.22591017355626
2003-07-08,408.95480135311107
2003-07-09,407.8611202415176
2003-07-10,404.0539185226487
2003-07-11,409.43328006974235
2003-07-14,415.1490050961211
2003-07-15,410.3418389784107
2003-07-16,405.74013497510896
2003-07-17,405.1454313524728
2003-07-18,403.95912471561417
2003-07-21,402.75050026061217
2003-07-22,406.4458688605284
2003-07-23,411.8681908734911
2003-07-24,420.3586270067296
2003-07-25,416.6860118364904
2003-07-28,419.4438574261539
2003-07-29,417.0203994907115
2003-07-30,418.3202243157718
2003-07-31,418.5280333987208
2003-08-01,415.00456836573295
