Date,SWEDEN GROWTH
1985-02-28,193.64995
1985-03-29,198.06814
1985-04-30,202.18009
1985-05-31,193.34003
1985-06-28,189.82183
1985-07-31,217.08689
1985-08-30,208.42137
1985-09-30,220.50789
1985-10-31,236.9125
1985-11-29,273.78756
1985-12-31,293.26003
1986-01-31,293.42643
1986-02-28,331.37531
1986-03-31,372.55866
1986-04-30,412.62203
1986-05-30,418.95155
1986-06-30,457.72443
1986-07-31,481.7077
1986-08-29,488.74892
1986-09-30,482.37105
1986-10-31,508.08914
1986-11-28,503.68916
1986-12-31,521.44201
1987-01-30,477.4216
1987-02-27,557.45003
1987-03-31,582.64282
1987-04-30,622.41363
1987-05-29,601.39382
1987-06-30,612.35988
1987-07-31,648.6717
1987-08-31,672.63598
1987-09-30,682.04087
1987-10-30,575.65894
1987-11-30,507.14485
1987-12-31,546.09777
1988-01-29,601.92644
1988-02-29,627.02458
1988-03-31,651.06608
1988-04-29,666.07772
1988-05-31,684.26447
1988-06-30,654.33059
1988-07-29,676.87447
1988-08-31,632.42631
1988-09-30,666.23853
1988-10-31,733.15987
1988-11-30,751.52602
1988-12-30,777.67976
1989-01-31,815.34394
1989-02-28,836.79226
1989-03-31,842.98806
1989-04-28,852.64542
1989-05-31,836.81057
1989-06-30,888.16082
1989-07-31,998.39444
1989-08-31,972.78925
1989-09-29,968.69268
1989-10-31,903.27618
1989-11-30,927.5184
1989-12-29,1067.39432
1990-01-31,1078.25101
1990-02-28,1026.00924
1990-03-30,995.84976
1990-04-30,1008.70195
1990-05-31,1159.81665
1990-06-29,1214.58786
1990-07-31,1254.11238
1990-08-31,1109.91148
1990-09-28,859.20011
1990-10-31,958.29586
1990-11-30,879.32876
1990-12-31,884.20971
1991-01-31,989.73333
1991-02-28,1061.50196
1991-03-29,983.27219
1991-04-30,935.9968
1991-05-31,994.09722
1991-06-28,946.81895
1991-07-31,1001.08498
1991-08-30,1032.13161
1991-09-30,973.67713
1991-10-31,980.21823
1991-11-29,882.75852
1991-12-31,956.85393
1992-01-31,943.9309
1992-02-28,934.39809
1992-03-31,962.01328
1992-04-30,945.38057
1992-05-29,1046.60518
1992-06-30,1023.36363
1992-07-31,1025.75567
1992-08-31,1026.17091
1992-09-30,979.34249
1992-10-30,911.68975
1992-11-30,997.06124
1992-12-31,1010.27272
1993-01-29,929.68296
1993-02-26,970.26497
1993-03-31,995.64223
1993-04-30,1092.29118
1993-05-31,1228.35487
1993-06-30,1128.70068
1993-07-30,1100.27045
1993-08-31,1189.63988
1993-09-30,1288.49597
1993-10-29,1369.70673
1993-11-30,1157.75821
1993-12-31,1273.58199
1994-01-31,1366.76728
1994-02-28,1313.03888
1994-03-31,1243.69855
1994-04-29,1328.7656
1994-05-31,1361.85063
1994-06-30,1305.88372
1994-07-29,1383.28048
1994-08-31,1406.99094
1994-09-30,1405.2553
1994-10-31,1568.02252
1994-11-30,1513.84609
1994-12-30,1495.77249
1995-01-31,1481.08632
1995-02-28,1497.49876
1995-03-31,1588.18566
1995-04-28,1722.59004
1995-05-31,1766.00571
1995-06-30,1876.60668
1995-07-31,1948.31545
1995-08-31,2004.07929
1995-09-29,2269.35411
1995-10-31,2156.57967
1995-11-30,2247.69439
1995-12-29,2157.50736
1996-01-31,2176.2251
1996-02-29,2402.18587
1996-03-29,2446.3323
1996-04-30,2322.23847
1996-05-31,2458.65007
1996-06-28,2425.13909
1996-07-31,2301.60638
1996-08-30,2486.05733
1996-09-30,2599.55877
1996-10-31,2801.00876
1996-11-29,3023.32579
1996-12-31,3046.90744
1997-01-31,3177.8339477569366
1997-02-28,3061.3465431939203
1997-03-31,3195.569617856578
1997-04-30,2833.647095950669
1997-05-30,3080.165925231801
1997-06-30,3473.2477672794303
1997-07-31,3722.9948649727667
1997-08-29,3385.2171975280044
1997-09-30,3889.2635327057374
1997-10-31,3541.0878153221424
1997-11-28,3554.799897277498
1997-12-31,3402.9217053973125
1998-01-30,3543.6171769052758
1998-02-27,3969.087681957334
1998-03-31,4162.666118398636
1998-04-30,4433.820383608784
1998-05-29,4659.230697488329
1998-06-30,4834.184319224579
1998-07-31,4770.938254438045
1998-08-31,4162.067069155316
1998-09-30,3796.8001818120233
1998-10-30,4047.8467035754106
1998-11-30,4731.882276486368
1998-12-31,4588.1644234877685
1999-01-29,5000.993918795362
1999-02-26,4743.130947563561
1999-03-31,4692.615184903198
1999-04-30,4981.457467392389
1999-05-31,5083.007840386833
1999-06-30,5854.7626526576505
1999-07-30,6001.212107741721
1999-08-31,5889.461700045837
1999-09-30,5777.926912792027
1999-10-29,7192.453228325959
1999-11-30,8483.153131635085
1999-12-31,10663.184530387565
2000-01-31,11339.766459307459
2000-02-29,14808.124307627288
2000-03-31,13424.955043079324
2000-04-28,13517.045397461598
2000-05-31,12357.677272290586
2000-06-30,11928.888375622502
2000-07-31,11690.951551970293
2000-08-31,11894.31533003553
2000-09-29,8962.268103392751
2000-10-31,7823.859019414858
2000-11-30,6731.247605390153
2000-12-29,6761.871546692539
2001-01-01,6761.871546692539
2001-01-02,6597.19603639219
2001-01-03,6127.131614654705
2001-01-04,6917.707084236293
2001-01-05,6916.097597631363
2001-01-08,6592.162120456565
2001-01-09,6247.841515027278
2001-01-10,6203.811496478341
2001-01-11,6654.338232208093
2001-01-12,6986.149014364659
2001-01-15,7052.363328466419
2001-01-16,6656.996894610301
2001-01-17,7098.2245294733575
2001-01-18,7323.540486024002
2001-01-19,7161.428486598663
2001-01-22,7052.637400109067
2001-01-23,6833.713814947036
2001-01-24,6903.004470804208
2001-01-25,7159.386613116242
2001-01-26,6403.2549789450395
2001-01-29,6475.172761988309
2001-01-30,6748.416515400053
2001-01-31,7077.699112533433
2001-02-01,6918.463216702294
2001-02-02,6761.765186355228
2001-02-05,6562.496610823859
2001-02-06,6616.309027801687
2001-02-07,6421.700175898758
2001-02-08,6221.6131483433
2001-02-09,5758.515761312556
2001-02-12,5915.615312118852
2001-02-13,5832.64522648068
2001-02-14,5431.427033754638
2001-02-15,5762.174764760549
2001-02-16,5445.733753563744
2001-02-19,5371.554637408281
2001-02-20,5232.848204587361
2001-02-21,5117.604016650735
2001-02-22,4868.733466187819
2001-02-23,4705.731288433491
2001-02-26,5041.944207189367
2001-02-27,5188.593929275018
2001-02-28,5089.546068511128
2001-03-01,4882.533421788685
2001-03-02,5012.345522
2001-03-05,5222.650635209923
2001-03-06,5478.534601099569
2001-03-07,5414.420651351263
2001-03-08,5275.178369857226
2001-03-09,5040.7632317117705
2001-03-12,4246.048773
2001-03-13,3986.5499983493455
2001-03-14,3991.7771510775597
2001-03-15,4040.90655020562
2001-03-16,3622.3104919458174
2001-03-19,3673.718258075201
2001-03-20,4007.9682551826813
2001-03-21,3829.944059004128
2001-03-22,3481.8952997236374
2001-03-23,3737.1450765969657
2001-03-26,3928.72160642422
2001-03-27,4147.667386266775
2001-03-28,3902.62084611181
2001-03-29,3642.0732622299647
2001-03-30,3556.623344388947
2001-04-02,3515.8589201156997
2001-04-03,3358.3766921392003
2001-04-04,3291.18166171294
2001-04-05,3679.3367708664564
2001-04-06,3588.9340716591014
2001-04-09,3703.4204509626297
2001-04-10,3859.9377849495895
2001-04-11,3870.575032074004
2001-04-12,3796.7597323059836
2001-04-13,3796.7597323059836
2001-04-16,3756.9621920084983
2001-04-17,3645.1125255721013
2001-04-18,3962.5848066811236
2001-04-19,4171.229995954321
2001-04-20,3887.5978524058246
2001-04-23,3681.229767483745
2001-04-24,3657.078015243926
2001-04-25,3823.2969551212495
2001-04-26,3971.571439030902
2001-04-27,4067.8706135780612
2001-04-30,4199.535485376008
2001-05-01,4217.1084814822725
2001-05-02,4247.363589492867
2001-05-03,4125.229563501438
2001-05-04,4151.035458615237
2001-05-07,4234.534246883992
2001-05-08,4120.199368148088
2001-05-09,3994.6848959027566
2001-05-10,4143.594847510784
2001-05-11,4137.320923017961
2001-05-14,4079.6508181430218
2001-05-15,4052.4083503287266
2001-05-16,4019.0360913140166
2001-05-17,4182.040358996954
2001-05-18,4371.175426631176
2001-05-21,4532.498804145736
2001-05-22,4579.63943883873
2001-05-23,4423.97802760324
2001-05-24,4409.720629751196
2001-05-25,4362.906010201918
2001-05-28,4398.960639497003
2001-05-29,4359.323225074647
2001-05-30,4191.012651569546
2001-05-31,4024.9439392874165
2001-06-01,3947.1198969947227
2001-06-04,3926.5747196897555
2001-06-05,4050.0101379785365
2001-06-06,3969.811790414132
2001-06-07,3853.1261100180673
2001-06-08,3747.6612643697645
2001-06-11,3617.0977539867927
2001-06-12,3466.7764706254884
2001-06-13,3504.2407958664767
2001-06-14,3374.8728358992416
2001-06-15,3510.5897209190866
2001-06-18,3493.458701540017
2001-06-19,3483.3959901989706
2001-06-20,3301.8772556600566
2001-06-21,3454.0422633967055
2001-06-22,3461.264145133052
2001-06-25,3497.424898502355
2001-06-26,3442.7990032238945
2001-06-27,3531.0985615976224
2001-06-28,3598.8907424075514
2001-06-29,3645.4677506122125
2001-07-02,3732.4943629034547
2001-07-03,3712.9173468699114
2001-07-04,3576.96975722082
2001-07-05,3379.538019769401
2001-07-06,3178.670682224885
2001-07-09,3207.082459125645
2001-07-10,3230.391167189939
2001-07-11,3167.858429384903
2001-07-12,3323.9520909147786
2001-07-13,3370.276016095666
2001-07-16,3452.1495057543934
2001-07-17,3313.2077630312556
2001-07-18,3291.0884859151806
2001-07-19,3374.860369531059
2001-07-20,3344.517259712071
2001-07-23,3282.376919926827
2001-07-24,3254.834653694584
2001-07-25,3199.3165652462985
2001-07-26,3218.349178912126
2001-07-27,3397.1323189474056
2001-07-30,3556.8616994841627
2001-07-31,3666.252329267324
2001-08-01,3638.3643227833218
2001-08-02,3721.652096052142
2001-08-03,3655.587906118521
2001-08-06,3605.3506241445175
2001-08-07,3683.5012122412786
2001-08-08,3603.640271078472
2001-08-09,3484.698709492368
2001-08-10,3425.6554323291152
2001-08-13,3479.3089841336946
2001-08-14,3611.0646486355126
2001-08-15,3618.3609081062245
2001-08-16,3511.1477203443123
2001-08-17,3423.9197683578964
2001-08-20,3347.639532780221
2001-08-21,3441.1356106215335
2001-08-22,3497.5367900518004
2001-08-23,3563.699864404476
2001-08-24,3679.459531220629
2001-08-27,3699.363017550726
2001-08-28,3598.852973553111
2001-08-29,3522.9728050989966
2001-08-30,3389.032674159549
2001-08-31,3321.7933681017785
2001-09-03,3260.3921432947395
2001-09-04,2996.419827997025
2001-09-05,2871.5388713286015
2001-09-06,2864.6936374688207
2001-09-07,2764.5281613716297
2001-09-10,2784.127264339745
2001-09-11,2514.9215438346732
2001-09-12,2678.8908755101916
2001-09-13,2583.4023437437477
2001-09-14,2573.264882076864
2001-09-17,2650.023864149166
2001-09-18,2563.6053567134204
2001-09-19,2507.468334928702
2001-09-20,2365.4615011006963
2001-09-21,2308.4236785439266
2001-09-24,2510.9705135716927
2001-09-25,2658.7969075638325
2001-09-26,2600.3373682000192
2001-09-27,2522.1365899229013
2001-09-28,2636.2025805568746
2001-10-01,2553.370616316247
2001-10-02,2589.568654253185
2001-10-03,2544.796836626832
2001-10-04,2707.875201595326
2001-10-05,2771.7628030459264
2001-10-08,2838.3316456029816
2001-10-09,2812.945699662427
2001-10-10,2825.8793122682805
2001-10-11,2993.95311674844
2001-10-12,3011.5144803336434
2001-10-15,2940.9469548280053
2001-10-16,2969.3982643583226
2001-10-17,3196.357849914201
2001-10-18,3016.0734289084476
2001-10-19,2889.624427107823
2001-10-22,2852.2785342679867
2001-10-23,2989.847225715869
2001-10-24,3012.7113095589298
2001-10-25,3022.8572861627713
2001-10-26,3204.5316988215627
2001-10-29,3080.9217380505415
2001-10-30,2938.871843353829
2001-10-31,2995.608190932043
2001-11-01,3031.8116950055783
2001-11-02,3037.0947235656085
2001-11-05,3156.798107075316
2001-11-06,3220.7035874247426
2001-11-07,3268.3458076085017
2001-11-08,3368.7641728092094
2001-11-09,3298.94168150655
2001-11-12,3227.357717572041
2001-11-13,3417.81690405768
2001-11-14,3457.9896914981255
2001-11-15,3550.8593487774415
2001-11-16,3637.751899505761
2001-11-19,3632.304043294353
2001-11-20,3532.145854253009
2001-11-21,3478.321480441342
2001-11-22,3665.428392015499
2001-11-23,3671.807994908345
2001-11-26,3792.301773692457
2001-11-27,3709.344309477662
2001-11-28,3627.8087945263937
2001-11-29,3572.3072130825567
2001-11-30,3672.921984067094
2001-12-03,3625.362573600048
2001-12-04,3773.4916283337457
2001-12-05,4023.9965018724556
2001-12-06,4017.8179980895484
2001-12-07,3973.913219829698
2001-12-10,3895.1137032450833
2001-12-11,3932.1004628718397
2001-12-12,3857.130088432942
2001-12-13,3710.104812954938
2001-12-14,3625.0720866146335
2001-12-17,3717.9388491508466
2001-12-18,3690.3011329662977
2001-12-19,3566.2362205878694
2001-12-20,3457.6769072143984
2001-12-21,3510.8166406636406
2001-12-24,3464.419614676673
2001-12-25,3464.419614676673
2001-12-26,3452.640984336884
2001-12-27,3571.196393658052
2001-12-28,3660.518360227782
2001-12-31,3690.2674655605774
2002-01-01,3690.2674655605774
2002-01-02,3734.320505392224
2002-01-03,3911.419324505316
2002-01-04,3901.910340052904
2002-01-07,3897.689950990758
2002-01-08,3726.1428272141875
2002-01-09,3664.0607075601597
2002-01-10,3627.027118095505
2002-01-11,3694.5474001736648
2002-01-14,3504.668831363321
2002-01-15,3441.188129382772
2002-01-16,3338.3877938284213
2002-01-17,3369.8122852498454
2002-01-18,3330.6718673809805
2002-01-21,3270.859666240248
2002-01-22,3244.2060100941108
2002-01-23,3230.395125632811
2002-01-24,3316.729879884759
2002-01-25,3186.6383954382623
2002-01-28,3100.599505988886
2002-01-29,3032.4250151807437
2002-01-30,2978.4323908962824
2002-01-31,3132.799946810898
2002-02-01,3085.814119838835
2002-02-04,3076.7733708681117
2002-02-05,3033.778294435998
2002-02-06,3011.628772885531
2002-02-07,3040.079972164419
2002-02-08,3017.4037780695317
2002-02-11,3113.8782581094265
2002-02-12,3097.2478685489436
2002-02-13,3069.4419158720243
2002-02-14,3046.824738536771
2002-02-15,2988.2578203679664
2002-02-18,2938.083818509018
2002-02-19,2907.219273037463
2002-02-20,2911.600665493526
2002-02-21,2985.214125749609
2002-02-22,2945.476099419649
2002-02-25,3012.522498142473
2002-02-26,3005.8895744055785
2002-02-27,3082.198790948848
2002-02-28,3062.6361941117957
2002-03-01,3123.3242770633997
2002-03-04,3317.6885546324243
2002-03-05,3291.2636671034493
2002-03-06,3324.810279076307
2002-03-07,3428.5512540321697
2002-03-08,3441.4031614512414
2002-03-11,3364.697620716148
2002-03-12,3228.9284999966744
2002-03-13,3187.1172930576304
2002-03-14,3153.3579607451265
2002-03-15,3175.978559200829
2002-03-18,3220.9379055453737
2002-03-19,3185.2897955996114
2002-03-20,3131.360801266715
2002-03-21,3131.9265454666743
2002-03-22,3279.5212156256234
2002-03-25,3211.6990590527466
2002-03-26,3177.769246668418
2002-03-27,3159.330223599554
2002-03-28,3159.9917701259956
2002-03-29,3159.9917701259956
2002-04-01,3191.185172328917
2002-04-02,3139.6242262296455
2002-04-03,3073.394261998764
2002-04-04,3067.5787673071377
2002-04-05,3085.85171753308
2002-04-08,2979.1414271225067
2002-04-09,2950.827523555525
2002-04-10,2953.130233873935
2002-04-11,2879.7853913373447
2002-04-12,2904.4376523684355
2002-04-15,2943.227921808518
2002-04-16,3024.500973126631
2002-04-17,3078.023817575694
2002-04-18,2953.5119069319535
2002-04-19,2863.189009531894
2002-04-22,2531.3609861475893
2002-04-23,2499.93435592059
2002-04-24,2379.0696594985584
2002-04-25,2466.8390490437164
2002-04-26,2514.5195495106695
2002-04-29,2472.2535452091493
2002-04-30,2499.7109470432556
2002-05-01,2514.3932495750314
2002-05-02,2502.6707338782585
2002-05-03,2426.727261010004
2002-05-06,2418.42182017265
2002-05-07,2402.9872160958075
2002-05-08,2494.2109094225275
2002-05-09,2489.9204577892187
2002-05-10,2392.471350659073
2002-05-13,2421.1495825275474
2002-05-14,2467.241597194829
2002-05-15,2515.566492834013
2002-05-16,2470.707801401735
2002-05-17,2569.7527217609213
2002-05-20,2577.082087335777
2002-05-21,2534.6481649825396
2002-05-22,2470.6134036037724
2002-05-23,2462.2378903162016
2002-05-24,2469.687761534339
2002-05-27,2439.284237472513
2002-05-28,2442.136967036692
2002-05-29,2399.344941712522
2002-05-30,2349.391311068063
2002-05-31,2355.6763876397376
2002-06-03,2363.2330729641317
2002-06-04,2311.6922101080577
2002-06-05,2335.6586237914166
2002-06-06,2307.90381665482
2002-06-07,2228.5246577062007
2002-06-10,2247.6221218651767
2002-06-11,2218.8896316232635
2002-06-12,2143.791610375958
2002-06-13,2163.209210799087
2002-06-14,2150.6047301542667
2002-06-17,2169.983735556972
2002-06-18,2199.4151362033404
2002-06-19,2184.3951911471227
2002-06-20,2094.3820283646583
2002-06-21,2107.3279709588255
2002-06-24,2029.405703406776
2002-06-25,2088.6454183510004
2002-06-26,2080.3381751919364
2002-06-27,2116.357085242286
2002-06-28,2167.357503544069
2002-07-01,2198.89322978997
2002-07-02,2160.015567856297
2002-07-03,2078.436715780189
2002-07-04,2107.456876164019
2002-07-05,2206.411707127375
2002-07-08,2208.6039589724955
2002-07-09,2182.3458014620364
2002-07-10,2101.9609090526915
2002-07-11,2006.606221511549
2002-07-12,2005.414557776414
2002-07-15,1983.3699528439458
2002-07-16,1977.154061918822
2002-07-17,2049.407412441462
2002-07-18,2031.832051156085
2002-07-19,1907.0647510099777
2002-07-22,1796.0034227949598
2002-07-23,1685.0836044684381
2002-07-24,1591.4544391877844
2002-07-25,1667.1498786282482
2002-07-26,1571.1034475871738
2002-07-29,1698.4772522262663
2002-07-30,1736.3072638247618
2002-07-31,1753.027875435548
2002-08-01,1717.764700420556
2002-08-02,1671.5110991814242
2002-08-05,1573.3591629337748
2002-08-06,1570.0124409315083
2002-08-07,1600.2297642467981
2002-08-08,1639.8231593580679
2002-08-09,1617.175821995868
2002-08-12,1647.484140197913
2002-08-13,1687.4639668420448
2002-08-14,1635.472595939626
2002-08-15,1642.3915219339374
2002-08-16,1634.3213145426262
2002-08-19,1652.717828458211
2002-08-20,1694.9595615345843
2002-08-21,1801.7761423457484
2002-08-22,1895.4192002034074
2002-08-23,1792.3041755759896
2002-08-26,1733.5538202221562
2002-08-27,1731.456025678639
2002-08-28,1706.9931238120753
2002-08-29,1735.4855445516164
2002-08-30,1726.3849577876547
2002-09-02,1702.5876795709546
2002-09-03,1642.8123401410548
2002-09-04,1635.4149071555366
2002-09-05,1620.7898079731813
2002-09-06,1680.3103394673444
2002-09-09,1651.364155538769
2002-09-10,1627.1764584494122
2002-09-11,1696.0057371171315
2002-09-12,1640.3615554755797
2002-09-13,1617.2760951824607
2002-09-16,1590.3612751434387
2002-09-17,1559.8220174328126
2002-09-18,1520.7234141221554
2002-09-19,1516.1285866563453
2002-09-20,1505.847469438721
2002-09-23,1434.1907861788832
2002-09-24,1429.073822628208
2002-09-25,1427.6068202851004
2002-09-26,1467.1822260029794
2002-09-27,1438.4739822029064
2002-09-30,1342.8625032600876
2002-10-01,1363.0854242726075
2002-10-02,1412.4513706442208
2002-10-03,1386.9796053277355
2002-10-04,1359.8170173710027
2002-10-07,1309.149126261493
2002-10-08,1266.857858632355
2002-10-09,1255.2254178313822
2002-10-10,1301.7275056299936
2002-10-11,1398.1072126671925
2002-10-14,1368.571635427813
2002-10-15,1496.0112468615628
2002-10-16,1451.54049686605
2002-10-17,1506.6396908875558
2002-10-18,1562.956497190574
2002-10-21,1602.3250544109308
2002-10-22,1583.4692150735693
2002-10-23,1529.2178914812466
2002-10-24,1595.9138883546973
2002-10-25,1610.909320558206
2002-10-28,1694.0141793165888
2002-10-29,1620.5408853310767
2002-10-30,1694.8449579922867
2002-10-31,1742.4450863418213
2002-11-01,1746.9340482164675
2002-11-04,1837.7584888631095
2002-11-05,1885.629743835927
2002-11-06,1817.1847301795567
2002-11-07,1765.495960138395
2002-11-08,1792.0512167418754
2002-11-11,1785.4475628778603
2002-11-12,1897.0521454281386
2002-11-13,1909.3446306792787
2002-11-14,1969.5092935753485
2002-11-15,1922.780810002391
2002-11-18,1988.3801699836358
2002-11-19,1942.303186677372
2002-11-20,1937.6527605348133
2002-11-21,2036.2492867091933
2002-11-22,2043.2048911377142
2002-11-25,1989.6665950966726
2002-11-26,1911.3392144194258
2002-11-27,1983.4660717677777
2002-11-28,2003.706782340244
2002-11-29,1975.8486400413287
2002-12-02,1965.114195256242
2002-12-03,1938.751395476984
2002-12-04,1951.858484513531
2002-12-05,1931.3635888885897
2002-12-06,1933.1504758262656
2002-12-09,1901.6774599583284
2002-12-10,1907.7895309963612
2002-12-11,1917.6264939692753
2002-12-12,1901.259828485853
2002-12-13,1901.2259679493475
2002-12-16,1901.0969619325813
2002-12-17,1866.0555212857664
2002-12-18,1829.1384082601264
2002-12-19,1841.1730161224373
2002-12-20,1837.234179972512
2002-12-23,1812.1168924007143
2002-12-24,1821.2676538293695
2002-12-25,1821.2676538293695
2002-12-26,1824.8134226325967
2002-12-27,1795.0654431265787
2002-12-30,1818.1291207481786
2002-12-31,1827.957071305056
2003-01-01,1827.957071305056
2003-01-02,1892.5487222173977
2003-01-03,1912.7797536850278
2003-01-06,1923.4731877691886
2003-01-07,1909.379916417807
2003-01-08,1836.85764113598
2003-01-09,1853.2906755280762
2003-01-10,1861.892172293153
2003-01-13,1871.322547790144
2003-01-14,1876.015997333715
2003-01-15,1862.9588926023318
2003-01-16,1861.728534595594
2003-01-17,1836.9626714123906
2003-01-20,1882.7968782902958
2003-01-21,1859.5885542034794
2003-01-22,1822.764308330021
2003-01-23,1825.4410343696686
2003-01-24,1830.9377914409483
2003-01-27,1772.155661935811
2003-01-28,1739.9073023593023
2003-01-29,1742.031998931766
2003-01-30,1775.4627398780426
2003-01-31,1753.416575634767
2003-02-03,1795.0059560908949
2003-02-04,1757.977988532798
2003-02-05,1787.2621972552115
2003-02-06,1781.168707381518
2003-02-07,1755.1055322408492
2003-02-10,1699.537080125567
2003-02-11,1732.0243635324475
2003-02-12,1757.8936769377058
2003-02-13,1803.277260407906
2003-02-14,1822.0695280958507
2003-02-17,1855.30383613616
2003-02-18,1865.373468827524
2003-02-19,1848.851583533513
2003-02-20,1826.7751570180671
2003-02-21,1821.7459558209043
2003-02-24,1805.3979400133626
2003-02-25,1761.698831045758
2003-02-26,1778.1601698124575
2003-02-27,1796.4720011195861
2003-02-28,1808.6831854316322
2003-03-03,1827.1018871070264
2003-03-04,1815.7578540770005
2003-03-05,1812.2524671787414
2003-03-06,1804.3684853643656
2003-03-07,1792.5531840690498
2003-03-10,1763.1136327224262
2003-03-11,1748.534201356489
2003-03-12,1702.868003880856
2003-03-13,1739.4392971320492
2003-03-14,1768.3829201202523
2003-03-17,1802.9209702845933
2003-03-18,1817.168190035829
2003-03-19,1823.508448059041
2003-03-20,1850.6694393370126
2003-03-21,1868.0763294582202
2003-03-24,1825.2252003162926
2003-03-25,1823.2834405367603
2003-03-26,1804.3630723374324
2003-03-27,1779.250067522427
2003-03-28,1777.3136435452845
2003-03-31,1737.3696190859928
2003-04-01,1732.0599943273057
2003-04-02,1780.3667654955984
2003-04-03,1788.0554548118766
2003-04-04,1790.8259161014
2003-04-07,1843.971151572063
2003-04-08,1825.3276908386554
2003-04-09,1825.291753865251
2003-04-10,1823.8247585076372
2003-04-11,1830.5100822227573
2003-04-14,1835.7273026688792
2003-04-15,1865.050081967564
2003-04-16,1867.4530214875215
2003-04-17,1880.0843763775194
2003-04-18,1880.0843763775194
2003-04-21,1874.3361799322274
2003-04-22,1909.0704380158695
2003-04-23,1924.6428558038601
2003-04-24,1944.9956068669344
2003-04-25,1928.4553804172263
2003-04-28,1969.5648512954958
2003-04-29,2000.4872918661104
2003-04-30,2006.699514505614
2003-05-01,2026.5320129637169
2003-05-02,1994.045424295476
2003-05-05,2023.604286902043
2003-05-06,2041.3273025702076
2003-05-07,2038.8808086284746
2003-05-08,2021.051830343857
2003-05-09,2044.065542750862
2003-05-12,2059.6066798913525
2003-05-13,2078.5190392304667
2003-05-14,2061.493422376815
2003-05-15,2045.3517978395428
2003-05-16,2041.647213670881
2003-05-19,2024.0469090989839
2003-05-20,2016.377399737824
2003-05-21,1998.1710014523183
2003-05-22,2018.0757690253188
2003-05-23,2041.661114484274
2003-05-26,2040.3969274121478
2003-05-27,2063.798441875209
2003-05-28,2092.7749897789427
2003-05-29,2102.701547581995
2003-05-30,2100.4426786961744
2003-06-02,2101.3368213071276
2003-06-03,2064.7154234239542
2003-06-04,2080.957157062829
2003-06-05,2118.9669249201456
2003-06-06,2128.6716056421446
2003-06-09,2136.066065667931
2003-06-10,2118.341365292843
2003-06-11,2164.508028271863
2003-06-12,2188.1729645327723
2003-06-13,2158.38643442526
2003-06-16,2191.919171122898
2003-06-17,2215.8346539856657
2003-06-18,2198.090069684674
