Date,IRELAND GROWTH
1998-06-30,296.2020798199515
1998-07-31,311.77693958307424
1998-08-31,274.3255224494973
1998-09-30,286.52330007366186
1998-10-30,282.54633919600394
1998-11-30,299.72299190769627
1998-12-31,345.13801472297484
1999-01-29,367.62031876561
1999-02-26,336.2102319578025
1999-03-31,335.81447838210096
1999-04-30,321.9222915313344
1999-05-31,272.9535341151923
1999-06-30,275.68279453252114
1999-07-30,280.08410802157175
1999-08-31,278.5404660986076
1999-09-30,259.1319646189356
1999-10-29,249.05994419015894
1999-11-30,252.93507755098622
1999-12-31,269.48867563738474
2000-01-31,258.3732841761535
2000-02-29,256.8617827202572
2000-03-31,272.73891426301964
2000-04-28,236.33755225119856
2000-05-31,226.61988320342465
2000-06-30,218.36272324150156
2000-07-31,208.11276997224573
2000-08-31,199.50947884562387
2000-09-29,200.81128533474975
2000-10-31,210.87928224565266
2000-11-30,196.01033054149858
2000-12-29,205.98779801876736
2001-01-01,205.98779801876736
2001-01-02,205.91914050893763
2001-01-03,197.09160580491587
2001-01-04,198.80946596234907
2001-01-05,198.6577759787732
2001-01-08,196.05925293441106
2001-01-09,194.46573455892204
2001-01-10,192.19281903377288
2001-01-11,197.35724576095544
2001-01-12,196.77698731016164
2001-01-15,197.42920467391951
2001-01-16,196.0906315214095
2001-01-17,196.74959167710037
2001-01-18,199.2513934647906
2001-01-19,199.20033399661577
2001-01-22,199.4051023711835
2001-01-23,200.2578677491089
2001-01-24,206.99648043800718
2001-01-25,209.01554989511865
2001-01-26,210.4135686733283
2001-01-29,211.58969192923666
2001-01-30,205.75228610272754
2001-01-31,208.51209215155797
2001-02-01,208.55284529824087
2001-02-02,207.12245773758585
2001-02-05,210.0422632922651
2001-02-06,208.35721677223913
2001-02-07,213.9568708866201
2001-02-08,212.70038255504485
2001-02-09,211.52969384767107
2001-02-12,215.84769345696162
2001-02-13,217.12317867171546
2001-02-14,212.50760201302538
2001-02-15,210.99767309834345
2001-02-16,213.4543616297235
2001-02-19,214.13987955760973
2001-02-20,213.35442984910796
2001-02-21,212.04371695219896
2001-02-22,211.97966372592322
2001-02-23,212.52440636049076
2001-02-26,210.2356045441999
2001-02-27,212.37888114812878
2001-02-28,211.08760895431251
2001-03-01,214.54724998317087
2001-03-02,210.48955038316774
2001-03-05,210.11730417750965
2001-03-06,210.44017654535287
2001-03-07,206.44509026897313
2001-03-08,201.3157150078632
2001-03-09,198.7961422430971
2001-03-12,194.78017427133915
2001-03-13,191.02968326911397
2001-03-14,187.92576192551655
2001-03-15,195.519682283217
2001-03-16,190.79623978397078
2001-03-19,187.16014427915871
2001-03-20,192.6014591683804
2001-03-21,188.83298233211733
2001-03-22,175.4762508850061
2001-03-23,183.08573973751544
2001-03-26,191.6522482274552
2001-03-27,201.01532015004133
2001-03-28,200.88286583139217
2001-03-29,198.30044900743954
2001-03-30,199.0962318741895
2001-04-02,195.13545224402705
2001-04-03,189.79297137498742
2001-04-04,189.31418093464424
2001-04-05,194.85493562127792
2001-04-06,197.88796760819483
2001-04-09,201.45252761630536
2001-04-10,203.91550336365853
2001-04-11,203.06956498540433
2001-04-12,200.1250414791611
2001-04-13,200.1250414791611
2001-04-16,198.07552093572346
2001-04-17,201.01367882603353
2001-04-18,200.1108097284524
2001-04-19,197.26658334309286
2001-04-20,196.4559444761257
2001-04-23,195.60502368943932
2001-04-24,193.77752097654607
2001-04-25,197.24730799813352
2001-04-26,197.50382592136827
2001-04-27,198.1206378986283
2001-04-30,201.57846701198685
2001-05-01,202.64712506280898
2001-05-02,200.2527892171385
2001-05-03,201.7021384410941
2001-05-04,202.29022869753422
2001-05-07,201.46529228644434
2001-05-08,200.69036947959657
2001-05-09,201.2202368741834
2001-05-10,205.9693394249948
2001-05-11,204.2171393680629
2001-05-14,206.28584970475475
2001-05-15,205.4899844287709
2001-05-16,208.24722593910144
2001-05-17,208.35276414020544
2001-05-18,208.15004887768697
2001-05-21,206.27547260215894
2001-05-22,212.67708366679375
2001-05-23,216.75584591334953
2001-05-24,212.23783909691838
2001-05-25,213.0370677899687
2001-05-28,213.69660201650404
2001-05-29,217.47089835296802
2001-05-30,217.13554309504778
2001-05-31,214.2933276153179
2001-06-01,217.35843992919428
2001-06-04,217.65374645163342
2001-06-05,222.71689584302248
2001-06-06,221.88141417496706
2001-06-07,218.46553666306002
2001-06-08,217.81684734258715
2001-06-11,214.02431541162755
2001-06-12,212.04781637753828
2001-06-13,212.18921123316122
2001-06-14,216.8608829221718
2001-06-15,225.43275118884452
2001-06-18,226.41674334853658
2001-06-19,225.94858520907613
2001-06-20,228.2834580724532
2001-06-21,227.22379769877557
2001-06-22,227.5148379127026
2001-06-25,222.4941845086527
2001-06-26,220.41784171686925
2001-06-27,220.63653143428425
2001-06-28,220.2420445369943
2001-06-29,227.28774310947827
2001-07-02,224.5767790867697
2001-07-03,222.61002747914353
2001-07-04,219.5750805968198
2001-07-05,219.8836142624664
2001-07-06,219.42992280125017
2001-07-09,222.94112936376558
2001-07-10,225.6345783689861
2001-07-11,224.98753832065273
2001-07-12,224.14564611042263
2001-07-13,224.44376105146205
2001-07-16,224.0647680220259
2001-07-17,219.62089771381684
2001-07-18,227.63466623633454
2001-07-19,233.15879955735127
2001-07-20,226.86187478367842
2001-07-23,231.04775804936895
2001-07-24,225.13051936844553
2001-07-25,216.45768474660696
2001-07-26,216.09711022603497
2001-07-27,219.1570853242596
2001-07-30,217.21608466036105
2001-07-31,216.2468713247171
2001-08-01,217.06704173790715
2001-08-02,216.63213976057452
2001-08-03,215.9120552479221
2001-08-06,208.81656073427712
2001-08-07,208.376376435533
2001-08-08,209.41961495502184
2001-08-09,205.0246320429836
2001-08-10,206.45728447562396
2001-08-13,211.50434981395443
2001-08-14,212.54452678461965
2001-08-15,210.0404089654297
2001-08-16,208.4941402149626
2001-08-17,209.0242972310691
2001-08-20,207.85456734554512
2001-08-21,207.45054118342665
2001-08-22,205.14054967318634
2001-08-23,206.0642322026149
2001-08-24,210.47878931993955
2001-08-27,209.01204530719212
2001-08-28,208.79012849057696
2001-08-29,206.86233127825832
2001-08-30,200.52383365428534
2001-08-31,200.82549522657777
2001-09-03,201.6310582333808
2001-09-04,197.9162837831886
2001-09-05,201.78501517153558
2001-09-06,205.07715487552395
2001-09-07,204.1574182270857
2001-09-10,200.71770448249148
2001-09-11,198.1958153935714
2001-09-12,188.6702332553885
2001-09-13,197.48409659515255
2001-09-14,194.07335130862702
2001-09-17,189.05546505698342
2001-09-18,190.74294953409435
2001-09-19,177.08552328302176
2001-09-20,174.33570997220943
2001-09-21,171.59640681847284
2001-09-24,171.74664451424158
2001-09-25,177.2798697167078
2001-09-26,179.3559642851172
2001-09-27,184.42618514390102
2001-09-28,189.181548947011
2001-10-01,185.35987785169334
2001-10-02,188.61311863100912
2001-10-03,190.9723839673958
2001-10-04,190.1172113554134
2001-10-05,188.1296250458898
2001-10-08,184.60094309781297
2001-10-09,180.25170147876725
2001-10-10,182.75158979169706
2001-10-11,188.70246530955126
2001-10-12,187.58514240353279
2001-10-15,187.27693945058135
2001-10-16,191.3611540533528
2001-10-17,190.71397218746426
2001-10-18,191.70475676577874
2001-10-19,189.53015901473853
2001-10-22,190.9777946480584
2001-10-23,195.5745768434957
2001-10-24,195.2202220932258
2001-10-25,191.93242182440295
2001-10-26,191.70041738270862
2001-10-29,186.7320459696397
2001-10-30,181.1247439803128
2001-10-31,182.6067907488924
2001-11-01,184.51816027333925
2001-11-02,184.8483646464701
2001-11-05,187.89379808242347
2001-11-06,189.6856845135756
2001-11-07,185.35981053771428
2001-11-08,183.05546043338316
2001-11-09,183.10554836582247
2001-11-12,178.33013164602588
2001-11-13,179.81735088315045
2001-11-14,173.29307952483185
2001-11-15,178.2516245641599
2001-11-16,178.0997483065454
2001-11-19,177.03064843685712
2001-11-20,184.1165830341389
2001-11-21,183.2505364969429
2001-11-22,184.6993706677445
2001-11-23,185.3250876442361
2001-11-26,185.9287294099745
2001-11-27,185.6571550025093
2001-11-28,182.54561424163452
2001-11-29,183.4722181774256
2001-11-30,186.38017816564775
2001-12-03,185.67770213545904
2001-12-04,185.11950783545862
2001-12-05,186.8215323657204
2001-12-06,188.22441089722756
2001-12-07,187.58550085578597
2001-12-10,186.4583001419379
2001-12-11,181.24719213052558
2001-12-12,178.54352763137996
2001-12-13,178.53306773744208
2001-12-14,174.5834663651441
2001-12-17,182.2909327182245
2001-12-18,182.72593711903897
2001-12-19,182.0333137181418
2001-12-20,184.41085272737118
2001-12-21,187.8089436042783
2001-12-24,185.93498323345935
2001-12-25,185.93498323345935
2001-12-26,186.0937934343762
2001-12-27,188.26064425996904
2001-12-28,190.45706292295426
2001-12-31,193.83092820289443
2002-01-01,193.83092820289443
2002-01-02,191.04604269160276
2002-01-03,186.97717269196173
2002-01-04,186.29827928813796
2002-01-07,186.52296379196517
2002-01-08,185.27705980429062
2002-01-09,184.39225188581884
2002-01-10,183.69224486998112
2002-01-11,185.26775145769858
2002-01-14,186.50887212581875
2002-01-15,188.67824049923362
2002-01-16,187.41749866210537
2002-01-17,187.62506077588412
2002-01-18,176.8557372350977
2002-01-21,175.5869036676727
2002-01-22,175.0945685720286
2002-01-23,175.2011383957705
2002-01-24,176.14656145938076
2002-01-25,171.74488002806658
2002-01-28,166.92185858570542
2002-01-29,165.45960890823383
2002-01-30,146.79895088616732
2002-01-31,148.17435590864275
2002-02-01,153.0281547200687
2002-02-04,123.81474269854833
2002-02-05,113.98876288884671
2002-02-06,117.45765066580967
2002-02-07,113.17339930404127
2002-02-08,113.03827321239432
2002-02-11,114.1330268377277
2002-02-12,116.02427676762682
2002-02-13,116.33853704694552
2002-02-14,115.33849561785738
2002-02-15,115.14458366403846
2002-02-18,114.26085861065168
2002-02-19,115.39255647042238
2002-02-20,113.80068629128606
2002-02-21,115.1136557912044
2002-02-22,112.31400869361266
2002-02-25,112.39485470888047
2002-02-26,113.05423426654365
2002-02-27,113.7220049862253
2002-02-28,114.91306433034048
2002-03-01,114.94389448215081
2002-03-04,118.03647907436549
2002-03-05,117.96143434451876
2002-03-06,118.29698438609252
2002-03-07,119.74773522096608
2002-03-08,119.07878990847348
2002-03-11,120.36501014881286
2002-03-12,120.53161470363162
2002-03-13,122.08469460919773
2002-03-14,122.00905243482227
2002-03-15,121.9626015306714
2002-03-18,122.37557357330043
2002-03-19,121.6995029765818
2002-03-20,119.01433908405444
2002-03-21,119.95544467755762
2002-03-22,121.25663808863052
2002-03-25,121.35234376285972
2002-03-26,118.2550197819573
2002-03-27,117.48919673401623
2002-03-28,118.28431011518832
2002-03-29,118.28431011518832
2002-04-01,119.25374250551796
2002-04-02,120.77488341408194
2002-04-03,119.67549461177614
2002-04-04,118.074782868515
2002-04-05,117.33147329133132
2002-04-08,116.5201646058819
2002-04-09,115.48614367502545
2002-04-10,114.84124774644924
2002-04-11,112.41991289841
2002-04-12,112.14970042139821
2002-04-15,114.31772257294745
2002-04-16,113.17955102068738
2002-04-17,115.43594446400847
2002-04-18,113.29981352313675
2002-04-19,113.39643095593821
2002-04-22,114.62065768142476
2002-04-23,113.65084638743757
2002-04-24,114.74617834907134
2002-04-25,115.44725876591622
2002-04-26,117.79673090852074
2002-04-29,117.9949947657087
2002-04-30,116.21584073778507
2002-05-01,118.20426919114067
2002-05-02,116.87395945247717
2002-05-03,119.56534267527134
2002-05-06,119.96481062921985
2002-05-07,116.26903827640396
2002-05-08,115.02590758915208
2002-05-09,115.93031356399753
2002-05-10,115.6108154278436
2002-05-13,115.65626582947344
2002-05-14,116.12024182454931
2002-05-15,115.06869327143185
2002-05-16,112.75794469256724
2002-05-17,115.0084392827904
2002-05-20,117.40043388847359
2002-05-21,113.19535635745221
2002-05-22,116.98488570352909
2002-05-23,117.58870728455143
2002-05-24,116.10837579373641
2002-05-27,116.57257140678227
2002-05-28,116.52930693447502
2002-05-29,118.88343760761586
2002-05-30,118.52015495619938
2002-05-31,119.0726617259226
2002-06-03,119.55060925760279
2002-06-04,119.73010739022502
2002-06-05,119.8013733500332
2002-06-06,121.23651480071747
2002-06-07,120.79585730865787
2002-06-10,120.68368879229443
2002-06-11,121.13415665563973
2002-06-12,119.96589600785045
2002-06-13,118.43833056982453
2002-06-14,114.98696501889235
2002-06-17,114.83666448680854
2002-06-18,114.6296060688143
2002-06-19,115.21026581452713
2002-06-20,113.01351495620375
2002-06-21,114.74577528116569
2002-06-24,116.16010355441462
2002-06-25,115.52739946762591
2002-06-26,115.0972147147287
2002-06-27,113.93040858889177
2002-06-28,116.50028172670453
2002-07-01,115.97086192828351
2002-07-02,114.76871386425698
2002-07-03,109.64455951411539
2002-07-04,110.10917069990626
2002-07-05,111.14707236436101
2002-07-08,111.50308020526934
2002-07-09,113.56118154954447
2002-07-10,111.07665363786182
2002-07-11,108.57308335627835
2002-07-12,110.49367393187165
2002-07-15,109.77337015898156
2002-07-16,109.97455261090359
2002-07-17,110.83744174925302
2002-07-18,112.29237377113952
2002-07-19,110.9600252858923
2002-07-22,107.65099207974467
2002-07-23,103.44859573913575
2002-07-24,95.32209961676767
2002-07-25,99.29026275467578
2002-07-26,99.52496756909166
2002-07-29,101.31893704273729
2002-07-30,100.38613313165928
2002-07-31,105.41591671693409
2002-08-01,106.77559976693716
2002-08-02,108.48916193518436
2002-08-05,107.75254147987746
2002-08-06,108.019327
2002-08-07,110.02649529194443
2002-08-08,110.2148443962583
2002-08-09,110.13755022215334
2002-08-12,110.89183970615663
2002-08-13,114.51991261854498
2002-08-14,117.39441057667503
2002-08-15,119.94547712018915
2002-08-16,118.09655147049718
2002-08-19,116.74246062937429
2002-08-20,113.99566925002013
2002-08-21,115.08361850803402
2002-08-22,114.01169554478373
2002-08-23,112.10376506643065
2002-08-26,112.37006554767571
2002-08-27,113.62963010973307
2002-08-28,112.62816044349331
2002-08-29,110.99500841434538
2002-08-30,112.44627283838346
2002-09-02,110.88984704900865
2002-09-03,106.40719488418618
2002-09-04,105.23741153716261
2002-09-05,104.18481785392716
2002-09-06,105.6609042317002
2002-09-09,106.32196075538502
2002-09-10,107.507202651374
2002-09-11,109.4947784683863
2002-09-12,106.37128015823211
2002-09-13,104.53766935066028
2002-09-16,104.10802625522206
2002-09-17,106.27106027142119
2002-09-18,103.42388645672582
2002-09-19,103.0403111035193
2002-09-20,103.88882137950016
2002-09-23,101.12830510222014
2002-09-24,97.7778837114681
2002-09-25,97.63020553502369
2002-09-26,101.63653212033147
2002-09-27,100.4284003663201
2002-09-30,99.6206408959588
2002-10-01,100.54326802575586
2002-10-02,102.63636404608371
2002-10-03,101.87219579693553
2002-10-04,100.48089967899107
2002-10-07,96.96360306167954
2002-10-08,95.3894535082774
2002-10-09,93.17981641284648
2002-10-10,93.97379404393227
2002-10-11,98.97111530262805
2002-10-14,98.65989253512271
2002-10-15,101.39772717866599
2002-10-16,99.56403155820458
2002-10-17,102.13506904722666
2002-10-18,104.42111126524684
2002-10-21,104.17986381957733
2002-10-22,106.15803978952954
2002-10-23,105.36996171086388
2002-10-24,106.88470377396892
2002-10-25,108.0400556378768
2002-10-28,111.28644554214551
2002-10-29,109.71910051214701
2002-10-30,109.28949071647897
2002-10-31,113.8499486976313
2002-11-01,115.56499092440127
2002-11-04,120.47206650323778
2002-11-05,118.40635548878726
2002-11-06,115.95913612419174
2002-11-07,116.1946362150443
2002-11-08,115.42892343026467
2002-11-11,115.01036027605696
2002-11-12,117.95213132500423
2002-11-13,117.74544083908553
2002-11-14,116.22164738270173
2002-11-15,116.47476167746781
2002-11-18,117.65785637778885
2002-11-19,117.40497643930074
2002-11-20,115.18940557800883
2002-11-21,115.9918694308218
2002-11-22,113.86580803074615
2002-11-25,113.5885659891367
2002-11-26,112.6600617811571
2002-11-27,113.93636969140523
2002-11-28,115.36790525789931
2002-11-29,115.59787146120075
2002-12-02,116.37627977887756
2002-12-03,112.90513964165213
2002-12-04,115.29406396232635
2002-12-05,111.40584652447127
2002-12-06,111.64842176071883
2002-12-09,109.00614433368837
2002-12-10,110.95189455798956
2002-12-11,112.2806809648998
2002-12-12,108.53003418977498
2002-12-13,108.4499320624628
2002-12-16,109.51099641880859
2002-12-17,108.67449964722942
2002-12-18,106.89409013116956
2002-12-19,106.81885195495727
2002-12-20,107.82197631305921
2002-12-23,106.78241856291905
2002-12-24,107.22439877220266
2002-12-25,107.22439877220266
2002-12-26,107.49478666494085
2002-12-27,107.47444311130725
2002-12-30,109.192086352111
2002-12-31,109.97644311681618
2003-01-01,109.97644311681618
2003-01-02,111.7394041491914
2003-01-03,114.776501958173
2003-01-06,116.49465743651214
2003-01-07,115.23276079818687
2003-01-08,113.91832548686268
2003-01-09,115.43474299401068
2003-01-10,116.51382913803539
2003-01-13,116.08515931752726
2003-01-14,116.47360725939788
2003-01-15,113.97283816194579
2003-01-16,112.27414895550409
2003-01-17,111.61588571418642
2003-01-20,112.37051659086525
2003-01-21,112.29408742528292
2003-01-22,111.46960803445
2003-01-23,110.06486315757779
2003-01-24,111.02184248061238
2003-01-27,107.68743019499514
2003-01-28,106.39170889001868
2003-01-29,105.7529994795475
2003-01-30,109.25531235332384
2003-01-31,109.13247469326427
2003-02-03,112.55002444629703
2003-02-04,110.06257552484388
2003-02-05,109.41526450134168
2003-02-06,108.07393482202886
2003-02-07,107.77379235436057
2003-02-10,108.55944169005834
2003-02-11,108.99693733810028
2003-02-12,109.03269402929732
2003-02-13,112.93042820665275
2003-02-14,113.92386386049363
2003-02-17,114.25530105241636
2003-02-18,114.87124115593092
2003-02-19,114.31796866689557
2003-02-20,116.52738835221525
2003-02-21,115.45430568451141
2003-02-24,112.97702517036753
2003-02-25,109.76453043215282
2003-02-26,109.71469608035598
2003-02-27,110.3466859960934
2003-02-28,112.79160014602597
2003-03-03,113.62781551660562
2003-03-04,113.65305853247992
2003-03-05,113.22354511817092
2003-03-06,112.7967945550834
2003-03-07,112.3703962023568
2003-03-10,112.86225046565268
2003-03-11,109.27878311453807
2003-03-12,106.53704480244846
2003-03-13,107.05103130377844
2003-03-14,108.75148234371079
2003-03-17,108.16021681874162
2003-03-18,110.92526423815744
2003-03-19,111.39161557835659
2003-03-20,111.24875721027412
2003-03-21,114.40338263772567
2003-03-24,114.16522052808178
2003-03-25,112.14681920257449
2003-03-26,113.94550282850263
2003-03-27,113.34669447630262
2003-03-28,111.33520380250997
2003-03-31,111.84413926387924
2003-04-01,112.7537289363449
2003-04-02,112.34509303290972
2003-04-03,113.23293008551539
2003-04-04,114.67290504668519
2003-04-07,114.92475229641322
2003-04-08,114.64091267004656
2003-04-09,115.80923807720484
2003-04-10,115.26398032513207
2003-04-11,115.47403881577807
2003-04-14,116.35457675712463
2003-04-15,118.78536579720233
2003-04-16,122.45276067644836
2003-04-17,121.35740124055457
2003-04-18,121.35740124055457
2003-04-21,120.83428500647322
2003-04-22,121.85578568208274
2003-04-23,124.27145700162447
2003-04-24,124.64586298488614
2003-04-25,123.02448877062885
2003-04-28,124.31437779978202
2003-04-29,124.7690202101021
2003-04-30,125.74832951888372
2003-05-01,126.90327609376591
2003-05-02,127.57382181909875
2003-05-05,128.23326495135737
2003-05-06,130.52249257347918
2003-05-07,130.27778388755235
2003-05-08,129.63106130150828
2003-05-09,130.40132622090474
2003-05-12,131.59012952836252
2003-05-13,129.35977722414205
2003-05-14,130.15849128463864
2003-05-15,132.88781377799387
2003-05-16,134.55754477231142
2003-05-19,131.78192094119726
2003-05-20,131.41865319391187
2003-05-21,131.96814524003102
2003-05-22,134.69952648800503
2003-05-23,133.5258449118396
2003-05-26,134.1091127704646
2003-05-27,134.19732619749533
2003-05-28,131.05465949863878
2003-05-29,131.799543217624
2003-05-30,127.77392809930696
2003-06-02,127.29592335192189
2003-06-03,132.2837244261131
2003-06-04,132.41504659017193
2003-06-05,134.5126190874923
2003-06-06,131.85063988978868
2003-06-09,131.90172081207646
2003-06-10,127.63171372004835
2003-06-11,126.94066912614846
2003-06-12,128.4210574783932
2003-06-13,130.07793576201198
2003-06-16,132.40978959660805
2003-06-17,134.30771081293864
2003-06-18,132.48210151379743
2003-06-19,130.2790462677257
2003-06-20,130.8713410120728
2003-06-23,128.5843365617639
2003-06-24,129.64743292611362
2003-06-25,130.32353489370243
2003-06-26,126.79560694244415
2003-06-27,127.02689471699877
2003-06-30,127.28964993389644
2003-07-01,126.93769155706399
2003-07-02,125.54635144101051
2003-07-03,124.75114719466428
2003-07-04,124.59845670221485
2003-07-07,123.51828855455307
2003-07-08,121.62058481490273
2003-07-09,120.72878202364971
2003-07-10,123.33248409386925
2003-07-11,123.70435066326478
2003-07-14,124.87207057005358
2003-07-15,124.03482859819617
2003-07-16,121.51997575441615
2003-07-17,122.50890970096336
2003-07-18,122.86432759127256
2003-07-21,123.12680814556145
2003-07-22,124.38590946930167
2003-07-23,124.9857226138575
2003-07-24,123.9563640457636
2003-07-25,123.59826819911052
2003-07-28,123.59011457441903
2003-07-29,122.11508756838522
2003-07-30,121.31034058290862
2003-07-31,119.73727948368284
2003-08-01,120.2800032203961
2003-08-04,120.75918111937689
2003-08-05,120.21358342155376
2003-08-06,120.37058330647672
2003-08-07,122.91091858095051
2003-08-08,122.44900063341039
2003-08-11,122.7024901406739
2003-08-12,122.45457164307079
2003-08-13,122.29588098276267
2003-08-14,121.78749185799958
2003-08-15,121.74394252533719
2003-08-18,121.10142880996149
2003-08-19,121.49472287921422
2003-08-20,120.94802563764506
2003-08-21,120.53163837446643
2003-08-22,118.93865123602376
2003-08-25,121.64795252143388
2003-08-26,119.58372804108276
2003-08-27,120.1237508902231
2003-08-28,120.72270727406018
2003-08-29,121.90467788729353
2003-09-01,123.05369302354055
2003-09-02,120.92553896262635
2003-09-03,120.43581546523929
2003-09-04,121.52991581620914
2003-09-05,124.19510985482556
2003-09-08,125.83173562538005
2003-09-09,126.24171216217466
2003-09-10,126.10750617488509
2003-09-11,124.53185522147679
2003-09-12,126.1138273194996
2003-09-15,126.72534544282739
2003-09-16,127.52995873112162
2003-09-17,131.0035262828406
2003-09-18,130.32864453977018
2003-09-19,129.23755856007818
2003-09-22,132.818267954622
2003-09-23,131.4774903660472
2003-09-24,129.8225786401736
2003-09-25,127.93459338408691
2003-09-26,127.50986364492366
2003-09-29,127.48080174990439
2003-09-30,127.55267879827714
2003-10-01,128.05940491737798
2003-10-02,127.1347223836165
2003-10-03,127.96462179619489
2003-10-06,127.8454383984943
2003-10-07,129.0596497368824
2003-10-08,129.70048672577863
2003-10-09,130.67288449789757
2003-10-10,130.50601789525874
2003-10-13,129.0802807242207
2003-10-14,130.3672192564847
2003-10-15,131.06380750219122
2003-10-16,130.77453002258892
2003-10-17,129.67676032400678
2003-10-20,129.57801447469677
2003-10-21,130.27586061834577
2003-10-22,130.4240225639664
2003-10-23,129.96750721895387
2003-10-24,130.5014001788836
2003-10-27,130.7112277284069
2003-10-28,130.75162542211393
2003-10-29,131.8064640404296
2003-10-30,132.3740490485216
2003-10-31,131.4067400981149
2003-11-03,128.96559135769246
2003-11-04,129.18495482133324
2003-11-05,127.81826940677524
2003-11-06,127.64827625356172
2003-11-07,130.0012500312134
2003-11-10,129.62664396838082
2003-11-11,130.1050520667771
2003-11-12,131.2088843369457
2003-11-13,132.00180948759905
2003-11-14,131.77850255247102
2003-11-17,130.10592167766106
2003-11-18,130.70083219489504
2003-11-19,131.05786600789799
2003-11-20,130.47369361321893
2003-11-21,130.01967747269333
2003-11-24,128.52478116136686
2003-11-25,128.68656884698237
2003-11-26,129.95451939500614
2003-11-27,130.14461360142658
2003-11-28,132.3235890246137
2003-12-01,135.06187026442097
2003-12-02,136.87392493546517
2003-12-03,137.56802855419966
2003-12-04,138.11128148028286
2003-12-05,138.2768766348619
2003-12-08,139.14700729950093
2003-12-09,139.920491464125
2003-12-10,138.29454180948457
2003-12-11,136.95078899041008
2003-12-12,138.1003761500306
2003-12-15,139.77465043966106
2003-12-16,137.93138785180528
2003-12-17,138.85837626755162
2003-12-18,140.52580914099894
2003-12-19,142.48041668066605
2003-12-22,144.08899673483128
2003-12-23,144.54269346932352
2003-12-24,144.9500362988598
2003-12-25,144.9500362988598
2003-12-26,144.8918444660689
2003-12-29,145.90130378290547
2003-12-30,146.65082154836915
2003-12-31,147.65187214630248
2004-01-01,147.65187214630248
2004-01-02,148.94246721130511
2004-01-05,152.16302616099455
2004-01-06,152.38824276883366
2004-01-07,153.49595417110473
2004-01-08,155.40602088121625
2004-01-09,157.25314656656997
2004-01-12,158.1617138563828
2004-01-13,158.16523185819477
2004-01-14,159.45180600752988
2004-01-15,158.96807544094344
2004-01-16,156.27473149692312
2004-01-19,156.3858894790945
2004-01-20,158.62169182477018
2004-01-21,160.11440824511126
2004-01-22,163.48933504024242
2004-01-23,160.6666776685584
2004-01-26,158.44798083319742
2004-01-27,158.04858974586173
2004-01-28,153.49272687761973
2004-01-29,151.68139994824932
2004-01-30,151.5953496136061
2004-02-02,151.10445682345863
2004-02-03,153.37519176151952
2004-02-04,153.3418909583272
2004-02-05,153.49059675764104
2004-02-06,155.0363390362283
2004-02-09,157.53387720625193
2004-02-10,155.6137655509201
2004-02-11,154.9263423284699
2004-02-12,156.28846367363795
2004-02-13,155.7483006784335
2004-02-16,154.7798131537173
2004-02-17,155.34093222570576
2004-02-18,161.12357448725828
2004-02-19,164.78182005532474
2004-02-20,160.7312362100291
2004-02-23,163.4304859839541
2004-02-24,162.486826713206
2004-02-25,160.76420916001013
2004-02-26,160.01687228777405
2004-02-27,162.13470849078172
2004-03-01,167.37801605997183
