Date,BELGIUM GROWTH
1993-08-31,751.215
1993-09-30,758.2061
1993-10-29,794.44188
1993-11-30,798.65505
1993-12-31,843.76232
1994-01-31,875.99845
1994-02-28,881.18946
1994-03-31,873.25373
1994-04-29,911.37922
1994-05-31,896.39935
1994-06-30,888.78628
1994-07-29,927.73908
1994-08-31,933.07221
1994-09-30,882.32066
1994-10-31,912.2028
1994-11-30,876.96673
1994-12-30,885.58163
1995-01-31,868.34971
1995-02-28,875.01026
1995-03-31,926.82059
1995-04-28,963.89168
1995-05-31,952.25457
1995-06-30,954.17247
1995-07-31,989.68513
1995-08-31,946.83575
1995-09-29,979.62161
1995-10-31,977.18177
1995-11-30,983.34103
1995-12-29,1024.43628
1996-01-31,1033.18287
1996-02-29,1016.90182
1996-03-29,988.59988
1996-04-30,1014.48219
1996-05-31,1026.28735
1996-06-28,1011.60964
1996-07-31,1039.95319
1996-08-30,1034.01802
1996-09-30,1052.67019
1996-10-31,1074.41886
1996-11-29,1114.64987
1996-12-31,1131.03924
1997-01-31,1154.9267973669585
1997-02-28,1160.5973736577266
1997-03-31,1159.0432923585327
1997-04-30,1156.2597459296944
1997-05-30,1194.6635178277543
1997-06-30,1250.4427288098116
1997-07-31,1272.269512204618
1997-08-29,1179.0646311927433
1997-09-30,1237.2962625083521
1997-10-31,1198.3262874156305
1997-11-28,1225.4964954972754
1997-12-31,1246.7058277798417
1998-01-30,1303.3741689938593
1998-02-27,1367.235718257427
1998-03-31,1491.8270854003813
1998-04-30,1586.5531388116758
1998-05-29,1675.627127768014
1998-06-30,1798.9735924738432
1998-07-31,1876.5409095425025
1998-08-31,1716.9771192020714
1998-09-30,1622.1727680523395
1998-10-30,1753.9969069130027
1998-11-30,1761.2734245248503
1998-12-31,1950.613953914013
1999-01-29,1878.2742878383954
1999-02-26,1786.9431745787822
1999-03-31,1593.521517406431
1999-04-30,1507.892707282534
1999-05-31,1445.437460765352
1999-06-30,1462.9548952359262
1999-07-30,1444.2920881566122
1999-08-31,1537.6254944866293
1999-09-30,1467.3891202126297
1999-10-29,1458.71394656704
1999-11-30,1456.74875449894
1999-12-31,1521.9227850952343
2000-01-31,1203.8692887062095
2000-02-29,1097.8775866574167
2000-03-31,1126.7227176242802
2000-04-28,1077.2641479437586
2000-05-31,1124.8422609155446
2000-06-30,1223.314582858789
2000-07-31,1261.2783226998877
2000-08-31,1255.821922932967
2000-09-29,1206.9443287463828
2000-10-31,1198.719224344171
2000-11-30,1150.8445383857054
2000-12-29,1265.0715076750078
2001-01-01,1265.0715076750078
2001-01-02,1286.4648617441305
2001-01-03,1249.3759999433048
2001-01-04,1247.628363363865
2001-01-05,1255.9003929566993
2001-01-08,1253.834193417601
2001-01-09,1244.6460991428244
2001-01-10,1238.7192725106786
2001-01-11,1254.1945746229171
2001-01-12,1249.5837352675694
2001-01-15,1235.4196753335943
2001-01-16,1232.4360458768917
2001-01-17,1220.0326826697124
2001-01-18,1223.2973471167363
2001-01-19,1206.1633208113585
2001-01-22,1210.5325339845454
2001-01-23,1223.2469571193928
2001-01-24,1201.613144820898
2001-01-25,1201.1749468527128
2001-01-26,1202.6341062000424
2001-01-29,1206.0905354279894
2001-01-30,1223.4402408494661
2001-01-31,1237.4831386391108
2001-02-01,1262.6237534164807
2001-02-02,1263.6348703449848
2001-02-05,1265.8821704329946
2001-02-06,1248.096459279218
2001-02-07,1250.0767327377473
2001-02-08,1222.8847834059243
2001-02-09,1228.2550045131024
2001-02-12,1233.018599314174
2001-02-13,1219.5072514826043
2001-02-14,1219.1247118706024
2001-02-15,1202.2468302562436
2001-02-16,1205.6343892035331
2001-02-19,1219.6757083792968
2001-02-20,1201.9394654679518
2001-02-21,1191.6515712014723
2001-02-22,1169.100746906589
2001-02-23,1164.2288566501334
2001-02-26,1172.0668188758334
2001-02-27,1188.0322776671467
2001-02-28,1196.974151431416
2001-03-01,1183.2099966967978
2001-03-02,1180.1882778699126
2001-03-05,1175.873516135634
2001-03-06,1177.129693561946
2001-03-07,1173.0462227046462
2001-03-08,1172.3476620881786
2001-03-09,1179.6202764063885
2001-03-12,1148.9559376884977
2001-03-13,1122.3234382504363
2001-03-14,1103.534496701175
2001-03-15,1081.214358429316
2001-03-16,1037.9133268866317
2001-03-19,1015.3104816303263
2001-03-20,1041.6425540933142
2001-03-21,1019.8234623467263
2001-03-22,960.2613961110696
2001-03-23,988.8818702534351
2001-03-26,1056.871789518707
2001-03-27,1057.4827545834037
2001-03-28,1035.002272230417
2001-03-29,1034.4553028519895
2001-03-30,1068.5679095161277
2001-04-02,1087.6047489694931
2001-04-03,1068.000718172695
2001-04-04,1079.7124348436482
2001-04-05,1086.6712288871863
2001-04-06,1078.7958913158236
2001-04-09,1104.5177260972157
2001-04-10,1095.3725316675047
2001-04-11,1062.925861092827
2001-04-12,1060.1568152344028
2001-04-13,1060.1568152344028
2001-04-16,1049.2995374243465
2001-04-17,1045.3150813122045
2001-04-18,1050.8659934475797
2001-04-19,1066.783463866223
2001-04-20,1061.3484195178876
2001-04-23,1042.2167931349636
2001-04-24,1052.999946953569
2001-04-25,1058.584510099179
2001-04-26,1066.3329568972288
2001-04-27,1062.0135421955717
2001-04-30,1052.3580995829373
2001-05-01,1057.9371228394255
2001-05-02,1047.5475989739614
2001-05-03,1033.834747480197
2001-05-04,1016.2337460070468
2001-05-07,1015.1250442785823
2001-05-08,1006.4952032195605
2001-05-09,1007.9452551824829
2001-05-10,1027.2354874195948
2001-05-11,1019.2315320981047
2001-05-14,1009.580944994054
2001-05-15,1013.6211773539598
2001-05-16,1018.3677718559702
2001-05-17,1019.7757615461954
2001-05-18,1017.6244227087984
2001-05-21,1011.2838814444583
2001-05-22,1007.2444837674358
2001-05-23,1020.9516400422362
2001-05-24,1033.2269950249104
2001-05-25,1019.1703724968897
2001-05-28,1026.0421362433058
2001-05-29,1015.7411430279807
2001-05-30,1031.7941953576158
2001-05-31,994.154744553698
2001-06-01,995.1520076186736
2001-06-04,996.5040364552988
2001-06-05,1019.8859179778214
2001-06-06,1030.889053928775
2001-06-07,1016.8841193405185
2001-06-08,1024.853664142485
2001-06-11,1006.128733480688
2001-06-12,1005.340768268174
2001-06-13,1019.241280694118
2001-06-14,1016.3512372666472
2001-06-15,1011.7849236494494
2001-06-18,1016.2759892164611
2001-06-19,1015.9641030804211
2001-06-20,1021.8493782382513
2001-06-21,1025.4324296384575
2001-06-22,1028.1338115240396
2001-06-25,1024.6987880490885
2001-06-26,1024.3273006660452
2001-06-27,1025.9765273877117
2001-06-28,1023.3321937051348
2001-06-29,1026.5251076128202
2001-07-02,1037.3301707887013
2001-07-03,1033.9790932815044
2001-07-04,1043.1504694526975
2001-07-05,1040.3730532577758
2001-07-06,1031.3601897252556
2001-07-09,1033.0847181097818
2001-07-10,1056.4515411630744
2001-07-11,1058.4344803336462
2001-07-12,1062.1016833758285
2001-07-13,1068.3052857603263
2001-07-16,1077.277170764012
2001-07-17,1076.8837214019445
2001-07-18,1105.7390677225007
2001-07-19,1116.47549902965
2001-07-20,1121.0079453727653
2001-07-23,1111.4795805134731
2001-07-24,1118.5691880935562
2001-07-25,1115.5759795737035
2001-07-26,1098.0326104220637
2001-07-27,1098.4525009000215
2001-07-30,1104.5724092576959
2001-07-31,1108.9458015204025
2001-08-01,1121.9119702955088
2001-08-02,1119.4537631201288
2001-08-03,1119.9231133740407
2001-08-06,1111.7606683914573
2001-08-07,1104.4018737269437
2001-08-08,1109.5327448431726
2001-08-09,1109.1435582414354
2001-08-10,1112.3158146058818
2001-08-13,1112.5868874588532
2001-08-14,1115.390458653081
2001-08-15,1127.5958874429969
2001-08-16,1128.7566509384149
2001-08-17,1119.43443311156
2001-08-20,1119.1124907827539
2001-08-21,1118.945974673472
2001-08-22,1128.3447950795512
2001-08-23,1133.7756553155798
2001-08-24,1142.5410703351154
2001-08-27,1143.8903325200502
2001-08-28,1147.8932000981167
2001-08-29,1149.365212670623
2001-08-30,1143.7839761301702
2001-08-31,1137.1951174140888
2001-09-03,1123.8157025233604
2001-09-04,1106.2016983654423
2001-09-05,1105.6509760981892
2001-09-06,1082.6866492312486
2001-09-07,1065.7712858162747
2001-09-10,1048.940419410241
2001-09-11,978.6453876073109
2001-09-12,1004.5284939554195
2001-09-13,1010.2089347962444
2001-09-14,978.9449470094639
2001-09-17,983.7865456793953
2001-09-18,979.4430356083068
2001-09-19,980.7401594877896
2001-09-20,934.5849607026714
2001-09-21,910.6983079522021
2001-09-24,954.8717182137531
2001-09-25,971.1051156851216
2001-09-26,976.0310665557253
2001-09-27,1007.2498313817894
2001-09-28,1024.382882940568
2001-10-01,1024.6666709958167
2001-10-02,1034.483691225092
2001-10-03,1021.8794610114337
2001-10-04,1041.4373801275597
2001-10-05,1038.148095317322
2001-10-08,1034.5134286143314
2001-10-09,1028.7220988243812
2001-10-10,1029.6815759841143
2001-10-11,1026.3328105786068
2001-10-12,1014.9187344868866
2001-10-15,992.047528733167
2001-10-16,986.3752365308533
2001-10-17,977.4500416456387
2001-10-18,964.4161285031893
2001-10-19,942.9834945967336
2001-10-22,950.7243449945923
2001-10-23,963.7564086983681
2001-10-24,975.2136748969903
2001-10-25,960.8885645082098
2001-10-26,979.2318986882227
2001-10-29,982.1295129401645
2001-10-30,970.9413456269731
2001-10-31,971.8070922595347
2001-11-01,981.7844196833661
2001-11-02,989.3442054037567
2001-11-05,1003.0407205430085
2001-11-06,997.6885838934451
2001-11-07,1019.2051122090026
2001-11-08,1025.6241074664842
2001-11-09,998.5832411292563
2001-11-12,984.8190361714392
2001-11-13,1001.330358700343
2001-11-14,1014.2170007068404
2001-11-15,1012.2642912088528
2001-11-16,1003.8024193039726
2001-11-19,1014.0147586987058
2001-11-20,1012.7664589418933
2001-11-21,1000.4736533560147
2001-11-22,991.6649564730666
2001-11-23,974.4258711352061
2001-11-26,968.4309912534131
2001-11-27,951.4924465811481
2001-11-28,964.1496447652778
2001-11-29,968.8345580397171
2001-11-30,1001.1994369252841
2001-12-03,982.395758114123
2001-12-04,978.0982039885199
2001-12-05,974.4190840018044
2001-12-06,983.174460746346
2001-12-07,976.723793549102
2001-12-10,974.0012021707684
2001-12-11,961.9711795691808
2001-12-12,969.8592776990038
2001-12-13,964.7711342525591
2001-12-14,961.1836420934821
2001-12-17,989.9920338571329
2001-12-18,975.1844374829933
2001-12-19,974.091788942717
2001-12-20,975.2949291109151
2001-12-21,972.4002954647664
2001-12-24,978.2464137059958
2001-12-25,978.2464137059958
2001-12-26,979.0819504447263
2001-12-27,1006.2556596142966
2001-12-28,1009.8693383971063
2001-12-31,1019.7183702753271
2002-01-01,1019.7183702753271
2002-01-02,1014.4469945038649
2002-01-03,1021.2344546450047
2002-01-04,1006.6778560151996
2002-01-07,1000.5239136567321
2002-01-08,993.1231984645846
2002-01-09,983.8144587835714
2002-01-10,989.3381529431213
2002-01-11,985.641600632983
2002-01-14,978.9135723614793
2002-01-15,990.5179337492988
2002-01-16,977.6058824765511
2002-01-17,992.9006260769212
2002-01-18,1005.8407030166853
2002-01-21,1003.145163885402
2002-01-22,1007.6542241697896
2002-01-23,1025.2330680962841
2002-01-24,1032.8517804841867
2002-01-25,1009.9901466561732
2002-01-28,1006.3475255397376
2002-01-29,999.3026974259353
2002-01-30,991.2048179820735
2002-01-31,1000.9516094289687
2002-02-01,1004.5830316078847
2002-02-04,1024.9178341426896
2002-02-05,1009.564644048531
2002-02-06,1003.7464360028846
2002-02-07,1004.8214222988919
2002-02-08,1007.2715263189016
2002-02-11,1021.049996587312
2002-02-12,1020.0280627426522
2002-02-13,1025.6772034067635
2002-02-14,1026.0962577506396
2002-02-15,1022.4568122342035
2002-02-18,1014.415077592584
2002-02-19,1011.437344771231
2002-02-20,1003.4293803840538
2002-02-21,1002.7295861045733
2002-02-22,1009.3643516366851
2002-02-25,1004.5200993354672
2002-02-26,1008.6232122630572
2002-02-27,1005.5129073710881
2002-02-28,1010.0502536761384
2002-03-01,1000.2923199671711
2002-03-04,1019.2536175602116
2002-03-05,1011.4705671207995
2002-03-06,1005.0802700700267
2002-03-07,1010.2429428898927
2002-03-08,993.5515828023115
2002-03-11,1002.047391211153
2002-03-12,997.6607940295371
2002-03-13,999.312204318582
2002-03-14,1002.9752795599522
2002-03-15,1005.8313616393673
2002-03-18,1012.8249084208946
2002-03-19,1023.3542878260149
2002-03-20,1025.0688208042607
2002-03-21,1028.700737769546
2002-03-22,1031.0291776880708
2002-03-25,1030.7123028024384
2002-03-26,1033.030329007427
2002-03-27,1022.6550317209861
2002-03-28,1027.4652154036337
2002-03-29,1027.4652154036337
2002-04-01,1035.8860960663294
2002-04-02,1036.0369342933823
2002-04-03,1042.5319721518872
2002-04-04,1048.8076930462023
2002-04-05,1027.771792040167
2002-04-08,1017.5629215025378
2002-04-09,1018.2975080664061
2002-04-10,1028.4208201392448
2002-04-11,1031.3614434584542
2002-04-12,1037.7484044225296
2002-04-15,1037.6136086720876
2002-04-16,1048.6994698186118
2002-04-17,1049.3762389244466
2002-04-18,1045.201758336744
2002-04-19,1054.9064086842266
2002-04-22,1056.633284444327
2002-04-23,1068.7360085759426
2002-04-24,1073.5309740770003
2002-04-25,1072.3043105547877
2002-04-26,1067.0433599910473
2002-04-29,1061.7642208025043
2002-04-30,1069.1751087547916
2002-05-01,1075.2263717163378
2002-05-02,1067.3068211962354
2002-05-03,1084.8120860174595
2002-05-06,1094.260257340127
2002-05-07,1082.6420963378519
2002-05-08,1098.4096588648335
2002-05-09,1097.9935363821373
2002-05-10,1104.1871088132355
2002-05-13,1113.2394626800422
2002-05-14,1110.1361100564977
2002-05-15,1100.486530806262
2002-05-16,1098.5208504029165
2002-05-17,1108.423132866822
2002-05-20,1098.9840372152892
2002-05-21,1091.6086547734242
2002-05-22,1095.5747565627562
2002-05-23,1088.7219777459802
2002-05-24,1058.1867590575719
2002-05-27,1055.576974024828
2002-05-28,1066.7211789372652
2002-05-29,1077.363393622432
2002-05-30,1080.221631304477
2002-05-31,1081.9687677111415
2002-06-03,1080.798731179601
2002-06-04,1071.7486946583074
2002-06-05,1069.6708323783578
2002-06-06,1080.8945435960811
2002-06-07,1077.8509584730173
2002-06-10,1086.520176187937
2002-06-11,1078.5149041894338
2002-06-12,1059.1731245887436
2002-06-13,1030.925311338156
2002-06-14,1019.6432274053922
2002-06-17,1049.2235732631054
2002-06-18,1044.8679178360453
2002-06-19,1030.0376651851839
2002-06-20,1021.517168551375
2002-06-21,1028.6545826901186
2002-06-24,1025.3315524757875
2002-06-25,1032.5077407423369
2002-06-26,1059.5537271898909
2002-06-27,1061.3319781746088
2002-06-28,1080.6548490884745
2002-07-01,1079.1665349431053
2002-07-02,1063.6508725902074
2002-07-03,1036.294007974481
2002-07-04,1053.5672128656167
2002-07-05,1081.4143753376395
2002-07-08,1087.8549757331846
2002-07-09,1086.203694275149
2002-07-10,1049.8328206440044
2002-07-11,1018.5728757589542
2002-07-12,1014.4235171381248
2002-07-15,1002.787824339885
2002-07-16,1001.4345906234033
2002-07-17,1002.7992358722623
2002-07-18,1017.2459026551666
2002-07-19,985.1412750482025
2002-07-22,935.8148200428531
2002-07-23,912.5455425120305
2002-07-24,889.6138193287821
2002-07-25,940.4840415143219
2002-07-26,933.446861967066
2002-07-29,978.3006614869804
2002-07-30,986.8318618191494
2002-07-31,975.4559783818693
2002-08-01,949.5574866813747
2002-08-02,933.8976356291495
2002-08-05,903.1096555107638
2002-08-06,908.24335928113
2002-08-07,926.2559172304416
2002-08-08,950.8459551518768
2002-08-09,966.234509448656
2002-08-12,963.9778852574487
2002-08-13,956.3190607698457
2002-08-14,950.5370133318014
2002-08-15,976.5832180902372
2002-08-16,968.6049880717449
2002-08-19,989.0759885528703
2002-08-20,968.8894968921477
2002-08-21,987.8419930681987
2002-08-22,993.2087845186055
2002-08-23,994.4104153359054
2002-08-26,997.2174755706125
2002-08-27,1035.2215389937558
2002-08-28,994.0699056240189
2002-08-29,969.3882476289356
2002-08-30,970.6797176829532
2002-09-02,966.0455867583016
2002-09-03,945.9775301565853
2002-09-04,942.2416262321765
2002-09-05,933.5550908428518
2002-09-06,948.5741973831548
2002-09-09,935.1645024274544
2002-09-10,935.4059065716274
2002-09-11,957.4575314437434
2002-09-12,936.3014635573167
2002-09-13,922.9018180301415
2002-09-16,912.3535318915572
2002-09-17,901.2172000368433
2002-09-18,878.6949582038563
2002-09-19,865.4645339119179
2002-09-20,858.4674219630558
2002-09-23,827.043284410671
2002-09-24,807.0749845607724
2002-09-25,829.4976574378055
2002-09-26,845.672733540355
2002-09-27,847.0696212844848
2002-09-30,841.5821522199694
2002-10-01,845.6141519305376
2002-10-02,866.9980656953799
2002-10-03,846.1123937219263
2002-10-04,824.4446144978813
2002-10-07,809.1402105583682
2002-10-08,799.3489875474387
2002-10-09,794.6950757465609
2002-10-10,800.4236650873029
2002-10-11,835.1760269256861
2002-10-14,834.8564695928693
2002-10-15,871.9228420483553
2002-10-16,872.4484221030543
2002-10-17,868.0151841504419
2002-10-18,855.1182303730521
2002-10-21,861.2557755277925
2002-10-22,862.6957139606955
2002-10-23,845.9173169090158
2002-10-24,844.4042944576776
2002-10-25,840.1686878083475
2002-10-28,843.4888872149463
2002-10-29,828.4047858924495
2002-10-30,832.5750465657962
2002-10-31,834.8358182006366
2002-11-01,839.953630687446
2002-11-04,856.9482367722105
2002-11-05,873.8518360105567
2002-11-06,867.7956075460088
2002-11-07,878.1979567842963
2002-11-08,878.3747705832769
2002-11-11,876.7275397062675
2002-11-12,874.3351609607838
2002-11-13,859.7526210971214
2002-11-14,872.7120267905735
2002-11-15,878.4896874027274
2002-11-18,890.195800815307
2002-11-19,893.3519726785473
2002-11-20,895.801632282179
2002-11-21,913.424177766126
2002-11-22,913.4715421063793
2002-11-25,912.325040060371
2002-11-26,906.9991979411233
2002-11-27,921.9254422184403
2002-11-28,909.4602763610226
2002-11-29,899.2119289797873
2002-12-02,897.4313031789388
2002-12-03,902.193809086113
2002-12-04,906.412272658604
2002-12-05,901.0497957270981
2002-12-06,900.2423190239126
2002-12-09,893.3642642035395
2002-12-10,903.4939957750078
2002-12-11,908.593318944954
2002-12-12,916.6654951290597
2002-12-13,912.2479624738371
2002-12-16,905.9349653778596
2002-12-17,913.0492101538706
2002-12-18,905.1930710691927
2002-12-19,903.2195502514857
2002-12-20,915.6139041670953
2002-12-23,925.1782075018538
2002-12-24,939.1991798210612
2002-12-25,939.1991798210612
2002-12-26,941.5675594995779
2002-12-27,925.872049270178
2002-12-30,948.8099202821766
2002-12-31,965.5713630139866
2003-01-01,965.5713630139866
2003-01-02,955.8359395127633
2003-01-03,951.1530137337613
2003-01-06,953.1224608543698
2003-01-07,945.4774924750867
2003-01-08,934.8466687549336
2003-01-09,951.4143163703784
2003-01-10,954.4728966944397
2003-01-13,958.0531249879875
2003-01-14,966.8104614992806
2003-01-15,966.4087620846182
2003-01-16,958.3624156975808
2003-01-17,967.1335626953751
2003-01-20,970.3135053505455
2003-01-21,970.333071200984
2003-01-22,958.3390349156721
2003-01-23,956.8235061769518
2003-01-24,958.9776576030324
2003-01-27,942.1169414262575
2003-01-28,947.2439212106615
2003-01-29,946.0895932601546
2003-01-30,935.8988276667445
2003-01-31,952.6367478965047
2003-02-03,937.8499679805213
2003-02-04,947.0736948523914
2003-02-05,939.3496738961967
2003-02-06,927.9812761245207
2003-02-07,911.7355775720612
2003-02-10,892.3080567285652
2003-02-11,901.4932524196552
2003-02-12,891.6284937890616
2003-02-13,886.2356957112796
2003-02-14,894.4698754489403
2003-02-17,894.0812291629538
2003-02-18,897.5472740787345
2003-02-19,897.2570287422446
2003-02-20,902.7904970337737
2003-02-21,890.0572163071298
2003-02-24,876.0997480984762
2003-02-25,852.0295433200425
2003-02-26,847.181521079001
2003-02-27,842.1131200467828
2003-02-28,865.6093416495942
2003-03-03,858.9903781006244
2003-03-04,859.7650272366178
2003-03-05,856.7684712062935
2003-03-06,842.0969915901125
2003-03-07,832.9719790143122
2003-03-10,831.2067217076032
2003-03-11,831.4737943536861
2003-03-12,801.4982972048111
2003-03-13,826.2482805298788
2003-03-14,839.395862216327
2003-03-17,837.8614269320218
2003-03-18,837.7961559843511
2003-03-19,839.9373219955253
2003-03-20,838.8578266718819
2003-03-21,856.489718656424
2003-03-24,850.5738626210434
2003-03-25,851.9286865554265
2003-03-26,856.6514199293836
2003-03-27,857.916889177298
2003-03-28,863.0966101814973
2003-03-31,865.4659438208793
2003-04-01,873.0089370922122
2003-04-02,889.8008014695223
2003-04-03,891.1726633900785
2003-04-04,902.2364556675385
2003-04-07,906.7119348680864
2003-04-08,892.8166191661268
2003-04-09,891.5337414935268
2003-04-10,903.8247998639671
2003-04-11,895.0610339073472
2003-04-14,895.4929464405864
2003-04-15,909.7935614316661
2003-04-16,914.7974405360198
2003-04-17,919.3813109423928
2003-04-18,919.3813109423928
2003-04-21,915.4182787404123
2003-04-22,927.3464620107422
2003-04-23,927.3742782224122
2003-04-24,936.0973086988255
2003-04-25,916.9428662565527
2003-04-28,917.5358760070374
2003-04-29,920.4480542219065
2003-04-30,938.1369245709817
2003-05-01,946.7533255359032
2003-05-02,933.6817478990524
2003-05-05,941.040165816664
2003-05-06,967.2205061133357
2003-05-07,983.3737248723284
2003-05-08,967.2488021633542
2003-05-09,980.7945465643808
2003-05-12,989.9461876368044
2003-05-13,980.7631490756562
2003-05-14,981.6540097283813
2003-05-15,977.0998533342522
2003-05-16,1002.201344763098
2003-05-19,1003.6419167181184
2003-05-20,1018.9073921920307
2003-05-21,1009.3329839963089
2003-05-22,1018.567638397296
2003-05-23,1027.1878813428743
2003-05-26,1029.3360156053936
2003-05-27,1028.8079214126772
2003-05-28,1018.0592125146287
2003-05-29,1024.5667735174602
2003-05-30,1017.9453607680907
2003-06-02,1029.926360370969
2003-06-03,1033.5583842642493
2003-06-04,1038.2181194377874
2003-06-05,1049.527350772598
2003-06-06,1043.6778960444794
2003-06-09,1042.0657941062989
2003-06-10,1029.977466838181
2003-06-11,1025.9634221994247
2003-06-12,1027.1191984842403
2003-06-13,1018.4192826100589
2003-06-16,1024.6141414365802
2003-06-17,1022.1043127861849
2003-06-18,1013.0597991415494
2003-06-19,1011.7814190286217
2003-06-20,1009.7725077629094
2003-06-23,995.5196032521118
2003-06-24,977.5891113474869
2003-06-25,994.649043277121
2003-06-26,980.9904290982025
2003-06-27,984.4802804840655
