Date,USA GROWTH
1974-12-31,100.0
1975-01-31,111.72383
1975-02-28,122.2926
1975-03-31,126.4211
1975-04-30,132.05789
1975-05-30,137.57458
1975-06-30,141.29287
1975-07-31,128.32645
1975-08-29,125.339
1975-09-30,119.02642
1975-10-31,129.20481
1975-11-28,134.35689
1975-12-31,130.974
1976-01-30,146.73034
1976-02-27,143.3499
1976-03-31,147.46239
1976-04-30,143.35487
1976-05-31,140.91363
1976-06-30,146.64713
1976-07-30,144.0759
1976-08-31,143.68328
1976-09-30,145.00649
1976-10-29,141.51003
1976-11-30,139.21185
1976-12-31,144.80718
1977-01-31,133.48442
1977-02-28,131.28987
1977-03-31,129.19406
1977-04-29,126.4094
1977-05-31,122.37268
1977-06-30,129.95962
1977-07-29,128.39333
1977-08-31,128.97318
1977-09-30,128.1823
1977-10-31,122.67619
1977-11-30,125.97952
1977-12-30,125.69048
1978-01-31,117.99367
1978-02-28,113.59646
1978-03-31,114.71769
1978-04-28,128.92328
1978-05-31,130.26046
1978-06-30,128.824
1978-07-31,138.29044
1978-08-31,141.91715
1978-09-29,137.61871
1978-10-31,126.24383
1978-11-30,128.23156
1978-12-29,132.38793
1979-01-31,137.249
1979-02-28,131.6411
1979-03-30,139.11806
1979-04-30,139.02341
1979-05-31,136.29154
1979-06-29,139.22652
1979-07-31,139.80873
1979-08-31,147.7456
1979-09-28,146.67409
1979-10-31,138.09728
1979-11-30,145.05353
1979-12-31,148.2448
1980-01-31,156.43181
1980-02-29,153.73654
1980-03-31,138.08091
1980-04-30,142.00527
1980-05-30,147.89866
1980-06-30,153.25593
1980-07-31,165.31936
1980-08-29,166.87146
1980-09-30,173.3993
1980-10-31,179.07021
1980-11-28,201.09546
1980-12-31,191.64989
1981-01-30,180.62609
1981-02-27,186.26431
1981-03-31,188.57461
1981-04-30,179.5659
1981-05-29,176.67522
1981-06-30,174.9497
1981-07-31,179.38286
1981-08-31,168.13221
1981-09-30,158.39292
1981-10-30,169.11149
1981-11-30,176.60453
1981-12-31,171.64743
1982-01-29,168.93332
1982-02-26,157.87943
1982-03-31,155.6632
1982-04-30,164.83854
1982-05-31,158.55872
1982-06-30,155.88697
1982-07-30,154.37455
1982-08-31,172.7834
1982-09-30,176.78924
1982-10-29,196.03945
1982-11-30,205.58695
1982-12-31,209.74264
1983-01-31,214.98156
1983-02-28,220.62276
1983-03-31,227.2067
1983-04-29,242.70816
1983-05-31,237.12407
1983-06-30,250.73175
1983-07-29,238.2357
1983-08-31,239.61927
1983-09-30,244.26424
1983-10-31,239.67479
1983-11-30,243.71499
1983-12-30,242.28905
1984-01-31,233.80444
1984-02-29,223.21791
1984-03-30,227.17699
1984-04-30,228.44575
1984-05-31,217.79307
1984-06-29,224.80256
1984-07-31,224.49015
1984-08-31,247.33786
1984-09-28,242.68736
1984-10-31,246.40354
1984-11-30,241.28492
1984-12-31,246.89699
1985-01-31,268.74958
1985-02-28,270.76474
1985-03-29,269.77288
1985-04-30,265.01187
1985-05-31,281.17983
1985-06-28,284.61814
1985-07-31,286.87558
1985-08-30,282.76909
1985-09-30,274.70985
1985-10-31,285.12049
1985-11-29,310.58704
1985-12-31,330.06749
1986-01-31,330.60265
1986-02-28,356.25754
1986-03-31,378.61746
1986-04-30,378.43342
1986-05-30,397.25843
1986-06-30,403.82188
1986-07-31,379.53048
1986-08-29,398.19295
1986-09-30,357.13716
1986-10-31,376.74546
1986-11-28,384.95031
1986-12-31,377.17674
1987-01-30,431.47787
1987-02-27,459.48786
1987-03-31,468.26704
1987-04-30,463.40279
1987-05-29,465.59492
1987-06-30,489.87461
1987-07-31,514.68112
1987-08-31,541.00675
1987-09-30,527.34591
1987-10-30,410.43702
1987-11-30,371.10367
1987-12-31,399.09792
1988-01-29,402.58
1988-02-29,423.08831
1988-03-31,407.20819
1988-04-29,405.72441
1988-05-31,405.91254
1988-06-30,421.78025
1988-07-29,418.74585
1988-08-31,405.64298
1988-09-30,424.89491
1988-10-31,436.22612
1988-11-30,428.52336
1988-12-30,436.85043
1989-01-31,468.81036
1989-02-28,455.77646
1989-03-31,468.9209
1989-04-28,499.30976
1989-05-31,522.06949
1989-06-30,518.41237
1989-07-31,576.69702
1989-08-31,582.85266
1989-09-29,583.84239
1989-10-31,575.71728
1989-11-30,591.10423
1989-12-29,601.75108
1990-01-31,558.65919
1990-02-28,560.92381
1990-03-30,582.75517
1990-04-30,577.27933
1990-05-31,639.18241
1990-06-29,648.01557
1990-07-31,644.90439
1990-08-31,583.25934
1990-09-28,554.59977
1990-10-31,556.15159
1990-11-30,590.12082
1990-12-31,606.96502
1991-01-31,634.08784
1991-02-28,684.826
1991-03-29,710.72485
1991-04-30,712.67104
1991-05-31,742.17811
1991-06-28,708.40951
1991-07-31,748.09076
1991-08-30,774.2554
1991-09-30,750.78898
1991-10-31,760.54322
1991-11-29,740.43724
1991-12-31,850.12227
1992-01-31,826.4731
1992-02-28,828.40494
1992-03-31,812.52703
1992-04-30,818.43371
1992-05-29,821.51114
1992-06-30,798.99483
1992-07-31,835.21119
1992-08-31,821.2961
1992-09-30,829.5904
1992-10-30,843.51358
1992-11-30,878.76518
1992-12-31,883.65752
1993-01-29,873.13708
1993-02-26,863.69792
1993-03-31,874.60025
1993-04-30,838.26337
1993-05-31,869.17804
1993-06-30,859.75403
1993-07-30,841.63739
1993-08-31,872.01204
1993-09-30,853.4679
1993-10-29,884.80347
1993-11-30,889.02248
1993-12-31,894.67513
1994-01-31,920.41595
1994-02-28,901.91706
1994-03-31,857.79866
1994-04-29,865.37391
1994-05-31,878.91694
1994-06-30,850.29552
1994-07-29,878.33274
1994-08-31,921.35691
1994-09-30,912.95604
1994-10-31,931.61566
1994-11-30,903.91721
1994-12-30,919.28769
1995-01-31,942.56382
1995-02-28,977.49549
1995-03-31,1003.95884
1995-04-28,1032.55491
1995-05-31,1070.85687
1995-06-30,1106.55169
1995-07-31,1138.59045
1995-08-31,1129.1451
1995-09-29,1191.2855
1995-10-31,1206.0308
1995-11-30,1250.21515
1995-12-29,1259.50947
1996-01-31,1308.66676
1996-02-29,1325.26345
1996-03-29,1328.29345
1996-04-30,1348.2358
1996-05-31,1405.21308
1996-06-28,1425.01138
1996-07-31,1363.62187
1996-08-30,1385.1188
1996-09-30,1483.10573
1996-10-31,1504.41843
1996-11-29,1616.68649
1996-12-31,1582.51153
1997-01-31,1715.9975946962247
1997-02-28,1730.6977167720104
1997-03-31,1635.1904545795435
1997-04-30,1783.193599967211
1997-05-30,1882.0877543832669
1997-06-30,1982.5732954940886
1997-07-31,2123.815754663636
1997-08-29,1967.9979229418386
1997-09-30,2060.3574299894376
1997-10-31,1996.997171487884
1997-11-28,2108.998995196231
1997-12-31,2118.291807059312
1998-01-30,2197.121959347952
1998-02-27,2359.0445722153436
1998-03-31,2484.407343315717
1998-04-30,2489.2420968926936
1998-05-29,2447.29130607747
1998-06-30,2635.102108205026
1998-07-31,2619.6183352440294
1998-08-31,2298.6546428445135
1998-09-30,2474.9485726177563
1998-10-30,2652.9715523414948
1998-11-30,2862.9961744042416
1998-12-31,3117.5432250022336
1999-01-29,3301.8422941416115
1999-02-26,3151.726920532192
1999-03-31,3333.262270865801
1999-04-30,3283.6034855388652
1999-05-31,3186.7848042245996
1999-06-30,3446.421292814494
1999-07-30,3315.745743192221
1999-08-31,3384.3985250787086
1999-09-30,3336.2140895066013
1999-10-29,3581.7472401064465
1999-11-30,3737.6726109623046
1999-12-31,4156.950288627293
2000-01-31,3857.5013014472497
2000-02-29,3899.11772249144
2000-03-31,4273.5232877991875
2000-04-28,3985.786446311171
2000-05-31,3760.839909733206
2000-06-30,4053.38184796146
2000-07-31,3873.2101120677307
2000-08-31,4081.517629034399
2000-09-29,3665.955788429081
2000-10-31,3553.5415728760095
2000-11-30,3195.3092936225157
2000-12-29,3029.8485969630165
2001-01-01,3029.8485969630165
2001-01-02,2895.430833072977
2001-01-03,3134.3114995236433
2001-01-04,3088.9740566866976
2001-01-05,2982.284942428619
2001-01-08,2961.4644346800947
2001-01-09,3000.349908115024
2001-01-10,3036.6588562249285
2001-01-11,3101.7005087951034
2001-01-12,3080.6744444197107
2001-01-15,3080.6744444197107
2001-01-16,3095.200445167879
2001-01-17,3105.523492019142
2001-01-18,3186.38333184546
2001-01-19,3188.8066452246658
2001-01-22,3182.6507681566713
2001-01-23,3226.8195461915952
2001-01-24,3239.865589568021
2001-01-25,3193.6248610568327
2001-01-26,3203.3921235556254
2001-01-29,3220.7023112693623
2001-01-30,3240.015955906961
2001-01-31,3210.3447618710934
2001-02-01,3237.2078573397516
2001-02-02,3150.4342611032225
2001-02-05,3145.960030623598
2001-02-06,3154.068701920709
2001-02-07,3111.3062512091165
2001-02-08,3059.429784341849
2001-02-09,2971.77114081803
2001-02-12,3023.202338794615
2001-02-13,2971.0852997010993
2001-02-14,2998.0873992875804
2001-02-15,3038.07021143293
2001-02-16,2951.595247042408
2001-02-19,2951.595247042408
2001-02-20,2884.5548403510325
2001-02-21,2824.2895467956887
2001-02-22,2805.7195581149654
2001-02-23,2800.4665143207153
2001-02-26,2853.60965616017
2001-02-27,2804.3626935655616
2001-02-28,2753.087952990218
2001-03-01,2770.9609470161154
2001-03-02,2717.230416271786
2001-03-05,2734.33650216986
2001-03-06,2756.536629328662
2001-03-07,2764.8605809500914
2001-03-08,2757.8118467312397
2001-03-09,2671.352975265737
2001-03-12,2533.2594229848883
2001-03-13,2598.1445651967533
2001-03-14,2538.0277147010916
2001-03-15,2530.4444348116917
2001-03-16,2477.084283207154
2001-03-19,2519.673832647669
2001-03-20,2450.52572820657
2001-03-21,2414.4549485677676
2001-03-22,2436.1536896623415
2001-03-23,2483.9663395522634
2001-03-26,2495.4569953416308
2001-03-27,2569.897903185082
2001-03-28,2502.572949350129
2001-03-29,2486.263801185719
2001-03-30,2508.2320529654526
2001-04-02,2469.5803673616297
2001-04-03,2374.903494800748
2001-04-04,2371.535966008982
2001-04-05,2493.3031470476917
2001-04-06,2449.9623130719215
2001-04-09,2466.2259944143348
2001-04-10,2529.961054581117
2001-04-11,2527.011006101252
2001-04-12,2573.7145807525226
2001-04-13,2573.7145807525226
2001-04-16,2550.864549078283
2001-04-17,2588.696728375413
2001-04-18,2699.834914874262
2001-04-19,2764.2878674769945
2001-04-20,2747.474821713574
2001-04-23,2686.183251162225
2001-04-24,2633.0903288963586
2001-04-25,2687.8749530319815
2001-04-26,2692.1076851070948
2001-04-27,2736.685417510054
2001-04-30,2737.6047504055978
2001-05-01,2785.909981349274
2001-05-02,2802.2955099218634
2001-05-03,2748.0013751283705
2001-05-04,2799.152892680973
2001-05-07,2792.6160929974476
2001-05-08,2799.526371512018
2001-05-09,2773.9691511161705
2001-05-10,2763.2961584395002
2001-05-11,2742.0542094695843
2001-05-14,2741.169518750894
2001-05-15,2739.4275031796215
2001-05-16,2831.614612802544
2001-05-17,2840.523678231146
2001-05-18,2839.761395057027
2001-05-21,2894.0265407043157
2001-05-22,2878.89918854362
2001-05-23,2828.7541527302424
2001-05-24,2847.749575672461
2001-05-25,2806.74412893981
2001-05-28,2806.74412893981
2001-05-29,2777.0787628880507
2001-05-30,2722.9274260866523
2001-05-31,2731.106348537473
2001-06-01,2755.0759036333407
2001-06-04,2771.4823538771625
2001-06-05,2819.2165292033505
2001-06-06,2794.454927465152
2001-06-07,2828.4069149718553
2001-06-08,2792.767954810515
2001-06-11,2758.535205204142
2001-06-12,2769.447593048503
2001-06-13,2727.2125210946415
2001-06-14,2686.1023352268035
2001-06-15,2658.3834653337776
2001-06-18,2652.2345870606982
2001-06-19,2662.742676527548
2001-06-20,2704.9788130887673
2001-06-21,2726.5001021569474
2001-06-22,2690.8620367290446
2001-06-25,2680.6989429731084
2001-06-26,2671.716000089838
2001-06-27,2655.7338367081547
2001-06-28,2704.148135619199
2001-06-29,2672.003801803604
2001-07-02,2712.784311470064
2001-07-03,2703.9770244934753
2001-07-04,2703.9770244934753
2001-07-05,2652.03041414131
2001-07-06,2576.062836454403
2001-07-09,2606.0294204027387
2001-07-10,2558.271267004978
2001-07-11,2561.833235421416
2001-07-12,2639.1156234942882
2001-07-13,2661.7456263637473
2001-07-16,2624.3217544083304
2001-07-17,2657.0183815778487
2001-07-18,2648.072972579756
2001-07-19,2675.2756503693604
2001-07-20,2664.7293534450973
2001-07-23,2610.033219424575
2001-07-24,2577.8830076200793
2001-07-25,2616.124642683138
2001-07-26,2628.9283282552924
2001-07-27,2630.4397984850157
2001-07-30,2629.119612580173
2001-07-31,2653.201304528738
2001-08-01,2663.6829643601486
2001-08-02,2678.3521524947296
2001-08-03,2666.4424566243165
2001-08-06,2630.4600459415624
2001-08-07,2643.6907877657895
2001-08-08,2587.591251966132
2001-08-09,2591.9874418471745
2001-08-10,2602.302071376359
2001-08-13,2609.0861517926487
2001-08-14,2598.8915640499877
2001-08-15,2575.6406229349327
2001-08-16,2589.1843442111026
2001-08-17,2536.6661258725244
2001-08-20,2564.339134299615
2001-08-21,2517.198662532213
2001-08-22,2542.3496044016424
2001-08-23,2530.8648823985664
2001-08-24,2600.4064691852177
2001-08-27,2589.2127207483522
2001-08-28,2540.03892213269
2001-08-29,2506.8481748001764
2001-08-30,2451.5230429980165
2001-08-31,2458.8179982536158
2001-09-03,2458.8179982536158
2001-09-04,2459.0701360810676
2001-09-05,2479.069216550565
2001-09-06,2410.9106671186487
2001-09-07,2370.034754425103
2001-09-10,2395.977787228743
2001-09-11,2395.977787228743
2001-09-12,2395.977787228743
2001-09-13,2395.977787228743
2001-09-14,2395.977787228743
2001-09-17,2294.391193385016
2001-09-18,2276.125578126639
2001-09-19,2236.0894736603796
2001-09-20,2164.591724841319
2001-09-21,2116.6497831473134
2001-09-24,2211.137819751773
2001-09-25,2227.332307086227
2001-09-26,2219.036610091009
2001-09-27,2242.443202141691
2001-09-28,2281.2252963225674
2001-10-01,2287.7927774074788
2001-10-02,2306.862858340347
2001-10-03,2356.845590615937
2001-10-04,2350.411134583906
2001-10-05,2376.571010999809
2001-10-08,2367.8168581037153
2001-10-09,2339.248525848531
2001-10-10,2397.8143342210446
2001-10-11,2438.661740963806
2001-10-12,2436.493898202132
2001-10-15,2437.9589850410007
2001-10-16,2449.6099755450164
2001-10-17,2396.0086509408284
2001-10-18,2396.5782689033376
2001-10-19,2416.72357706193
2001-10-22,2463.261468101567
2001-10-23,2446.1865867295405
2001-10-24,2460.323912856727
2001-10-25,2491.126327288712
2001-10-26,2489.047132263379
2001-10-29,2422.8893248645177
2001-10-30,2384.093586765426
2001-10-31,2384.2666562004774
2001-11-01,2448.5210801110625
2001-11-02,2455.6396584824715
2001-11-05,2492.4917730146435
2001-11-06,2539.8975849523754
2001-11-07,2531.844690320126
2001-11-08,2535.5103596851977
2001-11-09,2540.284988465335
2001-11-12,2538.914351727235
2001-11-13,2585.811946021589
2001-11-14,2598.2523675881225
2001-11-15,2607.579428523536
2001-11-16,2596.9133154418073
2001-11-19,2629.3641567777822
2001-11-20,2602.9223570495064
2001-11-21,2598.2002828142263
2001-11-22,2598.2002828142263
2001-11-23,2624.64986901112
2001-11-26,2645.3009480239416
2001-11-27,2620.523225863845
2001-11-28,2575.023224555549
2001-11-29,2608.508209712929
2001-11-30,2609.923067642923
2001-12-03,2595.9449801254736
2001-12-04,2612.943054990797
2001-12-05,2650.6804296694877
2001-12-06,2640.6818598411887
2001-12-07,2627.5154650537884
2001-12-10,2594.792968617313
2001-12-11,2579.6662357383507
2001-12-12,2580.872787762928
2001-12-13,2555.796275691596
2001-12-14,2572.6225472858523
2001-12-17,2604.741875147885
2001-12-18,2624.714557648103
2001-12-19,2645.784186211798
2001-12-20,2631.9695314488717
2001-12-21,2647.3045488637895
2001-12-24,2640.302454901164
2001-12-25,2640.302454901164
2001-12-26,2646.8318943935515
2001-12-27,2654.8455318168135
2001-12-28,2652.4358364221735
2001-12-31,2618.110445957396
2002-01-01,2618.110445957396
2002-01-02,2628.235585104992
2002-01-03,2636.514976702571
2002-01-04,2639.1669437197434
2002-01-07,2613.944322035756
2002-01-08,2614.104455018304
2002-01-09,2601.148830960614
2002-01-10,2614.325674282225
2002-01-11,2599.5142703464653
2002-01-14,2591.985586952939
2002-01-15,2608.8389491644493
2002-01-16,2577.792079637404
2002-01-17,2606.6577314880137
2002-01-18,2575.6333190638475
2002-01-21,2575.6333190638475
2002-01-22,2570.93958840912
2002-01-23,2577.822106865966
2002-01-24,2572.9052310213156
2002-01-25,2572.184447477055
2002-01-28,2568.0106821163567
2002-01-29,2505.1486892628486
2002-01-30,2535.67271432932
2002-01-31,2573.0755032379293
2002-02-01,2560.5568811295625
2002-02-04,2506.1069925610236
2002-02-05,2512.945565268023
2002-02-06,2504.7605147111494
2002-02-07,2492.1870546470655
2002-02-08,2520.397104575157
2002-02-11,2545.8999274327307
2002-02-12,2545.605858238564
2002-02-13,2573.261452572387
2002-02-14,2570.161270492366
2002-02-15,2544.1044054437125
2002-02-18,2544.1044054437125
2002-02-19,2503.319779252424
2002-02-20,2545.7430054213482
2002-02-21,2507.765787401127
2002-02-22,2530.5084098815887
2002-02-25,2564.27091147754
2002-02-26,2562.192439522021
2002-02-27,2565.365091052789
2002-02-28,2559.008666179052
2002-03-01,2613.6295880266925
2002-03-04,2637.959229669997
2002-03-05,2607.1677014508223
2002-03-06,2637.4712484327183
2002-03-07,2621.043816374491
2002-03-08,2631.4237773275763
2002-03-11,2637.4314098021123
2002-03-12,2638.9711512553417
2002-03-13,2624.189025986387
2002-03-14,2620.086144680994
2002-03-15,2646.227334133909
2002-03-18,2638.692075609373
2002-03-19,2650.36792978148
2002-03-20,2603.4932432644646
2002-03-21,2605.6656732809715
2002-03-22,2602.175296084829
2002-03-25,2565.8910565691713
2002-03-26,2578.7455097441866
2002-03-27,2583.411699904296
2002-03-28,2585.1629092490152
2002-03-29,2585.1629092490152
2002-04-01,2579.068421178064
2002-04-02,2552.8988907438675
2002-04-03,2531.7946787529195
2002-04-04,2530.320429397605
2002-04-05,2516.232911097506
2002-04-08,2516.2605783842087
2002-04-09,2500.372093695696
2002-04-10,2534.4702952120315
2002-04-11,2467.058195345851
2002-04-12,2490.589146356428
2002-04-15,2463.0513683090508
2002-04-16,2508.796421568109
2002-04-17,2487.4008940098315
2002-04-18,2495.8546481812696
2002-04-19,2495.458674045757
2002-04-22,2459.585351249986
2002-04-23,2438.1560701378294
2002-04-24,2424.886168363123
2002-04-25,2425.411765997105
2002-04-26,2389.0827339899165
2002-04-29,2367.1043077221107
2002-04-30,2384.222754668851
2002-05-01,2413.758750473212
2002-05-02,2404.608710904692
2002-05-03,2372.610210091633
2002-05-06,2330.466142524928
2002-05-07,2313.259224271402
2002-05-08,2401.274183196477
2002-05-09,2359.5683390612894
2002-05-10,2323.8396901171345
2002-05-13,2365.226998006922
2002-05-14,2413.133260508199
2002-05-15,2393.1722317881986
2002-05-16,2416.014479142557
2002-05-17,2447.5955092948157
2002-05-20,2411.451224570036
2002-05-21,2381.240750917927
2002-05-22,2396.3070115900346
2002-05-23,2421.942694871567
2002-05-24,2387.6649119423632
2002-05-27,2387.6649119423632
2002-05-28,2364.7017142009317
2002-05-29,2354.668579484555
2002-05-30,2353.8718087824677
2002-05-31,2352.946297413242
2002-06-03,2293.171458143273
2002-06-04,2299.311181792474
2002-06-05,2329.441459369434
2002-06-06,2280.2698196268993
2002-06-07,2266.342968928431
2002-06-10,2279.451661145068
2002-06-11,2236.526402237648
2002-06-12,2258.6825694009553
2002-06-13,2235.277028388195
2002-06-14,2233.2482262695676
2002-06-17,2289.3229169025326
2002-06-18,2288.2083595570516
2002-06-19,2251.437824562918
2002-06-20,2219.473113480064
2002-06-21,2164.501614981087
2002-06-24,2180.7837977616846
2002-06-25,2136.1577843867103
2002-06-26,2158.1891376023755
2002-06-27,2195.914751518805
2002-06-28,2163.3058597468325
2002-07-01,2113.429664703685
2002-07-02,2070.4363314888496
2002-07-03,2091.2766120903857
2002-07-04,2091.2766120903857
2002-07-05,2173.5983228744835
2002-07-08,2140.907107778191
2002-07-09,2077.8629135571814
2002-07-10,2007.0840503886054
2002-07-11,2027.125098523724
2002-07-12,2022.246553001401
2002-07-15,2020.0434418199586
2002-07-16,1986.8320030635768
2002-07-17,2013.3736928026742
2002-07-18,1950.5101283539357
2002-07-19,1877.5621887704667
2002-07-22,1834.794330306972
2002-07-23,1810.923668787582
2002-07-24,1918.6053941540831
2002-07-25,1909.4417823959297
2002-07-26,1944.8391826537343
2002-07-29,2045.9726799691066
2002-07-30,2054.680049819146
2002-07-31,2074.662244525707
2002-08-01,2011.141708290606
2002-08-02,1973.3453397747778
2002-08-05,1912.3001019043031
2002-08-06,1965.906450971619
2002-08-07,2014.5967296810813
2002-08-08,2076.5760962055365
2002-08-09,2078.1542466885044
2002-08-12,2069.281374348618
2002-08-13,2022.1970626635946
2002-08-14,2110.674156589181
2002-08-15,2129.7933389882633
2002-08-16,2127.1908285500144
2002-08-19,2176.0822019143875
2002-08-20,2148.6614295737263
2002-08-21,2173.90280160808
2002-08-22,2205.255974502352
2002-08-23,2156.1761797302183
2002-08-26,2165.6777416174655
2002-08-27,2124.970663548202
2002-08-28,2093.33925475644
2002-08-29,2090.114473213556
2002-08-30,2084.798911584531
2002-09-02,2084.798911584531
2002-09-03,2003.2060464055721
2002-09-04,2039.4666561449944
2002-09-05,2006.410513162256
2002-09-06,2036.9255824483762
2002-09-09,2059.482499891452
2002-09-10,2078.5985060931553
2002-09-11,2074.2127288506576
2002-09-12,2023.3800308857449
2002-09-13,2033.8013083682586
2002-09-16,2043.0827219925247
2002-09-17,2004.2098357413852
2002-09-18,1996.0168577518132
2002-09-19,1935.5336757674588
2002-09-20,1935.1321732078839
2002-09-23,1906.1381996800205
2002-09-24,1883.9647742039072
2002-09-25,1934.2773759559814
2002-09-26,1957.9366128622064
2002-09-27,1887.0839108293246
2002-09-30,1858.5275037878775
2002-10-01,1935.2129004384583
2002-10-02,1902.7136388416322
2002-10-03,1884.1905485963102
2002-10-04,1844.5060826485576
2002-10-07,1819.797553861245
2002-10-08,1863.5061315567527
2002-10-09,1824.9398090125226
2002-10-10,1870.513122387434
2002-10-11,1937.682559994797
2002-10-14,1965.6783899458476
2002-10-15,2046.0463022944045
