Date,DENMARK GROWTH
1984-08-31,258.30226
1984-09-28,222.01961
1984-10-31,194.11912
1984-11-30,202.26115
1984-12-31,201.08053
1985-01-31,227.57729
1985-02-28,217.96343
1985-03-29,232.49717
1985-04-30,226.81589
1985-05-31,237.01536
1985-06-28,244.90718
1985-07-31,269.49546
1985-08-30,248.41236
1985-09-30,258.79235
1985-10-31,271.634
1985-11-29,268.43314
1985-12-31,301.56221
1986-01-31,282.49542
1986-02-28,306.11145
1986-03-31,298.9356
1986-04-30,329.30614
1986-05-30,286.77917
1986-06-30,290.05379
1986-07-31,277.26291
1986-08-29,287.66299
1986-09-30,286.54587
1986-10-31,287.28218
1986-11-28,296.23827
1986-12-31,296.49223
1987-01-30,352.37816
1987-02-27,331.72828
1987-03-31,331.9862
1987-04-30,325.84407
1987-05-29,332.63952
1987-06-30,337.57055
1987-07-31,334.83135
1987-08-31,354.09725
1987-09-30,337.43253
1987-10-30,316.17519
1987-11-30,342.08225
1987-12-31,347.08857
1988-01-29,343.81069
1988-02-29,366.64565
1988-03-31,382.67849
1988-04-29,379.20422
1988-05-31,417.84881
1988-06-30,405.37107
1988-07-29,393.4469
1988-08-31,379.84745
1988-09-30,419.72881
1988-10-31,490.42171
1988-11-30,536.67618
1988-12-30,593.69928
1989-01-31,604.89723
1989-02-28,582.4018
1989-03-31,610.46444
1989-04-28,666.98698
1989-05-31,662.10886
1989-06-30,783.77484
1989-07-31,823.56844
1989-08-31,750.12302
1989-09-29,765.08602
1989-10-31,817.85256
1989-11-30,885.0779
1989-12-29,951.17606
1990-01-31,999.16316
1990-02-28,1027.53398
1990-03-30,1105.89398
1990-04-30,990.11674
1990-05-31,1051.35561
1990-06-29,1032.57196
1990-07-31,1131.26033
1990-08-31,1055.11539
1990-09-28,975.66298
1990-10-31,1023.96441
1990-11-30,976.99279
1990-12-31,917.3294
1991-01-31,963.93446
1991-02-28,1090.63931
1991-03-29,1003.3308
1991-04-30,988.78427
1991-05-31,1038.87419
1991-06-28,1034.67645
1991-07-31,1095.3503
1991-08-30,1068.86755
1991-09-30,1113.83353
1991-10-31,1128.05575
1991-11-29,1099.21087
1991-12-31,1145.18335
1992-01-31,1139.10245
1992-02-28,1062.30611
1992-03-31,964.4732
1992-04-30,972.69022
1992-05-29,1136.59075
1992-06-30,1090.42479
1992-07-31,1093.53751
1992-08-31,1018.69265
1992-09-30,1000.93111
1992-10-30,932.73964
1992-11-30,912.69666
1992-12-31,906.03369
1993-01-29,1009.60951
1993-02-26,970.48688
1993-03-31,987.0898
1993-04-30,1031.25676
1993-05-31,1058.60216
1993-06-30,1100.31848
1993-07-30,1070.10543
1993-08-31,1134.45876
1993-09-30,1157.77277
1993-10-29,1184.39323
1993-11-30,1152.81565
1993-12-31,1250.56056
1994-01-31,1312.53594
1994-02-28,1336.41708
1994-03-31,1349.71283
1994-04-29,1366.6838
1994-05-31,1274.24432
1994-06-30,1328.42332
1994-07-29,1385.83283
1994-08-31,1318.24688
1994-09-30,1292.16208
1994-10-31,1287.92732
1994-11-30,1245.70899
1994-12-30,1274.21086
1995-01-31,1283.54484
1995-02-28,1288.61817
1995-03-31,1279.32154
1995-04-28,1319.41999
1995-05-31,1389.69701
1995-06-30,1346.5006
1995-07-31,1406.62202
1995-08-31,1377.21292
1995-09-29,1421.0773
1995-10-31,1403.91677
1995-11-30,1393.9724
1995-12-29,1455.8851
1996-01-31,1519.51129
1996-02-29,1539.56126
1996-03-29,1536.91509
1996-04-30,1542.7021
1996-05-31,1564.46771
1996-06-28,1599.52403
1996-07-31,1651.63611
1996-08-30,1713.71947
1996-09-30,1679.82681
1996-10-31,1736.81532
1996-11-29,1751.38454
1996-12-31,1812.28487
1997-01-31,1891.459754817142
1997-02-28,1910.076785476841
1997-03-31,2009.1732162540693
1997-04-30,1988.463034826284
1997-05-30,2193.625779594744
1997-06-30,2217.5912542330175
1997-07-31,2399.95578175602
1997-08-29,2313.1325478228723
1997-09-30,2662.9327831697647
1997-10-31,2397.227550671636
1997-11-28,2411.7008935889326
1997-12-31,2701.889038995374
1998-01-30,2625.3339210160757
1998-02-27,2771.9539847320225
1998-03-31,2992.909914051511
1998-04-30,2869.464808064529
1998-05-29,2870.345088154783
1998-06-30,2664.825975163567
1998-07-31,2608.5233458889375
1998-08-31,2234.554287984371
1998-09-30,2145.5941102809156
1998-10-30,2340.360483904165
1998-11-30,2144.471992816851
1998-12-31,2326.5941020824853
1999-01-29,2227.380832513611
1999-02-26,2059.1770667397263
1999-03-31,2081.703661018637
1999-04-30,2327.1795283211395
1999-05-31,2202.138679400267
1999-06-30,2247.7183447346583
1999-07-30,2500.4853082254826
1999-08-31,2478.7406145849905
1999-09-30,2608.7925012524006
1999-10-29,2619.0887620557296
1999-11-30,2732.1804538519145
1999-12-31,3059.897970975604
2000-01-31,2961.112687462885
2000-02-29,3164.8996808547545
2000-03-31,3473.205318220531
2000-04-28,2970.880245736484
2000-05-31,3013.0288541860114
2000-06-30,2946.5073605933167
2000-07-31,2889.236757613231
2000-08-31,3143.413322285791
2000-09-29,2931.9152996873063
2000-10-31,2734.5523777225
2000-11-30,2456.0588414741487
2000-12-29,2550.1452253428115
2001-01-01,2550.1452253428115
2001-01-02,2631.4806241224132
2001-01-03,2571.5826110292423
2001-01-04,2654.3793493010403
2001-01-05,2669.1064916947985
2001-01-08,2752.661224197752
2001-01-09,2726.571381076019
2001-01-10,2758.994968870994
2001-01-11,2770.963125825998
2001-01-12,2781.357778856802
2001-01-15,2761.350750565796
2001-01-16,2751.743889744781
2001-01-17,2834.760546694942
2001-01-18,2872.7484963171996
2001-01-19,2878.0031724019404
2001-01-22,2980.2015858721566
2001-01-23,3026.35415147308
2001-01-24,2985.7861207956817
2001-01-25,3009.3167771369563
2001-01-26,2995.674636523421
2001-01-29,2970.717510375908
2001-01-30,2964.3890934822543
2001-01-31,2960.4548036045117
2001-02-01,2912.3288734808602
2001-02-02,2807.028154679761
2001-02-05,2883.010883189241
2001-02-06,2872.8024341447426
2001-02-07,2861.3920844472677
2001-02-08,2831.584197755518
2001-02-09,2850.026284890105
2001-02-12,2842.2558668562892
2001-02-13,2792.371727863134
2001-02-14,2767.3211820078923
2001-02-15,2789.727505905874
2001-02-16,2830.0777303859754
2001-02-19,2801.815390335125
2001-02-20,2783.2561090915924
2001-02-21,2792.800067065034
2001-02-22,2705.497496358121
2001-02-23,2689.0535110923233
2001-02-26,2687.8056979639223
2001-02-27,2769.3396733365453
2001-02-28,2773.9681721901147
2001-03-01,2811.7202319917556
2001-03-02,2758.859583827605
2001-03-05,2745.318034155372
2001-03-06,2727.3833535496124
2001-03-07,2738.386001623101
2001-03-08,2756.5004854258104
2001-03-09,2726.098571990896
2001-03-12,2686.657361723214
2001-03-13,2589.046147737882
2001-03-14,2482.6747997581265
2001-03-15,2490.9674910093177
2001-03-16,2426.6908138781964
2001-03-19,2395.285269118981
2001-03-20,2400.3778653440727
2001-03-21,2397.158064880359
2001-03-22,2336.978841266191
2001-03-23,2389.94342107001
2001-03-26,2512.603230088296
2001-03-27,2496.125682264811
2001-03-28,2488.0068944233144
2001-03-29,2439.5183092627462
2001-03-30,2460.6745302739487
2001-04-02,2383.6786653776767
2001-04-03,2314.346455026534
2001-04-04,2293.474589008517
2001-04-05,2357.660069453956
2001-04-06,2429.256989172637
2001-04-09,2421.587072373306
2001-04-10,2397.7385856870796
2001-04-11,2394.2830336477127
2001-04-12,2402.0570496822725
2001-04-13,2402.0570496822725
2001-04-16,2405.2037243930636
2001-04-17,2421.4663565365145
2001-04-18,2435.7146763462397
2001-04-19,2454.690895504421
2001-04-20,2460.9019780611825
2001-04-23,2470.3723391221124
2001-04-24,2464.171464270195
2001-04-25,2445.105336543004
2001-04-26,2429.7706564668692
2001-04-27,2418.6477272330894
2001-04-30,2447.399602985618
2001-05-01,2451.9580665049057
2001-05-02,2416.033316628016
2001-05-03,2430.7520204033567
2001-05-04,2378.598874701982
2001-05-07,2394.855095010452
2001-05-08,2442.791979001382
2001-05-09,2417.459971606544
2001-05-10,2421.2231229346708
2001-05-11,2401.89517726887
2001-05-14,2375.7178897472772
2001-05-15,2408.9005879521237
2001-05-16,2449.268000817643
2001-05-17,2460.4852433876927
2001-05-18,2485.1331720703015
2001-05-21,2452.6868478120027
2001-05-22,2478.213562478775
2001-05-23,2471.7090641866203
2001-05-24,2462.586216673913
2001-05-25,2450.486033427609
2001-05-28,2443.1675715305546
2001-05-29,2411.367452773188
2001-05-30,2407.82350501335
2001-05-31,2407.383852757287
2001-06-01,2427.9547367523764
2001-06-04,2431.322046783852
2001-06-05,2432.2483121059413
2001-06-06,2428.1941114108126
2001-06-07,2433.739095034722
2001-06-08,2412.821884234959
2001-06-11,2389.3593539881294
2001-06-12,2407.3284932351576
2001-06-13,2458.6366973309127
2001-06-14,2441.2132853715407
2001-06-15,2392.5153375501386
2001-06-18,2429.250337318169
2001-06-19,2413.173417800908
2001-06-20,2432.2078023965933
2001-06-21,2396.9286405701014
2001-06-22,2396.4091483840525
2001-06-25,2394.070908663959
2001-06-26,2369.852834885272
2001-06-27,2362.7075753160716
2001-06-28,2363.262353292192
2001-06-29,2354.156163160432
2001-07-02,2371.723863223703
2001-07-03,2410.974847686139
2001-07-04,2436.191999504978
2001-07-05,2405.0604605404287
2001-07-06,2413.0303901126385
2001-07-09,2470.621588132089
2001-07-10,2489.3725915690434
2001-07-11,2484.524712270688
2001-07-12,2428.1064784461128
2001-07-13,2418.9741659415226
2001-07-16,2386.793196989431
2001-07-17,2390.031443460296
2001-07-18,2432.886902001011
2001-07-19,2502.0617028912975
2001-07-20,2461.5190182596025
2001-07-23,2426.6840578516913
2001-07-24,2453.7911188864314
2001-07-25,2408.8450014182536
2001-07-26,2421.3726514848195
2001-07-27,2455.2058660408175
2001-07-30,2493.223503706156
2001-07-31,2506.8363047596476
2001-08-01,2530.148116420882
2001-08-02,2546.052404221163
2001-08-03,2520.3985821939873
2001-08-06,2510.9833546822497
2001-08-07,2465.163808490105
2001-08-08,2446.1304053728963
2001-08-09,2440.823503003241
2001-08-10,2456.8946489392442
2001-08-13,2475.1466521294324
2001-08-14,2448.9087330203374
2001-08-15,2497.2316768510755
2001-08-16,2485.2772069983475
2001-08-17,2505.460478427203
2001-08-20,2490.3334382712105
2001-08-21,2483.4555897632627
2001-08-22,2464.1648647187585
2001-08-23,2438.171147241725
2001-08-24,2465.4777523237876
2001-08-27,2442.667948782324
2001-08-28,2362.511216809379
2001-08-29,2314.0949547160512
2001-08-30,2257.481171138105
2001-08-31,2288.3133955004905
2001-09-03,2262.5603315716035
2001-09-04,2199.4549838507805
2001-09-05,2193.173035035861
2001-09-06,2257.198247901933
2001-09-07,2286.677096345263
2001-09-10,2192.3759896045945
2001-09-11,2183.6570666479647
2001-09-12,2204.0962627555127
2001-09-13,2250.186375433173
2001-09-14,2198.582358802572
2001-09-17,2174.5303259007933
2001-09-18,2100.570434730816
2001-09-19,2123.36041212605
2001-09-20,2031.7517388405142
2001-09-21,1947.3638997327225
2001-09-24,1986.5205007140798
2001-09-25,1959.826376123215
2001-09-26,2015.823866990294
2001-09-27,2027.7602717286697
2001-09-28,2034.5173009771752
2001-10-01,1979.3033310315552
2001-10-02,2053.6794355339175
2001-10-03,2057.851179815465
2001-10-04,2082.0832706808446
2001-10-05,2124.3147754884963
2001-10-08,2091.6371247616366
2001-10-09,2135.548255809285
2001-10-10,2168.7534293158924
2001-10-11,2216.2504826274467
2001-10-12,2167.397847918519
2001-10-15,2167.61471853029
2001-10-16,2158.1717171250134
2001-10-17,2162.44175744495
2001-10-18,2147.6479998142295
2001-10-19,2116.524068802667
2001-10-22,2119.2460933967545
2001-10-23,2121.7373292783896
2001-10-24,2159.695366274143
2001-10-25,2141.559997597652
2001-10-26,2221.2504427803005
2001-10-29,2170.0544715794767
2001-10-30,2148.1722315515
2001-10-31,2169.769017761491
2001-11-01,2193.255340935983
2001-11-02,2190.1441244582147
2001-11-05,2220.5136504769966
2001-11-06,2201.31607693942
2001-11-07,2153.393643804627
2001-11-08,2120.6942427895765
2001-11-09,2074.166535155642
2001-11-12,2033.237034696631
2001-11-13,2005.8584107720246
2001-11-14,2046.870153414844
2001-11-15,2041.8069538985753
2001-11-16,2032.1318286374603
2001-11-19,2003.0368393773774
2001-11-20,2045.988161658179
2001-11-21,2043.3387280672373
2001-11-22,2069.2840898106774
2001-11-23,2039.9486361078239
2001-11-26,1986.4819739746858
2001-11-27,2012.4586194949973
2001-11-28,2034.366563699923
2001-11-29,2058.096108514691
2001-11-30,2161.555805453456
2001-12-03,2100.817782701502
2001-12-04,2097.2583570404317
2001-12-05,2104.9217874922506
2001-12-06,2109.522119366813
2001-12-07,2107.5871902551253
2001-12-10,2087.773842836629
2001-12-11,2078.5714290950837
2001-12-12,2072.9805888414253
2001-12-13,2067.777119153926
2001-12-14,2044.1250654408107
2001-12-17,1992.375034421374
2001-12-18,2055.0156816874364
2001-12-19,2054.2327583822034
2001-12-20,2076.4087467359227
2001-12-21,2050.6431170606147
2001-12-24,2030.7205643485916
2001-12-25,2030.7205643485916
2001-12-26,2032.4120017615219
2001-12-27,2113.3974074577277
2001-12-28,2128.9292554337217
2001-12-31,2149.7713667854778
2002-01-01,2149.7713667854778
2002-01-02,2169.2586199758252
2002-01-03,2158.8686857176085
2002-01-04,2121.4114490135366
2002-01-07,2121.0626957613817
2002-01-08,2087.4998488029573
2002-01-09,2125.7253930981274
2002-01-10,2108.7256685135003
2002-01-11,2080.650218592994
2002-01-14,2077.363483198374
2002-01-15,2060.02938816594
2002-01-16,2036.5721771924495
2002-01-17,2045.4335950989205
2002-01-18,2049.436868244897
2002-01-21,2056.5879923238663
2002-01-22,2056.997725977523
2002-01-23,2047.7842214593143
2002-01-24,2038.8294579126855
2002-01-25,1990.1514692218645
2002-01-28,1975.718072569123
2002-01-29,1969.170075739363
2002-01-30,1972.5871494181138
2002-01-31,2029.3648115641402
2002-02-01,2057.2650304347476
2002-02-04,2062.6154858989485
2002-02-05,2052.270427571533
2002-02-06,2044.722437218481
2002-02-07,2044.9065714338917
2002-02-08,2059.321077224967
2002-02-11,2075.601317820841
2002-02-12,2073.91873944429
2002-02-13,2091.3934474362813
2002-02-14,2134.682566537478
2002-02-15,2137.9718319725
2002-02-18,2100.740604989469
2002-02-19,2106.320157716004
2002-02-20,2104.973955447369
2002-02-21,2093.221953629963
2002-02-22,2093.299713571762
2002-02-25,2128.453754559598
2002-02-26,2129.953512739535
2002-02-27,2157.5080764269055
2002-02-28,2141.588538290199
2002-03-01,2132.351368514384
2002-03-04,2160.1935677374527
2002-03-05,2164.313884252613
2002-03-06,2166.4759527996794
2002-03-07,2173.5501365220175
2002-03-08,2223.4536049707067
2002-03-11,2223.807616729178
2002-03-12,2188.9017111521084
2002-03-13,2202.436948552147
2002-03-14,2238.52815316751
2002-03-15,2248.0362433467008
2002-03-18,2284.0914013360502
2002-03-19,2294.470752675046
2002-03-20,2287.70648934345
2002-03-21,2275.783584884476
2002-03-22,2269.993800076454
2002-03-25,2270.863893331658
2002-03-26,2248.1460781856513
2002-03-27,2231.0142646713675
2002-03-28,2229.927701997724
2002-03-29,2229.927701997724
2002-04-01,2248.291657278922
2002-04-02,2252.6527072315544
2002-04-03,2256.2920079994456
2002-04-04,2261.936384784524
2002-04-05,2257.95890873991
2002-04-08,2233.3311456867527
2002-04-09,2248.1039643114536
2002-04-10,2058.991005857238
2002-04-11,2009.4446598107195
2002-04-12,2017.3093072371273
2002-04-15,1981.3885017168602
2002-04-16,1980.1965549238057
2002-04-17,2000.790162634483
2002-04-18,1971.2359781813973
2002-04-19,1980.2050867355374
2002-04-22,1971.9578967399696
2002-04-23,1925.812081600828
2002-04-24,1899.0611747656558
2002-04-25,1909.0608951770196
2002-04-26,1909.0493566496307
2002-04-29,1901.7348537781133
2002-04-30,1949.2908098607259
2002-05-01,1995.6830799848801
2002-05-02,2072.265370382924
2002-05-03,2076.075652236923
2002-05-06,2097.9851679216476
2002-05-07,2084.487886781963
2002-05-08,2072.7247074926427
2002-05-09,2072.2689604901952
2002-05-10,2065.7223551303414
2002-05-13,2043.236664643283
2002-05-14,2018.0645324354919
2002-05-15,2016.3189121559526
2002-05-16,2017.641758234839
2002-05-17,2066.5195123023063
2002-05-20,2067.210591749059
2002-05-21,2046.7491595684737
2002-05-22,2018.1097774178993
2002-05-23,2012.131683196858
2002-05-24,1986.2731538112262
2002-05-27,1971.7615385079678
2002-05-28,1976.221034705097
2002-05-29,1961.038088322957
2002-05-30,1990.1042444153645
2002-05-31,2005.0008536581142
2002-06-03,2009.732523118847
2002-06-04,1987.3927377660816
2002-06-05,1974.920610524976
2002-06-06,2042.8890250764343
2002-06-07,1973.4996363955127
2002-06-10,1974.4665675845968
2002-06-11,1970.3126854853647
2002-06-12,1978.7079576329568
2002-06-13,1961.6342952977895
2002-06-14,1927.4613362403895
2002-06-17,1946.112707150352
2002-06-18,1945.881319081122
2002-06-19,1914.3718823254833
2002-06-20,1888.050908274894
2002-06-21,1888.7807891139719
2002-06-24,1867.8229901146908
2002-06-25,1910.6266243782927
2002-06-26,1925.896906238909
2002-06-27,1999.2048128982094
2002-06-28,2051.6384954788437
2002-07-01,2042.9211256042604
2002-07-02,2024.742550033824
2002-07-03,1964.647901218114
2002-07-04,2009.4591231919776
2002-07-05,2026.4876042261574
2002-07-08,2046.780045412281
2002-07-09,2010.0515225746492
2002-07-10,1975.3590264914383
2002-07-11,1900.0299917651341
2002-07-12,1913.2974703005734
2002-07-15,1922.038205623232
2002-07-16,1889.7641169643664
2002-07-17,1920.2948838518982
2002-07-18,1938.9251691392803
2002-07-19,1917.0109115676905
2002-07-22,1777.9667862237018
2002-07-23,1669.6606870722903
2002-07-24,1587.925216908232
2002-07-25,1669.1507048987148
2002-07-26,1632.6982989652274
2002-07-29,1671.658470903388
2002-07-30,1681.4984968769018
2002-07-31,1674.5744313434157
2002-08-01,1697.0866463496404
2002-08-02,1689.8353920342452
2002-08-05,1622.0643214907216
2002-08-06,1679.1328723608267
2002-08-07,1693.8749377744439
2002-08-08,1675.5685369806654
2002-08-09,1703.3202281900876
2002-08-12,1722.85993606525
2002-08-13,1728.8759100598088
2002-08-14,1729.7135409087655
2002-08-15,1734.2060637858917
2002-08-16,1729.2561545382407
2002-08-19,1755.446743667095
2002-08-20,1769.9958320087094
2002-08-21,1799.1298762989986
2002-08-22,1764.3487889075348
2002-08-23,1740.0550876146647
2002-08-26,1727.0110788547177
2002-08-27,1739.9429617068006
2002-08-28,1786.3911950823071
2002-08-29,1785.3957070736649
2002-08-30,1784.420526855028
2002-09-02,1805.8147390262304
2002-09-03,1770.6168853327829
2002-09-04,1754.4007922325875
2002-09-05,1740.9673621863935
2002-09-06,1755.7695457449165
2002-09-09,1734.0894814288415
2002-09-10,1736.9588899101661
2002-09-11,1756.8265548234906
2002-09-12,1716.0981897753434
2002-09-13,1699.779642654866
2002-09-16,1672.263161292469
2002-09-17,1661.4284965489414
2002-09-18,1614.6178866946514
2002-09-19,1583.6863647058244
2002-09-20,1598.8213048835948
2002-09-23,1591.9352162710225
2002-09-24,1534.658499010742
2002-09-25,1516.9663441428577
2002-09-26,1518.1127692379534
2002-09-27,1569.7568855390596
2002-09-30,1544.038256316443
2002-10-01,1492.2482753740655
2002-10-02,1540.1285200029617
2002-10-03,1519.106101034107
2002-10-04,1542.7562424507526
2002-10-07,1556.0976593907858
2002-10-08,1522.1098427940638
2002-10-09,1509.3600709298928
2002-10-10,1504.735816101689
2002-10-11,1557.6843395062608
2002-10-14,1549.8182671265401
2002-10-15,1611.305109168594
2002-10-16,1613.4870046300705
2002-10-17,1607.5510534640798
2002-10-18,1627.2367996775142
2002-10-21,1632.6839488305206
2002-10-22,1640.8601874677013
2002-10-23,1590.9126422836034
2002-10-24,1572.5693253997556
2002-10-25,1598.2422894761748
2002-10-28,1676.3570972163286
2002-10-29,1614.6909394319773
2002-10-30,1608.4651230952602
2002-10-31,1613.6121370595097
2002-11-01,1645.3748017182265
2002-11-04,1648.850051376006
2002-11-05,1661.4090114057394
2002-11-06,1665.656249915515
2002-11-07,1659.5195335830158
2002-11-08,1669.3520600830936
2002-11-11,1676.9932678249352
2002-11-12,1654.805306096652
2002-11-13,1639.478286144798
2002-11-14,1628.8065910857333
2002-11-15,1622.4292668815203
2002-11-18,1659.4260608173865
2002-11-19,1657.800386517205
2002-11-20,1635.5856397593932
2002-11-21,1652.5304102879522
2002-11-22,1673.359156955018
2002-11-25,1658.2203724481203
2002-11-26,1653.6008471196424
2002-11-27,1616.98472540891
2002-11-28,1606.588044150873
2002-11-29,1622.084475847295
2002-12-02,1638.260753389726
2002-12-03,1602.933826077511
2002-12-04,1587.6893333639778
2002-12-05,1573.884209571067
2002-12-06,1566.8449240868738
2002-12-09,1581.9513148422627
2002-12-10,1587.0489303544448
2002-12-11,1607.8543342365008
2002-12-12,1628.8979552430142
2002-12-13,1615.4256358726382
2002-12-16,1632.9389742796134
2002-12-17,1703.4666994868785
2002-12-18,1673.9692540334377
2002-12-19,1653.3045185833014
2002-12-20,1613.7932719069663
2002-12-23,1619.5681473506904
2002-12-24,1626.3588837583757
2002-12-25,1626.3588837583757
2002-12-26,1630.3881104774075
2002-12-27,1644.5496007040128
2002-12-30,1654.179612918768
2002-12-31,1660.314123763685
2003-01-01,1660.314123763685
2003-01-02,1663.1938015261212
2003-01-03,1688.6744919409778
2003-01-06,1721.081641391101
2003-01-07,1686.548934019137
2003-01-08,1670.6984648027865
2003-01-09,1704.1675717028872
2003-01-10,1708.4937666981725
2003-01-13,1692.4818874449547
2003-01-14,1690.1928153925617
2003-01-15,1668.0521789648037
2003-01-16,1664.281923243352
2003-01-17,1660.2561493657972
2003-01-20,1666.2648570269985
2003-01-21,1670.2852414043118
2003-01-22,1629.2663940857485
2003-01-23,1566.3784119006325
2003-01-24,1577.4741263171059
2003-01-27,1543.1059056631507
2003-01-28,1520.11509889241
2003-01-29,1526.6339762403811
2003-01-30,1543.5178431770373
2003-01-31,1541.8004021468914
2003-02-03,1521.7693444657543
2003-02-04,1479.3054785023414
2003-02-05,1475.6797629488954
2003-02-06,1538.160450666401
2003-02-07,1539.1954651489477
2003-02-10,1507.160951475784
2003-02-11,1499.296527211279
2003-02-12,1488.0925481581464
2003-02-13,1504.1853914111211
2003-02-14,1521.8603580680276
2003-02-17,1506.162117608883
2003-02-18,1499.8074613280266
2003-02-19,1509.507531730356
2003-02-20,1494.0768167744911
2003-02-21,1463.413708855855
2003-02-24,1485.6380733027481
2003-02-25,1465.1707804068594
2003-02-26,1463.9979975310061
2003-02-27,1471.5108204546443
2003-02-28,1490.669306085497
2003-03-03,1516.0227131402846
2003-03-04,1510.8069948067146
2003-03-05,1533.8449244050373
2003-03-06,1516.8302350380798
2003-03-07,1525.4442784150922
2003-03-10,1507.150982482894
2003-03-11,1511.7374432797026
2003-03-12,1504.1480849434222
2003-03-13,1534.7440719022695
2003-03-14,1552.2862485627186
2003-03-17,1555.270239438227
2003-03-18,1570.0648612869861
2003-03-19,1603.5506591225092
2003-03-20,1601.434124841862
2003-03-21,1634.2646847002195
2003-03-24,1641.3122038840218
2003-03-25,1653.0755259882692
2003-03-26,1668.4947024082858
2003-03-27,1646.6591767174295
2003-03-28,1672.060523661347
2003-03-31,1659.3453623582373
2003-04-01,1644.4729871551292
2003-04-02,1676.042451036318
2003-04-03,1693.4112105262643
2003-04-04,1720.7025842480023
2003-04-07,1762.5995713942193
2003-04-08,1720.36819370568
2003-04-09,1730.7606796043451
2003-04-10,1741.0710214336514
2003-04-11,1745.085579433139
2003-04-14,1764.7796400774996
2003-04-15,1777.5866696276855
2003-04-16,1773.969739501102
2003-04-17,1782.4877325675816
2003-04-18,1782.4877325675816
2003-04-21,1774.864583434967
2003-04-22,1756.0835845489694
2003-04-23,1780.1849547443087
2003-04-24,1815.6755293211725
2003-04-25,1805.6346925636692
2003-04-28,1807.8834102275098
2003-04-29,1806.9196307819966
2003-04-30,1850.003299229045
2003-05-01,1876.5012987360926
2003-05-02,1864.5434364077453
2003-05-05,1888.2459403389919
2003-05-06,1871.105356988946
2003-05-07,1886.7002012143425
2003-05-08,1866.9552673497549
2003-05-09,1864.1847312832724
2003-05-12,1881.7070098616782
2003-05-13,1897.5121653709064
2003-05-14,1901.9010862220844
2003-05-15,1926.8808925932015
2003-05-16,1939.505816560901
2003-05-19,1933.2130976979388
2003-05-20,1948.8544085912015
2003-05-21,1946.630577661365
2003-05-22,1963.1072573403026
2003-05-23,1955.6540614193539
2003-05-26,1944.4255257893656
2003-05-27,1915.5811544175574
2003-05-28,1905.714238695336
2003-05-29,1919.8316524644358
2003-05-30,1899.513307204588
2003-06-02,1928.8723568266169
2003-06-03,1918.297522507315
2003-06-04,1945.2427011779107
2003-06-05,1973.5351652296686
2003-06-06,1989.0054455217635
2003-06-09,1999.732050010346
2003-06-10,1977.5138715412902
2003-06-11,1990.6264216250938
