Date,HONG KONG GROWTH
1986-02-28,787.41569
1986-03-31,759.60492
1986-04-30,878.62535
1986-05-30,860.26014
1986-06-30,835.62689
1986-07-31,911.60575
1986-08-29,934.64475
1986-09-30,985.48809
1986-10-31,1132.0481
1986-11-28,1155.34489
1986-12-31,1233.28201
1987-01-30,1235.72052
1987-02-27,1388.40353
1987-03-31,1335.32077
1987-04-30,1274.13436
1987-05-29,1443.82812
1987-06-30,1554.14514
1987-07-31,1660.21507
1987-08-31,1749.30091
1987-09-30,1917.56784
1987-10-30,1065.69722
1987-11-30,1064.90688
1987-12-31,1178.45567
1988-01-29,1214.2986
1988-02-29,1237.97742
1988-03-31,1322.47599
1988-04-29,1356.26111
1988-05-31,1322.79401
1988-06-30,1447.75398
1988-07-29,1483.38141
1988-08-31,1355.15042
1988-09-30,1374.71277
1988-10-31,1486.85763
1988-11-30,1522.97623
1988-12-30,1549.9171
1989-01-31,1694.05215
1989-02-28,1672.79187
1989-03-31,1654.21107
1989-04-28,1724.08888
1989-05-31,1515.90937
1989-06-30,1245.36536
1989-07-31,1410.89641
1989-08-31,1352.23339
1989-09-29,1508.32824
1989-10-31,1477.93
1989-11-30,1496.64475
1989-12-29,1524.36025
1990-01-31,1479.43561
1990-02-28,1629.10174
1990-03-30,1671.08071
1990-04-30,1678.25607
1990-05-31,1809.4867
1990-06-29,1903.62264
1990-07-31,2000.02162
1990-08-31,1795.40308
1990-09-28,1598.10048
1990-10-31,1768.5726
1990-11-30,1799.57882
1990-12-31,1839.83328
1991-01-31,1967.25063
1991-02-28,2133.37312
1991-03-29,2303.93039
1991-04-30,2261.67251
1991-05-31,2336.88549
1991-06-28,2299.88495
1991-07-31,2478.23959
1991-08-30,2471.79285
1991-09-30,2425.82084
1991-10-31,2422.7522
1991-11-29,2518.27567
1991-12-31,2616.45104
1992-01-31,2844.8665
1992-02-28,3053.77186
1992-03-31,3066.41075
1992-04-30,3291.21731
1992-05-29,3708.33298
1992-06-30,3684.56669
1992-07-31,3491.18357
1992-08-31,3272.97134
1992-09-30,3171.93218
1992-10-30,3603.41122
1992-11-30,3329.42345
1992-12-31,3163.83893
1993-01-29,3274.5966
1993-02-26,3588.35164
1993-03-31,3645.54635
1993-04-30,3840.47104
1993-05-31,4129.20101
1993-06-30,4034.62783
1993-07-30,3986.18148
1993-08-31,4309.66987
1993-09-30,4342.08003
1993-10-29,5201.43952
1993-11-30,5023.94582
1993-12-31,6021.06265
1994-01-31,5753.43423
1994-02-28,5150.883
1994-03-31,4510.78316
1994-04-29,4700.67774
1994-05-31,4967.20713
1994-06-30,4614.35689
1994-07-29,4848.70132
1994-08-31,5074.32846
1994-09-30,4845.37192
1994-10-31,4928.08486
1994-11-30,4469.4504
1994-12-30,4395.80404
1995-01-31,3885.62107
1995-02-28,4348.30718
1995-03-31,4582.14298
1995-04-28,4483.41961
1995-05-31,5043.365
1995-06-30,4847.54283
1995-07-31,4928.37598
1995-08-31,4811.47812
1995-09-29,5041.05815
1995-10-31,5075.8402
1995-11-30,5059.29332
1995-12-29,5223.42538
1996-01-31,5648.73039
1996-02-29,5704.70017
1996-03-29,5752.3981
1996-04-30,5695.90602
1996-05-31,5782.46089
1996-06-28,5659.8541
1996-07-31,5398.55969
1996-08-30,5523.18958
1996-09-30,5936.00956
1996-10-31,6191.7582
1996-11-29,6435.36421
1996-12-31,6407.19038
1997-01-31,6409.086886296955
1997-02-28,6414.714432103243
1997-03-31,6163.327520773352
1997-04-30,6312.572354356604
1997-05-30,7188.096959125527
1997-06-30,7927.726273041136
1997-07-31,8462.360915926629
1997-08-29,7094.285936325599
1997-09-30,7766.411745117546
1997-10-31,5658.9415003812355
1997-11-28,5592.089500083369
1997-12-31,5724.559879890793
1998-01-30,5148.78309785655
1998-02-27,5980.748807586364
1998-03-31,5956.115523497802
1998-04-30,5345.401583968023
1998-05-29,4866.001940311722
1998-06-30,4742.146319264944
1998-07-31,4519.165178760047
1998-08-31,4317.590884175914
1998-09-30,5019.237014558904
1998-10-30,5878.115068199726
1998-11-30,5697.065755747221
1998-12-31,5494.301595724209
1999-01-29,5273.372947719874
1999-02-26,5355.486559991994
1999-03-31,6165.150948583564
1999-04-30,7593.912076201626
1999-05-31,6963.738105905871
1999-06-30,7604.736123771954
1999-07-30,7476.524950812407
1999-08-31,7579.538228780173
1999-09-30,7283.901626989318
1999-10-29,7801.158447521301
1999-11-30,9072.991926952262
1999-12-31,9946.365260478196
2000-01-31,9236.900653491935
2000-02-29,10381.572529415223
2000-03-31,10479.47400760458
2000-04-28,9041.711944300185
2000-05-31,8183.002935978603
2000-06-30,8707.910035460447
2000-07-31,9242.176435921618
2000-08-31,8676.59666404876
2000-09-29,7798.979442600826
2000-10-31,7277.25993263276
2000-11-30,7021.554133972306
2000-12-29,7358.128496279986
2001-01-01,7358.128496279986
2001-01-02,7235.841036796467
2001-01-03,7085.010944455656
2001-01-04,7375.296789710276
2001-01-05,7352.931847592608
2001-01-08,7184.271832655115
2001-01-09,7271.2943350014
2001-01-10,7275.428498385841
2001-01-11,7139.777486463496
2001-01-12,7207.940532952849
2001-01-15,7142.505754186543
2001-01-16,7156.7165848854675
2001-01-17,7145.736168969661
2001-01-18,7260.789850882765
2001-01-19,7549.947917575039
2001-01-22,7684.975857999294
2001-01-23,7616.418174596783
2001-01-24,7616.467000294092
2001-01-25,7616.515826617408
2001-01-26,7616.4181745967835
2001-01-29,7531.886510082445
2001-01-30,7382.323544381695
2001-01-31,7491.8101839008505
2001-02-01,7578.585175874701
2001-02-02,7517.105169125048
2001-02-05,7399.230792274955
2001-02-06,7363.678487930005
2001-02-07,7432.235018629984
2001-02-08,7352.014668334465
2001-02-09,7346.45675907804
2001-02-12,7271.938873626638
2001-02-13,7306.706576557135
2001-02-14,7305.266748955614
2001-02-15,7215.567996164151
2001-02-16,7227.64610013779
2001-02-19,7215.685393843679
2001-02-20,7196.530460001011
2001-02-21,7171.028779225259
2001-02-22,7084.230720034859
2001-02-23,7077.701875360794
2001-02-26,7004.043744679507
2001-02-27,6906.060103196192
2001-02-28,6975.453999319808
2001-03-01,6865.922028160689
2001-03-02,6843.070834883638
2001-03-05,6838.781372626775
2001-03-06,6916.603884731381
2001-03-07,6892.180614554431
2001-03-08,6830.820909555692
2001-03-09,6831.854879149176
2001-03-12,6620.954588394793
2001-03-13,6519.012383941887
2001-03-14,6468.701534370418
2001-03-15,6587.618179172511
2001-03-16,6545.075210979062
2001-03-19,6596.407449331948
2001-03-20,6466.49317170899
2001-03-21,6407.901302106116
2001-03-22,6191.668476738498
2001-03-23,6304.492071399743
2001-03-26,6412.621341137997
2001-03-27,6345.932003212208
2001-03-28,6352.184918650564
2001-03-29,6251.710728601341
2001-03-30,6275.675337977094
2001-04-02,6308.7291961883275
2001-04-03,6249.315455201038
2001-04-04,6061.761651290653
2001-04-05,6061.645057276675
2001-04-06,6128.072800809668
2001-04-09,6031.224632139158
2001-04-10,6002.283516189059
2001-04-11,6240.0087548025385
2001-04-12,6392.893010793919
2001-04-13,6392.893010793919
2001-04-16,6392.688093300449
2001-04-17,6299.440105859641
2001-04-18,6476.26260567848
2001-04-19,6728.211429253632
2001-04-20,6652.445152454392
2001-04-23,6602.252357981316
2001-04-24,6551.535805941985
2001-04-25,6474.055871474634
2001-04-26,6444.393958906582
2001-04-27,6471.268901481393
2001-04-30,6471.434852729027
2001-05-01,6471.517831544663
2001-05-02,6589.352262174267
2001-05-03,6614.583916672853
2001-05-04,6499.039044403817
2001-05-07,6590.924106719238
2001-05-08,6603.637628235534
2001-05-09,6583.38435915094
2001-05-10,6605.9601083636535
2001-05-11,6605.941918256789
2001-05-14,6486.294734184725
2001-05-15,6525.950761562496
2001-05-16,6575.359722507826
2001-05-17,6630.793424248329
2001-05-18,6506.494774560034
2001-05-21,6580.556692148167
2001-05-22,6638.489919395467
2001-05-23,6643.449756414044
2001-05-24,6593.615444817979
2001-05-25,6558.71192700015
2001-05-28,6554.427141805343
2001-05-29,6542.517669358554
2001-05-30,6461.925661171277
2001-05-31,6357.367564433707
2001-06-01,6341.371838555567
2001-06-04,6387.819170979752
2001-06-05,6475.838644241359
2001-06-06,6503.213298241395
2001-06-07,6547.358995402807
2001-06-08,6549.239849899343
2001-06-11,6420.731990136369
2001-06-12,6325.871206791735
2001-06-13,6283.23173056845
2001-06-14,6167.344454296017
2001-06-15,6091.544175854411
2001-06-18,6093.961875489259
2001-06-19,6134.435027873903
2001-06-20,6056.957916416742
2001-06-21,6107.844256547453
2001-06-22,6019.873534669286
2001-06-25,6019.950715503608
2001-06-26,5946.926759787714
2001-06-27,5932.728803173074
2001-06-28,5866.2839338635695
2001-06-29,5917.28121650966
2001-07-02,5917.395014026565
2001-07-03,5960.8663142605365
2001-07-04,6081.155217481233
2001-07-05,5982.505166125664
2001-07-06,5982.428466358153
2001-07-09,5848.357466659723
2001-07-10,5915.172495564787
2001-07-11,5887.890443768068
2001-07-12,5895.279252588793
2001-07-13,5840.904511536116
2001-07-16,5877.528080526654
2001-07-17,5886.882006807557
2001-07-18,5881.604741603952
2001-07-19,5822.65385977767
2001-07-20,5863.10329545727
2001-07-23,5868.318503435167
2001-07-24,5779.233701791197
2001-07-25,5779.122559831751
2001-07-26,5694.554353831459
2001-07-27,5749.256663162296
2001-07-30,5727.851559332931
2001-07-31,5901.606160400478
2001-08-01,5965.101458697325
2001-08-02,5921.29547815218
2001-08-03,5795.221182503473
2001-08-06,5792.078584016539
2001-08-07,5771.608194546322
2001-08-08,5714.625503708695
2001-08-09,5530.234979047822
2001-08-10,5567.208987117619
2001-08-13,5449.307855829257
2001-08-14,5545.224574469498
2001-08-15,5583.878224892791
2001-08-16,5606.116032190931
2001-08-17,5678.76224185033
2001-08-20,5579.579005375835
2001-08-21,5440.206986297946
2001-08-22,5433.1973574686635
2001-08-23,5516.431142052449
2001-08-24,5490.5281581511845
2001-08-27,5543.290534737655
2001-08-28,5547.867686635866
2001-08-29,5533.857711381894
2001-08-30,5524.79019691921
2001-08-31,5429.225722638582
2001-09-03,5398.99936012348
2001-09-04,5444.225321090952
2001-09-05,5412.194777079113
2001-09-06,5261.388676516943
2001-09-07,5146.036326185964
2001-09-10,5126.205281516741
2001-09-11,5137.115439976402
2001-09-12,4659.268223132148
2001-09-13,4720.372085682189
2001-09-14,4714.405079017979
2001-09-17,4567.795335428847
2001-09-18,4525.2478183961175
2001-09-19,4657.594712948686
2001-09-20,4532.401642310147
2001-09-21,4358.666922675001
2001-09-24,4485.849324920453
2001-09-25,4582.916839717773
2001-09-26,4591.744989105003
2001-09-27,4740.655509441468
2001-09-28,4832.489342243348
2001-10-01,4833.016050832772
2001-10-02,4832.8611246236005
2001-10-03,4841.43069637327
2001-10-04,4995.578093087325
2001-10-05,5107.587338843709
2001-10-08,5003.888305147355
2001-10-09,5189.457336787745
2001-10-10,5126.112452973613
2001-10-11,5184.658921500164
2001-10-12,5073.553920504188
2001-10-15,5049.438940692837
2001-10-16,5014.905394640999
2001-10-17,5185.495216186043
2001-10-18,5022.644010066919
2001-10-19,4944.9675464931815
2001-10-22,4989.015869610142
2001-10-23,5128.205655134261
2001-10-24,5112.652676975504
2001-10-25,5112.718224645054
2001-10-26,5177.00477391789
2001-10-29,5065.702563308528
2001-10-30,5032.995230830804
2001-10-31,5041.881155776874
2001-11-01,5058.4373513031405
2001-11-02,5066.086751322109
2001-11-05,5190.171228239517
2001-11-06,5144.599142584088
2001-11-07,5083.392084699736
2001-11-08,5243.6750176409405
2001-11-09,5291.545598832246
2001-11-12,5268.410875218492
2001-11-13,5301.8158622658575
2001-11-14,5479.446915914356
2001-11-15,5622.4291247640695
2001-11-16,5653.376300040416
2001-11-19,5703.898980095213
2001-11-20,5653.492769771867
2001-11-21,5580.344169885252
2001-11-22,5559.39591401897
2001-11-23,5585.054001859606
2001-11-26,5624.122890047086
2001-11-27,5583.527469098904
2001-11-28,5495.623094552954
2001-11-29,5518.516788983968
2001-11-30,5620.236817848134
2001-12-03,5557.906378979287
2001-12-04,5649.344741774156
2001-12-05,5693.573888433417
2001-12-06,5648.50719151467
2001-12-07,5732.035686073065
2001-12-10,5731.512178577751
2001-12-11,5707.13436756598
2001-12-12,5716.451626976203
2001-12-13,5633.006344482513
2001-12-14,5627.2916453103135
2001-12-17,5617.952471794529
2001-12-18,5595.537418532794
2001-12-19,5668.2889358318525
2001-12-20,5709.158989942045
2001-12-21,5564.490864977022
2001-12-24,5592.04094851368
2001-12-25,5592.040948513681
2001-12-26,5591.969229016063
2001-12-27,5637.432013759302
2001-12-28,5651.880891731756
2001-12-31,5646.993204179595
2002-01-01,5646.993204179595
2002-01-02,5662.378685113216
2002-01-03,5695.057558096505
2002-01-04,5791.9896439763415
2002-01-07,5854.775660244541
2002-01-08,5835.819355328323
2002-01-09,5778.492815458839
2002-01-10,5810.500485435652
2002-01-11,5801.719804615832
2002-01-14,5823.305411526581
2002-01-15,5776.541715838815
2002-01-16,5759.003535266526
2002-01-17,5753.106022218845
2002-01-18,5736.9409820148885
2002-01-21,5741.675555125415
2002-01-22,5720.447142096899
2002-01-23,5733.629976575469
2002-01-24,5718.661022869674
2002-01-25,5787.433698661684
2002-01-28,5816.802871265089
2002-01-29,5805.7984674450645
2002-01-30,5706.238317065506
2002-01-31,5678.357702786719
2002-02-01,5659.543650660612
2002-02-04,5662.701896774502
2002-02-05,5644.570180956252
2002-02-06,5654.264742140157
2002-02-07,5598.4716664267935
2002-02-08,5694.175965774496
2002-02-11,5858.187337049528
2002-02-12,5858.112228713424
2002-02-13,5858.187337049528
2002-02-14,5858.187337049528
2002-02-15,5899.949234920033
2002-02-18,5889.9531415158135
2002-02-19,5816.3210091262135
2002-02-20,5848.391470671762
2002-02-21,5878.799111940912
2002-02-22,5824.071056478567
2002-02-25,5798.622360753193
2002-02-26,5842.388233790377
2002-02-27,5885.88817264299
2002-02-28,5852.281671605656
2002-03-01,5846.895409508749
2002-03-04,5954.23321555973
2002-03-05,6012.773593451875
2002-03-06,6010.045054767575
2002-03-07,6049.049913176628
2002-03-08,6104.186007135636
2002-03-11,6127.34533243286
2002-03-12,6117.368353044497
2002-03-13,6117.950738882435
2002-03-14,6128.50332493955
2002-03-15,6146.230403920663
2002-03-18,6161.0852195441375
2002-03-19,6162.842842762095
2002-03-20,6145.087550105534
2002-03-21,6087.84765141599
2002-03-22,6118.3077657753265
2002-03-25,6114.268354490164
2002-03-26,6074.7350387462575
2002-03-27,6176.443852942341
2002-03-28,6200.312575592106
2002-03-29,6200.312575592106
2002-04-01,6200.392070346046
2002-04-02,6088.955391130107
2002-04-03,6095.546859921813
2002-04-04,6080.02556957755
2002-04-05,6080.02556957755
2002-04-08,6076.9735113810875
2002-04-09,6066.058733879322
2002-04-10,6011.175778345313
2002-04-11,6085.164262541552
2002-04-12,6067.991471225368
2002-04-15,6108.486930654844
2002-04-16,6096.185982476151
2002-04-17,6199.395688283726
2002-04-18,6218.937420908762
2002-04-19,6266.58628020517
2002-04-22,6257.408091431631
2002-04-23,6348.533652461904
2002-04-24,6359.279218025714
2002-04-25,6325.861923503436
2002-04-26,6339.056366367921
2002-04-29,6330.130829389956
2002-04-30,6383.720819087342
2002-05-01,6383.884526274054
2002-05-02,6498.415149270715
2002-05-03,6529.644748767296
2002-05-06,6496.486427011528
2002-05-07,6561.646771641941
2002-05-08,6529.102178013601
2002-05-09,6550.542469114406
2002-05-10,6553.21370774771
2002-05-13,6547.179901329264
2002-05-14,6551.564879055959
2002-05-15,6596.93403257732
2002-05-16,6606.755819937428
2002-05-17,6604.815990260524
2002-05-20,6604.688957467835
2002-05-21,6543.781583700645
2002-05-22,6528.759509817464
2002-05-23,6487.993805654241
2002-05-24,6479.002329169408
2002-05-27,6449.87874479534
2002-05-28,6433.142350641791
2002-05-29,6406.7900738270955
2002-05-30,6395.136106822471
2002-05-31,6324.885838607286
2002-06-03,6330.5931375778
2002-06-04,6334.679059796863
2002-06-05,6375.343980891651
2002-06-06,6348.705212792874
2002-06-07,6340.09392895452
2002-06-10,6393.785699100303
2002-06-11,6328.118281764512
2002-06-12,6279.854026335088
2002-06-13,6266.117394668712
2002-06-14,6167.0627481991005
2002-06-17,6101.500222012998
2002-06-18,6097.577591308398
2002-06-19,5993.689556752097
2002-06-20,6084.07379661075
2002-06-21,6034.05158320766
2002-06-24,6070.0011591628845
2002-06-25,6075.775057982722
2002-06-26,5935.871084162031
2002-06-27,6044.2622267226525
2002-06-28,6070.289982301556
2002-07-01,6070.406721640685
2002-07-02,6007.492224460744
2002-07-03,6108.342900809331
2002-07-04,6221.2199652158715
2002-07-05,6226.525168785018
2002-07-08,6188.258697601757
2002-07-09,6189.884329312752
2002-07-10,6196.336244415907
2002-07-11,6061.956345031211
2002-07-12,6087.163129265151
2002-07-15,6080.309827235045
2002-07-16,5989.95803804421
2002-07-17,5921.274484972297
2002-07-18,5943.3562232534905
2002-07-19,5882.964958855739
2002-07-22,5812.449106627169
2002-07-23,5955.04933204144
2002-07-24,5824.111329935021
2002-07-25,5753.7720540148275
2002-07-26,5664.131468286517
2002-07-29,5753.168446187808
2002-07-30,5847.596483180578
2002-07-31,5899.403852602794
2002-08-01,5860.190699150521
2002-08-02,5798.656663890637
2002-08-05,5695.625291895144
2002-08-06,5595.100659084018
2002-08-07,5723.351011569191
2002-08-08,5717.704651722863
2002-08-09,5734.278941254771
2002-08-12,5664.541521309687
2002-08-13,5728.3964327231
2002-08-14,5670.5832791110015
2002-08-15,5772.448444065648
2002-08-16,5808.041500391702
2002-08-19,5795.306001439712
2002-08-20,5841.693217264982
2002-08-21,5881.7939298544825
2002-08-22,5903.464172981089
2002-08-23,5860.4510719038735
2002-08-26,5852.23047604848
2002-08-27,5811.968720355717
2002-08-28,5787.0912279820495
2002-08-29,5752.902570528841
2002-08-30,5736.400482362594
2002-09-02,5692.172026724046
2002-09-03,5664.262270777448
2002-09-04,5739.180370208558
2002-09-05,5698.2573615506135
2002-09-06,5710.010593562625
2002-09-09,5691.233508698576
2002-09-10,5769.553898132519
2002-09-11,5757.734385600683
2002-09-12,5812.694909469658
2002-09-13,5691.168045817589
2002-09-16,5646.183966179208
2002-09-17,5750.29368442701
2002-09-18,5668.06153837655
2002-09-19,5674.532255930652
2002-09-20,5641.891371225795
2002-09-23,5615.670689586983
2002-09-24,5607.099552872574
2002-09-25,5596.854734535479
2002-09-26,5642.963651308963
2002-09-27,5654.308796180105
2002-09-30,5579.029130904842
2002-10-01,5579.172194855834
2002-10-02,5558.346804402925
2002-10-03,5520.066009166702
2002-10-04,5554.881453933338
2002-10-07,5524.07529235231
2002-10-08,5543.200988602558
2002-10-09,5579.940890194417
2002-10-10,5490.156712139496
2002-10-11,5510.109389925298
2002-10-14,5510.180035070494
2002-10-15,5644.172547386979
2002-10-16,5677.466810711908
2002-10-17,5725.706030650064
2002-10-18,5697.509059190727
2002-10-21,5677.630614551018
2002-10-22,5672.189780368949
2002-10-23,5777.193369143178
2002-10-24,5751.166994871606
2002-10-25,5760.5937284880165
2002-10-28,5808.019602407135
2002-10-29,5738.994384571271
2002-10-30,5745.271140712552
2002-10-31,5680.833454864842
2002-11-01,5636.744385118632
2002-11-04,5783.28407983939
2002-11-05,5760.74304460294
2002-11-06,5808.241080780301
2002-11-07,5834.6774081459835
2002-11-08,5766.655980419048
2002-11-11,5717.924401486328
2002-11-12,5736.157003638532
2002-11-13,5719.207245875658
2002-11-14,5779.096710714523
2002-11-15,5863.18332950248
2002-11-18,5822.30232659824
2002-11-19,5874.588509627383
2002-11-20,5880.554727470103
2002-11-21,5881.970405838474
2002-11-22,5886.826571273528
2002-11-25,5904.810881284516
2002-11-26,5879.570971179566
2002-11-27,5881.286003732989
2002-11-28,5916.858909601605
2002-11-29,5880.57635241561
2002-12-02,5944.179593990845
2002-12-03,5939.837953963547
2002-12-04,5909.203818380117
2002-12-05,5901.946116397528
2002-12-06,5881.3148378246915
2002-12-09,5817.370992152526
2002-12-10,5821.360632160487
2002-12-11,5793.240680923008
2002-12-12,5811.696632296729
2002-12-13,5795.944678828083
2002-12-16,5781.0304655364425
2002-12-17,5784.09059434213
2002-12-18,5729.888556063106
2002-12-19,5739.491938213873
2002-12-20,5753.573550658053
2002-12-23,5736.009333024034
2002-12-24,5738.933698076614
2002-12-25,5738.933698076614
2002-12-26,5739.0072864143895
2002-12-27,5688.756913287414
2002-12-30,5629.280645277979
2002-12-31,5658.96352699531
2003-01-01,5658.96352699531
2003-01-02,5658.744375231223
2003-01-03,5737.11375804359
2003-01-06,5763.024118123425
2003-01-07,5752.0089798160025
2003-01-08,5773.256451739845
2003-01-09,5766.322458608112
2003-01-10,5805.776084850114
2003-01-13,5845.697432890791
2003-01-14,5840.362527145042
2003-01-15,5896.912595720546
2003-01-16,5871.0639187644165
2003-01-17,5810.452570243181
2003-01-20,5774.180887637181
2003-01-21,5776.80232918967
2003-01-22,5800.684534612331
2003-01-23,5812.46375218814
2003-01-24,5754.919126648768
2003-01-27,5694.477649098467
2003-01-28,5729.476547965316
2003-01-29,5673.507028139112
2003-01-30,5694.212762271883
2003-01-31,5694.28576640353
2003-02-03,5694.212762271882
2003-02-04,5696.744953527056
2003-02-05,5675.105233870238
2003-02-06,5660.219159300565
2003-02-07,5705.138415087544
2003-02-10,5709.730562525715
2003-02-11,5673.104526684505
2003-02-12,5722.682297317077
2003-02-13,5648.373369695066
2003-02-14,5645.668416009399
2003-02-17,5733.49370639939
2003-02-18,5722.875893059355
2003-02-19,5731.160355817246
2003-02-20,5724.594829210148
2003-02-21,5688.853525843395
2003-02-24,5712.264313438282
2003-02-25,5706.563602788
2003-02-26,5713.209467710715
2003-02-27,5707.185679356527
2003-02-28,5730.870908679396
2003-03-03,5804.329922653775
2003-03-04,5798.01059859175
2003-03-05,5795.946197217252
2003-03-06,5728.79151162317
2003-03-07,5724.486086399435
2003-03-10,5725.0471636524935
2003-03-11,5769.715368391326
2003-03-12,5752.724091015078
2003-03-13,5709.816972409231
2003-03-14,5783.921865255854
2003-03-17,5735.589051015155
2003-03-18,5778.658644045285
2003-03-19,5855.047620092568
2003-03-20,5879.394685056703
2003-03-21,5895.485665904299
2003-03-24,5900.819970182624
2003-03-25,5901.270643717403
2003-03-26,5889.504770421939
2003-03-27,5778.728369307346
2003-03-28,5807.11683554116
2003-03-31,5715.696882615033
2003-04-01,5687.247892770469
2003-04-02,5747.069738994496
2003-04-03,5719.026791370761
2003-04-04,5819.829794713402
2003-04-07,5850.737553287623
2003-04-08,5789.137563010271
2003-04-09,5700.038691599403
2003-04-10,5700.844834635873
2003-04-11,5705.996384637007
2003-04-14,5627.894595715059
2003-04-15,5663.61316626637
2003-04-16,5692.692607612144
2003-04-17,5656.085120049607
2003-04-18,5656.085120049607
2003-04-21,5656.012603813573
2003-04-22,5649.678783411615
2003-04-23,5602.907017543086
2003-04-24,5605.603296456199
2003-04-25,5581.503387549776
2003-04-28,5606.451290161213
2003-04-29,5778.27495776847
2003-04-30,5722.932520355974
2003-05-01,5723.005901163908
2003-05-02,5804.422249900772
2003-05-05,5838.252238312433
2003-05-06,5800.297827233076
2003-05-07,5820.914796
2003-05-08,5820.914796
2003-05-09,5879.130511037503
2003-05-12,5919.478506255115
2003-05-13,5901.807239808859
2003-05-14,5903.839729514669
2003-05-15,5915.839049889857
2003-05-16,5907.008240499873
2003-05-19,5932.260630477626
2003-05-20,5944.402318777669
2003-05-21,5963.462478798539
2003-05-22,5998.509276193546
2003-05-23,6048.370423528445
2003-05-26,6112.566312084164
2003-05-27,6093.832010799662
2003-05-28,6111.499651448986
2003-05-29,6118.335682534536
2003-05-30,6096.852404999351
2003-06-02,6197.992485144444
2003-06-03,6189.898138221734
2003-06-04,6189.73939744563
2003-06-05,6159.861389167639
2003-06-06,6203.992520604569
2003-06-09,6247.898407276889
2003-06-10,6307.08334826529
2003-06-11,6298.032735517388
2003-06-12,6308.407979004046
2003-06-13,6351.787560709848
2003-06-16,6313.871641520768
2003-06-17,6392.05683651678
2003-06-18,6369.599657978014
2003-06-19,6384.600092766124
2003-06-20,6390.968737945659
2003-06-23,6278.894389801503
2003-06-24,6194.744269835048
2003-06-25,6216.6750916040755
2003-06-26,6231.905329775663
2003-06-27,6281.884331947663
2003-06-30,6260.4249020047255
2003-07-01,6260.184068573646
2003-07-02,6303.3175116167895
2003-07-03,6294.231325693289
2003-07-04,6284.633269842467
2003-07-07,6436.337626845801
2003-07-08,6462.551510724966
2003-07-09,6511.666092936787
2003-07-10,6476.543505274173
2003-07-11,6432.194012096952
