Date,FINLAND GROWTH
2001-04-18,1410.9308941845738
2001-04-19,1469.134113984648
2001-04-20,1536.693711687846
2001-04-23,1505.2888017448483
2001-04-24,1489.109951459668
2001-04-25,1466.3246015894129
2001-04-26,1497.562129335166
2001-04-27,1564.2944408620044
2001-04-30,1627.097959192671
2001-05-01,1635.723936755364
2001-05-02,1649.8363689931246
2001-05-03,1600.340835861708
2001-05-04,1622.541133952639
2001-05-07,1624.7522633283086
2001-05-08,1594.741315208375
2001-05-09,1559.6014872997305
2001-05-10,1629.1756290064384
2001-05-11,1566.6684299044023
2001-05-14,1509.15512649192
2001-05-15,1521.0853280572128
2001-05-16,1522.6092517184652
2001-05-17,1613.6241765222298
2001-05-18,1658.1043282336364
2001-05-21,1671.5826893226065
2001-05-22,1679.5700407499728
2001-05-23,1618.6154975947595
2001-05-24,1612.5043215176415
2001-05-25,1559.946605898296
2001-05-28,1551.0086108968665
2001-05-29,1515.2373221200894
2001-05-30,1447.0385824873847
2001-05-31,1425.6183330140084
2001-06-01,1429.150818638481
2001-06-04,1437.7803229623257
2001-06-05,1496.0715589179172
2001-06-06,1505.4682519135
2001-06-07,1506.2730652535129
2001-06-08,1485.7818456243763
2001-06-11,1424.4983522215218
2001-06-12,1108.352919360158
2001-06-13,1177.5182380358876
2001-06-14,1106.885166374794
2001-06-15,1105.2236922827854
2001-06-18,1104.50638300154
2001-06-19,1128.56721912225
2001-06-20,1091.2214203760436
2001-06-21,1110.0853209682061
2001-06-22,1111.1907893330624
2001-06-25,1109.467618436128
2001-06-26,1086.8793510504686
2001-06-27,1080.895637610185
2001-06-28,1064.2969380036595
2001-06-29,1114.6249155334328
2001-07-02,1134.2108034475798
2001-07-03,1107.8017627023407
2001-07-04,1071.3683265290874
2001-07-05,1007.9166777553335
2001-07-06,955.5156248298518
2001-07-09,923.128753566916
2001-07-10,910.2084246185522
2001-07-11,877.8431860345156
2001-07-12,924.9355009558178
2001-07-13,897.7239784634264
2001-07-16,869.7676201351486
2001-07-17,843.7557999430109
2001-07-18,865.393257101584
2001-07-19,983.4711532433705
2001-07-20,941.5951946242865
2001-07-23,945.2869717512646
2001-07-24,956.5420590483368
2001-07-25,957.4034509865979
2001-07-26,972.4442830579229
2001-07-27,1021.9229710913509
2001-07-30,1060.5687177650964
2001-07-31,1081.8235952873108
2001-08-01,1064.3260044501174
2001-08-02,1101.5439279617187
2001-08-03,1095.6509554830184
2001-08-06,1057.5260951555492
2001-08-07,1063.531643701649
2001-08-08,1023.3486455488828
2001-08-09,961.6164110500068
2001-08-10,913.7917249293683
2001-08-13,935.3680195233891
2001-08-14,967.2880853576602
2001-08-15,939.0199737381422
2001-08-16,897.2028245787051
2001-08-17,859.4028726051998
2001-08-20,845.6665723742628
2001-08-21,867.2865338991184
2001-08-22,867.6170241000975
2001-08-23,880.3541536074595
2001-08-24,879.5236778912824
2001-08-27,853.4156110225164
2001-08-28,825.5585492037548
2001-08-29,793.4149393040357
2001-08-30,747.1438906431586
2001-08-31,770.1919651277077
2001-09-03,767.6209378349495
2001-09-04,756.160035147443
2001-09-05,703.0710614757693
2001-09-06,665.7627117972929
2001-09-07,638.1908844148778
2001-09-10,675.1321021614128
2001-09-11,652.0259366003687
2001-09-12,722.0483184135412
2001-09-13,755.3698995628067
2001-09-14,713.1301586498721
2001-09-17,767.3692598112024
2001-09-18,778.3290341830555
2001-09-19,796.1632298881497
2001-09-20,797.2555276695347
2001-09-21,762.8523795464935
2001-09-24,828.29642207072
2001-09-25,849.4498717620555
2001-09-26,826.8754826438202
2001-09-27,764.911114480405
2001-09-28,803.8437438643766
2001-10-01,748.8697474911883
2001-10-02,769.0267928826746
2001-10-03,746.7617222868586
2001-10-04,822.8053330518717
2001-10-05,831.8406985789622
2001-10-08,845.0750065514521
2001-10-09,867.9165633433486
2001-10-10,883.8605814823442
2001-10-11,933.7924190968386
2001-10-12,944.1159096492995
2001-10-15,912.1625751334511
2001-10-16,950.8146417172276
2001-10-17,998.9075191810276
2001-10-18,932.5313392607693
2001-10-19,978.8812547765638
2001-10-22,1003.4604819290133
2001-10-23,1063.7187366451653
2001-10-24,1073.5010487764628
2001-10-25,1028.9935512197376
2001-10-26,1062.3845226466383
2001-10-29,1051.9795867324237
2001-10-30,987.8865211413782
2001-10-31,1029.3036506087362
2001-11-01,1033.1811111220452
2001-11-02,1058.6782306800233
2001-11-05,1090.6620320322208
2001-11-06,1126.2826342980059
2001-11-07,1103.5020798393316
2001-11-08,1156.623714485905
2001-11-09,1115.8756856936345
2001-11-12,1081.478028858126
2001-11-13,1149.1033538709355
2001-11-14,1177.0156543709043
2001-11-15,1210.8683462998679
2001-11-16,1238.7687896923817
2001-11-19,1204.4121279834505
2001-11-20,1150.3431485115054
2001-11-21,1135.9967749266084
2001-11-22,1189.1059857223538
2001-11-23,1190.824793376473
2001-11-26,1220.6626246755295
2001-11-27,1148.690251777832
2001-11-28,1122.699268973016
2001-11-29,1097.8984962423629
2001-11-30,1149.2708484961959
2001-12-03,1124.339853637458
2001-12-04,1174.9539048174543
2001-12-05,1238.3072879954377
2001-12-06,1242.559764748673
2001-12-07,1250.763982194242
2001-12-10,1198.6619637385927
2001-12-11,1258.3049081838203
2001-12-12,1249.8978229947977
2001-12-13,1190.9393420209692
2001-12-14,1184.8326295025356
2001-12-17,1248.3791181822576
2001-12-18,1250.4782460513413
2001-12-19,1208.8568670231086
2001-12-20,1177.8757658938687
2001-12-21,1206.5362075781738
2001-12-24,1194.497371750825
2001-12-25,1194.497371750825
2001-12-26,1195.5176120751767
2001-12-27,1231.9942897194487
2001-12-28,1255.9076262069336
2001-12-31,1268.1562149859988
2002-01-01,1268.1562149859988
2002-01-02,1238.5192540498101
2002-01-03,1304.096805396933
2002-01-04,1292.7610968733807
2002-01-07,1268.3714269242664
2002-01-08,1187.1350431455746
2002-01-09,1162.7842992131737
2002-01-10,1140.8643780579107
2002-01-11,1165.2044499175047
2002-01-14,1090.9907572564773
2002-01-15,1110.3199466727015
2002-01-16,1090.733053747217
2002-01-17,1114.313810085585
2002-01-18,1105.879897174367
2002-01-21,1040.8402773127953
2002-01-22,1036.4254817747671
2002-01-23,1065.382700525223
2002-01-24,1166.6263683738946
2002-01-25,1122.5564863373068
2002-01-28,1152.2258323423596
2002-01-29,1139.556704878622
2002-01-30,1099.2559579752296
2002-01-31,1131.7244853994735
2002-02-01,1154.3653124498678
2002-02-04,1143.5097488425192
2002-02-05,1079.292370387688
2002-02-06,1054.8846021768545
2002-02-07,1083.9559186642348
2002-02-08,1072.494137059387
2002-02-11,1116.1920457195836
2002-02-12,1126.2396793173662
2002-02-13,1132.748561768428
2002-02-14,1134.962844745705
2002-02-15,1092.6211745730782
2002-02-18,1075.5993168057948
2002-02-19,1025.0947650272049
2002-02-20,987.3586598415416
2002-02-21,1003.7836930025986
2002-02-22,965.9213426054332
2002-02-25,996.390454730255
2002-02-26,1018.9954541076542
2002-02-27,1041.1037348889604
2002-02-28,1045.2262533362377
2002-03-01,1040.051502936217
2002-03-04,1127.8685720521387
2002-03-05,1122.6088631001624
2002-03-06,1146.3216678969966
2002-03-07,1184.106854781561
2002-03-08,1193.6364256376362
2002-03-11,1165.7599386841255
2002-03-12,1086.9755742880088
2002-03-13,1089.7189609302425
2002-03-14,1087.2051222134803
2002-03-15,1090.3601951297633
2002-03-18,1115.199592128578
2002-03-19,1084.2242204762135
2002-03-20,1043.9942928578091
2002-03-21,1032.9189927467628
2002-03-22,1053.3781746742484
2002-03-25,1046.5910335979586
2002-03-26,1035.9826309726693
2002-03-27,1048.2461056095397
2002-03-28,1047.82572619165
2002-03-29,1047.82572619165
2002-04-01,1056.4134771571134
2002-04-02,1020.129436825708
2002-04-03,1023.7427269287131
2002-04-04,1005.2746345018373
2002-04-05,1003.2017607186997
2002-04-08,950.266893410516
2002-04-09,970.7905596480227
2002-04-10,947.7478885312157
2002-04-11,916.247488878416
2002-04-12,928.878402043098
2002-04-15,954.5457615388746
2002-04-16,1006.1679376667208
2002-04-17,1031.8796624215042
2002-04-18,904.62589774868
2002-04-19,862.3590907073667
2002-04-22,828.2889759406693
2002-04-23,828.4538213807016
2002-04-24,781.7485799889693
2002-04-25,815.1499194574578
2002-04-26,813.8588904203455
2002-04-29,793.6053565615655
2002-04-30,802.230756034533
2002-05-01,806.7711809105468
2002-05-02,820.7954110586669
2002-05-03,767.0309629771684
2002-05-06,759.1507511451584
2002-05-07,759.9099671305838
2002-05-08,802.9643442669897
2002-05-09,802.7875772126656
2002-05-10,775.5015053896458
2002-05-13,785.6695766230223
2002-05-14,810.5406912523916
2002-05-15,822.2295738224652
2002-05-16,805.6149082495367
2002-05-17,808.033384921835
2002-05-20,797.7932919361831
2002-05-21,784.1856702420023
2002-05-22,732.768342642477
2002-05-23,707.3736931717608
2002-05-24,705.361815423493
2002-05-27,699.8009895903112
2002-05-28,702.6949924409972
2002-05-29,690.7914960286087
2002-05-30,671.6635013553255
2002-05-31,708.5565602031146
2002-06-03,682.1076781671048
2002-06-04,658.5830863261983
2002-06-05,674.4164524244412
2002-06-06,663.2726181285741
2002-06-07,610.9396560242965
2002-06-10,623.0286686175064
2002-06-11,658.784688011542
2002-06-12,623.9780355901406
2002-06-13,615.5467774991868
2002-06-14,623.820377817769
2002-06-17,662.2548443878615
2002-06-18,660.8884439805586
2002-06-19,631.8391133551378
2002-06-20,645.33978387685
2002-06-21,648.4850081047974
2002-06-24,601.9316743513085
2002-06-25,622.8034715541877
2002-06-26,644.0189879815993
2002-06-27,680.2662720676927
2002-06-28,725.5198028725113
2002-07-01,715.5112978611959
2002-07-02,674.4907332519522
2002-07-03,668.4345036215426
2002-07-04,704.3737341857358
2002-07-05,751.2381452385545
2002-07-08,752.9285359619151
2002-07-09,732.0953786689759
2002-07-10,708.7672827908682
2002-07-11,681.1617315328737
2002-07-12,693.666563092768
2002-07-15,669.3222053626625
2002-07-16,677.8265298131437
2002-07-17,717.1300597585611
2002-07-18,684.5435539521529
2002-07-19,653.2848582132295
2002-07-22,633.7584684710731
2002-07-23,572.8431089744862
2002-07-24,552.3391468603935
2002-07-25,564.8977372173754
2002-07-26,566.0938890413705
2002-07-29,605.8088509976935
2002-07-30,622.271980708292
2002-07-31,617.2015520900368
2002-08-01,589.1820407449251
2002-08-02,570.3522351393048
2002-08-05,542.7177349301817
2002-08-06,561.6555042610731
2002-08-07,572.5418465592718
2002-08-08,593.989797287784
2002-08-09,637.7122805257545
2002-08-12,638.3781311867775
2002-08-13,639.2168080774418
2002-08-14,605.6082407147858
2002-08-15,636.0565393175294
2002-08-16,664.2752234120168
2002-08-19,701.2480405857757
2002-08-20,697.3600080827172
2002-08-21,705.9388116411964
2002-08-22,724.957875971833
2002-08-23,704.8942204645922
2002-08-26,685.6437132352904
2002-08-27,704.8052916660902
2002-08-28,670.7891835470892
2002-08-29,665.8398795214422
2002-08-30,662.1147592236657
2002-09-02,645.0940647831073
2002-09-03,621.9971391679948
2002-09-04,627.0837276459554
2002-09-05,649.4517741901817
2002-09-06,694.7668215161489
2002-09-09,688.9977268162419
2002-09-10,680.2136533834059
2002-09-11,730.7353480223233
2002-09-12,698.8282750903102
2002-09-13,689.7673029571225
2002-09-16,661.0592130501445
2002-09-17,662.4837839953749
2002-09-18,628.9110558307772
2002-09-19,630.8597316737553
2002-09-20,640.0840373582602
2002-09-23,619.3105129218416
2002-09-24,606.7263939521347
2002-09-25,638.7740725346217
2002-09-26,700.8717537912227
2002-09-27,701.1929186103381
2002-09-30,658.8842000310464
2002-10-01,673.4988351148161
2002-10-02,713.5545668734251
2002-10-03,700.0984103210855
2002-10-04,656.864936334631
2002-10-07,654.0765178433701
2002-10-08,648.0514182494483
2002-10-09,652.9597029993093
2002-10-10,672.932595613542
2002-10-11,715.8902118722026
2002-10-14,708.9335409793711
2002-10-15,769.5409460943013
2002-10-16,730.8778869075471
2002-10-17,798.7479840622156
2002-10-18,799.5769699940686
2002-10-21,799.2509968731388
2002-10-22,815.118764635908
2002-10-23,779.5286564395233
2002-10-24,814.988320860402
2002-10-25,812.8219082574359
2002-10-28,846.9688814979778
2002-10-29,797.6212056236734
2002-10-30,815.2613530912539
2002-10-31,841.881351187703
2002-11-01,815.9913227048197
2002-11-04,877.0381173793483
2002-11-05,889.6881646110435
2002-11-06,852.7758725559977
2002-11-07,835.3186140527831
2002-11-08,822.3516650324468
2002-11-11,793.6315295858725
2002-11-12,819.1579612253831
2002-11-13,840.9398658644341
2002-11-14,887.5915715246265
2002-11-15,889.5802008857721
2002-11-18,919.0253985038547
2002-11-19,886.9603703787388
2002-11-20,893.6624491260268
2002-11-21,945.3261650159383
2002-11-22,939.9941548649664
2002-11-25,951.796156452978
2002-11-26,921.7635528916145
2002-11-27,952.6883195050601
2002-11-28,979.4910826405703
2002-11-29,956.6116459348372
2002-12-02,984.1738233362602
2002-12-03,911.6050486917447
2002-12-04,931.9182897622279
2002-12-05,915.5677337982278
2002-12-06,922.2934574936123
2002-12-09,895.9131805061681
2002-12-10,862.5793059734436
2002-12-11,843.5233119020689
2002-12-12,857.9362709453125
2002-12-13,842.3631975566198
2002-12-16,869.4450652629017
2002-12-17,863.9372546749807
2002-12-18,813.6764971571965
2002-12-19,809.7092020293865
2002-12-20,804.2762175403161
2002-12-23,808.7787708432782
2002-12-24,812.1263650934571
2002-12-25,812.1263650934571
2002-12-26,814.1743051053315
2002-12-27,776.3191645486673
2002-12-30,785.0070719452195
2002-12-31,788.0861200605694
2003-01-01,788.0861200605694
2003-01-02,827.2533569561092
2003-01-03,834.4170326775603
2003-01-06,839.5437729541753
2003-01-07,819.431662652879
2003-01-08,774.0581969383752
2003-01-09,818.6458027269884
2003-01-10,824.8354255551506
2003-01-13,812.3952582191389
2003-01-14,829.4171919127423
2003-01-15,809.8794010425727
2003-01-16,776.9438472235388
2003-01-17,752.7830228693825
2003-01-20,741.6058030964858
2003-01-21,745.8672968971546
2003-01-22,756.6689238572039
2003-01-23,724.6875453126188
2003-01-24,726.3159238136127
2003-01-27,700.8922262515243
2003-01-28,692.9449460447244
2003-01-29,716.37649476702
2003-01-30,739.876598967759
2003-01-31,696.0329167819976
2003-02-03,723.1718149134058
2003-02-04,702.4691013959722
2003-02-05,702.224918976006
2003-02-06,683.592253744768
2003-02-07,680.6894274124023
2003-02-10,673.7754859645587
2003-02-11,714.1884695909504
2003-02-12,692.3079699796475
2003-02-13,667.7727920656888
2003-02-14,692.3354318271222
2003-02-17,703.5483420877118
2003-02-18,718.3825975960984
2003-02-19,695.8895104196422
2003-02-20,684.8856621477265
2003-02-21,682.708319332904
2003-02-24,688.0628591042322
2003-02-25,650.2330984499276
2003-02-26,644.0629071095092
2003-02-27,640.3415789260504
2003-02-28,662.4907981676088
2003-03-03,668.8211010014278
2003-03-04,655.7620506947948
2003-03-05,655.7378604753585
2003-03-06,658.5187443081065
2003-03-07,626.0870955621886
2003-03-10,626.9660729618727
2003-03-11,632.4751475878995
2003-03-12,663.8598010063062
2003-03-13,682.4629720150757
2003-03-14,717.0885199964957
2003-03-17,744.0556576558809
2003-03-18,746.3440127584653
2003-03-19,752.2498962094679
2003-03-20,743.1508046526194
2003-03-21,772.951717464709
2003-03-24,735.0287401963673
2003-03-25,736.6707504808552
2003-03-26,734.5787426307045
2003-03-27,727.4413142887445
2003-03-28,736.5800688828467
2003-03-31,694.786342243214
2003-04-01,716.5971167388416
2003-04-02,752.1734661437634
2003-04-03,758.6688667106091
2003-04-04,755.0133980351612
2003-04-07,788.418444562626
2003-04-08,757.083158020509
2003-04-09,766.3150112808746
2003-04-10,723.8896717583526
2003-04-11,727.453983181721
2003-04-14,737.9950306097418
2003-04-15,756.4449063749853
2003-04-16,751.4791119246153
2003-04-17,809.4042773604717
2003-04-18,809.4042773604717
2003-04-21,805.9153058342698
2003-04-22,828.9947629573871
2003-04-23,848.1101243830511
2003-04-24,840.6617093226058
2003-04-25,807.9295667698689
2003-04-28,829.0659284810791
2003-04-29,837.4507359817105
2003-04-30,850.8962420621871
2003-05-01,858.7113733176866
2003-05-02,823.3428373006774
2003-05-05,858.7968222397737
2003-05-06,852.869010731323
2003-05-07,868.5812267552946
2003-05-08,846.0526360498457
2003-05-09,839.5414684217437
2003-05-12,864.6856813114052
2003-05-13,878.0776497947293
2003-05-14,867.1129286058723
2003-05-15,888.028551459496
2003-05-16,888.6137432976022
2003-05-19,856.3616788412642
2003-05-20,840.9772014286989
2003-05-21,827.7522330311839
2003-05-22,850.1566235523516
2003-05-23,836.9785791361825
2003-05-26,832.0578478018749
2003-05-27,838.3444542545095
2003-05-28,889.8423167341768
2003-05-29,896.4362677205808
2003-05-30,905.0391233681854
2003-06-02,917.5648842087174
2003-06-03,906.1358268378902
2003-06-04,905.0357285463837
2003-06-05,885.9976433236546
2003-06-06,914.7048097079638
2003-06-09,899.5623705164363
2003-06-10,878.3956817304654
2003-06-11,894.5265672964695
2003-06-12,875.5150874179333
2003-06-13,859.264704124514
2003-06-16,876.6078679824451
2003-06-17,887.7640068272543
2003-06-18,880.2483994419662
2003-06-19,902.0909092347312
2003-06-20,897.2658615815716
2003-06-23,861.673015857377
2003-06-24,846.294749711367
2003-06-25,854.659816951893
2003-06-26,849.1744387380857
2003-06-27,852.6765369085872
2003-06-30,828.2026881640096
2003-07-01,817.0705393932647
2003-07-02,831.161891461369
2003-07-03,838.0058773601656
2003-07-04,814.5542974739399
2003-07-07,844.3490138825038
2003-07-08,859.0691623887436
2003-07-09,897.0420548109498
2003-07-10,906.5741360527151
2003-07-11,892.5756009273484
2003-07-14,903.6886632555198
2003-07-15,893.1751013106779
2003-07-16,888.2890725992306
2003-07-17,748.6330693539745
2003-07-18,735.9124960356885
2003-07-21,723.169466599856
2003-07-22,736.0630500958814
2003-07-23,745.8939510966698
2003-07-24,767.6604923215642
2003-07-25,755.6989508644533
2003-07-28,782.3053512242936
2003-07-29,778.1538865102219
2003-07-30,774.3501018422879
2003-07-31,771.0012987362486
2003-08-01,745.3952140537766
2003-08-04,739.017400055406
2003-08-05,740.7453894992343
2003-08-06,713.3966547721169
2003-08-07,713.1087738833437
2003-08-08,718.203194359751
2003-08-11,724.5642102769107
2003-08-12,727.7580586278292
2003-08-13,736.5079477796844
2003-08-14,743.159183240636
2003-08-15,736.4049715183696
2003-08-18,740.9191037881618
2003-08-19,771.2383327384825
2003-08-20,776.3651674763879
2003-08-21,779.6362668834133
2003-08-22,783.7091980531419
2003-08-25,771.9376157359501
2003-08-26,766.2490008569549
2003-08-27,803.8417486778693
2003-08-28,812.9554118458842
2003-08-29,823.8436866771355
2003-09-01,825.6009470289414
2003-09-02,810.3713740778406
2003-09-03,840.6757663995469
2003-09-04,836.4777549065517
2003-09-05,833.2180218658546
2003-09-08,842.3757674236334
2003-09-09,811.1385535113398
2003-09-10,775.8122390188105
2003-09-11,774.6793241165556
2003-09-12,779.801733012705
2003-09-15,786.3089274419573
2003-09-16,782.3075138515155
2003-09-17,781.0370457992267
2003-09-18,794.1028347744901
2003-09-19,796.1717146208525
2003-09-22,786.2425398156158
2003-09-23,776.8348096391007
2003-09-24,774.123428333256
2003-09-25,765.3980573388567
2003-09-26,772.6286002801254
2003-09-29,787.348723639537
2003-09-30,774.2884921132967
2003-10-01,792.4269747054375
2003-10-02,813.6294474278799
2003-10-03,852.6597388273769
2003-10-06,840.5978866727366
2003-10-07,840.613704027649
2003-10-08,844.658370162526
2003-10-09,865.8545058842722
2003-10-10,860.8526257354929
2003-10-13,873.2839099426285
2003-10-14,857.8293734668101
2003-10-15,859.757632250103
2003-10-16,833.38590209065
2003-10-17,854.2699405281047
2003-10-20,848.2600497725402
2003-10-21,861.5777596723086
2003-10-22,854.2773588424121
2003-10-23,843.0492246285816
2003-10-24,850.9399221027011
2003-10-27,841.4200873662496
2003-10-28,849.932716194417
2003-10-29,864.409141642132
2003-10-30,856.9860997313001
2003-10-31,854.1937456387807
2003-11-03,866.6071755979228
2003-11-04,862.4351659252449
2003-11-05,849.142250798042
2003-11-06,871.7111770158592
2003-11-07,886.3786177702763
2003-11-10,872.6097234796648
2003-11-11,861.2619658042781
2003-11-12,883.0544837026616
2003-11-13,900.1797000009323
2003-11-14,901.511199405165
2003-11-17,879.2137834909889
2003-11-18,893.0642289453225
2003-11-19,878.525942300334
2003-11-20,889.4346615028788
2003-11-21,887.5164865976782
2003-11-24,913.6990371688854
2003-11-25,894.4903810107483
2003-11-26,902.4373067926333
2003-11-27,907.8017287629922
2003-11-28,906.1136976291101
2003-12-01,899.8466530070451
2003-12-02,912.1939172687937
2003-12-03,916.6039296604652
2003-12-04,925.1500102378554
2003-12-05,909.9466170120704
2003-12-08,897.1530193794454
2003-12-09,890.2106370147636
2003-12-10,883.5761644478232
2003-12-11,883.2211135693664
2003-12-12,888.9175491655548
2003-12-15,896.7906715905787
2003-12-16,877.3343759456791
2003-12-17,869.5783143950256
2003-12-18,870.5558242177256
2003-12-19,871.2347714008125
2003-12-22,864.6760842847466
2003-12-23,867.2620167957908
2003-12-24,869.7060902760315
2003-12-25,869.7060902760315
2003-12-26,869.3569369217115
2003-12-29,858.9789447705305
2003-12-30,867.7545962751317
2003-12-31,873.5024620020251
2004-01-01,873.5024620020251
2004-01-02,877.2968748140323
2004-01-05,887.7070745332633
