Date,NETHERLANDS GROWTH
1987-10-30,932.73835
1987-11-30,829.75921
1987-12-31,914.3677
1988-01-29,904.33815
1988-02-29,960.82331
1988-03-31,955.15383
1988-04-29,959.38273
1988-05-31,908.35117
1988-06-30,919.69867
1988-07-29,937.3805
1988-08-31,889.51988
1988-09-30,934.49518
1988-10-31,1028.40306
1988-11-30,1003.96196
1988-12-30,1018.77565
1989-01-31,1033.98021
1989-02-28,1036.13335
1989-03-31,1025.36127
1989-04-28,1091.07728
1989-05-31,1026.13928
1989-06-30,1086.94393
1989-07-31,1179.74226
1989-08-31,1179.91188
1989-09-29,1199.72333
1989-10-31,1169.69525
1989-11-30,1236.91206
1989-12-29,1350.45692
1990-01-31,1280.43432
1990-02-28,1203.43465
1990-03-30,1294.36987
1990-04-30,1255.45097
1990-05-31,1371.42326
1990-06-29,1437.89242
1990-07-31,1502.82658
1990-08-31,1344.27503
1990-09-28,1274.69078
1990-10-31,1428.81701
1990-11-30,1408.25223
1990-12-31,1447.17057
1991-01-31,1419.06686
1991-02-28,1464.33776
1991-03-29,1408.49396
1991-04-30,1390.63283
1991-05-31,1406.71429
1991-06-28,1301.25254
1991-07-31,1359.73931
1991-08-30,1343.4675
1991-09-30,1430.12515
1991-10-31,1463.16558
1991-11-29,1517.71303
1991-12-31,1686.4105
1992-01-31,1708.58556
1992-02-28,1728.87708
1992-03-31,1707.53503
1992-04-30,1759.11568
1992-05-29,1805.91051
1992-06-30,1864.98051
1992-07-31,1896.64815
1992-08-31,1972.93212
1992-09-30,2022.29149
1992-10-30,1845.36179
1992-11-30,1784.48831
1992-12-31,1833.67613
1993-01-29,1855.14662
1993-02-26,1936.61884
1993-03-31,2037.72506
1993-04-30,2016.37836
1993-05-31,1959.13511
1993-06-30,1933.70691
1993-07-30,1837.38113
1993-08-31,2031.65319
1993-09-30,2020.96402
1993-10-29,2149.30967
1993-11-30,2091.8763
1993-12-31,2235.45182
1994-01-31,2327.06042
1994-02-28,2260.76521
1994-03-31,2139.14685
1994-04-29,2220.80632
1994-05-31,2162.27468
1994-06-30,2132.70195
1994-07-29,2221.9345
1994-08-31,2400.20175
1994-09-30,2390.88746
1994-10-31,2503.08494
1994-11-30,2404.22436
1994-12-30,2539.95736
1995-01-31,2517.9732
1995-02-28,2612.17539
1995-03-31,2727.50907
1995-04-28,2782.3427
1995-05-31,2796.1313
1995-06-30,2859.68234
1995-07-31,3002.5227
1995-08-31,2821.64033
1995-09-29,2962.88444
1995-10-31,2859.95558
1995-11-30,2881.0178
1995-12-29,2934.1697
1996-01-31,3030.54637
1996-02-29,3108.36219
1996-03-29,3242.58459
1996-04-30,3187.04215
1996-05-31,3259.06896
1996-06-28,3361.36503
1996-07-31,3294.5401
1996-08-30,3397.90999
1996-09-30,3505.14605
1996-10-31,3618.23897
1996-11-29,3763.04275
1996-12-31,3860.38824
1997-01-31,3771.2835167830385
1997-02-28,3904.5695859582765
1997-03-31,4042.44724983129
1997-04-30,3979.1030834871344
1997-05-30,4224.606172377941
1997-06-30,4515.944296621503
1997-07-31,4778.409310976241
1997-08-29,4345.912468444508
1997-09-30,4766.536644191877
1997-10-31,4562.319297004345
1997-11-28,4544.571276722903
1997-12-31,4654.034255960916
1998-01-30,4586.210110706041
1998-02-27,4979.522762841137
1998-03-31,5100.361898268198
1998-04-30,5167.27999652904
1998-05-29,5467.2055757012
1998-06-30,5333.741807330772
1998-07-31,5080.379574119436
1998-08-31,4553.334616596393
1998-09-30,4452.15397892103
1998-10-30,4806.344772043228
1998-11-30,4987.711697803058
1998-12-31,5562.203381009509
1999-01-29,5284.161876198681
1999-02-26,5075.20313627246
1999-03-31,4625.566537508968
1999-04-30,4667.160121861452
1999-05-31,4434.746580095686
1999-06-30,4222.520013675184
1999-07-30,4341.274480185887
1999-08-31,4460.503363379451
1999-09-30,4335.832080450505
1999-10-29,4349.520728729027
1999-11-30,4180.695735717973
1999-12-31,4441.605933280886
2000-01-31,3805.318578193664
2000-02-29,3758.618244683096
2000-03-31,3900.968432565829
2000-04-28,3599.2166353310135
2000-05-31,3542.2023978864363
2000-06-30,3692.9725856735326
2000-07-31,3487.038827163825
2000-08-31,3338.9961209841467
2000-09-29,3142.600937912474
2000-10-31,3100.1938858192193
2000-11-30,3028.7250278717424
2000-12-29,3162.237386261355
2001-01-01,3162.237386261355
2001-01-02,3149.008864059445
2001-01-03,3083.4228628413894
2001-01-04,3126.52029089747
2001-01-05,3150.7368146520553
2001-01-08,3123.4149428881096
2001-01-09,3123.5421051813973
2001-01-10,3117.831116247813
2001-01-11,3193.3195695048425
2001-01-12,3209.2282483858316
2001-01-15,3163.023818826248
2001-01-16,3117.637690349729
2001-01-17,3138.3657370589754
2001-01-18,3153.311810208343
2001-01-19,3124.3447439894144
2001-01-22,3109.455651418698
2001-01-23,3143.283959432541
2001-01-24,3103.8347593274134
2001-01-25,3077.2710084903806
2001-01-26,3064.7411776396034
2001-01-29,3079.471170458982
2001-01-30,3091.2182857636562
2001-01-31,3130.740761770795
2001-02-01,3134.649650313753
2001-02-02,3073.5411703215373
2001-02-05,3087.277869007708
2001-02-06,3066.8434734953394
2001-02-07,3026.970359805849
2001-02-08,2989.0632338470564
2001-02-09,2974.9142848741008
2001-02-12,3014.9697974336855
2001-02-13,2997.370249827218
2001-02-14,2939.669632724336
2001-02-15,2942.61373089859
2001-02-16,2949.553390977344
2001-02-19,2919.189020704102
2001-02-20,2873.8875116449058
2001-02-21,2852.7167635423666
2001-02-22,2828.4991906854775
2001-02-23,2773.4894459393786
2001-02-26,2828.932991287924
2001-02-27,2878.599436180368
2001-02-28,2900.7002698536107
2001-03-01,2914.895639234629
2001-03-02,2921.8184675296457
2001-03-05,2883.194617143326
2001-03-06,2903.09427072431
2001-03-07,2869.963426833473
2001-03-08,2871.6412089712653
2001-03-09,2888.3860914188695
2001-03-12,2842.086080203577
2001-03-13,2775.3530742252483
2001-03-14,2722.8309286545878
2001-03-15,2726.6778252149275
2001-03-16,2649.8883008022517
2001-03-19,2621.5813481659984
2001-03-20,2659.8895578186375
2001-03-21,2611.7508202289314
2001-03-22,2474.494555291511
2001-03-23,2537.6723949700836
2001-03-26,2607.320526941535
2001-03-27,2664.7887542928693
2001-03-28,2640.0144076791476
2001-03-29,2624.3801443587267
2001-03-30,2654.0708180690417
2001-04-02,2641.348006209852
2001-04-03,2572.095039377357
2001-04-04,2624.9415412064727
2001-04-05,2671.2600109617388
2001-04-06,2688.499772045138
2001-04-09,2710.532997084877
2001-04-10,2712.683769361297
2001-04-11,2705.8020397991345
2001-04-12,2738.5759530240775
2001-04-13,2738.5759530240775
2001-04-16,2710.5296494030918
2001-04-17,2718.766621312902
2001-04-18,2746.940387215454
2001-04-19,2774.8489055169034
2001-04-20,2800.2163253001604
2001-04-23,2751.6610080359364
2001-04-24,2767.994449080101
2001-04-25,2776.1289570535455
2001-04-26,2840.6892437307406
2001-04-27,2856.763205035558
2001-04-30,2837.5591501028216
2001-05-01,2860.528542513223
2001-05-02,2866.9028676478256
2001-05-03,2793.6624823465727
2001-05-04,2784.17974235759
2001-05-07,2772.502547082142
2001-05-08,2748.655374332748
2001-05-09,2727.782262417591
2001-05-10,2793.289774558486
2001-05-11,2775.922550623748
2001-05-14,2748.3007837149703
2001-05-15,2770.8896772361827
2001-05-16,2776.256744104857
2001-05-17,2782.393428268249
2001-05-18,2791.0643650607108
2001-05-21,2766.853045772226
2001-05-22,2755.654912400021
2001-05-23,2711.4053339562865
2001-05-24,2701.537693994984
2001-05-25,2659.889706498096
2001-05-28,2686.97620588182
2001-05-29,2657.372534880405
2001-05-30,2638.1914884068797
2001-05-31,2634.10369325583
2001-06-01,2633.696555820201
2001-06-04,2637.274736503281
2001-06-05,2684.9264974185808
2001-06-06,2690.0107017592845
2001-06-07,2705.907488117804
2001-06-08,2691.420701849749
2001-06-11,2661.928095334464
2001-06-12,2664.463428835063
2001-06-13,2703.087358643813
2001-06-14,2679.2581045398906
2001-06-15,2644.8814082354747
2001-06-18,2652.8131674959964
2001-06-19,2632.294449276338
2001-06-20,2609.7154750856694
2001-06-21,2614.4024272997344
2001-06-22,2658.719937693098
2001-06-25,2680.428399783796
2001-06-26,2679.6161006458606
2001-06-27,2680.538619180737
2001-06-28,2664.9059729498804
2001-06-29,2704.4788527402466
2001-07-02,2730.2094041663663
2001-07-03,2705.6270241645207
2001-07-04,2689.333312497942
2001-07-05,2655.5206554454894
2001-07-06,2650.9461579589765
2001-07-09,2660.683525815401
2001-07-10,2682.3953898508503
2001-07-11,2679.0494085790424
2001-07-12,2640.866327731647
2001-07-13,2607.4844942054847
2001-07-16,2609.817837543467
2001-07-17,2601.576536482734
2001-07-18,2622.5564645954464
2001-07-19,2624.8207116205203
2001-07-20,2619.851950484777
2001-07-23,2610.203254086246
2001-07-24,2614.045855550596
2001-07-25,2581.120589575485
2001-07-26,2563.293058257572
2001-07-27,2579.760556241278
2001-07-30,2619.393031585395
2001-07-31,2647.167426500988
2001-08-01,2668.4740185520386
2001-08-02,2667.7433487318176
2001-08-03,2649.775942687969
2001-08-06,2647.3839928397215
2001-08-07,2651.1816156173813
2001-08-08,2628.381709938551
2001-08-09,2676.3140984258653
2001-08-10,2715.797066012822
2001-08-13,2730.21106812748
2001-08-14,2749.474816234303
2001-08-15,2759.0811396888357
2001-08-16,2738.350059590955
2001-08-17,2723.6478967258536
2001-08-20,2722.028447246213
2001-08-21,2751.000656256985
2001-08-22,2767.5980281189964
2001-08-23,2784.4241972137033
2001-08-24,2803.6433017884824
2001-08-27,2809.1955650939294
2001-08-28,2761.7951384688054
2001-08-29,2761.0282503749386
2001-08-30,2719.5862681342314
2001-08-31,2705.4009835006204
2001-09-03,2663.2523525793576
2001-09-04,2637.5649004129036
2001-09-05,2597.6887077723513
2001-09-06,2554.89700597573
2001-09-07,2518.862156165883
2001-09-10,2491.392693191387
2001-09-11,2348.10272192697
2001-09-12,2345.7219854900695
2001-09-13,2432.972357012487
2001-09-14,2306.2162230071235
2001-09-17,2362.308536738484
2001-09-18,2363.6292383512455
2001-09-19,2366.747787449091
2001-09-20,2252.3785317573306
2001-09-21,2185.7580792210315
2001-09-24,2264.019146108525
2001-09-25,2329.963629858807
2001-09-26,2349.444592127344
2001-09-27,2329.884792189238
2001-09-28,2403.6044858094515
2001-10-01,2356.2944331499225
2001-10-02,2366.64506373806
2001-10-03,2350.243960999133
2001-10-04,2432.489685098458
2001-10-05,2469.082488411726
2001-10-08,2480.5829166944077
2001-10-09,2485.0302382310997
2001-10-10,2522.3878391100798
2001-10-11,2502.5214776300254
2001-10-12,2480.1648639925725
2001-10-15,2410.1681014090505
2001-10-16,2402.3474620697866
2001-10-17,2424.95562354726
2001-10-18,2355.0981490066515
2001-10-19,2336.475907089441
2001-10-22,2355.5601632232074
2001-10-23,2388.299163647705
2001-10-24,2393.451396281724
2001-10-25,2363.02418784126
2001-10-26,2402.713990246083
2001-10-29,2397.2580372980447
2001-10-30,2369.8087205251722
2001-10-31,2390.5872356408654
2001-11-01,2410.933118342257
2001-11-02,2413.8997277983335
2001-11-05,2482.231569667503
2001-11-06,2490.218209003325
2001-11-07,2553.949673536207
2001-11-08,2559.97552766874
2001-11-09,2506.4891713547404
2001-11-12,2459.158630550764
2001-11-13,2497.9099787523733
2001-11-14,2489.7264775285103
2001-11-15,2494.0079740723954
2001-11-16,2530.8108102608458
2001-11-19,2544.820135469003
2001-11-20,2515.3845468010654
2001-11-21,2501.572022603351
2001-11-22,2542.3407826150274
2001-11-23,2524.2440478310705
2001-11-26,2526.273006935141
2001-11-27,2509.6581261139095
2001-11-28,2492.105592643028
2001-11-29,2509.5058073394725
2001-11-30,2548.069134424898
2001-12-03,2550.2593259706478
2001-12-04,2566.972342574869
2001-12-05,2596.4102837618193
2001-12-06,2582.723578300979
2001-12-07,2545.1312979171666
2001-12-10,2503.3295779117493
2001-12-11,2513.263339797883
2001-12-12,2502.2699723249257
2001-12-13,2465.4428121620285
2001-12-14,2464.9241111857214
2001-12-17,2532.9990126421617
2001-12-18,2522.1368366579027
2001-12-19,2502.4198434191812
2001-12-20,2493.928405098946
2001-12-21,2542.5492004994767
2001-12-24,2529.3074875021
2001-12-25,2529.3074875021
2001-12-26,2531.467811628768
2001-12-27,2594.8541924824867
2001-12-28,2601.107063216003
2001-12-31,2626.4750840185175
2002-01-01,2626.4750840185175
2002-01-02,2587.225841498929
2002-01-03,2592.080683686711
2002-01-04,2567.0152594280808
2002-01-07,2547.875870078656
2002-01-08,2521.983421933039
2002-01-09,2524.8910576573744
2002-01-10,2527.0031785936244
2002-01-11,2539.0524243155005
2002-01-14,2501.857053523192
2002-01-15,2527.5609801914134
2002-01-16,2488.332536936433
2002-01-17,2492.8734321187926
2002-01-18,2489.535926443831
2002-01-21,2485.7843145464544
2002-01-22,2489.5614377472407
2002-01-23,2523.7732831921176
2002-01-24,2550.5799388138716
2002-01-25,2529.0003147274874
2002-01-28,2538.3508013393493
2002-01-29,2512.87259997899
2002-01-30,2501.09866357794
2002-01-31,2535.8344491098414
2002-02-01,2564.902141662847
2002-02-04,2573.860284137942
2002-02-05,2542.3536329644626
2002-02-06,2541.9334419350635
2002-02-07,2530.600882470421
2002-02-08,2510.068893473193
2002-02-11,2535.087939921988
2002-02-12,2551.1639390861737
2002-02-13,2548.922464645295
2002-02-14,2571.222226330675
2002-02-15,2594.5776712855304
2002-02-18,2572.2912103828367
2002-02-19,2548.017395399201
2002-02-20,2532.2621685644585
2002-02-21,2574.108431605953
2002-02-22,2586.1962068136686
2002-02-25,2599.78071920059
2002-02-26,2597.453576957131
2002-02-27,2621.4745272761925
2002-02-28,2615.287014039947
2002-03-01,2625.1962683138927
2002-03-04,2671.1538565753876
2002-03-05,2665.2932977043765
2002-03-06,2679.308236933765
2002-03-07,2734.4058493364723
2002-03-08,2714.833643650659
2002-03-11,2733.312734495173
2002-03-12,2738.0718437542105
2002-03-13,2729.4565590363504
2002-03-14,2737.8388090837016
2002-03-15,2762.504272632254
2002-03-18,2764.40793911109
2002-03-19,2778.2496710313767
2002-03-20,2770.949091109472
2002-03-21,2733.110475618785
2002-03-22,2739.6582881036543
2002-03-25,2708.399105376125
2002-03-26,2713.8505767872243
2002-03-27,2714.2188775298196
2002-03-28,2757.36395644079
2002-03-29,2757.36395644079
2002-04-01,2779.962709637203
2002-04-02,2776.558571368419
2002-04-03,2766.491459024542
2002-04-04,2725.68815663558
2002-04-05,2686.6835591013123
2002-04-08,2662.116185571079
2002-04-09,2660.3000505445325
2002-04-10,2691.3311315626347
2002-04-11,2667.322624724845
2002-04-12,2645.7437186306183
2002-04-15,2669.0017006674702
2002-04-16,2721.0347732991877
2002-04-17,2734.3161420244146
2002-04-18,2754.5570699075856
2002-04-19,2749.281691485927
2002-04-22,2745.4061610746103
2002-04-23,2735.078735030523
2002-04-24,2705.4925636506578
2002-04-25,2709.963561953024
2002-04-26,2707.9020081716567
2002-04-29,2701.7467247770514
2002-04-30,2752.59747831763
2002-05-01,2768.1764896808745
2002-05-02,2747.260997687581
2002-05-03,2787.004911710875
2002-05-06,2755.8602198202634
2002-05-07,2734.7802419904674
2002-05-08,2758.636925028926
2002-05-09,2759.082571530077
2002-05-10,2755.9148420878014
2002-05-13,2770.3068761432855
2002-05-14,2776.68657387442
2002-05-15,2799.5357950787015
2002-05-16,2798.7719282357484
2002-05-17,2800.343245861742
2002-05-20,2787.865422000235
2002-05-21,2771.8484974352336
2002-05-22,2778.2071590144164
2002-05-23,2797.0943910900237
2002-05-24,2812.8848268347597
2002-05-27,2796.7640354781574
2002-05-28,2790.408949651003
2002-05-29,2779.7607572801135
2002-05-30,2759.7368421826773
2002-05-31,2803.035292686635
2002-06-03,2778.1237213273494
2002-06-04,2719.7011175764487
2002-06-05,2719.730882872701
2002-06-06,2755.2120956962062
2002-06-07,2717.8214453683686
2002-06-10,2698.795273815062
2002-06-11,2732.736786956231
2002-06-12,2670.779064735255
2002-06-13,2659.0318684992976
2002-06-14,2588.1699679566877
2002-06-17,2658.0974669841958
2002-06-18,2678.4192295987573
2002-06-19,2664.857303220429
2002-06-20,2644.6690336149113
2002-06-21,2618.4578786920556
2002-06-24,2589.856136546895
2002-06-25,2650.8638935354306
2002-06-26,2642.2770668121716
2002-06-27,2647.1411574869167
2002-06-28,2774.125820227617
2002-07-01,2787.577485394094
2002-07-02,2719.3770669189485
2002-07-03,2640.391489305945
2002-07-04,2718.7527569607105
2002-07-05,2769.5967193951683
2002-07-08,2781.741567336265
2002-07-09,2769.7451376473823
2002-07-10,2574.074825911252
2002-07-11,2504.4088316648986
2002-07-12,2471.682521111633
2002-07-15,2353.7654480985366
2002-07-16,2324.394654389487
2002-07-17,2393.2510646846385
2002-07-18,2417.5134126169114
2002-07-19,2367.736102701209
2002-07-22,2176.636030452834
2002-07-23,2152.5552287147134
2002-07-24,2095.9945973086137
2002-07-25,2183.205098698696
2002-07-26,2156.687947591342
2002-07-29,2243.918845405812
2002-07-30,2248.6179252339925
2002-07-31,2307.498516607387
2002-08-01,2202.8176174030405
2002-08-02,2210.055841097485
2002-08-05,2175.843010788146
2002-08-06,2207.6835024524926
2002-08-07,2206.254589628125
2002-08-08,2284.081289116284
2002-08-09,2340.826803122592
2002-08-12,2287.2296406736546
2002-08-13,2309.1731334560322
2002-08-14,2273.5515729930057
2002-08-15,2343.1137124312377
2002-08-16,2368.9699388696354
2002-08-19,2385.422007212195
2002-08-20,2345.605830673908
2002-08-21,2367.8079613988766
2002-08-22,2428.276070208484
2002-08-23,2400.107375362398
2002-08-26,2348.14419565716
2002-08-27,2433.2220565002594
2002-08-28,2350.0265929404227
2002-08-29,2306.4211379421386
2002-08-30,2337.428227805074
2002-09-02,2318.6708724925006
2002-09-03,2247.453421889198
2002-09-04,2239.608892517519
2002-09-05,2226.071997406934
2002-09-06,2283.889925140839
2002-09-09,2238.3694079418647
2002-09-10,2270.851081817229
2002-09-11,2322.4729315404584
2002-09-12,2248.332252634843
2002-09-13,2218.782615994093
2002-09-16,2216.0624693681107
2002-09-17,2183.5494064186896
2002-09-18,2130.9011825482457
2002-09-19,2116.90109746088
2002-09-20,2107.169595507604
2002-09-23,2090.7990101464507
2002-09-24,2060.5954234706605
2002-09-25,2071.3539130688464
2002-09-26,2174.2970154891113
2002-09-27,2186.0517403645513
2002-09-30,2106.3847815341605
2002-10-01,2164.274096551842
2002-10-02,2236.736860562058
2002-10-03,2216.3809389947614
2002-10-04,2172.757066477966
2002-10-07,2149.509059357607
2002-10-08,2089.4986566759567
2002-10-09,2087.8431828663747
2002-10-10,2118.072665336667
2002-10-11,2183.1829764654344
2002-10-14,2173.2311323710737
2002-10-15,2266.043743306569
2002-10-16,2236.5383504557135
2002-10-17,2265.769952453257
2002-10-18,2264.2058743303382
2002-10-21,2267.594815460525
2002-10-22,2224.46581376118
2002-10-23,2172.043034248741
2002-10-24,2200.529351019743
2002-10-25,2166.586706854543
2002-10-28,2175.839156192308
2002-10-29,2081.5023734610813
2002-10-30,2154.694839153735
2002-10-31,2238.0385934631463
2002-11-01,2235.4874527368047
2002-11-04,2275.5029573683423
2002-11-05,2285.0507689102246
2002-11-06,2266.6112576221353
2002-11-07,2239.4180264269003
2002-11-08,2237.283108726443
2002-11-11,2238.5104814105557
2002-11-12,2248.086714123983
2002-11-13,2218.7213839044766
2002-11-14,2227.8105644769776
2002-11-15,2244.1252233326677
2002-11-18,2257.788985885237
2002-11-19,2266.325119888472
2002-11-20,2222.116601568486
2002-11-21,2273.470948461393
2002-11-22,2260.903759070027
2002-11-25,2224.485420564204
2002-11-26,2201.5328399321315
2002-11-27,2232.5957827864568
2002-11-28,2250.436361155212
2002-11-29,2245.5204447321885
2002-12-02,2229.936780441997
2002-12-03,2210.3072704134474
2002-12-04,2187.316448103178
2002-12-05,2182.6477557192065
2002-12-06,2198.6143959322303
2002-12-09,2177.679091581786
2002-12-10,2167.909630720362
2002-12-11,2188.795087387115
2002-12-12,2181.9102170001997
2002-12-13,2171.6196844155775
2002-12-16,2227.295291760981
2002-12-17,2211.22712876493
2002-12-18,2162.0034594579984
2002-12-19,2177.767731969903
2002-12-20,2208.5206221450253
2002-12-23,2238.9529508630867
2002-12-24,2266.2285486336405
2002-12-25,2266.2285486336405
2002-12-26,2271.943299835277
2002-12-27,2214.1791562302183
2002-12-30,2239.6294475298173
2002-12-31,2249.676050972664
2003-01-01,2249.676050972664
2003-01-02,2297.1316959554797
2003-01-03,2281.5055752734042
2003-01-06,2326.3167400192697
2003-01-07,2302.609454613226
2003-01-08,2262.367259593543
2003-01-09,2287.053339805275
2003-01-10,2287.4996847503076
2003-01-13,2275.9938481273603
2003-01-14,2274.9463766216704
2003-01-15,2243.063606376909
2003-01-16,2237.1750016881033
2003-01-17,2215.312319616775
2003-01-20,2165.4598715564575
2003-01-21,2137.016349060185
2003-01-22,2102.549558631695
2003-01-23,2086.5233154623893
2003-01-24,2080.508978631236
2003-01-27,2023.4339340931142
2003-01-28,2032.8413919458426
2003-01-29,2050.49202528035
2003-01-30,2076.747985453505
2003-01-31,2076.6794449533145
2003-02-03,2099.3201396188388
2003-02-04,2059.06146402033
2003-02-05,2080.844077443737
2003-02-06,2014.4613558479336
2003-02-07,1986.3092557154769
2003-02-10,1977.8176976468262
2003-02-11,1988.7303940555596
2003-02-12,1944.061822401334
2003-02-13,1944.1401771871515
2003-02-14,1977.6459733901825
2003-02-17,1996.8698098466973
2003-02-18,2008.4853449532216
2003-02-19,1979.4016586078778
2003-02-20,1983.1393527190935
2003-02-21,2004.9762107257893
2003-02-24,1996.941900319771
2003-02-25,1946.4438576465072
2003-02-26,1944.5591875745336
2003-02-27,1960.1849510045347
2003-02-28,1992.6717747553234
2003-03-03,2023.7888885263872
2003-03-04,2016.2178638160358
2003-03-05,2007.8903699096606
2003-03-06,1995.5452188761028
2003-03-07,1945.5866947056493
2003-03-10,1930.786817139431
2003-03-11,1917.6771366965454
2003-03-12,1831.4814404090557
2003-03-13,1917.3723034225038
2003-03-14,1957.3292795093869
2003-03-17,2022.2463586324573
2003-03-18,2008.1738217680145
2003-03-19,2044.0803505179624
2003-03-20,2026.4932044212164
2003-03-21,2068.454733686034
2003-03-24,2003.4833479253612
2003-03-25,2062.9067106021585
2003-03-26,2073.1924196830214
2003-03-27,2044.5200353771872
2003-03-28,2082.787566068007
2003-03-31,2032.6735079108832
2003-04-01,2076.306888585181
2003-04-02,2103.5532653787777
2003-04-03,2093.612409924398
2003-04-04,2106.6267920591217
2003-04-07,2150.58596985718
2003-04-08,2117.815127564289
2003-04-09,2127.5970558002023
2003-04-10,2105.4766336292287
2003-04-11,2113.3790128251903
2003-04-14,2131.9967595305316
2003-04-15,2161.2518356877504
2003-04-16,2155.1270703449018
2003-04-17,2177.1335853457285
2003-04-18,2177.1335853457285
2003-04-21,2167.7489585276203
2003-04-22,2176.97328295606
2003-04-23,2181.020953282188
2003-04-24,2146.0026782998016
2003-04-25,2103.198557435084
2003-04-28,2151.2886038566576
2003-04-29,2126.7920257711903
2003-04-30,2137.6954311613026
2003-05-01,2157.3292825675776
2003-05-02,2129.277706872241
2003-05-05,2177.344297125366
2003-05-06,2223.133120616054
2003-05-07,2204.8652561843646
2003-05-08,2196.4230164007918
2003-05-09,2216.4323243138574
2003-05-12,2242.12756055076
2003-05-13,2238.297860521707
2003-05-14,2238.35289940931
2003-05-15,2232.919647261753
2003-05-16,2252.036513598402
2003-05-19,2225.35444824448
2003-05-20,2243.138389216046
2003-05-21,2223.476823114412
2003-05-22,2245.2536484535567
2003-05-23,2250.4785107155253
2003-05-26,2264.248661173521
2003-05-27,2270.254672879982
2003-05-28,2281.9406562543
2003-05-29,2284.577946976227
2003-05-30,2263.0793118892084
2003-06-02,2295.320510534984
2003-06-03,2276.4149971107086
2003-06-04,2314.491476911084
2003-06-05,2334.879486487029
2003-06-06,2375.3436415360784
2003-06-09,2346.7654143094383
2003-06-10,2335.569196039364
2003-06-11,2402.1885293401697
2003-06-12,2419.2756868651736
2003-06-13,2389.9653370069677
