Date,FRANCE GROWTH
1974-12-31,100.0
1975-01-31,129.23389
1975-02-28,132.08553
1975-03-31,143.9829
1975-04-30,158.67628
1975-05-30,154.92541
1975-06-30,150.37035
1975-07-31,153.11569
1975-08-29,150.13749
1975-09-30,138.97434
1975-10-31,151.68677
1975-11-28,157.13068
1975-12-31,156.0451
1976-01-30,153.64058
1976-02-27,161.11685
1976-03-31,149.57799
1976-04-30,140.83466
1976-05-31,139.92316
1976-06-30,137.32886
1976-07-30,128.1801
1976-08-31,126.8428
1976-09-30,120.88909
1976-10-29,110.84136
1976-11-30,107.8825
1976-12-31,118.67804
1977-01-31,117.87866
1977-02-28,113.10594
1977-03-31,98.06233
1977-04-29,96.34222
1977-05-31,100.45816
1977-06-30,106.84219
1977-07-29,104.76917
1977-08-31,111.46016
1977-09-30,119.1632
1977-10-31,124.22004
1977-11-30,120.97737
1977-12-30,120.91088
1978-01-31,112.19289
1978-02-28,113.11372
1978-03-31,139.15722
1978-04-28,143.33798
1978-05-31,148.85532
1978-06-30,143.20523
1978-07-31,162.01573
1978-08-31,157.95812
1978-09-29,182.17856
1978-10-31,193.82463
1978-11-30,172.38728
1978-12-29,186.83253
1979-01-31,181.27109
1979-02-28,168.4798
1979-03-30,174.42017
1979-04-30,180.29099
1979-05-31,163.37647
1979-06-29,185.02575
1979-07-31,188.51031
1979-08-31,197.8788
1979-09-28,226.32015
1979-10-31,199.5812
1979-11-30,219.64377
1979-12-31,217.90296
1980-01-31,240.08113
1980-02-29,237.51474
1980-03-31,196.53051
1980-04-30,216.4802
1980-05-30,233.13667
1980-06-30,232.9099
1980-07-31,222.03368
1980-08-29,224.16807
1980-09-30,227.27337
1980-10-31,243.90571
1980-11-28,238.78711
1980-12-31,216.38294
1981-01-30,193.22554
1981-02-27,193.33226
1981-03-31,198.17024
1981-04-30,176.33362
1981-05-29,132.38545
1981-06-30,119.49462
1981-07-31,135.72261
1981-08-31,140.13893
1981-09-30,146.71409
1981-10-30,137.56926
1981-11-30,143.71358
1981-12-31,137.13817
1982-01-29,142.68572
1982-02-26,145.06481
1982-03-31,136.47627
1982-04-30,147.79886
1982-05-31,149.1846
1982-06-30,122.92559
1982-07-30,123.79181
1982-08-31,126.29467
1982-09-30,122.69388
1982-10-29,120.3672
1982-11-30,123.30426
1982-12-31,124.87455
1983-01-31,124.8085
1983-02-28,128.87758
1983-03-31,133.03265
1983-04-29,138.27056
1983-05-31,138.29082
1983-06-30,133.76591
1983-07-29,132.45067
1983-08-31,133.30738
1983-09-30,143.2393
1983-10-31,143.50712
1983-11-30,148.53277
1983-12-30,152.82725
1984-01-31,155.73736
1984-02-29,157.27073
1984-03-30,160.63635
1984-04-30,168.58768
1984-05-31,158.65676
1984-06-29,157.27635
1984-07-31,145.72997
1984-08-31,160.11472
1984-09-28,160.52313
1984-10-31,165.44324
1984-11-30,160.93362
1984-12-31,159.60489
1985-01-31,168.18502
1985-02-28,164.79856
1985-03-29,186.11409
1985-04-30,191.52595
1985-05-31,207.38658
1985-06-28,200.54559
1985-07-31,205.22135
1985-08-30,212.20568
1985-09-30,208.51906
1985-10-31,226.23641
1985-11-29,257.77931
1985-12-31,287.8139
1986-01-31,300.05355
1986-02-28,347.15038
1986-03-31,369.34429
1986-04-30,413.89957
1986-05-30,361.67815
1986-06-30,379.16074
1986-07-31,428.97232
1986-08-29,461.40349
1986-09-30,431.65322
1986-10-31,436.22051
1986-11-28,476.67272
1986-12-31,472.86663
1987-01-30,510.08538
1987-02-27,516.89015
1987-03-31,544.65951
1987-04-30,549.85509
1987-05-29,514.63769
1987-06-30,488.59722
1987-07-31,501.97275
1987-08-31,529.25638
1987-09-30,494.97772
1987-10-30,397.39244
1987-11-30,397.25299
1987-12-31,393.39333
1988-01-29,329.19411
1988-02-29,397.6284
1988-03-31,374.77764
1988-04-29,403.38209
1988-05-31,433.48775
1988-06-30,437.66601
1988-07-29,426.44696
1988-08-31,423.72412
1988-09-30,466.05191
1988-10-31,514.49814
1988-11-30,521.86058
1988-12-30,545.02353
1989-01-31,557.60909
1989-02-28,542.18149
1989-03-31,544.17273
1989-04-28,569.83275
1989-05-31,554.89207
1989-06-30,561.63579
1989-07-31,629.4757
1989-08-31,620.47059
1989-09-29,661.4472
1989-10-31,625.23096
1989-11-30,676.12013
1989-12-29,754.04045
1990-01-31,696.26811
1990-02-28,671.2946
1990-03-30,712.88452
1990-04-30,762.84539
1990-05-31,786.23716
1990-06-29,774.27847
1990-07-31,785.68255
1990-08-31,690.34892
1990-09-28,611.89582
1990-10-31,703.41952
1990-11-30,681.33555
1990-12-31,659.53268
1991-01-31,682.81798
1991-02-28,743.80941
1991-03-29,682.58523
1991-04-30,664.22579
1991-05-31,688.13389
1991-06-28,620.24887
1991-07-31,643.86615
1991-08-30,679.10728
1991-09-30,720.67374
1991-10-31,710.89131
1991-11-29,692.17052
1991-12-31,767.06671
1992-01-31,757.2752
1992-02-28,786.79579
1992-03-31,790.23421
1992-04-30,815.32779
1992-05-29,848.06197
1992-06-30,854.92242
1992-07-31,825.94797
1992-08-31,858.74547
1992-09-30,875.91741
1992-10-30,794.8671
1992-11-30,782.75547
1992-12-31,793.17447
1993-01-29,754.26267
1993-02-26,809.34888
1993-03-31,852.83702
1993-04-30,837.29421
1993-05-31,812.20801
1993-06-30,791.62
1993-07-30,782.34376
1993-08-31,862.28099
1993-09-30,863.82402
1993-10-29,869.22152
1993-11-30,851.51794
1993-12-31,924.59645
1994-01-31,943.74498
1994-02-28,917.1711
1994-03-31,889.5663
1994-04-29,922.01322
1994-05-31,869.22539
1994-06-30,839.17682
1994-07-29,931.32398
1994-08-31,938.33734
1994-09-30,882.216
1994-10-31,906.78549
1994-11-30,895.27318
1994-12-30,870.02472
1995-01-31,850.67201
1995-02-28,880.88859
1995-03-31,1019.98363
1995-04-28,1023.06675
1995-05-31,1025.77352
1995-06-30,1016.2412
1995-07-31,1068.58818
1995-08-31,1014.54079
1995-09-29,1028.67142
1995-10-31,1031.13294
1995-11-30,1007.51287
1995-12-29,1054.5665
1996-01-31,1126.14214
1996-02-29,1150.00387
1996-03-29,1221.24848
1996-04-30,1256.608
1996-05-31,1250.10119
1996-06-28,1290.31048
1996-07-31,1247.73255
1996-08-30,1207.68217
1996-09-30,1277.84122
1996-10-31,1319.91027
1996-11-29,1381.94806
1996-12-31,1419.3536
1997-01-31,1398.7536479722733
1997-02-28,1397.7532768734989
1997-03-31,1439.6504894311834
1997-04-30,1404.8865135415317
1997-05-30,1377.322717714688
1997-06-30,1519.4189980925066
1997-07-31,1508.9323897047595
1997-08-29,1364.1850207380344
1997-09-30,1460.1204482504668
1997-10-31,1322.3182193213306
1997-11-28,1389.4836731622538
1997-12-31,1422.9119248781153
1998-01-30,1478.5740355656367
1998-02-27,1597.7599382179953
1998-03-31,1738.4732211080145
1998-04-30,1773.8371717703299
1998-05-29,1883.4306833974522
1998-06-30,1973.6573215899664
1998-07-31,1976.7218292897155
1998-08-31,1861.403487782966
1998-09-30,1642.529557163981
1998-10-30,1875.2297651504205
1998-11-30,1966.314384562425
1998-12-31,2167.3633975493563
1999-01-29,2246.0231762370368
1999-02-26,2088.5095786497727
1999-03-31,2008.3207496853447
1999-04-30,2004.1497891123895
1999-05-31,1958.068608517197
1999-06-30,2016.500035345266
1999-07-30,1957.904388151075
1999-08-31,2081.524091294101
1999-09-30,2126.4270873766645
1999-10-29,2264.150624681649
1999-11-30,2425.5953153879113
1999-12-31,2840.0664484140398
2000-01-31,2700.17004569714
2000-02-29,3105.432870161802
2000-03-31,3046.180914094902
2000-04-28,2836.790842713487
2000-05-31,2821.707992648623
2000-06-30,2848.3967796561847
2000-07-31,2699.893106311055
2000-08-31,2605.5923586586705
2000-09-29,2403.065680567788
2000-10-31,2312.9426503156374
2000-11-30,2080.325958739809
2000-12-29,2228.636809446318
2001-01-01,2228.636809446318
2001-01-02,2172.758232589799
2001-01-03,2113.6901271223096
2001-01-04,2200.751111038271
2001-01-05,2173.282493353626
2001-01-08,2145.024937667711
2001-01-09,2089.5543539771393
2001-01-10,2093.0979764061967
2001-01-11,2131.094079751391
2001-01-12,2221.4427974319333
2001-01-15,2180.2268096918388
2001-01-16,2142.624985677471
2001-01-17,2194.5617543191047
2001-01-18,2235.413319940095
2001-01-19,2207.2336344114124
2001-01-22,2213.5684372675832
2001-01-23,2192.6028505434324
2001-01-24,2166.3814355185195
2001-01-25,2156.335882237306
2001-01-26,2161.689672098966
2001-01-29,2134.1999489117484
2001-01-30,2165.8834042379563
2001-01-31,2239.2381962773898
2001-02-01,2219.0312230450277
2001-02-02,2150.9298551014977
2001-02-05,2156.1969477474604
2001-02-06,2145.9457544947218
2001-02-07,2087.720764133515
2001-02-08,2060.4691701452803
2001-02-09,2035.593598906113
2001-02-12,2074.1258503052045
2001-02-13,2042.4959135408628
2001-02-14,1972.6697155091213
2001-02-15,1992.9966299405733
2001-02-16,1955.1253753726305
2001-02-19,1946.7320826943503
2001-02-20,1900.8417365583357
2001-02-21,1867.6643923444292
2001-02-22,1864.1313219583037
2001-02-23,1788.176659323909
2001-02-26,1835.0051746695192
2001-02-27,1861.8153272346556
2001-02-28,1807.963106702545
2001-03-01,1793.8970206933598
2001-03-02,1803.9083787534792
2001-03-05,1840.7367000838328
2001-03-06,1891.6991162141749
2001-03-07,1887.9072431832358
2001-03-08,1851.281550717712
2001-03-09,1803.1377105034194
2001-03-12,1735.267261717248
2001-03-13,1708.3679061070206
2001-03-14,1682.927382883797
2001-03-15,1704.0992098454087
2001-03-16,1636.4950281658223
2001-03-19,1620.5992436450827
2001-03-20,1685.2274649675858
2001-03-21,1629.5277720125703
2001-03-22,1548.3901363163814
2001-03-23,1633.656472665458
2001-03-26,1704.7116275840938
2001-03-27,1745.7907073234483
2001-03-28,1682.5751537614217
2001-03-29,1660.6721671956286
2001-03-30,1658.8885715813663
2001-04-02,1662.3659456435034
2001-04-03,1596.5949447055611
2001-04-04,1661.907969234306
2001-04-05,1691.701303062318
2001-04-06,1687.3597909054442
2001-04-09,1703.175188094907
2001-04-10,1745.2676558122425
2001-04-11,1740.449017802105
2001-04-12,1747.6550905731333
2001-04-13,1747.6550905731333
2001-04-16,1729.7570055334063
2001-04-17,1708.3948739319183
2001-04-18,1762.635390340996
2001-04-19,1774.3806686609669
2001-04-20,1785.0066573239017
2001-04-23,1753.3752882113163
2001-04-24,1741.1306537272815
2001-04-25,1744.0739673662542
2001-04-26,1791.484304777191
2001-04-27,1800.7848100801543
2001-04-30,1829.554009406247
2001-05-01,1839.253297482734
2001-05-02,1815.612609059397
2001-05-03,1775.9146953846862
2001-05-04,1773.2681901777646
2001-05-07,1777.5562423461945
2001-05-08,1773.5430699267788
2001-05-09,1764.8606655588972
2001-05-10,1798.6937495641357
2001-05-11,1763.9683655382514
2001-05-14,1719.927325173533
2001-05-15,1749.7395889791046
2001-05-16,1743.282209716403
2001-05-17,1765.9702095649122
2001-05-18,1755.3804086428652
2001-05-21,1759.0078386145772
2001-05-22,1771.3826532769804
2001-05-23,1728.5865889570996
2001-05-24,1727.2431486551268
2001-05-25,1701.4915096972059
2001-05-28,1718.4725647701378
2001-05-29,1679.5514144791973
2001-05-30,1644.0589942099161
2001-05-31,1631.6140691262037
2001-06-01,1614.9978689326167
2001-06-04,1617.1920298981465
2001-06-05,1642.210806090061
2001-06-06,1633.2086256005746
2001-06-07,1627.4457097581574
2001-06-08,1622.0796272774414
2001-06-11,1601.5005613534681
2001-06-12,1571.9016573579297
2001-06-13,1583.9296079222147
2001-06-14,1582.4178901875866
2001-06-15,1561.707185132197
2001-06-18,1547.1223062302095
2001-06-19,1549.0578658426075
2001-06-20,1531.7316798660465
2001-06-21,1517.4255745223527
2001-06-22,1540.0203019716319
2001-06-25,1549.7793609421383
2001-06-26,1516.3526440843386
2001-06-27,1499.4672483272752
2001-06-28,1524.7893461291735
2001-06-29,1545.9332707421288
2001-07-02,1565.6617201607432
2001-07-03,1523.3900327295837
2001-07-04,1495.74338545055
2001-07-05,1452.926516444088
2001-07-06,1426.4706882224573
2001-07-09,1451.9772056283093
2001-07-10,1446.71363448914
2001-07-11,1440.4892058666958
2001-07-12,1447.5756748854194
2001-07-13,1459.4515238187487
2001-07-16,1463.907778266578
2001-07-17,1443.0835678010667
2001-07-18,1443.503340695817
2001-07-19,1475.5100957801512
2001-07-20,1458.3409158789593
2001-07-23,1455.4038955547194
2001-07-24,1448.2997062897307
2001-07-25,1424.8202393394902
2001-07-26,1438.4608446583738
2001-07-27,1485.7387034881576
2001-07-30,1513.5036546245901
2001-07-31,1539.338870957427
2001-08-01,1560.0479317209563
2001-08-02,1553.7042554125314
2001-08-03,1529.945066968327
2001-08-06,1537.67251557192
2001-08-07,1521.6335598227913
2001-08-08,1487.1204480464698
2001-08-09,1470.1067297111717
2001-08-10,1467.744131277617
2001-08-13,1496.2060229106207
2001-08-14,1503.9418216292563
2001-08-15,1516.5926807072258
2001-08-16,1500.1640617994747
2001-08-17,1465.5224898456802
2001-08-20,1469.053274344862
2001-08-21,1488.6958719706438
2001-08-22,1489.409095240064
2001-08-23,1477.8493843304605
2001-08-24,1517.5803573601308
2001-08-27,1506.7519330698346
2001-08-28,1472.3589344258735
2001-08-29,1473.163473475048
2001-08-30,1417.0045118570551
2001-08-31,1408.2256374043754
2001-09-03,1391.9667086367117
2001-09-04,1380.5097951503506
2001-09-05,1341.8476518431246
2001-09-06,1322.0300271355172
2001-09-07,1330.1525970420728
