Date,FRANCE GROWTH
2001-09-10,1318.63440192365
2001-09-11,1220.4644157492642
2001-09-12,1256.888408356566
2001-09-13,1262.2001334527938
2001-09-14,1214.2627143828413
2001-09-17,1250.4842840103636
2001-09-18,1241.6583981374683
2001-09-19,1232.6928755506979
2001-09-20,1189.975986946593
2001-09-21,1152.4102315718217
2001-09-24,1219.8071946807001
2001-09-25,1238.521266802495
2001-09-26,1258.3747309219998
2001-09-27,1266.3200249443983
2001-09-28,1282.2077864275768
2001-10-01,1268.8001398866795
2001-10-02,1276.4231434197734
2001-10-03,1282.504863452949
2001-10-04,1325.8862482875804
2001-10-05,1321.4931255064844
2001-10-08,1333.3883415191863
2001-10-09,1335.0165208011385
2001-10-10,1376.3596181184696
2001-10-11,1356.2854303008212
2001-10-12,1363.6148093098254
2001-10-15,1328.2697225228583
2001-10-16,1370.5113054409574
2001-10-17,1409.7795477895986
2001-10-18,1384.8313141198732
2001-10-19,1356.9179900956206
2001-10-22,1372.6935758865518
2001-10-23,1411.0122565443114
2001-10-24,1435.3170941488181
2001-10-25,1396.8176901938489
2001-10-26,1421.5199617853775
2001-10-29,1398.4212824379929
2001-10-30,1356.2778157555406
2001-10-31,1379.9276747678975
2001-11-01,1405.5376533319686
2001-11-02,1399.7069872399202
2001-11-05,1439.9161959952103
2001-11-06,1433.5495069604613
2001-11-07,1454.1269413239422
2001-11-08,1462.6868479110913
2001-11-09,1439.7821825575738
2001-11-12,1394.840872516439
2001-11-13,1443.450727688795
2001-11-14,1461.4387066993295
2001-11-15,1462.5511023559197
2001-11-16,1462.1269637484554
2001-11-19,1479.5938039882512
2001-11-20,1455.8299092180248
2001-11-21,1422.8930483296301
2001-11-22,1447.5871276597684
2001-11-23,1428.706202460352
2001-11-26,1433.0628990181353
2001-11-27,1413.5878957479867
2001-11-28,1412.168693956445
2001-11-29,1413.6509821805237
2001-11-30,1451.1534743370853
2001-12-03,1449.0113107770533
2001-12-04,1479.7302513644413
2001-12-05,1512.6993064545966
2001-12-06,1516.4010432984503
2001-12-07,1494.866476650906
2001-12-10,1465.242844809913
2001-12-11,1464.9720430452833
2001-12-12,1455.6389910626142
2001-12-13,1435.061518732302
2001-12-14,1422.57501518379
2001-12-17,1472.0203669808545
2001-12-18,1469.5710467910667
2001-12-19,1463.665450238446
2001-12-20,1461.8481064857654
2001-12-21,1472.4786863081627
2001-12-24,1459.5756310618497
2001-12-25,1459.5756310618497
2001-12-26,1460.822279192241
2001-12-27,1508.1060042075703
2001-12-28,1510.0676878321797
2001-12-31,1524.7950433723902
2002-01-01,1524.7950433723902
2002-01-02,1523.2314213252994
2002-01-03,1536.5303117616447
2002-01-04,1521.344971055709
2002-01-07,1504.0173811700977
2002-01-08,1483.0447584084784
2002-01-09,1498.6216409716835
2002-01-10,1481.0118212373684
2002-01-11,1496.2536466471797
2002-01-14,1472.6865157282716
2002-01-15,1492.9449355999143
2002-01-16,1455.809759401726
2002-01-17,1467.8311938840188
2002-01-18,1464.2901650298095
2002-01-21,1461.4717447395526
2002-01-22,1467.8915858032985
2002-01-23,1475.4688838661434
2002-01-24,1474.4253027079
2002-01-25,1446.7755201604425
2002-01-28,1459.446952755479
2002-01-29,1441.2259163591516
2002-01-30,1430.3597596759878
2002-01-31,1452.4739831590919
2002-02-01,1450.798963731854
2002-02-04,1444.3174544421868
2002-02-05,1424.6641354748217
2002-02-06,1428.4682639354771
2002-02-07,1418.5118892381872
2002-02-08,1419.7053689918152
2002-02-11,1441.5685425104327
2002-02-12,1441.9410251261495
2002-02-13,1452.2458550855285
2002-02-14,1466.1628635709499
2002-02-15,1463.6626858915354
2002-02-18,1453.7665030284438
2002-02-19,1442.0403670905348
2002-02-20,1432.7254245223533
2002-02-21,1438.0043894963624
2002-02-22,1435.9577275545441
2002-02-25,1443.1460219230812
2002-02-26,1441.218412438164
2002-02-27,1463.1065670349567
2002-02-28,1478.4939868865886
2002-03-01,1481.8306499742757
2002-03-04,1511.741615123439
2002-03-05,1498.0149082338075
2002-03-06,1503.8105640611393
2002-03-07,1518.8476904700412
2002-03-08,1513.8652910528813
2002-03-11,1510.4034929255092
2002-03-12,1504.090574921708
2002-03-13,1499.7850701498471
2002-03-14,1518.7168551239363
2002-03-15,1527.834661703863
2002-03-18,1528.2479451528636
2002-03-19,1534.3232370145029
2002-03-20,1525.236119998318
2002-03-21,1507.6681408117217
2002-03-22,1507.601680168827
2002-03-25,1494.774708389497
2002-03-26,1514.1547578684717
2002-03-27,1510.8358639312257
2002-03-28,1533.9205582136271
2002-03-29,1533.9205582136271
2002-04-01,1546.4922363328697
2002-04-02,1537.2743246396876
2002-04-03,1534.4635201255473
2002-04-04,1498.1023078237422
2002-04-05,1489.764966138058
2002-04-08,1462.90091875559
2002-04-09,1476.143122635047
2002-04-10,1493.9072365618576
2002-04-11,1477.5201350010243
2002-04-12,1472.7738736786596
2002-04-15,1482.2561328698512
2002-04-16,1515.6914696844224
2002-04-17,1518.863251112708
2002-04-18,1517.8784210004703
2002-04-19,1511.6745195347708
2002-04-22,1500.9190061860638
2002-04-23,1503.9077234810802
2002-04-24,1506.627681544424
2002-04-25,1500.8943747139297
2002-04-26,1497.978513667138
2002-04-29,1494.0818300551155
2002-04-30,1511.253318054591
2002-05-01,1519.8066328055377
2002-05-02,1504.0875987084103
2002-05-03,1498.211303027919
2002-05-06,1510.2657998475704
2002-05-07,1480.5801545162024
2002-05-08,1505.905955326347
2002-05-09,1498.2513210628563
2002-05-10,1483.8603852410336
2002-05-13,1500.3346169318247
2002-05-14,1511.7894562108672
2002-05-15,1522.612095407029
2002-05-16,1530.714550165821
2002-05-17,1533.0113239708862
2002-05-20,1521.2794896184012
2002-05-21,1515.382505661098
2002-05-22,1504.9266225424776
2002-05-23,1497.0879729945339
2002-05-24,1500.3741455142988
2002-05-27,1507.2480084922504
2002-05-28,1513.6861560926425
2002-05-29,1516.6364136067682
2002-05-30,1503.709816779113
2002-05-31,1507.7327099356705
2002-06-03,1494.1912536839181
2002-06-04,1444.6980674907743
2002-06-05,1445.7989016065596
2002-06-06,1460.2717553337382
2002-06-07,1440.9217956215111
2002-06-10,1441.7689309816988
2002-06-11,1464.3447072842607
2002-06-12,1437.4034688375061
2002-06-13,1427.545475501236
2002-06-14,1400.8207263500399
2002-06-17,1458.026098112411
2002-06-18,1462.3752489460555
2002-06-19,1454.5178193834345
2002-06-20,1442.3486120318812
2002-06-21,1442.5237331684614
2002-06-24,1425.1479739325687
2002-06-25,1449.9236399374156
2002-06-26,1459.3640136464637
2002-06-27,1475.3845240566975
2002-06-28,1544.1698844863079
2002-07-01,1529.3829670528912
2002-07-02,1493.007366691875
2002-07-03,1451.9349943615134
2002-07-04,1479.1604081274588
2002-07-05,1526.0554936502765
2002-07-08,1551.5962996799474
2002-07-09,1548.7185674596194
2002-07-10,1475.0832347633673
2002-07-11,1419.8401122769772
2002-07-12,1421.1810377013835
2002-07-15,1372.802223639513
2002-07-16,1363.755441231572
2002-07-17,1403.9735714821286
2002-07-18,1427.8467421322616
2002-07-19,1361.5237926799455
2002-07-22,1281.8923223476224
2002-07-23,1239.605322349965
2002-07-24,1226.76479519886
2002-07-25,1276.6516619011993
2002-07-26,1278.547776983787
2002-07-29,1349.5979168159108
2002-07-30,1364.0369329440061
2002-07-31,1372.102218807342
2002-08-01,1303.7352849340937
2002-08-02,1320.0986704041006
2002-08-05,1276.9457651697562
2002-08-06,1312.0449443572086
2002-08-07,1314.717252652044
2002-08-08,1352.8607635201279
2002-08-09,1371.4054036264763
2002-08-12,1341.4497816758826
2002-08-13,1354.3024427458417
2002-08-14,1321.5268766609775
2002-08-15,1373.2427428740689
2002-08-16,1386.7784217801307
2002-08-19,1404.8615087322003
2002-08-20,1365.8827268093976
2002-08-21,1378.029194892668
2002-08-22,1397.211178606884
2002-08-23,1376.3035038117846
2002-08-26,1352.4472807990091
2002-08-27,1397.7398516346411
2002-08-28,1347.075035477837
2002-08-29,1324.4301958964543
2002-08-30,1348.2644300193824
2002-09-02,1311.2997333786193
2002-09-03,1270.4196226136244
2002-09-04,1292.9492579520734
2002-09-05,1298.666677538733
2002-09-06,1334.35442643268
2002-09-09,1312.3291293431423
2002-09-10,1340.990215048673
2002-09-11,1373.0972874269628
2002-09-12,1320.369412100488
2002-09-13,1295.359635572489
2002-09-16,1285.6180955557525
2002-09-17,1270.9345804243505
2002-09-18,1248.7768257477696
2002-09-19,1230.3072600262085
2002-09-20,1216.7928152089507
2002-09-23,1198.768603022308
2002-09-24,1179.4683580507133
2002-09-25,1192.9451838451866
2002-09-26,1264.82804444718
2002-09-27,1263.9754273513006
2002-09-30,1224.178790285566
2002-10-01,1254.0702577432694
2002-10-02,1302.5182308195656
2002-10-03,1277.164755164172
2002-10-04,1236.5766626120314
2002-10-07,1230.1921975181042
2002-10-08,1207.2664206723703
2002-10-09,1207.5493318826236
2002-10-10,1238.782619729997
2002-10-11,1283.4067286567358
2002-10-14,1281.4965184387981
2002-10-15,1336.5081711428468
2002-10-16,1312.069551656517
2002-10-17,1334.66362062031
2002-10-18,1320.8452255213745
2002-10-21,1323.766718881208
2002-10-22,1322.0937108731785
2002-10-23,1274.1528506741508
2002-10-24,1302.718130981601
2002-10-25,1300.5180432823747
2002-10-28,1316.9098686128973
2002-10-29,1262.5453057526438
2002-10-30,1304.374629020431
2002-10-31,1342.3044197853185
2002-11-01,1337.4700319942508
2002-11-04,1363.4578126062077
2002-11-05,1370.8051015739884
2002-11-06,1348.3500612470705
2002-11-07,1330.5564445317968
2002-11-08,1321.6443342527448
2002-11-11,1322.564782445056
2002-11-12,1327.0670899859174
2002-11-13,1311.469774608844
2002-11-14,1344.5661019386398
2002-11-15,1349.4306310112372
2002-11-18,1367.2622699553767
2002-11-19,1366.7759509462592
2002-11-20,1341.1117708780182
2002-11-21,1372.9365529289207
2002-11-22,1348.4225574532038
2002-11-25,1327.2561427697242
2002-11-26,1300.6348096748588
2002-11-27,1336.234381489828
2002-11-28,1340.7946298746788
2002-11-29,1332.0066344995614
2002-12-02,1303.2845585830667
2002-12-03,1286.5958319600502
2002-12-04,1298.0051287249323
2002-12-05,1281.5576103374456
2002-12-06,1301.9980853609627
2002-12-09,1283.38634192376
2002-12-10,1298.4074102826999
2002-12-11,1309.944776895047
2002-12-12,1300.1877251884446
2002-12-13,1287.8700398462124
2002-12-16,1311.1955722191292
2002-12-17,1316.8319527811125
2002-12-18,1300.8430863456194
2002-12-19,1298.6565289999378
2002-12-20,1312.6327833236692
2002-12-23,1328.828501415588
2002-12-24,1335.0187628592025
2002-12-25,1335.0187628592025
2002-12-26,1338.385281246704
2002-12-27,1316.474052186346
2002-12-30,1340.1728051606226
2002-12-31,1361.787647557559
2003-01-01,1361.787647557559
2003-01-02,1385.2897122114166
2003-01-03,1376.8714725309715
2003-01-06,1396.2139868411211
2003-01-07,1364.3753134114677
2003-01-08,1326.7830903795452
2003-01-09,1356.6105845176608
2003-01-10,1351.1399735093744
2003-01-13,1341.3627859416897
2003-01-14,1343.0380152248265
2003-01-15,1325.1637988221726
2003-01-16,1321.9332782026027
2003-01-17,1307.8729261779836
2003-01-20,1291.0867654676908
2003-01-21,1280.0625400746055
2003-01-22,1254.109437763568
2003-01-23,1243.4216317977373
2003-01-24,1237.7363739391244
2003-01-27,1192.1402040572368
2003-01-28,1200.4245922189068
2003-01-29,1244.433108388302
2003-01-30,1255.3925335589827
2003-01-31,1262.5196097549908
2003-02-03,1264.9687866964307
2003-02-04,1245.735642324486
2003-02-05,1238.154954299414
2003-02-06,1214.7241207793118
2003-02-07,1194.37249799988
2003-02-10,1181.7267766408609
2003-02-11,1199.8534805083025
2003-02-12,1169.488167004979
2003-02-13,1171.2923917932558
2003-02-14,1196.2342452283306
2003-02-17,1211.8550211901422
2003-02-18,1243.4134140940505
2003-02-19,1218.454001717929
2003-02-20,1210.9944125986522
2003-02-21,1234.2999696447823
2003-02-24,1226.8651798023468
2003-02-25,1193.1068046575197
2003-02-26,1190.3958591635985
2003-02-27,1196.5791247403622
2003-02-28,1211.5390728285681
2003-03-03,1232.5465643129328
2003-03-04,1213.4754095052153
2003-03-05,1208.8269996920255
2003-03-06,1208.1352835023476
2003-03-07,1184.2493883443801
2003-03-10,1165.7955376864695
2003-03-11,1157.1202708234039
2003-03-12,1103.088756727009
2003-03-13,1154.1453162329294
2003-03-14,1198.7352227819235
2003-03-17,1236.4812193355435
2003-03-18,1203.509486363527
2003-03-19,1220.3821810227773
2003-03-20,1212.46665998248
2003-03-21,1240.70974775717
2003-03-24,1186.458405818795
2003-03-25,1229.576550419072
2003-03-26,1218.1355840864098
2003-03-27,1193.1699503170983
2003-03-28,1204.2703010626992
2003-03-31,1174.4844790078603
2003-04-01,1191.1169988609772
2003-04-02,1219.1654348025593
2003-04-03,1232.1693515681536
2003-04-04,1253.8501071280798
2003-04-07,1268.901237323646
2003-04-08,1260.2036518073082
2003-04-09,1267.0726901082492
2003-04-10,1246.075329333424
2003-04-11,1251.7321496281452
2003-04-14,1267.2041427448755
2003-04-15,1281.8233374966499
2003-04-16,1270.1653526666153
2003-04-17,1280.3025823496403
2003-04-18,1280.3025823496403
2003-04-21,1274.783783673029
2003-04-22,1288.1722495414344
2003-04-23,1294.3341230880148
2003-04-24,1279.3123779661814
2003-04-25,1264.5904438573068
2003-04-28,1297.1796959605078
2003-04-29,1285.6940297650615
2003-04-30,1309.853798821284
2003-05-01,1321.8842660595617
2003-05-02,1337.1201071986584
2003-05-05,1355.5194748924882
2003-05-06,1386.9276278868306
2003-05-07,1379.9577813035426
2003-05-08,1357.7039019239623
2003-05-09,1378.8986007512976
2003-05-12,1381.4451764842004
2003-05-13,1376.3868489147644
2003-05-14,1369.510478251121
2003-05-15,1388.0375921012494
2003-05-16,1399.997861197351
2003-05-19,1364.1008952327595
2003-05-20,1368.2334626599531
2003-05-21,1381.3416347515504
2003-05-22,1387.8631615456284
2003-05-23,1391.1988725859642
2003-05-26,1396.3196636165
2003-05-27,1401.1194281757041
2003-05-28,1407.3496485353342
2003-05-29,1419.7278878193056
2003-05-30,1414.8860489284325
2003-06-02,1439.396727353975
2003-06-03,1434.8679949345233
2003-06-04,1443.16987731985
2003-06-05,1446.8542558923723
2003-06-06,1455.9063781402476
