Date,EM ASIA QUALITY
1998-11-30,1000.0
1998-12-01,991.4169520232762
1998-12-02,996.029782370219
1998-12-03,991.1572981121282
1998-12-04,998.611308179321
1998-12-07,1015.686611659392
1998-12-08,1013.6302861744141
1998-12-09,1007.2485634083553
1998-12-10,1011.1618239212643
1998-12-11,1006.8219725362168
1998-12-14,1001.8587563041099
1998-12-15,991.3625634904716
1998-12-16,982.0343341104004
1998-12-17,961.1071815012784
1998-12-18,964.1455493160917
1998-12-21,983.3691109119563
1998-12-22,997.2897404889294
1998-12-23,989.9428277266933
1998-12-24,991.2945429102289
1998-12-25,991.4795583236024
1998-12-28,992.2152564305961
1998-12-29,989.3395664687832
1998-12-30,1002.2945926394123
1998-12-31,996.9488696908974
1999-01-01,996.9488696908974
1999-01-04,1008.3421397159409
1999-01-05,1003.106885815878
1999-01-06,1021.1369705262284
1999-01-07,1055.3049088094076
1999-01-08,1067.8313816282011
1999-01-11,1075.290058602495
1999-01-12,1065.1420842681905
1999-01-13,1055.3749865087843
1999-01-14,1042.6949410821258
1999-01-15,1043.5230719015374
1999-01-18,1052.4098729938657
1999-01-19,1042.4710080832422
1999-01-20,1044.8234466768365
1999-01-21,1064.0981062756211
1999-01-22,1049.1225479180644
1999-01-25,1035.8141014263688
1999-01-26,1045.941753462284
1999-01-27,1059.5034049668805
1999-01-28,1039.9166482392104
1999-01-29,1036.2991482074049
1999-02-01,1020.1392783530802
1999-02-02,1006.854789374107
1999-02-03,1018.9007060266106
1999-02-04,999.9968727136038
1999-02-05,994.6450328352198
1999-02-08,1007.7137825407484
1999-02-09,1004.6193499209896
1999-02-10,1015.8746660363042
1999-02-11,1021.7462229781319
1999-02-12,1027.6366372838072
1999-02-15,1025.3166832326995
1999-02-16,1029.5943254873944
1999-02-17,1028.7549783145562
1999-02-18,1031.5243855337387
1999-02-19,1027.9662294876573
1999-02-22,1040.2813850849507
1999-02-23,1025.4023815684222
1999-02-24,1032.0502640258387
1999-02-25,1034.984659720356
1999-02-26,1032.9374204539317
1999-03-01,1077.9241458530487
1999-03-02,1074.7072454735808
1999-03-03,1107.7724477222903
1999-03-04,1094.444629019923
1999-03-05,1100.5473588669975
1999-03-08,1125.0907630157083
1999-03-09,1132.0044705651726
1999-03-10,1129.5053411401523
1999-03-11,1114.6082293454845
1999-03-12,1127.2756619781205
1999-03-15,1156.084442457836
1999-03-16,1159.713146253939
1999-03-17,1151.6975577141923
1999-03-18,1161.5695826889905
1999-03-19,1165.7888056693848
1999-03-22,1181.0196366373304
1999-03-23,1180.0186186142596
1999-03-24,1163.452609349501
1999-03-25,1166.5341032503702
1999-03-26,1160.5503837126757
1999-03-29,1150.3946140162038
1999-03-30,1164.8325106808838
1999-03-31,1174.9669650618898
1999-04-01,1179.8785385813842
1999-04-02,1193.1899045372352
1999-04-05,1159.152014457494
1999-04-06,1160.759605860035
1999-04-07,1165.2731335605868
1999-04-08,1170.9577232064303
1999-04-09,1160.1667787255444
1999-04-12,1169.5026884626016
1999-04-13,1170.959881376087
1999-04-14,1174.0287188275622
1999-04-15,1158.1826537392776
1999-04-16,1198.7314901222014
1999-04-19,1200.1466118926053
1999-04-20,1204.2385828671127
1999-04-21,1197.6283199464108
1999-04-22,1188.3081017406166
1999-04-23,1193.7023049939821
1999-04-26,1170.8612783570788
1999-04-27,1167.25318035644
1999-04-28,1170.5842574250182
1999-04-29,1164.1959079341505
1999-04-30,1167.2354127159754
1999-05-03,1180.6828891149626
1999-05-04,1220.1081382216125
1999-05-05,1231.3812386154268
1999-05-06,1253.1103966077228
1999-05-07,1253.9353870348473
1999-05-10,1274.2249432703816
1999-05-11,1279.844708950017
1999-05-12,1266.4686115573566
1999-05-13,1282.0261621708062
1999-05-14,1303.531641738646
1999-05-17,1289.872708148971
1999-05-18,1297.9584303425672
1999-05-19,1300.0663388844173
1999-05-20,1292.944578900678
1999-05-21,1285.8354661670774
1999-05-24,1290.2870836380885
1999-05-25,1289.603213183932
1999-05-26,1276.021181571929
1999-05-27,1259.3926959319895
1999-05-28,1238.2170066431613
1999-05-31,1263.2888902297411
1999-06-01,1258.4043670145497
1999-06-02,1267.5527585600673
1999-06-03,1276.204130688558
1999-06-04,1290.1398185082965
1999-06-07,1312.289528888984
1999-06-08,1338.1167459446322
1999-06-09,1338.8482566172156
1999-06-10,1343.825163552439
1999-06-11,1332.64405613395
1999-06-14,1330.9549335550641
1999-06-15,1321.8357325637162
1999-06-16,1342.7007626083284
1999-06-17,1382.7384845496244
1999-06-18,1384.5591808657082
1999-06-21,1416.8425826727005
1999-06-22,1439.1267775713766
1999-06-23,1416.4945112117782
1999-06-24,1420.0313521789521
1999-06-25,1392.368107401872
1999-06-28,1411.0066053776181
1999-06-29,1435.3716393275001
1999-06-30,1423.7230229693043
1999-07-01,1426.6635206064218
1999-07-02,1442.4476099285057
1999-07-05,1461.6923305526436
1999-07-06,1458.2332402846284
1999-07-07,1448.5691467121246
1999-07-08,1455.4153331543905
1999-07-09,1456.7562300296786
1999-07-12,1484.249163489731
1999-07-13,1459.6211090199004
1999-07-14,1442.6550430616417
1999-07-15,1443.8932880258717
1999-07-16,1406.482072090176
1999-07-19,1439.8625945490544
1999-07-20,1452.0665261144816
1999-07-21,1454.6019963077936
1999-07-22,1446.7100002587772
1999-07-23,1431.0451117346868
1999-07-26,1409.889055428635
1999-07-27,1381.057874957139
1999-07-28,1406.8996756003662
1999-07-29,1404.9215198335708
1999-07-30,1396.835108782485
1999-08-02,1377.626619255292
1999-08-03,1386.7141158400402
1999-08-04,1394.564094733916
1999-08-05,1374.3833331996498
1999-08-06,1356.9421805567576
1999-08-09,1377.9111170550943
1999-08-10,1379.6590200637247
1999-08-11,1362.1180330116165
1999-08-12,1369.0131478710568
1999-08-13,1386.7880542311896
1999-08-16,1432.5386528097258
1999-08-17,1439.6920719930988
1999-08-18,1441.6321775027197
1999-08-19,1438.045403979419
1999-08-20,1449.5747658414446
1999-08-23,1460.7396227858285
1999-08-24,1459.5839571815172
1999-08-25,1465.7312733934875
1999-08-26,1474.976719658645
1999-08-27,1469.6657828307393
1999-08-30,1473.021892692332
1999-08-31,1482.2368861225593
1999-09-01,1483.1235389650506
1999-09-02,1461.287599334028
1999-09-03,1447.4024223679303
1999-09-06,1468.5768489010457
1999-09-07,1444.9637805363122
1999-09-08,1444.5732892531103
1999-09-09,1444.4473960381638
1999-09-10,1456.1543823187992
1999-09-13,1458.7843452231414
1999-09-14,1454.360934274618
1999-09-15,1434.4853380357354
1999-09-16,1423.2403608553925
1999-09-17,1426.2146420818424
1999-09-20,1444.0746998495054
1999-09-21,1450.9714303792011
1999-09-22,1460.4805357933903
1999-09-23,1467.9938549304122
1999-09-24,1470.6323252706502
1999-09-27,1450.4300877982466
1999-09-28,1436.1009903631823
1999-09-29,1448.8352840923433
1999-09-30,1446.0805339963567
1999-10-01,1444.124408505865
1999-10-04,1435.16745089868
1999-10-05,1441.909232523134
1999-10-06,1449.2343680768472
1999-10-07,1498.4740979854091
1999-10-08,1497.9993578525286
1999-10-11,1512.272746006935
1999-10-12,1528.7302485882035
1999-10-13,1517.914836159763
1999-10-14,1522.6978098347927
1999-10-15,1489.5186159067564
1999-10-18,1483.9408079546452
1999-10-19,1483.3535933329754
1999-10-20,1491.2490025464836
1999-10-21,1479.6167880691573
1999-10-22,1461.16119898214
1999-10-25,1457.8769897536906
1999-10-26,1471.5890145652097
1999-10-27,1461.6150793300503
1999-10-28,1440.6550658093456
1999-10-29,1428.7199005821824
1999-11-01,1412.7628103628585
1999-11-02,1443.2129273118683
1999-11-03,1437.6483888836046
1999-11-04,1441.3886867660062
1999-11-05,1459.7848476535878
1999-11-08,1460.9255202351362
1999-11-09,1453.1824989452562
1999-11-10,1454.1493019416982
1999-11-11,1464.4012027897538
1999-11-12,1464.3795505262374
1999-11-15,1465.8015846121446
1999-11-16,1467.135340741713
1999-11-17,1456.7410113764693
1999-11-18,1466.867223553551
1999-11-19,1472.7257500431544
1999-11-22,1503.8563403261085
1999-11-23,1504.0801505871643
1999-11-24,1496.9153723906336
1999-11-25,1498.7755063113798
1999-11-26,1474.567048306841
1999-11-29,1482.7515567858295
1999-11-30,1475.2191879863967
1999-12-01,1479.8170642959806
1999-12-02,1488.4704722557094
1999-12-03,1500.8415986320374
1999-12-06,1515.1153487955546
1999-12-07,1504.7548079242758
1999-12-08,1503.235051966386
1999-12-09,1503.9270803937109
1999-12-10,1507.4981095656335
1999-12-13,1522.4137823581034
1999-12-14,1517.5942737292805
1999-12-15,1507.6401197002579
1999-12-16,1502.984697753851
1999-12-17,1493.85958591603
1999-12-20,1517.6687695381247
1999-12-21,1538.4135325968484
1999-12-22,1575.5356426352887
1999-12-23,1593.6142537155808
