Date,EM LATAM QUALITY
1998-11-30,1000.0
1998-12-01,995.7910786513902
1998-12-02,995.4476350605609
1998-12-03,961.967660674666
1998-12-04,964.8098948751301
1998-12-07,959.2314471802114
1998-12-08,964.0349901055754
1998-12-09,962.4851271856486
1998-12-10,957.6835645422426
1998-12-11,949.8295052102095
1998-12-14,934.374619995803
1998-12-15,930.3028386959548
1998-12-16,932.063262672936
1998-12-17,937.9834306447639
1998-12-18,948.9333357150875
1998-12-21,966.6268179341885
1998-12-22,966.5630283802909
1998-12-23,975.5592834887547
1998-12-24,979.6638223241997
1998-12-25,979.6638223241997
1998-12-28,970.1824939057011
1998-12-29,963.775482077033
1998-12-30,963.4300256091723
1998-12-31,967.4722825744782
1999-01-01,967.4722825744782
1999-01-04,964.8001454682724
1999-01-05,956.1575281187709
1999-01-06,951.5212150464154
1999-01-07,934.5139558980514
1999-01-08,929.2361241529725
1999-01-11,903.3969617222363
1999-01-12,868.0678259307351
1999-01-13,793.3834787695107
1999-01-14,789.1764289903007
1999-01-15,852.2911386262377
1999-01-18,843.425932885106
1999-01-19,841.6614529758617
1999-01-20,869.9824879452187
1999-01-21,848.3944103184274
1999-01-22,840.330455310249
1999-01-25,837.6896930033679
1999-01-26,852.9248180035249
1999-01-27,861.0808813906723
1999-01-28,877.474799288764
1999-01-29,882.7605934979639
1999-02-01,923.8636731129487
1999-02-02,935.2693072953541
1999-02-03,930.5620677397164
1999-02-04,924.4784509959661
1999-02-05,922.9402576982061
1999-02-08,915.8922450544827
1999-02-09,907.6221762760964
1999-02-10,916.3021765082752
1999-02-11,940.7673303511666
1999-02-12,947.6529334314215
1999-02-15,947.3821087997134
1999-02-16,955.6081227106973
1999-02-17,941.350843638626
1999-02-18,943.0924714399818
1999-02-19,954.7745435511041
1999-02-22,952.1014238187863
1999-02-23,946.2947741070227
1999-02-24,950.8835475598075
1999-02-25,951.2373187895134
1999-02-26,957.1358843370466
1999-03-01,944.1153153679534
1999-03-02,937.8675093417369
1999-03-03,938.1061770078186
1999-03-04,963.1177402780941
1999-03-05,984.9482348213552
1999-03-08,1006.561030140502
1999-03-09,1028.4337482658511
1999-03-10,1048.4641976546484
1999-03-11,1040.765930114537
1999-03-12,1037.071194186489
1999-03-15,1059.2167294378137
1999-03-16,1068.1935120009334
1999-03-17,1060.4271449894795
1999-03-18,1068.5824549417805
1999-03-19,1056.462502888699
1999-03-22,1045.2141317752491
1999-03-23,1038.4427768878268
1999-03-24,1057.85306682416
1999-03-25,1076.3412886701672
1999-03-26,1072.2109815929875
1999-03-29,1084.0722831653873
1999-03-30,1093.2292779264951
1999-03-31,1107.5073214477313
1999-04-01,1106.8174424493106
1999-04-02,1108.219874881413
1999-04-05,1138.185345643682
1999-04-06,1139.819711685775
1999-04-07,1143.0097030615111
1999-04-08,1158.0219344529382
1999-04-09,1158.0887507083542
1999-04-12,1172.7905203556397
1999-04-13,1173.310680229078
1999-04-14,1174.5072962274642
1999-04-15,1204.704106308392
1999-04-16,1220.5015855033307
1999-04-19,1233.4052736823496
1999-04-20,1211.0838399711804
1999-04-21,1211.8996956227127
1999-04-22,1230.2938316599993
1999-04-23,1219.0184399938967
1999-04-26,1207.839535203344
1999-04-27,1201.9336444870771
1999-04-28,1217.80789538283
1999-04-29,1227.1036970422383
1999-04-30,1229.2558684370695
1999-05-03,1242.701723126878
1999-05-04,1236.142964369199
1999-05-05,1240.4596289090555
1999-05-06,1273.2632576613676
1999-05-07,1294.6695766241953
1999-05-10,1323.4823539072197
1999-05-11,1316.9234658417536
1999-05-12,1299.0399958030446
1999-05-13,1320.094799834153
1999-05-14,1303.276441913161
1999-05-17,1290.4306886243587
1999-05-18,1297.2582409317324
1999-05-19,1276.7841492211157
1999-05-20,1278.282965788641
1999-05-21,1242.4833162770803
1999-05-24,1211.1746546371003
1999-05-25,1175.9194662062644
1999-05-26,1206.330978324977
1999-05-27,1166.8997024478474
1999-05-28,1176.5569078626665
1999-05-31,1181.931642157092
1999-06-01,1178.2839931412716
1999-06-02,1176.375700691905
1999-06-03,1173.2444805584223
1999-06-04,1189.1621244225764
1999-06-07,1194.0945612742698
1999-06-08,1184.9225424995857
1999-06-09,1173.9508734758545
1999-06-10,1175.0779836631052
1999-06-11,1151.1349057255336
1999-06-14,1134.3240917239586
1999-06-15,1153.3415683605735
1999-06-16,1208.608238750064
1999-06-17,1223.0569139470804
1999-06-18,1235.2041896050678
1999-06-21,1249.1726478623418
1999-06-22,1245.1452339853072
1999-06-23,1224.3102959044672
1999-06-24,1204.3409123956837
1999-06-25,1194.3315872076448
1999-06-28,1212.7114321885385
1999-06-29,1221.0132939768682
1999-06-30,1250.9160583139446
1999-07-01,1255.159584328379
1999-07-02,1276.0104784078571
1999-07-05,1285.2137736495777
1999-07-06,1277.2183643029953
1999-07-07,1280.2642544855448
1999-07-08,1244.5257326300798
1999-07-09,1242.7601145799547
1999-07-12,1202.70481371216
1999-07-13,1222.8493842745488
1999-07-14,1232.9518699616247
1999-07-15,1245.0568734010485
1999-07-16,1254.274820847269
1999-07-19,1264.2553989778264
1999-07-20,1239.6942436831546
1999-07-21,1251.7008958045808
1999-07-22,1234.1379118217446
1999-07-23,1210.2531815125844
1999-07-26,1177.367647822722
1999-07-27,1172.0536441159113
1999-07-28,1198.5568693940484
1999-07-29,1168.5202772346722
1999-07-30,1168.7059802711328
1999-08-02,1142.5522768751305
1999-08-03,1144.670460345699
1999-08-04,1137.9953667497905
1999-08-05,1133.9699143114615
1999-08-06,1111.0521755131913
1999-08-09,1119.2378159114191
1999-08-10,1114.7200710916006
1999-08-11,1137.757929686573
1999-08-12,1147.0246368717271
1999-08-13,1166.404802339945
1999-08-16,1163.778683572917
1999-08-17,1161.518974484723
1999-08-18,1132.5059629603277
1999-08-19,1119.9312314326487
1999-08-20,1116.641113219592
1999-08-23,1134.6883454555589
1999-08-24,1128.5052235815624
1999-08-25,1152.019665298858
1999-08-26,1146.8745501295982
1999-08-27,1128.2199564609334
1999-08-30,1123.92249416791
1999-08-31,1119.7492715873348
1999-09-01,1121.7930943120828
1999-09-02,1118.2805632831391
1999-09-03,1120.7934734055345
1999-09-06,1122.941779122232
1999-09-07,1100.358719076506
1999-09-08,1088.135511904668
1999-09-09,1098.5981701464423
1999-09-10,1125.1723409854922
1999-09-13,1128.9297826950565
1999-09-14,1134.4229346347297
1999-09-15,1127.3296949672952
1999-09-16,1125.3550286152217
1999-09-17,1123.2592445605576
1999-09-20,1134.9168350759733
1999-09-21,1117.6410477980696
1999-09-22,1123.3849362042629
1999-09-23,1111.4631917394868
1999-09-24,1112.6824334151102
1999-09-27,1134.359859618743
1999-09-28,1133.2037072219675
1999-09-29,1133.3931241968012
1999-09-30,1124.803522086897
1999-10-01,1107.596999281441
1999-10-04,1113.4807121480424
1999-10-05,1102.4104435912257
1999-10-06,1109.6113879220359
1999-10-07,1119.0086345318125
1999-10-08,1130.5203922155267
1999-10-11,1145.3257897943358
1999-10-12,1126.8373374735088
1999-10-13,1099.9729360223405
1999-10-14,1090.598655925194
1999-10-15,1055.0614391578833
1999-10-18,1051.9552829000786
1999-10-19,1068.3791415282205
1999-10-20,1076.8516584074257
1999-10-21,1073.0186990300738
1999-10-22,1091.7066441212678
1999-10-25,1088.790467944729
1999-10-26,1089.9844266993987
1999-10-27,1083.1351690438883
1999-10-28,1103.4415115452173
1999-10-29,1127.1575341278024
1999-11-01,1129.52963386436
1999-11-02,1138.5073924886672
1999-11-03,1194.9088019304302
1999-11-04,1196.5937451873078
1999-11-05,1216.5698586603874
1999-11-08,1226.9180763558866
1999-11-09,1217.9097812122693
1999-11-10,1232.7185708393336
1999-11-11,1237.841996737352
1999-11-12,1241.6395740424991
1999-11-15,1248.293248597858
1999-11-16,1252.4058691095975
1999-11-17,1243.0840277368573
1999-11-18,1264.5785829859506
1999-11-19,1286.8180462693817
1999-11-22,1264.51281285865
1999-11-23,1273.1874561723885
1999-11-24,1272.306748620297
1999-11-25,1285.0163026405744
1999-11-26,1289.6236412261906
1999-11-29,1288.743324106931
1999-11-30,1270.101978765137
1999-12-01,1272.9021426833633
1999-12-02,1301.4870143012065
1999-12-03,1331.1647991155323
1999-12-06,1330.1454080583233
1999-12-07,1330.4354938675988
1999-12-08,1367.990171787904
1999-12-09,1370.9316294507837
1999-12-10,1381.1480929404436
1999-12-13,1365.3598772488103
1999-12-14,1353.2684206890567
1999-12-15,1363.6662042159055
1999-12-16,1380.3822959401125
1999-12-17,1400.6408290215938
1999-12-20,1418.8825295449496
1999-12-21,1430.7566245186877
1999-12-22,1420.6869366224164
1999-12-23,1428.3096712642862
1999-12-24,1427.5505559918572
1999-12-27,1423.5219662130455
1999-12-28,1438.2953973978065
1999-12-29,1460.7480965913203
1999-12-30,1474.6798648231065
1999-12-31,1474.703153597003
2000-01-03,1469.5008307818348
2000-01-04,1377.3513046528697
2000-01-05,1392.0935942057502
