Date,FM GCC COUNTRIES DOMESTIC IMI
2014-05-30,1000.0
2014-06-02,999.125675631209
2014-06-03,1002.8323966903641
2014-06-04,1002.6995098007833
2014-06-05,1000.4064367517287
2014-06-06,1000.5427223532793
2014-06-09,991.4842024562731
2014-06-10,993.6352981036129
2014-06-11,993.4175067322709
2014-06-12,991.0826221255088
2014-06-13,990.6783469652863
2014-06-16,978.7597112649244
2014-06-17,971.7976167722596
2014-06-18,966.0343587254438
2014-06-19,965.3396562590028
2014-06-20,964.4283267864681
2014-06-23,961.1770713640684
2014-06-24,957.4349883713058
2014-06-25,969.0841976697398
2014-06-26,959.5340683141249
2014-06-27,960.0515879775257
2014-06-30,959.9702048977927
2014-07-01,960.8116478172075
2014-07-02,975.5642937313578
2014-07-03,970.1843856118036
2014-07-04,970.1843856118032
2014-07-07,962.333501963091
2014-07-08,970.1738120576142
2014-07-09,972.4303006949298
2014-07-10,980.8718164444599
2014-07-11,980.7399126177457
2014-07-14,989.2384087159697
2014-07-15,981.7328423151231
2014-07-16,985.392183296016
2014-07-17,978.6588937416827
2014-07-18,978.6588937416827
2014-07-21,982.19211801738
2014-07-22,986.1270805376124
2014-07-23,983.6243091252882
2014-07-24,984.9261741078103
2014-07-25,984.3978091093877
2014-07-28,983.5309399060832
2014-07-29,982.739232218689
2014-07-30,981.9492003986876
2014-07-31,982.443099685347
2014-08-01,982.7066959909432
2014-08-04,995.8832926093229
2014-08-05,997.5624811210322
2014-08-06,995.9874025100261
2014-08-07,1003.4076335020582
2014-08-08,1003.9457992962591
2014-08-11,998.2999018226822
2014-08-12,999.0000671420005
2014-08-13,1003.516436943134
2014-08-14,1004.0362916048231
2014-08-15,1004.0362916048231
2014-08-18,1002.1545100279467
2014-08-19,1005.8424843709084
2014-08-20,1011.0185411019736
2014-08-21,1009.8577278933594
2014-08-22,1009.581706538933
2014-08-25,998.8985742719565
2014-08-26,1000.745364433368
2014-08-27,1001.220477407057
2014-08-28,1000.1521047990982
2014-08-29,1000.1521047990982
2014-09-01,1000.4497183830395
2014-09-02,1004.3352929049539
2014-09-03,1007.5207376461549
2014-09-04,1006.3713980637555
2014-09-05,1006.3713980637557
2014-09-08,1004.1492566872407
2014-09-09,1005.4794089286466
2014-09-10,1007.6332989608107
2014-09-11,1004.4676270898154
2014-09-12,1004.202959776654
2014-09-15,1005.5672319946667
2014-09-16,1008.3136476327802
2014-09-17,1011.966176235801
2014-09-18,1009.3253663665147
2014-09-19,1008.2625993133531
2014-09-22,1011.2710795061616
2014-09-23,1008.1190293108226
2014-09-24,1006.5227692859925
2014-09-25,1008.0770727715611
2014-09-26,1007.4152523711427
2014-09-29,1003.0090779587377
