Date,FM CENTRAL & EASTERN EUROPE + CIS IMI
2010-11-30,1000.0
2010-12-01,1007.7499293162864
2010-12-02,1015.2066249672051
2010-12-03,1030.9257683494527
2010-12-06,1021.9605618636638
2010-12-07,1025.5933718071576
2010-12-08,1021.7385775024441
2010-12-09,1024.3133038217493
2010-12-10,1026.6506753616034
2010-12-13,1038.9548073462886
2010-12-14,1058.2846777294596
2010-12-15,1059.672919732897
2010-12-16,1045.3489554141195
2010-12-17,1042.593819550277
2010-12-20,1049.264551010643
2010-12-21,1049.3595595571012
2010-12-22,1049.6074660991246
2010-12-23,1049.0295733670787
2010-12-24,1061.999940445588
2010-12-27,1061.754299647032
2010-12-28,1061.5266901486686
2010-12-29,1059.5667598239534
2010-12-30,1070.2700275395775
2010-12-31,1080.2612788875513
2011-01-03,1083.237036330943
2011-01-04,1086.75309253027
2011-01-05,1077.755619498031
2011-01-06,1077.823816741371
2011-01-07,1077.2636908639788
2011-01-10,1073.29475300282
2011-01-11,1078.458303061557
2011-01-12,1095.3847662179123
2011-01-13,1133.0027315656896
2011-01-14,1133.6025843847112
2011-01-17,1149.878028105198
2011-01-18,1160.7517757672972
2011-01-19,1169.6675104192211
2011-01-20,1151.5269889302945
2011-01-21,1162.4151912381637
2011-01-24,1164.2843547401471
2011-01-25,1165.0656375587328
2011-01-26,1166.9060289879628
2011-01-27,1173.764354616708
2011-01-28,1170.9104283401136
2011-01-31,1160.1603105928227
2011-02-01,1170.0953019719568
2011-02-02,1181.3414990171707
2011-02-03,1174.4485175702337
2011-02-04,1178.5739958079907
2011-02-07,1183.8949372356885
2011-02-08,1196.6347882497334
2011-02-09,1198.4443201315185
2011-02-10,1183.986083729718
2011-02-11,1180.5530166787983
2011-02-14,1172.0461093538756
2011-02-15,1168.8304985757586
2011-02-16,1163.5408047369872
2011-02-17,1170.168392294424
2011-02-18,1172.316405628036
2011-02-21,1172.8584912139247
2011-02-22,1170.3450720893416
2011-02-23,1175.101807155579
2011-02-24,1175.589172864611
2011-02-25,1172.817608214085
2011-02-28,1183.0879988094084
2011-03-01,1183.2801612619453
2011-03-02,1181.7060066831596
2011-03-03,1186.557340726845
2011-03-04,1196.0771147385954
2011-03-07,1204.7530560607943
2011-03-08,1198.6245114361982
2011-03-09,1197.0740049178928
2011-03-10,1187.9069949725192
2011-03-11,1179.9536980634255
2011-03-14,1181.8820712351212
2011-03-15,1152.2543266010343
2011-03-16,1155.5212896545293
2011-03-17,1176.527065696819
2011-03-18,1188.4434976198634
2011-03-21,1197.951808683442
2011-03-22,1210.5996804657304
2011-03-23,1209.6226918113018
2011-03-24,1218.831889837382
2011-03-25,1226.367859944224
2011-03-28,1216.0719235663
2011-03-29,1195.4527040052383
2011-03-30,1200.2209868489238
2011-03-31,1209.582736686518
2011-04-01,1205.7563359833855
2011-04-04,1206.592174131732
2011-04-05,1203.285134315323
2011-04-06,1219.5444319558678
2011-04-07,1212.7936202184735
2011-04-08,1228.8350169765802
2011-04-11,1218.6792643014344
2011-04-12,1208.6421739591901
2011-04-13,1214.1489072177076
2011-04-14,1204.9005820106504
2011-04-15,1198.8036108141853
2011-04-18,1175.0536092064206
2011-04-19,1177.9804015924956
2011-04-20,1197.9967544289677
2011-04-21,1193.8658921257468
2011-04-22,1198.6127544294677
2011-04-25,1198.6605071190122
2011-04-26,1208.2569100625606
2011-04-27,1211.988867821242
2011-04-28,1225.6520363133322
2011-04-29,1228.5884899334974
2011-05-02,1227.3923610788486
2011-05-03,1216.0161340515099
2011-05-04,1214.2426585693959
2011-05-05,1194.4076117227216
2011-05-06,1181.2943567259974
2011-05-09,1166.679410534338
2011-05-10,1172.7058366026015
2011-05-11,1164.6636109523079
2011-05-12,1157.4019930651207
2011-05-13,1162.9192007884901
2011-05-16,1160.91868930752
2011-05-17,1153.9408554702302
2011-05-18,1161.5626810628273
2011-05-19,1167.4249614769815
2011-05-20,1160.5999586186024
2011-05-23,1133.3728713699372
2011-05-24,1144.2445314306044
2011-05-25,1142.0561440373688
2011-05-26,1152.8436665177626
2011-05-27,1171.9805962166256
2011-05-30,1174.3274645204579
2011-05-31,1182.0416769338754
2011-06-01,1183.3509807325943
2011-06-02,1169.2447961096814
2011-06-03,1174.9653677708077
2011-06-06,1175.5130035222217
2011-06-07,1183.3160311143586
2011-06-08,1178.404415389862
2011-06-09,1175.391647449472
2011-06-10,1169.1542534838334
2011-06-13,1166.44404804533
2011-06-14,1171.1336772039394
2011-06-15,1162.5404619820058
2011-06-16,1145.3190786611563
2011-06-17,1153.30419455822
2011-06-20,1146.7428180118288
2011-06-21,1154.838281225896
2011-06-22,1159.5768361401492
2011-06-23,1129.4354906623962
2011-06-24,1129.0738810141584
2011-06-27,1123.824171305253
2011-06-28,1127.38675650606
2011-06-29,1138.671447031647
2011-06-30,1146.9354238380429
2011-07-01,1150.515952948034
2011-07-04,1160.3552347929544
2011-07-05,1164.4277980370978
2011-07-06,1151.2478340214886
2011-07-07,1159.3832120555653
2011-07-08,1152.138653160067
2011-07-11,1121.2080150921656
2011-07-12,1113.2739412198803
2011-07-13,1122.5919357876037
2011-07-14,1122.9800128578092
2011-07-15,1126.7962385852236
2011-07-18,1111.803559753537
2011-07-19,1116.5334583916701
2011-07-20,1120.2719623269033
2011-07-21,1136.3146172640202
2011-07-22,1141.3952180419938
2011-07-25,1131.7478683966108
2011-07-26,1138.566824439593
2011-07-27,1124.0459668703209
2011-07-28,1112.7181098722326
2011-07-29,1113.4179703282912
2011-08-01,1111.145996389518
2011-08-02,1107.9001714572616
2011-08-03,1099.932760897527
2011-08-04,1081.4855575482866
2011-08-05,1061.3184861079103
2011-08-08,1009.4990281740804
2011-08-09,964.7920381466805
2011-08-10,984.878103829196
2011-08-11,971.4039650745669
2011-08-12,993.8969900394537
2011-08-15,1013.3733279791034
2011-08-16,1006.7016549988209
2011-08-17,1010.8649408175318
2011-08-18,981.432126487545
2011-08-19,962.1900291876213
2011-08-22,959.7392337438953
2011-08-23,968.1755769464671
2011-08-24,975.7705628365228
2011-08-25,976.3144732587984
2011-08-26,969.3308554258149
2011-08-29,986.7864621786847
2011-08-30,1002.8960252244035
2011-08-31,1023.365149416407
2011-09-01,1008.3572149475673
2011-09-02,996.8793843133011
2011-09-05,970.4151637523664
2011-09-06,962.3885093362284
2011-09-07,975.7389246841108
2011-09-08,972.8898831946178
2011-09-09,947.4413135117933
2011-09-12,923.36038923814
2011-09-13,930.4825274410031
2011-09-14,926.1526051425104
2011-09-15,939.5661649104518
2011-09-16,942.2785246212626
2011-09-19,920.9129963907023
2011-09-20,916.0677239098129
2011-09-21,918.6159522282014
2011-09-22,883.1320955109348
2011-09-23,873.3223362899163
2011-09-26,871.8873358340364
2011-09-27,890.9471389044055
2011-09-28,882.0402561028982
2011-09-29,883.0595441003073
2011-09-30,870.4206566652658
2011-10-03,848.4445885806467
2011-10-04,843.7977188253793
2011-10-05,841.5769433818473
2011-10-06,852.5785407534198
2011-10-07,866.3467816362595
2011-10-10,876.5677433984473
2011-10-11,874.6270002178612
2011-10-12,898.2358044553799
2011-10-13,892.3866317753665
2011-10-14,908.1029630531484
2011-10-17,912.1591982375986
2011-10-18,896.9970866706681
2011-10-19,906.307913352032
2011-10-20,897.2108242596018
2011-10-21,912.5918891130145
2011-10-24,921.0470977622488
2011-10-25,923.2626945789634
2011-10-26,917.4754367001285
2011-10-27,947.4899015877602
2011-10-28,950.2880625760004
2011-10-31,930.1446982456465
2011-11-01,903.2081127677484
2011-11-02,904.2138917778971
2011-11-03,903.9563780366431
2011-11-04,908.1428092799651
2011-11-07,909.3510695879387
2011-11-08,919.3398051767808
2011-11-09,898.7097161552433
2011-11-10,904.8924588664305
2011-11-11,918.5162473374361
2011-11-14,912.5248350879699
2011-11-15,896.4641723364809
2011-11-16,894.870627458857
2011-11-17,892.4912509746082
2011-11-18,888.2539916656349
2011-11-21,872.1188337936558
2011-11-22,867.1586172649427
2011-11-23,852.6158807827933
2011-11-24,847.1736818279666
2011-11-25,842.2188086763583
2011-11-28,853.2074236991286
2011-11-29,850.1866549514627
2011-11-30,865.5358191771396
2011-12-01,880.9216041570472
2011-12-02,880.8135159434403
2011-12-05,887.1833424558741
