Date,FM AFRICA IMI
2010-11-30,1000.0
2010-12-01,1004.2370315514746
2010-12-02,1011.7855868257293
2010-12-03,1007.8856040426854
2010-12-06,1004.799549057047
2010-12-07,997.4814101665805
2010-12-08,999.239302781289
2010-12-09,996.9643590714678
2010-12-10,988.8305243414532
2010-12-13,985.4194286065072
2010-12-14,986.1689419634358
2010-12-15,989.2783494853799
2010-12-16,988.1571188179767
2010-12-17,983.3674286554385
2010-12-20,983.2162881927
2010-12-21,985.7656187966851
2010-12-22,997.3874751825771
2010-12-23,1002.5965653383922
2010-12-24,997.673639588405
2010-12-27,995.3345764274071
2010-12-28,994.5516019230989
2010-12-29,996.7622113609344
2010-12-30,1003.4598105281453
2010-12-31,1012.5328511146868
2011-01-03,1017.1231494957084
2011-01-04,1031.6298775420364
2011-01-05,1059.3458161985147
2011-01-06,1085.7778756127834
2011-01-07,1069.5787333122346
2011-01-10,1052.7214984493446
2011-01-11,1052.7599114252519
2011-01-12,1061.2279725033827
2011-01-13,1067.4504227995635
2011-01-14,1081.0064805462416
2011-01-17,1074.5529950720656
2011-01-18,1071.244006379154
2011-01-19,1081.9476035578061
2011-01-20,1086.7957130336372
2011-01-21,1090.9329435805498
2011-01-24,1090.2027447890603
2011-01-25,1089.893995536031
2011-01-26,1092.1200656288795
2011-01-27,1083.1729462921585
2011-01-28,1073.3871197944532
2011-01-31,1046.2384336806215
2011-02-01,1040.6540681249226
2011-02-02,1046.9064798158458
2011-02-03,1043.233070478634
2011-02-04,1045.3608522065724
2011-02-07,1042.9610703885708
2011-02-08,1044.7101565597377
2011-02-09,1049.9124246666067
2011-02-10,1043.182023784764
2011-02-11,1044.0477344612093
2011-02-14,1040.791552615296
2011-02-15,1039.5402001130367
2011-02-16,1034.872628674228
2011-02-17,1040.9090587526962
2011-02-18,1037.7431918769448
2011-02-21,1030.3781644303224
2011-02-22,1031.5239149343079
2011-02-23,1035.339363310987
2011-02-24,1016.3132253861273
2011-02-25,1011.5944757778141
2011-02-28,1000.527265013842
2011-03-01,996.3381710485273
2011-03-02,986.4831403695779
2011-03-03,980.4994706686415
2011-03-04,976.9517363885443
2011-03-07,974.4035853392572
2011-03-08,970.2061880030346
2011-03-09,969.047725760575
2011-03-10,967.5093766780902
2011-03-11,973.5563466011502
2011-03-14,964.337715469219
2011-03-15,950.1570196924185
2011-03-16,940.4830283741627
2011-03-17,930.4181811905837
2011-03-18,930.0839518155545
2011-03-21,936.5420771693988
2011-03-22,962.8728944379999
2011-03-23,969.0507091898543
2011-03-24,959.2433593829518
2011-03-25,954.0933314801613
2011-03-28,946.7614151761649
2011-03-29,953.1153541925975
2011-03-30,951.8058650527948
2011-03-31,954.9291923820548
2011-04-01,967.8563463746615
2011-04-04,966.9626656101141
2011-04-05,975.3474420990699
2011-04-06,972.2698176268786
2011-04-07,978.6981314893105
2011-04-08,981.5546734076695
2011-04-11,980.1489582953454
2011-04-12,976.2655161539607
2011-04-13,986.7984465399055
2011-04-14,989.4982997665984
2011-04-15,993.2737718575686
2011-04-18,998.7932592873897
2011-04-19,1000.5458582847671
2011-04-20,999.6212210299776
2011-04-21,998.0037814432748
2011-04-22,999.5696849366824
2011-04-25,1000.9182256387701
2011-04-26,1001.4004434015815
2011-04-27,1005.7873478653622
2011-04-28,1008.5690771173555
2011-04-29,1005.077612297254
2011-05-02,1005.8103076444921
2011-05-03,1009.4037440513856
2011-05-04,1014.566094796388
2011-05-05,1017.9869180702432
2011-05-06,1020.155153888313
2011-05-09,1013.837277256
2011-05-10,1020.2670571240685
2011-05-11,1016.8259085797197
2011-05-12,1011.432729941373
2011-05-13,1020.217032450122
2011-05-16,1018.2907333868966
2011-05-17,1015.5205037435701
2011-05-18,1004.7008351659287
2011-05-19,1006.0369775810196
2011-05-20,1004.3219610707695
2011-05-23,997.4529853549244
2011-05-24,996.1415859970994
2011-05-25,989.3366189144592
2011-05-26,997.5792273855556
2011-05-27,1004.1995502337513
2011-05-30,1002.6835751868018
2011-05-31,1007.0102673171564
2011-06-01,1012.4092770297121
2011-06-02,1017.0269533623621
2011-06-03,1022.5996273205249
2011-06-06,1016.6179328745026
2011-06-07,1010.8878372492471
2011-06-08,1014.1916735270728
2011-06-09,1014.1092151683685
2011-06-10,1006.6293020757578
2011-06-13,994.3163914394278
2011-06-14,991.8479904478299
2011-06-15,990.2440853869233
2011-06-16,983.8085365957628
2011-06-17,985.7663576598346
2011-06-20,972.8165144933013
2011-06-21,963.9074471391333
2011-06-22,970.7027867294313
2011-06-23,976.7767180287556
2011-06-24,980.8179440245311
2011-06-27,981.0290154792228
2011-06-28,978.3184802754182
2011-06-29,973.1855575863912
2011-06-30,986.1886388010488
2011-07-01,984.84231189933
2011-07-04,986.0789802661467
2011-07-05,976.6632946190898
2011-07-06,961.8969837928295
2011-07-07,968.6954903464776
2011-07-08,967.3698796012269
2011-07-11,958.8920352796292
2011-07-12,943.2122491148216
2011-07-13,937.1701925734848
2011-07-14,929.6482390996192
2011-07-15,942.4517791753203
2011-07-18,934.7799990855852
2011-07-19,928.7474087926038
2011-07-20,935.4300709017203
2011-07-21,940.3461411052623
2011-07-22,950.2583377498931
2011-07-25,956.6780655673508
2011-07-26,958.784702867012
2011-07-27,953.0166775237221
2011-07-28,943.3854106135824
2011-07-29,939.4030399591782
2011-08-01,941.8797593334066
2011-08-02,942.1666203497515
2011-08-03,939.4625015138627
2011-08-04,934.4864946517918
2011-08-05,915.1955284011734
2011-08-08,887.6364597926123
2011-08-09,849.5061893543743
2011-08-10,847.2562273934254
2011-08-11,854.2525759711125
2011-08-12,871.0872918311643
2011-08-15,871.9920327774904
2011-08-16,875.4203987660912
2011-08-17,877.0764951760708
2011-08-18,878.4124035670487
2011-08-19,873.7746759270343
2011-08-22,855.789219273724
2011-08-23,849.4949576646889
2011-08-24,855.1041257861111
2011-08-25,850.1641400452611
2011-08-26,848.2677351990094
2011-08-29,836.9890140721504
2011-08-30,837.6066060584733
2011-08-31,837.8317187790689
2011-09-01,830.6314208470118
2011-09-02,844.6106638873883
2011-09-05,838.373049892574
2011-09-06,828.7040326866268
2011-09-07,830.8181381054491
2011-09-08,835.0966458954064
2011-09-09,828.808910431087
2011-09-12,822.5187246565749
2011-09-13,827.4747898396636
2011-09-14,822.4189862890612
2011-09-15,818.6380671735643
2011-09-16,829.3239122025896
2011-09-19,814.5181730851881
2011-09-20,812.375513965591
2011-09-21,807.6900627929086
2011-09-22,797.130623153994
2011-09-23,785.638290672098
2011-09-26,762.387890134157
2011-09-27,753.5880226544514
2011-09-28,756.863027656004
2011-09-29,758.1519793516788
2011-09-30,764.5548763870217
2011-10-03,762.8205650486041
2011-10-04,773.8974226122107
2011-10-05,769.8894406107372
2011-10-06,753.233453903597
2011-10-07,752.987691166566
2011-10-10,742.8339465912271
2011-10-11,751.5827050135074
2011-10-12,755.9522981284905
2011-10-13,739.5481877161401
2011-10-14,745.7303949591985
2011-10-17,741.8900921067384
2011-10-18,746.9772610329292
2011-10-19,771.707722406363
2011-10-20,761.7195295487567
2011-10-21,762.0437432246645
2011-10-24,762.2166565769022
2011-10-25,777.2377507182216
2011-10-26,770.6896925867366
2011-10-27,783.0913452453069
2011-10-28,799.5083085134165
2011-10-31,793.13869391665
2011-11-01,795.1777185614461
2011-11-02,793.8189885601065
2011-11-03,794.7381529394931
2011-11-04,792.3651495614804
2011-11-07,794.2467317185208
2011-11-08,795.4332499807376
