Date,FRONTIER AND EMERGING MARKETS SELECT
2014-01-01,1338.918955763507
2014-01-02,1345.12376650694
2014-01-03,1347.7430571083962
2014-01-06,1352.7063308909292
2014-01-07,1351.6910045824648
2014-01-08,1350.360524611285
2014-01-09,1358.1477689136511
2014-01-10,1357.191357695393
2014-01-13,1356.835120486782
2014-01-14,1359.0502517307284
2014-01-15,1362.8181082520173
2014-01-16,1368.9812692293362
2014-01-17,1368.6788421883075
2014-01-20,1368.760756655271
2014-01-21,1380.221211525155
2014-01-22,1372.0146536936545
2014-01-23,1378.4169837059285
2014-01-24,1373.7768542893173
2014-01-27,1360.3876653232683
2014-01-28,1358.3494289016282
2014-01-29,1356.2811640605726
2014-01-30,1349.3402405174336
2014-01-31,1342.984235506983
2014-02-03,1347.337848231553
2014-02-04,1345.647860912747
2014-02-05,1344.5663797270952
2014-02-06,1349.6544086005476
2014-02-07,1349.7594926602437
2014-02-10,1363.7461479912245
2014-02-11,1364.0193525587038
2014-02-12,1371.390927191158
2014-02-13,1370.5950494767928
2014-02-14,1371.010231007594
2014-02-17,1381.405331004267
2014-02-18,1378.3635304237325
2014-02-19,1383.772849599074
2014-02-20,1379.983585367865
2014-02-21,1378.2536494832323
2014-02-24,1381.6270434396745
2014-02-25,1386.2829654599298
2014-02-26,1383.7311062975052
2014-02-27,1381.6667659679856
2014-02-28,1390.84072784988
2014-03-03,1376.3983022222278
2014-03-04,1373.9353494696338
2014-03-05,1369.5001852229182
2014-03-06,1383.424881869597
2014-03-07,1382.7866079241787
2014-03-10,1385.3977125548952
2014-03-11,1384.055583739272
2014-03-12,1371.3980578166907
2014-03-13,1370.9002221079006
2014-03-14,1366.8825905788758
2014-03-17,1381.787254315639
2014-03-18,1390.6821137022444
2014-03-19,1397.0615336908418
2014-03-20,1408.064792647471
2014-03-21,1411.1745752601885
2014-03-24,1404.0208412201582
2014-03-25,1413.0760056541246
2014-03-26,1420.2862543007648
2014-03-27,1435.089686643029
2014-03-28,1436.0437319476077
2014-03-31,1441.143806990146
2014-04-01,1461.385485471181
2014-04-02,1470.4123161978764
2014-04-03,1473.2598622065764
2014-04-04,1473.488618027422
2014-04-07,1489.6097361329698
2014-04-08,1491.9623889534585
2014-04-09,1505.2507753321906
2014-04-10,1514.3626867110254
2014-04-11,1514.246170196473
2014-04-14,1498.0260241483977
2014-04-15,1504.613735271979
2014-04-16,1513.1781404786843
2014-04-17,1516.9945349337386
2014-04-18,1515.0521013639293
2014-04-21,1524.0134781263816
2014-04-22,1533.1332790072136
2014-04-23,1541.2837872369041
2014-04-24,1541.0389975326898
2014-04-25,1536.607949228547
2014-04-28,1525.0306637913282
2014-04-29,1518.7557757635768
2014-04-30,1522.9865529358274
2014-05-01,1527.0798005248218
2014-05-02,1531.0372059234764
2014-05-05,1546.4750535447563
2014-05-06,1541.6496504850545
2014-05-07,1545.8699286624646
2014-05-08,1546.06058002935
2014-05-09,1545.5241978742756
2014-05-12,1541.6803673240465
2014-05-13,1555.8075581318833
2014-05-14,1565.006563690387
2014-05-15,1551.4396590546532
2014-05-16,1551.15389430044
2014-05-19,1531.522887813829
2014-05-20,1513.4988626134088
2014-05-21,1519.0188509809302
2014-05-22,1534.2227544214047
2014-05-23,1536.4357248059105
2014-05-26,1559.7399264428464
2014-05-27,1574.230894754619
2014-05-28,1565.6658210685919
2014-05-29,1610.2710435464503
2014-05-30,1619.4420227042854
2014-06-02,1609.114904283252
2014-06-03,1599.8581569146324
2014-06-04,1595.0147294130616
2014-06-05,1600.658801329092
2014-06-06,1602.32633392047
2014-06-09,1586.4088457215225
2014-06-10,1586.4098061033046
2014-06-11,1577.9874334947676
2014-06-12,1579.2106009503484
2014-06-13,1581.535497528246
2014-06-16,1545.7360118652823
2014-06-17,1527.9126036037223
2014-06-18,1535.576543392073
2014-06-19,1530.568021487576
2014-06-20,1536.2100399565338
2014-06-23,1534.8293362407244
2014-06-24,1523.2408000365178
2014-06-25,1532.742033260982
2014-06-26,1518.7106817555698
2014-06-27,1520.9125253857906
2014-06-30,1509.2630938290195
2014-07-01,1530.575007528551
2014-07-02,1556.74113347872
2014-07-03,1549.9160382234882
2014-07-04,1549.529769200863
2014-07-07,1552.7181637015724
2014-07-08,1559.7265344360367
2014-07-09,1571.8549583853444
2014-07-10,1584.9130276492967
2014-07-11,1584.522384559976
2014-07-14,1592.27187259023
2014-07-15,1588.0492503686075
2014-07-16,1598.911180187957
2014-07-17,1593.973510660999
2014-07-18,1600.2215038801985
2014-07-21,1587.186973002028
2014-07-22,1590.0155057273244
2014-07-23,1582.8328618763092
2014-07-24,1584.0146642574878
2014-07-25,1580.4450985209876
2014-07-28,1575.1323293234077
2014-07-29,1578.9635304060478
2014-07-30,1590.8959137200366
2014-07-31,1584.6412910285912
2014-08-01,1582.0964611903773
2014-08-04,1589.8152568085252
2014-08-05,1588.969009675322
2014-08-06,1586.131178499516
2014-08-07,1589.2422684239343
2014-08-08,1585.0618164424336
2014-08-11,1573.9450649574555
2014-08-12,1574.9015665918323
2014-08-13,1581.1875978699136
2014-08-14,1576.2393922753636
2014-08-15,1576.3431172688424
2014-08-18,1579.1468647698127
2014-08-19,1583.1964127065687
2014-08-20,1581.5813959742725
2014-08-21,1583.8828188826167
2014-08-22,1582.437791584887
2014-08-25,1572.7157486890555
2014-08-26,1575.1571644317012
2014-08-27,1575.7218055476844
2014-08-28,1560.892140337772
2014-08-29,1568.2414689920747
2014-09-01,1577.7468501126232
2014-09-02,1585.5606153975402
2014-09-03,1598.1654931181733
2014-09-04,1592.299287642765
2014-09-05,1594.5045987373442
2014-09-08,1594.6221929114363
2014-09-09,1593.7537109269228
2014-09-10,1594.4742065097712
2014-09-11,1596.3834002528927
2014-09-12,1601.1065778663474
2014-09-15,1602.0960473100079
2014-09-16,1608.760233805972
2014-09-17,1608.3657197733562
2014-09-18,1614.5093049754307
2014-09-19,1614.9768222187508
2014-09-22,1613.1224661968492
2014-09-23,1605.2205844733958
2014-09-24,1602.4446719903192
2014-09-25,1595.1036649986315
2014-09-26,1598.8391254559251
2014-09-29,1594.4693803707494
2014-09-30,1595.268780937649
2014-10-01,1594.0068255917545
2014-10-02,1587.4722837229917
2014-10-03,1584.214831329849
2014-10-06,1584.04394316064
2014-10-07,1580.5852955027062
2014-10-08,1578.4124370155712
2014-10-09,1571.4492714076184
2014-10-10,1562.151914323108
2014-10-13,1542.236775817191
2014-10-14,1536.2309758591682
2014-10-15,1523.6854905721866
2014-10-16,1509.1982085097197
2014-10-17,1511.5339974847657
2014-10-20,1514.3503415832317
2014-10-21,1519.5150729817744
2014-10-22,1521.880863808613
2014-10-23,1532.6867340666493
2014-10-24,1534.5406490894609
2014-10-27,1522.6509431758807
2014-10-28,1520.4009295696032
2014-10-29,1520.5248895887903
2014-10-30,1522.9902100918378
2014-10-31,1527.111077699379
2014-11-03,1530.1440926908613
2014-11-04,1517.77183646473
2014-11-05,1498.5049664413618
2014-11-06,1477.70346673604
2014-11-07,1474.4612273273726
2014-11-10,1484.5198430176283
2014-11-11,1492.6720776776415
2014-11-12,1494.8657214912168
2014-11-13,1488.9052302502666
2014-11-14,1488.9891017787536
2014-11-17,1489.1439830373283
2014-11-18,1489.0235046951072
2014-11-19,1482.6947733143622
2014-11-20,1473.1267051715145
2014-11-21,1478.2104569198714
2014-11-24,1483.413450296002
2014-11-25,1472.8984952188398
2014-11-26,1487.291324483577
2014-11-27,1485.4405688275133
2014-11-28,1466.8143190002784
2014-12-01,1442.576348477919
2014-12-02,1444.7403381656106
2014-12-03,1451.774642193882
2014-12-04,1455.2867639931371
2014-12-05,1455.1278642251407
2014-12-08,1436.6211153415077
2014-12-09,1415.2355647757918
2014-12-10,1412.0314725683645
2014-12-11,1384.9316129632748
2014-12-12,1376.2495718595833
2014-12-15,1340.1598104862567
2014-12-16,1313.8055085846868
2014-12-17,1285.8985976625736
2014-12-18,1302.6060952096047
2014-12-19,1311.8399683523148
2014-12-22,1373.2668421206752
2014-12-23,1394.0034235074286
2014-12-24,1412.6584731559453
2014-12-25,1407.7253982549485
2014-12-26,1405.8039242153698
2014-12-29,1407.9510739817083
2014-12-30,1405.1323850602319
2014-12-31,1404.8250537417837
2015-01-01,1407.5054623435065
2015-01-02,1401.7070961857842
2015-01-05,1385.4144609657546
2015-01-06,1357.9625138116687
2015-01-07,1348.1933013895803
2015-01-08,1357.4736357410434
2015-01-09,1360.730493531583
2015-01-12,1366.5841560635236
2015-01-13,1367.2862631799421
2015-01-14,1367.2179545111987
2015-01-15,1360.973191720451
2015-01-16,1366.8268412338446
2015-01-19,1374.67571939069
2015-01-20,1370.8268080324142
2015-01-21,1376.8608288750231
2015-01-22,1374.5890246005586
2015-01-23,1373.9058597194253
2015-01-26,1371.62441332679
2015-01-27,1370.038060823994
2015-01-28,1367.9179771624217
2015-01-29,1357.2641019119553
2015-01-30,1354.1798654198114
2015-02-02,1364.3487412570266
2015-02-03,1373.9171077591614
2015-02-04,1381.1144919035062
2015-02-05,1379.5188100174996
2015-02-06,1374.5499014163595
2015-02-09,1370.805850779472
2015-02-10,1372.9297047569949
2015-02-11,1367.3192920058652
2015-02-12,1366.5284725627184
2015-02-13,1375.1347682512724
2015-02-16,1375.8736472806836
2015-02-17,1387.6093017926826
2015-02-18,1394.1436959359887
2015-02-19,1400.8177424402386
2015-02-20,1404.7769795443926
2015-02-23,1416.6901024081897
2015-02-24,1421.5439398429673
2015-02-25,1421.5476159861093
2015-02-26,1407.1801329021505
2015-02-27,1403.8265301068086
2015-03-02,1402.5367674986926
2015-03-03,1408.5237619945406
2015-03-04,1406.1387410711075
2015-03-05,1409.3894456410478
2015-03-06,1413.1423339989851
2015-03-09,1409.2346913568108
2015-03-10,1404.7061059787586
2015-03-11,1400.5022281628926
2015-03-12,1407.272537920899
2015-03-13,1401.361381418032
2015-03-16,1399.3063147639841
2015-03-17,1404.0003259584394
2015-03-18,1401.2875432681947
2015-03-19,1402.089700898332
2015-03-20,1406.5902840198314
2015-03-23,1401.2105831645893
2015-03-24,1396.560439327262
2015-03-25,1395.6509783944173
2015-03-26,1373.4647593595162
