Date,SELECT WAEMU COUNTRIES IMI
2014-05-30,1000.0
2014-06-02,1006.2072805425381
2014-06-03,994.259355537917
2014-06-04,993.5244114369527
2014-06-05,1005.2312107706196
2014-06-06,1011.7255515110404
2014-06-09,1008.3133316361459
2014-06-10,1000.4585837625436
2014-06-11,1001.6601463065695
2014-06-12,1003.6167707112977
2014-06-13,1001.1635747745372
2014-06-16,1008.7875501668339
2014-06-17,1004.4190241626405
2014-06-18,1007.3813196241086
2014-06-19,1019.9390299040344
2014-06-20,1015.3172636343527
2014-06-23,1015.323143631556
2014-06-24,1014.9306261379156
2014-06-25,1017.8870440979712
2014-06-26,1008.9157537423453
2014-06-27,1010.6895465145997
2014-06-30,1025.8622079966276
2014-07-01,1021.3250428452696
2014-07-02,1017.5107754333894
2014-07-03,1006.7741224379284
2014-07-04,1016.4905860901088
2014-07-07,1013.7225849345555
2014-07-08,1038.9215052259794
2014-07-09,1036.6603158770336
2014-07-10,1033.6548541611264
2014-07-11,1038.27058210179
2014-07-14,1043.9888926939636
2014-07-15,1034.6877753194617
2014-07-16,1031.2282144746082
2014-07-17,1029.631764090437
2014-07-18,1028.9843641855516
2014-07-21,1030.313231733099
2014-07-22,1026.2744065469608
2014-07-23,1027.4939009302514
2014-07-24,1027.9136436546464
2014-07-25,1020.0929925764475
2014-07-28,1020.5865474633922
2014-07-29,1014.1619435661804
2014-07-30,1022.0497299636007
2014-07-31,1022.2297634156586
2014-08-01,1029.5017177803775
2014-08-04,1036.7512373674583
2014-08-05,1054.8705500749365
2014-08-06,1053.5364374590442
2014-08-07,1053.141976521108
2014-08-08,1060.1087286582538
2014-08-11,1081.1011062629216
2014-08-12,1077.033104748252
2014-08-13,1078.8875752220047
2014-08-14,1077.5981633606198
2014-08-15,1077.7995499013227
2014-08-18,1069.0524122055365
2014-08-19,1065.4216913826947
2014-08-20,1060.9149971291565
2014-08-21,1066.276641535823
2014-08-22,1072.315121563706
2014-08-25,1066.0725692508065
2014-08-26,1071.211579222874
2014-08-27,1068.7737215225497
2014-08-28,1064.3075764576054
2014-08-29,1060.4688895451125
2014-09-01,1059.2122046918169
2014-09-02,1058.401203609809
2014-09-03,1059.0732899412176
2014-09-04,1045.6368183744437
2014-09-05,1047.6132053593108
2014-09-08,1042.70661776844
2014-09-09,1039.9686868420774
2014-09-10,1040.0698369908641
2014-09-11,1035.0411366529133
2014-09-12,1038.7124384566969
2014-09-15,1044.0583778571968
2014-09-16,1047.2377214984124
2014-09-17,1044.0009666027254
2014-09-18,1015.615014215397
2014-09-19,1021.8801676162581
2014-09-22,1028.6586781515198
2014-09-23,1032.8862575104715
2014-09-24,1022.7782663256183
2014-09-25,1016.6932231811793
2014-09-26,1012.6446183450507
2014-09-29,1004.8475161518127
2014-09-30,997.5436901930542
2014-10-01,993.16829272038
2014-10-02,994.6576430689147
2014-10-03,999.0726114958284
2014-10-06,1014.2796739051576
2014-10-07,1022.4060358249089
2014-10-08,1019.0473538199154
2014-10-09,1020.3841676571802
2014-10-10,1016.8784912412663
2014-10-13,1019.4549310379185
2014-10-14,1018.4535390212261
2014-10-15,1016.2253482514915
2014-10-16,1019.9868471583704
2014-10-17,1006.3762551740066
2014-10-20,1009.3782888873757
2014-10-21,999.16838152664
2014-10-22,990.6618964366926
2014-10-23,976.0348350065403
2014-10-24,988.5136169352228
2014-10-27,990.8631042673717
2014-10-28,987.4961992189037
2014-10-29,983.8146374085297
2014-10-30,974.2231282129952
2014-10-31,964.0014183498487
2014-11-03,964.0816053927912
2014-11-04,964.1670174468136
2014-11-05,960.1106428877013
2014-11-06,948.7235987137385
2014-11-07,945.4188943740841
2014-11-10,953.0106386768833
2014-11-11,951.124746754749
2014-11-12,959.8769493547512
2014-11-13,904.1049843874193
2014-11-14,955.8057101145419
2014-11-17,954.2140375804444
2014-11-18,943.9959597831722
2014-11-19,944.6739927534486
2014-11-20,956.2082712044504
2014-11-21,954.9533535252237
2014-11-24,957.3380928419018
2014-11-25,984.9294467019085
2014-11-26,992.787950726807
2014-11-27,981.4051375957141
2014-11-28,979.681577439012
2014-12-01,980.1466220201719
2014-12-02,982.8135519054993
2014-12-03,969.671305289141
2014-12-04,982.1541734181147
2014-12-05,969.4405679285803
2014-12-08,965.5964324642913
2014-12-09,973.2817425295838
2014-12-10,973.7947815233929
2014-12-11,974.4417039270237
2014-12-12,981.9458004904018
2014-12-15,975.6135005913942
2014-12-16,969.9201042011742
2014-12-17,959.8538183771692
2014-12-18,948.7889376603715
2014-12-19,951.4153958502908
2014-12-22,943.9864457885052
2014-12-23,937.9145687136266
2014-12-24,947.9359798553073
2014-12-25,947.9359798553073
2014-12-26,957.323301184288
2014-12-29,955.4410265899595
2014-12-30,976.7607664318381
2014-12-31,974.9894381607659
2015-01-01,974.9894381607659
2015-01-02,955.7542151862762
2015-01-05,953.797715189016
2015-01-06,950.4157032018463
2015-01-07,937.444847256937
2015-01-08,941.8799892088348
2015-01-09,946.9781908048268
2015-01-12,947.2476331781639
2015-01-13,938.8155820263083
2015-01-14,936.537501364811
2015-01-15,919.1201755814768
2015-01-16,916.7495426690006
2015-01-19,933.1134672643653
2015-01-20,922.6759972908393
2015-01-21,918.5666807428906
2015-01-22,907.6745392589607
2015-01-23,897.879053885728
2015-01-26,897.0670060738191
2015-01-27,909.8101736641383
2015-01-28,942.5117805822994
2015-01-29,907.91588079826
2015-01-30,912.8683085414684
2015-02-02,911.4512334035436
2015-02-03,918.6902595807776
2015-02-04,948.7093236319282
2015-02-05,936.32758649049
2015-02-06,928.9246412808099
2015-02-09,928.1876657078877
2015-02-10,930.9865415664003
2015-02-11,932.4895460841283
2015-02-12,939.9581133905186
2015-02-13,938.2553890403549
2015-02-16,939.160541786026
2015-02-17,939.4368424817462
2015-02-18,939.5515690680477
2015-02-19,949.17839616793
2015-02-20,960.744816503981
2015-02-23,958.9096574401856
2015-02-24,956.0845604625453
2015-02-25,968.3125068106633
2015-02-26,969.4768073992952
2015-02-27,960.5461673928205
2015-03-02,964.8661243937763
2015-03-03,965.8894137972152
2015-03-04,956.2800522849657
2015-03-05,953.820373565509
2015-03-06,938.8664316792482
2015-03-09,942.9926346332569
2015-03-10,927.1634393968038
2015-03-11,912.501900933924
2015-03-12,915.2179207937792
2015-03-13,910.0816574614834
2015-03-16,913.3287548692866
2015-03-17,913.0058145731488
2015-03-18,920.1009604601627
2015-03-19,915.569168242917
2015-03-20,932.7337431903208
2015-03-23,942.6367329502726
2015-03-24,937.4924206507884
2015-03-25,946.5135271848114
2015-03-26,941.7962322667435
2015-03-27,941.0496504149069
2015-03-30,928.5201166000217
2015-03-31,920.1908548175122
2015-04-01,880.5530401017074
2015-04-02,916.3034825448801
2015-04-03,918.7012068209153
2015-04-06,931.4486005917041
2015-04-07,916.944654121285
2015-04-08,910.9908339831347
2015-04-09,900.2835869286268
2015-04-10,895.1558596567133
2015-04-13,895.069403219172
2015-04-14,904.1082695344178
2015-04-15,909.1993126647085
2015-04-16,913.1126619968451
2015-04-17,927.1309317849101
2015-04-20,924.6617058480607
2015-04-21,914.559771856787
2015-04-22,904.7829296597279
2015-04-23,918.4433492320626
2015-04-24,932.1894835681832
2015-04-27,937.0150681480053
2015-04-28,938.5055317593665
2015-04-29,951.2827909951848
2015-04-30,990.0978767682069
2015-05-01,991.5999584426042
2015-05-04,963.9011236111012
2015-05-05,955.9761138459485
2015-05-06,1000.0308813430152
2015-05-07,965.6235692201061
2015-05-08,964.0282680907717
2015-05-11,971.5710662261741
2015-05-12,988.4580891124454
2015-05-13,990.3543109708262
2015-05-14,992.7533438926835
2015-05-15,1001.0742809571302
2015-05-18,994.4330960472811
2015-05-19,974.4295546510243
2015-05-20,976.3685675203607
2015-05-21,974.0428429253751
2015-05-22,968.9805557948678
