Date,FM ex GCC IMI
2010-11-30,1000.0
2010-12-01,1008.4712735309369
2010-12-02,1018.5049619116343
2010-12-03,1022.0782380008613
2010-12-06,1019.8148728439238
2010-12-07,1012.3112971121341
2010-12-08,1008.4676216536141
2010-12-09,1011.0708654155761
2010-12-10,1013.2581617117615
2010-12-13,1010.019344158866
2010-12-14,1014.7286589179272
2010-12-15,1011.5668812651886
2010-12-16,1006.5346162286678
2010-12-17,1006.1813942560716
2010-12-20,1000.9664309785801
2010-12-21,1008.4580579246714
2010-12-22,1013.2207799845885
2010-12-23,1012.5153422744088
2010-12-24,1013.5743766965475
2010-12-27,1016.0408473794231
2010-12-28,1016.3760569307332
2010-12-29,1018.8921725226215
2010-12-30,1027.1230525283472
2010-12-31,1032.9848713997035
2011-01-03,1032.350301689711
2011-01-04,1031.8687346317276
2011-01-05,1036.4300491562062
2011-01-06,1040.4879829163956
2011-01-07,1036.9576733841798
2011-01-10,1003.5926309261895
2011-01-11,1028.7273252560992
2011-01-12,1037.1995183856532
2011-01-13,1044.3487571248577
2011-01-14,1049.0242678413501
2011-01-17,1046.60673551867
2011-01-18,1043.9593662587847
2011-01-19,1047.0939996051384
2011-01-20,1027.1418449232976
2011-01-21,1030.7525383650848
2011-01-24,1029.5918060244935
2011-01-25,1038.296929982537
2011-01-26,1053.7366937623601
2011-01-27,1053.7128361673483
2011-01-28,1049.1971259742222
2011-01-31,1039.6918986727378
2011-02-01,1035.7299537506792
2011-02-02,1041.630145304669
2011-02-03,1035.8312657981655
2011-02-04,1035.9379288820799
2011-02-07,1018.9101339364147
2011-02-08,1034.8838955286883
2011-02-09,1031.125100039158
2011-02-10,1020.2327134638508
2011-02-11,1015.3530204810334
2011-02-14,990.5056643993782
2011-02-15,998.045207579212
2011-02-16,994.7281716825036
2011-02-17,995.4712767143322
2011-02-18,994.46269800577
2011-02-21,992.8523745023707
2011-02-22,987.6564748837177
2011-02-23,982.204182746753
2011-02-24,971.1170630009084
2011-02-25,970.159492673015
2011-02-28,954.4327571033402
2011-03-01,965.3165569575425
2011-03-02,951.8268424442871
2011-03-03,956.0474786239912
2011-03-04,959.6536183256474
2011-03-07,968.5102953815582
2011-03-08,973.2886970219114
2011-03-09,978.193199709338
2011-03-10,983.0684311169721
2011-03-11,984.0584121281197
2011-03-14,972.8314075694003
2011-03-15,953.3422261803447
2011-03-16,949.5480113183194
2011-03-17,954.6655288021703
2011-03-18,956.2379916948673
2011-03-21,962.213065908026
2011-03-22,968.8215475608023
2011-03-23,966.6528158695926
2011-03-24,963.1799288144407
2011-03-25,962.9294576437036
2011-03-28,959.6035939620564
2011-03-29,957.8226590245985
2011-03-30,960.4197724515437
2011-03-31,964.8062261679374
2011-04-01,971.304407876445
2011-04-04,977.2141364552979
2011-04-05,978.3363164777111
2011-04-06,981.4681039751302
2011-04-07,982.3342038347854
2011-04-08,987.1958324211375
2011-04-11,976.7465040065367
2011-04-12,975.4568329984431
2011-04-13,977.0077638215236
2011-04-14,973.3541508958175
2011-04-15,973.1427209089214
2011-04-18,965.2008589540898
2011-04-19,963.3373185470077
2011-04-20,967.8152030039848
2011-04-21,969.124355004398
2011-04-22,969.8630739103131
2011-04-25,963.6240402295348
2011-04-26,962.6931230288334
2011-04-27,969.8378400147603
2011-04-28,971.6176351445273
2011-04-29,973.3915420854914
2011-05-02,972.9211178785416
2011-05-03,967.840851173505
2011-05-04,968.0419831805209
2011-05-05,964.4845032249397
2011-05-06,962.7971417316915
2011-05-09,957.9057570833676
2011-05-10,963.1793352090973
2011-05-11,957.5453619635819
2011-05-12,956.6680808140652
2011-05-13,957.6666603754094
2011-05-16,957.393533597053
2011-05-17,954.7620143536203
2011-05-18,953.325115582291
2011-05-19,952.2679069742097
2011-05-20,948.8976545573083
2011-05-23,931.6978041587912
2011-05-24,933.101416598084
2011-05-25,926.6042211253313
2011-05-26,934.6154994778391
2011-05-27,941.9199938471465
2011-05-30,944.5512062730243
2011-05-31,951.5341067457341
2011-06-01,950.1651659294324
2011-06-02,951.8558722004038
2011-06-03,954.27486538809
2011-06-06,953.3240011078327
2011-06-07,957.5969557453666
2011-06-08,955.8243092524275
2011-06-09,959.8680882137946
2011-06-10,956.4271869020665
2011-06-13,951.1240753954728
2011-06-14,951.5689615649374
2011-06-15,948.562614275095
2011-06-16,941.6618604296774
2011-06-17,945.4217970815293
2011-06-20,936.4754988840651
2011-06-21,940.8703817467101
2011-06-22,943.3222757028636
2011-06-23,939.8748162928357
2011-06-24,938.9256539150707
2011-06-27,940.5089136254671
2011-06-28,940.2044132179453
2011-06-29,944.334460931046
2011-06-30,952.0745764670602
2011-07-01,953.4225921761877
2011-07-04,956.5601491010049
2011-07-05,959.4351780276493
2011-07-06,955.4558315299485
2011-07-07,959.6453563736234
2011-07-08,956.8373505778776
2011-07-11,946.3985486114594
2011-07-12,938.0786250309571
2011-07-13,939.8816518721108
2011-07-14,937.3131105887348
2011-07-15,943.4440701607565
2011-07-18,934.7741843448164
2011-07-19,936.1405836322944
2011-07-20,940.2930332481815
2011-07-21,946.9060981542634
2011-07-22,949.4635504199102
2011-07-25,948.0054703363869
2011-07-26,948.0368243762856
2011-07-27,940.8410088021894
2011-07-28,933.2190158513869
2011-07-29,933.1284436711912
2011-08-01,928.6281387833537
2011-08-02,922.1958721639492
2011-08-03,920.8625966354521
2011-08-04,906.635771691888
2011-08-05,894.754624196379
2011-08-08,865.0739214575824
2011-08-09,845.5890799270107
2011-08-10,849.1681492734542
2011-08-11,852.5036814219815
2011-08-12,861.9465881724547
2011-08-15,866.8072180500053
2011-08-16,866.2137275517307
2011-08-17,868.2225859032453
2011-08-18,860.5412253702029
2011-08-19,850.7224203227402
2011-08-22,845.0916056807754
2011-08-23,847.1398424281384
2011-08-24,853.1255199720155
2011-08-25,852.1628611813877
2011-08-26,851.3138714769453
2011-08-29,853.3647554104463
2011-08-30,859.4807720770884
2011-08-31,864.2303143581695
2011-09-01,859.8449182819174
2011-09-02,859.2776504771617
2011-09-05,851.064838038746
2011-09-06,843.050401993775
2011-09-07,850.3645188912075
2011-09-08,849.6146994721679
2011-09-09,839.6354638148454
2011-09-12,826.6085232931883
2011-09-13,833.2920997859625
2011-09-14,830.2619958430536
2011-09-15,830.9425957122666
2011-09-16,833.1183430663714
2011-09-19,821.1967399709614
2011-09-20,819.0949077665538
2011-09-21,813.8594734204161
2011-09-22,797.562689486075
2011-09-23,791.2013545601699
2011-09-26,790.1360809585988
2011-09-27,793.4253179383693
2011-09-28,788.6395786285086
2011-09-29,788.5788661818247
2011-09-30,785.5591004052658
2011-10-03,772.2476546233336
2011-10-04,775.599525657624
2011-10-05,775.1113712440927
2011-10-06,775.0083915106402
2011-10-07,775.8297321485335
2011-10-10,775.8316642159832
2011-10-11,772.5326873297724
2011-10-12,781.3603869181014
2011-10-13,780.9443459235455
2011-10-14,788.6937113590378
2011-10-17,782.7258353936453
2011-10-18,777.2640935384125
2011-10-19,780.4340646187839
2011-10-20,781.4098871295722
2011-10-21,787.0337413682564
2011-10-24,789.3160333574582
2011-10-25,793.5615445774843
2011-10-26,785.9251781595559
2011-10-27,794.5131901092385
2011-10-28,801.0194930591347
2011-10-31,786.0092996865507
2011-11-01,781.3659309102784
2011-11-02,781.530369285835
2011-11-03,782.2763543671813
2011-11-04,782.5471451565836
2011-11-07,783.2191193206775
2011-11-08,790.0266795945879
2011-11-09,781.6810237366378
2011-11-10,783.1714319782982
2011-11-11,788.0338531683057
2011-11-14,778.2822615863523
2011-11-15,767.3913571697203
2011-11-16,773.8240969833015
2011-11-17,773.939450948278
2011-11-18,772.0888330884785
2011-11-21,767.4692846832177
2011-11-22,769.9582944668192
2011-11-23,759.0613396720101
2011-11-24,756.5020312247009
2011-11-25,751.5139045312523
2011-11-28,750.307320587876
2011-11-29,745.7843527027643
2011-11-30,752.1415279467057
2011-12-01,754.6383353184659
2011-12-02,753.6074642591228
2011-12-05,753.6135269773384
2011-12-06,750.2963381665455
2011-12-07,749.3285319283582
2011-12-08,742.9402105019637
2011-12-09,745.640140815877
2011-12-12,738.9134804221168
2011-12-13,740.6986823210859
2011-12-14,733.6073304261984
2011-12-15,734.7231482358058
2011-12-16,736.5059851340363
2011-12-19,728.1356119538651
2011-12-20,734.3169618145347
2011-12-21,738.9846336560126
2011-12-22,741.2040158171284
2011-12-23,740.8845849246441
2011-12-26,738.5404091337898
