Date,FM ASIA INDEX IMI
2010-11-30,1000.0
2010-12-01,1010.0350203670898
2010-12-02,1023.8459142092237
2010-12-03,1029.3456218731208
2010-12-06,1025.8347461768567
2010-12-07,1010.9779737682054
2010-12-08,1002.5909775431919
2010-12-09,1008.3699862122851
2010-12-10,1013.7918570223111
2010-12-13,1002.0834421584204
2010-12-14,1006.9809206272902
2010-12-15,1001.5325478870417
2010-12-16,996.473522084111
2010-12-17,1000.6131214859214
2010-12-20,982.4245452234145
2010-12-21,998.358612686619
2010-12-22,999.7422061615608
2010-12-23,995.5877695347618
2010-12-24,995.8447486124071
2010-12-27,1006.539411685823
2010-12-28,1010.003938396259
2010-12-29,1013.9904335530844
2010-12-30,1022.1319604095222
2010-12-31,1024.210892831127
2011-01-03,1009.9163754652852
2011-01-04,997.6462397779627
2011-01-05,996.6286106723119
2011-01-06,985.7835471936247
2011-01-07,987.2635861534501
2011-01-10,907.4398423487908
2011-01-11,971.6211174171546
2011-01-12,984.1079555809628
2011-01-13,983.9214156607267
2011-01-14,987.0820556335013
2011-01-17,977.2022963340054
2011-01-18,961.8381318956723
2011-01-19,953.3943355302772
2011-01-20,902.82113545
2011-01-21,905.26386981
2011-01-24,900.93090856
2011-01-25,931.6209076292715
2011-01-26,964.2327447074837
2011-01-27,971.3404916528274
2011-01-28,974.6088913170231
2011-01-31,975.593806056176
2011-02-01,963.2293616684977
2011-02-02,967.8269994612245
2011-02-03,959.6606244147816
2011-02-04,960.65706645053
2011-02-07,916.5140697412659
2011-02-08,949.9986690802187
2011-02-09,939.4136162269737
2011-02-10,929.2198838888519
2011-02-11,914.7215039672406
2011-02-14,851.9893535332918
2011-02-15,878.2735928899739
2011-02-16,875.9144593190185
2011-02-17,873.1175043462953
2011-02-18,870.5700292871836
2011-02-21,876.0417056795194
2011-02-22,865.319111512587
2011-02-23,855.1443993401309
2011-02-24,839.145439233951
2011-02-25,836.3996262750729
2011-02-28,795.7862276134828
2011-03-01,830.3515155936942
2011-03-02,807.2911006495469
2011-03-03,815.3754994078173
2011-03-04,823.3279929592096
2011-03-07,845.5107205874118
2011-03-08,862.556021304492
2011-03-09,878.6493332601929
2011-03-10,903.8303999206274
2011-03-11,906.7103569963306
2011-03-14,883.93677606312
2011-03-15,861.6915950369754
2011-03-16,860.4592032087851
2011-03-17,865.0296197818448
2011-03-18,861.0872946707688
2011-03-21,864.8964684687869
2011-03-22,858.1134964792963
2011-03-23,849.8500520052584
2011-03-24,840.3030229171828
2011-03-25,840.8478973806851
2011-03-28,841.7121575274646
2011-03-29,842.3897332986313
2011-03-30,844.3797590218625
2011-03-31,851.4741411854936
2011-04-01,855.4780922424915
2011-04-04,863.7367663111802
2011-04-05,860.0839895251992
2011-04-06,861.8874788947643
2011-04-07,864.996549603531
2011-04-08,867.4684750055585
2011-04-11,849.5782599604405
2011-04-12,857.7799058950088
2011-04-13,853.7709021627379
2011-04-14,851.3194842151042
2011-04-15,852.0864202690002
2011-04-18,846.5170858223657
2011-04-19,838.3771957257387
2011-04-20,836.7792644333629
2011-04-21,840.7723709572416
2011-04-22,839.3426986802197
2011-04-25,821.6446469273965
2011-04-26,817.9213966105294
2011-04-27,835.5536415091881
2011-04-28,834.586503769713
2011-04-29,836.7648077348421
2011-05-02,836.2090485124198
2011-05-03,826.6246402818275
2011-05-04,826.6376554268821
2011-05-05,826.4174126817496
2011-05-06,824.8971411846757
2011-05-09,814.0530167051586
2011-05-10,808.2217203360769
2011-05-11,805.4427984027767
2011-05-12,810.9013239984557
2011-05-13,809.6183279861143
2011-05-16,815.0327513662863
2011-05-17,811.4176282469731
2011-05-18,804.6735108150198
2011-05-19,799.2407750532846
2011-05-20,796.4699734078996
2011-05-23,772.7640136962902
2011-05-24,772.6282542445847
2011-05-25,758.6109886452741
2011-05-26,768.1252008478435
2011-05-27,772.8268877750795
2011-05-30,782.4853249282776
2011-05-31,794.9025354367618
2011-06-01,797.4340915191041
2011-06-02,806.204179810754
2011-06-03,805.1298589885697
2011-06-06,808.0949946036324
2011-06-07,822.3043596082593
2011-06-08,822.9024234010055
2011-06-09,828.4287594754012
2011-06-10,829.2693407708396
2011-06-13,822.5060398860948
2011-06-14,817.4340095592584
2011-06-15,817.019744041866
2011-06-16,815.7391788552287
2011-06-17,812.2253568985049
2011-06-20,799.3263506458848
2011-06-21,809.920313933807
2011-06-22,812.949844118148
2011-06-23,814.5943668961595
2011-06-24,812.1194229318679
2011-06-27,817.533339265772
2011-06-28,813.5236107054039
2011-06-29,817.6063618176183
2011-06-30,819.8664822215746
2011-07-01,817.6893686671839
2011-07-04,819.952881696334
2011-07-05,830.3106784479422
2011-07-06,834.6867834255256
2011-07-07,837.3502530171197
2011-07-08,835.7748738235903
2011-07-11,837.1946529857297
2011-07-12,837.9953364127745
2011-07-13,840.4815204996905
2011-07-14,841.3167798714377
2011-07-15,844.1021880021856
2011-07-18,838.3947261554699
2011-07-19,842.4431475415898
2011-07-20,846.6104487947217
2011-07-21,847.1301698530327
