Date,UNITED KINGDOM SMALL VALUE
1998-12-31,250.74915461273298
1999-01-01,250.74915461273298
1999-01-04,250.13580304327178
1999-01-05,250.1547495006848
1999-01-06,253.85673535664432
1999-01-07,254.42993336064004
1999-01-08,256.8445002614732
1999-01-11,258.2264903121213
1999-01-12,256.89884984747107
1999-01-13,253.00369299439868
1999-01-14,253.40909291598314
1999-01-15,253.28659401804393
1999-01-18,253.4265289259618
1999-01-19,253.47417053936522
1999-01-20,251.77577704974354
1999-01-21,251.2255931652867
1999-01-22,250.15328022724125
1999-01-25,251.1905404483074
1999-01-26,252.21199999061145
1999-01-27,254.07729687259257
1999-01-28,257.08605274915925
1999-01-29,260.17723722501336
1999-02-01,265.0646778420315
1999-02-02,269.8634499774075
1999-02-03,270.3829470737977
1999-02-04,274.69214053938947
1999-02-05,275.57737226094423
1999-02-08,277.0452102107662
1999-02-09,276.57829257853274
1999-02-10,273.9299044662219
1999-02-11,275.1720366012137
1999-02-12,277.51087740333423
1999-02-15,278.60347968126877
1999-02-16,280.7949590026999
1999-02-17,279.4495975111844
1999-02-18,278.01794383538254
1999-02-19,280.78430035527253
1999-02-22,281.9280620477688
1999-02-23,281.629663666608
1999-02-24,280.89672210446986
1999-02-25,279.5351534799115
1999-02-26,281.7906863347909
1999-03-01,284.8456348547998
1999-03-02,287.2418620189836
1999-03-03,289.54083632068375
1999-03-04,291.3593311348393
1999-03-05,292.9937822475504
1999-03-08,293.26122101596644
1999-03-09,294.8668809041001
1999-03-10,297.4764914477256
1999-03-11,304.8724577798506
1999-03-12,306.2688394823811
1999-03-15,303.89059093907076
1999-03-16,305.97997414606283
1999-03-17,303.3276252061327
1999-03-18,303.66680442545885
1999-03-19,306.67398013163734
1999-03-22,308.32417427713386
1999-03-23,309.1644840015792
1999-03-24,309.11964396150813
1999-03-25,308.37221678612434
1999-03-26,310.56332381566716
1999-03-29,311.2525275030364
1999-03-30,309.0929754441147
1999-03-31,307.7260279654987
1999-04-01,305.2276637657137
1999-04-02,305.69707771807276
1999-04-05,307.0468080912617
1999-04-06,304.0762838627784
1999-04-07,305.4424741775722
1999-04-08,308.3514414292267
1999-04-09,310.5210567055066
1999-04-12,310.51291460151765
1999-04-13,313.5363184773501
1999-04-14,316.0882287206664
1999-04-15,319.5301686529213
1999-04-16,325.9380913826631
1999-04-19,332.66422939723566
1999-04-20,330.66183772313457
1999-04-21,331.4532809321095
1999-04-22,335.11084657826524
1999-04-23,336.3414989199497
1999-04-26,337.0338019642925
1999-04-27,337.621093880607
1999-04-28,338.49673310937237
1999-04-29,338.4959363700908
1999-04-30,340.9639098467018
1999-05-03,341.3510938465277
1999-05-04,345.19722822323547
1999-05-05,343.5082511964757
1999-05-06,343.44218729791515
1999-05-07,341.88654946147113
1999-05-10,341.15474425488037
1999-05-11,342.00678244439456
1999-05-12,342.2606635788937
1999-05-13,344.2663103045856
1999-05-14,341.2936203703501
1999-05-17,339.1598982672934
1999-05-18,338.69485794866324
1999-05-19,338.5381478259074
1999-05-20,339.141369656508
1999-05-21,340.25011104828803
1999-05-24,338.6509065782749
1999-05-25,336.04162984501613
1999-05-26,338.9326753791104
1999-05-27,340.23839672145965
1999-05-28,340.2998739597459
1999-05-31,341.3945602787942
1999-06-01,342.26430053582754
1999-06-02,346.2882643961625
1999-06-03,345.8345855237157
1999-06-04,348.8407010753272
1999-06-07,350.3800821983057
1999-06-08,347.6317387712208
1999-06-09,347.93437029054786
1999-06-10,348.045839706332
1999-06-11,350.0315797606421
1999-06-14,353.0776901865748
1999-06-15,351.01621265757854
1999-06-16,355.91684156666463
1999-06-17,357.53910356494845
1999-06-18,356.20489162237385
1999-06-21,358.56726665821986
1999-06-22,359.2234741309802
1999-06-23,355.71463792733516
1999-06-24,353.9956450710889
1999-06-25,350.55378979500045
1999-06-28,352.38332599144934
1999-06-29,352.6488705111129
1999-06-30,352.9818770077201
1999-07-01,356.81619132651133
1999-07-02,359.321429951998
1999-07-05,360.76948404794757
1999-07-06,359.5300393220362
1999-07-07,359.59024607658154
1999-07-08,362.42562359804424
1999-07-09,362.47168038098596
1999-07-12,366.7075920623421
1999-07-13,364.5269491049488
1999-07-14,365.40149177702096
1999-07-15,366.68186339476574
1999-07-16,367.6735362965438
1999-07-19,368.25250400073764
1999-07-20,361.53491721432863
1999-07-21,357.6384287743504
1999-07-22,359.81979558666603
1999-07-23,358.68173341256306
1999-07-26,354.3043685221384
1999-07-27,354.67314772083864
1999-07-28,355.98404366980213
1999-07-29,357.7641117336661
1999-07-30,359.89343055977434
1999-08-02,360.6755553210445
1999-08-03,361.3951608219372
1999-08-04,360.68230119781066
1999-08-05,357.64082132796716
1999-08-06,358.444990609312
1999-08-09,358.5821520535273
1999-08-10,357.6847478010893
1999-08-11,359.1404966087307
1999-08-12,360.96053888774964
1999-08-13,364.2010417565928
1999-08-16,364.80847590868933
1999-08-17,366.4531838057586
1999-08-18,367.139380867763
1999-08-19,367.30262722844515
1999-08-20,366.7406209091935
1999-08-23,368.7473236993591
1999-08-24,367.9779101574667
1999-08-25,369.47507528237026
1999-08-26,371.16990883690926
1999-08-27,370.285984379065
1999-08-30,370.4524050725362
1999-08-31,371.73114814692843
1999-09-01,370.6120927070423
1999-09-02,367.50331749994643
1999-09-03,371.0646559286201
1999-09-06,373.49029713546224
1999-09-07,374.27238579558485
1999-09-08,375.64068028655157
1999-09-09,377.93126620977154
1999-09-10,378.2437973365522
1999-09-13,375.8715473334466
1999-09-14,370.49538067553794
1999-09-15,368.27750506654684
1999-09-16,364.73793847397764
1999-09-17,364.98193362094815
1999-09-20,365.68817161159694
1999-09-21,363.40503307043775
1999-09-22,359.6398851060857
1999-09-23,363.0549082231284
1999-09-24,358.21177431834695
1999-09-27,359.9594167620933
1999-09-28,357.8244564851288
1999-09-29,352.14548506073265
1999-09-30,351.9697281901056
1999-10-01,352.25507610727095
1999-10-04,352.17853899365406
1999-10-05,353.0827398837955
1999-10-06,352.8018480307371
1999-10-07,352.26192810561696
1999-10-08,355.77026711629395
1999-10-11,355.02943672217043
1999-10-12,350.88217795709255
1999-10-13,346.33012882056346
1999-10-14,345.50996315593136
1999-10-15,341.0606530832165
1999-10-18,338.06526980747253
1999-10-19,340.77924298652874
1999-10-20,340.66748178429793
1999-10-21,339.8629328427387
1999-10-22,341.00389587124664
1999-10-25,341.6684385883376
1999-10-26,341.51593866287595
1999-10-27,342.17240050501783
1999-10-28,342.5919908096819
1999-10-29,343.9511903060876
1999-11-01,346.44917665565134
1999-11-02,348.170446072342
1999-11-03,349.2762330115849
1999-11-04,351.1115805440211
1999-11-05,350.5892341680337
1999-11-08,351.8376022847124
1999-11-09,352.6217781712417
1999-11-10,352.3135693414525
1999-11-11,354.4687537254562
1999-11-12,358.1896445068848
1999-11-15,363.00995099317174
1999-11-16,364.05775728820913
1999-11-17,363.7065213208789
1999-11-18,365.4560262417908
1999-11-19,368.44174723637855
1999-11-22,370.0973908556602
1999-11-23,372.1851154590621
1999-11-24,372.3781420564242
1999-11-25,372.5927385521787
1999-11-26,373.74681502086815
1999-11-29,375.65848949132186
1999-11-30,373.1464309478701
1999-12-01,372.97024688811433
1999-12-02,376.00959058331176
1999-12-03,378.8826318638943
1999-12-06,376.5665873377688
1999-12-07,377.3024166459194
1999-12-08,376.9441894770855
1999-12-09,379.31195365238614
1999-12-10,380.16426297703373
1999-12-13,383.29960672397084
1999-12-14,382.5311593256886
1999-12-15,379.29533989623894
1999-12-16,376.3745641884526
1999-12-17,380.43592610497353
1999-12-20,379.6636158097176
1999-12-21,381.64534499189733
1999-12-22,383.29642350596487
1999-12-23,382.94759648476696
1999-12-24,383.8068349226375
1999-12-27,385.4775478227907
1999-12-28,386.62486271050824
1999-12-29,390.0108630183481
1999-12-30,391.33667381242276
1999-12-31,391.33616626845355
2000-01-03,389.2404513144134
2000-01-04,387.3263405036502
2000-01-05,381.93661957776595
2000-01-06,384.7874178915978
2000-01-07,388.60804238562014
2000-01-10,392.0579776152728
2000-01-11,394.3721235825548
2000-01-12,394.25875666706077
2000-01-13,395.245532382705
2000-01-14,398.5181469642534
2000-01-17,400.87115838533254
2000-01-18,399.22890955474446
2000-01-19,398.13666557095877
2000-01-20,400.25881932006115
2000-01-21,398.5905418857585
2000-01-24,398.7732981832354
2000-01-25,391.0906134324768
2000-01-26,391.27645817185834
2000-01-27,396.02199046056364
2000-01-28,393.5179287666636
2000-01-31,391.51197679583737
2000-02-01,390.72359642857475
2000-02-02,384.61016100751146
2000-02-03,379.13942161976036
2000-02-04,376.07073188816565
2000-02-07,375.0767266508299
2000-02-08,373.52711407951546
2000-02-09,373.25684675528043
2000-02-10,370.21365916366545
2000-02-11,369.3282101106453
2000-02-14,371.23901151988554
2000-02-15,369.5713110027378
2000-02-16,370.7634213765353
2000-02-17,372.3397219939812
2000-02-18,373.7950532832297
2000-02-21,374.4068651909627
2000-02-22,373.40276105872033
2000-02-23,372.6138183713124
2000-02-24,375.8980293369681
2000-02-25,382.64306822154606
2000-02-28,385.1514822725013
2000-02-29,385.65322053702187
2000-03-01,389.9561429627237
2000-03-02,392.65059047611106
2000-03-03,399.2437069404411
2000-03-06,400.2082970951494
2000-03-07,403.8853802358102
2000-03-08,401.72199551503996
2000-03-09,399.54675455709236
2000-03-10,402.89079130416945
2000-03-13,398.48902748911325
2000-03-14,396.0785586540895
2000-03-15,388.57023989897255
2000-03-16,387.57979257751236
2000-03-17,393.04589781915115
2000-03-20,393.13859057670453
2000-03-21,390.2633937813119
2000-03-22,393.4087708508702
2000-03-23,393.44931421415765
2000-03-24,395.98126752956654
2000-03-27,399.37819945332905
2000-03-28,400.6559384660164
2000-03-29,404.3568260980558
2000-03-30,401.2335468069826
2000-03-31,398.02478592862167
2000-04-03,396.140363828251
2000-04-04,389.54657584092985
2000-04-05,380.0976884777196
2000-04-06,386.5791276415167
2000-04-07,391.48064663654634
2000-04-10,392.0228494263654
2000-04-11,388.90320875650804
2000-04-12,390.2590537595106
2000-04-13,388.0178474085085
2000-04-14,383.6540291096483
2000-04-17,368.74436799241096
2000-04-18,372.1575522307774
2000-04-19,379.22197348696517
2000-04-20,380.4911594047346
2000-04-21,380.4911594047346
2000-04-24,380.3581956329355
2000-04-25,386.44553141762873
2000-04-26,393.94985437649507
2000-04-27,398.78664926775923
2000-04-28,398.6901778067206
2000-05-01,397.027248292564
2000-05-02,405.3027764126063
2000-05-03,411.9920663264883
2000-05-04,407.2099161349897
2000-05-05,404.4324219582997
2000-05-08,405.5798034186385
2000-05-09,400.1115865206653
2000-05-10,391.8919755397335
2000-05-11,388.54982855355166
2000-05-12,392.6996412491801
2000-05-15,389.7419862392503
2000-05-16,394.2572385398093
2000-05-17,398.4067684910363
2000-05-18,394.2751705881418
2000-05-19,392.23636539497346
2000-05-22,388.040207850622
2000-05-23,380.5739043436025
2000-05-24,376.9575955913765
2000-05-25,378.6790124709755
2000-05-26,373.05565728135826
2000-05-29,374.3398202315272
2000-05-30,376.1785748336725
2000-05-31,379.61781929835973
2000-06-01,381.026377427523
2000-06-02,384.99794807887196
2000-06-05,388.26108107511885
2000-06-06,387.5300396877065
2000-06-07,387.65717283661985
2000-06-08,387.13139409615434
2000-06-09,386.82981711232986
2000-06-12,389.4126108005304
2000-06-13,386.5874185024452
2000-06-14,386.47766544120407
2000-06-15,390.731121628633
2000-06-16,390.9211239995885
2000-06-19,391.1470938605697
2000-06-20,392.6776596959543
2000-06-21,394.51840463698267
2000-06-22,402.2197848114433
2000-06-23,401.99875255242983
2000-06-26,401.2054380906057
2000-06-27,398.7653065642494
2000-06-28,400.598067197225
2000-06-29,399.29714219138464
2000-06-30,395.07278339715947
2000-07-03,398.7185106789028
2000-07-04,401.27206736526847
2000-07-05,397.5107031899801
2000-07-06,398.25707458391355
2000-07-07,402.05556203498844
2000-07-10,401.6148481595951
2000-07-11,402.189930354417
2000-07-12,404.97341698016174
2000-07-13,405.2217089148527
2000-07-14,405.3660990822058
2000-07-17,404.5586830415073
2000-07-18,404.3008498964925
2000-07-19,407.99352457188417
2000-07-20,411.18742441163846
2000-07-21,412.3744670160305
2000-07-24,412.86006021831906
2000-07-25,409.14924081103356
2000-07-26,407.7150632769007
2000-07-27,408.5654967927429
2000-07-28,410.3616003771561
2000-07-31,408.61415637530257
2000-08-01,409.60427761922705
2000-08-02,412.98193092362123
2000-08-03,417.0947298995506
2000-08-04,419.49467139890123
2000-08-07,421.2403321081842
2000-08-08,424.4235679824414
2000-08-09,425.49245328923575
2000-08-10,420.9054550368087
2000-08-11,425.2764555466056
2000-08-14,428.42023848314517
2000-08-15,425.3403290663611
2000-08-16,425.506693099984
2000-08-17,423.29512234880957
2000-08-18,425.23880721183485
2000-08-21,428.1876786006122
2000-08-22,429.1158366515195
2000-08-23,431.09676275041267
2000-08-24,428.5007001522072
2000-08-25,427.21285306993826
2000-08-28,429.3522824553559
2000-08-29,429.1182854909943
2000-08-30,429.5176826291774
2000-08-31,434.5003931123864
2000-09-01,434.995079379453
2000-09-04,438.22633898249006
2000-09-05,440.31258530884423
2000-09-06,444.56295075753144
2000-09-07,442.41600272419316
2000-09-08,441.420968066755
2000-09-11,441.5770433428485
2000-09-12,434.65392451282526
2000-09-13,434.10912964317754
2000-09-14,437.6161740836414
2000-09-15,436.6775030541031
2000-09-18,438.21878339730875
2000-09-19,435.9352856167318
2000-09-20,439.48124923159247
2000-09-21,435.48040327892335
2000-09-22,427.38526777743766
2000-09-25,433.66703721293106
2000-09-26,429.6763691840807
2000-09-27,428.8740547468567
2000-09-28,426.45322380627533
2000-09-29,431.60456488231586
2000-10-02,429.77383534298104
2000-10-03,427.74756179284674
2000-10-04,428.04656466933136
2000-10-05,429.4167389596697
2000-10-06,427.8371022285735
2000-10-09,426.3159399999223
2000-10-10,426.215970525776
2000-10-11,421.91891076714097
2000-10-12,426.9985310710432
2000-10-13,422.50579433964293
2000-10-16,426.9248044926283
2000-10-17,424.79738566973555
2000-10-18,425.82526122195054
2000-10-19,429.1272745872784
2000-10-20,434.45128566052347
2000-10-23,436.6836185947401
2000-10-24,438.252075582436
2000-10-25,437.88763194832677
2000-10-26,436.88079629591243
2000-10-27,436.3455280531134
2000-10-30,437.93605488949
2000-10-31,439.02437204579917
2000-11-01,436.43266173644594
2000-11-02,437.5037619289158
2000-11-03,437.464210536569
2000-11-06,437.9066816511571
2000-11-07,437.6982663856219
2000-11-08,439.68957104387516
2000-11-09,437.52253368429626
2000-11-10,436.14501511263006
2000-11-13,436.7474235144659
2000-11-14,435.90321395007226
2000-11-15,436.18289159173986
2000-11-16,436.48965015746245
2000-11-17,437.2174848800584
2000-11-20,440.2892471736905
2000-11-21,437.40863684864524
2000-11-22,434.30216772781165
2000-11-23,431.07052167030173
2000-11-24,433.9968654952242
2000-11-27,436.57933261036203
2000-11-28,432.84117203601176
2000-11-29,428.5657243368865
2000-11-30,419.68486908187094
2000-12-01,424.92828113356
2000-12-04,422.7596750111705
