Date,SWITZERLAND SMALL VALUE
1998-12-31,317.4500521971693
1999-01-01,317.4500521971693
1999-01-04,319.484520233946
1999-01-05,319.86019920478105
1999-01-06,321.65715544884233
1999-01-07,319.30132704268743
1999-01-08,322.38262670397546
1999-01-11,321.7147114846023
1999-01-12,320.12046442463975
1999-01-13,317.9214404855102
1999-01-14,317.2284636623723
1999-01-15,315.44492158167134
1999-01-18,316.3927255485243
1999-01-19,316.74575529962215
1999-01-20,313.56704568214974
1999-01-21,311.8061561802519
1999-01-22,310.4460481118735
1999-01-25,310.0157476371791
1999-01-26,307.91572754822573
1999-01-27,307.3753390738515
1999-01-28,308.3882264325074
1999-01-29,310.2662731949073
1999-02-01,311.1347086779116
1999-02-02,311.723607571783
1999-02-03,311.27470086462483
1999-02-04,311.0824333689759
1999-02-05,310.9088197346994
1999-02-08,311.95825140634213
1999-02-09,309.81361221324954
1999-02-10,308.16196484568496
1999-02-11,310.55017857520164
1999-02-12,311.1863334734442
1999-02-15,312.31938036463623
1999-02-16,312.54443398436206
1999-02-17,311.2857260029869
1999-02-18,310.91026036810155
1999-02-19,309.68592147091425
1999-02-22,311.6658997659162
1999-02-23,313.30392791252723
1999-02-24,315.006874306136
1999-02-25,314.441800634159
1999-02-26,316.38128657565545
1999-03-01,314.07506800609326
1999-03-02,314.7007168763155
1999-03-03,315.15774933785804
1999-03-04,315.6352814494169
1999-03-05,316.61570616713806
1999-03-08,316.5503767813725
1999-03-09,316.4060397256256
1999-03-10,317.5660199614253
1999-03-11,322.7997816047909
1999-03-12,322.59189878356005
1999-03-15,322.3973325713177
1999-03-16,323.73049271922343
1999-03-17,323.3158775412149
1999-03-18,324.7205952592592
1999-03-19,326.5308897058079
1999-03-22,324.5121136734459
1999-03-23,322.6700147625908
1999-03-24,321.76244272062485
1999-03-25,321.7723114601999
1999-03-26,322.37161403063845
1999-03-29,323.6346213332788
1999-03-30,321.8824681410555
1999-03-31,323.24624539668605
1999-04-01,324.86217279136804
1999-04-02,324.74913337266554
1999-04-05,324.49705926780615
1999-04-06,325.6597026775098
1999-04-07,327.7225168137873
1999-04-08,328.46902868319927
1999-04-09,330.3242668155049
1999-04-12,330.26880437445953
1999-04-13,330.5414148076393
1999-04-14,331.3588142895673
1999-04-15,331.5405826897707
1999-04-16,332.15265416021225
1999-04-19,333.7966958488605
1999-04-20,331.09730239168454
1999-04-21,331.16971257898905
1999-04-22,332.5826498155987
1999-04-23,335.885773583702
1999-04-26,337.3570723246461
1999-04-27,337.9805386193508
1999-04-28,338.3472884297011
1999-04-29,340.26164330593286
1999-04-30,342.44595137451853
1999-05-03,346.330546868189
1999-05-04,350.487070541274
1999-05-05,349.067489703021
1999-05-06,350.5365225865023
1999-05-07,349.1349184998626
1999-05-10,348.89542144767694
1999-05-11,349.41527840097285
1999-05-12,350.2601245614384
1999-05-13,351.2260305949512
1999-05-14,349.3167530544028
1999-05-17,345.7816025359572
1999-05-18,347.60863595509534
1999-05-19,347.49840449272364
1999-05-20,350.00636194619756
1999-05-21,350.425241699914
1999-05-24,350.9184831613302
1999-05-25,348.50827866566993
1999-05-26,350.4915801977858
1999-05-27,350.84161169318645
1999-05-28,351.8275143840414
1999-05-31,354.64043254641314
1999-06-01,352.1303996314898
1999-06-02,353.0018215598315
1999-06-03,354.519139983315
1999-06-04,356.94076114964236
1999-06-07,355.3871548417488
1999-06-08,354.1536565040098
1999-06-09,354.7992946444827
1999-06-10,352.5432405536199
1999-06-11,353.0634165456377
1999-06-14,353.3152423566714
1999-06-15,353.1030342832131
1999-06-16,353.5079756314209
1999-06-17,353.2931563699762
1999-06-18,353.229630390861
1999-06-21,356.7819692839623
1999-06-22,355.09184545626795
1999-06-23,355.04692804640774
1999-06-24,354.32522621406497
1999-06-25,354.54130329097774
1999-06-28,355.25263479363775
1999-06-29,354.3418376193973
1999-06-30,353.88609337672875
1999-07-01,354.0532757545867
1999-07-02,354.7514641539045
1999-07-05,356.59345271165876
1999-07-06,356.33799959661735
1999-07-07,356.71545819145945
1999-07-08,356.7374866035867
1999-07-09,355.7153004230977
1999-07-12,356.14679431624853
1999-07-13,354.84205040068093
1999-07-14,356.2199656527309
1999-07-15,357.1779201297997
1999-07-16,356.55368627646254
1999-07-19,359.5338224878788
1999-07-20,355.96219434943237
1999-07-21,354.6629001163286
1999-07-22,354.68876089636706
1999-07-23,353.36647541392267
1999-07-26,352.66070103336284
1999-07-27,352.576619504357
1999-07-28,352.21438413323415
1999-07-29,351.1358115739117
1999-07-30,352.43571896696886
1999-08-02,351.12011187695913
1999-08-03,349.8574938755677
1999-08-04,349.7326890250095
1999-08-05,347.15113828923523
1999-08-06,347.46129735445766
1999-08-09,348.042087262845
1999-08-10,345.99609840808324
1999-08-11,346.2267609165397
1999-08-12,349.02539203379047
1999-08-13,349.00964737477545
1999-08-16,351.939892567632
1999-08-17,353.010238772884
1999-08-18,353.5404993493249
1999-08-19,355.3201238671662
1999-08-20,356.7933833697036
1999-08-23,357.63780150336146
1999-08-24,355.89953042936713
1999-08-25,356.3766500332755
1999-08-26,357.1291972732139
1999-08-27,357.71222630880135
1999-08-30,359.1693552707464
1999-08-31,359.25128044302306
1999-09-01,362.18466959261156
1999-09-02,361.0857196002184
1999-09-03,363.5074685809793
1999-09-06,366.06066815870787
1999-09-07,366.1930018901814
1999-09-08,366.2410610005755
1999-09-09,365.9813664444829
1999-09-10,365.1482600320865
1999-09-13,366.3439154588479
1999-09-14,367.0853200319174
1999-09-15,367.93087464351015
1999-09-16,367.5390840955164
1999-09-17,368.1038806574944
1999-09-20,368.0653620217094
1999-09-21,366.6012513533736
1999-09-22,366.4139609360238
1999-09-23,366.67366855621736
1999-09-24,364.60734220180785
1999-09-27,364.51998849136
1999-09-28,365.9166280451674
1999-09-29,364.511537479074
1999-09-30,366.36822512109455
1999-10-01,367.9486956172212
1999-10-04,368.9355778010201
1999-10-05,368.3219882265013
1999-10-06,370.5628384564237
1999-10-07,371.58852065102946
1999-10-08,372.021951696571
1999-10-11,372.14214911652385
1999-10-12,370.0471411642724
1999-10-13,369.9082681901069
1999-10-14,367.9944821159177
1999-10-15,366.5232849533874
1999-10-18,365.2365443937575
1999-10-19,365.4883507844487
1999-10-20,366.4749341921798
1999-10-21,362.6978693685208
1999-10-22,362.9616430197131
1999-10-25,364.47430056889175
1999-10-26,364.6183917988778
1999-10-27,365.61735445610856
1999-10-28,366.2288785266063
1999-10-29,368.68848964554695
1999-11-01,367.6954198364561
1999-11-02,367.4412879284848
1999-11-03,367.70793135712404
1999-11-04,366.8580636082428
1999-11-05,367.83680383378027
1999-11-08,369.77159988328685
1999-11-09,370.3869303895908
1999-11-10,371.2539171357137
1999-11-11,370.39659075675587
1999-11-12,370.93354780451176
1999-11-15,370.85881639297304
1999-11-16,372.2096746280761
1999-11-17,372.1133196414208
1999-11-18,372.66420413617936
1999-11-19,374.09791135731535
