Date,JAPAN SMALL VALUE
1998-12-31,404.09015842986315
1999-01-01,404.09015842986315
1999-01-04,398.27292227423055
1999-01-05,399.3817357695845
1999-01-06,401.25795870352806
1999-01-07,409.88312660222647
1999-01-08,410.5514433848866
1999-01-11,419.88877946472326
1999-01-12,407.15779329770015
1999-01-13,392.98513004383136
1999-01-14,396.1572159826298
1999-01-15,398.22768326874143
1999-01-18,399.7463576882816
1999-01-19,404.0458581543317
1999-01-20,407.63922509311
1999-01-21,410.4564026668247
1999-01-22,406.080139772785
1999-01-25,409.2023772171894
1999-01-26,411.8101965668319
1999-01-27,410.5086156992324
1999-01-28,409.4386252771156
1999-01-29,413.6495739589232
1999-02-01,420.5966405974662
1999-02-02,428.249142256539
1999-02-03,425.0918982884276
1999-02-04,426.43117937168233
1999-02-05,421.4438592438236
1999-02-08,419.67361041490847
1999-02-09,412.7269396110752
1999-02-10,411.9545854444549
1999-02-11,413.6146955624298
1999-02-12,414.36546614207504
1999-02-15,413.43123253884715
1999-02-16,408.8046812354606
1999-02-17,403.70409319274734
1999-02-18,400.9804011617765
1999-02-19,402.12207386488217
1999-02-22,409.8798008303652
1999-02-23,410.98667333951863
1999-02-24,409.8941109862689
1999-02-25,414.64990112225695
1999-02-26,423.4280871654941
1999-03-01,421.7652872508531
1999-03-02,417.80126229402276
1999-03-03,415.39179667308946
1999-03-04,412.6611354659946
1999-03-05,426.4361438588773
1999-03-08,425.2987229651439
1999-03-09,428.19029586414393
1999-03-10,434.8411225504713
1999-03-11,440.9941737032369
1999-03-12,441.5494508934477
1999-03-15,450.56813207059315
1999-03-16,463.44080398987467
1999-03-17,458.93939873018604
1999-03-18,456.76636269541314
1999-03-19,470.4960107870102
1999-03-22,468.26078831809156
1999-03-23,468.8418544547831
1999-03-24,466.27914803015204
1999-03-25,475.12894747026365
1999-03-26,476.0716388525758
1999-03-29,480.29606372816613
1999-03-30,474.7063105780463
1999-03-31,486.2120643335775
1999-04-01,485.6425153873466
1999-04-02,488.66856982632214
1999-04-05,497.0002426245899
1999-04-06,501.6938699749025
1999-04-07,504.5881007618342
1999-04-08,510.89778589977055
1999-04-09,516.4916160832998
1999-04-12,513.3162426931882
1999-04-13,520.7822304294946
1999-04-14,524.7935079407326
1999-04-15,529.1582704083875
1999-04-16,536.1229821189285
1999-04-19,538.9898609810522
1999-04-20,533.6788463032344
1999-04-21,522.9396602488823
1999-04-22,524.1055148268092
1999-04-23,527.5496015725457
1999-04-26,535.7179126966795
1999-04-27,530.6064021704661
1999-04-28,536.5190272937218
1999-04-29,538.7948343741767
1999-04-30,539.9380995692541
1999-05-03,537.2519143808772
1999-05-04,531.6130032834394
1999-05-05,527.6046118269414
1999-05-06,535.3289660315883
1999-05-07,535.3592533481112
1999-05-10,539.5506696348181
1999-05-11,539.1580775224866
1999-05-12,546.1084066836388
1999-05-13,542.1973504336855
1999-05-14,537.1561259309835
1999-05-17,524.5339249144058
1999-05-18,521.9903483639783
1999-05-19,509.4061877258376
1999-05-20,512.068653650944
1999-05-21,515.9771782632249
1999-05-24,516.3702697781665
1999-05-25,516.6099145940591
1999-05-26,525.4040524384341
1999-05-27,527.0081410452306
1999-05-28,524.5949278106708
1999-05-31,522.5658024916954
1999-06-01,532.7032997013199
1999-06-02,541.1536571470489
1999-06-03,537.1639152909064
1999-06-04,540.3723477231185
1999-06-07,550.5621455755066
1999-06-08,549.6437621515332
1999-06-09,558.3348763830899
1999-06-10,565.5211705444085
1999-06-11,570.6241763403597
1999-06-14,565.5291158185833
1999-06-15,564.0527355639705
1999-06-16,573.9340960873735
1999-06-17,581.9929565483029
1999-06-18,577.338572531312
1999-06-21,583.9104290338433
1999-06-22,589.6794899720159
1999-06-23,589.0076254361363
1999-06-24,583.5886382533483
1999-06-25,577.1839059245513
1999-06-28,585.9501642815253
1999-06-29,592.1144735633711
1999-06-30,595.6285750394052
1999-07-01,611.6857149953687
1999-07-02,619.038470662286
1999-07-05,623.6898203340832
1999-07-06,624.6895783739532
1999-07-07,628.088742583589
1999-07-08,625.3967073877134
1999-07-09,623.3429303856334
1999-07-12,634.7629571980088
1999-07-13,637.621854494862
1999-07-14,642.0853578500287
1999-07-15,641.4399212069229
1999-07-16,635.657965855639
1999-07-19,650.2745997239224
1999-07-20,634.8276851439182
1999-07-21,635.9023618620918
1999-07-22,627.5061605284712
1999-07-23,625.9562324848818
1999-07-26,617.2034612520617
1999-07-27,614.7411818056213
1999-07-28,618.3044519061084
1999-07-29,619.9250390269684
1999-07-30,622.2151173691805
1999-08-02,622.9756999980873
1999-08-03,620.006349711115
1999-08-04,616.4717596198024
1999-08-05,603.1473530712711
1999-08-06,596.3295970373956
1999-08-09,598.6568350402628
1999-08-10,602.4555647019109
1999-08-11,602.9160895993072
1999-08-12,606.145379386091
1999-08-13,610.2197609338384
1999-08-16,626.7224509148406
1999-08-17,631.7497585064391
1999-08-18,639.0862960039042
1999-08-19,634.5305996963621
1999-08-20,637.6451175090777
1999-08-23,643.0582755116825
1999-08-24,648.276574423651
1999-08-25,656.8227208704088
1999-08-26,652.4607053280284
1999-08-27,649.3580884199945
1999-08-30,654.7576969686734
1999-08-31,653.4025065568984
1999-09-01,658.869612544813
1999-09-02,653.668543034933
1999-09-03,656.8012358462476
1999-09-06,664.2876489137748
1999-09-07,654.5743324075285
1999-09-08,649.5642954589774
1999-09-09,669.425291696759
1999-09-10,678.0683746451139
1999-09-13,706.9635398823265
1999-09-14,706.2540009783755
1999-09-15,715.5201741102056
1999-09-16,702.8884863927327
1999-09-17,691.3431587224618
1999-09-20,693.16184466579
1999-09-21,700.8068582404694
1999-09-22,687.3245860544837
1999-09-23,690.9426260814417
1999-09-24,671.2249122033274
1999-09-27,659.6723524987509
1999-09-28,663.6227333725785
1999-09-29,650.3372750893533
1999-09-30,668.1118807248846
1999-10-01,676.6686598860384
1999-10-04,670.004498979403
1999-10-05,661.4126927736268
1999-10-06,655.3568392866175
1999-10-07,653.9118454850072
1999-10-08,657.0515987520662
1999-10-11,660.5274023734897
1999-10-12,657.4566063582542
1999-10-13,641.3210146529782
1999-10-14,638.9816217135838
1999-10-15,634.2638789470805
1999-10-18,621.3132791872423
1999-10-19,620.8667579108032
1999-10-20,632.5877980549612
1999-10-21,627.9138075072136
1999-10-22,634.7682760005962
1999-10-25,641.7360785060608
1999-10-26,645.933735386832
1999-10-27,650.1814709064441
1999-10-28,642.6354242073196
1999-10-29,654.9779097402184
1999-11-01,653.6561411008206
1999-11-02,657.6617012159878
1999-11-03,652.6787379614434
1999-11-04,659.6842408275321
1999-11-05,648.7847570108321
1999-11-08,651.0879906364329
1999-11-09,653.4870291610007
1999-11-10,650.5602272073354
1999-11-11,635.1253391882426
1999-11-12,631.40492118688
1999-11-15,619.1550374433083
1999-11-16,614.6952820125915
1999-11-17,624.9477165707758
1999-11-18,641.9753545400242
1999-11-19,644.3794677284094
1999-11-22,651.0855444101891
1999-11-23,657.2605926152237
1999-11-24,654.1197560112303
1999-11-25,644.806311151207
1999-11-26,661.5499106927322
1999-11-29,666.2958038197955
1999-11-30,662.657209474769
1999-12-01,660.253317209862
1999-12-02,657.4191576771678
1999-12-03,658.5694628029245
1999-12-06,639.1248125738067
1999-12-07,641.7062108685471
1999-12-08,632.7633530735711
1999-12-09,632.7512433239317
1999-12-10,639.61601757496
1999-12-13,634.6560689698337
1999-12-14,630.5767105056274
1999-12-15,626.5679282362823
1999-12-16,614.005273886405
1999-12-17,611.0252621347471
1999-12-20,609.0740979593661
1999-12-21,610.6754495506061
1999-12-22,615.8079442003649
1999-12-23,609.7674082889167
1999-12-24,611.5766939469553
1999-12-27,612.8477322139619
1999-12-28,612.4269418278594
