Date,NORWAY SMALL VALUE
1998-12-31,239.42729914606522
1999-01-01,239.42729914606522
1999-01-04,247.03719286860766
1999-01-05,256.310753156884
1999-01-06,264.7872049154519
1999-01-07,265.7011520826471
1999-01-08,274.7064107768674
1999-01-11,277.104371654062
1999-01-12,273.32367349917234
1999-01-13,258.25519139863184
1999-01-14,260.83078850473726
1999-01-15,261.4097857165024
1999-01-18,266.31358285764503
1999-01-19,266.7490258428978
1999-01-20,265.4841229459441
1999-01-21,263.06986037657657
1999-01-22,260.6129448903514
1999-01-25,260.3179565652527
1999-01-26,261.29031684334916
1999-01-27,264.97303614533723
1999-01-28,267.362267343652
1999-01-29,271.22510463749586
1999-02-01,272.6399326320511
1999-02-02,270.7945189435385
1999-02-03,269.4967148760488
1999-02-04,270.92349579248946
1999-02-05,271.6042684958602
1999-02-08,270.88202234216305
1999-02-09,266.55843866975187
1999-02-10,264.84380467361
1999-02-11,265.70694885615524
1999-02-12,269.0381307484627
1999-02-15,267.0909525034031
1999-02-16,266.3102616502503
1999-02-17,259.3977730338984
1999-02-18,258.5603167556563
1999-02-19,260.5654575312368
1999-02-22,260.3231942152007
1999-02-23,261.18190327657214
1999-02-24,263.16207658812476
1999-02-25,262.0871721209465
1999-02-26,262.08587749685665
1999-03-01,263.52704758688856
1999-03-02,261.69293507543034
1999-03-03,262.8296644425538
1999-03-04,264.4954067824068
1999-03-05,269.92435562823016
1999-03-08,269.1589705168526
1999-03-09,267.2227908033093
1999-03-10,265.6375155338705
1999-03-11,269.6635748864635
1999-03-12,274.38173102963407
1999-03-15,273.54664848561106
1999-03-16,272.6096393571072
1999-03-17,272.5300484375707
1999-03-18,274.63435153727414
1999-03-19,277.05706179400187
1999-03-22,275.9205327432532
1999-03-23,275.4403903297512
1999-03-24,273.1653108949318
1999-03-25,273.80052781817847
1999-03-26,274.89187413174943
1999-03-29,278.24991765795573
1999-03-30,276.939292018269
1999-03-31,277.3447793402356
1999-04-01,277.3868172488712
1999-04-02,277.41076612793034
1999-04-05,277.39259688891303
1999-04-06,278.4698993303499
1999-04-07,278.5562034047664
1999-04-08,275.04536626940404
1999-04-09,275.76164682607583
1999-04-12,278.7518397701314
1999-04-13,278.7258778056962
1999-04-14,282.40290826524677
1999-04-15,286.3213458980749
1999-04-16,289.42118491063144
1999-04-19,297.1661316439458
1999-04-20,297.1634275697165
1999-04-21,298.4901145814698
1999-04-22,302.64597909451174
1999-04-23,303.53670803824957
1999-04-26,304.7314326297661
1999-04-27,306.24116421118663
1999-04-28,305.6966211165866
1999-04-29,307.71328427302876
1999-04-30,309.54430334484573
1999-05-03,311.13719784241573
1999-05-04,317.02944550496454
1999-05-05,313.2329346729281
1999-05-06,311.4025395717547
1999-05-07,309.5087160754117
1999-05-10,314.353250195876
1999-05-11,316.8705504590042
1999-05-12,313.5842599140343
1999-05-13,313.66700420073676
1999-05-14,313.83434638843215
1999-05-17,314.12920688064304
1999-05-18,310.9350595329924
1999-05-19,308.7254342981524
1999-05-20,310.1163052504336
1999-05-21,313.43751759699677
1999-05-24,312.37748539702966
1999-05-25,310.2027539101657
1999-05-26,309.42062263852387
1999-05-27,308.268085332457
1999-05-28,306.5617192762362
1999-05-31,309.2542470248519
1999-06-01,312.05049978401746
1999-06-02,311.85514845743563
1999-06-03,311.21448326807314
1999-06-04,312.8323478687783
1999-06-07,313.97559685671223
1999-06-08,314.17886538622326
1999-06-09,313.38228679990857
1999-06-10,316.0584865159891
1999-06-11,319.5526625216999
1999-06-14,322.2952532441372
1999-06-15,322.5592502388262
1999-06-16,323.80292587003174
1999-06-17,322.47439702804013
1999-06-18,323.4232808193981
1999-06-21,326.46999990247684
1999-06-22,324.03003961341375
1999-06-23,323.6605678040982
1999-06-24,321.5455439033792
1999-06-25,316.3997774220225
1999-06-28,321.1899096000115
1999-06-29,324.42534777418103
1999-06-30,323.523213370491
1999-07-01,325.42407501837783
1999-07-02,324.52732195993934
1999-07-05,331.0504507872814
1999-07-06,331.8306039010134
1999-07-07,329.3624673661662
1999-07-08,331.0186477151406
1999-07-09,331.2635600034008
1999-07-12,333.85169215816296
1999-07-13,332.5733366119439
1999-07-14,333.49802696775276
1999-07-15,335.9095453150002
1999-07-16,336.701718552086
1999-07-19,337.89295383173607
1999-07-20,333.35112933786263
1999-07-21,324.49033859038343
1999-07-22,322.83153699603673
1999-07-23,323.4132634621349
1999-07-26,322.15058455951214
1999-07-27,324.4034662449117
1999-07-28,324.01654330752297
1999-07-29,321.7597232887921
1999-07-30,323.98842963517524
1999-08-02,324.50617097003686
1999-08-03,323.1732920738614
1999-08-04,322.1456250360305
1999-08-05,322.9291322106639
1999-08-06,324.5696593654735
1999-08-09,324.81489273998295
1999-08-10,327.3502497431834
1999-08-11,334.1419802819157
1999-08-12,336.1179189118825
1999-08-13,334.6808031102802
1999-08-16,337.33522068706225
1999-08-17,339.03952378040765
1999-08-18,338.84046526776683
1999-08-19,336.75351341578624
1999-08-20,338.27230551997275
1999-08-23,338.6042542987307
1999-08-24,336.71731727225955
