Date,FINLAND SMALL VALUE
1998-12-31,201.92511857147264
1999-01-01,201.8651773776561
1999-01-04,209.14423186911264
1999-01-05,211.24047656678022
1999-01-06,211.24047656678027
1999-01-07,210.21467501709114
1999-01-08,207.65515165187603
1999-01-11,205.72935734634638
1999-01-12,204.5156717072608
1999-01-13,199.51552002389707
1999-01-14,200.02170766875315
1999-01-15,199.4087961048293
1999-01-18,199.66528078213685
1999-01-19,200.94436939572586
1999-01-20,200.32326465812866
1999-01-21,197.18889738523674
1999-01-22,196.6699277220365
1999-01-25,196.37219904243847
1999-01-26,195.73706799675318
1999-01-27,195.79402275195883
1999-01-28,195.4908383883861
1999-01-29,196.09268191710126
1999-02-01,196.28002848845364
1999-02-02,197.93346248474418
1999-02-03,197.3652662499798
1999-02-04,199.69387069689768
1999-02-05,199.99858228208262
1999-02-08,201.87603507527135
1999-02-09,200.5801721332421
1999-02-10,198.07257781192317
1999-02-11,199.76898497482418
1999-02-12,201.53384498339264
1999-02-15,201.47380515546774
1999-02-16,200.86395260436475
1999-02-17,198.35302305636017
1999-02-18,197.6864396084192
1999-02-19,200.48132583966637
1999-02-22,199.99564229804105
1999-02-23,199.90342327637126
1999-02-24,199.79299714863072
1999-02-25,201.1503947010063
1999-02-26,202.31207694548144
1999-03-01,215.30273202921296
1999-03-02,215.2597167102107
1999-03-03,215.4377150574297
1999-03-04,215.99522625860294
1999-03-05,216.38730243282768
1999-03-08,218.47292447255833
1999-03-09,218.61056359578316
1999-03-10,218.90655474694907
1999-03-11,219.58642744435775
1999-03-12,218.8571363145615
1999-03-15,218.51177467246129
1999-03-16,216.43483611368245
1999-03-17,216.38753725618082
1999-03-18,214.9894972696408
1999-03-19,214.84425345320452
1999-03-22,213.45242405643504
1999-03-23,213.86706655901713
1999-03-24,213.35594737487818
1999-03-25,214.8106807002334
1999-03-26,215.68280507376338
1999-03-29,215.9917168674119
1999-03-30,216.66650240927052
1999-03-31,215.06240179369476
1999-04-01,215.0624017936948
1999-04-02,215.06238349241946
1999-04-05,215.06240819769582
1999-04-06,216.28452536616658
1999-04-07,216.92542922636798
1999-04-08,216.17304485157212
1999-04-09,214.93514031294163
1999-04-12,215.31138488088672
1999-04-13,216.87650672174854
1999-04-14,216.33833489785192
1999-04-15,219.8912024458367
1999-04-16,221.41401633459168
1999-04-19,220.58917126535914
1999-04-20,220.50107294019452
1999-04-21,220.06490556347347
1999-04-22,221.1066796743982
1999-04-23,223.30516793925005
1999-04-26,223.89533098675577
1999-04-27,223.37963050626013
1999-04-28,224.31857599914466
1999-04-29,224.52875161724504
1999-04-30,226.45640244756135
1999-05-03,227.3493119867733
1999-05-04,228.91604718283307
1999-05-05,228.93690705526
1999-05-06,229.35670970817432
1999-05-07,230.1643447060234
1999-05-10,230.91506283060477
1999-05-11,230.44455293522864
1999-05-12,231.1193247967969
1999-05-13,231.11933738630293
1999-05-14,230.76583442801524
1999-05-17,231.62367342655304
