Date,NETHERLANDS SMALL VALUE
1998-12-31,350.2204944771814
1999-01-01,350.2240638029001
1999-01-04,354.3746872233618
1999-01-05,352.4996075517997
1999-01-06,351.45242808821104
1999-01-07,348.11368033952226
1999-01-08,345.7648122416568
1999-01-11,345.3480047394444
1999-01-12,342.66045893726135
1999-01-13,331.6148972671278
1999-01-14,330.411638205264
1999-01-15,327.76691069595205
1999-01-18,329.9611479196632
1999-01-19,330.06547853536864
1999-01-20,329.6257622547073
1999-01-21,329.6522475651999
1999-01-22,327.265427038759
1999-01-25,327.61759447128316
1999-01-26,327.3917444796695
1999-01-27,329.3354269565982
1999-01-28,328.41157783137305
1999-01-29,328.3115265190005
1999-02-01,328.7221858578196
1999-02-02,325.1271561750658
1999-02-03,325.6112194550649
1999-02-04,330.3974654851977
1999-02-05,331.59631136679735
1999-02-08,331.9321581813395
1999-02-09,329.8392277399347
1999-02-10,328.0858952269367
1999-02-11,328.6167732070751
1999-02-12,328.97875237623595
1999-02-15,330.21840814651245
1999-02-16,331.4981839449519
1999-02-17,328.3909537124292
1999-02-18,327.7847563351076
1999-02-19,324.3879474524986
1999-02-22,326.77260115483784
1999-02-23,327.90334093292756
1999-02-24,328.41166263181196
1999-02-25,327.0647148305673
1999-02-26,326.4930167566168
1999-03-01,324.2105243849981
1999-03-02,322.88541602738354
1999-03-03,322.3344141782954
1999-03-04,323.2739920292781
1999-03-05,325.95224400652296
1999-03-08,325.5511417109841
1999-03-09,325.88322631401326
1999-03-10,323.5512008469642
1999-03-11,324.2886379233153
1999-03-12,328.64419475466195
1999-03-15,330.5793588058399
1999-03-16,331.113482191305
1999-03-17,333.46220309816664
1999-03-18,343.33663228259076
1999-03-19,346.4604902756598
1999-03-22,350.43944979098427
1999-03-23,351.8936835541219
1999-03-24,353.0983887092273
1999-03-25,356.33671209075686
1999-03-26,355.3739628494722
1999-03-29,360.08620164893097
1999-03-30,364.2914146372572
1999-03-31,366.00327779496587
1999-04-01,363.07626193609235
1999-04-02,363.0206215648224
1999-04-05,363.11600505842796
1999-04-06,364.8347832756038
1999-04-07,366.0670834708215
1999-04-08,363.790442574362
1999-04-09,364.31045625804313
1999-04-12,364.10771404685914
1999-04-13,366.95056703787196
1999-04-14,368.4078571695281
1999-04-15,375.77911794467644
1999-04-16,381.7773907095812
1999-04-19,389.07104816292434
1999-04-20,384.47378169194263
1999-04-21,387.89673210683657
1999-04-22,389.815245875332
1999-04-23,386.7019530778501
1999-04-26,387.09026705819593
1999-04-27,391.451894290604
1999-04-28,390.66263242838687
1999-04-29,389.36808137103594
1999-04-30,389.4159271862914
1999-05-03,390.59830244219444
1999-05-04,391.7917427433814
1999-05-05,391.8865920694113
1999-05-06,391.5239722948718
1999-05-07,391.5561281686571
1999-05-10,391.40899717549127
1999-05-11,390.99157457067275
1999-05-12,385.9807501837401
1999-05-13,385.9807501837401
1999-05-14,381.29755523401934
1999-05-17,376.1196344688587
1999-05-18,376.0347202331733
1999-05-19,377.2285926118612
1999-05-20,379.45873201061164
1999-05-21,381.634756176939
1999-05-24,381.63475617693905
1999-05-25,380.1428547502885
1999-05-26,379.27566329416345
1999-05-27,381.6015014578859
1999-05-28,379.70645571542366
1999-05-31,383.7521321579586
1999-06-01,384.43179158065107
1999-06-02,382.9506320302199
1999-06-03,384.545979380626
1999-06-04,385.17846043576986
1999-06-07,387.21381455620923
1999-06-08,386.8944591074794
1999-06-09,387.76582337124967
1999-06-10,387.17543067259714
1999-06-11,388.3313288275158
1999-06-14,387.3093274582437
1999-06-15,386.6603065272476
1999-06-16,387.6348495608678
1999-06-17,388.55866493565554
1999-06-18,389.98580960125037
1999-06-21,392.016542046945
1999-06-22,391.34427138718405
1999-06-23,390.10878961510764
1999-06-24,389.9071628997528
1999-06-25,388.07014342451043
1999-06-28,390.00768578009274
1999-06-29,391.179613362175
1999-06-30,391.87606312843747
1999-07-01,393.29236227916107
1999-07-02,394.0644658012662
1999-07-05,401.2593921142796
1999-07-06,402.56984149176895
1999-07-07,403.88472113000415
1999-07-08,405.8335509891741
1999-07-09,407.69812943225827
1999-07-12,409.98066561175
1999-07-13,407.74906990027296
1999-07-14,408.6757377574884
1999-07-15,408.50362045418973
1999-07-16,409.57332588111984
1999-07-19,408.4306245179743
1999-07-20,406.7703535096015
1999-07-21,402.6747040414879
1999-07-22,400.73516342689834
1999-07-23,399.7226077522052
1999-07-26,396.9047819187015
1999-07-27,396.97170298396514
1999-07-28,398.1803276717054
1999-07-29,395.5895460772088
1999-07-30,393.78590633102806
1999-08-02,391.7777972009612
1999-08-03,390.39142129306146
1999-08-04,389.8001451080122
1999-08-05,387.9996974315072
1999-08-06,390.2457676912462
1999-08-09,391.39939766611866
1999-08-10,390.3738585421461
1999-08-11,393.24464795541274
1999-08-12,394.19618516246453
1999-08-13,394.34931691903404
1999-08-16,395.79094671051104
1999-08-17,394.56795346375003
1999-08-18,392.8602738195929
1999-08-19,391.4804592733965
1999-08-20,393.46725710150855
1999-08-23,395.7404570283891
1999-08-24,395.5052414441263
1999-08-25,394.0644477835203
1999-08-26,395.4532926480494
1999-08-27,395.6681601050096
1999-08-30,395.5666741720195
1999-08-31,393.1816587450455
1999-09-01,396.18602442230207
1999-09-02,388.8003260933128
1999-09-03,390.3807093769321
1999-09-06,390.4367547628975
1999-09-07,389.82075810421696
1999-09-08,387.60013321166844
1999-09-09,389.6679647189529
1999-09-10,390.54176590386203
1999-09-13,387.7037585617474
1999-09-14,386.2222987989063
1999-09-15,385.96718850266524
1999-09-16,383.44393322415783
1999-09-17,384.46507536196407
1999-09-20,386.25006840131715
1999-09-21,382.4047045416356
1999-09-22,380.1413307092832
1999-09-23,379.7989151937543
1999-09-24,377.78648269879886
1999-09-27,377.6686063698622
1999-09-28,376.0087332092609
1999-09-29,374.7559711549499
1999-09-30,373.6655780441786
1999-10-01,372.5164643535884
1999-10-04,372.6288077901903
1999-10-05,374.2585817384764
1999-10-06,374.5915969748011
1999-10-07,376.73514316424087
1999-10-08,376.3125900110734
1999-10-11,375.90066159702275
1999-10-12,374.4697092650758
1999-10-13,371.22530904741564
1999-10-14,372.21587399617846
1999-10-15,370.63315676416767
1999-10-18,367.6662338407452
1999-10-19,370.5524716087687
1999-10-20,369.8962682819286
1999-10-21,367.4457580610239
1999-10-22,367.60580220033086
1999-10-25,369.54631317101206
1999-10-26,369.58661239474725
1999-10-27,366.1585615167896
1999-10-28,366.4282352183192
1999-10-29,366.4214272632906
