Date,FRANCE SMALL VALUE
1998-12-31,295.7922414133205
1999-01-01,295.5224202420095
1999-01-04,298.09094304062006
1999-01-05,297.3055903874435
1999-01-06,297.7593458881885
1999-01-07,295.5190668685933
1999-01-08,295.77807520087646
1999-01-11,296.55092093275044
1999-01-12,296.2358311089035
1999-01-13,291.19548438061753
1999-01-14,291.7038773682861
1999-01-15,292.0063122102365
1999-01-18,293.1404422967719
1999-01-19,294.13989782824973
1999-01-20,292.2802562320854
1999-01-21,291.50945810359894
1999-01-22,289.0819161525499
1999-01-25,290.8306678529871
1999-01-26,291.2158933549114
1999-01-27,291.1379090170927
1999-01-28,290.4196625472173
1999-01-29,291.4574194469473
1999-02-01,294.39733105542757
1999-02-02,292.5689543991439
1999-02-03,291.5765101418083
1999-02-04,291.4841111033846
1999-02-05,290.94687916127486
1999-02-08,290.783362619306
1999-02-09,290.99427691521765
1999-02-10,289.1066327095794
1999-02-11,288.8706756594624
1999-02-12,290.1884737306949
1999-02-15,290.9232513269355
1999-02-16,291.26753830763636
1999-02-17,288.54588084909585
1999-02-18,287.0703099025715
1999-02-19,286.1447045398442
1999-02-22,288.9585191279548
1999-02-23,290.29052992591545
1999-02-24,289.472163116378
1999-02-25,288.8844819684872
1999-02-26,287.5641198085784
1999-03-01,288.48650058254765
1999-03-02,289.0781005488158
1999-03-03,289.41459885064444
1999-03-04,288.5143233678207
1999-03-05,289.52884923484777
1999-03-08,290.2797769272289
1999-03-09,291.10976709772996
1999-03-10,290.9501730216049
1999-03-11,290.43618284068987
1999-03-12,290.43904942768967
1999-03-15,290.14087021949524
1999-03-16,289.84825462763746
1999-03-17,288.9097984777124
1999-03-18,287.68749923935246
1999-03-19,288.6761439516167
1999-03-22,288.2038754319981
1999-03-23,287.0331453396328
1999-03-24,285.29207951606014
1999-03-25,286.790767078446
1999-03-26,287.13458711506223
1999-03-29,288.3812356099434
1999-03-30,289.1185887151407
1999-03-31,290.5392696827591
1999-04-01,292.73509852492793
1999-04-02,292.7350984110113
1999-04-05,292.7351006102292
1999-04-06,295.09612880243554
1999-04-07,294.72813132235103
1999-04-08,295.46455805110315
1999-04-09,295.5610770544039
1999-04-12,295.5450831955971
1999-04-13,295.03030025887915
1999-04-14,297.14745711754273
1999-04-15,297.26945318933275
1999-04-16,298.5521538757262
1999-04-19,299.9787102522197
1999-04-20,299.0181756566418
1999-04-21,299.1517013696166
1999-04-22,299.0215994619153
1999-04-23,299.8399285939915
1999-04-26,302.39022240763586
1999-04-27,302.6291273710984
1999-04-28,302.9829072970629
1999-04-29,301.3503788136751
1999-04-30,302.26668131247874
1999-05-03,304.1601149879785
1999-05-04,307.7109479539333
1999-05-05,305.83143896066235
1999-05-06,306.0694004193662
1999-05-07,305.66616325737436
1999-05-10,307.5964209873535
1999-05-11,308.8571812263029
1999-05-12,309.963482804933
1999-05-13,311.46967913917945
1999-05-14,311.1048250010811
1999-05-17,308.13176906655644
1999-05-18,307.92176046168925
1999-05-19,307.35258079554893
