Date,ITALY SMALL VALUE
1998-12-31,310.9902801889015
1999-01-01,311.02453293293684
1999-01-04,319.1727228309452
1999-01-05,317.3747594785592
1999-01-06,317.37475947855927
1999-01-07,314.217132136605
1999-01-08,312.0957021219127
1999-01-11,309.6313809582853
1999-01-12,307.0444358849049
1999-01-13,297.28184447204296
1999-01-14,302.50636313475724
1999-01-15,303.0376143633209
1999-01-18,306.86853830437883
1999-01-19,305.61768909673594
1999-01-20,305.07226493041134
1999-01-21,300.28932644802364
1999-01-22,296.2081938298041
1999-01-25,294.0840826379262
1999-01-26,299.7930258191422
1999-01-27,304.4552299223178
1999-01-28,305.3160369051315
1999-01-29,305.5688994125384
1999-02-01,305.95470547849476
1999-02-02,305.15492655991443
1999-02-03,305.3418784492903
1999-02-04,308.4399303440782
1999-02-05,307.3473189027523
1999-02-08,303.38893547471594
1999-02-09,301.6926688746008
1999-02-10,299.9419286265345
1999-02-11,302.7141844969736
1999-02-12,303.3134621585021
1999-02-15,305.00455627610563
1999-02-16,303.80590526194004
1999-02-17,301.60622277838314
1999-02-18,302.4339407824392
1999-02-19,302.08507334228864
1999-02-22,303.91328074225487
1999-02-23,306.11795138022893
1999-02-24,305.7973363667252
1999-02-25,306.1689485257319
1999-02-26,305.4542061957226
1999-03-01,303.97773474976543
1999-03-02,303.0690383281148
1999-03-03,302.18005837184523
1999-03-04,301.9149382319093
1999-03-05,304.0876512597508
1999-03-08,305.20926704095154
1999-03-09,307.5319459983053
1999-03-10,308.7765713969171
1999-03-11,311.3115735194445
1999-03-12,311.102311161176
1999-03-15,313.13545378249614
1999-03-16,312.39085120402353
1999-03-17,311.52214991691056
1999-03-18,310.7394058683577
1999-03-19,312.327661688489
1999-03-22,314.0604058186833
1999-03-23,313.57840621102935
1999-03-24,306.84705087292633
1999-03-25,310.9820735773919
1999-03-26,310.53999256312375
1999-03-29,312.1823626446749
1999-03-30,312.6134135245375
1999-03-31,315.01424736820286
1999-04-01,315.5328717814889
1999-04-02,315.5328717655591
1999-04-05,315.5328717909544
1999-04-06,316.89962107587274
1999-04-07,317.43402160705307
1999-04-08,318.80730383996354
1999-04-09,318.28729917295306
1999-04-12,316.6847885750863
1999-04-13,318.599875497558
1999-04-14,319.90050088751417
1999-04-15,319.5164925556475
1999-04-16,317.9738100362863
1999-04-19,320.4812460856285
1999-04-20,317.995213271043
1999-04-21,318.2176841833415
1999-04-22,317.91793429052416
1999-04-23,317.37424028433065
1999-04-26,316.075920486349
1999-04-27,317.5611850531862
1999-04-28,317.2791788468206
1999-04-29,317.16635968033347
1999-04-30,318.9195505143625
1999-05-03,319.22043110232283
1999-05-04,320.42471909608724
1999-05-05,319.84510417156
1999-05-06,320.00533441418685
1999-05-07,321.0005385892762
1999-05-10,317.5014227348143
1999-05-11,316.15692467496524
1999-05-12,313.3843937161394
1999-05-13,314.5901402898565
1999-05-14,312.1038362997592
1999-05-17,306.1918802733847
1999-05-18,307.97351550213415
1999-05-19,311.4538246191639
1999-05-20,311.99083028450497
1999-05-21,311.59047506440925
1999-05-24,312.9977737878679
1999-05-25,310.3570209322419
1999-05-26,310.15791387532244
1999-05-27,308.66070531615554
1999-05-28,307.1520195059411
1999-05-31,309.7023157154777
1999-06-01,310.4295556015771
1999-06-02,309.2594951480998
1999-06-03,312.08339224168867
1999-06-04,313.8330953730955
1999-06-07,316.1254081911449
1999-06-08,317.9544827500272
1999-06-09,318.66478082984014
1999-06-10,317.4049011587728
1999-06-11,316.7729514333673
1999-06-14,314.0051092078227
1999-06-15,314.38793222904644
1999-06-16,315.61227515913504
1999-06-17,316.02109021730035
1999-06-18,316.8037929181067
1999-06-21,317.6992417297757
1999-06-22,315.2572626329866
1999-06-23,316.1319159383951
1999-06-24,316.08821272259
1999-06-25,315.75488964992456
1999-06-28,315.2725931255885
1999-06-29,315.9815845194768
1999-06-30,318.04663850229
1999-07-01,319.94671482097215
1999-07-02,318.498604593846
1999-07-05,320.4995908150887
1999-07-06,320.2121416230204
1999-07-07,319.76172595407417
1999-07-08,319.6597345355827
1999-07-09,322.4180004241831
1999-07-12,323.3350961744558
1999-07-13,321.1040276282777
1999-07-14,323.4073379739815
1999-07-15,324.3648818816835
1999-07-16,323.7476554239194
1999-07-19,324.3655749483184
1999-07-20,321.78769763685
1999-07-21,317.33595799588267
1999-07-22,315.9807058256075
1999-07-23,316.2044439787575
1999-07-26,311.61754029476856
1999-07-27,313.684842400627
1999-07-28,314.1767009618415
1999-07-29,311.69677956780544
1999-07-30,311.62312276637084
1999-08-02,311.81821687131884
1999-08-03,312.47705287304774
1999-08-04,313.19765124469143
1999-08-05,309.9159641484045
1999-08-06,311.8289692484325
1999-08-09,312.9731665658928
1999-08-10,309.6029285391074
1999-08-11,310.67561883786874
1999-08-12,313.33625377001175
1999-08-13,315.8056908141128
1999-08-16,316.7583576498672
1999-08-17,316.9203942659274
1999-08-18,316.3177422584976
1999-08-19,315.8174424853373
1999-08-20,317.3648388130835
1999-08-23,320.1347327324146
1999-08-24,320.5176320355527
1999-08-25,322.0575389168518
1999-08-26,322.07731828809034
1999-08-27,321.9539275527673
1999-08-30,321.41336987753715
1999-08-31,319.09091779055774
1999-09-01,321.13766696458197
1999-09-02,318.3650817286218
1999-09-03,320.76531053652724
1999-09-06,322.52834507063784
1999-09-07,323.3856584281712
1999-09-08,324.8704693461579
1999-09-09,327.625707734957
1999-09-10,329.6271864677032
1999-09-13,329.90116367704684
1999-09-14,328.4594018462605
1999-09-15,328.3208738468465
1999-09-16,326.9368834008082
1999-09-17,328.76080122792445
1999-09-20,330.37963800390776
1999-09-21,329.20956100675403
1999-09-22,329.714800544096
1999-09-23,331.2744777300984
1999-09-24,330.3018718586774
1999-09-27,330.7073339097713
1999-09-28,331.0116266985115
1999-09-29,329.07044788738745
1999-09-30,329.3281985910786
1999-10-01,330.33439194767067
1999-10-04,330.355980721012
1999-10-05,330.7786624418708
1999-10-06,331.06789008979973
1999-10-07,335.198217423503
1999-10-08,335.54166799302965
1999-10-11,334.97116727872566
1999-10-12,332.31153393620156
1999-10-13,330.7116951547339
1999-10-14,330.91195458386335
1999-10-15,327.1683556745157
1999-10-18,323.3480961752937
1999-10-19,324.8407449561593
1999-10-20,324.1818755344175
1999-10-21,323.8221696918848
1999-10-22,325.6301943433674
1999-10-25,323.3681085004764
1999-10-26,323.6375966417935
1999-10-27,322.09587602642074
1999-10-28,324.34876055089205
1999-10-29,325.7660507043539
1999-11-01,325.7660507043539
1999-11-02,325.13821962336544
1999-11-03,324.17316029682496
1999-11-04,325.2673811758038
1999-11-05,324.95860293985373
1999-11-08,325.2429111179038
1999-11-09,325.2376387931755
1999-11-10,325.6356284062426
1999-11-11,325.937743821861
1999-11-12,326.40329985944504
1999-11-15,328.27914742186033
1999-11-16,328.54270688845395
1999-11-17,326.9820048074529
1999-11-18,328.5192622323536
1999-11-19,326.44162422510703
1999-11-22,324.70208267498987
1999-11-23,324.31773955271524
1999-11-24,327.2263285310561
1999-11-25,331.98796903960834
1999-11-26,332.0780268852043
1999-11-29,335.09048895697816
1999-11-30,333.9237005657071
1999-12-01,336.0064899124419
1999-12-02,338.62522273527355
1999-12-03,343.4241675907897
1999-12-06,346.4165542183393
1999-12-07,346.50436721450063
1999-12-08,348.4389345566894
1999-12-09,348.2308235167035
1999-12-10,347.5868060708553
1999-12-13,347.04207240321136
1999-12-14,346.6135572733513
1999-12-15,346.61254812523237
1999-12-16,348.431214789624
1999-12-17,349.28378317413666
1999-12-20,353.60476531011625
1999-12-21,349.79187419149025
1999-12-22,353.1253629553732
1999-12-23,357.11076155567815
1999-12-24,357.11076155567815
1999-12-27,361.5096823748931
1999-12-28,361.83069483065145
1999-12-29,365.79932385214306
1999-12-30,368.76638769682165
1999-12-31,368.74643186053765
2000-01-03,364.2912696963188
2000-01-04,357.7662945614318
2000-01-05,350.90217265535733
2000-01-06,353.02668205976784
2000-01-07,360.41966360429336
2000-01-10,358.3527737002366
2000-01-11,358.31025491445746
2000-01-12,362.019982891822
2000-01-13,366.1514099990376
2000-01-14,369.0512619370864
2000-01-17,370.1830533635696
2000-01-18,364.39087748954745
2000-01-19,365.4517706977197
2000-01-20,366.9374558682237
2000-01-21,365.15083033793627
2000-01-24,366.64593857353356
2000-01-25,362.10421505795404
2000-01-26,362.0378065150239
2000-01-27,364.3833680282183
2000-01-28,364.52786097306966
2000-01-31,360.71675938183904
2000-02-01,366.70674097231876
2000-02-02,369.52383146687737
2000-02-03,373.4006198764416
2000-02-04,374.0331483643652
2000-02-07,379.3123084047623
2000-02-08,389.47009913940667
2000-02-09,386.2879827837716
2000-02-10,388.2637519348309
2000-02-11,396.7962871762867
2000-02-14,400.74503925484
2000-02-15,398.23657709265655
2000-02-16,395.65016069829903
2000-02-17,399.7485341356354
2000-02-18,405.24236865351537
2000-02-21,406.3256654333569
2000-02-22,408.5203032564782
2000-02-23,418.9971636826291
2000-02-24,416.8118533770337
2000-02-25,424.25223372238844
2000-02-28,426.6851853173294
2000-02-29,439.52688800297835
2000-03-01,445.41257507989303
