Date,SINGAPORE SMALL VALUE
1998-12-31,137.6764695919554
1999-01-01,137.76023577779523
1999-01-04,140.41865278535343
1999-01-05,138.3289636652673
1999-01-06,147.60197380135378
1999-01-07,149.53866566301218
1999-01-08,156.0596244341302
1999-01-11,157.2433585495694
1999-01-12,160.4462436114994
1999-01-13,154.241157393221
1999-01-14,152.97557577889629
1999-01-15,155.0583887942101
1999-01-18,155.12713337426808
1999-01-19,154.51983419913046
1999-01-20,155.51554456369408
1999-01-21,152.97378077854881
1999-01-22,150.224831262636
1999-01-25,141.43130984442988
1999-01-26,144.55741616252118
1999-01-27,146.93461661061895
1999-01-28,146.12199639119248
1999-01-29,146.0673527764828
1999-02-01,144.63790153271563
1999-02-02,143.0364092828749
1999-02-03,140.43178337094184
1999-02-04,143.26145836537202
1999-02-05,141.23453271744395
1999-02-08,138.55365416601094
1999-02-09,135.71529293444502
1999-02-10,137.51151729550327
1999-02-11,144.99400856806534
1999-02-12,142.55503382379305
1999-02-15,144.62676398449273
1999-02-16,145.09830514587267
1999-02-17,144.47659603171851
1999-02-18,141.6457347722545
1999-02-19,145.50218879881862
1999-02-22,144.17131091081606
1999-02-23,143.12884680601118
1999-02-24,144.01870030296848
1999-02-25,143.99808216247865
1999-02-26,146.46631053850209
1999-03-01,145.94428515177404
1999-03-02,145.18676310633964
1999-03-03,144.84024848850584
1999-03-04,147.56848940874076
1999-03-05,149.78142306032242
1999-03-08,148.72871541664833
1999-03-09,148.78171263566733
1999-03-10,153.49119189757536
1999-03-11,155.16098362996433
1999-03-12,154.59228521388562
1999-03-15,155.77487866300376
1999-03-16,154.31305613039612
1999-03-17,151.56164311686047
1999-03-18,152.38124275922468
1999-03-19,154.69284317382588
1999-03-22,156.36178942200988
1999-03-23,156.42398133712143
1999-03-24,155.66998368719314
1999-03-25,158.87049732580488
1999-03-26,160.47086491790807
1999-03-29,160.74311846785912
1999-03-30,161.4342894766294
1999-03-31,162.4756657840161
1999-04-01,166.34368027356822
1999-04-02,166.57585197360248
1999-04-05,172.42190747753315
1999-04-06,173.0330003196118
1999-04-07,172.477133118832
1999-04-08,175.20936956349394
1999-04-09,178.32685141805834
1999-04-12,177.1453941013236
1999-04-13,183.00433423250576
1999-04-14,191.8062323818656
1999-04-15,196.27561269395466
1999-04-16,200.5279423355608
1999-04-19,207.9379776437411
1999-04-20,206.04638408071267
1999-04-21,215.49523866459322
1999-04-22,218.5122322639058
1999-04-23,217.91188934487232
1999-04-26,220.8140828136866
1999-04-27,219.35810707470253
1999-04-28,216.29046787960522
1999-04-29,214.89818947857412
1999-04-30,224.7025935231554
1999-05-03,229.85633280244008
1999-05-04,239.85394839527552
1999-05-05,247.56767933326037
1999-05-06,247.70185917156192
1999-05-07,237.96237545046654
1999-05-10,235.17142696992138
1999-05-11,241.7470636230886
1999-05-12,245.02777074458683
1999-05-13,240.51836655707305
1999-05-14,241.5271161515804
1999-05-17,242.05406765223614
1999-05-18,244.98001869528701
1999-05-19,240.72773778849447
1999-05-20,242.724235260359
1999-05-21,249.57193181958928
1999-05-24,252.12643677003345
1999-05-25,247.03890792559622
1999-05-26,250.75804365967048
1999-05-27,256.57971830310663
1999-05-28,258.5443684395618
1999-05-31,261.0378254065532
1999-06-01,261.0750740464437
1999-06-02,263.3081900566711
1999-06-03,261.00922143836834
1999-06-04,257.91875974700827
1999-06-07,265.521507595045
1999-06-08,267.6910365294143
1999-06-09,272.1794787540817
1999-06-10,272.46140931665633
1999-06-11,281.2487310600783
1999-06-14,287.3503049451886
1999-06-15,284.2003243041705
1999-06-16,294.8723100531199
1999-06-17,301.154035387348
1999-06-18,300.6607259331913
1999-06-21,317.2454421468537
1999-06-22,316.95566623282645
1999-06-23,326.47828676529315
1999-06-24,326.42110218580746
1999-06-25,324.3652411624507
1999-06-28,326.4274115313356
1999-06-29,329.3021449682764
1999-06-30,330.61523097605146
1999-07-01,342.2449144371128
1999-07-02,344.9472045250239
1999-07-05,327.901892667189
1999-07-06,314.5956518261219
1999-07-07,306.91696338785613
1999-07-08,315.2688871766864
1999-07-09,313.80786403028304
1999-07-12,303.3062270033209
1999-07-13,294.4858809255634
1999-07-14,295.46678979522494
1999-07-15,286.37549786284296
1999-07-16,276.37098956952434
1999-07-19,276.73636821626536
1999-07-20,282.85232733283476
1999-07-21,274.2274714347119
1999-07-22,271.1472488745811
1999-07-23,266.4142296964553
1999-07-26,256.74549504780765
1999-07-27,264.4358317465495
1999-07-28,274.8042984662619
1999-07-29,275.0488301149234
1999-07-30,275.59763265218425
1999-08-02,275.02490160597733
1999-08-03,273.0110354952253
1999-08-04,269.722563432674
1999-08-05,261.96644359462357
1999-08-06,263.6213866780322
1999-08-09,265.37719440206774
1999-08-10,255.37021592945632
1999-08-11,252.44684967117118
1999-08-12,254.4724633339185
1999-08-13,250.68484770604212
1999-08-16,253.12654268637908
1999-08-17,250.29884005405935
1999-08-18,261.90274405538145
1999-08-19,261.5077000935041
1999-08-20,268.52972927055987
1999-08-23,280.8390342617972
1999-08-24,278.9551852477336
1999-08-25,281.3261756469269
1999-08-26,276.77200439738874
1999-08-27,278.0712687949453
1999-08-30,276.13629719249525
1999-08-31,268.3682930296855
1999-09-01,266.87581872009184
1999-09-02,260.51747922180044
1999-09-03,259.52662055029464
1999-09-06,259.16201376730527
1999-09-07,257.6870704901272
1999-09-08,254.8402524926329
1999-09-09,258.3067461718104
1999-09-10,259.85843965331463
1999-09-13,261.12255959889467
1999-09-14,259.16929492263904
1999-09-15,259.21556143514505
1999-09-16,255.41605652756917
1999-09-17,259.19118403596514
1999-09-20,254.87768994481186
1999-09-21,249.6192949745148
1999-09-22,243.9753917788568
1999-09-23,246.1675134777105
1999-09-24,240.046351833954
1999-09-27,235.17998052817572
1999-09-28,236.02601522765747
1999-09-29,232.9662350225678
1999-09-30,234.6433322924989
1999-10-01,234.19037497108064
1999-10-04,235.20344614292904
1999-10-05,243.85754181070757
1999-10-06,245.52140077371354
1999-10-07,250.01991898629464
1999-10-08,250.36239906565615
1999-10-11,249.67812027361094
1999-10-12,244.8780133523056
1999-10-13,240.5375447344464
1999-10-14,242.0922369466872
1999-10-15,234.61155731191062
1999-10-18,229.21159831204986
1999-10-19,231.0235066837274
1999-10-20,235.39187916024147
1999-10-21,236.86267609884803
1999-10-22,239.55518663617644
1999-10-25,241.1400996308411
1999-10-26,242.33169028013532
1999-10-27,241.3371603065372
1999-10-28,243.38220222356463
1999-10-29,246.8030919773399
1999-11-01,251.75307283414256
1999-11-02,248.6999307263128
1999-11-03,253.37895143225026
1999-11-04,256.1007659759796
1999-11-05,257.71305561908343
1999-11-08,258.87473646333916
1999-11-09,262.01434252231536
1999-11-10,264.5074608452097
1999-11-11,265.750328782603
1999-11-12,269.0178056517558
1999-11-15,273.4316928131972
1999-11-16,275.705396233881
1999-11-17,269.35617522853084
1999-11-18,270.5796589549382
1999-11-19,272.3127578343438
1999-11-22,267.29533719818085
1999-11-23,268.1614837735859
1999-11-24,268.6355599713285
1999-11-25,264.2565978637768
