Date,NEW ZEALAND SMALL VALUE
1998-12-31,312.3192869099798
1999-01-01,312.3192869099798
1999-01-04,312.3535801274907
1999-01-05,321.0192124310384
1999-01-06,327.75385344909995
1999-01-07,332.57703524300473
1999-01-08,334.27611499926826
1999-01-11,339.07689644292924
1999-01-12,332.8606342919775
1999-01-13,319.99499969786064
1999-01-14,320.9026818531328
1999-01-15,323.2473657179164
1999-01-18,324.5197297674921
1999-01-19,325.78429430970795
1999-01-20,330.33687123061566
1999-01-21,330.2980399871106
1999-01-22,325.33331479460367
1999-01-25,324.27006406435726
1999-01-26,323.5532074351463
1999-01-27,325.1475645530141
1999-01-28,326.9823465259447
1999-01-29,330.60388293477354
1999-02-01,336.54341453766375
1999-02-02,336.1888630839852
1999-02-03,339.0906504696386
1999-02-04,341.4658071333662
1999-02-05,341.9787892872358
1999-02-08,347.95420167755316
1999-02-09,342.21397813256635
1999-02-10,333.4500054623601
1999-02-11,336.9319782896141
1999-02-12,337.549644898492
1999-02-15,338.2337541736745
1999-02-16,334.1137833932504
1999-02-17,333.6557300489141
1999-02-18,332.31344213147105
1999-02-19,341.3440050210773
1999-02-22,344.65198537002794
1999-02-23,342.4076995238793
1999-02-24,337.2933243440784
1999-02-25,330.826331926909
1999-02-26,329.73376252375
1999-03-01,329.8941701833486
1999-03-02,331.95014025520373
1999-03-03,332.93537135162546
1999-03-04,332.9769368534036
1999-03-05,335.11806848683347
1999-03-08,335.8684289610081
1999-03-09,337.7344071676472
1999-03-10,335.6352791807839
1999-03-11,334.95077118835354
1999-03-12,334.0097020795935
1999-03-15,334.8058370063796
1999-03-16,337.72716733195847
1999-03-17,333.3317515241146
1999-03-18,336.52644081123225
1999-03-19,336.81594295477356
1999-03-22,335.0106608648238
1999-03-23,342.25939740497813
1999-03-24,339.5973981745788
1999-03-25,340.59108073043336
1999-03-26,341.87803749908113
1999-03-29,341.50227859003087
1999-03-30,340.5812312676984
1999-03-31,339.90219191363843
1999-04-01,341.39620002406053
1999-04-02,340.2120327420387
1999-04-05,341.7133099328365
1999-04-06,338.8016802262348
1999-04-07,335.340559428253
1999-04-08,336.3087476339592
1999-04-09,343.4901297036007
1999-04-12,348.991957194208
1999-04-13,354.13961218234545
1999-04-14,352.46545211709105
1999-04-15,353.1626761486943
1999-04-16,358.935685482605
1999-04-19,365.3086034696092
1999-04-20,364.06744370970614
1999-04-21,373.60056604138623
1999-04-22,376.4688114773562
1999-04-23,379.9361384569119
1999-04-26,374.5858425541161
1999-04-27,372.4977937042296
1999-04-28,372.5367048109585
1999-04-29,383.8617903613944
1999-04-30,381.79721604621136
1999-05-03,382.796983148495
1999-05-04,383.8577399970542
1999-05-05,378.39730615092503
1999-05-06,382.30831065900287
1999-05-07,377.0420355483003
1999-05-10,376.1344499281032
1999-05-11,375.63848464976604
1999-05-12,373.2428413815753
1999-05-13,377.0377648388734
1999-05-14,379.5234130557947
1999-05-17,377.7846573059208
1999-05-18,380.0609431133503
1999-05-19,373.85740522492557
1999-05-20,372.28991881377056
1999-05-21,370.7414741281922
1999-05-24,370.93488065361527
1999-05-25,363.3082240466827
1999-05-26,360.5981656091773
1999-05-27,363.6338001979409
1999-05-28,364.8006803447569
1999-05-31,357.76202167352415
1999-06-01,353.6354751512363
1999-06-02,357.0821795014087
1999-06-03,356.18908441455545
1999-06-04,365.0432647118964
1999-06-07,364.21356527604473
1999-06-08,362.1089335718986
1999-06-09,362.74392827656436
1999-06-10,361.1058134568792
1999-06-11,368.07685517543007
1999-06-14,367.66369967660995
1999-06-15,364.13867525387025
1999-06-16,370.70815321351967
1999-06-17,371.31424317723827
1999-06-18,363.0501850985171
1999-06-21,369.1726027966343
1999-06-22,366.43911458131436
1999-06-23,369.5029634486902
1999-06-24,371.48906875477735
1999-06-25,367.4491225554318
1999-06-28,368.59218088588693
1999-06-29,368.16364868560794
1999-06-30,371.4637960599663
1999-07-01,376.88087536335223
1999-07-02,380.68017011984887
1999-07-05,378.3718467088896
1999-07-06,380.5990241116618
1999-07-07,378.4471345589575
1999-07-08,378.4628803569728
1999-07-09,380.07477152355386
1999-07-12,379.5919252673934
1999-07-13,379.71960226973687
1999-07-14,379.6615395204365
1999-07-15,380.5244750200491
1999-07-16,383.0291704790402
1999-07-19,382.26792991509717
1999-07-20,375.80050276636723
1999-07-21,371.14971874487645
1999-07-22,371.7046580185381
1999-07-23,377.9945428852437
1999-07-26,367.03425381832864
1999-07-27,363.84101370467465
1999-07-28,365.4637531883648
1999-07-29,364.7869876748641
1999-07-30,366.23660634856486
1999-08-02,363.77325630157867
1999-08-03,367.9932415715441
1999-08-04,365.07418201900333
1999-08-05,357.80065853039184
1999-08-06,355.9129473937224
1999-08-09,358.4402058910528
