Date,CANADA SMALL VALUE
1998-12-31,260.2785863732221
1999-01-01,260.2785863732221
1999-01-04,262.16971899166674
1999-01-05,265.43631713626957
1999-01-06,271.0454281037868
1999-01-07,274.6322846690335
1999-01-08,279.1958448050675
1999-01-11,282.76187787836534
1999-01-12,279.0623505060882
1999-01-13,267.9931049963085
1999-01-14,267.66584138189825
1999-01-15,270.82260752923594
1999-01-18,270.27525389957606
1999-01-19,268.55305804595315
1999-01-20,268.3578283936623
1999-01-21,267.7675686958321
1999-01-22,266.5706301406362
1999-01-25,266.88837177978826
1999-01-26,264.4675854437222
1999-01-27,262.2600269061376
1999-01-28,264.46702954880067
1999-01-29,266.49298039163676
1999-02-01,270.1748529338868
1999-02-02,267.1530047342431
1999-02-03,267.19424708579356
1999-02-04,270.6616198270495
1999-02-05,271.3592111742465
1999-02-08,271.78789253157754
1999-02-09,266.35611073766745
1999-02-10,265.0051854012136
1999-02-11,266.8176631264172
1999-02-12,266.6445356747279
1999-02-15,267.2464054046618
1999-02-16,265.25128780071066
1999-02-17,262.1759501594068
1999-02-18,264.87700521986574
1999-02-19,268.0795951227516
1999-02-22,270.11798378702355
1999-02-23,268.90561731876227
1999-02-24,266.44392803687833
1999-02-25,262.4955549550732
1999-02-26,263.4296840968562
1999-03-01,262.8644976599802
1999-03-02,263.2033524445954
1999-03-03,261.6350165634254
1999-03-04,264.9742131450067
1999-03-05,268.0907736930155
1999-03-08,269.06788033242987
1999-03-09,268.3362393172763
1999-03-10,267.5839812950571
1999-03-11,271.8995406567292
1999-03-12,269.6765470322615
1999-03-15,269.7407163612537
1999-03-16,272.2189891444313
1999-03-17,271.2610699050459
1999-03-18,274.66507951451166
1999-03-19,276.36857384519675
1999-03-22,277.0724084699677
1999-03-23,274.14582367800665
1999-03-24,274.50057452628783
1999-03-25,274.89024109136824
1999-03-26,279.6179322416286
1999-03-29,281.27002147652115
1999-03-30,278.2298981213934
1999-03-31,277.8678262337462
1999-04-01,278.00800456764745
1999-04-02,279.9479310279902
1999-04-05,282.5320024960315
1999-04-06,279.54556705713105
1999-04-07,277.88101678463613
1999-04-08,279.12514547371615
1999-04-09,280.05116430014823
1999-04-12,278.90290156417825
1999-04-13,281.240277192594
1999-04-14,280.7664737621998
1999-04-15,287.61751843719856
1999-04-16,293.2083467170711
1999-04-19,298.95522202753875
1999-04-20,294.30160267041947
1999-04-21,297.09358140987996
1999-04-22,299.489523961317
1999-04-23,300.9354497617654
1999-04-26,300.4536636537002
1999-04-27,300.422791774824
1999-04-28,305.4724582425694
1999-04-29,312.0711371205858
1999-04-30,316.1735317841806
1999-05-03,318.214462155926
1999-05-04,315.79615807472106
1999-05-05,313.3502160209243
1999-05-06,313.13356110314504
1999-05-07,309.9186288906997
1999-05-10,309.0553040126376
1999-05-11,311.6230825399118
1999-05-12,310.3698136560731
1999-05-13,312.84853988413687
1999-05-14,309.6259777219807
1999-05-17,309.94773276331955
1999-05-18,310.1543713648378
1999-05-19,310.7015022675177
1999-05-20,310.93190920504725
1999-05-21,315.09350474337504
1999-05-24,315.3695942270597
1999-05-25,310.230651709752
1999-05-26,310.67631830094444
1999-05-27,309.08062793988944
1999-05-28,310.77210282545997
1999-05-31,311.8974506754788
1999-06-01,308.24349275279155
1999-06-02,312.0534421259534
1999-06-03,314.1838497772304
1999-06-04,318.6502913531639
1999-06-07,320.61763143737227
1999-06-08,316.6974873741858
1999-06-09,316.3514435657901
1999-06-10,316.94822297411264
1999-06-11,316.27331161355
1999-06-14,317.79370173658873
1999-06-15,318.567242543485
1999-06-16,322.0658622080986
1999-06-17,321.25983104504405
1999-06-18,319.79638128835427
1999-06-21,320.60713032643275
1999-06-22,322.21735082603954
1999-06-23,322.03189436868036
1999-06-24,320.5094929557474
1999-06-25,318.8063748020323
1999-06-28,321.9322791920584
1999-06-29,320.4078223697757
1999-06-30,322.0203145321005
1999-07-01,326.5891697915251
1999-07-02,331.3807647146914
1999-07-05,334.1109344998624
1999-07-06,332.80991230102796
1999-07-07,333.3603873514568
1999-07-08,335.25541926054694
1999-07-09,336.11961254404054
1999-07-12,335.3861824972424
1999-07-13,333.0443710431891
1999-07-14,335.2692633968464
1999-07-15,336.756538124092
1999-07-16,339.7981842690996
1999-07-19,337.9878075813602
1999-07-20,326.71327140927644
1999-07-21,319.35271348452125
1999-07-22,318.3290569944221
1999-07-23,318.73200904531683
1999-07-26,310.2183355296044
1999-07-27,311.299421594293
1999-07-28,313.25970338918495
1999-07-29,308.8143553568959
1999-07-30,311.2317641999154
1999-08-02,310.79986098541707
1999-08-03,313.7857360496967
1999-08-04,311.1009681211077
1999-08-05,308.5164610493568
1999-08-06,308.03975738558125
1999-08-09,310.73847232013713
1999-08-10,310.23411279478916
1999-08-11,316.62141735317425
1999-08-12,318.55254097890537
1999-08-13,323.62854911056223
1999-08-16,321.37693830347445
1999-08-17,324.3684302719233
1999-08-18,323.80569858295667
1999-08-19,324.40283461270906
1999-08-20,320.8373044006389
1999-08-23,323.4449094650049
1999-08-24,323.46385573381195
1999-08-25,325.39819895922017
1999-08-26,324.0639094868845
1999-08-27,324.3878589773408
1999-08-30,324.66248773687244
1999-08-31,318.7101826775524
1999-09-01,319.01132622170877
1999-09-02,312.6934885036049
1999-09-03,318.0985209371205
1999-09-06,319.11512873716003
1999-09-07,319.4157324183144
1999-09-08,319.63886943706837
1999-09-09,323.83013668800356
1999-09-10,329.6794312590375
1999-09-13,332.75723841798566
1999-09-14,331.17151014070186
1999-09-15,330.4916941306322
1999-09-16,328.51255167656467
1999-09-17,329.79606963577265
1999-09-20,328.933339529672
1999-09-21,326.0127386943673
1999-09-22,323.9711127813456
1999-09-23,324.0819040243179
1999-09-24,320.73505334871777
1999-09-27,326.5815385540921
1999-09-28,325.3916726040036
1999-09-29,322.4009936821874
1999-09-30,320.6959765634828
1999-10-01,318.65294109057
1999-10-04,317.8296073544223
1999-10-05,316.4562931578332
1999-10-06,314.10293617603315
1999-10-07,313.6407080835176
1999-10-08,315.86463992428867
1999-10-11,315.6991460351787
1999-10-12,313.6187293406914
1999-10-13,311.2803916320044
1999-10-14,308.1414490491315
1999-10-15,300.13617216927395
1999-10-18,297.0230598293815
1999-10-19,298.422554783309
1999-10-20,299.8183512289642
1999-10-21,297.6765187177216
1999-10-22,304.5483133254546
1999-10-25,305.06730658434003
1999-10-26,307.30233079347806
1999-10-27,306.7625752657559
1999-10-28,307.28577467318587
1999-10-29,309.19269199088416
1999-11-01,309.50441478323347
1999-11-02,309.0090589950011
1999-11-03,308.35724597546795
1999-11-04,309.3517609463289
1999-11-05,311.84668594501403
1999-11-08,309.4777489725292
1999-11-09,309.1371507196427
1999-11-10,311.49353986900115
1999-11-11,312.4971885642863
1999-11-12,316.38447634280647
1999-11-15,315.59994276500305
1999-11-16,313.0312421359509
1999-11-17,312.5237944732936
1999-11-18,314.5078750927205
1999-11-19,314.1700882455018
1999-11-22,313.58687611325445
1999-11-23,314.0300591050491
1999-11-24,316.6822328038869
1999-11-25,317.6265924352391
1999-11-26,320.90397628220984
1999-11-29,319.44000890172236
1999-11-30,316.3771783381597
1999-12-01,316.36946001008965
1999-12-02,316.02191524707837
1999-12-03,318.78120506742687
1999-12-06,312.1461520196592
1999-12-07,312.6345006092239
1999-12-08,310.4121149955173
1999-12-09,312.02376882084286
1999-12-10,315.54216843560374
1999-12-13,317.0891712342241
1999-12-14,318.243611917181
1999-12-15,321.0314889271829
1999-12-16,320.41548102603355
1999-12-17,325.34070251934713
1999-12-20,326.1101118194548
1999-12-21,326.3343720239697
1999-12-22,327.14460751709095
1999-12-23,326.2702354891916
1999-12-24,328.689286074024
1999-12-27,332.43042936335115
1999-12-28,336.38684418197215
1999-12-29,340.1097161368486
1999-12-30,343.37599244554883
