Date,GERMANY SMALL VALUE
1998-12-31,406.07673596494914
1999-01-01,405.99632112505793
1999-01-04,407.5480583518454
1999-01-05,408.96608588798836
1999-01-06,407.2904505269522
1999-01-07,405.6652408428722
1999-01-08,403.1293050801086
1999-01-11,404.1460619317239
1999-01-12,403.2251472602087
1999-01-13,398.8283848763949
1999-01-14,400.3552294305026
1999-01-15,400.14784843097124
1999-01-18,401.35841159599084
1999-01-19,402.23629222626874
1999-01-20,401.5352794341074
1999-01-21,400.57614109888397
1999-01-22,399.4547263273699
1999-01-25,397.87090947059187
1999-01-26,398.597496050286
1999-01-27,399.13437635124836
1999-01-28,400.5101612074108
1999-01-29,401.2790117382486
1999-02-01,398.9273670129794
1999-02-02,399.4215867287588
1999-02-03,399.5520793761255
1999-02-04,400.29145556859055
1999-02-05,399.275471831252
1999-02-08,402.54898441033515
1999-02-09,403.2525208955143
1999-02-10,401.4994323011058
1999-02-11,402.478801428348
1999-02-12,405.1231264733854
1999-02-15,404.06986503441925
1999-02-16,405.3488108318701
1999-02-17,404.5573916248132
1999-02-18,403.83482803179936
1999-02-19,404.73515417898494
1999-02-22,404.05407327456703
1999-02-23,403.7579867185341
1999-02-24,404.4275453398128
1999-02-25,403.26274399179647
1999-02-26,402.73483664244986
1999-03-01,403.2175945974614
1999-03-02,401.4502568812766
1999-03-03,400.7266283625232
1999-03-04,397.88657196875477
1999-03-05,398.02300156705866
1999-03-08,400.9873191475213
1999-03-09,400.0486654110517
1999-03-10,398.11056851463525
1999-03-11,397.2596426554541
1999-03-12,399.6909189545319
1999-03-15,400.85493570877907
1999-03-16,401.01999878142715
1999-03-17,400.0515641143158
1999-03-18,400.2691458431832
1999-03-19,401.64871233326875
1999-03-22,399.58958792575504
1999-03-23,402.9273699851402
1999-03-24,400.0353633500108
1999-03-25,401.29060778163444
1999-03-26,401.4758537685708
1999-03-29,402.3231926147473
1999-03-30,402.19650021580065
1999-03-31,401.759641210398
1999-04-01,402.52811742419493
1999-04-02,402.52770934555497
1999-04-05,402.5273484676344
1999-04-06,403.76287389292895
1999-04-07,402.5039594424306
1999-04-08,403.28489406148367
1999-04-09,403.5603773009802
1999-04-12,403.961226654528
1999-04-13,404.9065245720303
1999-04-14,404.42925448263196
1999-04-15,404.6233448269511
1999-04-16,405.5111708789305
1999-04-19,408.95250657199347
1999-04-20,407.4737929960282
1999-04-21,408.34419757757456
1999-04-22,409.4018526649308
1999-04-23,410.2065883571097
1999-04-26,410.14471921342863
1999-04-27,411.9953855007457
1999-04-28,412.8755681592223
1999-04-29,415.58244808903004
1999-04-30,416.7346378362153
1999-05-03,417.42501347545823
1999-05-04,418.2132298740986
1999-05-05,418.52214243462134
1999-05-06,420.759983267422
1999-05-07,420.50794149478116
1999-05-10,421.17515018174583
1999-05-11,422.6302005713281
1999-05-12,423.2094635167352
1999-05-13,423.2091762999029
1999-05-14,422.07789715428106
1999-05-17,420.541077536229
1999-05-18,420.67549765694685
1999-05-19,420.0282462821861
1999-05-20,419.53798224371997
1999-05-21,417.85082723020537
1999-05-24,417.8505488251137
1999-05-25,416.76142418063637
1999-05-26,416.5345036799727
1999-05-27,416.84094228695295
1999-05-28,414.84433679227186
1999-05-31,414.87498143082286
1999-06-01,415.0059032269205
1999-06-02,414.53343434287865
1999-06-03,414.61081680825805
1999-06-04,416.6935823593117
1999-06-07,419.44925944578245
1999-06-08,419.06921177561344
1999-06-09,418.7580333477854
1999-06-10,419.5443551719375
1999-06-11,419.7542770099624
1999-06-14,418.8632886822127
1999-06-15,418.36682268903974
1999-06-16,418.36256882518717
1999-06-17,420.3404192161579
1999-06-18,420.8960477382548
1999-06-21,421.0694533911731
1999-06-22,420.89587118089935
1999-06-23,420.6945830281509
1999-06-24,419.66333062321206
1999-06-25,419.1970257518291
1999-06-28,419.6474127146027
1999-06-29,420.5137911450188
1999-06-30,420.5398495994668
1999-07-01,421.2673717314136
1999-07-02,423.0998310949642
1999-07-05,425.63827250846765
1999-07-06,426.315735937696
1999-07-07,427.0206597825684
1999-07-08,425.7307195254536
1999-07-09,425.6046393442375
1999-07-12,425.316215190292
1999-07-13,424.78924247916893
1999-07-14,425.57205348318456
1999-07-15,426.50894862135374
1999-07-16,426.9292833134724
1999-07-19,427.7973602242899
1999-07-20,427.51274934351227
1999-07-21,424.541135011322
1999-07-22,422.0966896424349
1999-07-23,421.6312826494635
1999-07-26,420.0454247356577
1999-07-27,416.9331035722133
1999-07-28,417.00001134686727
1999-07-29,416.50608525538235
1999-07-30,415.399385863419
1999-08-02,412.26256951416354
1999-08-03,411.50541617217283
1999-08-04,412.26723109611123
1999-08-05,411.265541146146
1999-08-06,410.94612598245544
1999-08-09,411.44047307460977
1999-08-10,411.04425368287406
1999-08-11,411.3618516347089
1999-08-12,413.19970601331937
1999-08-13,414.68509350942196
1999-08-16,415.66177054776676
1999-08-17,416.12436253867565
1999-08-18,412.90755209706174
1999-08-19,411.24750954998547
1999-08-20,411.8753694094764
1999-08-23,412.8360145289266
1999-08-24,412.97239320364696
1999-08-25,413.73294544357447
1999-08-26,414.31267090730967
1999-08-27,413.61356242275616
1999-08-30,414.26484864228286
1999-08-31,411.3198214583113
1999-09-01,412.50435065319397
1999-09-02,412.15365784554734
1999-09-03,411.9417646602025
1999-09-06,413.2383867718007
1999-09-07,414.1757394746867
1999-09-08,413.5418514516722
1999-09-09,413.58343749276617
1999-09-10,414.05767046092916
1999-09-13,412.9754064812027
1999-09-14,411.7069951886216
1999-09-15,410.5879175500551
1999-09-16,408.6595738612339
1999-09-17,408.4362108131877
1999-09-20,407.941033664358
1999-09-21,407.3035035504652
1999-09-22,404.6858158458318
1999-09-23,403.5463431863762
1999-09-24,399.4986750804386
1999-09-27,400.23860887098965
1999-09-28,400.2511773225485
1999-09-29,400.2246766301593
1999-09-30,400.0086738947966
1999-10-01,400.435559139786
1999-10-04,401.1248074366694
1999-10-05,401.6345194533312
1999-10-06,401.4659558350728
1999-10-07,403.654137909021
1999-10-08,403.2201941560738
1999-10-11,404.3075861205829
1999-10-12,403.96093689133863
1999-10-13,402.4130169387536
1999-10-14,402.8907991230966
1999-10-15,401.81443585741823
1999-10-18,399.50422905117705
1999-10-19,401.45212080746415
1999-10-20,401.51867245693046
1999-10-21,401.9632315762795
1999-10-22,401.65937790419537
1999-10-25,402.12072140021957
1999-10-26,402.82435309299194
1999-10-27,404.87006545246453
1999-10-28,405.49735342490345
1999-10-29,407.2246040566139
1999-11-01,407.86610536753744
1999-11-02,407.83389748154997
1999-11-03,408.06279591642544
1999-11-04,407.94105300448956
1999-11-05,409.3631751119533
1999-11-08,408.94261191828826
1999-11-09,408.91795692035345
1999-11-10,408.444484610795
1999-11-11,408.00454816352004
1999-11-12,408.40392026719553
1999-11-15,407.0615666682693
1999-11-16,405.3355524568041
1999-11-17,406.67648495162496
1999-11-18,407.0635964308796
1999-11-19,406.8761701659651
1999-11-22,406.2203311738579
1999-11-23,405.56680038263727
1999-11-24,404.40093906671683
1999-11-25,404.54821708228957
1999-11-26,405.56832899082355
1999-11-29,404.22343966218716
1999-11-30,402.1581400532809
1999-12-01,400.6224166747597
1999-12-02,400.70635634213284
1999-12-03,400.9301487223335
1999-12-06,400.23312645129806
1999-12-07,400.5837587991845
1999-12-08,399.18514296409444
1999-12-09,398.7216976787215
1999-12-10,398.89178773870265
1999-12-13,399.9249659698747
1999-12-14,400.84526374304494
1999-12-15,398.5931911122272
1999-12-16,403.1697076104547
1999-12-17,403.59807604207145
1999-12-20,403.8787877693013
1999-12-21,403.5977845083099
1999-12-22,402.13943388659385
1999-12-23,402.9276138566717
1999-12-24,402.92753572904434
1999-12-27,404.4367077061247
1999-12-28,403.42689718076343
1999-12-29,404.30491529619576
1999-12-30,407.7099396768678
1999-12-31,407.70740033670086
2000-01-03,408.6979079803677
2000-01-04,403.4302355718643
2000-01-05,401.8930157304189
2000-01-06,404.1590564586866
2000-01-07,406.7942612837449
2000-01-10,410.43520551128483
2000-01-11,409.5941017696824
2000-01-12,411.70033155854367
2000-01-13,412.336591400701
2000-01-14,414.2907276074503
2000-01-17,416.33934368730115
2000-01-18,416.3962524611525
2000-01-19,414.0782816530577
2000-01-20,417.333269959271
2000-01-21,417.23325110505107
2000-01-24,418.7002381246496
2000-01-25,415.05511566194883
2000-01-26,417.50324293066103
2000-01-27,417.06478987149006
2000-01-28,416.69828890735397
2000-01-31,413.9234610412115
2000-02-01,413.944575261582
2000-02-02,414.39814149587284
2000-02-03,415.4421835162157
2000-02-04,417.7009342305349
2000-02-07,418.7333361428146
2000-02-08,423.05002650097344
2000-02-09,423.43805080954104
2000-02-10,421.3353929818957
2000-02-11,423.35709421376316
2000-02-14,421.95088516231743
2000-02-15,421.7145846381406
2000-02-16,421.7919509730725
2000-02-17,421.4360326104942
2000-02-18,423.3026621700006
2000-02-21,420.8219060603211
2000-02-22,420.5478380491595
2000-02-23,419.5087873479397
2000-02-24,417.2486013340677
2000-02-25,418.6517097764773
2000-02-28,415.4340975681367
2000-02-29,416.09693084156174
2000-03-01,418.09431417828455
2000-03-02,418.9219170994998
2000-03-03,419.8696583332584
2000-03-06,420.13077844655334
2000-03-07,420.19199282411205
2000-03-08,418.4683105972565
2000-03-09,421.75870636495193
2000-03-10,424.4035770703113
2000-03-13,423.3408892519587
2000-03-14,425.9261795634375
2000-03-15,425.19449725420935
2000-03-16,427.265358095115
2000-03-17,427.98996771188536
2000-03-20,429.6501466425677
2000-03-21,428.2689431123762
2000-03-22,429.51191292430457
2000-03-23,427.93790539529635
2000-03-24,429.53258716475005
2000-03-27,431.7656087620743
2000-03-28,431.0180330944651
2000-03-29,431.92452313303505
2000-03-30,427.7599397660032
2000-03-31,425.94281031051133
2000-04-03,428.28680970837
2000-04-04,423.75918471745524
2000-04-05,420.95752755188636
2000-04-06,423.64129858917875
2000-04-07,425.18741420005483
2000-04-10,427.47031920936314
2000-04-11,424.2116209846138
2000-04-12,424.2425338305184
2000-04-13,422.8731802333889
2000-04-14,423.0986239066049
2000-04-17,419.8232620440845
2000-04-18,420.4848612191304
2000-04-19,421.8326181615401
2000-04-20,422.67650363713307
2000-04-21,422.676525408692
2000-04-24,422.67569527648925
2000-04-25,422.6881353939609
2000-04-26,425.3691621504972
2000-04-27,424.63435557827137
2000-04-28,426.49265689716873
2000-05-01,426.4926568971687
2000-05-02,429.12515399010834
2000-05-03,429.8541632539267
2000-05-04,430.1128164434365
2000-05-05,431.92555096666126
2000-05-08,432.2605943914126
2000-05-09,431.73654529249455
2000-05-10,430.8423355572794
2000-05-11,430.1383267449858
2000-05-12,432.09246132065675
2000-05-15,433.6610000041307
2000-05-16,434.56420219114597
2000-05-17,433.53467460376504
2000-05-18,432.90362813183447
2000-05-19,432.1383089277803
2000-05-22,430.6501430325351
2000-05-23,428.72984813825525
2000-05-24,425.1390184081162
2000-05-25,425.7525368168684
2000-05-26,424.9984488398388
2000-05-29,426.1994450890036
2000-05-30,426.5232981400751
