Date,ISRAEL SMALL VALUE
2002-05-31,411.7186955965884
2002-06-03,413.35511802507585
2002-06-04,408.95901821678706
2002-06-05,410.1315289869556
2002-06-06,403.754299779994
2002-06-07,402.5603199499887
2002-06-10,400.9593452697253
2002-06-11,394.2111188132639
2002-06-12,389.2429704794484
2002-06-13,387.64403720396746
2002-06-14,385.24651169438556
2002-06-17,389.89035029127535
2002-06-18,386.05601465158327
2002-06-19,375.9779424698079
2002-06-20,361.2781021024883
2002-06-21,359.4639166001693
2002-06-24,347.54530804232866
2002-06-25,362.94252809811655
2002-06-26,351.1436861633207
2002-06-27,361.40140140654023
2002-06-28,365.1109597385079
2002-07-01,360.0420380453763
2002-07-02,353.7832325270458
2002-07-03,351.30189325398555
2002-07-04,350.7323759642503
2002-07-05,355.2280593045172
2002-07-08,353.8246821104959
2002-07-09,356.23253165224224
2002-07-10,365.9303698666792
2002-07-11,360.4752732533363
2002-07-12,363.0315002270917
2002-07-15,367.6796257062087
2002-07-16,364.6163540532324
2002-07-17,377.27588041736794
2002-07-18,376.08930881223944
2002-07-19,372.68524459570926
2002-07-22,376.99462452665756
2002-07-23,374.3424474966722
2002-07-24,360.5809979271898
2002-07-25,353.98775809314736
2002-07-26,357.79700905072866
2002-07-29,373.00579770181605
2002-07-30,370.5874343190566
2002-07-31,374.84667376037305
2002-08-01,368.74309940326685
2002-08-02,367.0494880081443
2002-08-05,355.9266727529572
2002-08-06,365.6380592249028
2002-08-07,368.8433234991216
2002-08-08,370.14827938566106
2002-08-09,370.09470619874764
2002-08-12,364.645837602874
2002-08-13,359.6191325239573
2002-08-14,359.98509884149786
2002-08-15,365.56634704145773
2002-08-16,363.52583434126467
2002-08-19,380.8627968573407
2002-08-20,386.4141928735819
2002-08-21,388.85460720120943
2002-08-22,390.35323793609814
2002-08-23,388.5317287131315
2002-08-26,394.13975046297935
2002-08-27,389.6328128408628
2002-08-28,384.1498966293564
2002-08-29,380.2159734686597
2002-08-30,381.5372271419429
2002-09-02,372.8869070700771
2002-09-03,362.7234156786065
2002-09-04,363.33907088836435
2002-09-05,361.64893950313336
2002-09-06,366.51125221188687
2002-09-09,369.4374884665292
2002-09-10,372.2742290362405
2002-09-11,374.5557444262044
2002-09-12,369.18193426305794
2002-09-13,367.6821476403429
2002-09-16,369.8385986264337
2002-09-17,372.01254269978534
2002-09-18,358.25081718609977
2002-09-19,351.45254984973724
2002-09-20,349.059843796648
2002-09-23,339.22293542092615
2002-09-24,334.0712907688085
2002-09-25,330.8749330651605
2002-09-26,333.10134394977024
2002-09-27,333.06499318518723
2002-09-30,322.2806903071541
2002-10-01,324.6270086719465
2002-10-02,324.52818820444145
2002-10-03,320.4459277259914
2002-10-04,319.9738102897416
2002-10-07,310.5757415235359
2002-10-08,314.701423389871
2002-10-09,312.2050737761726
2002-10-10,311.8811619071837
2002-10-11,314.01108024216353
2002-10-14,308.9808594664406
2002-10-15,318.05353000333696
2002-10-16,311.14323989343967
2002-10-17,323.1724387956736
2002-10-18,323.95425167643083
2002-10-21,323.2532159850781
2002-10-22,319.159055502461
2002-10-23,317.53611962926357
2002-10-24,320.2969674549541
2002-10-25,318.0049946700222
2002-10-28,310.4943962349379
2002-10-29,306.8831755960063
2002-10-30,313.2029402407679
2002-10-31,305.50839004410363
2002-11-01,308.8277866316142
2002-11-04,311.54204931142345
2002-11-05,316.7907460892027
2002-11-06,328.61531987506896
2002-11-07,321.2266798610768
2002-11-08,319.8103102282204
2002-11-11,321.8836262840925
2002-11-12,318.9283493874843
2002-11-13,319.5782023411202
2002-11-14,325.2058278735827
2002-11-15,324.402919442795
2002-11-18,326.9184723513713
2002-11-19,324.38218944603886
2002-11-20,329.342161215452
2002-11-21,334.7799093881611
2002-11-22,336.8376573229029
2002-11-25,349.11224048366796
2002-11-26,351.87938182753425
2002-11-27,359.804989291338
2002-11-28,359.45605301485824
2002-11-29,361.4349024147407
2002-12-02,372.3215170060708
2002-12-03,364.43350949454367
2002-12-04,354.17208846011727
2002-12-05,352.41103734849236
2002-12-06,347.459355820195
2002-12-09,343.12218037585876
2002-12-10,351.2253367920937
2002-12-11,354.0221261216042
2002-12-12,352.08274710769814
2002-12-13,350.9478266840852
2002-12-16,349.0276897189749
2002-12-17,340.1282023181639
2002-12-18,334.64886782785396
2002-12-19,322.56317344529583
2002-12-20,322.00858664959054
2002-12-23,315.09867425671325
2002-12-24,310.7055554801884
2002-12-25,308.6777277567148
2002-12-26,315.72463303896285
2002-12-27,311.2663110790315
2002-12-30,304.5446583528776
2002-12-31,304.59310710683343
2003-01-01,301.3262400415905
2003-01-02,304.4618934776847
2003-01-03,302.515061777323
2003-01-06,300.76464750200637
2003-01-07,302.2559738310449
2003-01-08,298.88417985406153
2003-01-09,299.11479621716387
2003-01-10,298.0380259260117
2003-01-13,292.6884181621291
2003-01-14,292.28338659974617
2003-01-15,296.3181927667279
2003-01-16,299.0994482736061
2003-01-17,293.7351896414867
2003-01-20,284.3266300137294
2003-01-21,282.9598948981551
2003-01-22,277.9251765896102
2003-01-23,279.43099630970397
2003-01-24,276.7290714968943
2003-01-27,277.85222393402927
2003-01-28,277.9863225483336
2003-01-29,280.13375774150654
2003-01-30,283.62538857935476
2003-01-31,282.56288306571304
2003-02-03,277.50455357075913
2003-02-04,268.1327396467314
2003-02-05,270.0463118950116
2003-02-06,268.8762668182469
2003-02-07,269.3884320172371
2003-02-10,271.2911278850213
2003-02-11,273.2015004564823
2003-02-12,270.7888134872217
2003-02-13,261.10821461880965
2003-02-14,264.2153107621945
2003-02-17,277.04880800780217
2003-02-18,283.94379568392407
2003-02-19,277.8320682148108
2003-02-20,273.1875541273827
2003-02-21,273.79699990136965
2003-02-24,278.23948791113736
2003-02-25,274.67100234862664
2003-02-26,275.36734541906696
2003-02-27,287.9972606620176
2003-02-28,288.3839285367402
2003-03-03,290.3938473103265
2003-03-04,287.5621035403303
2003-03-05,282.67462465232467
2003-03-06,287.45686866167824
2003-03-07,285.4618736356585
2003-03-10,281.9278807253242
2003-03-11,282.9998938354442
2003-03-12,283.4584920848161
2003-03-13,293.60433647363243
2003-03-14,295.20318955441485
2003-03-17,303.9164096925049
2003-03-18,306.1095911551859
2003-03-19,319.2734003937591
2003-03-20,316.21458460008535
2003-03-21,320.62897235842746
2003-03-24,313.4218935567689
2003-03-25,315.63224793130246
2003-03-26,323.3693970388438
2003-03-27,318.6071224789098
2003-03-28,317.38129926784626
2003-03-31,311.12501110231244
2003-04-01,319.00973366404384
2003-04-02,326.974272136859
2003-04-03,330.0356562478205
2003-04-04,330.390367373003
2003-04-07,342.9334904042388
2003-04-08,341.227146624614
2003-04-09,343.5190369527769
2003-04-10,340.06905851567666
2003-04-11,342.9236762727811
2003-04-14,350.8371310785029
2003-04-15,358.94792926515254
2003-04-16,357.166213268505
2003-04-17,356.3919909607962
2003-04-18,356.3919909607962
2003-04-21,357.4936778349753
2003-04-22,352.3325491040449
2003-04-23,353.0558122204618
2003-04-24,359.91683086414196
2003-04-25,358.5082759723361
2003-04-28,351.09902572011674
2003-04-29,363.69863436939164
2003-04-30,358.6003838046186
2003-05-01,356.5353608955347
2003-05-02,362.2314256291437
2003-05-05,379.7641978957223
2003-05-06,380.23244479210643
2003-05-07,379.9331644807279
2003-05-08,375.8228335233942
2003-05-09,376.9330232697265
2003-05-12,390.75824075655123
2003-05-13,381.3450246086518
2003-05-14,379.8718817364823
2003-05-15,378.58220830019565
2003-05-16,377.05070483839353
2003-05-19,355.0686436756731
2003-05-20,346.07161372286055
2003-05-21,332.300285363646
2003-05-22,340.5335969773986
2003-05-23,342.98682542324144
2003-05-26,364.3779746487814
2003-05-27,373.37534965695613
2003-05-28,393.7691438088506
2003-05-29,393.90927228731823
2003-05-30,397.0357716103123
2003-06-02,401.8728784950807
2003-06-03,406.94955885147573
2003-06-04,398.0922222187111
2003-06-05,388.77126338186224
2003-06-06,394.3399262188309
2003-06-09,383.1961356464806
2003-06-10,379.7896518463628
2003-06-11,387.3695709766198
2003-06-12,386.09287579972624
2003-06-13,385.18499382085247
2003-06-16,406.23188621187427
2003-06-17,418.61147880111207
2003-06-18,421.7087497480826
2003-06-19,433.4819338177814
2003-06-20,435.8181518003097
2003-06-23,434.869213063882
2003-06-24,433.52445299954167
2003-06-25,428.3591063271485
2003-06-26,438.4291117427578
2003-06-27,437.7595655734359
2003-06-30,438.95742644670963
2003-07-01,432.8245249502615
2003-07-02,446.25431002557764
2003-07-03,435.1258998955127
2003-07-04,436.99416294689087
2003-07-07,434.3920256583596
2003-07-08,416.84214730490635
2003-07-09,431.0499653035421
2003-07-10,428.36227478479236
2003-07-11,429.2588079973456
2003-07-14,427.69807465213177
2003-07-15,423.142177931692
2003-07-16,416.5203233227087
2003-07-17,419.86613374823116
2003-07-18,418.8721268949514
2003-07-21,416.29544653864747
2003-07-22,420.14653599943387
2003-07-23,421.6699057052774
2003-07-24,413.2026496234727
2003-07-25,412.54442002756076
2003-07-28,421.4259808130844
2003-07-29,415.68095258560527
2003-07-30,412.3296738310554
2003-07-31,411.72987040586463
2003-08-01,411.2408840739483
2003-08-04,396.2898574240292
2003-08-05,397.44818586223846
2003-08-06,394.75366466438055
2003-08-07,392.65420417705224
2003-08-08,395.3705908574525
2003-08-11,381.82028375945004
2003-08-12,385.984342478566
2003-08-13,393.1257114988614
2003-08-14,390.85227630008507
2003-08-15,391.7035832895289
2003-08-18,403.0510217302263
2003-08-19,403.79629049451347
2003-08-20,393.3893992021343
2003-08-21,396.45119884580004
2003-08-22,399.988660689008
2003-08-25,399.8427798554361
2003-08-26,404.2384468103313
2003-08-27,408.56392753392703
2003-08-28,415.69055584265465
2003-08-29,414.02261758292775
2003-09-01,412.27328406217924
2003-09-02,421.4671924463121
2003-09-03,432.98101080829053
2003-09-04,430.5871088546399
2003-09-05,427.1748259223437
2003-09-08,419.0744572170664
2003-09-09,416.0845979935431
2003-09-10,407.47088265841415
2003-09-11,403.3822262108723
2003-09-12,397.82246059664993
2003-09-15,401.7865739395554
2003-09-16,409.5092956843007
2003-09-17,410.56842767773065
2003-09-18,415.34726268460196
2003-09-19,412.5329188493745
2003-09-22,418.10643334767377
2003-09-23,423.06741680537397
2003-09-24,428.6947096653277
2003-09-25,425.2031784152558
2003-09-26,425.94666547458246
2003-09-29,426.454165716168
2003-09-30,422.03448502766656
2003-10-01,419.97229530403496
2003-10-02,426.8655536451593
2003-10-03,429.9178188717759
2003-10-06,428.3843299638131
2003-10-07,421.86305018243553
2003-10-08,416.92047199117707
2003-10-09,426.01059351547127
2003-10-10,423.25401391441994
2003-10-13,440.49826861713035
2003-10-14,436.5088206453889
2003-10-15,443.18539308515733
2003-10-16,439.03028995354447
2003-10-17,443.00056166447837
2003-10-20,442.7060723389321
2003-10-21,450.70499006812815
2003-10-22,445.5761686011538
2003-10-23,439.46336891738423
2003-10-24,437.17450801042986
2003-10-27,437.73120699587747
2003-10-28,451.4034192328857
2003-10-29,458.3280310569159
2003-10-30,457.7213657016291
2003-10-31,461.7641141513724
2003-11-03,483.2484019723116
2003-11-04,486.5932310175352
2003-11-05,499.11124262814565
2003-11-06,503.4421689305846
2003-11-07,503.2732620719266
2003-11-10,500.14454425429034
2003-11-11,482.6664033643432
2003-11-12,492.57923257651333
2003-11-13,486.20445614130847
2003-11-14,481.2255889027168
2003-11-17,489.6884518511986
2003-11-18,498.1560482663859
2003-11-19,497.66841169329456
2003-11-20,492.37015356733417
2003-11-21,492.02155940819426
2003-11-24,502.275135917915
2003-11-25,507.0349515975597
2003-11-26,499.4005815195512
2003-11-27,503.39817907733783
2003-11-28,501.67303350135705
2003-12-01,506.45777041926146
2003-12-02,494.06577683543134
2003-12-03,486.3272311308814
2003-12-04,477.89120658970774
2003-12-05,475.17380455467696
2003-12-08,461.38571002657267
2003-12-09,485.7854585552597
2003-12-10,479.28853591514564
2003-12-11,496.9915898544386
2003-12-12,492.4853069009435
2003-12-15,504.17698603926715
2003-12-16,502.50943174169805
2003-12-17,492.73004390812855
2003-12-18,493.49454815417505
2003-12-19,495.47306304669985
2003-12-22,496.8550818895991
2003-12-23,497.8458823660572
2003-12-24,501.26181045083064
2003-12-25,506.64289433145353
2003-12-26,505.99718489362465
2003-12-29,510.18058091410217
2003-12-30,509.7948024033651
2003-12-31,507.87493469286954
2004-01-01,507.87493469286954
2004-01-02,511.8125540285208
2004-01-05,533.6650164220252
2004-01-06,534.9711344221652
2004-01-07,529.145906615517
2004-01-08,545.2246537848819
2004-01-09,539.1629606615668
2004-01-12,546.4893095457011
2004-01-13,554.6179145758102
2004-01-14,557.4800912421447
2004-01-15,567.519597096164
2004-01-16,585.7621486700064
2004-01-19,595.9863670650744
2004-01-20,584.0455922031621
2004-01-21,559.593344588369
2004-01-22,540.8777074223756
2004-01-23,541.7157547726442
2004-01-26,543.3313373287664
2004-01-27,546.7581373578621
2004-01-28,536.6764419556067
2004-01-29,538.4449564504464
2004-01-30,535.7066260843767
2004-02-02,531.3964366162942
2004-02-03,522.4099488725824
2004-02-04,510.76111606735094
2004-02-05,512.8279946309682
2004-02-06,513.1094064059822
2004-02-09,536.4897424716992
2004-02-10,537.996389511665
2004-02-11,541.0007231558735
2004-02-12,533.5985653445092
2004-02-13,535.3469961067633
2004-02-16,536.7517096681191
2004-02-17,540.0238993670949
2004-02-18,535.8359541509885
2004-02-19,544.2191271693766
2004-02-20,547.8302195100497
2004-02-23,544.7609699284253
2004-02-24,530.7139270132765
2004-02-25,539.1265212956378
2004-02-26,534.6665825179471
2004-02-27,535.7626912244643
2004-03-01,547.8760037145614
2004-03-02,551.8093087642361
2004-03-03,554.0355949438308
2004-03-04,560.7237874959594
2004-03-05,551.5727550939678
2004-03-08,553.3675966654873
2004-03-09,547.1585143934278
2004-03-10,551.4378187144539
2004-03-11,540.9795972894004
2004-03-12,544.2087166394708
2004-03-15,553.3486336161503
2004-03-16,553.008951626862
2004-03-17,564.9448265069333
2004-03-18,557.2802664902522
2004-03-19,558.0132493031766
2004-03-22,543.8509175364338
2004-03-23,544.1578379916315
2004-03-24,534.0560731513301
2004-03-25,536.4449221259522
2004-03-26,540.9851418305115
2004-03-29,542.3728267516407
2004-03-30,541.196121598651
2004-03-31,539.9076957631095
2004-04-01,540.8474233033386
2004-04-02,552.6874853900188
2004-04-05,569.4481096460979
2004-04-06,566.6005344145592
2004-04-07,563.8730866565714
2004-04-08,567.5923806664013
2004-04-09,567.5923806664013
2004-04-12,567.5335394743715
2004-04-13,576.9728015363247
2004-04-14,565.990013691095
2004-04-15,572.8270022337406
2004-04-16,568.1246096351668
2004-04-19,572.3344928377038
2004-04-20,574.3991788556789
2004-04-21,575.1699652873921
2004-04-22,578.3547450115486
2004-04-23,581.2118685479884
2004-04-26,578.7221023775722
2004-04-27,575.0763839381702
2004-04-28,565.6767370120822
2004-04-29,552.5597712319992
2004-04-30,549.1432595922392
2004-05-03,548.7279081757747
2004-05-04,552.9491061231518
2004-05-05,551.7312675915523
2004-05-06,553.5414305960329
2004-05-07,560.0871098263257
2004-05-10,534.0600252753403
2004-05-11,543.1594895744162
2004-05-12,540.6656135604485
2004-05-13,540.8206961729933
2004-05-14,540.5731703552302
2004-05-17,520.3534098361645
2004-05-18,520.5677744943922
2004-05-19,530.2218413682333
2004-05-20,532.5313411359245
2004-05-21,529.8418654512994
2004-05-24,540.5736422644318
2004-05-25,536.2208067085315
2004-05-26,536.8141883471257
2004-05-27,532.335454178332
2004-05-28,534.6352939935962
2004-05-31,532.7527831093273
